,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
159,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-08-11 17:41:30.000,2023-08-11 15:07:51,233.0,44.0,18.0,6.0,83.0,11.0,41.0,156.0,2023-08-11 15:10:29.000,2023.8.2,10.0,14.0,26,True,,pandas-vet,conda-forge/pandas-vet,['flake8'],416.0,398.0,https://pypi.org/project/pandas-vet,2023-08-11 15:09:04.000,18.0,78926.0,79789.0,https://anaconda.org/conda-forge/pandas-vet,2023-08-11 17:40:05.281,16389.0,3.0,71.0,,,,,,,,,,,,,,,,,,
160,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-08-04 09:26:44.000,2022-12-04 22:09:17,262.0,,148.0,50.0,46.0,37.0,70.0,7122.0,2022-07-21 09:17:39.000,2.1.3,7.0,21.0,25,True,,icecream,conda-forge/icecream,,13.0,13.0,https://pypi.org/project/icecream,,,286141.0,286961.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,23783.0,3.0,,,,,,,,,,,,,,,,,,,
161,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2023-09-15 14:03:17.000,2023-09-15 14:03:17,333.0,3.0,161.0,55.0,132.0,40.0,134.0,4355.0,2023-03-20 14:10:04.829,23.3.0,23.0,47.0,25,True,,monkeytype,conda-forge/monkeytype,,26.0,,https://pypi.org/project/monkeytype,2022-02-18 23:46:48.000,26.0,55774.0,56572.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,54300.0,2.0,,,,,,,,,,,,6.0,,,,,,,
162,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-09-20 14:12:11.000,2023-09-05 08:37:50,987.0,9.0,364.0,41.0,486.0,166.0,392.0,3197.0,,,11.0,128.0,25,True,,factory_boy,conda-forge/factory_boy,,,,https://pypi.org/project/factory_boy,,,3252980.0,3256738.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,135314.0,3.0,,,,,,,,,,,,-7.0,,,,,,,
163,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,107.0,161.0,1757.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,dephell,,,838.0,821.0,https://pypi.org/project/dephell,2020-04-28 06:31:03.273,17.0,3153.0,3157.0,,,,3.0,249.0,,,,,,,,,,,,,,,,,,
164,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-08-31 12:24:27.000,2023-02-20 18:24:13,204.0,,35.0,8.0,35.0,6.0,21.0,1253.0,2022-11-24 20:29:05.000,0.2.10,7.0,7.0,25,True,,stackprinter,conda-forge/stackprinter,,295.0,295.0,https://pypi.org/project/stackprinter,,,333157.0,333307.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,7651.0,3.0,,,,,,,,,,,,,,,,,,,
165,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-08-19 21:30:31.000,2023-08-19 21:19:39,96.0,5.0,31.0,7.0,17.0,13.0,55.0,363.0,2023-08-19 21:31:54.000,2.9.2,24.0,7.0,25,True,,mkdocs-awesome-pages-plugin,,['mkdocs'],3285.0,3176.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2023-08-19 21:30:31.000,109.0,149448.0,149448.0,,,,3.0,,,,,,,,,,,,,,,,,,,
166,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-07-21 16:19:56.000,2022-01-27 10:32:34,98.0,,23.0,9.0,22.0,19.0,21.0,343.0,2019-10-13 14:06:01.000,0.6.0,11.0,9.0,25,False,,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],2008.0,2008.0,https://pypi.org/project/pytest-lazy-fixture,,,466183.0,472934.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,519862.0,3.0,,,,,,,,,,,,,,,,,,,
167,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-09-07 10:28:58.000,2023-09-07 10:26:00,565.0,1.0,39.0,6.0,70.0,20.0,76.0,280.0,,,43.0,22.0,25,True,,check-manifest,conda-forge/check-manifest,,12634.0,9524.0,https://pypi.org/project/check-manifest,2022-12-05 08:17:08.785,3110.0,194981.0,196775.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,102297.0,3.0,,,,,,,,,,,,,,,,,,,
168,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2023-09-18 17:37:21.000,2023-04-16 08:34:06,854.0,,28.0,14.0,27.0,171.0,307.0,266.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,25,False,,py2app,,,4529.0,4529.0,https://pypi.org/project/py2app,,,22961.0,22961.0,,,,3.0,,,,,,,,,,,,,,,,,,,
169,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290,2021-02-16 17:29:00,446.0,,52.0,9.0,171.0,33.0,23.0,198.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,data-science-types,conda-forge/data-science-types,,1079.0,1033.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,46.0,126873.0,127155.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,9316.0,3.0,,,,,,,,,,,,,,,,,,,
170,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2023-09-04 16:59:36.000,2023-09-04 16:59:35,168.0,4.0,11.0,2.0,52.0,6.0,23.0,160.0,2022-12-20 09:31:01.407,0.3.6,20.0,10.0,25,True,,flake8-black,conda-forge/flake8-black,['flake8'],7424.0,7167.0,https://pypi.org/project/flake8-black,2022-12-20 09:31:01.407,257.0,965437.0,974257.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,449859.0,3.0,,,,,,,,,,,,,,,,,,,
171,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2023-09-16 10:58:55.000,2023-09-16 10:58:51,294.0,9.0,21.0,4.0,65.0,2.0,42.0,105.0,2022-12-22 23:44:03.313,2.1.0,26.0,17.0,25,True,,flake8-builtins,conda-forge/flake8-builtins,['flake8'],10099.0,9604.0,https://pypi.org/project/flake8-builtins,2022-12-22 23:44:03.313,495.0,632021.0,634731.0,https://anaconda.org/conda-forge/flake8-builtins,2023-06-16 13:23:26.276,222262.0,3.0,,,,,,,,,,,,,,,,,,,
172,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-06-16 16:11:48.791,2023-01-20 18:08:14,186.0,,96.0,36.0,75.0,44.0,34.0,1489.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,24,True,,bowler,conda-forge/bowler,,13.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,13.0,86230.0,86530.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,17424.0,2.0,,,,,,,,,,,,,,,,,,,
173,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-05-16 14:03:19.000,2022-08-08 11:25:05,700.0,,95.0,20.0,97.0,50.0,95.0,1015.0,,,,46.0,24,False,,pylama,,,6033.0,6033.0,https://pypi.org/project/pylama,,,174196.0,174196.0,,,,3.0,,,,,,,,,,,,,,,,,,,
174,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,73.0,28.0,106.0,80.0,48.0,673.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,24,False,,redbaron,,,719.0,588.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,131.0,37181.0,37181.0,,,,2.0,,,,,,,,,,,,,,,,,,,
175,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2023-09-19 08:23:38.000,2023-09-19 08:23:37,367.0,32.0,40.0,7.0,218.0,8.0,62.0,555.0,2023-08-16 08:58:38.000,1.16.0,26.0,19.0,24,True,adamchainz/blacken-docs,blacken-docs,conda-forge/blacken-docs,,34.0,,https://pypi.org/project/blacken-docs,2023-08-16 08:58:38.000,34.0,152265.0,153086.0,https://anaconda.org/conda-forge/blacken-docs,2023-08-16 10:40:14.275,31234.0,3.0,,,,,,,,,,,,,,,,,,,
176,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2023-08-30 11:53:48.000,2022-11-03 10:04:57,807.0,,75.0,24.0,116.0,55.0,58.0,519.0,2019-05-28 06:37:19.000,1.7.0,12.0,62.0,24,True,,pytest-virtualenv,conda-forge/pytest-shutil,,74.0,,https://pypi.org/project/pytest-virtualenv,2019-05-28 06:37:19.000,74.0,43496.0,44303.0,https://anaconda.org/conda-forge/pytest-shutil,2023-06-16 16:13:53.097,50066.0,3.0,,,,,,,,,,,,,,,,,,,
177,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2022-12-08 10:54:50.000,2020-11-16 12:31:58,468.0,,63.0,24.0,85.0,45.0,52.0,507.0,2020-11-16 12:36:24.000,0.11.2,21.0,23.0,24,False,,mamba,,,970.0,842.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000,128.0,6310.0,6310.0,,,,3.0,,,,,,,,,,,,,,,,,,,
178,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-09-10 13:43:00.000,2023-09-07 20:35:16,182.0,4.0,39.0,5.0,105.0,27.0,27.0,500.0,,,,12.0,24,True,,interrogate,,,5114.0,5114.0,https://pypi.org/project/interrogate,,,94175.0,94175.0,,,,3.0,,,,,,,,,,,,,,,,,,,
179,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2023-09-13 20:26:49.000,2023-09-13 20:26:49,293.0,1.0,71.0,10.0,101.0,12.0,90.0,275.0,2022-11-26 20:15:35.517,0.18.2,35.0,46.0,24,True,,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1242.0,,https://pypi.org/project/flake8-import-order,2022-11-26 20:15:35.517,1242.0,404833.0,407762.0,https://anaconda.org/conda-forge/flake8-import-order,2023-06-16 13:24:07.930,240223.0,3.0,,,,,,,,,,,,,,,,,,,
180,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396,2023-06-12 09:19:41,183.0,,23.0,5.0,25.0,7.0,16.0,188.0,2023-06-09 06:29:34.000,2.3.0,4.0,13.0,24,False,PyCQA/eradicate,eradicate,conda-forge/eradicate,,14292.0,14292.0,https://pypi.org/project/eradicate,,,644225.0,644532.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,8917.0,2.0,,,,,,,,,,,,,,,,,,,
181,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,28.0,4.0,38.0,5.0,26.0,126.0,2021-10-13 19:25:39.000,2.1.0,20.0,12.0,24,False,,flake8-commas,,['flake8'],16643.0,16257.0,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000,386.0,425991.0,425991.0,,,,3.0,,,,,,,,,,,,,,,,,,,
182,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2023-06-16 19:23:18.580,2022-03-07 18:48:36,240.0,,32.0,3.0,45.0,21.0,80.0,48.0,2021-09-21 19:52:30.000,0.12.0,13.0,23.0,24,False,,pytkdocs,conda-forge/pytkdocs,,1292.0,1292.0,https://pypi.org/project/pytkdocs,,,81047.0,83748.0,https://anaconda.org/conda-forge/pytkdocs,2023-06-16 19:23:18.580,94556.0,3.0,,,,,,,,,,,,,,,,,,,
183,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,170.0,72.0,32.0,27.0,57.0,3930.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,23,False,,vprof,,,131.0,115.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,16.0,2203.0,2203.0,,,,3.0,,,,,,,,,,,,,,,,,,,
184,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,233.0,70.0,116.0,22.0,78.0,2143.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,23,False,,python-taint,,,103.0,91.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,12.0,3308.0,3309.0,,,,3.0,110.0,,,,,,,,,,,,,,,,,,
185,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-09-19 11:00:56.000,2023-01-03 00:40:56,266.0,,72.0,17.0,43.0,32.0,32.0,847.0,2022-12-19 09:01:00.611,1.8.0,29.0,20.0,23,True,,portray,,,827.0,806.0,https://pypi.org/project/portray,2022-12-19 09:01:00.611,21.0,13264.0,13264.0,,,,3.0,,,,,,,,,,,,,,,,,,,
186,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2023-09-06 00:26:02.432,2023-09-03 16:50:32,132.0,9.0,35.0,11.0,89.0,12.0,39.0,827.0,2023-09-03 16:53:31.000,0.12.2,18.0,12.0,23,True,,python-devtools,conda-forge/python-devtools,,1600.0,1600.0,https://pypi.org/project/python-devtools,,,482.0,1099.0,https://anaconda.org/conda-forge/python-devtools,2023-09-06 00:26:02.432,17897.0,3.0,,,,,,,,,,,,,,,,,,,
187,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,,2016-02-12 06:52:50.000,2023-09-20 12:02:56.000,2023-09-20 12:02:51,1129.0,26.0,156.0,33.0,395.0,31.0,293.0,415.0,2023-08-02 15:50:00.000,3.4.5,43.0,70.0,23,False,,,constructor,,14.0,14.0,,,,,94.0,https://anaconda.org/anaconda/constructor,2023-09-07 06:05:35.443,8183.0,3.0,276.0,,,,,,,,,,,,,,,,,,
188,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,52.0,15.0,100.0,46.0,30.0,281.0,2021-12-09 03:33:32.000,0.10.1,21.0,33.0,23,False,,baron,,,374.0,315.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000,59.0,37272.0,37272.0,,,,3.0,,,,,,,,,,,,,,,,,,,
189,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2023-08-12 17:24:35.000,2023-08-12 17:19:26,116.0,2.0,20.0,6.0,16.0,8.0,28.0,224.0,2023-08-12 17:24:35.000,0.9.1,22.0,10.0,23,True,,xenon,conda-forge/xenon,,1179.0,1098.0,https://pypi.org/project/xenon,2023-08-12 17:24:35.000,81.0,152796.0,153095.0,https://anaconda.org/conda-forge/xenon,2023-06-16 13:23:09.938,21279.0,3.0,,,,,,,,,,,,,,,,,,,
190,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2023-07-30 13:52:49.000,2023-06-26 22:36:04,503.0,1.0,368.0,74.0,132.0,107.0,225.0,5682.0,2023-07-30 13:52:49.000,1.2.2,10.0,58.0,22,True,,,,,13.0,13.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
191,xxh,xxh/xxh,shell,"Bring your favorite shell wherever you go through the ssh. Xonsh shell, fish, zsh, osquery and so on.",,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2023-06-21 16:18:50.000,2023-06-21 16:18:49,768.0,,92.0,44.0,56.0,20.0,60.0,4624.0,2022-09-29 10:20:01.217,0.8.12,89.0,24.0,22,True,,xxh-xxh,,,76.0,76.0,https://pypi.org/project/xxh-xxh,2022-09-29 10:20:01.217,,214.0,255.0,,,,3.0,1782.0,,,,,,,,,,,,,,,,,,
192,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,,2011-10-14 11:56:14.000,2023-07-21 11:34:22.000,2023-07-21 11:34:22,716.0,3.0,349.0,80.0,161.0,119.0,114.0,4015.0,,,12.0,102.0,22,False,,memory_profiler,conda-forge/memory_profiler,,,,https://pypi.org/project/memory_profiler,,,834779.0,838933.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,365564.0,3.0,,,,,,,,,,,,-7.0,,,,,,,
193,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-03-03 17:07:08.000,2023-03-03 17:07:08,349.0,,197.0,60.0,44.0,40.0,16.0,2726.0,,,13.0,23.0,22,True,,pyrasite,,,55.0,49.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,6.0,30109.0,30109.0,,,,3.0,,,,,,,,,,,,,,,,,,,
194,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2023-06-16 19:23:41.476,2021-11-24 14:32:14,130.0,,82.0,31.0,10.0,7.0,38.0,2674.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,22,False,,pretty_errors,conda-forge/pretty_errors,,53.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,53.0,29896.0,30279.0,https://anaconda.org/conda-forge/pretty_errors,2023-06-16 19:23:41.476,13026.0,3.0,,,,,,,,,,,,,,,,,,,
195,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2023-09-07 16:49:17.000,2023-09-07 16:41:57,207.0,2.0,83.0,28.0,115.0,39.0,77.0,1620.0,2023-09-07 16:49:17.000,1.0.4,19.0,39.0,22,True,,shiv,,,,,https://pypi.org/project/shiv,,,26802.0,26813.0,,,,3.0,598.0,,,,,,,,,,,,,,,,,,
196,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,45.0,24.0,55.0,62.0,73.0,1291.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,22,False,,pyflow,,,43.0,42.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,192.0,319.0,,,,3.0,6240.0,,,,,,,,,,,,,,,,,,
197,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2023-06-12 20:15:00.000,2019-12-20 19:59:49,222.0,,139.0,16.0,66.0,30.0,28.0,830.0,2018-07-25 01:35:11.000,0.6.0,4.0,36.0,22,False,,pycco,,,306.0,306.0,https://pypi.org/project/pycco,,,1647.0,1647.0,,,,3.0,,,,,,,,,,,,,,,,,,,
198,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2023-07-28 19:56:59.000,2021-10-05 01:31:10,72.0,,42.0,19.0,32.0,41.0,46.0,290.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,22,False,,mkdocs-pdf-export-plugin,,['mkdocs'],510.0,504.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,6.0,18247.0,18247.0,,,,3.0,,,,,,,,,,,,,,,,,,,
199,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-06-08 09:34:08.000,2021-10-14 20:29:54,188.0,,66.0,10.0,50.0,77.0,44.0,257.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,22,False,,mkdocs-with-pdf,,['mkdocs'],385.0,382.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000,3.0,23633.0,23633.0,,,,3.0,,,,,,,,,,,,,,,,,,,
200,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2023-09-03 22:00:34.000,2023-08-28 07:27:52,227.0,3.0,14.0,3.0,10.0,8.0,71.0,88.0,2023-08-28 07:29:57.000,2.3.6,41.0,5.0,22,True,,mkdocs-print-site-plugin,,['mkdocs'],246.0,240.0,https://pypi.org/project/mkdocs-print-site-plugin,2023-08-28 07:29:57.000,6.0,16734.0,16734.0,,,,3.0,,,,,,,,,,,,,,,,,,,
201,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000,2023-01-05 00:12:47,102.0,,196.0,70.0,56.0,27.0,46.0,4434.0,2018-01-16 16:25:41.000,0.2.1,2.0,17.0,21,True,,better-exceptions,,,,,https://pypi.org/project/better-exceptions,,,119172.0,119172.0,,,,3.0,,,,,,,,,,,,,,,,,,,
202,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2020-08-24 01:31:58.000,2020-08-24 01:31:58,433.0,,114.0,75.0,25.0,15.0,20.0,2965.0,2015-12-25 11:58:18.000,0.1.1,2.0,18.0,21,False,,profiling,,,63.0,63.0,https://pypi.org/project/profiling,,,2110.0,2110.0,,,,3.0,,,,,,,,,,,,,,,,,,,
203,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,185.0,71.0,170.0,67.0,128.0,1756.0,2017-07-24 08:26:03.000,2.5.0,13.0,56.0,21,False,,sixpack,,,11.0,11.0,https://pypi.org/project/sixpack,,,51.0,51.0,,,,3.0,,,,,,,,,,,,,,,,,,,
