,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,open_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
30,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-08-31 14:08:32.000,2022-08-29 13:06:44,4388.0,81.0,1305.0,493.0,540.0,1297.0,21336.0,2022-07-29 11:22:05.000,3.2.7,85.0,159.0,37,True,glances,conda-forge/glances,,225.0,552.0,502.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,50.0,137673.0,139811.0,https://anaconda.org/conda-forge/glances,2022-07-28 23:15:17.838,166090.0,1.0,797.0,,,,,,,,,,,,,,,,,,,
31,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-08-21 22:17:51.000,2022-05-20 06:58:02,3909.0,,469.0,40.0,852.0,1017.0,5120.0,2021-11-09 05:43:22.000,5.10.1,132.0,262.0,37,True,isort,conda-forge/isort,,99.0,281929.0,266807.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,15122.0,21296157.0,21344011.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3541240.0,2.0,,,,,,,,,,,,,,,,,,,,
32,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-08-31 18:15:22.000,2022-08-27 21:15:28,1413.0,56.0,1678.0,158.0,611.0,558.0,4165.0,2021-12-15 14:46:50.702,0.1.0,32.0,109.0,37,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],223.0,6060.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2021-09-13 19:53:37.000,6044.0,2727965.0,2764513.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268,2668036.0,2.0,,,,,,,,,,,,,,,,,,,,
33,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-08-21 15:08:07.000,2022-08-21 15:08:06,654.0,41.0,537.0,119.0,72.0,566.0,12781.0,2022-01-29 13:50:01.000,0.6.0,18.0,38.0,36,True,loguru,conda-forge/loguru,,121.0,26579.0,25102.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1477.0,3427175.0,3441844.0,https://anaconda.org/conda-forge/loguru,2022-04-08 18:48:43.959,630780.0,2.0,,,,,,,-1.0,,,,,,,,,,,,,
34,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-08-30 12:08:58.000,2022-03-01 23:11:32,1205.0,,858.0,217.0,264.0,397.0,12773.0,2020-04-23 19:07:36.000,0.30.0,68.0,136.0,36,True,yapf,conda-forge/yapf,,352.0,38195.0,36106.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,2113235.0,2128128.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1117025.0,3.0,,,,,,,,,,,,,,,,,,,,
35,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-09-01 06:15:15.000,2022-09-01 06:15:09,5297.0,239.0,496.0,78.0,419.0,3127.0,8358.0,2022-08-31 00:37:31.000,1.1.269,348.0,78.0,36,True,,,,9.0,343.0,338.0,,,,,278081.0,,,,1.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-08-31 00:34:51.412,5.0,278081.0,,,,,,,,
36,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-08-31 12:36:20.000,2022-08-31 12:05:08,9813.0,496.0,410.0,122.0,259.0,1278.0,7379.0,2022-08-26 18:35:03.988,1.0.6,206.0,123.0,36,True,nuitka,conda-forge/nuitka,,217.0,693.0,656.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,37.0,57030.0,61921.0,https://anaconda.org/conda-forge/nuitka,2022-08-31 10:07:25.541,376667.0,1.0,,,,,,,,,,,,,,,,,,,,
37,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-08-28 23:43:17.000,2022-08-22 20:32:21,1757.0,37.0,532.0,103.0,795.0,737.0,6187.0,2022-06-30 09:26:49.000,6.8.0,104.0,174.0,36,True,pip-tools,conda-forge/pip-tools,,139.0,1868.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,1868.0,7107332.0,7109029.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,49219.0,2.0,,,,,,,,,,,,,,,,,,,,
38,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-08-29 06:43:31.000,2022-08-24 15:01:59,1287.0,25.0,461.0,58.0,343.0,432.0,4423.0,2022-03-04 07:43:44.000,1.7.4,35.0,159.0,36,True,bandit,conda-forge/bandit,,170.0,19996.0,18512.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1484.0,2489586.0,2493698.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,164170.0,1.0,432.0,,,,,,-1.0,,,,,,,,,,,,,
39,structlog,hynek/structlog,logging,Structured Logging for Python.,,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2022-08-26 16:21:31.000,2022-08-26 16:21:28,1090.0,56.0,157.0,30.0,203.0,211.0,2149.0,2022-07-20 11:47:25.000,22.1.0,28.0,89.0,36,True,structlog,conda-forge/structlog,,25.0,6084.0,5145.0,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,939.0,3876553.0,3879599.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,225434.0,2.0,,,,,,,,,,,,,,,,,,,,
40,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-08-27 02:12:19.000,2022-07-27 16:17:56,897.0,27.0,174.0,34.0,220.0,215.0,1307.0,2021-10-04 01:48:57.000,3.0.0,43.0,78.0,36,True,pytest-cov,conda-forge/pytest-cov,['pytest'],116.0,171826.0,143412.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,28414.0,15155897.0,15233919.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,6085723.0,1.0,,,,,,,,,,,,,,,,,,,,
41,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-09-01 02:33:59.000,2022-09-01 02:33:58,537.0,6.0,164.0,26.0,273.0,413.0,1169.0,2022-07-30 17:30:20.172,2.5.0,34.0,84.0,36,True,pyflakes,conda-forge/pyflakes,,65.0,164598.0,150958.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13640.0,17156291.0,17218263.0,https://anaconda.org/conda-forge/pyflakes,2022-07-30 19:45:14.299,4647943.0,1.0,,,,,,,-1.0,,,,,,,,,,,,,
42,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-08-30 09:10:25.000,2022-08-29 23:08:58,575.0,27.0,182.0,27.0,330.0,203.0,420.0,2021-11-18 00:41:06.000,21.3,39.0,81.0,36,True,packaging,conda-forge/packaging,,66.0,454413.0,436896.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,17517.0,118230413.0,118486624.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,19214919.0,1.0,493.0,,,,,,,,,,,,,,,,,,,
43,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-08-25 08:51:27.000,2022-08-25 08:51:27,527.0,17.0,7181.0,34.0,247.0,119.0,21133.0,2022-06-09 21:27:11.000,1.4.0,21.0,74.0,35,True,numpydoc,conda-forge/numpydoc,['sphinx'],64.0,37719.0,33328.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,4391.0,423056.0,441730.0,https://anaconda.org/conda-forge/numpydoc,2022-07-19 05:18:08.354,1269869.0,2.0,,,,,,,,,,,,,,,,,,,,
44,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-08-29 18:14:00.000,2022-08-29 18:14:00,23015.0,171.0,1597.0,205.0,5141.0,782.0,4884.0,2022-08-25 19:06:05.000,3.6.0,119.0,824.0,35,True,buildbot,conda-forge/buildbot,,657.0,752.0,295.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,457.0,30853.0,33029.0,https://anaconda.org/conda-forge/buildbot,2022-08-25 21:55:26.485,62003.0,1.0,28101.0,,,,,,,,,,,,,,,,,,,
45,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-08-12 15:46:56.359,2022-08-12 12:22:25,568.0,18.0,235.0,32.0,206.0,172.0,3399.0,2022-08-12 12:25:03.405,1.2.2,59.0,106.0,35,True,freezegun,conda-forge/freezegun,,109.0,4479.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,4479.0,5226483.0,5231962.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,427377.0,2.0,,,,,,,,,,,,,,,,,,,,
46,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-08-25 17:21:58.000,2022-08-21 17:52:35,8302.0,259.0,272.0,56.0,890.0,2699.0,1501.0,2022-07-30 21:59:57.000,4.4.0,29.0,144.0,35,True,scons,conda-forge/scons,,645.0,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,48.0,246095.0,251057.0,https://anaconda.org/conda-forge/scons,2022-08-04 12:06:30.011,326623.0,1.0,623.0,,,,,,,,,,,,,,,,,,,
47,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2022-08-22 05:53:25.000,2022-08-20 08:31:04,665.0,11.0,160.0,30.0,145.0,132.0,1495.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,35,True,nodeenv,conda-forge/nodeenv,,39.0,26947.0,26046.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,901.0,6601821.0,6625635.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1428860.0,2.0,,,,,,,,,,,,,,,,,,,,
48,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-09-01 13:02:59.000,2022-06-22 16:57:16,556.0,30.0,108.0,18.0,62.0,72.0,1372.0,2022-06-21 16:26:40.000,0.8.10,26.0,76.0,35,True,tabulate,conda-forge/tabulate,,71.0,90491.0,83849.0,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,6642.0,41350312.0,41390081.0,https://anaconda.org/conda-forge/tabulate,2022-06-22 12:29:14.585,3022457.0,2.0,,,,,,,,,,,,,,,,,,,,
49,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-07-13 13:26:51.000,2022-07-13 13:26:51,231.0,12.0,183.0,24.0,66.0,48.0,1341.0,2022-07-11 14:10:01.875,2.0.4,24.0,54.0,35,True,python-json-logger,conda-forge/python-json-logger,,32.0,28755.0,28026.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,729.0,6733133.0,6755272.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1439044.0,2.0,,,,,,,,,,,,,,,,,,,,
50,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-08-16 12:22:02.000,2022-06-01 10:49:13,1043.0,,269.0,31.0,490.0,385.0,1320.0,2022-06-01 11:37:12.000,4.0.1,50.0,107.0,35,True,twine,conda-forge/twine,,39.0,82186.0,69650.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,12536.0,3190087.0,3197543.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,544302.0,1.0,,,,,,,,,,,,,,,,,,,,
51,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-08-10 00:25:36.000,2021-09-14 17:41:07,402.0,,931.0,170.0,140.0,213.0,7082.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,True,pyautogui,conda-forge/pyautogui,,404.0,17340.0,16729.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,543582.0,546362.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687,161282.0,2.0,,,,,,,,,,,,,,,,,,,,
52,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-08-31 22:14:49.000,2022-08-25 18:45:30,563.0,46.0,617.0,109.0,630.0,763.0,6792.0,2022-08-23 23:15:37.006,1.25.2,83.0,26.0,34,True,playwright,,,29.0,1795.0,1719.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,76.0,964429.0,964429.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
53,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-09-01 03:36:23.000,2022-09-01 03:34:41,12415.0,821.0,386.0,108.0,311.0,224.0,6021.0,2022-06-30 15:56:01.000,0.9.15,73.0,211.0,34,True,pyre-check,,,105.0,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,33.0,106586.0,106586.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
54,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-09-01 10:38:23.000,2022-06-07 20:06:03,3558.0,1.0,317.0,95.0,216.0,376.0,3673.0,2022-05-11 16:04:49.000,1.7.1,56.0,57.0,34,True,invoke,conda-forge/invoke,,337.0,15660.0,13035.0,https://pypi.org/project/invoke,2022-05-11 16:04:49.000,2625.0,4736070.0,4745668.0,https://anaconda.org/conda-forge/invoke,2022-05-11 20:17:05.673,739110.0,2.0,,,,,,,,,,,,,,,,,,,,
55,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-09-01 11:14:09.000,2022-08-28 23:32:53,1180.0,15.0,200.0,46.0,245.0,160.0,2473.0,2022-07-19 14:27:35.000,2022.1.2,75.0,89.0,34,True,pudb,conda-forge/pudb,,148.0,4056.0,3317.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,739.0,242420.0,244345.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620,142460.0,1.0,,,,,,,,,,,,,,,,,,,,
56,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-08-24 02:17:31.000,2022-08-16 07:55:13,2101.0,41.0,337.0,26.0,1460.0,931.0,2002.0,2022-03-11 19:01:02.000,0.16.1,54.0,173.0,34,True,wemake-python-styleguide,,,93.0,5033.0,5008.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,25.0,252658.0,252658.0,,,,2.0,,,,,,,-2.0,,,,,,,,,,,,,
57,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-07-25 23:16:36.000,2022-07-25 23:16:35,504.0,22.0,109.0,33.0,187.0,109.0,1439.0,2022-07-05 12:51:54.000,3.8.2,56.0,59.0,34,True,pytest-mock,conda-forge/pytest-mock,['pytest'],14.0,34225.0,29846.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,4379.0,7197392.0,7219791.0,https://anaconda.org/conda-forge/pytest-mock,2022-07-05 19:10:32.213,1657535.0,2.0,,,,,,,,,,,,,,,,,,,,
58,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-07-31 10:32:15.000,2022-07-31 10:31:55,2631.0,183.0,156.0,25.0,233.0,173.0,1386.0,2022-07-29 12:59:00.921,1.3.0,75.0,70.0,34,True,rope,conda-forge/rope,,73.0,1602.0,,https://pypi.org/project/rope,2022-06-22 07:57:01.000,1602.0,808439.0,821005.0,https://anaconda.org/conda-forge/rope,2022-07-29 18:04:29.841,816835.0,1.0,,,,,,,,,,,,,,,,,,,,
59,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,369.0,47.0,261.0,462.0,1352.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,nose,conda-forge/nose,,447.0,173351.0,128744.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44607.0,5542646.0,5573825.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2369621.0,2.0,,,,,,,,,,,,,,,,,,,,
60,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-08-29 10:22:47.000,2022-08-20 06:35:06,1359.0,59.0,171.0,24.0,338.0,344.0,624.0,2022-07-11 12:26:57.000,7.0.5,78.0,108.0,34,True,setuptools_scm,conda-forge/setuptools_scm,,82.0,520.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,520.0,17142461.0,17157154.0,https://anaconda.org/conda-forge/setuptools_scm,2022-07-11 20:49:26.454,1146063.0,2.0,,,,,,,,,,,,,,,,,,,,
61,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-08-31 02:51:13.632,2022-08-30 23:19:02,5527.0,207.0,257.0,56.0,734.0,450.0,3873.0,2022-08-30 23:30:29.334,2022.8.30,148.0,81.0,33,True,pytype,conda-forge/pytype,,98.0,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,101.0,284019.0,287605.0,https://anaconda.org/conda-forge/pytype,2022-08-31 02:51:13.632,100423.0,2.0,,,,,,,,,,,,,,,,,,,,
62,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-08-28 18:51:27.000,2022-08-28 18:50:41,1213.0,52.0,221.0,58.0,978.0,772.0,2145.0,2022-08-28 18:54:34.000,2.1.104,191.0,106.0,33,True,pex,,,148.0,133.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,133.0,553372.0,592265.0,,,,2.0,1205708.0,,,,,,,,,,,,,,,,,,,
63,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-08-31 22:28:32.000,2022-08-31 22:25:33,3499.0,70.0,188.0,39.0,31.0,769.0,1722.0,2022-08-12 22:46:45.000,7.6.1,253.0,23.0,33,False,pyarmor,,,21.0,508.0,494.0,https://pypi.org/project/pyarmor,2022-06-28 00:57:42.000,14.0,567112.0,567112.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
64,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-08-22 19:20:56.000,2022-07-27 17:45:26,792.0,5.0,105.0,24.0,123.0,303.0,339.0,2021-12-22 12:22:00.000,0.37.1,66.0,65.0,33,True,wheel,conda-forge/wheel,,36.0,34659.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,34659.0,120832194.0,121378364.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622,40416639.0,3.0,,,,,,,,,,,,,,,,,,,,
65,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-08-21 17:08:48.000,2022-08-21 17:08:48,452.0,8.0,309.0,106.0,262.0,172.0,8943.0,2022-05-17 00:35:25.391,0.3.12,36.0,30.0,32,True,py-spy,conda-forge/py-spy,,85.0,334.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,38.0,923094.0,933439.0,https://anaconda.org/conda-forge/py-spy,2021-12-18 07:06:29.610,327823.0,2.0,9830.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-05-17 00:35:25.391,1.0,721.0,401493.0,,
66,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-09-01 13:50:37.000,2022-09-01 13:50:37,2290.0,67.0,294.0,68.0,921.0,303.0,3729.0,2022-08-08 19:53:18.372,6.0.0,39.0,112.0,32,True,mimesis,conda-forge/mimesis,,2.0,61.0,,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,61.0,164479.0,165968.0,https://anaconda.org/conda-forge/mimesis,2022-08-08 22:27:40.671,38611.0,2.0,358.0,,,,,,,,,,,,,,,,,,,
67,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-08-21 17:58:23.000,2022-08-01 06:58:17,1468.0,8.0,154.0,49.0,159.0,212.0,1446.0,2022-04-22 15:33:23.000,0.36.0,48.0,64.0,32,True,doit,conda-forge/doit,,67.0,1307.0,1026.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,281.0,277007.0,279076.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,117950.0,3.0,,,,,,,,,,,,,,,,,,,,
68,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Pytest support for asyncio.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2022-09-01 00:53:51.000,2022-08-25 17:09:31,312.0,32.0,106.0,35.0,189.0,189.0,992.0,2022-07-15 08:25:25.352,0.19.0,32.0,38.0,32,True,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],34.0,2057.0,,https://pypi.org/project/pytest-asyncio,2022-07-15 08:25:25.352,2057.0,3784534.0,3802889.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-07-15 14:13:02.270,1174466.0,2.0,34.0,,,,,,,,,,,,,,,,,,,
69,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-08-24 15:52:44.000,2022-08-23 20:41:23,1000.0,5.0,161.0,46.0,311.0,287.0,967.0,2021-12-10 11:41:55.000,2.5.0,58.0,83.0,32,True,pytest-xdist,conda-forge/pytest-xdist,['pytest'],205.0,4688.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4688.0,6090509.0,6133684.0,https://anaconda.org/conda-forge/pytest-xdist,2021-12-10 14:46:36.827,3195000.0,2.0,,,,,,,,,,,,,,,,,,,,
70,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2022-08-29 17:54:06.000,2022-08-29 17:54:03,1082.0,37.0,136.0,24.0,280.0,209.0,724.0,2022-07-16 16:40:18.561,0.12.0,28.0,74.0,32,True,nose2,conda-forge/nose2,,49.0,6222.0,5140.0,https://pypi.org/project/nose2,2022-02-13 00:26:17.000,1082.0,593575.0,594799.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,63690.0,2.0,,,,,,,,,,,,,,,,,,,,
