,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2024-01-29 07:51:33.000,2024-01-26 08:46:03,6024.0,42.0,1411.0,237.0,667.0,1419.0,9771.0,2024-01-19 20:47:14.000,5.9.8,93.0,203.0,45,True,,299.0,psutil,conda-forge/psutil,,447806.0,429840.0,https://pypi.org/project/psutil,2024-01-19 20:47:14.000,17966.0,85334130.0,85988722.0,https://anaconda.org/conda-forge/psutil,2024-01-20 03:59:05.167,28147479.0,1.0,,,,,,,,,,,,,,,,,,,
11,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2024-02-01 11:31:33.000,2024-01-21 20:42:23,20606.0,159.0,1977.0,150.0,5149.0,5641.0,5906.0,2023-09-13 23:13:23.000,7.2.6,198.0,802.0,45,True,,1207.0,sphinx,conda-forge/sphinx,['sphinx'],420122.0,356096.0,https://pypi.org/project/sphinx,2023-09-13 23:13:23.000,64026.0,11376375.0,11569326.0,https://anaconda.org/conda-forge/sphinx,2023-09-13 23:26:46.261,8682815.0,1.0,,,,,,,,,,,,,,,,,,,
12,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2024-02-01 13:46:27.000,2024-01-31 13:05:27,3871.0,18.0,1704.0,543.0,1065.0,1063.0,46233.0,2023-11-15 16:33:44.000,13.7.0,190.0,235.0,43,True,,240.0,rich,conda-forge/rich,,169611.0,163389.0,https://pypi.org/project/rich,2023-11-15 16:32:11.000,6222.0,40089815.0,40230319.0,https://anaconda.org/conda-forge/rich,2023-11-16 18:47:06.251,6041682.0,1.0,,,,,,,,,,,,,,,,,,,
13,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2024-02-01 13:13:45.000,2024-02-01 13:13:45,6042.0,230.0,3260.0,123.0,2755.0,2173.0,17192.0,2024-01-28 08:28:39.000,9.5.6,366.0,252.0,43,True,,30.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],43948.0,42764.0,https://pypi.org/project/mkdocs-material,2024-01-28 08:28:39.000,1184.0,3740999.0,3748759.0,https://anaconda.org/conda-forge/mkdocs-material,2024-01-28 14:51:03.870,349223.0,1.0,,,,,,,,,,,,,,,,,,,
14,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2024-02-01 07:41:26.000,2024-01-31 19:31:31,16698.0,123.0,1484.0,196.0,4063.0,8739.0,5951.0,2024-01-31 19:22:31.000,24.1.0,100.0,448.0,43,True,,741.0,conda,conda-forge/conda,,46506.0,45409.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,1097.0,123168.0,1210589.0,https://anaconda.org/conda-forge/conda,2023-12-04 23:31:22.998,48933968.0,1.0,,,,,,,,,,,,,,,,,,,
15,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter and code formatter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2024-02-01 13:35:45.000,2024-01-31 22:31:12,6184.0,629.0,738.0,69.0,5823.0,3107.0,22557.0,2024-01-30 00:46:41.000,0.1.15,282.0,350.0,42,True,astral-sh/ruff,621.0,ruff,conda-forge/ruff,,33351.0,31236.0,https://pypi.org/project/ruff,2024-01-29 23:05:04.000,2115.0,10066722.0,10112884.0,https://anaconda.org/conda-forge/ruff,2024-01-30 02:50:18.333,505145.0,1.0,162318.0,,,,,,,,,,,,,,,,,,
16,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2024-02-01 00:23:28.000,2024-01-29 21:31:12,2046.0,56.0,2367.0,232.0,1249.0,1794.0,17825.0,2023-09-18 21:27:59.000,1.5.3,60.0,246.0,42,True,,138.0,mkdocs,conda-forge/mkdocs,['mkdocs'],60767.0,55995.0,https://pypi.org/project/mkdocs,2023-09-18 21:26:09.000,4772.0,2785320.0,2795177.0,https://anaconda.org/conda-forge/mkdocs,2023-09-19 01:25:40.888,315437.0,1.0,,,,,,,,,,,,,,,,,,,
17,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2024-01-28 00:18:51.000,2024-01-28 00:18:51,9122.0,90.0,1802.0,233.0,2319.0,4907.0,11022.0,2023-12-10 23:44:46.000,6.3.0,60.0,461.0,42,True,,273.0,pyinstaller,conda-forge/pyinstaller,,53819.0,53819.0,https://pypi.org/project/pyinstaller,,,2011003.0,2031080.0,https://anaconda.org/conda-forge/pyinstaller,2024-01-09 20:51:23.693,522708.0,1.0,743789.0,,,,,,,,,,,,,,,,,,
18,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2024-01-31 15:19:04.000,2024-01-31 15:18:55,14536.0,225.0,2222.0,476.0,705.0,4096.0,8702.0,2024-01-11 16:01:12.000,7.0,127.0,195.0,42,True,,274.0,robotframework,conda-forge/robotframework,,10891.0,9753.0,https://pypi.org/project/robotframework,2024-01-11 16:17:42.000,1138.0,2024756.0,2029597.0,https://anaconda.org/conda-forge/robotframework,2024-01-11 22:50:41.389,169309.0,1.0,554.0,,,,,,,,,,,,,,,,,,
19,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2024-01-31 23:58:52.000,2024-01-31 20:49:25,13781.0,443.0,588.0,73.0,2379.0,1444.0,7129.0,2024-01-31 20:49:29.000,6.97.4,1128.0,322.0,42,True,,43.0,hypothesis,conda-forge/hypothesis,,27127.0,24734.0,https://pypi.org/project/hypothesis,2024-01-31 20:49:29.000,2393.0,5438537.0,5624761.0,https://anaconda.org/conda-forge/hypothesis,2024-01-31 22:52:06.804,8380102.0,1.0,,,,,,,,,,,,,,,,,,,
20,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2024-01-26 16:15:37.000,2024-01-26 16:15:37,8411.0,9.0,502.0,114.0,593.0,1326.0,5597.0,2023-10-02 09:20:35.000,0.19.1,34.0,167.0,42,True,,54.0,jedi,conda-forge/jedi,,398988.0,390457.0,https://pypi.org/project/jedi,2023-10-02 09:20:35.000,8531.0,30903396.0,31368288.0,https://anaconda.org/conda-forge/jedi,2023-10-03 09:44:27.309,20455273.0,1.0,,,,,,,,,,,,,,,,,,,
21,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2024-01-31 15:20:20.000,2024-01-31 15:05:08,9058.0,68.0,1057.0,77.0,4082.0,4443.0,5013.0,2023-12-11 13:20:16.000,3.0.3,183.0,554.0,42,True,pylint-dev/pylint,874.0,pylint,conda-forge/pylint,,427442.0,404167.0,https://pypi.org/project/pylint,2023-12-11 13:20:16.000,23275.0,17996906.0,18105170.0,https://anaconda.org/conda-forge/pylint,2023-12-11 15:36:48.979,4763647.0,1.0,,,,,,,,,,,,,,,,,,,
22,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2024-01-22 22:08:15.000,2024-01-16 16:26:23,759.0,16.0,1086.0,169.0,1340.0,1288.0,4633.0,2023-12-01 16:24:36.000,20.25.0,214.0,267.0,42,True,,22.0,virtualenv,conda-forge/virtualenv,,373952.0,355902.0,https://pypi.org/project/virtualenv,2023-12-01 16:24:36.000,18050.0,108843385.0,108992920.0,https://anaconda.org/conda-forge/virtualenv,2023-12-01 19:29:52.700,5981408.0,2.0,,,,,,,,,,,,,,,,,,,
23,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2024-01-29 21:33:18.000,2024-01-08 22:40:02,2446.0,18.0,301.0,37.0,357.0,1529.0,3163.0,2024-01-05 00:41:49.000,7.0.0,89.0,174.0,42,True,,22.0,flake8,conda-forge/flake8,,569917.0,523580.0,https://pypi.org/project/flake8,2024-01-05 00:41:49.000,46337.0,25905024.0,26061549.0,https://anaconda.org/conda-forge/flake8,2024-01-05 19:47:00.587,7043636.0,1.0,,,,,,,,,,,,,,,,,,,
24,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2024-02-01 06:05:53.000,2024-01-30 16:28:14,3071.0,76.0,2193.0,187.0,2642.0,4877.0,28224.0,2023-11-16 19:09:04.000,1.7.1,166.0,532.0,41,True,,695.0,poetry,conda-forge/poetry,,365.0,,https://pypi.org/project/poetry,2023-11-16 19:09:04.000,365.0,27258172.0,27512955.0,https://anaconda.org/conda-forge/poetry,2023-11-17 02:06:37.060,1109492.0,2.0,15381065.0,,,,,,,,,,,,,,,,,,
25,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-12-28 20:38:16.000,2023-08-10 10:52:15,1964.0,,1283.0,208.0,540.0,577.0,26940.0,2023-08-10 11:59:02.000,4.66.1,108.0,112.0,41,True,,378.0,tqdm,conda-forge/tqdm,,639213.0,639213.0,https://pypi.org/project/tqdm,,,86254907.0,86813416.0,https://anaconda.org/conda-forge/tqdm,2023-08-10 12:44:00.709,24566514.0,1.0,11943.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-08-26 01:32:37.879259,2.0,4200.0,,,,,,,,,,,,,
26,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2024-01-18 09:03:00.000,2024-01-12 16:39:51,2629.0,18.0,703.0,87.0,1156.0,1909.0,11556.0,2023-12-09 21:29:42.000,3.6.0,100.0,156.0,41,True,,18.0,pre-commit,conda-forge/pre-commit,,171299.0,171299.0,https://pypi.org/project/pre-commit,,,16377208.0,16496116.0,https://anaconda.org/conda-forge/pre-commit,2023-12-10 03:04:10.677,4066273.0,1.0,916438.0,,,,,,,,,,,,,,,,,,
27,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2024-01-27 18:27:44.000,2024-01-15 05:16:11,4162.0,42.0,598.0,48.0,971.0,1074.0,6212.0,2023-12-13 20:37:31.000,5.13.2,146.0,294.0,41,True,,188.0,isort,conda-forge/isort,,462711.0,444114.0,https://pypi.org/project/isort,2023-12-13 20:37:23.000,18597.0,31763517.0,31893923.0,https://anaconda.org/conda-forge/isort,2023-12-14 01:51:17.173,5607476.0,2.0,,,,,,,,,,,,,,,,,,,
28,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2024-01-26 16:01:30.000,2024-01-22 21:52:49,1337.0,6.0,959.0,214.0,361.0,462.0,13566.0,2023-09-22 18:40:43.000,0.40.2,74.0,152.0,40,True,,379.0,yapf,conda-forge/yapf,,91780.0,89423.0,https://pypi.org/project/yapf,2023-09-22 18:40:43.000,2357.0,4979046.0,5029263.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1707407.0,2.0,,,,,,,,,,,,,,,,,,,
29,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2024-01-31 12:12:05.000,2024-01-26 11:58:45,11919.0,671.0,565.0,133.0,357.0,1963.0,10399.0,2024-01-07 19:02:32.000,1.9.7,285.0,166.0,39,True,,172.0,nuitka,conda-forge/nuitka,,1834.0,1769.0,https://pypi.org/project/nuitka,2024-01-26 12:31:34.000,65.0,106168.0,119877.0,https://anaconda.org/conda-forge/nuitka,2024-01-26 14:09:51.714,616946.0,1.0,,,,,,,,,,,,,,,,,,,
30,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2024-01-29 04:47:42.000,2024-01-28 15:02:33,700.0,33.0,502.0,42.0,1396.0,1595.0,3440.0,2024-01-17 04:17:12.000,4.12.1,211.0,295.0,39,True,,88.0,tox,conda-forge/tox,['pytest'],132736.0,110060.0,https://pypi.org/project/tox,2024-01-17 04:17:12.000,22676.0,12595083.0,12614135.0,https://anaconda.org/conda-forge/tox,2024-01-17 13:37:29.011,857375.0,1.0,,,,,,,,,,,,,,,,,,,
31,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2024-01-23 10:32:34.000,2024-01-10 16:48:01,796.0,20.0,650.0,137.0,161.0,771.0,17271.0,2023-09-11 15:25:24.000,0.7.2,21.0,52.0,38,True,,138.0,loguru,conda-forge/loguru,,77352.0,73968.0,https://pypi.org/project/loguru,2023-09-11 15:24:35.000,3384.0,14423021.0,14466476.0,https://anaconda.org/conda-forge/loguru,2023-09-24 09:55:27.841,1955511.0,1.0,,,,,,,,,,,,,,,,,,,
32,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2024-02-01 07:03:28.000,2024-02-01 04:50:15,7123.0,367.0,1279.0,115.0,1186.0,5156.0,11551.0,2024-01-29 07:45:42.000,1.1.349,433.0,106.0,38,True,,23.0,,,,745.0,733.0,,,,,962515.0,,,,2.0,1521.0,,,,,,pyright,https://www.npmjs.com/package/pyright,2024-01-29 07:40:17.446,12.0,962439.0,,,,,,,,
33,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2024-01-30 00:57:48.000,2024-01-30 00:57:48,1345.0,21.0,571.0,66.0,425.0,476.0,5765.0,2024-01-23 21:16:08.000,1.7.7,38.0,175.0,38,True,,195.0,bandit,conda-forge/bandit,,48665.0,46786.0,https://pypi.org/project/bandit,2024-01-23 21:16:08.000,1879.0,3881392.0,3888505.0,https://anaconda.org/conda-forge/bandit,2024-01-26 11:30:27.704,284109.0,1.0,760.0,,,,,,,,,,,,,,,,,,
34,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2024-01-30 14:57:45.000,2024-01-29 19:01:38,2097.0,39.0,611.0,103.0,989.0,883.0,7315.0,2023-08-08 23:42:23.000,7.3.0,119.0,207.0,37,True,,164.0,pip-tools,conda-forge/pip-tools,,28111.0,25460.0,https://pypi.org/project/pip-tools,2023-08-08 23:42:23.000,2651.0,11789946.0,11792972.0,https://anaconda.org/conda-forge/pip-tools,2023-08-09 01:51:06.267,136176.0,2.0,,,,,,,,,,,,,,,,,,,
35,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2024-01-25 20:03:16.000,2024-01-25 20:03:15,1481.0,5.0,1783.0,167.0,711.0,622.0,4544.0,2023-11-28 04:13:59.000,2.0.0,52.0,116.0,37,True,,246.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],8212.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-11-28 04:13:59.000,8196.0,3818461.0,3902454.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-11-28 15:01:30.175,3695694.0,2.0,,,,,,,,,,,,6.0,,,,,,,
36,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2024-01-06 03:05:03.000,2024-01-06 03:05:03,1109.0,26.0,300.0,39.0,551.0,427.0,1503.0,2022-12-01 01:51:31.000,4.0.2,52.0,118.0,37,True,,52.0,twine,conda-forge/twine,,116074.0,99922.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,16152.0,3957438.0,3967567.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,911688.0,1.0,,,,,,,,,,,,,,,,,,,
37,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2024-01-23 21:24:20.000,2024-01-23 21:24:18,922.0,13.0,143.0,34.0,217.0,343.0,468.0,2023-11-26 14:37:13.000,0.42.0,77.0,78.0,37,True,,43.0,wheel,conda-forge/wheel,,287321.0,249855.0,https://pypi.org/project/wheel,2023-11-26 14:37:10.000,37466.0,318580550.0,320591541.0,https://anaconda.org/conda-forge/wheel,2023-11-26 15:42:45.198,84461644.0,1.0,,,,,,,,,,,,,,,,,,,
38,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2024-01-25 23:51:52.000,2023-06-07 11:16:23,408.0,,1131.0,187.0,159.0,228.0,9189.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,36,True,,455.0,pyautogui,conda-forge/pyautogui,,31922.0,31024.0,https://pypi.org/project/pyautogui,2023-05-24 20:13:07.561,898.0,693417.0,698818.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,216050.0,1.0,,,,,,,,,,,,,,,,,,,
39,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2024-02-01 06:53:12.992,2024-02-01 05:02:14,2605.0,121.0,311.0,29.0,898.0,1380.0,6066.0,2024-02-01 05:03:18.000,2.12.3,188.0,166.0,36,True,,43.0,pdm,conda-forge/pdm,,307.0,235.0,https://pypi.org/project/pdm,2024-02-01 05:03:11.000,72.0,668812.0,676942.0,https://anaconda.org/conda-forge/pdm,2024-02-01 06:53:12.992,235795.0,2.0,4.0,,,,,,,,,,,,,,,,,,
40,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2024-01-31 22:36:48.000,2024-01-31 00:32:22,24710.0,477.0,1657.0,200.0,5775.0,877.0,5137.0,2024-01-25 20:32:45.000,3.11.0,129.0,857.0,36,True,,706.0,buildbot,conda-forge/buildbot,,803.0,345.0,https://pypi.org/project/buildbot,2024-01-25 20:32:45.000,458.0,21974.0,24524.0,https://anaconda.org/conda-forge/buildbot,2024-01-25 22:08:36.918,92185.0,2.0,36671.0,,,,,,,,,,,,,,,,,,
