,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,labels,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
10,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,35,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000000,2021-07-07 16:51:40.000000,2021-07-07 16:51:40.000000,1760.0,1433.0,12436.0,2020-05-14 15:18:01.000000,1.1.2,46.0,193.0,['mkdocs'],conda-forge/mkdocs,mkdocs,130.0,1548.0,19203.0,13261.0,https://pypi.org/project/mkdocs,2021-06-09 17:22:11.000000,5942.0,645066.0,647277.0,https://anaconda.org/conda-forge/mkdocs,2021-06-25 19:20:12.086000,139298.0,1.0,,,,,,,,,,,,,,,
11,psutil,https://github.com/giampaolo/psutil,,Cross-platform lib for process and system monitoring in Python.,profiling,35,True,giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000000,2021-06-30 10:37:21.000000,2021-06-29 17:23:56.000000,1094.0,1290.0,7466.0,2020-12-19 01:19:27.000000,5.8.0,83.0,160.0,,conda-forge/psutil,psutil,176.0,5688.0,118112.0,93446.0,https://pypi.org/project/psutil,2020-12-19 01:19:27.000000,24666.0,23508046.0,23622913.0,https://anaconda.org/conda-forge/psutil,2021-06-29 02:45:06.508000,7236650.0,1.0,,,,,,,,,,,,,,,
12,jedi,https://github.com/davidhalter/jedi,,"Awesome autocompletion, static analysis and refactoring library for python.",refactoring,35,True,davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000000,2021-07-04 19:41:15.000000,2021-05-05 22:38:19.000000,441.0,1213.0,4903.0,2020-12-25 10:34:25.000000,0.18.0,30.0,144.0,,conda-forge/jedi,jedi,29.0,8204.0,155520.0,139614.0,https://pypi.org/project/jedi,2020-12-25 10:34:25.000000,15906.0,13516976.0,13611431.0,https://anaconda.org/conda-forge/jedi,2021-06-29 02:44:18.629000,5383989.0,1.0,,,,,,,,,,,,,,,
13,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,34,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000000,2021-07-08 09:49:53.000000,2021-07-08 09:33:08.000000,1681.0,3856.0,8229.0,2021-04-17 05:02:21.000000,4.3,28.0,400.0,,conda-forge/pyinstaller,pyinstaller,333.0,7773.0,18534.0,18534.0,https://pypi.org/project/pyinstaller,2021-04-17 04:46:48.000000,0.0,561913.0,573479.0,https://anaconda.org/conda-forge/pyinstaller,2021-04-21 15:08:29.384000,241531.0,1.0,,708873.0,,,,,,,,,,,,,
14,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,34,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000000,2021-07-08 12:05:44.000000,2021-07-04 13:33:00.000000,2365.0,4843.0,7261.0,2021-06-26 09:04:01.000000,21.1.3,106.0,618.0,,conda-forge/pip,pip,982.0,,72389.0,53723.0,https://pypi.org/project/pip,2021-06-26 09:04:01.000000,18666.0,89074224.0,89435752.0,https://anaconda.org/conda-forge/pip,2021-06-26 11:06:45.929000,21691727.0,1.0,,,,,,,,,,,,,,,
15,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,34,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000000,2021-07-08 09:35:01.000000,2021-07-08 09:31:54.000000,1689.0,3409.0,6069.0,2021-05-25 11:27:33.000000,4.0.3,62.0,145.0,,conda-forge/robotframework,robotframework,203.0,12973.0,5337.0,3929.0,https://pypi.org/project/robotframework,2021-05-25 11:28:06.000000,1408.0,704342.0,705626.0,https://anaconda.org/conda-forge/robotframework,2021-05-25 13:52:36.408000,53705.0,1.0,,507.0,,,,,,,,,,,,,
16,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,34,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000000,2021-05-26 09:46:52.000000,2021-05-06 22:18:19.000000,599.0,534.0,4341.0,2021-03-14 18:44:02.000000,2.7.0,12.0,125.0,,conda-forge/pycodestyle,pycodestyle,113.0,1222.0,168546.0,147316.0,https://pypi.org/project/pycodestyle,2021-03-14 18:44:02.000000,21230.0,16466226.0,16511896.0,https://anaconda.org/conda-forge/pycodestyle,2021-03-15 18:43:23.361000,2785898.0,1.0,,,,,,,,,,,,,,,
17,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000000,2021-07-08 07:53:24.000000,2021-04-30 06:04:29.000000,244.0,333.0,3823.0,2021-04-30 06:09:29.000000,1.5.7,67.0,50.0,,conda-forge/autopep8,autopep8,87.0,2702.0,91482.0,81298.0,https://pypi.org/project/autopep8,2021-04-30 06:04:42.000000,10184.0,2094896.0,2102853.0,https://anaconda.org/conda-forge/autopep8,2021-04-30 08:34:16.877000,485394.0,1.0,,,,,,,1.0,,,,,,,,
18,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000000,2021-07-07 17:00:33.000000,2021-07-05 03:01:57.000000,741.0,1239.0,1382.0,2021-07-05 03:57:33.000000,57.1.0,431.0,449.0,,conda-forge/setuptools,setuptools,551.0,,165418.0,107488.0,https://pypi.org/project/setuptools,2021-07-05 03:57:25.000000,57930.0,98223003.0,98607113.0,https://anaconda.org/conda-forge/setuptools,2021-06-28 18:30:51.032000,23046589.0,1.0,,108.0,,,,,,,,,,,,,
19,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-07-07 21:43:01.000000,2021-07-07 21:42:53.000000,826.0,469.0,27426.0,2021-07-05 14:43:20.000000,10.5.0,129.0,95.0,,conda-forge/rich,rich,11.0,2075.0,5124.0,5124.0,https://pypi.org/project/rich,2021-07-05 14:35:58.000000,0.0,1810552.0,1834607.0,https://anaconda.org/conda-forge/rich,2021-07-05 17:32:27.342000,288664.0,1.0,,,,,,,,,,,,,,,
20,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,33,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000000,2021-07-08 13:46:59.000000,2021-07-04 18:23:00.000000,1365.0,1287.0,21577.0,2021-06-10 22:26:39.000000,21.6b0,30.0,260.0,,conda-forge/black,black,295.0,,73123.0,66895.0,https://pypi.org/project/black,2021-06-10 22:27:03.000000,6228.0,7675292.0,7722471.0,https://anaconda.org/conda-forge/black,2021-06-01 15:30:09.204000,1773187.0,2.0,,14482.0,,,,,,,,,,,,,
21,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,33,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000000,2021-07-06 13:06:54.000000,2021-07-06 09:41:34.000000,1647.0,1049.0,6920.0,2021-06-25 09:45:14.000000,7.1.9,203.0,120.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,10.0,3428.0,8832.0,7330.0,https://pypi.org/project/mkdocs-material,2021-06-25 09:45:14.000000,1502.0,486506.0,488397.0,https://anaconda.org/conda-forge/mkdocs-material,2021-06-12 14:59:58.343000,49178.0,1.0,,,,,,,,,,,,,,,
22,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000000,2021-07-07 17:23:23.199000,2021-07-07 12:08:13.000000,464.0,1059.0,5276.0,2021-07-02 14:59:08.000000,hypothesis-python-6.14.1,852.0,248.0,,conda-forge/hypothesis,hypothesis,62.0,10843.0,11805.0,9189.0,https://pypi.org/project/hypothesis,2021-07-02 14:58:52.000000,2616.0,2078084.0,2151046.0,https://anaconda.org/conda-forge/hypothesis,2021-07-07 17:23:23.199000,4377747.0,1.0,,,,,,,,,,,,,,,
23,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000000,2021-07-08 09:55:01.764000,2021-07-08 08:36:49.000000,410.0,955.0,4011.0,2021-07-08 08:40:00.000000,5.9.2,129.0,242.0,,conda-forge/isort,isort,19.0,,205350.0,181132.0,https://pypi.org/project/isort,2021-07-08 08:35:56.000000,24218.0,19294817.0,19329204.0,https://anaconda.org/conda-forge/isort,2021-07-08 09:55:01.764000,2063243.0,2.0,,,,,,,,,,,,,,,
24,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000000,2021-06-26 19:20:47.000000,2021-06-23 05:32:21.000000,1565.0,505.0,3738.0,2018-10-05 13:20:49.000000,0.4.2,23.0,106.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,193.0,1230.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000000,23474.0,1886754.0,1911473.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-04-06 20:57:24.009000,1458454.0,1.0,,,,,,,,,,,,,,,
25,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,33,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000000,2021-07-04 15:28:09.000000,2021-05-28 17:28:29.000000,153.0,348.0,1046.0,2021-03-24 16:32:54.000000,2.3.1,30.0,77.0,,conda-forge/pyflakes,pyflakes,84.0,513.0,119217.0,92719.0,https://pypi.org/project/pyflakes,2021-03-24 16:32:54.000000,26498.0,12266452.0,12310110.0,https://anaconda.org/conda-forge/pyflakes,2021-03-24 22:10:26.104000,2663169.0,1.0,,,,,,,1.0,,,,,,,,
26,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,32,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000000,2021-07-07 19:48:28.000000,2021-07-06 12:19:32.000000,1246.0,1939.0,15586.0,2021-06-25 15:54:30.000000,1.1.7,136.0,276.0,,conda-forge/poetry,poetry,1164.0,1815.0,64.0,,https://pypi.org/project/poetry,2021-06-25 15:55:04.000000,64.0,2544356.0,2730583.0,https://anaconda.org/conda-forge/poetry,2021-06-25 19:57:08.402000,231425.0,2.0,,7159836.0,,,,,,,,,,,,,
27,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,32,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000000,2021-07-07 05:12:38.000000,2021-07-06 05:33:23.000000,449.0,617.0,5072.0,2021-06-22 09:33:33.000000,6.2.0,93.0,151.0,,conda-forge/pip-tools,pip-tools,125.0,1585.0,3252.0,,https://pypi.org/project/pip-tools,2021-06-22 09:33:33.000000,3252.0,2528212.0,2529024.0,https://anaconda.org/conda-forge/pip-tools,2021-06-22 11:23:39.836000,12192.0,2.0,,,,,,,,,,,,,,,
28,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000000,2021-07-05 18:54:04.000000,2021-06-30 02:30:51.000000,1049.0,6075.0,4196.0,2021-06-30 04:55:46.000000,4.10.3,100.0,364.0,,conda-forge/conda,conda,1981.0,15710.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000000,2104.0,56070.0,386539.0,https://anaconda.org/conda-forge/conda,2021-06-30 19:41:33.144000,19497715.0,2.0,,,,,,,,,,,,,,,
29,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000000,2021-07-06 15:17:42.000000,2021-07-01 16:36:59.000000,894.0,1080.0,3912.0,2021-05-24 18:15:38.000000,20.4.7,162.0,171.0,,conda-forge/virtualenv,virtualenv,63.0,,34422.0,,https://pypi.org/project/virtualenv,2021-05-24 18:15:38.000000,34422.0,18456839.0,18475810.0,https://anaconda.org/conda-forge/virtualenv,2021-06-29 14:18:57.494000,986523.0,2.0,,,,,,,,,,,,,,,
30,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000000,2021-06-18 09:43:33.000000,2021-06-01 17:24:18.000000,146.0,193.0,1054.0,2021-06-01 17:24:42.000000,2.12.1,42.0,66.0,['pytest'],conda-forge/pytest-cov,pytest-cov,100.0,813.0,134230.0,90836.0,https://pypi.org/project/pytest-cov,2021-06-01 17:24:42.000000,43394.0,13120765.0,13169016.0,https://anaconda.org/conda-forge/pytest-cov,2021-06-02 16:41:25.608000,3088072.0,1.0,,,,,,,,,,,,,,,
31,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000000,2021-07-08 09:57:38.332000,2021-07-08 07:44:44.000000,214.0,379.0,953.0,2021-07-08 07:44:02.000000,1.3.0,130.0,99.0,,conda-forge/sentry-sdk,sentry-sdk,166.0,1262.0,13302.0,12316.0,https://pypi.org/project/sentry-sdk,2021-07-08 07:43:58.000000,986.0,9764647.0,9767593.0,https://anaconda.org/conda-forge/sentry-sdk,2021-07-08 09:57:38.332000,89957.0,1.0,,4458.0,,,,,,,,,,,,,
32,pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,pytest plugin for distributed testing and loop-on-failures testing modes.,testing,32,True,pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000000,2021-07-05 22:11:09.000000,2021-06-16 21:53:52.000000,150.0,232.0,727.0,2021-06-16 21:48:35.000000,2.3.0,56.0,74.0,['pytest'],conda-forge/pytest-xdist,pytest-xdist,196.0,882.0,26836.0,19494.0,https://pypi.org/project/pytest-xdist,2021-06-16 21:48:35.000000,7342.0,4680447.0,4705768.0,https://anaconda.org/conda-forge/pytest-xdist,2021-06-17 01:17:32.581000,1519316.0,1.0,,,,,,,,,,,,,,,
33,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000000,2021-05-30 07:38:09.000000,2021-05-30 07:37:32.000000,68.0,92.0,418.0,2021-03-30 20:43:51.000000,0.8.2,25.0,40.0,,conda-forge/parso,parso,8.0,1086.0,146839.0,135475.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000000,11364.0,13645366.0,13746573.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064000,4351905.0,1.0,,,,,,,,,,,,,,,
34,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000000,2021-07-05 22:30:49.000000,2021-07-05 22:30:48.000000,458.0,1139.0,6181.0,2021-05-21 21:08:51.000000,2.13.0,160.0,123.0,,conda-forge/pre-commit,pre-commit,23.0,2035.0,2136.0,,https://pypi.org/project/pre-commit,2021-05-21 21:05:09.000000,2136.0,3205943.0,3232837.0,https://anaconda.org/conda-forge/pre-commit,2021-05-27 13:32:23.502000,614620.0,1.0,,7924.0,,,,,-1.0,,,,,,,,
35,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000000,2021-07-07 13:19:12.000000,2021-06-30 10:27:23.000000,1536.0,696.0,4646.0,2021-06-19 19:41:02.000000,3.2.0,112.0,792.0,,conda-forge/buildbot,buildbot,650.0,22047.0,1142.0,250.0,https://pypi.org/project/buildbot,2021-06-19 19:41:02.000000,892.0,56786.0,58757.0,https://anaconda.org/conda-forge/buildbot,2021-06-19 21:13:41.636000,36973.0,1.0,,15294.0,,,,,,,,,,,,,
36,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,31,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000000,2021-07-08 08:38:38.000000,2021-07-07 13:12:24.000000,722.0,2772.0,3423.0,2021-07-01 13:06:18.000000,2.9.3,111.0,394.0,,conda-forge/pylint,pylint,707.0,,37734.0,,https://pypi.org/project/pylint,2021-07-01 13:06:18.000000,37734.0,13669619.0,13703305.0,https://anaconda.org/conda-forge/pylint,2021-07-01 22:41:48.458000,1987486.0,2.0,,,,,,,,,,,,,,,
37,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,31,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000000,2021-06-29 04:22:51.000000,2021-06-29 04:22:51.000000,331.0,365.0,3324.0,2020-12-13 02:48:28.000000,1.7.0,31.0,132.0,,conda-forge/bandit,bandit,166.0,1175.0,9552.0,7198.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000000,2354.0,1597659.0,1600584.0,https://anaconda.org/conda-forge/bandit,2021-03-10 05:39:36.125000,76037.0,1.0,,54.0,,,,,,,,,,,,,
38,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,31,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000000,2021-06-13 21:23:55.000000,2021-06-06 18:34:32.000000,280.0,357.0,3321.0,2020-12-31 02:43:43.000000,1.5.0,50.0,56.0,,conda-forge/invoke,invoke,303.0,3511.0,12742.0,8140.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000000,4602.0,1567019.0,1572475.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830000,343774.0,1.0,,,,,,,,,,,,,,,
39,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000000,2021-06-21 20:59:16.000000,2021-06-18 06:13:17.000000,196.0,165.0,2944.0,2021-01-20 07:45:20.000000,1.1.0,56.0,94.0,,conda-forge/freezegun,freezegun,67.0,523.0,16724.0,8372.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000000,8352.0,4195026.0,4198718.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014000,236293.0,2.0,,,,,,,,,,,,,,,
40,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000000,2021-06-24 04:21:01.798000,2021-06-02 11:43:55.000000,132.0,110.0,1444.0,2021-06-02 11:43:46.000000,0.13.9,41.0,48.0,,conda-forge/ipdb,ipdb,51.0,351.0,43699.0,26801.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000000,16898.0,1624152.0,1627144.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798000,179549.0,1.0,,,,,,,,,,,,,,,
41,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,31,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000000,2021-05-07 18:18:51.000000,2019-10-16 17:48:40.000000,157.0,125.0,1402.0,2019-01-16 20:35:25.000000,1.4.3,41.0,76.0,,conda-forge/logbook,logbook,56.0,1194.0,4692.0,2628.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000000,2064.0,528496.0,530112.0,https://anaconda.org/conda-forge/logbook,2021-01-11 05:40:29.145000,45168.0,2.0,,245.0,,,,,,,,,,,,,
