,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,labels,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
10,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,36,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2021-05-05 22:48:33.555,2021-05-05 17:15:26.000,366.0,1049.0,2186.0,2021-05-05 16:42:34.000,3.23.1,116.0,241.0,['pytest'],conda-forge/tox,tox,136.0,1993.0,80137.0,43737.0,https://pypi.org/project/tox,2021-05-05 16:42:34.000,36400.0,4153462.0,4159619.0,https://anaconda.org/conda-forge/tox,2021-05-05 22:48:33.555,270948.0,1.0,,,,,,,,,,
11,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,36,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2021-05-03 17:57:51.000,2021-05-03 17:57:50.000,183.0,1233.0,1234.0,2021-03-14 23:32:11.000,3.9.0,77.0,154.0,,conda-forge/flake8,flake8,36.0,1943.0,235857.0,164567.0,https://pypi.org/project/flake8,2021-03-14 23:32:11.000,71290.0,11865792.0,11905846.0,https://anaconda.org/conda-forge/flake8,2021-04-16 15:46:42.952,2363205.0,1.0,,,,,,,,,,
12,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,35,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2021-05-06 06:45:27.155,2021-05-06 02:25:43.000,1329.0,1125.0,20888.0,2021-05-04 19:55:43.000,21.5b0,27.0,244.0,,conda-forge/black,black,386.0,976.0,62652.0,56424.0,https://pypi.org/project/black,2021-05-04 19:56:20.000,6228.0,6744802.0,6786604.0,https://anaconda.org/conda-forge/black,2021-05-06 06:45:27.155,1485936.0,1.0,,13699.0,,,,,,,,
13,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,35,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2021-05-05 19:33:36.000,2021-05-03 00:13:22.000,1708.0,1381.0,12074.0,2020-05-14 15:18:01.000,1.1.2,44.0,191.0,['mkdocs'],conda-forge/mkdocs,mkdocs,147.0,1520.0,17939.0,11997.0,https://pypi.org/project/mkdocs,2020-05-14 15:18:01.000,5942.0,562496.0,564632.0,https://anaconda.org/conda-forge/mkdocs,2020-06-01 13:16:37.068,130310.0,1.0,,,,,,,,,,
14,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,34,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2021-05-05 19:10:36.000,2021-05-01 14:40:28.000,2235.0,4742.0,7107.0,2021-04-30 19:05:20.000,21.1.1,104.0,604.0,,conda-forge/pip,pip,951.0,,67242.0,48576.0,https://pypi.org/project/pip,2021-04-30 19:05:20.000,18666.0,89323817.0,89663447.0,https://anaconda.org/conda-forge/pip,2021-04-30 20:13:35.268,19698589.0,1.0,,,,,,,,,,
15,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,34,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2021-05-06 07:57:13.000,2021-05-05 21:48:11.000,1646.0,3351.0,5844.0,2021-04-08 20:19:00.000,4.0.1,58.0,140.0,,conda-forge/robotframework,robotframework,181.0,12888.0,5117.0,3709.0,https://pypi.org/project/robotframework,2021-04-08 20:20:11.000,1408.0,742602.0,743755.0,https://anaconda.org/conda-forge/robotframework,2021-04-09 00:22:22.784,45898.0,1.0,,505.0,,,,,,,,
16,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,34,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2021-05-04 23:55:58.000,2021-05-03 00:22:06.000,599.0,529.0,4309.0,2021-03-14 18:44:02.000,2.7.0,12.0,125.0,,conda-forge/pycodestyle,pycodestyle,113.0,1218.0,156494.0,135264.0,https://pypi.org/project/pycodestyle,2021-03-14 18:44:02.000,21230.0,16801119.0,16843488.0,https://anaconda.org/conda-forge/pycodestyle,2021-03-15 18:43:23.361,2499822.0,1.0,,,,,,,,,,
17,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2021-04-30 08:34:16.877,2021-04-30 06:04:29.000,244.0,332.0,3758.0,2021-04-30 06:09:29.000,1.5.7,67.0,50.0,,conda-forge/autopep8,autopep8,86.0,2702.0,84042.0,73858.0,https://pypi.org/project/autopep8,2021-04-30 06:04:42.000,10184.0,2219349.0,2226925.0,https://anaconda.org/conda-forge/autopep8,2021-04-30 08:34:16.877,446997.0,2.0,,,,,,,,,,
18,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,34,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2021-05-06 13:44:12.000,2021-05-05 18:57:52.000,699.0,2684.0,3327.0,2021-04-26 16:01:12.000,2.8.2,104.0,384.0,,conda-forge/pylint,pylint,705.0,5403.0,37734.0,,https://pypi.org/project/pylint,2021-04-26 16:01:12.000,37734.0,9821996.0,9853808.0,https://anaconda.org/conda-forge/pylint,2021-03-03 00:06:43.039,1813313.0,1.0,,,,,,,,,,
19,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2021-05-06 01:33:08.000,2021-05-06 01:33:08.000,721.0,1231.0,1346.0,2021-05-04 21:35:25.000,56.1.0,427.0,439.0,,conda-forge/setuptools,setuptools,526.0,,157819.0,99889.0,https://pypi.org/project/setuptools,2021-04-09 00:24:04.000,57930.0,105619073.0,105984953.0,https://anaconda.org/conda-forge/setuptools,2021-01-08 05:42:17.824,21221014.0,1.0,,105.0,,,,,,,,
20,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-05-06 14:19:25.000,2021-05-06 14:18:15.000,738.0,434.0,25610.0,2021-04-03 09:53:39.000,10.1.0,123.0,89.0,,conda-forge/rich,rich,3.0,1881.0,3828.0,3828.0,https://pypi.org/project/rich,2021-04-03 09:52:47.000,0.0,1753755.0,1772694.0,https://anaconda.org/conda-forge/rich,2021-04-03 12:56:06.306,189390.0,1.0,1.0,,,,,,,,,
21,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,33,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2021-05-04 10:17:12.000,2021-05-04 10:16:18.000,1521.0,1005.0,6187.0,2021-04-24 11:09:50.000,7.1.3,196.0,115.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,10.0,3336.0,7882.0,6380.0,https://pypi.org/project/mkdocs-material,2021-04-18 09:28:24.000,1502.0,456440.0,458115.0,https://anaconda.org/conda-forge/mkdocs-material,2021-04-24 18:54:29.379,40220.0,1.0,,,,,,,,,,
22,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2021-05-06 05:42:51.752,2021-05-06 03:22:27.000,460.0,1040.0,5134.0,2021-05-06 03:22:53.000,hypothesis-python-6.12.0,834.0,246.0,,conda-forge/hypothesis,hypothesis,50.0,10702.0,11140.0,8524.0,https://pypi.org/project/hypothesis,2021-05-06 03:22:35.000,2616.0,2149795.0,2219328.0,https://anaconda.org/conda-forge/hypothesis,2021-05-06 05:42:51.752,4032942.0,1.0,,,,,,,,,,
23,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2021-05-04 05:47:10.000,2021-05-04 05:47:10.000,391.0,918.0,3858.0,2021-03-21 06:05:17.000,5.8.0,126.0,232.0,,conda-forge/isort,isort,26.0,,193859.0,169641.0,https://pypi.org/project/isort,2020-12-31 01:15:41.000,24218.0,15124831.0,15156923.0,https://anaconda.org/conda-forge/isort,2021-03-21 08:22:11.429,1861358.0,2.0,,,,,,,,,,
24,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2021-05-04 11:50:13.000,2021-05-01 01:50:03.000,1526.0,488.0,3675.0,2018-10-05 13:20:49.000,0.4.2,23.0,104.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,166.0,1217.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,23474.0,2197204.0,2219167.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-04-06 20:57:24.009,1251924.0,1.0,,,,,,,,,,
25,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,32,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2021-05-06 05:14:17.000,2021-05-05 23:58:40.000,1182.0,1859.0,14928.0,2021-04-14 17:08:31.000,1.1.6,134.0,275.0,,conda-forge/poetry,poetry,1074.0,1788.0,64.0,,https://pypi.org/project/poetry,2021-04-14 17:08:31.000,64.0,2256056.0,2424838.0,https://anaconda.org/conda-forge/poetry,2021-04-15 00:21:03.148,203322.0,2.0,,6156195.0,,,,,,,,
26,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,32,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2021-05-05 15:12:47.000,2021-05-05 15:12:42.000,1638.0,3762.0,8015.0,2021-04-17 05:02:21.000,4.3,28.0,397.0,,conda-forge/pyinstaller,pyinstaller,367.0,7773.0,16598.0,16598.0,https://pypi.org/project/pyinstaller,2021-04-17 04:46:48.000,0.0,564984.0,576354.0,https://anaconda.org/conda-forge/pyinstaller,2021-04-21 15:08:29.384,221383.0,1.0,,695016.0,,,,,,,,
27,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2021-05-05 22:18:15.000,2021-04-30 15:40:04.000,1017.0,6012.0,4119.0,2021-04-15 16:31:48.000,4.10.1,100.0,352.0,,conda-forge/conda,conda,1929.0,15671.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,2104.0,52014.0,365442.0,https://anaconda.org/conda-forge/conda,2021-04-21 16:07:33.360,17865442.0,2.0,,,,,,,,,,
28,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2021-05-05 23:04:14.000,2021-05-05 23:04:13.000,891.0,1069.0,3868.0,2021-05-05 19:32:26.000,20.4.6,161.0,171.0,,conda-forge/virtualenv,virtualenv,58.0,,34422.0,,https://pypi.org/project/virtualenv,2021-05-05 19:32:26.000,34422.0,18596959.0,18613663.0,https://anaconda.org/conda-forge/virtualenv,2021-05-05 21:39:18.804,835233.0,2.0,,,,,,,,,,
29,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2021-04-26 23:17:56.000,2020-12-31 16:25:35.000,280.0,357.0,3266.0,2020-12-31 02:43:43.000,1.5.0,50.0,54.0,,conda-forge/invoke,invoke,303.0,3499.0,12204.0,7602.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000,4602.0,1398487.0,1403298.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830,293526.0,1.0,,,,,,,,,,
30,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,32,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2021-05-04 07:31:51.000,2021-04-12 17:48:57.000,319.0,364.0,3201.0,2020-12-13 02:48:28.000,1.7.0,31.0,132.0,,conda-forge/bandit,bandit,166.0,1169.0,8884.0,6530.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000,2354.0,1436926.0,1439509.0,https://anaconda.org/conda-forge/bandit,2021-03-10 05:39:36.125,61987.0,1.0,,46.0,,,,,,,,
31,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,32,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-05-01 14:53:16.000,2021-01-20 07:44:52.000,196.0,165.0,2862.0,2021-01-20 07:45:20.000,1.1.0,56.0,94.0,,conda-forge/freezegun,freezegun,67.0,521.0,16213.0,7861.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,8352.0,3513924.0,3517306.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,209715.0,1.0,,,,,,,,,,
32,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,32,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2021-04-09 10:35:26.000,2016-03-04 01:16:26.000,358.0,461.0,1338.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,,conda-forge/nose,nose,447.0,1004.0,194280.0,107806.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,86474.0,4238936.0,4267697.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,1725697.0,1.0,,,,,,,,,,
33,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,32,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2021-04-13 12:00:47.000,2021-04-10 19:15:48.000,238.0,312.0,1117.0,2021-03-15 16:36:43.000,3.4.0,42.0,101.0,,conda-forge/twine,twine,39.0,952.0,56655.0,39151.0,https://pypi.org/project/twine,2021-03-15 16:36:43.000,17504.0,1711192.0,1715716.0,https://anaconda.org/conda-forge/twine,2021-03-17 03:54:06.297,257921.0,1.0,,,,,,,,,,
34,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,32,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-05-01 02:07:56.000,2021-03-24 16:31:37.000,145.0,338.0,1019.0,2021-03-24 16:32:54.000,2.3.1,30.0,76.0,,conda-forge/pyflakes,pyflakes,80.0,509.0,112905.0,86407.0,https://pypi.org/project/pyflakes,2021-03-24 16:32:54.000,26498.0,12730949.0,12771575.0,https://anaconda.org/conda-forge/pyflakes,2021-03-24 22:10:26.104,2396974.0,1.0,,,,,,,,,,
35,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2021-05-03 20:00:44.000,2021-03-24 11:07:33.000,139.0,191.0,1000.0,2021-01-20 10:46:34.000,2.11.1,40.0,63.0,['pytest'],conda-forge/pytest-cov,pytest-cov,95.0,799.0,128319.0,84925.0,https://pypi.org/project/pytest-cov,2021-01-20 10:46:34.000,43394.0,9943018.0,9986383.0,https://anaconda.org/conda-forge/pytest-cov,2021-01-20 18:33:16.518,2688643.0,1.0,,,,,,,,,,
36,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2021-05-06 14:07:56.000,2021-05-06 14:07:55.000,203.0,371.0,919.0,2021-03-03 16:35:19.000,1.0.0,126.0,94.0,,conda-forge/sentry-sdk,sentry-sdk,141.0,1228.0,11712.0,10726.0,https://pypi.org/project/sentry-sdk,2021-02-18 14:46:46.000,986.0,7807260.0,7810016.0,https://anaconda.org/conda-forge/sentry-sdk,2021-02-18 16:32:52.126,78553.0,2.0,,4419.0,,,,,,,,
37,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-05-05 02:59:36.000,2021-04-22 19:04:49.000,68.0,89.0,400.0,2021-03-30 20:43:51.000,0.8.2,25.0,40.0,,conda-forge/parso,parso,8.0,1081.0,134738.0,123374.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000,11364.0,14104510.0,14198660.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064,3860158.0,1.0,,,,,,,,,,
38,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2021-04-27 16:24:26.000,2021-04-27 16:24:25.000,87.0,288.0,238.0,2020-12-13 18:09:07.000,0.36.2,64.0,60.0,,conda-forge/wheel,wheel,22.0,730.0,62544.0,,https://pypi.org/project/wheel,2020-12-13 18:09:07.000,62544.0,72539669.0,72835525.0,https://anaconda.org/conda-forge/wheel,2020-12-13 19:48:16.429,17159690.0,1.0,,,,,,,,,,
39,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2021-04-19 15:15:46.138,2021-03-19 22:08:53.000,388.0,349.0,8803.0,2020-09-20 07:56:32.000,0.5.3,17.0,29.0,,conda-forge/loguru,loguru,35.0,558.0,7112.0,6770.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,342.0,1250688.0,1256644.0,https://anaconda.org/conda-forge/loguru,2021-04-19 15:15:46.138,160828.0,2.0,,,,,,,,,,
40,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2021-05-06 02:04:14.000,2021-05-06 02:04:14.000,428.0,1091.0,5888.0,2021-04-16 21:17:10.000,2.12.1,159.0,120.0,,conda-forge/pre-commit,pre-commit,24.0,2001.0,2136.0,,https://pypi.org/project/pre-commit,2021-04-06 15:18:44.000,2136.0,3084262.0,3108746.0,https://anaconda.org/conda-forge/pre-commit,2021-04-17 01:02:23.411,511880.0,1.0,,4827.0,,,,,,,,
41,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,31,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-05-06 12:13:14.000,2021-05-06 12:13:14.000,426.0,607.0,4935.0,2021-04-14 09:19:42.000,6.1.0,92.0,147.0,,conda-forge/pip-tools,pip-tools,122.0,1535.0,3252.0,,https://pypi.org/project/pip-tools,2021-03-16 00:32:58.000,3252.0,1948404.0,1949191.0,https://anaconda.org/conda-forge/pip-tools,2021-04-14 11:47:58.017,10233.0,2.0,,,,,,,,,,
42,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2021-05-05 10:08:51.000,2021-05-05 10:08:51.000,1517.0,677.0,4607.0,2021-04-28 10:47:25.000,3.1.1,111.0,788.0,,conda-forge/buildbot,buildbot,639.0,21857.0,1140.0,248.0,https://pypi.org/project/buildbot,2021-04-28 11:01:30.000,892.0,56420.0,58327.0,https://anaconda.org/conda-forge/buildbot,2021-04-28 12:55:11.512,32235.0,2.0,,14901.0,,,,,,,,
43,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-04-23 07:32:15.000,2021-03-16 09:49:58.000,128.0,107.0,1400.0,2021-03-02 11:10:22.000,0.13.5,39.0,46.0,,conda-forge/ipdb,ipdb,53.0,339.0,42775.0,25877.0,https://pypi.org/project/ipdb,2021-03-08 17:00:03.000,16898.0,1672268.0,1675050.0,https://anaconda.org/conda-forge/ipdb,2021-04-19 03:20:52.710,161385.0,1.0,,,,,,,,,,
44,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,31,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2021-05-02 15:50:13.000,2021-03-04 09:33:31.000,60.0,56.0,803.0,2021-02-22 07:34:12.000,0.8.9,25.0,67.0,,conda-forge/tabulate,tabulate,27.0,502.0,50645.0,42543.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000,8102.0,16094987.0,16111514.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132,991640.0,2.0,,,,,,,,,,
