,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge,new_addition
171,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2022-04-28 10:02:23.000,2022-04-28 10:02:21,350.0,15.0,9.0,4.0,217.0,28.0,244.0,2022-04-26 07:35:19.000,1.2.1,13.0,14.0,1.0,24,True,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],88.0,,https://pypi.org/project/flake8-eradicate,2022-04-26 07:35:19.000,88.0,350048.0,350149.0,https://anaconda.org/conda-forge/flake8-eradicate,2021-10-19 16:48:36.521,1218.0,3.0,,,,,,,,,,,,,,,,,,,,
172,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2022-04-15 14:41:36.000,2022-04-15 14:41:28,737.0,22.0,8.0,5.0,87.0,20.0,147.0,2022-03-25 19:20:01.000,1.0.0,63.0,8.0,19.0,24,True,xdoctest,conda-forge/xdoctest,,2549.0,2472.0,https://pypi.org/project/xdoctest,2022-03-25 19:19:03.000,77.0,116586.0,117594.0,https://anaconda.org/conda-forge/xdoctest,2022-03-26 21:54:04.053,26210.0,3.0,,,,,,,,,,,,,,,,,,,conda-forge/xdoctest,
173,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2022-02-07 13:36:08.000,2022-02-07 13:36:08,445.0,19.0,32.0,11.0,48.0,49.0,130.0,2022-01-16 14:50:25.000,0.9.26,26.0,19.0,10.0,24,True,asteval,conda-forge/asteval,,160.0,,https://pypi.org/project/asteval,2022-01-16 14:49:28.000,160.0,144554.0,147094.0,https://anaconda.org/conda-forge/asteval,2021-02-27 14:24:12.922,167679.0,3.0,,,,,,,,,,,,,,,,,,,,
174,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2022-04-19 08:13:25.000,2022-04-19 08:13:24,134.0,33.0,9.0,2.0,34.0,21.0,120.0,2022-02-25 16:28:03.000,0.3.2,16.0,9.0,3.0,24,True,flake8-black,conda-forge/flake8-black,['flake8'],2252.0,2103.0,https://pypi.org/project/flake8-black,2022-02-25 16:28:03.000,149.0,466872.0,473715.0,https://anaconda.org/conda-forge/flake8-black,2022-02-25 22:39:20.572,232664.0,3.0,,,,,,,,,,,,,,,,,,,,
175,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2021-10-19 01:43:50.000,2021-10-19 01:43:50,99.0,,195.0,74.0,53.0,43.0,4173.0,2021-01-29 16:48:55.000,0.3.3,16.0,15.0,29.0,23,True,better-exceptions,,,58.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000,58.0,29320.0,29320.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
176,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872,2022-04-26 22:26:26.467,2022-02-16 05:16:40,168.0,2.0,361.0,77.0,41.0,38.0,3841.0,2022-04-25 14:15:09.000,3.19.3,177.0,16.0,20.0,23,True,rebound,conda-forge/rebound,,38.0,22.0,https://pypi.org/project/rebound,2022-04-25 14:15:09.000,16.0,2022.0,4918.0,https://anaconda.org/conda-forge/rebound,2022-04-26 22:26:26.467,170719.0,3.0,182.0,,,,,,,,,,,,,,,,,,,
177,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2021-02-20 07:50:28.000,2021-02-20 07:47:40,619.0,,167.0,74.0,31.0,56.0,3829.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,26.0,23,False,vprof,,,110.0,94.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,16.0,4767.0,4767.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
178,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,227.0,72.0,116.0,77.0,2078.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,21.0,23,False,python-taint,,,74.0,62.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,12.0,2316.0,2317.0,,,,3.0,74.0,,,,,,,,,,,,,,,,,,,
179,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2022-04-21 14:15:55.000,2022-04-21 14:15:55,556.0,6.0,114.0,33.0,88.0,135.0,765.0,2020-07-03 08:11:24.000,2.5.1,22.0,30.0,28.0,23,True,pynsist,,,47.0,,https://pypi.org/project/pynsist,2022-03-21 11:44:22.000,47.0,1516.0,1516.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
180,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2022-04-16 14:23:07.928,2021-12-15 17:43:12,1026.0,,38.0,14.0,21.0,50.0,665.0,2021-12-15 20:36:30.000,3.4.3,49.0,9.0,37.0,23,True,hunter,conda-forge/hunter,,108.0,87.0,https://pypi.org/project/hunter,2021-12-15 20:36:30.000,21.0,15979.0,16552.0,https://anaconda.org/conda-forge/hunter,2022-04-16 14:23:07.928,5163.0,3.0,,,,,,,,,,,,,,,,,,,,
181,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/asottile/blacken-docs,https://github.com/asottile/blacken-docs,MIT,2018-06-03 02:48:01.000,2022-04-24 18:16:34.000,2022-04-24 18:16:33,243.0,23.0,28.0,7.0,115.0,45.0,376.0,2022-01-30 16:42:02.000,1.12.1,22.0,14.0,4.0,23,True,blacken-docs,conda-forge/blacken-docs,,17.0,,https://pypi.org/project/blacken-docs,2022-01-30 16:42:02.000,17.0,32122.0,33072.0,https://anaconda.org/conda-forge/blacken-docs,2022-01-30 18:29:51.381,19956.0,3.0,,,,,,,,,,,,,,,,,,,,
182,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2022-04-29 10:51:15.000,2022-03-31 12:20:08,997.0,17.0,138.0,29.0,260.0,204.0,354.0,2022-03-22 08:29:10.000,3.3.1,38.0,51.0,65.0,23,True,,constructor,,12.0,12.0,,,,,87.0,https://anaconda.org/anaconda/constructor,2022-03-23 12:43:53.850,5967.0,3.0,226.0,,,,,,,,,,,,,,,,,,,
183,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2022-02-12 20:34:18.000,2022-02-12 20:26:26,69.0,3.0,23.0,6.0,11.0,41.0,236.0,2022-02-12 20:35:47.000,2.7.0,20.0,4.0,9.0,23,True,mkdocs-awesome-pages-plugin,,['mkdocs'],64.0,,https://pypi.org/project/mkdocs-awesome-pages-plugin,2022-02-12 20:34:18.000,64.0,72641.0,72641.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
184,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2021-02-16 21:31:02.632,2021-02-16 17:29:00,446.0,,57.0,9.0,171.0,23.0,190.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,39.0,23,False,data-science-types,conda-forge/data-science-types,,207.0,199.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,8.0,42011.0,42216.0,https://anaconda.org/conda-forge/data-science-types,2021-02-16 21:31:02.632,3289.0,3.0,,,,,,,,,,,,,,,,,,wearepal/data-science-types,,
185,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000,2022-04-13 14:13:20.049,2022-04-06 09:45:24,172.0,8.0,23.0,4.0,17.0,15.0,130.0,2022-04-06 09:48:46.000,2.1.0,17.0,10.0,5.0,23,False,eradicate,conda-forge/eradicate,,2022.0,1931.0,https://pypi.org/project/eradicate,2022-04-06 09:47:11.000,91.0,379366.0,379424.0,https://anaconda.org/conda-forge/eradicate,2022-04-13 14:13:20.049,705.0,3.0,,,,,,,,,,,,,,,,,,,,
186,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,23.0,3.0,38.0,26.0,127.0,2021-10-13 19:25:39.000,2.1.0,20.0,12.0,5.0,23,True,flake8-commas,,['flake8'],3237.0,2903.0,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000,334.0,311593.0,311593.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
187,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2022-03-28 15:51:24.000,2022-03-11 03:24:05,55.0,11.0,22.0,5.0,14.0,10.0,79.0,2022-03-11 03:32:21.000,3.0.0,12.0,8.0,6.0,23,True,flake8-bandit,,['flake8'],131.0,,https://pypi.org/project/flake8-bandit,2022-03-11 03:32:21.000,131.0,593690.0,593690.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
188,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2022-03-30 17:22:48.000,2022-03-07 18:48:36,240.0,10.0,32.0,3.0,45.0,79.0,45.0,2022-03-07 18:48:43.000,0.16.1,26.0,23.0,15.0,23,False,pytkdocs,conda-forge/pytkdocs,,8.0,,https://pypi.org/project/pytkdocs,2022-03-07 18:48:43.000,8.0,141274.0,143136.0,https://anaconda.org/conda-forge/pytkdocs,2022-03-08 15:08:30.099,33524.0,3.0,,,,,,,,,,,,,,,,,,,,
189,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-11-27 17:41:04.999,2021-11-24 14:32:14,130.0,,77.0,28.0,10.0,38.0,2528.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,3.0,22,True,pretty_errors,conda-forge/pretty_errors,,39.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,39.0,16573.0,16810.0,https://anaconda.org/conda-forge/pretty_errors,2021-11-27 17:41:04.999,4033.0,3.0,,,,,,,,,,,,,,,,,,,,
190,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2022-03-04 23:53:49.000,2022-03-04 21:23:22,185.0,2.0,89.0,28.0,74.0,34.0,1392.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,46.0,22,True,bowler,conda-forge/bowler,,7.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,7.0,38677.0,38965.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246,11843.0,3.0,,,,,,,,,,,,,,,,,,,,
191,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-04-13 17:47:33.000,2021-10-12 20:53:49,95.0,,55.0,27.0,62.0,33.0,1292.0,2019-09-16 15:37:03.000,1.2.0,9.0,17.0,26.0,22,True,pyannotate,,,89.0,71.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000,18.0,6089.0,6089.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
192,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2022-04-04 20:15:09.000,2022-04-04 20:15:09,723.0,7.0,48.0,24.0,65.0,54.0,893.0,2021-07-01 08:25:50.000,1.20.0,46.0,19.0,32.0,22,True,wily,,,10.0,,https://pypi.org/project/wily,2021-07-01 08:25:50.000,10.0,22908.0,22908.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
193,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2022-01-21 18:17:35.000,2019-12-20 19:59:49,222.0,,143.0,15.0,65.0,28.0,772.0,2018-07-25 01:42:48.000,0.6.0,11.0,36.0,29.0,22,False,pycco,,,368.0,255.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,113.0,1425.0,1425.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
194,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2022-03-26 09:17:46.000,2022-03-26 09:17:40,420.0,2.0,26.0,15.0,12.0,22.0,738.0,2021-11-11 16:57:18.000,0.4.1,12.0,21.0,18.0,22,True,snoop,conda-forge/snoop,,12.0,,https://pypi.org/project/snoop,2021-11-11 16:57:18.000,12.0,28658.0,28708.0,https://anaconda.org/conda-forge/snoop,2021-11-11 19:47:40.294,303.0,3.0,,,,,,,,,,,,,,,,,,,,
195,Fixit,Instagram/Fixit,linters,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000,2022-02-11 16:53:12.000,2022-01-07 16:44:16,166.0,,43.0,16.0,164.0,25.0,296.0,2021-07-31 16:17:24.000,0.1.4,6.0,29.0,32.0,22,True,fixit,,,19.0,17.0,https://pypi.org/project/fixit,2021-07-30 20:35:02.000,2.0,11303.0,11303.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
196,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2022-04-16 12:21:55.000,2022-04-09 19:09:55,66.0,6.0,51.0,7.0,45.0,29.0,283.0,2022-04-09 19:12:33.000,0.12.0,17.0,14.0,21.0,22,True,pytest-docker,,['pytest'],29.0,,https://pypi.org/project/pytest-docker,2022-04-09 19:10:43.000,29.0,72370.0,72373.0,,,,3.0,86.0,,,,,,,,,,,,,,,,,,,
197,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2022-04-17 13:58:05.000,2022-04-17 13:57:47,333.0,22.0,18.0,6.0,139.0,42.0,236.0,2022-04-17 13:58:01.000,2.2.3,34.0,9.0,1.0,22,True,add-trailing-comma,,,12.0,,https://pypi.org/project/add-trailing-comma,2022-04-17 13:58:01.000,12.0,20599.0,20599.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
198,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2022-03-11 23:29:09.000,2021-10-05 01:31:10,72.0,,35.0,17.0,30.0,45.0,233.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,41.0,22,True,mkdocs-pdf-export-plugin,,['mkdocs'],231.0,227.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,4.0,18052.0,18052.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
199,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2022-03-10 16:15:41.000,2022-02-24 16:06:18,113.0,5.0,18.0,5.0,14.0,27.0,208.0,2021-09-03 15:34:36.000,0.8.0,21.0,9.0,6.0,22,True,xenon,conda-forge/xenon,,415.0,346.0,https://pypi.org/project/xenon,2022-02-24 08:21:17.000,69.0,72332.0,72605.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,14771.0,3.0,,,,,,,,,,,,,,,,,,,,
200,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2021-09-21 08:08:53.000,2021-09-20 15:48:57,221.0,,18.0,2.0,38.0,32.0,80.0,2020-05-14 10:45:01.000,1.5.3,23.0,15.0,4.0,22,True,flake8-builtins,conda-forge/flake8-builtins,['flake8'],4060.0,3761.0,https://pypi.org/project/flake8-builtins,2020-05-14 10:45:01.000,299.0,493352.0,495488.0,https://anaconda.org/conda-forge/flake8-builtins,2020-05-18 15:22:26.836,138891.0,3.0,,,,,,,,,,,,,,,,,,,,
201,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2021-12-19 14:16:49.287,2018-06-28 13:35:12,500.0,,13.0,5.0,,,71.0,2018-08-16 03:16:49.000,0.54.0,52.0,61.0,,22,False,memory_profiler,conda-forge/memory_profiler,,268.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,268.0,531729.0,534139.0,https://anaconda.org/conda-forge/memory_profiler,2021-12-19 14:16:49.287,171144.0,3.0,,,,,,,,,,,,,,,,,,,,
202,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,2020-08-24 01:31:58,433.0,,120.0,75.0,25.0,20.0,2991.0,2017-06-28 06:10:16.000,0.1.3,4.0,18.0,17.0,21,False,profiling,,,50.0,45.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133,5.0,4513.0,4513.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
203,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2021-06-04 01:31:20.000,2017-03-13 17:42:17,340.0,,193.0,60.0,44.0,15.0,2620.0,,,13.0,20.0,40.0,21,False,pyrasite,,,45.0,39.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,6.0,22093.0,22093.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
204,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2021-08-03 05:52:12.000,2020-08-26 00:32:16,828.0,,185.0,73.0,167.0,125.0,1727.0,2017-11-22 14:27:35.000,2.7.0,37.0,56.0,88.0,21,False,sixpack,,,14.0,10.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,4.0,91.0,91.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
205,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2022-02-26 10:37:01.000,2022-02-26 10:36:56,413.0,1.0,70.0,45.0,47.0,32.0,1475.0,2021-11-11 16:04:25.000,0.9.3,38.0,10.0,18.0,21,True,birdseye,,,3.0,,https://pypi.org/project/birdseye,2021-11-11 16:04:25.000,3.0,2151.0,2151.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
206,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2022-04-27 20:01:43.000,2021-09-08 10:38:28,98.0,,23.0,8.0,63.0,34.0,495.0,2021-09-29 08:43:45.000,0.8.0,12.0,7.0,7.0,21,True,python-devtools,conda-forge/python-devtools,,659.0,658.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000,1.0,914.0,1106.0,https://anaconda.org/conda-forge/python-devtools,2021-09-29 17:13:46.247,2304.0,3.0,,,,,,,,,,,,,,,,,,,,
207,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2022-04-25 13:33:35.000,2022-04-01 00:24:27,690.0,25.0,14.0,3.0,376.0,73.0,249.0,2022-03-27 17:47:46.000,0.32.0,48.0,14.0,36.0,21,True,nitpick,,['flake8'],4.0,,https://pypi.org/project/nitpick,2022-03-27 17:47:42.000,4.0,10978.0,10978.0,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,
208,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2021-12-15 14:41:21.229,2021-09-24 20:54:11,522.0,,36.0,5.0,26.0,43.0,159.0,2020-01-11 00:29:49.000,1.6.3,33.0,10.0,33.0,21,True,releases,conda-forge/sphinx-releases,['sphinx'],805.0,439.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000,366.0,6967.0,7914.0,https://anaconda.org/conda-forge/sphinx-releases,2021-10-19 17:29:57.242,44540.0,3.0,,,,,,,,,,,,,,,,,,,,
209,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2022-04-29 14:49:23.000,2021-10-14 20:29:54,188.0,,33.0,7.0,36.0,39.0,141.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,34.0,21,True,mkdocs-with-pdf,,['mkdocs'],126.0,126.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000,,12433.0,12433.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
210,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2022-04-29 16:07:39.000,2022-04-29 16:06:23,87.0,6.0,50.0,35.0,21.0,23.0,1495.0,2020-12-02 20:41:20.000,20.12.2,3.0,34.0,8.0,20,True,xar,,,19.0,19.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,97.0,97.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
211,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2022-04-20 23:05:54.000,2021-06-13 07:59:39,244.0,,64.0,15.0,38.0,31.0,782.0,2021-06-13 08:00:00.000,1.7.0,28.0,16.0,27.0,20,True,portray,,,17.0,,https://pypi.org/project/portray,2021-06-13 08:00:00.000,17.0,5566.0,5566.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
212,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2022-04-13 09:53:07.670,2022-02-02 16:18:05,489.0,4.0,19.0,9.0,44.0,15.0,326.0,2021-04-08 20:14:54.000,1.8.0,23.0,11.0,6.0,20,True,manhole,conda-forge/manhole,,133.0,95.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,38.0,17313.0,17603.0,https://anaconda.org/conda-forge/manhole,2022-04-13 09:53:07.670,2616.0,3.0,,,,,,,,,,,,,,,,,,,,
213,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2022-01-27 10:32:34.000,2022-01-27 10:32:34,98.0,,18.0,9.0,21.0,20.0,252.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,15.0,20,True,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],740.0,686.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,54.0,334353.0,339922.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,334154.0,3.0,,,,,,,,,,,,,,,,,,,,
214,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2022-04-12 18:58:29.000,2022-04-12 18:50:47,399.0,41.0,36.0,7.0,67.0,26.0,217.0,2022-02-20 06:09:19.000,2.0.0,10.0,17.0,20.0,20,True,imhotep,,,16.0,11.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,5.0,25.0,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
