,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
97,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-05-12 22:09:01.000,2022-06-22 04:41:01,431.0,,475.0,164.0,153.0,138.0,169.0,9271.0,2022-06-22 04:50:45.000,0.15.1.0,9.0,40.0,29,True,,gdbgui,,,294.0,294.0,https://pypi.org/project/gdbgui,,,65507.0,65910.0,,,,1.0,14126.0,,,,,,,,,,,,,,,,
98,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2023-04-10 14:01:09.000,2022-12-06 17:25:01,713.0,,367.0,79.0,160.0,125.0,113.0,3913.0,2022-11-15 17:59:01.069,0.61.0,59.0,101.0,29,True,,memory_profiler,conda-forge/memory_profiler,,219.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,219.0,730358.0,734306.0,https://anaconda.org/conda-forge/memory_profiler,2022-11-16 08:09:24.242,335595.0,2.0,,,,,,,,,,,,,,,,,
99,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-06-10 23:21:00.000,2023-06-10 23:21:00,1334.0,28.0,234.0,55.0,1109.0,149.0,883.0,2330.0,2023-05-13 17:15:35.000,2.1.137,100.0,113.0,29,True,,pex,,,,,https://pypi.org/project/pex,,,773817.0,897747.0,,,,2.0,3222197.0,,,,,,,,,,,,,,,,
100,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-04-11 09:56:01.000,2023-04-11 09:56:01,379.0,1.0,140.0,26.0,83.0,60.0,127.0,1715.0,,,14.0,57.0,29,True,,ipdb,conda-forge/ipdb,,45835.0,45835.0,https://pypi.org/project/ipdb,,,2283742.0,2288179.0,https://anaconda.org/conda-forge/ipdb,2023-03-23 21:56:15.404,368340.0,1.0,,,,,,,,,,,,,,,,,
101,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2023-06-15 06:24:34.000,2023-06-15 05:45:02,1599.0,42.0,201.0,30.0,947.0,68.0,787.0,1092.0,2023-06-06 17:59:06.560,6.15.1,64.0,104.0,29,True,,cx_freeze,conda-forge/cx_freeze,,42.0,,https://pypi.org/project/cx_freeze,2022-06-22 04:29:28.000,42.0,103124.0,107573.0,https://anaconda.org/conda-forge/cx_freeze,2023-06-06 21:15:15.322,235821.0,2.0,,,,,,,,,,,,,,,,,
102,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,,2013-06-25 21:09:27.000,2023-06-10 14:41:49.000,2023-06-10 14:41:49,425.0,15.0,69.0,18.0,159.0,22.0,90.0,1086.0,2023-04-10 11:18:29.000,0.9.7,8.0,49.0,29,False,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],22360.0,22360.0,https://pypi.org/project/pytest-sugar,,,925916.0,928662.0,https://anaconda.org/conda-forge/pytest-sugar,2023-04-10 13:13:03.642,192121.0,2.0,5.0,,,,,,,,,,,,,,,,
103,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-06-12 22:21:29.000,2023-05-31 17:05:52,1498.0,55.0,185.0,24.0,387.0,94.0,382.0,723.0,2022-12-17 15:59:27.000,7.1.0,50.0,119.0,29,True,,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,,,15468746.0,15488646.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1731381.0,3.0,,,,,,,,,,,,,,,,,
104,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-05-31 18:40:16.000,2023-05-31 18:40:16,630.0,11.0,104.0,25.0,153.0,17.0,65.0,710.0,2022-08-07 15:50:19.406,2.0.4,24.0,42.0,29,False,,pyhamcrest,conda-forge/pyhamcrest,,36019.0,34183.0,https://pypi.org/project/pyhamcrest,2021-12-12 20:12:38.000,1836.0,1476264.0,1481798.0,https://anaconda.org/conda-forge/pyhamcrest,2022-09-21 07:33:07.620,470455.0,2.0,,,,,,,,,,,,,,,,,
105,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2023-03-15 15:29:58.000,2022-11-08 15:07:52,1711.0,,172.0,55.0,274.0,134.0,231.0,561.0,2023-02-03 17:52:32.253,2.13.7,123.0,92.0,29,False,,zc.buildout,conda-forge/zc.buildout,,1042.0,,https://pypi.org/project/zc.buildout,2022-04-07 19:12:49.000,1042.0,71717.0,72981.0,https://anaconda.org/conda-forge/zc.buildout,2022-03-31 09:12:41.632,26555.0,3.0,,,,,,,,,,,,,,,,8.0,
106,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-06-10 20:01:56.000,2023-05-15 04:10:28,628.0,5.0,117.0,16.0,183.0,51.0,166.0,556.0,2022-03-26 22:16:11.000,2.5.3,23.0,68.0,29,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],26278.0,26278.0,https://pypi.org/project/pylint-django,,,1080274.0,1082117.0,https://anaconda.org/conda-forge/pylint-django,2022-04-07 12:02:14.331,150726.0,2.0,248.0,,,,,,,,,,,,,,,,
107,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-06-13 03:35:43.000,2023-05-03 14:19:26,474.0,1.0,184.0,8.0,225.0,14.0,146.0,520.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],31506.0,31506.0,https://pypi.org/project/coveralls,,,441342.0,453498.0,https://anaconda.org/conda-forge/coveralls,2022-08-03 01:11:21.846,936054.0,2.0,,,,,,,,,,,,,,,,,
108,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-06-07 10:00:19.970,2023-06-07 06:50:58,257.0,4.0,25.0,16.0,34.0,4.0,5.0,421.0,2023-06-07 07:37:46.000,1.1.2,39.0,13.0,29,True,explosion/wasabi,wasabi,conda-forge/wasabi,,29612.0,29612.0,https://pypi.org/project/wasabi,,,4180171.0,4201250.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1096147.0,3.0,,,,,,,,,,,,,,,,,
109,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-05-19 08:53:18.000,2022-12-27 17:54:48,436.0,,27.0,11.0,39.0,19.0,18.0,249.0,2022-10-29 15:21:26.062,1.2.0,31.0,9.0,29,True,,executing,conda-forge/executing,,81711.0,81575.0,https://pypi.org/project/executing,2022-08-28 16:33:00.987,136.0,10205507.0,10383714.0,https://anaconda.org/conda-forge/executing,2022-11-01 15:44:50.965,7484718.0,1.0,,,,,,,,,,,,,,,,,
110,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-04-20 07:24:40.000,2019-12-22 18:11:19,86.0,,46.0,8.0,33.0,24.0,21.0,199.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,29,False,,astunparse,conda-forge/astunparse,,78067.0,77654.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,413.0,7764560.0,7787260.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426,1634419.0,1.0,,,,,,,,,,,,,,,,,
111,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-06-15 11:45:07.000,2023-06-15 09:41:21,2476.0,91.0,275.0,46.0,1244.0,483.0,865.0,4806.0,2023-05-16 21:07:08.000,2023.05.16,105.0,126.0,28,True,,,conda-forge/mamba,,,,,,,,151787.0,https://anaconda.org/conda-forge/mamba,2023-04-06 15:21:25.785,7741185.0,3.0,,,,,,,,,,,,,,,,,
112,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,105.0,3152.0,835.0,2373.0,3473.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,28,False,,coala-bears,,,120.0,12.0,https://pypi.org/project/coala-bears,2017-05-31 06:47:25.000,108.0,3806.0,3807.0,,,,2.0,171.0,,,,,,,,,,,,,,,,
113,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-05-17 13:51:51.000,2022-07-14 07:40:12,517.0,,96.0,31.0,361.0,41.0,66.0,2454.0,2022-02-10 14:51:38.000,1.3.3,31.0,19.0,28,True,,notifiers,conda-forge/notifiers,,1004.0,980.0,https://pypi.org/project/notifiers,2022-02-10 14:51:38.000,24.0,492618.0,493712.0,https://anaconda.org/conda-forge/notifiers,2022-09-07 07:53:17.789,32848.0,3.0,,,,,,,,,,,,,,,,,
114,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-06-14 04:22:00.000,2023-06-12 23:58:04,3110.0,473.0,270.0,42.0,646.0,104.0,500.0,1773.0,2023-04-12 04:02:57.000,0.3.14,24.0,121.0,28,True,,briefcase,,,,,https://pypi.org/project/briefcase,,,4860.0,4863.0,,,,2.0,136.0,,,,,,,,,,,,,,,,
115,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-02-22 17:27:24.000,2023-01-29 19:46:36,3335.0,,600.0,91.0,533.0,135.0,170.0,1711.0,2016-11-25 22:13:29.000,4.0.515,36.0,385.0,28,True,,diamond,,,176.0,142.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,34.0,10425.0,10425.0,,,,3.0,,,,,,,,,,,,,,,,,
116,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2023-04-21 13:18:12.000,2023-04-21 13:17:49,643.0,5.0,456.0,71.0,257.0,67.0,148.0,1677.0,,,7.0,91.0,28,False,,pyelftools,conda-forge/pyelftools,,5410.0,5410.0,https://pypi.org/project/pyelftools,,,1489220.0,1490737.0,https://anaconda.org/conda-forge/pyelftools,2022-10-29 13:21:01.531,132006.0,2.0,,,,,,,,,,,,,,,,,
117,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-06-12 18:59:01.000,2023-06-07 05:42:01,425.0,31.0,120.0,38.0,319.0,26.0,212.0,1156.0,2023-03-19 10:27:27.000,0.21.0,20.0,42.0,28,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,,,5851782.0,5874440.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-03-19 13:23:50.028,1653651.0,3.0,116.0,,,,,,,,,,,,,,,,
118,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-06-12 08:02:26.000,2023-05-29 13:41:01,712.0,9.0,64.0,13.0,69.0,20.0,50.0,1155.0,2022-10-31 08:14:02.000,1.4.0,12.0,28.0,28,True,,yappi,conda-forge/yappi,,962.0,962.0,https://pypi.org/project/yappi,,,1381262.0,1383392.0,https://anaconda.org/conda-forge/yappi,2022-11-02 18:35:11.317,153399.0,3.0,,,,,,,,,,,,,,,,,
119,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-05-26 14:38:30.000,2022-07-14 18:31:38,706.0,,60.0,18.0,317.0,78.0,125.0,1101.0,2021-07-09 22:21:56.000,0.10.3,13.0,41.0,28,True,,pdbpp,conda-forge/pdbpp,,4859.0,4859.0,https://pypi.org/project/pdbpp,,,248248.0,249643.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419,97676.0,2.0,,,,,,,,,,,,,,,,,
120,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2022-12-31 03:02:53.000,2022-12-31 03:02:53,264.0,,94.0,25.0,109.0,38.0,77.0,728.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,28,True,,astor,conda-forge/astor,,2155.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2155.0,6441760.0,6469389.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,2044599.0,2.0,,,,,,,,,,,,,,,,,
121,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-04-25 13:29:34.000,2021-06-11 10:22:09,273.0,,41.0,9.0,36.0,30.0,51.0,506.0,,,7.0,15.0,28,False,,coloredlogs,anaconda/coloredlogs,,22523.0,22523.0,https://pypi.org/project/coloredlogs,,,5835019.0,5835165.0,https://anaconda.org/anaconda/coloredlogs,2023-03-17 13:09:02.979,10096.0,3.0,,,,,,,,,,,,,,,,,
122,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2022-11-16 17:18:02.000,2022-08-10 16:41:28,230.0,,110.0,21.0,61.0,12.0,41.0,428.0,2023-02-02 20:53:42.547,1.4.2,31.0,37.0,28,True,,ddt,conda-forge/ddt,,6440.0,5110.0,https://pypi.org/project/ddt,2022-05-24 02:14:19.000,1330.0,360068.0,361195.0,https://anaconda.org/conda-forge/ddt,2022-09-22 12:35:17.572,84549.0,3.0,,,,,,,,,,,,,,,,,
123,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2023-06-10 14:49:45.000,2023-06-09 02:08:32,564.0,42.0,54.0,9.0,109.0,13.0,117.0,413.0,2023-06-07 03:10:01.025,1.7.2,59.0,26.0,28,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,,3046.0,2916.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000,130.0,365784.0,367900.0,https://anaconda.org/conda-forge/docformatter,2023-06-07 05:21:30.618,69808.0,3.0,3.0,,,,,,,,,,,,,,,,
124,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-06-13 01:47:13.000,2023-06-09 09:23:50,799.0,95.0,22.0,5.0,477.0,46.0,78.0,348.0,2023-05-29 15:14:59.000,0.33.2,51.0,16.0,28,True,,nitpick,,['flake8'],1242.0,1242.0,https://pypi.org/project/nitpick,,,92907.0,92907.0,,,,2.0,4.0,,,,,,,,,,,,,,,,
125,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2022-10-29 20:43:34.047,2022-10-08 21:16:38,202.0,,55.0,20.0,106.0,1.0,86.0,219.0,2022-05-21 21:30:52.000,1.5.4,34.0,26.0,28,True,,typed_ast,conda-forge/typed-ast,,5522.0,,https://pypi.org/project/typed_ast,2022-05-21 21:30:52.000,5522.0,8105221.0,8193813.0,https://anaconda.org/conda-forge/typed-ast,2022-10-29 20:43:34.047,6024270.0,2.0,,,,,,,,,,,,,,,,,
126,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-05-21 22:20:16.000,2023-04-29 19:35:43,97.0,1.0,29.0,12.0,45.0,2.0,30.0,127.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,28,True,,gast,conda-forge/gast,,123656.0,121721.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000,1935.0,13032698.0,13069731.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503,2259020.0,2.0,,,,,,,,,,,,,,,,,
127,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-05-27 06:48:23.000,2023-05-26 21:51:12,740.0,21.0,315.0,82.0,380.0,117.0,207.0,2213.0,2023-05-21 15:37:18.000,8.1.0,12.0,129.0,27,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,,https://pypi.org/project/pytest-testinfra,,,212881.0,213267.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-05-22 05:46:31.886,11216.0,3.0,,,,,,,,,,,,,,,,,
128,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-06-13 11:22:44.000,2023-06-13 11:22:42,1096.0,23.0,186.0,49.0,364.0,211.0,324.0,1175.0,,,48.0,90.0,27,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,,,8796236.0,8854278.0,https://anaconda.org/conda-forge/pytest-xdist,2023-05-19 12:40:06.584,4817497.0,3.0,,,,,,,,,,,,,,,,,
129,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-04-27 00:15:19.000,2023-04-27 00:15:19,1004.0,3.0,100.0,19.0,67.0,87.0,87.0,1088.0,,,5.0,39.0,27,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],7010.0,7010.0,https://pypi.org/project/pytest-benchmark,,,718539.0,738853.0,https://anaconda.org/conda-forge/pytest-benchmark,2022-10-26 11:10:23.029,1767318.0,3.0,,,,,,,,,,,,,,,,,
130,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-05-16 14:03:19.000,2022-08-08 11:25:05,700.0,,102.0,20.0,97.0,55.0,95.0,1001.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,27,True,,pylama,,,6530.0,5899.0,https://pypi.org/project/pylama,2022-03-11 14:17:31.000,631.0,168032.0,168032.0,,,,2.0,,,,,,,,,,,,,,,,,
131,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2023-06-12 15:14:13.000,2023-06-12 15:11:52,359.0,24.0,46.0,17.0,75.0,26.0,118.0,677.0,2023-06-09 10:59:43.000,2.0.9,43.0,23.0,27,True,,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1122.0,1122.0,https://pypi.org/project/pytest-testmon,,,121582.0,122195.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,39286.0,3.0,,,,,,,,,,,,,,,,,
132,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2022-12-08 14:26:52.000,2021-10-18 03:34:23,504.0,,42.0,6.0,61.0,71.0,95.0,475.0,,,18.0,22.0,27,False,,darglint,conda-forge/darglint,,18668.0,18668.0,https://pypi.org/project/darglint,,,457886.0,459356.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449,66158.0,2.0,,,,,,,,,,,,,,,,,
133,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-05-28 08:44:15.000,2023-02-09 08:53:43,295.0,,59.0,19.0,60.0,21.0,53.0,473.0,2022-04-20 19:59:44.000,2021.03.14,15.0,24.0,27,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],21070.0,18308.0,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000,2762.0,410312.0,412821.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297,185690.0,2.0,,,,,,,,,,,,,,,,,
134,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2023-06-12 17:24:28.000,2023-04-16 08:34:06,854.0,2.0,26.0,11.0,24.0,165.0,306.0,253.0,2023-06-05 10:23:02.276,0.28.6,48.0,31.0,27,True,,py2app,,,5272.0,4442.0,https://pypi.org/project/py2app,2022-12-27 12:57:01.911,830.0,17488.0,17488.0,,,,3.0,,,,,,,,,,,,,,,,,
135,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-06-13 22:50:03.000,2023-06-13 22:49:57,600.0,61.0,26.0,5.0,34.0,33.0,100.0,171.0,,,34.0,19.0,27,True,,griffe,conda-forge/griffe,,2247.0,2247.0,https://pypi.org/project/griffe,,,476561.0,485499.0,https://anaconda.org/conda-forge/griffe,2023-05-26 18:06:38.061,134071.0,2.0,,,,,,,,,,,,,,,,,
136,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-05-26 16:41:17.000,2022-12-22 22:55:55,353.0,,91.0,8.0,81.0,7.0,48.0,152.0,,,12.0,37.0,27,True,,flake8-isort,conda-forge/flake8-isort,['flake8'],22578.0,22578.0,https://pypi.org/project/flake8-isort,,,1087731.0,1088660.0,https://anaconda.org/conda-forge/flake8-isort,2022-12-23 09:25:56.098,40883.0,2.0,,,,,,,,,,,,,,,,,
137,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2022-03-06 14:22:47.000,2022-03-06 14:20:17,408.0,,367.0,153.0,69.0,73.0,227.0,9399.0,,,8.0,35.0,26,False,,bpytop,conda-forge/bpytop,,126.0,126.0,https://pypi.org/project/bpytop,,,6199.0,6645.0,https://anaconda.org/conda-forge/bpytop,2021-12-22 23:07:43.371,12489.0,3.0,,,,,,,,,,,,,,,,,
138,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-04-24 08:06:16.000,2023-01-21 22:38:30,6697.0,,198.0,59.0,123.0,297.0,232.0,4776.0,2022-12-30 01:38:05.000,pyoxidizer/0.24.0,22.0,54.0,26,True,,pyoxidizer,,,148.0,148.0,https://pypi.org/project/pyoxidizer,,,6893.0,7115.0,,,,3.0,9119.0,,,,,,,,,,,,,,,,
139,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-04-18 22:40:40.000,2023-02-22 05:49:22,592.0,,236.0,33.0,219.0,109.0,177.0,3705.0,,,15.0,109.0,26,True,,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,,,6393289.0,6406054.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,1110614.0,3.0,,,,,,,,,,,,,,,,,
140,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-06-13 17:49:16.000,2023-05-03 09:02:42,975.0,11.0,361.0,41.0,476.0,168.0,381.0,3125.0,,,10.0,126.0,26,True,,factory_boy,conda-forge/factory_boy,,,,https://pypi.org/project/factory_boy,,,2913655.0,2915220.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,126803.0,3.0,,,,,,,,,,,,,,,,,
