,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
165,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2025-04-22 14:56:27.787000,2024-02-10 21:52:43,112.0,,39.0,3.0,70.0,45.0,178.0,2024-02-10 21:58:22.000,3.4.0,42.0,33.0,11.0,27,False,,flake8-quotes,conda-forge/flake8-quotes,24258.0,23824.0,https://pypi.org/project/flake8-quotes,2024-02-10 21:58:22.000,434.0,777716.0,794157.0,https://anaconda.org/conda-forge/flake8-quotes,2025-04-22 14:56:27.787,887838.0,3.0,['flake8'],,,,,,,,,,,,,,,,,,,
166,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2026-02-11 02:19:15.000000,2025-06-14 08:50:16,355.0,,191.0,53.0,174.0,141.0,4993.0,2023-03-20 14:10:04.829,23.3.0,23.0,51.0,61.0,26,True,,monkeytype,conda-forge/monkeytype,23.0,,https://pypi.org/project/monkeytype,2023-03-20 14:10:04.829,23.0,247966.0,249687.0,https://anaconda.org/conda-forge/monkeytype,2025-04-22 14:56:45.647,118793.0,2.0,,,,,,,,,,,,,,,,,,,,
167,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000000,2021-01-11 21:31:39,2145.0,,116.0,25.0,221.0,161.0,1788.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,107.0,26,False,,dephell,,870.0,847.0,https://pypi.org/project/dephell,2020-04-28 06:31:03.273,23.0,1569.0,1573.0,,,,3.0,,352.0,,,,,,,,,,,,,,,,,,
168,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2024-06-21 06:45:05.000000,2022-08-08 11:25:05,700.0,,100.0,15.0,99.0,96.0,1053.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,64.0,26,False,,pylama,,7212.0,6883.0,https://pypi.org/project/pylama,2022-08-08 11:29:01.059,329.0,245700.0,245700.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
169,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2025-07-21 21:47:21.000000,2025-07-15 21:35:24,1113.0,,105.0,31.0,41.0,160.0,993.0,2025-07-15 22:01:38.000,0.14.0.0,30.0,24.0,27.0,26,True,,py2exe,,2245.0,2234.0,https://pypi.org/project/py2exe,2025-07-16 08:41:54.000,11.0,14218.0,14514.0,,,,3.0,,24593.0,,,,,,,,,,,,,,,,,,
170,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2025-10-02 11:05:16.716000,2019-06-15 20:36:43,183.0,,57.0,10.0,51.0,45.0,764.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,47.0,26,False,,pytest-watch,conda-forge/pytest-watch,11917.0,11358.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,559.0,888247.0,891482.0,https://anaconda.org/conda-forge/pytest-watch,2025-10-02 11:05:16.716,210293.0,3.0,['pytest'],,,,,,,,,,,,,,,,,,,
171,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000000,2021-12-09 03:12:36,1672.0,,72.0,26.0,107.0,48.0,723.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,90.0,26,False,,redbaron,,859.0,771.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,88.0,324355.0,324355.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
172,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000000,2022-02-03 20:25:55,403.0,,213.0,23.0,95.0,82.0,588.0,2022-02-03 20:27:24.000,0.8.1,58.0,39.0,57.0,26,False,,sphinx-bootstrap-theme,,275.0,,https://pypi.org/project/sphinx-bootstrap-theme,2022-02-03 20:27:24.000,275.0,180458.0,180458.0,,,,3.0,['sphinx'],,,,,,,,,,,,,,,,,,,
173,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2025-11-12 13:42:28.000000,2025-11-12 13:41:54,106.0,,77.0,8.0,76.0,41.0,485.0,2025-11-12 13:42:28.000,3.2.5,34.0,30.0,21.0,26,True,,pytest-docker,,2604.0,2450.0,https://pypi.org/project/pytest-docker,2025-11-12 13:42:18.000,154.0,1336294.0,1336297.0,,,,3.0,['pytest'],249.0,,,,,,,,,,,,,,,,,,
174,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2025-04-22 14:57:21.503000,2025-04-02 15:52:31,354.0,,33.0,7.0,125.0,65.0,257.0,2025-04-02 19:31:14.000,1.0.1,25.0,16.0,7.0,26,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,5465.0,4682.0,https://pypi.org/project/pytest-mypy,2025-04-02 19:31:14.000,783.0,492717.0,494599.0,https://anaconda.org/conda-forge/pytest-mypy,2025-04-22 14:57:21.503,124230.0,3.0,['pytest'],,,,,,,,,,,,,,,,,,,
