,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
41,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-10-18 11:20:28.000,2023-10-15 16:34:09,5207.0,89.0,1393.0,502.0,765.0,209.0,1494.0,23636.0,2023-05-18 15:52:21.000,3.4.0.2,96.0,176.0,36,True,,glances,conda-forge/glances,,779.0,728.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,51.0,164220.0,166514.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,207417.0,1.0,1551.0,,,,,,,,,,,,,,,,,,
42,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-10-19 01:50:48.000,2023-10-11 00:32:49,24231.0,474.0,1640.0,202.0,5575.0,698.0,849.0,5090.0,2023-09-03 09:48:42.000,3.9.2,125.0,850.0,36,True,,buildbot,conda-forge/buildbot,,791.0,334.0,https://pypi.org/project/buildbot,2023-09-03 09:48:42.000,457.0,30840.0,33494.0,https://anaconda.org/conda-forge/buildbot,2023-09-03 11:43:28.850,89027.0,2.0,33331.0,,,,,,,,,,,,,,,,,,
43,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-10-19 04:25:24.000,2023-10-19 04:25:22,2301.0,62.0,372.0,29.0,1695.0,104.0,961.0,2307.0,2023-05-31 14:30:27.000,0.18.0,56.0,183.0,36,True,,wemake-python-styleguide,,,15492.0,15445.0,https://pypi.org/project/wemake-python-styleguide,2020-01-19 11:56:48.000,47.0,158901.0,158901.0,,,,2.0,,,,,,,,,,,,,,,,,,,
44,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2023-10-04 13:00:31.000,2023-10-03 15:46:09,1327.0,89.0,161.0,35.0,185.0,47.0,136.0,1451.0,2023-10-03 15:11:19.000,1.7.0,44.0,78.0,36,True,,logbook,conda-forge/logbook,,6155.0,4964.0,https://pypi.org/project/logbook,2023-10-03 15:11:19.000,1191.0,3700016.0,3703945.0,https://anaconda.org/conda-forge/logbook,2023-10-03 21:18:01.244,157065.0,2.0,333.0,,,,,,,,,,,,,,,,,,
45,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-09-27 11:36:48.000,2023-07-31 23:20:08,562.0,2.0,174.0,29.0,295.0,56.0,456.0,1299.0,2023-07-29 17:00:40.000,3.1.0,37.0,84.0,36,True,,pyflakes,conda-forge/pyflakes,,263807.0,250007.0,https://pypi.org/project/pyflakes,2023-07-29 17:00:40.000,13800.0,26219815.0,26440196.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6831841.0,2.0,,,,,,,,,,,,,,,,,,,
46,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-10-16 21:01:51.000,2023-10-16 21:01:50,575.0,47.0,97.0,21.0,110.0,14.0,276.0,1296.0,2023-09-11 07:31:39.000,4.1.5,66.0,33.0,36,True,,typeguard,conda-forge/typeguard,,19984.0,18399.0,https://pypi.org/project/typeguard,2023-09-11 07:31:39.000,1585.0,11470235.0,11480917.0,https://anaconda.org/conda-forge/typeguard,2023-09-11 11:55:19.488,427309.0,3.0,,,,,,,,,,,,,,,,,,,
47,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2023-10-18 22:11:39.000,2023-10-18 22:11:38,673.0,21.0,212.0,27.0,400.0,68.0,270.0,534.0,2023-10-01 13:50:29.000,23.2,19.0,100.0,36,False,,packaging,conda-forge/packaging,,902575.0,902575.0,https://pypi.org/project/packaging,,,226162522.0,227134921.0,https://anaconda.org/conda-forge/packaging,2023-10-01 23:22:47.528,39867745.0,2.0,742.0,,,,,,,,,,,,,,,,,,
48,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-10-16 18:37:30.000,2023-10-16 18:37:24,3192.0,58.0,2845.0,382.0,998.0,36.0,1618.0,33734.0,2023-10-16 18:37:30.000,2.3.30,86.0,430.0,35,True,,pyenv,,,20.0,19.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,10597.0,10597.0,,,,2.0,,,,,,,,,,,,,,,,,,,
49,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-10-04 17:36:13.000,2023-09-28 02:59:19,1323.0,8.0,548.0,66.0,402.0,195.0,459.0,5526.0,2023-03-10 01:08:04.773,1.7.5,36.0,173.0,35,True,,bandit,conda-forge/bandit,,46398.0,44604.0,https://pypi.org/project/bandit,2023-03-10 01:08:04.773,1794.0,3249705.0,3257180.0,https://anaconda.org/conda-forge/bandit,2023-09-25 08:07:42.894,268728.0,1.0,743.0,,,,,,,,,,,,,,,,,,
50,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-09-23 23:30:59.000,2023-09-23 23:30:57,3698.0,2.0,352.0,93.0,245.0,375.0,402.0,4099.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,35,True,,invoke,conda-forge/invoke,,25560.0,22782.0,https://pypi.org/project/invoke,2023-07-12 18:05:35.085,2778.0,6260754.0,6289160.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,937398.0,2.0,,,,,,,,,,,,,,,,,,,
51,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-10-12 12:27:56.000,2023-10-02 08:14:05,3174.0,22.0,187.0,28.0,350.0,79.0,232.0,1697.0,2023-09-28 02:02:47.000,1.10.0,91.0,77.0,35,True,,rope,conda-forge/rope,,71083.0,69446.0,https://pypi.org/project/rope,2023-09-28 02:02:47.000,1637.0,807659.0,844043.0,https://anaconda.org/conda-forge/rope,2023-09-28 04:24:54.952,1309858.0,1.0,,,,,,,,,,,,,,,,,,,
52,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MIT,2015-04-14 19:22:42.000,2023-10-17 09:48:28.000,2023-09-14 21:24:53,494.0,30.0,238.0,25.0,355.0,159.0,224.0,624.0,2023-09-14 07:11:29.000,4.0.2,55.0,52.0,35,True,,pytest-html,conda-forge/pytest-html,['pytest'],40633.0,39846.0,https://pypi.org/project/pytest-html,2023-09-14 07:07:27.000,787.0,4032810.0,4046618.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,483297.0,2.0,,,,,,,,,,,,,,,,,,,
53,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-10-16 16:49:29.444,2023-06-07 11:16:23,408.0,,1093.0,186.0,157.0,429.0,225.0,8744.0,,,12.0,52.0,34,True,,pyautogui,conda-forge/pyautogui,,27725.0,27725.0,https://pypi.org/project/pyautogui,,,684837.0,690672.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,210075.0,2.0,,,,,,,,,,,,,,,,,,,
54,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-10-18 20:14:26.000,2023-10-18 20:04:20,14869.0,458.0,412.0,112.0,395.0,137.0,256.0,6503.0,2023-02-14 01:01:23.450,0.9.18,76.0,251.0,34,True,,pyre-check,,,72.0,19.0,https://pypi.org/project/pyre-check,2023-02-14 01:01:23.450,53.0,66189.0,66189.0,,,,3.0,,,,,,,,,,,,,,,,,,,
55,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-10-18 02:38:34.000,2023-10-18 02:38:33,2462.0,82.0,255.0,32.0,801.0,46.0,1235.0,5373.0,2023-09-25 09:24:04.000,2.9.3,100.0,144.0,34,True,,pdm,conda-forge/pdm,,177.0,177.0,https://pypi.org/project/pdm,,,521243.0,529286.0,https://anaconda.org/conda-forge/pdm,2023-09-29 20:37:30.958,201088.0,2.0,4.0,,,,,,,,,,,,,,,,,,
56,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-10-18 19:09:32.000,2023-10-18 06:21:56,1396.0,13.0,174.0,35.0,273.0,56.0,312.0,1856.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,34,True,landscapeio/prospector,prospector,conda-forge/prospector,,5275.0,4584.0,https://pypi.org/project/prospector,2023-10-18 06:23:27.000,691.0,1035615.0,1036672.0,https://anaconda.org/conda-forge/prospector,2023-06-16 13:23:52.144,90944.0,1.0,,,,,,,,,,,,,,,,,,,
57,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2023-10-17 22:33:13.000,2023-10-17 22:33:13,8860.0,107.0,285.0,62.0,1033.0,658.0,2735.0,1805.0,2023-03-21 16:25:11.000,4.5.2,32.0,154.0,34,True,,scons,conda-forge/scons,,62.0,,https://pypi.org/project/scons,2022-07-30 21:23:00.222,62.0,367895.0,381199.0,https://anaconda.org/conda-forge/scons,2023-09-22 18:37:33.979,504625.0,2.0,1395.0,,,,,,,,,,,,,,,,,,
58,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-10-18 20:43:36.000,2023-10-17 10:38:28,579.0,16.0,128.0,34.0,242.0,13.0,135.0,1663.0,2023-06-15 23:58:18.000,3.11.1,39.0,66.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],69256.0,69256.0,https://pypi.org/project/pytest-mock,,,13298584.0,13356914.0,https://anaconda.org/conda-forge/pytest-mock,2023-06-16 11:09:53.662,2333208.0,2.0,6.0,,,,,,,,,,,,,,,,,,
59,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-10-14 14:38:19.000,2023-09-05 00:15:45,1081.0,2.0,300.0,36.0,535.0,49.0,424.0,1472.0,2022-12-01 01:51:31.000,4.0.2,52.0,117.0,34,True,,twine,conda-forge/twine,,111344.0,95997.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,15347.0,3695235.0,3705404.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,874545.0,2.0,,,,,,,,,,,,,,,,,,,
60,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-10-18 13:03:03.000,2023-10-18 12:59:34,499.0,45.0,124.0,36.0,379.0,30.0,219.0,1223.0,2023-07-12 10:20:06.993,0.21.1,37.0,42.0,34,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1074.0,,https://pypi.org/project/pytest-asyncio,2023-07-12 10:20:06.993,1074.0,8254945.0,8298899.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-07-12 15:08:45.602,1801828.0,2.0,151.0,,,,,,6.0,,,,,,,,,,,,
61,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-10-10 21:40:59.858,2023-10-10 19:50:21,1070.0,44.0,198.0,56.0,327.0,139.0,201.0,1212.0,2023-10-10 20:02:40.000,7.0.0,96.0,58.0,34,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3266.0,3081.0,https://pypi.org/project/pytest-bdd,2023-10-10 20:02:40.000,185.0,751648.0,762709.0,https://anaconda.org/conda-forge/pytest-bdd,2023-10-10 21:40:59.858,55306.0,2.0,,,,,,,,,,,,,,,,,,,
62,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2023-10-16 16:51:57.000,2023-10-04 23:09:46,1124.0,10.0,137.0,23.0,319.0,52.0,217.0,759.0,2023-10-04 23:07:52.000,0.14.0,30.0,76.0,34,True,,nose2,conda-forge/nose2,,25120.0,23997.0,https://pypi.org/project/nose2,2023-10-04 23:07:52.000,1123.0,626724.0,628552.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,118873.0,2.0,,,,,,,,,,,,,,,,,,,
63,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-10-09 09:07:12.000,2023-10-09 09:07:09,10103.0,20.0,5372.0,1087.0,357.0,63.0,4997.0,28436.0,2023-10-06 17:56:37.000,1.7.10,96.0,129.0,33,True,,sqlmap,,,28.0,19.0,https://pypi.org/project/sqlmap,2023-10-06 17:56:37.000,9.0,9946.0,9946.0,,,,2.0,,,,,,,,,,,,,,,,,,,
64,memray,bloomberg/memray,profiling,The endgame Python memory profiler.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-10-18 21:50:40.000,2023-10-18 21:50:39,1099.0,48.0,339.0,59.0,295.0,14.0,121.0,11287.0,2023-10-05 15:53:40.000,1.10.0,16.0,39.0,33,True,,memray,conda-forge/memray,,220.0,220.0,https://pypi.org/project/memray,,,288183.0,292225.0,https://anaconda.org/conda-forge/memray,2023-10-05 21:58:12.929,72770.0,2.0,,,,,,,,,,,,,,,,,,,
65,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-10-16 17:57:13.000,2023-10-12 08:45:32,935.0,52.0,231.0,56.0,149.0,17.0,108.0,5624.0,2023-10-12 08:59:40.000,4.6.0,43.0,52.0,33,True,,pyinstrument,conda-forge/pyinstrument,,1882.0,1760.0,https://pypi.org/project/pyinstrument,2023-10-12 08:59:40.000,122.0,768027.0,774853.0,https://anaconda.org/conda-forge/pyinstrument,2023-10-13 07:38:06.601,259411.0,2.0,,,,,,,,,,,,,,,,,,,
66,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-10-18 17:21:23.000,2023-10-18 17:21:20,6322.0,232.0,278.0,57.0,864.0,142.0,513.0,4370.0,2023-10-17 20:43:20.000,2023.10.17,187.0,100.0,33,True,,pytype,conda-forge/pytype,,147.0,,https://pypi.org/project/pytype,2023-10-17 20:43:20.000,147.0,362649.0,367066.0,https://anaconda.org/conda-forge/pytype,2023-09-12 03:57:47.405,176694.0,3.0,,,,,,,7.0,,,,,,,,,,,,
67,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-10-18 10:12:32.000,2023-10-14 21:56:34,2541.0,42.0,307.0,61.0,1070.0,7.0,317.0,4087.0,2023-08-19 20:40:36.000,11.1.0,51.0,117.0,33,True,,mimesis,conda-forge/mimesis,,1510.0,1510.0,https://pypi.org/project/mimesis,,,129996.0,134114.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,160379.0,2.0,514.0,,,,,,,,,,,,,,,,,,
68,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-10-17 02:07:44.000,2023-10-17 02:07:43,1144.0,59.0,167.0,36.0,506.0,15.0,389.0,2871.0,2023-10-07 18:35:56.000,3.15.0,166.0,35.0,33,True,,pyupgrade,conda-forge/pyupgrade,,160.0,,https://pypi.org/project/pyupgrade,2023-10-07 18:35:56.000,160.0,461852.0,476328.0,https://anaconda.org/conda-forge/pyupgrade,2023-10-07 20:00:06.902,593543.0,2.0,,,,,,,,,,,,,,,,,,,
69,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-10-16 17:39:17.000,2023-10-16 17:39:16,1230.0,26.0,221.0,49.0,274.0,160.0,173.0,2761.0,2023-10-06 19:01:05.000,2023.1,77.0,93.0,33,True,,pudb,conda-forge/pudb,,6172.0,5413.0,https://pypi.org/project/pudb,2023-10-06 19:00:38.000,759.0,211508.0,214289.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,241990.0,1.0,,,,,,,,,,,,,,,,,,,
70,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2023-10-19 13:12:12.000,2023-10-19 13:12:07,4286.0,145.0,242.0,44.0,40.0,6.0,1280.0,2537.0,2023-10-18 02:49:50.000,8.4.0,100.0,31.0,33,False,,pyarmor,,,976.0,976.0,https://pypi.org/project/pyarmor,,,156160.0,156160.0,,,,2.0,,,,,,,,,,,,,,,,,,,
71,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-10-13 07:38:58.000,2023-10-13 07:38:57,1390.0,44.0,244.0,56.0,1173.0,160.0,916.0,2377.0,2023-10-02 04:57:59.000,2.1.148,237.0,117.0,33,True,,pex,,,139.0,,https://pypi.org/project/pex,2023-10-02 04:57:59.000,139.0,955997.0,1094433.0,,,,2.0,3460902.0,,,,,,,,,,,,,,,,,,
72,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-10-09 11:59:37.000,2023-02-28 17:40:55,262.0,,214.0,27.0,86.0,12.0,89.0,1559.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,69859.0,69020.0,https://pypi.org/project/python-json-logger,2023-02-21 17:40:52.893,839.0,21314163.0,21393823.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,6213513.0,2.0,,,,,,,,,,,,,,,,,,,
73,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-06-16 13:17:32.308,2016-03-04 01:16:26,1004.0,,387.0,48.0,261.0,452.0,465.0,1357.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,,nose,conda-forge/nose,,191368.0,146615.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44753.0,5122532.0,5155853.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2965621.0,2.0,,,,,,,,,,,,,,,,,,,
74,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-10-10 22:17:49.000,2023-09-11 04:46:13,2341.0,130.0,160.0,21.0,793.0,130.0,426.0,806.0,2023-09-11 14:23:39.000,0.6.1,14.0,76.0,33,True,,asv,conda-forge/asv,,1001.0,1001.0,https://pypi.org/project/asv,,,71240.0,89515.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,749235.0,2.0,159.0,,,,,,,,,,,,,,,,,,
75,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,94.0,22.0,107.0,10.0,104.0,561.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,33,True,,parso,conda-forge/parso,,360740.0,354712.0,https://pypi.org/project/parso,2021-11-30 21:07:01.473,6028.0,23712098.0,23945960.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,16370387.0,2.0,,,,,,,,,,,,,,,,,,,
76,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-10-18 18:46:53.000,2023-09-05 05:07:24,476.0,4.0,376.0,111.0,298.0,137.0,188.0,10980.0,2022-09-07 22:01:08.223,0.3.14,38.0,34.0,32,True,,py-spy,conda-forge/py-spy,,3166.0,3120.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,45.0,2166480.0,2177095.0,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,485519.0,2.0,14186.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,223.0,407947.0,
77,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-10-16 14:54:58.000,2023-10-16 14:54:58,3066.0,87.0,331.0,87.0,262.0,143.0,260.0,10178.0,2023-09-15 20:38:44.000,1.5.31.1,154.0,43.0,32,True,,scalene,,,534.0,529.0,https://pypi.org/project/scalene,2023-09-15 20:40:10.000,5.0,36284.0,36284.0,,,,2.0,,,,,,,,,,,,,,,,,,,
78,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-10-17 19:39:15.000,2023-10-17 19:37:19,674.0,21.0,739.0,126.0,762.0,37.0,1101.0,9495.0,2023-10-17 19:39:15.000,1.39.0,79.0,32.0,32,True,,playwright,,,19.0,19.0,https://pypi.org/project/playwright,,,1813696.0,1813696.0,,,,2.0,,,,,,,,,,,,,,,,,,,
79,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-10-18 18:24:05.000,2023-10-13 10:06:49,586.0,13.0,308.0,78.0,472.0,137.0,476.0,7039.0,2023-03-12 06:08:11.000,1.2.0,24.0,104.0,32,True,,pipx,conda-forge/pipx,,1506.0,1506.0,https://pypi.org/project/pipx,,,1676480.0,1678433.0,https://anaconda.org/conda-forge/pipx,2023-06-16 19:28:18.672,36293.0,3.0,15241.0,,,,,,,,,,,,,,,,,,
80,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-10-06 15:53:30.000,2023-10-06 15:53:20,740.0,23.0,140.0,26.0,144.0,20.0,170.0,2788.0,2023-10-06 15:53:34.000,2.10,50.0,37.0,32,True,,vulture,conda-forge/vulture,,4358.0,4098.0,https://pypi.org/project/vulture,2023-10-06 15:53:22.000,260.0,527386.0,528263.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,75450.0,2.0,,,,,,,,,,,,,,,,,,,
81,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-10-10 09:45:37.000,2023-09-28 08:29:20,1170.0,11.0,125.0,34.0,271.0,132.0,274.0,2023.0,2023-05-14 14:50:50.819,3.9.0,49.0,69.0,32,True,,flit,conda-forge/flit,,2057.0,1582.0,https://pypi.org/project/flit,2023-05-14 14:50:50.819,475.0,313986.0,316120.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,170730.0,3.0,,,,,,,,,,,,,,,,,,,
82,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-10-19 11:12:20.000,2023-04-30 10:08:19,610.0,,139.0,20.0,94.0,70.0,132.0,1803.0,,,13.0,84.0,32,True,,tabulate,conda-forge/tabulate,,143567.0,143567.0,https://pypi.org/project/tabulate,,,49585385.0,49651469.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5881482.0,2.0,,,,,,,,,,,,,,,,,,,
83,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2023-10-16 21:26:09.000,2023-10-16 13:44:11,660.0,16.0,489.0,69.0,282.0,71.0,159.0,1767.0,,,11.0,94.0,32,True,,pyelftools,conda-forge/pyelftools,,6716.0,6160.0,https://pypi.org/project/pyelftools,2023-09-06 23:43:51.000,556.0,2474924.0,2478947.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,144860.0,1.0,,,,,,,,,,,,,,,,,,,
