,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_dependent_project_count,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
83,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-11-28 10:01:25.000,2022-10-27 14:38:47,2322.0,30.0,299.0,64.0,958.0,305.0,3815.0,2022-10-02 11:00:01.178,6.1.1,41.0,115.0,31,True,3.0,mimesis,conda-forge/mimesis,,61.0,,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,132637.0,134673.0,https://anaconda.org/conda-forge/mimesis,2022-10-02 13:13:51.318,58931.0,2.0,61.0,,369.0,,,,,,,,,,,,,,,,,,
84,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2022-11-08 14:38:20.000,2022-11-07 13:29:07,957.0,11.0,351.0,41.0,460.0,373.0,2994.0,2021-10-26 14:02:33.000,3.2.1,42.0,125.0,31,True,159.0,factory_boy,conda-forge/factory_boy,,735.0,,https://pypi.org/project/factory_boy,2021-10-26 14:02:33.000,2268899.0,2270421.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,114174.0,2.0,735.0,,,,,,,,,,,,,,,,,,,,
85,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2022-11-06 11:38:49.501,2022-11-05 13:06:27,1129.0,32.0,107.0,31.0,248.0,251.0,1854.0,2022-11-05 13:10:04.066,3.8.0,47.0,62.0,31,True,123.0,flit,conda-forge/flit,,271.0,,https://pypi.org/project/flit,2022-02-23 11:36:30.000,181973.0,183911.0,https://anaconda.org/conda-forge/flit,2022-11-06 11:38:49.501,135716.0,3.0,271.0,,,,,,,,,,,,,,,,,,,,
86,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2022-10-12 14:58:25.000,2021-12-30 16:31:44,354.0,,145.0,27.0,76.0,118.0,1632.0,2021-06-02 11:43:46.000,0.13.9,41.0,49.0,31,True,65.0,ipdb,conda-forge/ipdb,,44764.0,35968.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,2700057.0,2704106.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798,311783.0,1.0,8796.0,,,,,,,,,,,,,,,,,,,,
87,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-09-08 09:01:34.000,2022-09-08 09:01:23,1479.0,10.0,156.0,50.0,160.0,213.0,1498.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,31,True,70.0,doit,conda-forge/doit,,1370.0,1089.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,347100.0,349475.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,142527.0,3.0,281.0,,,,,,,,,,,,,,,,,,,,
88,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2022-12-01 11:29:08.000,2022-11-28 04:07:03,514.0,71.0,122.0,31.0,287.0,104.0,1410.0,2022-11-28 04:34:01.264,2.3.3,52.0,39.0,31,True,55.0,safety,conda-forge/safety,,358.0,4.0,https://pypi.org/project/safety,2022-06-28 21:38:28.000,1120494.0,1128760.0,https://anaconda.org/conda-forge/safety,2022-11-29 18:10:46.589,44600.0,2.0,354.0,,238577.0,,,,,,,,,,,,,,,,,,
89,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2022-11-29 07:59:21.000,2022-11-29 07:59:20,987.0,64.0,183.0,53.0,300.0,187.0,1094.0,2022-11-09 16:51:21.000,6.1.1,95.0,51.0,31,True,122.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],171.0,,https://pypi.org/project/pytest-bdd,2022-07-07 14:31:17.000,600530.0,601730.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,51605.0,2.0,171.0,,,,,,,,,,,,,,,,,,,,
90,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2022-11-10 18:50:27.000,2022-11-10 18:50:25,406.0,50.0,67.0,17.0,153.0,86.0,950.0,2022-11-05 08:06:05.737,0.9.6,28.0,44.0,31,True,36.0,pytest-sugar,conda-forge/pytest-sugar,['pytest'],13669.0,11060.0,https://pypi.org/project/pytest-sugar,2022-07-10 18:13:03.547,832716.0,835247.0,https://anaconda.org/conda-forge/pytest-sugar,2022-11-05 11:46:05.380,161992.0,2.0,2609.0,,,,,,,,,,,,,,,,,,,,
91,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2022-10-26 21:11:56.658,2022-08-29 14:53:21,230.0,,80.0,11.0,43.0,72.0,774.0,2022-08-29 14:53:13.855,6.7.0,64.0,30.0,31,True,1.0,colorlog,conda-forge/colorlog,,21805.0,19355.0,https://pypi.org/project/colorlog,2021-11-08 16:56:43.000,7848556.0,7863811.0,https://anaconda.org/conda-forge/colorlog,2022-10-26 21:11:56.658,1220452.0,3.0,2450.0,,,,,,,,,,,,,,,,,,,,
92,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2022-11-08 15:07:56.000,2022-11-08 15:07:52,1711.0,40.0,172.0,55.0,273.0,228.0,552.0,2022-11-06 23:13:12.890,3.0.0,122.0,92.0,31,False,134.0,zc.buildout,conda-forge/zc.buildout,,1065.0,,https://pypi.org/project/zc.buildout,2022-04-07 19:12:49.000,76393.0,77586.0,https://anaconda.org/conda-forge/zc.buildout,2022-03-31 09:12:41.632,17904.0,3.0,1065.0,,,,,,,,,,,,,,,,,,,,
93,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2022-11-29 00:53:22.000,2022-11-26 01:34:44,470.0,10.0,187.0,7.0,216.0,145.0,483.0,2021-11-11 21:00:03.000,3.3.1,42.0,64.0,31,True,12.0,coveralls,conda-forge/coveralls,['pytest'],32680.0,23406.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000,539836.0,551161.0,https://anaconda.org/conda-forge/coveralls,2022-08-03 01:11:21.846,804093.0,2.0,9274.0,,,,,,,,,,,,,,,,,,,,
94,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2022-11-29 06:55:33.000,2022-11-01 08:53:35,413.0,122.0,25.0,9.0,34.0,16.0,204.0,2022-10-29 15:21:26.062,1.2.0,31.0,9.0,31,True,12.0,executing,conda-forge/executing,,40301.0,40245.0,https://pypi.org/project/executing,2022-02-27 22:45:22.000,7670010.0,7789863.0,https://anaconda.org/conda-forge/executing,2022-11-01 15:44:50.965,4314727.0,1.0,56.0,,,,,,,,,,,,,,,,,,,,
95,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2022-11-30 02:18:25.000,2022-11-23 12:23:50,847.0,37.0,261.0,53.0,155.0,67.0,9629.0,2022-11-12 00:59:01.019,1.4.1,9.0,22.0,30,True,15.0,memray,conda-forge/memray,,60.0,59.0,https://pypi.org/project/memray,2022-05-16 23:52:50.000,107430.0,109038.0,https://anaconda.org/conda-forge/memray,2022-11-12 04:51:29.691,12867.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
96,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2022-11-22 10:49:36.000,2022-11-20 23:59:35,6638.0,144.0,189.0,59.0,115.0,221.0,4401.0,2022-11-08 04:53:13.522,0.23.0,21.0,53.0,30,True,294.0,pyoxidizer,,,146.0,146.0,https://pypi.org/project/pyoxidizer,2022-06-05 23:21:43.000,4460.0,4613.0,,,,2.0,,,5372.0,,,,,,,,,,,,,,,,,,
97,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2022-11-16 08:09:24.242,2022-11-15 17:53:56,708.0,22.0,362.0,76.0,157.0,111.0,3664.0,2022-11-15 17:59:01.069,0.61.0,59.0,100.0,30,True,123.0,memory_profiler,conda-forge/memory_profiler,,172.0,,https://pypi.org/project/memory_profiler,2021-12-18 13:42:24.000,644242.0,647303.0,https://anaconda.org/conda-forge/memory_profiler,2022-11-16 08:09:24.242,241831.0,2.0,172.0,,,,,,,,,,,,,,,,,,,,
98,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2022-11-25 15:02:57.000,2022-10-04 19:43:37,1207.0,30.0,301.0,47.0,366.0,187.0,2595.0,2022-10-05 17:13:10.000,1.4.0,37.0,68.0,30,True,96.0,detect-secrets,,,24.0,,https://pypi.org/project/detect-secrets,2022-02-16 21:40:39.000,338656.0,338656.0,,,,3.0,24.0,,,,,,,,,,,,,,,,,,,,
99,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2022-11-29 19:03:29.610,2022-11-29 16:14:49,1004.0,59.0,134.0,33.0,431.0,323.0,2270.0,2022-11-29 16:15:40.203,3.2.3,147.0,31.0,30,True,11.0,pyupgrade,conda-forge/pyupgrade,,52.0,,https://pypi.org/project/pyupgrade,2022-11-10 15:40:00.639,335591.0,345593.0,https://anaconda.org/conda-forge/pyupgrade,2022-11-29 19:03:29.610,470098.0,2.0,52.0,,,,,,,,,,,,,,,,,,,,
100,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2022-10-29 13:21:01.531,2022-10-27 20:05:50,636.0,5.0,461.0,71.0,251.0,139.0,1551.0,,,10.0,87.0,30,True,65.0,pyelftools,conda-forge/pyelftools,,4754.0,4228.0,https://pypi.org/project/pyelftools,2022-02-03 14:49:18.000,1856481.0,1857845.0,https://anaconda.org/conda-forge/pyelftools,2022-10-29 13:21:01.531,110550.0,2.0,526.0,,,,,,,,,,,,,,,,,,,,
101,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2022-12-01 07:58:46.000,2022-12-01 07:58:46,2276.0,460.0,241.0,43.0,443.0,416.0,1525.0,2022-10-14 05:15:54.572,0.3.11,45.0,103.0,30,True,84.0,briefcase,,,17.0,,https://pypi.org/project/briefcase,2022-06-27 03:23:53.000,3686.0,3686.0,,,,2.0,17.0,,31.0,,,,,,,,,,,,,,,,,,
102,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2022-10-26 11:10:23.029,2022-10-25 21:21:25,1001.0,14.0,100.0,18.0,63.0,86.0,993.0,2022-10-25 21:23:01.695,4.0.0,43.0,37.0,30,True,87.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],4082.0,3483.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000,506891.0,525771.0,https://anaconda.org/conda-forge/pytest-benchmark,2022-10-26 11:10:23.029,1529360.0,3.0,599.0,,,,,,,,,,,,,,,,,,,,
103,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2022-11-27 18:03:53.461,2022-11-24 09:33:27,506.0,16.0,129.0,22.0,375.0,260.0,924.0,2022-11-21 16:15:35.393,2022.11.21,24.0,83.0,30,True,38.0,nox,conda-forge/nox,['pytest'],211.0,25.0,https://pypi.org/project/nox,2022-01-07 23:34:01.000,1057875.0,1060254.0,https://anaconda.org/conda-forge/nox,2022-11-27 18:03:53.461,118965.0,3.0,186.0,,,,,,,,,,,,,,,,,,,wntrblm/nox,
104,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2022-11-23 18:04:35.000,2022-01-24 01:11:19,143.0,,47.0,17.0,56.0,38.0,521.0,2022-01-24 01:14:49.000,0.7.0,13.0,21.0,30,True,12.0,mccabe,conda-forge/mccabe,,333092.0,317220.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,25705691.0,25777954.0,https://anaconda.org/conda-forge/mccabe,2022-01-24 18:42:20.668,5636588.0,2.0,15872.0,,,,,,,,,,,,,,,,,,,,
105,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2022-09-28 17:49:02.000,2022-09-28 17:49:01,1100.0,2.0,87.0,20.0,102.0,100.0,517.0,2021-11-30 21:05:47.000,0.8.3,26.0,45.0,30,True,8.0,parso,conda-forge/parso,,251674.0,245771.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,15544327.0,15726150.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,10909388.0,2.0,5903.0,,,,,,,,,,,,,,,,,,,,
106,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2022-11-15 22:08:01.000,2022-06-22 04:41:01,431.0,,518.0,167.0,147.0,166.0,8943.0,2022-06-22 04:50:45.000,0.15.1.0,94.0,40.0,29,True,132.0,gdbgui,,,228.0,226.0,https://pypi.org/project/gdbgui,2022-06-22 04:46:50.000,324021.0,324410.0,,,,2.0,2.0,,11281.0,,,,,,,,,,,,,,,,,,
107,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2022-12-01 13:47:42.000,2022-11-28 17:44:19,2290.0,203.0,225.0,39.0,1025.0,731.0,3928.0,2022-11-01 20:05:59.000,2022.11.01,99.0,100.0,29,True,415.0,,conda-forge/mamba,,,,,,,116003.0,https://anaconda.org/conda-forge/mamba,2022-11-29 10:52:02.277,5220159.0,3.0,,,,,,,,,,,,,,,,,,,,,
108,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2022-11-30 02:56:40.000,2022-11-30 02:56:33,2047.0,88.0,165.0,30.0,556.0,813.0,3409.0,2022-11-03 01:09:01.920,2.2.1,135.0,86.0,29,True,21.0,pdm,conda-forge/pdm,,2.0,,https://pypi.org/project/pdm,2022-07-02 11:37:49.000,77342.0,81034.0,https://anaconda.org/conda-forge/pdm,2022-11-03 08:58:44.526,55387.0,3.0,2.0,,3.0,,,,,,,,,,,,,,,,,,
109,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2022-10-07 20:28:48.000,2022-10-07 20:28:48,3330.0,3.0,593.0,91.0,529.0,170.0,1689.0,2016-11-25 22:13:29.000,4.0.515,36.0,384.0,29,True,232.0,diamond,,,150.0,118.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,31851.0,31851.0,,,,3.0,32.0,,,,,,,,,,,,,,,,,,,,
110,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2022-11-04 07:28:51.464,2022-11-04 02:52:33,1415.0,6.0,249.0,93.0,374.0,417.0,1468.0,2022-11-04 03:13:11.030,0.13.8,667.0,39.0,29,True,92.0,pybuilder,conda-forge/pybuilder,,61.0,,https://pypi.org/project/pybuilder,2022-06-10 23:39:25.000,16266.0,16886.0,https://anaconda.org/conda-forge/pybuilder,2022-11-04 07:28:51.464,28560.0,3.0,61.0,,,,,,,,,,,,,,,,,,,,
111,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2022-12-01 07:10:22.000,2022-11-25 12:58:03,700.0,11.0,57.0,13.0,59.0,50.0,1023.0,2022-10-31 08:28:00.894,1.4.0,22.0,28.0,29,True,18.0,yappi,conda-forge/yappi,,1041.0,699.0,https://pypi.org/project/yappi,2022-05-20 09:48:23.000,1310051.0,1312037.0,https://anaconda.org/conda-forge/yappi,2022-11-02 18:35:11.317,131141.0,3.0,342.0,,,,,,,,,,,,,,,,,,,,
112,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2022-12-01 10:06:18.000,2022-11-25 20:09:08,1459.0,64.0,199.0,26.0,813.0,732.0,990.0,2022-11-02 04:18:01.026,6.13.1,51.0,99.0,29,True,65.0,cx_freeze,conda-forge/cx_freeze,,35.0,,https://pypi.org/project/cx_freeze,2022-06-22 04:29:28.000,51592.0,55322.0,https://anaconda.org/conda-forge/cx_freeze,2022-11-02 17:11:06.815,175341.0,3.0,35.0,,,,,,,,,,,,,,,,,,,,
113,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2022-11-25 15:01:03.000,2022-11-25 14:52:04,533.0,56.0,65.0,11.0,101.0,62.0,659.0,2022-11-25 15:05:02.493,2.0.0,52.0,34.0,29,True,27.0,autoflake,conda-forge/autoflake,,540.0,,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000,1105276.0,1115400.0,https://anaconda.org/conda-forge/autoflake,2022-10-14 07:46:06.339,445461.0,2.0,540.0,,,,,,,,,,,,,,,,,,,PyCQA/autoflake,
114,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2022-11-29 04:05:25.000,2022-09-22 14:18:01,622.0,3.0,114.0,16.0,179.0,161.0,542.0,2022-03-26 22:16:11.000,2.5.3,53.0,67.0,29,True,52.0,pylint-django,conda-forge/pylint-django,['pylint'],20747.0,19580.0,https://pypi.org/project/pylint-django,2022-03-25 16:09:23.000,840342.0,841904.0,https://anaconda.org/conda-forge/pylint-django,2022-04-07 12:02:14.331,118342.0,2.0,1167.0,,212.0,,,,,,,,,,,,,,,,,,
115,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2022-12-01 06:09:22.000,2022-11-14 21:39:11,254.0,15.0,89.0,10.0,123.0,122.0,458.0,2022-11-02 01:07:08.255,1.19.5,50.0,45.0,29,True,25.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],1437.0,,https://pypi.org/project/sphinx-autodoc-typehints,2022-07-31 19:28:05.288,701416.0,707929.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2022-11-02 09:22:46.910,397297.0,2.0,1437.0,,,,,,,,,,,,,,,,,,,,
116,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2022-11-16 17:18:02.000,2022-08-10 16:41:28,230.0,,107.0,21.0,61.0,41.0,424.0,2022-08-10 16:47:16.981,1.6.0,30.0,37.0,29,True,11.0,ddt,conda-forge/ddt,,5859.0,4538.0,https://pypi.org/project/ddt,2022-05-24 02:14:19.000,364372.0,365494.0,https://anaconda.org/conda-forge/ddt,2022-09-22 12:35:17.572,77426.0,3.0,1321.0,,,,,,,,,,,,,,,,,,,,
117,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2022-11-21 14:43:54.000,2022-10-10 12:14:24,247.0,4.0,24.0,13.0,23.0,5.0,364.0,2022-07-28 08:08:31.000,0.10.1,38.0,11.0,29,True,3.0,wasabi,conda-forge/wasabi,,23127.0,22839.0,https://pypi.org/project/wasabi,2022-03-30 11:12:31.000,3715993.0,3736465.0,https://anaconda.org/conda-forge/wasabi,2022-11-12 10:48:25.545,941754.0,3.0,288.0,,,,,,,,,,,,,,,,,,,explosion/wasabi,
118,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2022-10-06 09:43:56.000,2022-06-10 09:18:33,1062.0,,65.0,32.0,6.0,,224.0,2022-10-06 09:48:04.927,5.0.0,38.0,185.0,29,True,,hacking,,['flake8'],4393.0,,https://pypi.org/project/hacking,2021-04-21 10:37:50.000,249493.0,249493.0,,,,2.0,4393.0,,,,,,,,,,,,,,,,,,,,
119,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2022-10-29 20:43:34.047,2022-10-08 21:16:38,202.0,1.0,54.0,21.0,106.0,86.0,216.0,2022-05-21 21:30:52.000,1.5.4,34.0,26.0,29,True,1.0,typed_ast,conda-forge/typed-ast,,5490.0,,https://pypi.org/project/typed_ast,2022-05-21 21:30:52.000,10578244.0,10668529.0,https://anaconda.org/conda-forge/typed-ast,2022-10-29 20:43:34.047,5597717.0,2.0,5490.0,,,,,,,,,,,,,,,,,,,,
120,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2022-11-24 10:45:41.000,2022-11-24 10:45:41,339.0,45.0,66.0,7.0,75.0,47.0,139.0,2022-11-19 23:10:35.194,5.0.3,40.0,36.0,29,True,10.0,flake8-isort,conda-forge/flake8-isort,['flake8'],14457.0,13822.0,https://pypi.org/project/flake8-isort,2021-10-14 11:43:49.000,788718.0,789405.0,https://anaconda.org/conda-forge/flake8-isort,2022-11-20 11:10:27.711,26136.0,2.0,635.0,,,,,,,,,,,,,,,,,,,,
121,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2022-11-13 15:31:05.565,2022-07-16 00:35:44,595.0,,160.0,42.0,41.0,142.0,3950.0,2022-04-01 19:56:01.000,2.4.1,26.0,7.0,28,True,25.0,alive-progress,conda-forge/alive-progress,,1390.0,1281.0,https://pypi.org/project/alive-progress,2022-04-01 19:56:01.000,109752.0,110403.0,https://anaconda.org/conda-forge/alive-progress,2022-11-13 15:31:05.565,22141.0,3.0,109.0,,,,,,,,,,,,,,,,,,,,
122,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,105.0,3152.0,2371.0,3400.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,28,False,835.0,coala-bears,,,115.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,2037.0,2038.0,,,,2.0,105.0,,152.0,,,,,,,,,,,,,,,,,,
123,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2022-11-23 07:24:56.000,2022-11-23 07:24:52,699.0,5.0,110.0,22.0,129.0,148.0,2318.0,2022-09-19 07:16:57.000,2.6,45.0,33.0,28,True,21.0,vulture,conda-forge/vulture,,2295.0,2073.0,https://pypi.org/project/vulture,2022-09-20 06:01:36.875,355326.0,356148.0,https://anaconda.org/conda-forge/vulture,2022-05-20 07:12:50.897,62517.0,2.0,222.0,,,,,,,,,,,,,,,,,,,,
124,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2022-11-25 15:10:26.000,2022-11-20 00:48:16,286.0,65.0,91.0,16.0,115.0,44.0,1502.0,2022-11-16 00:55:02.322,4.0.1,25.0,38.0,28,True,29.0,line_profiler,conda-forge/line_profiler,,43.0,,https://pypi.org/project/line_profiler,2022-04-01 07:40:49.000,328843.0,332539.0,https://anaconda.org/conda-forge/line_profiler,2022-11-22 04:40:58.168,292003.0,3.0,43.0,,,,,,,,,,,,,,,,,,,,
