,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,labels,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
10,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,36,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2021-04-15 08:42:39.000,2021-04-12 16:57:54.000,356.0,1039.0,2161.0,2021-02-16 08:44:01.000,3.22.0,114.0,238.0,['pytest'],conda-forge/tox,tox,132.0,1983.0,79402.0,43002.0,https://pypi.org/project/tox,2021-02-16 08:44:01.000,36400.0,4153438.0,4159427.0,https://anaconda.org/conda-forge/tox,2021-03-03 16:46:37.023,257534.0,1.0,,,,,,,,,,
11,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,35,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2021-04-15 13:18:21.000,2021-04-12 13:18:11.000,1294.0,1014.0,20294.0,2021-04-06 22:46:56.000,stable,23.0,238.0,,conda-forge/black,black,450.0,931.0,59811.0,53583.0,https://pypi.org/project/black,2020-08-26 15:52:03.000,6228.0,6184140.0,6224467.0,https://anaconda.org/conda-forge/black,2020-09-07 11:42:46.809,1394639.0,1.0,,12035.0,,,,,,,,
12,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,35,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2021-04-15 13:33:28.000,2021-04-15 13:33:28.000,1708.0,1373.0,11961.0,2020-05-14 15:18:01.000,1.1.2,44.0,189.0,['mkdocs'],conda-forge/mkdocs,mkdocs,147.0,1515.0,17530.0,11588.0,https://pypi.org/project/mkdocs,2020-05-14 15:18:01.000,5942.0,540126.0,542249.0,https://anaconda.org/conda-forge/mkdocs,2020-06-01 13:16:37.068,127430.0,1.0,,,,,,,,,,
13,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,35,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2021-04-12 17:31:58.000,2021-04-12 17:31:57.000,183.0,1229.0,1190.0,2020-10-02 23:34:01.000,3.8.4,77.0,154.0,,conda-forge/flake8,flake8,36.0,1928.0,231770.0,160480.0,https://pypi.org/project/flake8,2021-03-14 23:32:11.000,71290.0,11418210.0,11457474.0,https://anaconda.org/conda-forge/flake8,2021-03-15 21:41:28.726,2277362.0,1.0,,,,,,,,,,
14,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,34,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2021-04-15 00:04:29.000,2021-04-15 00:04:28.000,2198.0,4645.0,7018.0,2021-01-30 12:54:11.000,21.0.1,102.0,601.0,,conda-forge/pip,pip,930.0,,65545.0,46879.0,https://pypi.org/project/pip,2021-01-30 12:54:11.000,18666.0,83974455.0,84308885.0,https://anaconda.org/conda-forge/pip,2021-01-30 14:15:41.706,19062550.0,1.0,,,,,,,,,,
15,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,34,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2021-04-13 03:32:08.000,2021-04-12 19:54:57.000,1646.0,3341.0,5778.0,2021-04-08 20:19:00.000,4.0.1,58.0,139.0,,conda-forge/robotframework,robotframework,181.0,12878.0,5033.0,3625.0,https://pypi.org/project/robotframework,2021-04-08 20:20:11.000,1408.0,749993.0,751127.0,https://anaconda.org/conda-forge/robotframework,2021-04-09 00:22:22.784,44001.0,1.0,1.0,500.0,,,,,,,,
16,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,34,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2021-04-03 02:20:28.000,2021-04-03 02:20:28.000,599.0,529.0,4294.0,2021-03-14 18:44:02.000,2.7.0,12.0,124.0,,conda-forge/pycodestyle,pycodestyle,113.0,1205.0,152342.0,131112.0,https://pypi.org/project/pycodestyle,2021-03-14 18:44:02.000,21230.0,16143405.0,16185016.0,https://anaconda.org/conda-forge/pycodestyle,2021-03-15 18:43:23.361,2413484.0,1.0,,,,,,,,,,
17,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2021-04-12 13:39:50.000,2021-04-12 13:39:45.000,239.0,332.0,3739.0,2021-03-17 10:59:30.000,1.5.6,66.0,50.0,,conda-forge/autopep8,autopep8,84.0,2701.0,81511.0,71327.0,https://pypi.org/project/autopep8,2021-03-16 15:01:37.000,10184.0,2191580.0,2199083.0,https://anaconda.org/conda-forge/autopep8,2021-03-29 16:40:25.820,435222.0,2.0,,,,,,,,,,
18,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2021-04-15 00:02:09.000,2021-04-14 23:04:50.000,721.0,1228.0,1332.0,2021-04-09 00:24:14.000,56.0.0,427.0,423.0,,conda-forge/setuptools,setuptools,524.0,,154935.0,97005.0,https://pypi.org/project/setuptools,2021-04-09 00:24:04.000,57930.0,115607406.0,115969249.0,https://anaconda.org/conda-forge/setuptools,2021-01-08 05:42:17.824,20625022.0,1.0,,105.0,,,,,,,,
19,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2021-04-15 05:43:55.761,2021-04-15 03:58:36.000,458.0,1034.0,5094.0,2021-04-15 03:58:59.000,hypothesis-python-6.9.2,829.0,246.0,,conda-forge/hypothesis,hypothesis,47.0,10671.0,10885.0,8269.0,https://pypi.org/project/hypothesis,2021-04-12 07:16:25.000,2616.0,1959978.0,2028428.0,https://anaconda.org/conda-forge/hypothesis,2021-04-15 05:43:55.761,3901685.0,1.0,,,,,,,,,,
20,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2021-04-12 19:53:06.000,2021-04-03 07:06:52.000,391.0,909.0,3798.0,2021-03-21 06:05:17.000,5.8.0,126.0,229.0,,conda-forge/isort,isort,24.0,,189954.0,165736.0,https://pypi.org/project/isort,2020-12-31 01:15:41.000,24218.0,14799534.0,14831015.0,https://anaconda.org/conda-forge/isort,2021-03-21 08:22:11.429,1794437.0,2.0,,,,,,,,,,
21,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2021-04-15 11:29:10.000,2021-04-09 03:31:36.000,1526.0,486.0,3657.0,2018-10-05 13:20:49.000,0.4.2,23.0,103.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,166.0,1215.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,23474.0,2054025.0,2075260.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-04-06 20:57:24.009,1189185.0,1.0,,,,,,,,,,
22,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,33,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2021-04-15 05:35:06.000,2021-04-12 11:25:53.000,686.0,2660.0,3290.0,2021-03-30 07:30:29.000,pylint-2.7.4,99.0,375.0,,conda-forge/pylint,pylint,698.0,5351.0,37734.0,,https://pypi.org/project/pylint,2021-03-30 07:29:45.000,37734.0,9696557.0,9727840.0,https://anaconda.org/conda-forge/pylint,2021-03-03 00:06:43.039,1751898.0,1.0,,,,,,,,,,
23,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,32,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-04-13 11:47:20.000,2021-04-10 17:00:24.000,733.0,425.0,25294.0,2021-04-03 09:53:39.000,10.1.0,123.0,85.0,,conda-forge/rich,rich,3.0,1824.0,3424.0,3424.0,https://pypi.org/project/rich,2021-04-03 09:52:47.000,0.0,1725107.0,1743189.0,https://anaconda.org/conda-forge/rich,2021-04-03 12:56:06.306,162746.0,1.0,,,,,,,,,,
24,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,32,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2021-04-15 00:21:03.148,2021-04-14 13:21:31.000,1171.0,1835.0,14658.0,2021-04-14 17:07:52.000,1.1.6,134.0,269.0,,conda-forge/poetry,poetry,1056.0,1772.0,64.0,,https://pypi.org/project/poetry,2021-04-14 17:08:31.000,64.0,2330881.0,2494309.0,https://anaconda.org/conda-forge/poetry,2021-04-15 00:21:03.148,191636.0,2.0,,5802356.0,,,,,,,,
25,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,32,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2021-04-15 14:22:54.000,2021-04-15 14:22:54.000,1638.0,3723.0,7914.0,2021-01-13 13:13:08.000,4.2,27.0,395.0,,conda-forge/pyinstaller,pyinstaller,367.0,7682.0,16010.0,16010.0,https://pypi.org/project/pyinstaller,2021-01-13 13:12:03.000,0.0,546754.0,558083.0,https://anaconda.org/conda-forge/pyinstaller,2021-02-02 18:07:09.778,213794.0,1.0,,689764.0,,,,,,,,
26,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,32,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2021-04-15 13:18:33.000,2021-04-15 07:30:06.000,1510.0,986.0,6035.0,2021-04-10 09:30:15.000,7.1.1,194.0,114.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,13.0,3279.0,7564.0,6062.0,https://pypi.org/project/mkdocs-material,2021-03-29 17:01:28.000,1502.0,434603.0,436221.0,https://anaconda.org/conda-forge/mkdocs-material,2021-04-10 15:23:27.309,37235.0,2.0,,,,,,,,,,
27,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2021-04-14 23:30:34.875,2021-04-14 16:40:19.000,1017.0,6010.0,4105.0,2021-04-09 23:55:02.000,4.10.0,100.0,352.0,,conda-forge/conda,conda,1929.0,15667.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,2104.0,52943.0,362864.0,https://anaconda.org/conda-forge/conda,2021-04-14 23:30:34.875,17355578.0,2.0,,,,,,,,,,
28,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2021-04-12 16:46:48.000,2021-04-08 12:02:30.000,882.0,1063.0,3844.0,2021-03-16 11:55:44.000,20.4.3,158.0,171.0,,conda-forge/virtualenv,virtualenv,56.0,,34422.0,,https://pypi.org/project/virtualenv,2021-03-16 11:55:44.000,34422.0,19020472.0,19036433.0,https://anaconda.org/conda-forge/virtualenv,2021-03-16 13:23:56.251,782128.0,2.0,,,,,,,,,,
29,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2021-04-13 20:05:54.000,2020-12-31 16:25:35.000,280.0,357.0,3236.0,2020-12-31 02:43:43.000,1.5.0,50.0,54.0,,conda-forge/invoke,invoke,303.0,3499.0,12031.0,7429.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000,4602.0,1342021.0,1346675.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830,279279.0,1.0,,,,,,,,,,
30,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,32,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2021-04-15 03:53:28.000,2021-04-12 17:48:57.000,318.0,364.0,3128.0,2020-12-13 02:48:28.000,1.7.0,31.0,132.0,,conda-forge/bandit,bandit,166.0,1169.0,8717.0,6363.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000,2354.0,1370919.0,1373395.0,https://anaconda.org/conda-forge/bandit,2021-03-10 05:39:36.125,56943.0,1.0,,34.0,,,,,,,,
31,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,32,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-03-08 14:56:48.000,2021-01-20 07:44:52.000,196.0,166.0,2850.0,2021-01-20 07:45:20.000,1.1.0,56.0,94.0,,conda-forge/freezegun,freezegun,67.0,521.0,16030.0,7678.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,8352.0,3364981.0,3368283.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,201470.0,1.0,1.0,,,,,,,,,
32,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,32,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2021-04-09 10:35:26.000,2016-03-04 01:16:26.000,358.0,461.0,1337.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,,conda-forge/nose,nose,447.0,1004.0,193087.0,106613.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,86474.0,4533490.0,4562367.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,1703749.0,1.0,,,,,,,,,,
33,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,32,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2021-04-13 12:00:47.000,2021-04-10 19:15:48.000,238.0,312.0,1112.0,2021-03-15 16:36:43.000,3.4.0,42.0,101.0,,conda-forge/twine,twine,39.0,952.0,55444.0,37940.0,https://pypi.org/project/twine,2021-03-15 16:36:43.000,17504.0,1817376.0,1821786.0,https://anaconda.org/conda-forge/twine,2021-03-17 03:54:06.297,247012.0,1.0,,,,,,,,,,
34,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,32,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-04-12 23:21:40.000,2021-03-24 16:31:37.000,145.0,337.0,1008.0,2021-03-24 16:32:54.000,2.3.1,30.0,76.0,,conda-forge/pyflakes,pyflakes,80.0,509.0,110740.0,84242.0,https://pypi.org/project/pyflakes,2021-03-24 16:32:54.000,26498.0,12307429.0,12347372.0,https://anaconda.org/conda-forge/pyflakes,2021-03-24 22:10:26.104,2316695.0,1.0,,,,,,,,,,
35,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2021-03-25 14:55:05.000,2021-03-24 11:07:33.000,139.0,190.0,996.0,2021-01-20 10:46:34.000,2.11.1,40.0,63.0,['pytest'],conda-forge/pytest-cov,pytest-cov,95.0,799.0,126642.0,83248.0,https://pypi.org/project/pytest-cov,2021-01-20 10:46:34.000,43394.0,9708103.0,9750166.0,https://anaconda.org/conda-forge/pytest-cov,2021-01-20 18:33:16.518,2565853.0,1.0,,,,,,,,,,
36,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2021-04-15 06:36:07.000,2021-04-14 13:55:48.000,198.0,368.0,895.0,2021-03-03 16:35:19.000,1.0.0,126.0,92.0,,conda-forge/sentry-sdk,sentry-sdk,141.0,1224.0,11237.0,10251.0,https://pypi.org/project/sentry-sdk,2021-02-18 14:46:46.000,986.0,6576479.0,6579188.0,https://anaconda.org/conda-forge/sentry-sdk,2021-02-18 16:32:52.126,74464.0,1.0,,4405.0,,,,,,,,
37,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-04-15 07:52:14.000,2021-04-07 23:21:17.000,67.0,89.0,392.0,2021-03-30 20:43:51.000,0.8.2,25.0,40.0,,conda-forge/parso,parso,8.0,1080.0,130623.0,119259.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000,11364.0,13893092.0,13985585.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064,3699744.0,1.0,,,,,,,,,,
38,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2021-03-30 20:23:18.000,2021-02-08 23:37:31.000,88.0,287.0,232.0,2020-12-13 18:09:07.000,0.36.2,64.0,60.0,,conda-forge/wheel,wheel,22.0,729.0,62544.0,,https://pypi.org/project/wheel,2020-12-13 18:09:07.000,62544.0,71995780.0,72288428.0,https://anaconda.org/conda-forge/wheel,2020-12-13 19:48:16.429,16680982.0,1.0,,,,,,,,,,
39,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2021-04-04 22:33:11.000,2021-03-19 22:08:53.000,387.0,343.0,8635.0,2020-09-20 07:56:32.000,0.5.3,17.0,29.0,,conda-forge/loguru,loguru,33.0,558.0,6695.0,6353.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,342.0,1045830.0,1051346.0,https://anaconda.org/conda-forge/loguru,2020-10-10 00:51:36.057,143441.0,2.0,,,,,,,,,,
40,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2021-04-15 08:59:38.000,2021-04-12 17:40:04.000,428.0,1077.0,5806.0,2021-04-06 15:21:20.000,2.12.0,158.0,118.0,,conda-forge/pre-commit,pre-commit,24.0,1982.0,2136.0,,https://pypi.org/project/pre-commit,2021-03-10 00:57:36.000,2136.0,2851932.0,2875693.0,https://anaconda.org/conda-forge/pre-commit,2021-04-07 15:40:28.036,473504.0,1.0,,3698.0,,,,,,,,
41,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,31,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-04-15 03:26:51.000,2021-04-14 09:07:07.000,426.0,605.0,4900.0,2021-04-14 09:19:42.000,6.1.0,92.0,147.0,,conda-forge/pip-tools,pip-tools,122.0,1504.0,3252.0,,https://pypi.org/project/pip-tools,2021-03-16 00:32:58.000,3252.0,3185288.0,3186083.0,https://anaconda.org/conda-forge/pip-tools,2021-04-14 11:47:58.017,9547.0,2.0,-1.0,,,,,,,,,
42,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2021-04-15 13:34:34.000,2021-04-15 13:34:34.000,1517.0,672.0,4599.0,2021-04-05 13:06:11.000,3.1.0,110.0,789.0,,conda-forge/buildbot,buildbot,639.0,21823.0,1138.0,246.0,https://pypi.org/project/buildbot,2021-04-05 13:06:11.000,892.0,32861.0,34762.0,https://anaconda.org/conda-forge/buildbot,2021-04-05 17:01:16.834,30479.0,2.0,,14754.0,,,,,,,,
43,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-04-10 14:54:16.000,2021-03-16 09:49:58.000,128.0,107.0,1387.0,2021-03-02 11:10:22.000,0.13.5,39.0,46.0,,conda-forge/ipdb,ipdb,53.0,339.0,42449.0,25551.0,https://pypi.org/project/ipdb,2021-03-08 17:00:03.000,16898.0,1628147.0,1630875.0,https://anaconda.org/conda-forge/ipdb,2020-11-21 18:57:03.677,155499.0,1.0,,,,,,,,,,
