,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
11,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2025-12-09 06:08:11.000,2025-12-09 06:08:09,9890.0,154.0,1204.0,73.0,4876.0,4860.0,5620.0,2025-11-30 13:29:02.000,4.0.4,210.0,623.0,1022.0,44,True,pylint-dev/pylint,pylint,conda-forge/pylint,,504.0,39247954.0,496470.0,484778.0,https://pypi.org/project/pylint,2025-11-30 13:29:02.000,11692.0,39140683.0,https://anaconda.org/conda-forge/pylint,2025-11-30 15:45:47.777,7079358.0,1.0,,,,,,,,,,,,,,,,,,
12,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2025-10-31 08:00:32.000,2025-10-31 08:00:32,16489.0,10.0,1328.0,97.0,1960.0,2158.0,2787.0,2025-05-27 00:56:55.000,80.9.0,624.0,633.0,667.0,44,True,,setuptools,conda-forge/setuptools,,,894044935.0,856833.0,826548.0,https://pypi.org/project/setuptools,2025-05-27 00:56:49.000,30285.0,891451240.0,https://anaconda.org/conda-forge/setuptools,2025-06-01 19:09:46.361,173777604.0,1.0,,,,,,,,,,,,,,,,,,
13,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2025-12-11 13:18:05.000,2025-12-11 13:17:15,15295.0,160.0,2508.0,472.0,840.0,4501.0,11281.0,2025-07-04 14:43:52.000,7.3.2,149.0,223.0,263.0,43,True,,robotframework,conda-forge/robotframework,,576.0,4096752.0,14840.0,13798.0,https://pypi.org/project/robotframework,2025-12-09 20:14:51.000,1042.0,4092432.0,https://anaconda.org/conda-forge/robotframework,2025-07-07 01:12:14.679,246025.0,1.0,,,,,,,,,,,,,,,,,,
14,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2025-12-11 10:09:11.000,2025-12-11 10:09:10,17552.0,129.0,2036.0,176.0,5130.0,9735.0,7231.0,2025-11-24 14:00:32.000,25.11.0,107.0,477.0,603.0,43,True,,conda,conda-forge/conda,,35181.0,1013695.0,51867.0,51784.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,83.0,7758.0,https://anaconda.org/conda-forge/conda,2025-11-25 13:44:46.122,67371951.0,1.0,,,,,,,,,,,,,,,,,,
15,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2025-12-10 19:30:24.000,2025-12-10 19:27:33,4448.0,112.0,616.0,44.0,1086.0,1182.0,6877.0,2025-10-11 13:30:57.000,7.0.0,150.0,324.0,174.0,43,True,,isort,conda-forge/isort,,,72021374.0,589677.0,567468.0,https://pypi.org/project/isort,2025-10-11 13:30:57.000,22209.0,71892880.0,https://anaconda.org/conda-forge/isort,2025-10-11 14:25:50.638,8352130.0,2.0,,,,,,,,,,,,,,,,,,
16,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2025-12-08 21:47:47.000,2025-12-08 21:47:47,1031.0,30.0,1071.0,162.0,1562.0,1372.0,4997.0,2025-10-29 06:57:37.000,20.35.4,246.0,296.0,20.0,43,True,,virtualenv,conda-forge/virtualenv,,,274043728.0,492224.0,490233.0,https://pypi.org/project/virtualenv,2025-10-29 06:57:37.000,1991.0,273748794.0,https://anaconda.org/conda-forge/virtualenv,2025-10-29 08:33:12.083,18285929.0,1.0,,,,,,,,,,,,,,,,,,
17,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2025-12-01 21:13:50.000,2025-12-01 21:13:49,2813.0,40.0,908.0,90.0,1301.0,2226.0,14683.0,2025-11-22 21:08:24.000,4.5.0,200.0,166.0,28.0,42,True,,pre-commit,conda-forge/pre-commit,,4318709.0,77855442.0,282914.0,257943.0,https://pypi.org/project/pre-commit,2025-11-22 21:02:40.000,24971.0,77669222.0,https://anaconda.org/conda-forge/pre-commit,2025-11-25 10:50:59.688,8416653.0,1.0,,,,,,,,,,,,,,,,,,
18,hypothesis,HypothesisWorks/hypothesis,testing,The property-based testing library for Python.,,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2025-12-07 00:08:56.000,2025-12-05 19:49:27,17020.0,373.0,628.0,66.0,2884.0,1671.0,8303.0,2025-12-05 02:12:57.000,hypothesis-python-6.148.7,1466.0,360.0,62.0,42,True,,hypothesis,conda-forge/hypothesis,,,15729864.0,39586.0,36303.0,https://pypi.org/project/hypothesis,2025-12-05 02:12:35.000,3283.0,15494251.0,https://anaconda.org/conda-forge/hypothesis,2025-12-05 03:03:36.808,15786104.0,1.0,,,,,,,,,,,,,,,,,,
19,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2025-12-10 15:41:44.000,2025-12-10 15:41:41,22366.0,179.0,2337.0,164.0,6533.0,6155.0,7549.0,2025-12-04 07:46:04.000,9.0.4,238.0,905.0,1341.0,42,False,,sphinx,conda-forge/sphinx,['sphinx'],,77917672.0,35236.0,,https://pypi.org/project/sphinx,2025-12-04 07:45:24.000,35236.0,77725095.0,https://anaconda.org/conda-forge/sphinx,2025-12-04 12:14:16.973,12902714.0,1.0,,,,,,,,,,,,,,,,,,
20,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2025-12-08 21:31:51.000,2025-12-07 16:24:12,3667.0,38.0,2381.0,188.0,3245.0,5771.0,34105.0,2025-09-21 14:51:46.000,2.2.1,181.0,620.0,580.0,41,True,,poetry,conda-forge/poetry,,15573469.0,62228287.0,874.0,,https://pypi.org/project/poetry,2025-09-21 14:51:46.000,874.0,61938399.0,https://anaconda.org/conda-forge/poetry,2025-09-22 08:31:06.578,7180937.0,2.0,,,,,,,,,,,,,,,,,,
21,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2025-05-22 12:10:29.000,2024-11-12 13:36:45,2019.0,,1408.0,206.0,592.0,588.0,30766.0,2024-11-27 19:23:27.000,4.67.1,142.0,129.0,576.0,41,False,,tqdm,conda-forge/tqdm,,19778.0,268106923.0,1213800.0,1167366.0,https://pypi.org/project/tqdm,2024-11-24 20:12:19.000,46434.0,267444523.0,https://anaconda.org/conda-forge/tqdm,2025-04-22 14:56:23.993,43702445.0,1.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2024-12-14 01:39:50.951159,3.0,5458.0,,,,,,,,,,,,,
22,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2025-12-08 09:41:29.000,2025-12-08 09:41:26,6696.0,49.0,3997.0,144.0,3318.0,2653.0,25489.0,2025-11-11 08:49:06.000,9.7.0,435.0,327.0,3.0,41,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],,11885877.0,6325.0,,https://pypi.org/project/mkdocs-material,2025-11-11 08:49:06.000,6325.0,11873353.0,https://anaconda.org/conda-forge/mkdocs-material,2025-11-11 12:51:05.803,839137.0,1.0,,,,,,,,,,,,,,,,,,
23,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2025-12-11 09:39:47.027,2025-12-10 23:38:27,9275.0,79.0,1875.0,354.0,2067.0,4173.0,25112.0,2025-12-10 23:42:23.000,2026.0.2,406.0,532.0,159.0,41,True,,pipenv,conda-forge/pipenv,,,17557060.0,252.0,,https://pypi.org/project/pipenv,2025-12-10 23:42:23.000,252.0,17552552.0,https://anaconda.org/conda-forge/pipenv,2025-12-11 09:39:47.027,302050.0,2.0,,,,,,,,,,,,,,,,,,
24,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2025-11-13 15:53:09.000,2025-11-13 15:53:08,8502.0,4.0,518.0,109.0,617.0,1363.0,6085.0,2024-11-11 01:41:40.000,0.19.2,35.0,177.0,92.0,41,True,,jedi,conda-forge/jedi,,,86961240.0,586521.0,585368.0,https://pypi.org/project/jedi,2024-11-11 01:41:40.000,1153.0,86434275.0,https://anaconda.org/conda-forge/jedi,2025-04-22 14:56:29.139,34779704.0,1.0,,,,,,,,,,,,,,,,,,
25,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2025-10-20 13:17:06.000,2025-10-20 13:17:06,2118.0,2.0,2550.0,225.0,1345.0,1997.0,21421.0,2024-08-30 12:24:05.000,1.6.1,62.0,262.0,128.0,40,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],,10900939.0,98793.0,91657.0,https://pypi.org/project/mkdocs,2024-08-30 12:24:05.000,7136.0,10888449.0,https://anaconda.org/conda-forge/mkdocs,2025-04-22 14:56:22.183,674486.0,1.0,,,,,,,,,,,,,,,,,,
26,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2025-12-09 08:06:18.000,2025-12-08 10:31:56,1005.0,10.0,1102.0,147.0,1155.0,1449.0,14025.0,2025-12-09 08:06:18.000,1.57.0,126.0,51.0,61.0,40,True,,playwright,,,,27142860.0,50685.0,47403.0,https://pypi.org/project/playwright,2025-12-09 08:06:18.000,3282.0,27142860.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,
27,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2025-12-09 21:33:48.000,2025-12-09 21:33:48,950.0,31.0,541.0,40.0,1623.0,1689.0,3868.0,2025-10-24 18:03:36.000,4.32.0,249.0,333.0,149.0,40,True,,tox,conda-forge/tox,['pytest'],,24379478.0,143986.0,132129.0,https://pypi.org/project/tox,2025-10-24 18:03:36.000,11857.0,24355510.0,https://anaconda.org/conda-forge/tox,2025-10-24 20:09:57.261,1605894.0,1.0,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2025-12-11 14:16:03.000,2025-12-11 14:16:00,3455.0,231.0,571.0,74.0,3135.0,1755.0,2114.0,2025-12-03 14:06:52.000,2.47.0,308.0,292.0,238.0,40,True,,sentry-sdk,conda-forge/sentry-sdk,,4010.0,79714217.0,1385.0,,https://pypi.org/project/sentry-sdk,2025-12-03 14:06:35.000,1385.0,79691990.0,https://anaconda.org/conda-forge/sentry-sdk,2025-12-03 19:11:36.767,1455981.0,1.0,,,,,,,,,,,,,,,,,,
29,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2025-12-09 13:53:12.000,2025-12-06 16:55:24,6667.0,196.0,1633.0,497.0,993.0,1984.0,30859.0,2025-11-05 09:08:23.000,4.4.1,126.0,212.0,142.0,39,True,,glances,conda-forge/glances,,1698.0,253296.0,1213.0,1209.0,https://pypi.org/project/glances,2025-11-03 13:57:21.000,4.0,245584.0,https://anaconda.org/conda-forge/glances,2025-04-22 14:56:20.672,454252.0,1.0,,,,,,,,,,,,,,,,,,
30,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2025-12-08 04:06:18.000,2025-02-10 20:44:26,1355.0,,902.0,198.0,419.0,471.0,13976.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,418.0,39,True,,yapf,conda-forge/yapf,,,10739754.0,108339.0,107083.0,https://pypi.org/project/yapf,2024-11-14 00:11:39.000,1256.0,10690739.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,2744876.0,2.0,,,,,,,,,,,,,,,,,,
31,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2025-12-10 15:34:49.000,2025-12-10 15:25:19,2449.0,136.0,636.0,97.0,1122.0,947.0,7979.0,2025-11-12 22:46:11.000,7.5.2,124.0,222.0,222.0,39,True,,pip-tools,conda-forge/pip-tools,,,20882402.0,39579.0,36739.0,https://pypi.org/project/pip-tools,2025-11-12 22:46:11.000,2840.0,20878229.0,https://anaconda.org/conda-forge/pip-tools,2025-11-13 01:43:55.319,279601.0,2.0,,,,,,,,,,,,,,,,,,
32,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2025-12-01 19:01:52.000,2025-12-01 19:01:51,1819.0,70.0,260.0,32.0,391.0,353.0,4422.0,2025-10-27 08:28:21.000,25.5.0,42.0,136.0,32.0,39,True,,structlog,conda-forge/structlog,,,42468085.0,29412.0,27229.0,https://pypi.org/project/structlog,2025-10-27 08:28:21.000,2183.0,42452909.0,https://anaconda.org/conda-forge/structlog,2025-10-28 14:11:51.489,895389.0,2.0,,,,,,,,,,,,,,,,,,
33,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2025-12-02 00:12:26.000,2025-12-02 00:12:24,2502.0,12.0,337.0,37.0,393.0,1585.0,3738.0,2025-06-20 19:31:34.000,7.3.0,94.0,178.0,22.0,39,True,,flake8,conda-forge/flake8,,,51577126.0,26534.0,,https://pypi.org/project/flake8,2025-06-20 19:31:34.000,26534.0,51431146.0,https://anaconda.org/conda-forge/flake8,2025-06-26 20:01:55.726,9780697.0,1.0,,,,,,,,,,,,,,,,,,
34,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2025-12-10 20:13:48.000,2025-12-10 20:13:48,9792.0,71.0,338.0,60.0,1284.0,2812.0,2332.0,2025-11-16 22:46:54.000,4.10.1,42.0,171.0,649.0,39,True,,scons,conda-forge/scons,,1990.0,925373.0,4103.0,4045.0,https://pypi.org/project/scons,2025-11-16 22:43:35.000,58.0,907585.0,https://anaconda.org/conda-forge/scons,2025-11-17 08:09:00.894,1136939.0,1.0,,,,,,,,,,,,,,,,,,
35,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2025-12-09 04:32:30.000,2025-12-09 04:32:29,1358.0,28.0,248.0,50.0,556.0,397.0,1751.0,2025-07-01 13:31:02.000,3.8.0,71.0,111.0,288.0,39,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],364.0,71936536.0,130089.0,124472.0,https://pypi.org/project/pytest-xdist,2025-07-01 13:30:56.000,5617.0,71775237.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,10483580.0,2.0,,,,,,,,,,,,,,,,,,
36,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2025-12-09 19:29:14.000,2025-12-09 19:29:14,834.0,63.0,273.0,28.0,593.0,331.0,689.0,2025-04-19 11:49:36.000,25.0,47.0,130.0,120.0,39,True,,packaging,conda-forge/packaging,,933.0,806608347.0,1811577.0,1797796.0,https://pypi.org/project/packaging,2025-04-19 11:48:57.000,13781.0,805387260.0,https://anaconda.org/conda-forge/packaging,2025-04-22 18:15:05.471,81812053.0,1.0,,,,,,,,,,,,,,,,,,
37,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2025-11-08 18:25:54.000,2025-11-08 18:25:44,990.0,18.0,755.0,137.0,279.0,904.0,23269.0,2024-12-06 11:25:42.000,0.7.3,22.0,69.0,235.0,38,True,,loguru,conda-forge/loguru,,,48636716.0,156600.0,145112.0,https://pypi.org/project/loguru,2024-12-06 11:20:54.000,11488.0,48579335.0,https://anaconda.org/conda-forge/loguru,2025-05-07 16:22:25.668,3844588.0,2.0,,,,,,,,,,,,,,,,,,
38,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2025-12-04 17:04:21.000,2025-11-13 01:18:22,8429.0,39.0,1745.0,127.0,2318.0,7173.0,15019.0,2025-10-24 22:36:50.000,1.1.407,491.0,132.0,173.0,38,True,,,,,5841.0,1521751.0,1495.0,1462.0,,,,,,,,2.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2025-10-22 17:08:49.430,33.0,1521563.0,,,,,,,
39,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2025-12-10 13:35:42.000,2025-12-06 09:47:37,14134.0,777.0,747.0,135.0,486.0,2544.0,14207.0,2025-11-29 11:32:20.000,2.8.9,369.0,201.0,177.0,38,True,,nuitka,conda-forge/nuitka,,,582030.0,156.0,,https://pypi.org/project/nuitka,2025-11-29 11:32:20.000,156.0,545820.0,https://anaconda.org/conda-forge/nuitka,2025-11-29 13:33:07.389,2426081.0,2.0,,,,,,,,,,,,,,,,,,
40,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2025-12-08 18:49:57.000,2025-11-24 10:55:54,843.0,11.0,499.0,74.0,768.0,724.0,12334.0,2025-09-30 06:35:16.000,1.8.0,66.0,168.0,160.0,38,True,,pipx,conda-forge/pipx,,742469.0,36303223.0,4690.0,4615.0,https://pypi.org/project/pipx,2025-09-30 06:35:05.000,75.0,36289753.0,https://anaconda.org/conda-forge/pipx,2025-10-26 18:37:15.671,177654.0,2.0,,,,,,,,,,,,,,,,,,
