,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
172,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2024-02-05 18:14:09.000,2023-12-09 22:44:55,325.0,2.0,23.0,5.0,74.0,46.0,110.0,2023-11-03 08:51:01.000,2.2.0,28.0,18.0,25,True,,1.0,flake8-builtins,conda-forge/flake8-builtins,['flake8'],10664.0,10139.0,https://pypi.org/project/flake8-builtins,2023-11-03 08:51:01.000,525.0,807875.0,822517.0,https://anaconda.org/conda-forge/flake8-builtins,2023-11-03 15:56:08.359,234286.0,3.0,,,,,,,,,,,,,,,,,
173,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-10-26 13:50:09.000,2022-08-08 11:25:05,700.0,,96.0,20.0,98.0,95.0,1033.0,,,,46.0,24,False,,54.0,pylama,,,6266.0,6266.0,https://pypi.org/project/pylama,,,178929.0,178929.0,,,,3.0,,,,,,,,,,,,,,,,,
174,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2024-02-05 20:44:11.000,2023-09-07 20:35:16,182.0,,42.0,5.0,108.0,27.0,526.0,,,,12.0,24,True,,30.0,interrogate,,,5881.0,5881.0,https://pypi.org/project/interrogate,,,82427.0,82427.0,,,,3.0,,,,,,,,,,,,,,,,,
175,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-10-02 21:31:31.000,2022-01-27 10:32:34,98.0,,26.0,8.0,23.0,22.0,359.0,2019-10-13 14:06:01.000,0.6.0,11.0,9.0,24,False,,19.0,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],2352.0,2352.0,https://pypi.org/project/pytest-lazy-fixture,,,509392.0,516429.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,577101.0,3.0,,,,,,,,,,,,,,,,,
176,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2024-02-12 21:52:42.000,2023-11-13 19:51:32,136.0,,22.0,8.0,56.0,14.0,224.0,2023-10-03 12:20:54.000,1.5.0,11.0,11.0,24,True,,6.0,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1739.0,1603.0,https://pypi.org/project/pytest-datadir,2023-10-03 12:20:51.000,136.0,322387.0,337311.0,https://anaconda.org/conda-forge/pytest-datadir,2023-10-03 20:24:49.695,238773.0,3.0,4.0,,,,,,,,,,,,,,,,
177,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2023-06-16 19:23:18.580,2022-03-07 18:48:36,240.0,,33.0,3.0,45.0,80.0,49.0,2022-03-07 18:50:03.302,0.16.1,26.0,23.0,24,False,,21.0,pytkdocs,conda-forge/pytkdocs,,1382.0,1371.0,https://pypi.org/project/pytkdocs,2022-03-07 18:50:03.302,11.0,83428.0,85927.0,https://anaconda.org/conda-forge/pytkdocs,2023-06-16 19:23:18.580,99993.0,3.0,,,,,,,,,,,,,,,,,
178,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,170.0,71.0,32.0,57.0,3938.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,23,False,,29.0,vprof,,,132.0,116.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,16.0,3287.0,3287.0,,,,3.0,,,,,,,,,,,,,,,,,
179,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2024-02-14 22:11:32.000,2024-02-05 17:27:48,211.0,4.0,90.0,28.0,123.0,77.0,1667.0,2024-02-05 17:55:09.000,1.0.5,20.0,41.0,23,True,,43.0,shiv,,,,,https://pypi.org/project/shiv,,,28025.0,28037.0,,,,3.0,661.0,,,,,,,,,,,,,,,,
180,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2024-01-26 19:10:51.000,2024-01-26 19:10:51,133.0,1.0,46.0,11.0,98.0,39.0,916.0,2023-09-03 16:53:31.000,0.12.2,18.0,13.0,23,True,,13.0,python-devtools,conda-forge/python-devtools,,3856.0,3856.0,https://pypi.org/project/python-devtools,,,767.0,1387.0,https://anaconda.org/conda-forge/python-devtools,2023-09-06 00:26:02.432,21084.0,3.0,,,,,,,,,,,,,,,,,
181,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,74.0,28.0,106.0,48.0,681.0,2019-03-17 19:03:54.000,0.9.2,6.0,34.0,23,False,,68.0,redbaron,,,633.0,633.0,https://pypi.org/project/redbaron,,,34409.0,34409.0,,,,2.0,,,,,,,,,,,,,,,,,
182,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2023-08-30 11:53:48.000,2022-11-03 10:04:57,807.0,,77.0,23.0,116.0,58.0,541.0,2019-05-28 06:37:19.000,1.7.0,12.0,62.0,23,False,,56.0,pytest-virtualenv,conda-forge/pytest-shutil,,78.0,,https://pypi.org/project/pytest-virtualenv,2019-05-28 06:37:19.000,78.0,19812.0,20775.0,https://anaconda.org/conda-forge/pytest-shutil,2023-06-16 16:13:53.097,64547.0,3.0,,,,,,,,,,,,,,,,,
183,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,,2016-02-12 06:52:50.000,2024-02-07 03:09:15.000,2024-02-07 03:09:14,1151.0,15.0,158.0,33.0,418.0,307.0,433.0,2024-01-12 10:34:10.000,3.6.0,24.0,70.0,23,False,,27.0,,constructor,,17.0,17.0,,,,,107.0,https://anaconda.org/anaconda/constructor,2024-02-01 20:23:48.358,9860.0,3.0,276.0,,,,,,,,,,,,,,,,
184,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2023-11-07 20:23:38.000,2023-08-12 17:19:26,116.0,,21.0,6.0,17.0,28.0,230.0,2023-08-12 17:24:35.000,0.9.1,22.0,10.0,23,True,,8.0,xenon,conda-forge/xenon,,1277.0,1189.0,https://pypi.org/project/xenon,2023-08-12 17:24:35.000,88.0,170697.0,170988.0,https://anaconda.org/conda-forge/xenon,2023-06-16 13:23:09.938,22148.0,3.0,,,,,,,,,,,,,,,,,
185,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396,2023-06-12 09:19:41,183.0,,23.0,5.0,25.0,16.0,193.0,2023-06-09 06:29:34.000,2.3.0,4.0,13.0,23,False,PyCQA/eradicate,7.0,eradicate,conda-forge/eradicate,,15225.0,15225.0,https://pypi.org/project/eradicate,,,725858.0,726166.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,10502.0,2.0,,,,,,,,,,,,,,,,,
186,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-11-06 14:59:15.000,2023-11-06 14:59:10,539.0,,39.0,10.0,58.0,61.0,165.0,2023-07-16 18:33:22.000,0.9.31,32.0,24.0,23,True,,4.0,asteval,conda-forge/asteval,,183.0,,https://pypi.org/project/asteval,2023-07-16 18:25:02.803,183.0,330647.0,340552.0,https://anaconda.org/conda-forge/asteval,2023-07-16 20:56:29.139,356584.0,3.0,,,,,,,,,,,,,,,,,
187,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2024-02-12 09:58:28.000,2024-02-12 09:58:27,506.0,3.0,380.0,74.0,136.0,230.0,5916.0,2023-07-30 13:52:49.000,1.2.2,10.0,61.0,22,True,,106.0,,,,21.0,21.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
188,xxh,xxh/xxh,shell,"Bring your favorite shell wherever you go through the ssh. Xonsh shell, fish, zsh, osquery and so on.",,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2023-11-05 13:14:04.000,2023-11-05 13:14:04,772.0,,100.0,43.0,58.0,62.0,4843.0,2022-09-29 10:20:01.217,0.8.12,89.0,26.0,22,True,,23.0,xxh-xxh,,,82.0,82.0,https://pypi.org/project/xxh-xxh,2022-09-29 10:20:01.217,,482.0,527.0,,,,3.0,2183.0,,,,,,,,,,,,,,,,
189,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,,2018-02-28 04:47:03.000,2024-02-13 21:41:10.363,2022-02-16 05:16:40,168.0,,373.0,77.0,41.0,38.0,4054.0,2018-12-04 10:11:53.000,2.0.0,58.0,16.0,22,False,,14.0,rebound,conda-forge/rebound,,25.0,25.0,https://pypi.org/project/rebound,,,16637.0,23972.0,https://anaconda.org/conda-forge/rebound,2024-02-13 21:41:10.363,329942.0,3.0,236.0,,,,,,,,,,,,,,,,
190,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,231.0,68.0,116.0,78.0,2160.0,2018-11-01 16:02:57.000,0.42,1.0,22.0,22,False,,24.0,python-taint,,,96.0,96.0,https://pypi.org/project/python-taint,,,2924.0,2925.0,,,,3.0,117.0,,,,,,,,,,,,,,,,
191,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2023-06-12 20:15:00.000,2019-12-20 19:59:49,222.0,,138.0,16.0,66.0,28.0,839.0,2018-07-25 01:35:11.000,0.6.0,4.0,36.0,22,False,,30.0,pycco,,,325.0,325.0,https://pypi.org/project/pycco,,,2868.0,2868.0,,,,3.0,,,,,,,,,,,,,,,,,
192,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-09-30 00:54:39.787,2023-04-26 09:11:54,1074.0,,43.0,14.0,21.0,54.0,772.0,2023-04-26 10:15:04.184,3.6.1,53.0,9.0,22,True,,42.0,hunter,conda-forge/hunter,,193.0,168.0,https://pypi.org/project/hunter,2023-04-26 10:15:04.184,25.0,10454.0,12306.0,https://anaconda.org/conda-forge/hunter,2023-09-30 00:54:39.787,57441.0,3.0,,,,,,,,,,,,,,,,,
193,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,,2019-03-11 13:16:35.000,2023-10-08 20:35:10.000,2023-10-08 14:56:10,1090.0,,88.0,21.0,35.0,142.0,710.0,2023-10-07 21:15:17.000,0.13.0.1,18.0,20.0,22,False,,14.0,py2exe,,,1944.0,1944.0,https://pypi.org/project/py2exe,,,18928.0,19200.0,,,,3.0,16106.0,,,,,,,,,,,,,,,,
194,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2024-02-02 09:18:18.000,2024-02-02 09:17:41,87.0,14.0,62.0,9.0,63.0,37.0,379.0,2024-02-02 09:18:18.000,3.1.1,18.0,23.0,22,True,,8.0,pytest-docker,,['pytest'],,,https://pypi.org/project/pytest-docker,,,173206.0,173208.0,,,,3.0,132.0,,,,,,,,,,,,,,,,
195,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2023-12-18 17:23:41.000,2023-12-18 17:23:36,498.0,6.0,23.0,10.0,44.0,15.0,361.0,2021-04-08 20:14:54.000,1.8.0,23.0,11.0,22,True,,7.0,manhole,conda-forge/manhole,,311.0,274.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,37.0,18697.0,19316.0,https://anaconda.org/conda-forge/manhole,2023-06-16 19:26:54.777,19206.0,3.0,,,,,,,,,,,,,,,,,
196,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-06-08 09:34:08.000,2021-10-14 20:29:54,188.0,,70.0,10.0,50.0,44.0,287.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,22,False,,77.0,mkdocs-with-pdf,,['mkdocs'],472.0,469.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000,3.0,32592.0,32592.0,,,,3.0,,,,,,,,,,,,,,,,,
197,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,50.0,15.0,100.0,30.0,284.0,2019-02-25 23:55:38.000,0.8,12.0,33.0,22,False,,44.0,baron,,,346.0,346.0,https://pypi.org/project/baron,,,34555.0,34555.0,,,,3.0,,,,,,,,,,,,,,,,,
198,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2024-01-06 20:21:38.000,2023-12-01 19:07:59,597.0,3.0,36.0,7.0,27.0,46.0,174.0,,,5.0,10.0,22,True,,28.0,releases,conda-forge/sphinx-releases,['sphinx'],619.0,619.0,https://pypi.org/project/releases,,,11452.0,12178.0,https://anaconda.org/conda-forge/sphinx-releases,2023-06-16 16:08:54.259,50140.0,3.0,,,,,,,,,,,,,,,,,
199,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2024-02-06 00:05:47.000,2024-01-16 13:20:10,156.0,1.0,35.0,8.0,39.0,27.0,168.0,2021-07-27 09:00:22.000,0.4.8,13.0,11.0,22,True,,1.0,lazydocs,,,202.0,202.0,https://pypi.org/project/lazydocs,,,9686.0,9686.0,,,,3.0,,,,,,,,,,,,,,,,,
200,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000,2023-01-05 00:12:47,102.0,,197.0,70.0,56.0,46.0,4514.0,2018-01-16 16:25:41.000,0.2.1,2.0,17.0,21,False,,27.0,better-exceptions,,,,,https://pypi.org/project/better-exceptions,,,133679.0,133679.0,,,,3.0,,,,,,,,,,,,,,,,,
201,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,,2017-07-11 00:19:00.000,2024-02-06 19:06:53.000,2024-02-06 19:06:50,340.0,5.0,165.0,54.0,144.0,138.0,4477.0,,,16.0,49.0,21,False,,43.0,monkeytype,conda-forge/monkeytype,,,,https://pypi.org/project/monkeytype,,,108627.0,109407.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,57010.0,3.0,,,,,,,,,,,,,,,,,
202,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,,2011-10-14 11:56:14.000,2023-10-23 14:35:37.000,2023-10-23 14:35:37,718.0,,349.0,80.0,162.0,116.0,4142.0,,,12.0,103.0,21,False,,119.0,memory_profiler,conda-forge/memory_profiler,,,,https://pypi.org/project/memory_profiler,,,1216539.0,1220870.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,402793.0,3.0,,,,,,,,,,,,,,,,,
203,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,2020-08-24 01:31:58,433.0,,121.0,74.0,25.0,20.0,2962.0,2017-06-28 06:10:16.000,0.1.3,5.0,18.0,21,False,,17.0,profiling,,,75.0,69.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133,6.0,1371.0,1371.0,,,,3.0,,,,,,,,,,,,,,,,,
204,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,182.0,71.0,170.0,128.0,1755.0,2017-07-24 08:26:03.000,2.5.0,13.0,56.0,21,False,,67.0,sixpack,,,11.0,11.0,https://pypi.org/project/sixpack,,,81.0,81.0,,,,3.0,,,,,,,,,,,,,,,,,
205,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2023-12-28 22:35:49.000,2023-12-28 22:31:34,105.0,3.0,55.0,44.0,24.0,25.0,1573.0,2020-12-02 20:41:20.000,20.12.2,3.0,44.0,21,True,,8.0,xar,,,28.0,28.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,289.0,289.0,,,,3.0,,,,,,,,,,,,,,,,,
206,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-09-26 20:28:23.000,2023-01-20 18:08:14,186.0,,89.0,38.0,76.0,34.0,1506.0,,,5.0,27.0,21,False,,38.0,bowler,conda-forge/bowler,,,,https://pypi.org/project/bowler,,,69509.0,69796.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,18117.0,3.0,,,,,,,,,,,,,,,,,
207,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,46.0,24.0,55.0,73.0,1302.0,2021-07-02 13:10:00.000,0.3.1,26.0,28.0,21,False,,63.0,pyflow,,,42.0,42.0,https://pypi.org/project/pyflow,,,201.0,324.0,,,,3.0,6653.0,,,,,,,,,,,,,,,,
208,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2023-12-12 06:18:06.000,2022-12-22 13:48:56,431.0,,32.0,22.0,17.0,29.0,1165.0,,,4.0,22.0,21,False,,23.0,snoop,conda-forge/snoop,,,,https://pypi.org/project/snoop,,,58217.0,58393.0,https://anaconda.org/conda-forge/snoop,2023-06-16 19:27:40.699,4940.0,3.0,,,,,,,,,,,,,,,,,
209,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-11-15 19:49:03.000,2022-07-24 14:45:54,478.0,,83.0,10.0,61.0,53.0,1128.0,,,5.0,29.0,21,False,,47.0,pympler,conda-forge/pympler,,,,https://pypi.org/project/pympler,,,1114908.0,1119704.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,398078.0,3.0,,,,,,,,,,,,,,,,,
210,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,,2012-03-25 21:47:18.000,2024-01-29 16:09:18.000,2022-11-08 15:07:52,1711.0,,166.0,54.0,280.0,233.0,566.0,,,5.0,93.0,21,False,,131.0,zc.buildout,conda-forge/zc.buildout,,,,https://pypi.org/project/zc.buildout,,,39020.0,40136.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,32365.0,3.0,,,,,,,,,,-7.0,,,,,,,
211,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2023-07-28 19:56:59.000,2021-10-05 01:31:10,72.0,,43.0,19.0,32.0,46.0,304.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,21,False,,42.0,mkdocs-pdf-export-plugin,,['mkdocs'],667.0,661.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,6.0,21963.0,21963.0,,,,3.0,,,,,,,,,,,,,,,,,
212,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2024-02-06 18:09:33.000,2024-01-30 18:18:50,869.0,13.0,11.0,8.0,107.0,28.0,201.0,2024-01-30 18:19:27.000,1.1.3,13.0,9.0,21,True,,18.0,xdoctest,conda-forge/xdoctest,,,,https://pypi.org/project/xdoctest,,,206643.0,211462.0,https://anaconda.org/conda-forge/xdoctest,2024-01-30 21:36:58.038,202434.0,3.0,,,,,,,,,,,,,,,,,conda-forge/xdoctest
213,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-08-11 17:41:30.000,2023-08-11 15:07:51,233.0,,18.0,6.0,83.0,41.0,165.0,2023-08-11 15:10:29.000,2023.8.2,10.0,14.0,21,True,,11.0,pandas-vet,conda-forge/pandas-vet,['flake8'],443.0,425.0,https://pypi.org/project/pandas-vet,2023-08-11 15:09:04.000,18.0,47845.0,48569.0,https://anaconda.org/conda-forge/pandas-vet,2023-08-11 17:40:05.281,17372.0,3.0,73.0,,,,,,,,,,,,,,,,
214,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2024-02-10 14:22:55.000,2024-02-10 14:22:53,878.0,50.0,19.0,8.0,26.0,67.0,121.0,2024-02-10 14:29:57.000,12.6.1,47.0,23.0,21,True,,5.0,pip-run,,,,,https://pypi.org/project/pip-run,,,8114.0,8114.0,,,,3.0,,,,,,,,,,,,,,,,,
215,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2023-09-13 06:38:29.000,2022-08-29 13:45:55,70.0,,27.0,5.0,18.0,17.0,110.0,2022-08-29 14:28:51.025,4.1.1,13.0,12.0,21,False,,11.0,flake8-bandit,,['flake8'],196.0,,https://pypi.org/project/flake8-bandit,2022-08-29 14:28:51.025,196.0,448534.0,448534.0,,,,3.0,,,,,,,,,,,,,,,,,
216,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2024-01-23 20:29:47.000,2024-01-23 20:29:17,235.0,6.0,16.0,4.0,12.0,72.0,108.0,2023-08-28 07:29:57.000,2.3.6,41.0,6.0,21,True,,14.0,mkdocs-print-site-plugin,,['mkdocs'],285.0,279.0,https://pypi.org/project/mkdocs-print-site-plugin,2023-08-28 07:29:57.000,6.0,21114.0,21114.0,,,,3.0,,,,,,,,,,,,,,,,,
217,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-10-08 18:16:39.000,2023-10-08 18:16:39,353.0,,202.0,57.0,44.0,16.0,2749.0,,,,24.0,20,True,,41.0,pyrasite,,,56.0,56.0,https://pypi.org/project/pyrasite,,,7066.0,7066.0,,,,3.0,,,,,,,,,,,,,,,,,
218,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-09-19 11:00:56.000,2023-01-03 00:40:56,266.0,,73.0,17.0,43.0,32.0,856.0,,,,20.0,20,False,,31.0,portray,,,820.0,820.0,https://pypi.org/project/portray,,,8313.0,8313.0,,,,3.0,,,,,,,,,,,,,,,,,
