,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
102,doit,https://github.com/pydoit/doit,,task management & automation tool.,build-tools,26,True,pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2021-03-04 18:05:57.000,2021-03-04 18:05:49.000,116.0,187.0,968.0,2020-09-04 06:38:01.000,0.33.1,43.0,51.0,conda-forge/doit,doit,65.0,1347.0,1129.0,663.0,https://pypi.org/project/doit,2020-09-04 06:38:01.000,466.0,39931.0,41084.0,https://anaconda.org/conda-forge/doit,2020-10-11 16:47:23.103,44998.0,3.0,,,,,,,,,,,
103,pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,,py.test fixture for benchmarking code.,testing,26,True,ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2021-03-11 14:23:18.000,2021-03-03 07:24:35.000,71.0,75.0,726.0,2020-01-10 10:25:10.000,3.2.3,39.0,30.0,conda-forge/pytest-benchmark,pytest-benchmark,67.0,957.0,2339.0,1609.0,https://pypi.org/project/pytest-benchmark,2020-01-10 10:25:10.000,730.0,124079.0,131071.0,https://anaconda.org/conda-forge/pytest-benchmark,2020-03-24 11:45:49.727,419547.0,3.0,['pytest'],,,,,,,,,,
104,pytest-sugar,https://github.com/Teemu/pytest-sugar,,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",testing,26,True,Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2020-10-24 19:01:48.000,2020-10-24 18:04:51.000,50.0,68.0,686.0,2020-07-06 18:40:33.000,0.9.4,25.0,38.0,conda-forge/pytest-sugar,pytest-sugar,35.0,344.0,11483.0,6903.0,https://pypi.org/project/pytest-sugar,2020-07-06 18:40:33.000,4580.0,201030.0,203148.0,https://anaconda.org/conda-forge/pytest-sugar,2020-09-18 13:41:24.029,91087.0,3.0,['pytest'],,,,,,,,,,
105,progressbar2,https://github.com/WoLpH/python-progressbar,,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,logging,26,True,WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2020-09-09 14:31:33.844,2020-09-09 13:26:11.000,90.0,175.0,681.0,2020-09-09 13:36:59.000,3.53.1,94.0,38.0,conda-forge/progressbar2,progressbar2,8.0,867.0,10247.0,8051.0,https://pypi.org/project/progressbar2,2020-09-09 13:28:47.000,2196.0,402568.0,407126.0,https://anaconda.org/conda-forge/progressbar2,2020-09-09 14:31:33.844,239710.0,3.0,,1567.0,,,,,,,,,
106,Yappi,https://github.com/sumerc/yappi,,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",profiling,26,True,sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2020-12-23 06:06:36.000,2020-12-09 16:11:46.000,40.0,30.0,593.0,2020-11-27 15:28:40.000,1.3.2,17.0,21.0,conda-forge/yappi,yappi,10.0,635.0,1014.0,374.0,https://pypi.org/project/yappi,2020-11-27 15:28:40.000,640.0,74715.0,76180.0,https://anaconda.org/conda-forge/yappi,2020-11-28 16:22:51.992,65929.0,2.0,,,,,,,,,,,
107,sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,,Sphinx Bootstrap Theme.,documentation,26,False,ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2021-01-13 12:56:13.000,2019-09-25 19:17:09.000,203.0,78.0,575.0,2019-03-29 17:57:28.000,0.7.1,56.0,37.0,,sphinx-bootstrap-theme,57.0,393.0,2906.0,1930.0,https://pypi.org/project/sphinx-bootstrap-theme,2019-03-29 17:57:28.000,976.0,19318.0,19318.0,,,,2.0,['sphinx'],,,,,,,,,,
108,python-coloredlogs,https://github.com/xolox/python-coloredlogs,,Colored terminal output for Python's logging module.,logging,26,True,xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2020-12-10 13:10:51.000,2020-12-10 13:09:55.000,35.0,49.0,406.0,2018-04-29 22:06:15.000,9.3.1,62.0,16.0,,coloredlogs,20.0,271.0,9054.0,6958.0,https://pypi.org/project/coloredlogs,2020-12-10 13:10:51.000,2096.0,543527.0,543527.0,,,,3.0,,,,,,,,,,,
109,pep8-naming,https://github.com/PyCQA/pep8-naming,,Naming Convention checker for Python.,linters,26,False,PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2021-02-14 21:34:48.000,2021-01-05 19:26:21.000,47.0,61.0,284.0,2020-06-16 23:48:52.000,0.11.1,21.0,26.0,conda-forge/pep8-naming,pep8-naming,10.0,210.0,8901.0,5873.0,https://pypi.org/project/pep8-naming,2020-06-16 23:48:52.000,3028.0,307032.0,309979.0,https://anaconda.org/conda-forge/pep8-naming,2020-07-01 03:49:33.929,179805.0,2.0,,,,,,,,,,,
110,astunparse,https://github.com/simonpercivall/astunparse,,An AST unparser for Python.,ast,26,False,simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2021-01-15 07:40:29.426,2019-12-22 18:11:19.000,36.0,21.0,157.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,conda-forge/astunparse,astunparse,14.0,86.0,14459.0,14277.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,182.0,1615062.0,1618353.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426,148139.0,3.0,,,,,,,,,,,
111,gast,https://github.com/serge-sans-paille/gast,,Python AST that abstracts the underlying Python version.,ast,26,True,serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2021-01-20 06:24:52.000,2020-11-26 20:24:53.000,22.0,21.0,103.0,2020-08-07 21:45:21.000,0.4.0,16.0,10.0,conda-forge/gast,gast,4.0,80.0,52866.0,49478.0,https://pypi.org/project/gast,2020-08-07 21:45:21.000,3388.0,2929764.0,2959589.0,https://anaconda.org/conda-forge/gast,2020-08-07 22:36:47.303,1014053.0,3.0,,,,,,,,,,,
112,playwright-python,https://github.com/microsoft/playwright-python,,Python version of the Playwright testing and automation library.,testing,25,True,microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2021-03-11 08:26:50.000,2021-03-10 21:48:04.000,346.0,234.0,4221.0,2021-03-10 21:12:55.000,1.9.2,49.0,14.0,,playwright,35.0,292.0,123.0,123.0,https://pypi.org/project/playwright,2021-03-10 21:12:55.000,0.0,11534.0,11534.0,,,,3.0,,,,,,,,,,,
113,line_profiler,https://github.com/pyutils/line_profiler,,Line-by-line profiling for Python.,profiling,25,True,pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2021-01-25 15:17:17.000,2021-01-25 15:09:39.000,245.0,7.0,3491.0,2020-01-12 22:11:51.000,3.0.2,8.0,20.0,conda-forge/line_profiler,line_profiler,22.0,140.0,692.0,,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000,692.0,165911.0,168641.0,https://anaconda.org/conda-forge/line_profiler,2021-01-14 12:02:28.721,158357.0,3.0,,,,,,,,,,,
114,pdbpp,https://github.com/pdbpp/pdbpp,,"pdb++, a drop-in replacement for pdb (the Python debugger).",debugging,25,True,pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2020-12-30 21:40:44.000,2020-11-22 13:22:19.000,38.0,105.0,685.0,2019-10-04 12:04:09.000,0.10.2,25.0,39.0,conda-forge/pdbpp,pdbpp,51.0,682.0,2964.0,1936.0,https://pypi.org/project/pdbpp,2019-10-04 12:04:09.000,1028.0,79937.0,81147.0,https://anaconda.org/conda-forge/pdbpp,2019-05-07 20:32:36.208,52046.0,2.0,,,,,,,,,,,
115,typeguard,https://github.com/agronholm/typeguard,,Run-time type checker for Python.,debugging,25,True,agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2021-02-17 00:33:38.677,2021-02-16 19:55:56.000,55.0,110.0,599.0,2021-02-16 20:04:08.000,2.11.1,39.0,16.0,conda-forge/typeguard,typeguard,32.0,232.0,158.0,,https://pypi.org/project/typeguard,2021-02-16 20:04:08.000,158.0,512717.0,513898.0,https://anaconda.org/conda-forge/typeguard,2021-02-17 00:33:38.677,30717.0,2.0,,,,,,,,,,,
116,asv,https://github.com/airspeed-velocity/asv,,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,testing,25,True,airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2021-02-16 18:17:19.627,2020-12-22 14:28:12.000,122.0,300.0,569.0,2020-05-16 12:35:26.000,0.4.2,16.0,53.0,conda-forge/asv,asv,102.0,1887.0,223.0,135.0,https://pypi.org/project/asv,2020-05-16 12:33:41.000,88.0,5971.0,12672.0,https://anaconda.org/conda-forge/asv,2021-02-16 18:17:19.627,335099.0,3.0,,,,,,,,,,,
117,pytest-watch,https://github.com/joeyespo/pytest-watch,,Local continuous test runner with pytest and watchdog.,testing,25,False,joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2021-01-29 17:57:16.000,2019-06-15 20:36:43.000,49.0,40.0,553.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,conda-forge/pytest-watch,pytest-watch,30.0,183.0,2797.0,2015.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,782.0,73655.0,74578.0,https://anaconda.org/conda-forge/pytest-watch,2021-01-18 20:02:36.906,35107.0,3.0,['pytest'],,,,,,,,,,
118,PyHamcrest,https://github.com/hamcrest/PyHamcrest,,Hamcrest matchers for Python.,testing,25,True,hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000,2021-03-11 08:31:35.000,2021-03-08 10:35:21.000,79.0,47.0,537.0,2020-03-02 14:42:32.000,2.0.2,22.0,34.0,conda-forge/pyhamcrest,pyhamcrest,10.0,,3392.0,,https://pypi.org/project/pyhamcrest,2020-03-02 14:42:32.000,3392.0,771620.0,777387.0,https://anaconda.org/conda-forge/pyhamcrest,2020-03-02 15:36:14.195,334543.0,3.0,,,-2.0,,,,,,,,
119,autoflake,https://github.com/myint/autoflake,,Removes unused imports and unused variables as reported by pyflakes.,refactoring,25,True,myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000,2021-03-05 19:05:51.000,2020-12-27 17:36:40.000,40.0,32.0,360.0,2019-08-04 15:14:24.000,1.3.1,36.0,17.0,conda-forge/autoflake,autoflake,23.0,439.0,2533.0,1953.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000,580.0,211693.0,215182.0,https://anaconda.org/conda-forge/autoflake,2019-04-25 16:08:45.978,80247.0,2.0,,,,,,,,,,,
120,flake8-import-order,https://github.com/PyCQA/flake8-import-order,,Flake8 plugin that checks import order against various Python Style Guides.,linters,25,True,PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2021-02-14 00:00:42.000,2020-08-04 12:21:12.000,61.0,83.0,233.0,2019-03-04 08:39:11.000,0.18.1,34.0,40.0,conda-forge/flake8-import-order,flake8-import-order,11.0,274.0,1892.0,,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000,1892.0,159374.0,162904.0,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199,183595.0,2.0,['flake8'],,,,,,,,,,
121,check-manifest,https://github.com/mgedmin/check-manifest,,Tool to check the completeness of MANIFEST.in for Python packages.,linters,25,True,mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2021-01-27 10:20:48.000,2021-01-27 10:19:52.000,29.0,70.0,222.0,,,40.0,18.0,conda-forge/check-manifest,check-manifest,14.0,517.0,6301.0,4497.0,https://pypi.org/project/check-manifest,2021-01-04 14:37:14.000,1804.0,92296.0,93117.0,https://anaconda.org/conda-forge/check-manifest,2021-01-04 16:36:49.618,22183.0,2.0,,,,,,,,,,,
122,pytest-mypy,https://github.com/dbader/pytest-mypy,,Mypy static type checker plugin for Pytest.,testing,25,True,dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000,2020-11-24 14:50:18.057,2020-11-13 23:44:03.000,31.0,33.0,186.0,2020-11-14 01:36:41.000,0.8.0,16.0,15.0,conda-forge/pytest-mypy,pytest-mypy,9.0,202.0,1221.0,955.0,https://pypi.org/project/pytest-mypy,2020-11-14 01:36:41.000,266.0,119156.0,119727.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,7429.0,3.0,['pytest'],,,,,,,,,,
123,better-exceptions,https://github.com/Qix-/better-exceptions,,"Pretty and useful exceptions in Python, automatically.",logging,24,True,Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2021-01-29 16:48:55.000,2021-01-29 16:48:11.000,192.0,40.0,3882.0,2021-01-29 16:48:55.000,0.3.3,16.0,14.0,,better-exceptions,29.0,97.0,74.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000,74.0,17124.0,17124.0,,,,3.0,,,,,,,,,,,
124,notifiers,https://github.com/liiight/notifiers,,The easy way to send notifications.,logging,24,True,liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2021-03-01 16:36:45.000,2020-12-30 22:21:45.000,69.0,52.0,1805.0,2019-10-05 13:00:41.000,1.2.1,26.0,14.0,,notifiers,35.0,377.0,119.0,113.0,https://pypi.org/project/notifiers,2019-10-05 13:00:41.000,6.0,134558.0,134558.0,,,,3.0,,,,,,,,,,,
125,uiautomator,https://github.com/xiaocong/uiautomator,,Python wrapper of Android uiautomator test tool.,testing,24,True,xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2020-12-29 05:34:09.000,2020-11-16 01:36:32.000,571.0,114.0,1650.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,,uiautomator,165.0,316.0,302.0,180.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,122.0,3924.0,3924.0,,,,3.0,,,,,,,,,,,
126,mamba,https://github.com/mamba-org/mamba,,The Fast Cross-Platform Package Manager.,dependency-managers,24,True,mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2021-03-11 14:07:45.933,2021-03-11 10:31:26.000,73.0,261.0,1261.0,,,60.0,41.0,conda-forge/mamba,,123.0,1044.0,305.0,305.0,,,,,22442.0,https://anaconda.org/conda-forge/mamba,2021-03-11 14:07:45.933,538612.0,3.0,,,,,,,,,,,
127,stackprinter,https://github.com/cknd/stackprinter,,Debugging-friendly exceptions for Python.,logging,24,True,cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2021-01-02 06:03:14.000,2021-01-01 18:48:26.000,31.0,12.0,1130.0,2020-10-31 13:10:42.000,0.2.5,14.0,6.0,,stackprinter,9.0,159.0,52.0,48.0,https://pypi.org/project/stackprinter,2020-10-31 13:06:59.000,4.0,29302.0,29302.0,,,,3.0,,,,,,,,,,,
128,pylama,https://github.com/klen/pylama,,Code audit tool for python.,linters,24,False,klen/pylama,https://github.com/klen/pylama,LGPL-3.0,2012-08-17 10:10:10.000,2021-02-03 20:47:36.000,2019-04-10 18:20:19.000,77.0,53.0,768.0,2019-04-10 18:20:47.000,7.7.1,99.0,41.0,,pylama,72.0,689.0,3256.0,2252.0,https://pypi.org/project/pylama,2019-04-10 18:20:47.000,1004.0,51204.0,51204.0,,,,3.0,,,,,,,,,,,
129,pympler,https://github.com/pympler/pympler,,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",profiling,24,True,pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2020-12-22 22:15:18.000,2020-10-15 19:16:49.000,67.0,46.0,741.0,2016-03-31 11:48:42.000,0.4.3,15.0,26.0,conda-forge/pympler,pympler,32.0,443.0,478.0,,https://pypi.org/project/pympler,2020-10-14 20:27:50.000,478.0,110615.0,114019.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935,163416.0,3.0,,,,,,,,,,,
130,green,https://github.com/CleanCut/green,,"Green is a clean, colorful, fast python test runner.",testing,24,True,CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2020-12-14 17:20:18.000,2020-12-14 17:20:18.000,73.0,159.0,691.0,2020-11-23 18:43:18.000,3.2.5,139.0,37.0,conda-forge/green,green,12.0,1036.0,921.0,563.0,https://pypi.org/project/green,2020-11-23 18:43:18.000,358.0,5262.0,6901.0,https://anaconda.org/conda-forge/green,2020-11-12 18:09:27.157,68847.0,3.0,,,,,,,,,,,
131,nox,https://github.com/theacodes/nox,,Flexible test automation for Python.,testing,24,True,theacodes/nox,https://github.com/theacodes/nox,Apache-2.0,2016-02-24 04:02:58.000,2021-03-11 08:31:20.000,2021-03-11 08:24:41.000,86.0,161.0,504.0,2021-01-01 01:16:23.000,2020.12.31,18.0,54.0,conda-forge/nox,nox,50.0,,532.0,476.0,https://pypi.org/project/nox,2021-01-01 01:16:23.000,56.0,96658.0,97355.0,https://anaconda.org/conda-forge/nox,2021-01-06 20:13:32.270,20238.0,3.0,['pytest'],,,,,,,,,,
132,Mamba Test Runner,https://github.com/nestorsalceda/mamba,,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,testing,24,True,nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2021-02-11 15:40:58.000,2020-11-16 12:31:58.000,61.0,52.0,460.0,2020-11-16 12:36:24.000,0.11.2,21.0,22.0,,mamba,45.0,468.0,220.0,,https://pypi.org/project/mamba,2020-11-16 12:35:41.000,220.0,7189.0,7189.0,,,,3.0,,,,,,,,,,,
133,paver,https://github.com/paver/paver,,Python-based project scripting.,build-tools,24,True,paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2020-12-29 19:27:26.000,2020-12-29 19:24:52.000,76.0,90.0,439.0,2017-12-31 01:13:41.000,1.3.4,28.0,44.0,conda-forge/paver,paver,36.0,525.0,1908.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,1908.0,32631.0,33023.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122,20385.0,3.0,,,,,,,,,,,
134,mypy-protobuf,https://github.com/dropbox/mypy-protobuf,,open source tools to generate mypy stubs from protobufs.,linters,24,True,dropbox/mypy-protobuf,https://github.com/dropbox/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2021-02-25 22:40:31.000,2021-02-25 22:40:31.000,51.0,59.0,336.0,,,29.0,27.0,,mypy-protobuf,9.0,252.0,220.0,196.0,https://pypi.org/project/mypy-protobuf,2021-02-04 23:42:23.000,24.0,348730.0,348730.0,,,,3.0,,,,,,,,,,,
135,sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,documentation,24,True,executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2021-02-06 10:28:27.000,2021-02-06 10:28:27.000,48.0,44.0,309.0,2020-08-31 12:10:14.000,2020.9.1,14.0,17.0,conda-forge/sphinx-autobuild,sphinx-autobuild,10.0,,4682.0,,https://pypi.org/project/sphinx-autobuild,2020-08-31 12:10:14.000,4682.0,68425.0,69334.0,https://anaconda.org/conda-forge/sphinx-autobuild,2020-12-16 17:57:16.464,42747.0,2.0,['sphinx'],,,,,,,,,,
136,darglint,https://github.com/terrencepreilly/darglint,,A python documentation linter which checks that the docstring description matches the definition.,linters,24,True,terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2021-03-04 04:30:43.000,2021-02-22 05:33:05.000,24.0,86.0,284.0,2021-01-30 20:56:42.000,1.6.0,47.0,20.0,conda-forge/darglint,darglint,35.0,474.0,331.0,311.0,https://pypi.org/project/darglint,2021-02-22 05:24:56.000,20.0,52746.0,53241.0,https://anaconda.org/conda-forge/darglint,2021-02-22 07:20:19.625,8911.0,3.0,,,,,,,,,,,
137,py2exe,https://github.com/py2exe/py2exe,,A distutils extension to create standalone Windows programs from Python code.,packaging,24,True,py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2021-03-08 16:12:12.000,2021-02-28 17:51:38.000,30.0,55.0,184.0,2021-02-21 20:38:03.000,0.10.2.1,7.0,13.0,,py2exe,5.0,932.0,1390.0,1044.0,https://pypi.org/project/py2exe,2021-02-21 20:39:38.000,346.0,13972.0,14307.0,,,,2.0,,8054.0,,,,,,,,,
138,flake8-quotes,https://github.com/zheller/flake8-quotes,,Flake8 extension for checking quotes in python.,linters,24,True,zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2020-06-06 07:55:44.000,2020-05-12 23:46:18.000,32.0,39.0,123.0,2020-05-12 23:46:28.000,3.2.0,37.0,28.0,conda-forge/flake8-quotes,flake8-quotes,3.0,99.0,4262.0,2858.0,https://pypi.org/project/flake8-quotes,2020-05-12 23:46:28.000,1404.0,201001.0,203756.0,https://anaconda.org/conda-forge/flake8-quotes,2020-05-13 00:39:59.431,148786.0,3.0,['flake8'],,,,,,,,,,
139,flake8-isort,https://github.com/gforcada/flake8-isort,,flake8 plugin that integrates isort.,linters,24,True,gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2021-02-05 16:31:25.000,2020-08-11 08:04:26.000,34.0,37.0,104.0,2020-08-11 08:04:21.000,4.0.0,31.0,28.0,conda-forge/flake8-isort,flake8-isort,7.0,257.0,3479.0,2551.0,https://pypi.org/project/flake8-isort,2020-08-11 08:04:21.000,928.0,141934.0,142544.0,https://anaconda.org/conda-forge/flake8-isort,2020-08-11 09:43:27.627,10384.0,3.0,['flake8'],,,,,,,,,,
140,gdbgui,https://github.com/cs01/gdbgui,,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",debugging,23,True,cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2021-03-09 00:54:17.000,2020-12-21 02:51:39.000,457.0,154.0,7845.0,2020-12-21 03:07:33.000,0.14.0.2,90.0,35.0,,gdbgui,110.0,420.0,71.0,69.0,https://pypi.org/project/gdbgui,2020-12-21 02:53:00.000,2.0,7056.0,7396.0,,,,3.0,,2724.0,,,,,,,,,
141,Scalene,https://github.com/plasma-umass/scalene,,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",profiling,23,True,emeryberger/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2021-03-10 22:44:06.000,2021-03-10 22:15:50.000,134.0,58.0,3798.0,2021-03-10 22:44:06.000,1.3.0,94.0,18.0,,scalene,24.0,1103.0,30.0,30.0,https://pypi.org/project/scalene,2021-03-10 22:44:06.000,0.0,1134.0,1134.0,,,,3.0,,,2.0,plasma-umass/scalene,,,,,,,
142,vprof,https://github.com/nvdv/vprof,,Visual profiler for Python.,profiling,23,True,nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2021-02-20 07:50:28.000,2021-02-20 07:47:40.000,165.0,56.0,3724.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,,vprof,23.0,619.0,89.0,71.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,18.0,1637.0,1637.0,,,,3.0,,,,,,,,,,,
143,rebound,https://github.com/shobrook/rebound,,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,logging,23,True,shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872,2021-02-12 20:08:59.862,2021-01-04 03:14:37.000,327.0,38.0,3495.0,2021-02-12 16:01:26.000,3.16.0,164.0,16.0,conda-forge/rebound,rebound,20.0,166.0,32.0,18.0,https://pypi.org/project/rebound,2021-02-12 16:01:26.000,14.0,703.0,2966.0,https://anaconda.org/conda-forge/rebound,2021-02-12 20:08:59.862,103932.0,3.0,,160.0,,,,,,,,,
144,MonkeyType,https://github.com/Instagram/MonkeyType,,A system for Python that generates static type annotations by collecting runtime types.,refactoring,23,True,Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2021-03-08 18:14:34.000,2021-03-08 18:14:34.000,122.0,102.0,3293.0,2020-05-18 19:40:30.000,20.5.0,20.0,36.0,conda-forge/monkeytype,monkeytype,30.0,270.0,148.0,114.0,https://pypi.org/project/monkeytype,2020-05-18 19:40:30.000,34.0,6658.0,7424.0,https://anaconda.org/conda-forge/monkeytype,2020-05-19 00:57:07.937,29112.0,2.0,,,,,,,,,,,
145,pipx,https://github.com/pipxproject/pipx,,Install and Run Python Applications in Isolated Environments.,dependency-managers,23,True,pipxproject/pipx,https://github.com/pipxproject/pipx,MIT,2018-10-06 18:47:46.000,2021-03-08 01:41:54.000,2021-02-26 03:56:43.000,150.0,293.0,3284.0,2021-02-26 02:43:19.000,0.16.1.0,41.0,53.0,,pipx,67.0,424.0,4.0,,https://pypi.org/project/pipx,2021-01-16 08:17:57.000,4.0,20497.0,20497.0,,,,3.0,,,,,,,,,,,
146,alive-progress,https://github.com/rsalmei/alive-progress,,"A new kind of Progress Bar, with real time throughput, eta and very cool animations!.",logging,23,True,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2021-03-04 02:57:46.000,2021-01-08 01:36:09.000,61.0,41.0,2022.0,2021-01-08 01:37:28.000,1.6.2,19.0,1.0,conda-forge/alive-progress,alive-progress,14.0,246.0,241.0,241.0,https://pypi.org/project/alive-progress,2021-01-08 01:37:28.000,0.0,6674.0,7143.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990,6102.0,3.0,,,,,,,,,,,
147,pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,,Testinfra test your infrastructures.,testing,23,True,pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2021-03-08 21:23:03.000,2021-03-08 21:23:03.000,266.0,194.0,1855.0,2020-11-12 20:35:38.000,6.1.0,3.0,102.0,,pytest-testinfra,107.0,654.0,0.0,,https://pypi.org/project/pytest-testinfra,2020-11-12 20:35:38.000,0.0,43568.0,43568.0,,,,3.0,['pytest'],,,,,,,,,,
