,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,labels,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
0,Python.org Packaging,https://packaging.python.org/overview/,True,An Overview of Packaging for Python.,packaging,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Testing,https://github.com/ml-tooling/best-of-web-python,True,Testing libraries & tools for python web frameworks.,testing,0,True,ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000000,2021-07-29 14:18:08.000000,2021-07-16 21:43:54.000000,86.0,2.0,1290.0,2021-07-16 21:44:03.000000,2021.07.15,21.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,unittest,https://docs.python.org/3/library/unittest.html,True,Unittest is a test framework included in the Python standard library.,testing,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sphinx,https://github.com/sphinx-doc/sphinx,,Main repository for the Sphinx documentation builder.,documentation,38,True,sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000000,2021-07-29 04:26:15.000000,2021-07-26 17:17:39.000000,1525.0,4711.0,4047.0,2021-07-14 17:22:46.000000,4.1.1,155.0,666.0,810.0,['sphinx'],conda-forge/sphinx,sphinx,17953.0,255876.0,151340.0,https://pypi.org/project/sphinx,2021-07-26 17:14:02.000000,104536.0,3863236.0,3924927.0,https://anaconda.org/conda-forge/sphinx,2021-07-26 20:39:24.675000,3639790.0,1.0,,,,,,,,,,,,,,,
4,tqdm,https://github.com/tqdm/tqdm,,"A Fast, Extensible Progress Bar for Python and CLI.",logging,37,True,tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000000,2021-07-29 11:00:51.000000,2021-07-06 06:42:12.000000,963.0,523.0,18934.0,2021-07-16 12:46:33.000000,4.61.2,120.0,104.0,293.0,,conda-forge/tqdm,tqdm,1851.0,219468.0,193230.0,https://pypi.org/project/tqdm,2021-07-06 06:51:33.000000,26238.0,29199027.0,29314390.0,https://anaconda.org/conda-forge/tqdm,2021-07-07 13:37:22.338000,7026290.0,1.0,tqdm/tqdm,8053.0,https://hub.docker.com/r/tqdm/tqdm,2021-07-26 20:34:37.013905,1.0,3749.0,,,,,,,,,
5,psutil,https://github.com/giampaolo/psutil,,Cross-platform lib for process and system monitoring in Python.,profiling,37,True,giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000000,2021-07-24 17:28:51.000000,2021-07-24 17:28:51.000000,1127.0,1290.0,7519.0,2020-12-19 01:19:27.000000,5.8.0,83.0,161.0,193.0,,conda-forge/psutil,psutil,5689.0,121711.0,97045.0,https://pypi.org/project/psutil,2020-12-19 01:19:27.000000,24666.0,24692449.0,24810832.0,https://anaconda.org/conda-forge/psutil,2021-06-29 02:45:06.508000,7458163.0,1.0,,,,,,,2.0,,,,,,,,
6,pipenv,https://github.com/pypa/pipenv,,Python Development Workflow for Humans.,virtual-envs,36,True,pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000000,2021-07-29 09:50:22.000000,2021-07-29 09:50:21.000000,1645.0,2894.0,22123.0,2021-05-29 03:10:16.000000,2021.5.29,298.0,385.0,560.0,,conda-forge/pipenv,pipenv,7092.0,22678.0,20404.0,https://pypi.org/project/pipenv,2021-05-29 03:10:16.000000,2274.0,3258006.0,3259977.0,https://anaconda.org/conda-forge/pipenv,2020-11-15 06:15:51.831000,41394.0,1.0,,,,,,,-1.0,,,,,,,,
7,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,36,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000000,2021-07-28 12:11:46.000000,2021-07-28 12:11:46.000000,1785.0,1454.0,12544.0,2021-07-18 19:32:00.000000,1.2.2,47.0,195.0,100.0,['mkdocs'],conda-forge/mkdocs,mkdocs,1566.0,19641.0,13699.0,https://pypi.org/project/mkdocs,2021-07-18 19:20:49.000000,5942.0,633513.0,635785.0,https://anaconda.org/conda-forge/mkdocs,2021-07-18 21:27:59.884000,143151.0,1.0,,,,,,,1.0,,,,,,,,
8,mypy,https://github.com/python/mypy,,Optional static typing for Python 3 and 2 (PEP 484).,linters,36,True,python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000000,2021-07-29 13:56:25.000000,2021-07-29 10:32:21.000000,1822.0,4718.0,11079.0,,,83.0,481.0,1843.0,,conda-forge/mypy,mypy,9651.0,45993.0,39909.0,https://pypi.org/project/mypy,2021-06-22 18:39:23.000000,6084.0,6585336.0,6610152.0,https://anaconda.org/conda-forge/mypy,2021-06-23 17:56:50.288000,1091916.0,1.0,,,,,,,,,,,,,,,
9,pytest,https://github.com/pytest-dev/pytest,,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",testing,36,True,pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000000,2021-07-28 21:19:36.000000,2021-07-27 21:50:26.000000,1761.0,3918.0,7578.0,2021-05-04 16:22:25.000000,6.2.4,147.0,736.0,696.0,['pytest'],conda-forge/pytest,pytest,,480504.0,349920.0,https://pypi.org/project/pytest,2021-05-04 16:21:57.000000,130584.0,29997217.0,30142300.0,https://anaconda.org/conda-forge/pytest,2021-06-29 11:51:51.458000,8705023.0,1.0,,,,,,,,,,,,,,,
10,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,36,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000000,2021-07-28 23:16:49.000000,2021-07-26 17:14:46.000000,377.0,1068.0,2314.0,2021-07-14 12:22:30.000000,3.24.0,118.0,248.0,148.0,['pytest'],conda-forge/tox,tox,2019.0,83040.0,46640.0,https://pypi.org/project/tox,2021-07-28 23:12:17.000000,36400.0,4161402.0,4168448.0,https://anaconda.org/conda-forge/tox,2021-07-14 15:40:34.887000,324158.0,1.0,,,,,,,,,,,,,,,
11,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,36,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000000,2021-07-26 18:36:42.000000,2021-07-26 18:36:42.000000,183.0,1250.0,1390.0,2021-03-14 23:32:11.000000,3.9.0,79.0,155.0,37.0,,conda-forge/flake8,flake8,1979.0,253481.0,182191.0,https://pypi.org/project/flake8,2021-05-08 19:52:32.000000,71290.0,11767997.0,11812858.0,https://anaconda.org/conda-forge/flake8,2021-05-10 17:37:45.968000,2736533.0,1.0,,,,,,,,,,,,,,,
12,jedi,https://github.com/davidhalter/jedi,,"Awesome autocompletion, static analysis and refactoring library for python.",refactoring,35,True,davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000000,2021-07-29 07:48:08.000000,2021-07-25 18:02:38.000000,441.0,1218.0,4925.0,2020-12-25 10:34:25.000000,0.18.0,30.0,144.0,29.0,,conda-forge/jedi,jedi,8222.0,159212.0,143306.0,https://pypi.org/project/jedi,2020-12-25 10:34:25.000000,15906.0,14525655.0,14623608.0,https://anaconda.org/conda-forge/jedi,2021-06-29 02:44:18.629000,5583327.0,1.0,,,,,,,,,,,,,,,
13,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,34,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000000,2021-07-28 14:29:11.000000,2021-07-28 14:29:11.000000,1393.0,1302.0,21810.0,2021-07-16 14:44:04.000000,21.7b0,31.0,262.0,296.0,,conda-forge/black,black,,77658.0,71430.0,https://pypi.org/project/black,2021-07-16 14:44:33.000000,6228.0,7667586.0,7717069.0,https://anaconda.org/conda-forge/black,2021-07-16 20:48:05.128000,1860449.0,1.0,,14681.0,,,,,1.0,,,,,,,,
