,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-03-09 22:01:57.000,2023-03-09 22:01:55,211.0,24.0,141.0,52.0,130.0,1.0,2.0,1833.0,2023-03-09 22:02:03.000,2023.03.09,80.0,10.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2023-03-09 19:34:47.000,2023-03-09 19:34:47,145.0,12.0,6.0,6.0,66.0,1.0,2.0,159.0,2023-03-11 11:25:41.000,2023.03.09,51.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2023-03-15 11:42:53.000,2023-03-15 11:10:25,14904.0,80.0,2274.0,194.0,4962.0,850.0,4408.0,9915.0,2023-03-03 19:14:18.968,7.2.2,158.0,863.0,47,True,pytest,conda-forge/pytest,['pytest'],859756.0,846479.0,https://pypi.org/project/pytest,2023-01-14 12:19:00.550,13277.0,59795792.0,60033114.0,https://anaconda.org/conda-forge/pytest,2023-03-03 23:28:20.131,18985837.0,1.0,,,,,,,,,,,,,,,,,,,,
5,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2023-03-16 13:55:44.000,2023-03-15 17:45:12,11062.0,233.0,2469.0,229.0,6051.0,2492.0,6443.0,15011.0,2023-03-07 02:13:16.162,1.1.1,101.0,633.0,46,True,mypy,conda-forge/mypy,,184037.0,175998.0,https://pypi.org/project/mypy,2022-11-14 16:58:14.966,8039.0,13811559.0,13854529.0,https://anaconda.org/conda-forge/mypy,2023-03-07 05:13:39.411,2750095.0,1.0,,,,,,,,,,,,,,,,,,,,
6,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2023-03-15 11:42:12.000,2023-03-15 10:07:07,13613.0,153.0,2871.0,308.0,5128.0,1002.0,5808.0,8605.0,2023-02-17 18:32:12.376,23.0.1,129.0,719.0,46,True,pip,conda-forge/pip,,137099.0,126176.0,https://pypi.org/project/pip,2023-02-17 18:32:12.376,10923.0,152125621.0,152999233.0,https://anaconda.org/conda-forge/pip,2023-02-17 21:52:31.556,69888999.0,1.0,,,,,,,,,,,,,,,,,,,,
7,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2023-03-15 07:30:11.000,2023-03-15 07:30:04,1523.0,50.0,2034.0,231.0,1348.0,392.0,1859.0,31664.0,2023-02-01 02:55:25.167,23.1.0,45.0,361.0,45,True,black,conda-forge/black,,358315.0,347669.0,https://pypi.org/project/black,2022-06-28 00:39:54.000,10646.0,19639250.0,19753110.0,https://anaconda.org/conda-forge/black,2023-02-01 12:21:42.940,6570923.0,1.0,27321.0,,,,,,,,,,,,,,,,,,,
8,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2023-03-16 02:04:41.000,2023-03-08 10:15:07,13731.0,253.0,990.0,90.0,1368.0,552.0,1727.0,1962.0,2023-03-08 11:05:06.000,67.6.0,541.0,563.0,45,True,setuptools,conda-forge/setuptools,,328579.0,290603.0,https://pypi.org/project/setuptools,2023-01-28 19:02:44.046,37976.0,270595100.0,271502339.0,https://anaconda.org/conda-forge/setuptools,2023-03-09 17:07:26.302,72579141.0,1.0,,,,,,,,,,,,,,,,,,,,
9,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2023-03-13 11:38:36.000,2023-03-13 07:43:14,8254.0,87.0,1824.0,360.0,1659.0,190.0,3727.0,23678.0,2023-02-18 22:16:00.425,2023.2.18,350.0,460.0,44,True,pipenv,conda-forge/pipenv,,69449.0,68193.0,https://pypi.org/project/pipenv,2022-12-19 10:26:16.459,1256.0,6513439.0,6515669.0,https://anaconda.org/conda-forge/pipenv,2023-02-19 01:01:30.542,91438.0,1.0,,,,,,,,,,,,,,,,,,,,
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-03-14 07:25:53.000,2023-03-07 17:39:21,5874.0,14.0,1316.0,242.0,600.0,255.0,1374.0,9159.0,2022-11-07 18:47:02.742,5.9.4,88.0,192.0,44,True,psutil,conda-forge/psutil,,297496.0,280767.0,https://pypi.org/project/psutil,2022-11-07 18:47:02.742,16729.0,65529282.0,65770980.0,https://anaconda.org/conda-forge/psutil,2022-11-08 06:03:33.939,20060992.0,1.0,,,,,,,,,,,,,,,,,,,,
11,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-03-12 02:41:33.000,2023-03-03 21:07:28,1940.0,12.0,1224.0,208.0,506.0,422.0,563.0,24244.0,2023-03-03 21:28:29.000,4.65.0,131.0,112.0,43,True,tqdm,conda-forge/tqdm,,449683.0,424766.0,https://pypi.org/project/tqdm,2023-03-03 21:19:01.523,24917.0,56287717.0,56512927.0,https://anaconda.org/conda-forge/tqdm,2023-03-04 16:57:20.216,18227530.0,1.0,10794.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-03-11 01:42:11.790328,2.0,4081.0,,,,,,,,,,,,,,
12,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-03-15 22:52:18.000,2023-03-15 22:52:18,19969.0,215.0,1879.0,143.0,4826.0,1206.0,5263.0,5271.0,2023-01-10 18:23:33.461,6.1.3,183.0,770.0,43,True,sphinx,conda-forge/sphinx,['sphinx'],62232.0,,https://pypi.org/project/sphinx,2023-01-10 18:23:33.461,62232.0,10059538.0,10150191.0,https://anaconda.org/conda-forge/sphinx,2023-01-12 15:29:33.921,7161637.0,1.0,,,,,,,-2.0,,,,,,,,,,,,,
13,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-03-15 05:07:47.000,2023-03-14 18:44:38,8458.0,304.0,982.0,75.0,3597.0,726.0,4158.0,4572.0,2023-03-08 11:42:17.439,2.17.0,169.0,515.0,43,True,pylint,conda-forge/pylint,,371594.0,349314.0,https://pypi.org/project/pylint,2023-01-22 14:41:49.833,22280.0,14084569.0,14132888.0,https://anaconda.org/conda-forge/pylint,2023-03-08 13:44:30.103,3817252.0,1.0,,,,,,,,,,,,,,,,,,,,
14,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-03-16 11:51:53.000,2023-03-04 16:28:38,3741.0,128.0,1514.0,543.0,930.0,98.0,971.0,42516.0,2023-03-04 16:31:05.649,13.3.2,178.0,220.0,42,True,rich,conda-forge/rich,,76603.0,72904.0,https://pypi.org/project/rich,2023-01-28 10:19:14.092,3699.0,23263551.0,23363628.0,https://anaconda.org/conda-forge/rich,2023-03-04 19:12:51.787,3202471.0,1.0,,,,,,,,,,,,,,,,,,,,
15,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-03-16 12:29:29.000,2023-03-14 19:09:09,5118.0,354.0,2849.0,112.0,2245.0,19.0,1784.0,13096.0,2023-03-14 16:30:02.911,9.1.3,310.0,200.0,42,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],30365.0,29746.0,https://pypi.org/project/mkdocs-material,2022-11-08 14:44:39.000,619.0,2391582.0,2396216.0,https://anaconda.org/conda-forge/mkdocs-material,2023-03-15 20:08:21.295,213209.0,1.0,,,,,,,,,,,,,,,,,,,,
16,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-03-16 01:15:34.000,2023-03-13 20:38:36,8672.0,62.0,1862.0,233.0,2121.0,275.0,4533.0,10106.0,2023-03-13 20:39:29.000,5.9.0,49.0,446.0,42,True,pyinstaller,conda-forge/pyinstaller,,40875.0,40596.0,https://pypi.org/project/pyinstaller,2022-12-04 15:03:02.559,279.0,1142049.0,1153647.0,https://anaconda.org/conda-forge/pyinstaller,2023-03-14 01:15:03.045,411159.0,1.0,736393.0,,,,,,,,,,,,,,,,,,,
17,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-03-02 07:40:32.000,2023-03-02 07:40:31,4073.0,73.0,520.0,46.0,911.0,133.0,1060.0,5676.0,2023-01-30 09:46:45.975,5.11.5,143.0,282.0,42,True,isort,conda-forge/isort,,384965.0,368113.0,https://pypi.org/project/isort,2023-01-30 09:46:45.975,16852.0,26149628.0,26205064.0,https://anaconda.org/conda-forge/isort,2023-02-01 23:25:16.111,4434959.0,2.0,,,,,,,,,,,,,,,,,,,,
18,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-03-15 14:53:25.405,2023-03-14 04:57:29,2492.0,165.0,712.0,88.0,1060.0,19.0,1703.0,9982.0,2023-02-28 02:11:59.000,3.1.1,178.0,148.0,41,True,pre-commit,conda-forge/pre-commit,,122389.0,117438.0,https://pypi.org/project/pre-commit,2023-01-29 23:39:18.572,4951.0,9950986.0,10018024.0,https://anaconda.org/conda-forge/pre-commit,2023-03-15 14:53:25.405,2657816.0,1.0,345135.0,,,,,,,,,,,,,,,,,,,
19,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-03-16 11:58:12.000,2023-03-16 11:57:21,13904.0,129.0,2094.0,475.0,634.0,290.0,3812.0,7860.0,2023-01-09 21:14:31.299,6.0.2,97.0,176.0,41,True,robotframework,conda-forge/robotframework,,8395.0,7305.0,https://pypi.org/project/robotframework,2023-01-09 21:14:31.299,1090.0,1772954.0,1774834.0,https://anaconda.org/conda-forge/robotframework,2023-01-12 19:48:17.751,116303.0,1.0,543.0,,,,,,,,,,,,,,,,,,,
20,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2023-03-16 10:10:13.960,2023-03-16 07:51:45,12789.0,203.0,551.0,69.0,2221.0,59.0,1321.0,6571.0,2023-03-16 07:52:07.000,hypothesis-python-6.70.0,1029.0,304.0,41,True,hypothesis,conda-forge/hypothesis,,21894.0,19707.0,https://pypi.org/project/hypothesis,2023-01-27 10:10:58.628,2187.0,4798818.0,4889615.0,https://anaconda.org/conda-forge/hypothesis,2023-03-16 10:10:13.960,7263823.0,1.0,,,,,,,,,,,,,,,,,,,,
21,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2023-03-13 20:17:13.000,2023-03-13 20:17:13,8343.0,18.0,490.0,113.0,574.0,52.0,1294.0,5353.0,2022-11-21 22:34:01.796,0.18.2,32.0,160.0,41,True,jedi,conda-forge/jedi,,289037.0,280643.0,https://pypi.org/project/jedi,2022-11-21 22:34:01.796,8394.0,18935041.0,19128232.0,https://anaconda.org/conda-forge/jedi,2022-11-22 16:27:48.875,14875764.0,1.0,,,,,,,,,,,,,,,,,,,,
22,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-03-15 15:31:07.000,2023-03-15 15:31:06,657.0,35.0,983.0,162.0,1227.0,79.0,1188.0,4420.0,2023-03-12 18:30:48.310,20.21.0,201.0,248.0,41,True,virtualenv,conda-forge/virtualenv,,256243.0,238361.0,https://pypi.org/project/virtualenv,2023-02-28 18:51:08.315,17882.0,46298637.0,46351654.0,https://anaconda.org/conda-forge/virtualenv,2023-03-13 10:36:55.365,3817254.0,2.0,,,,,,,,,,,,,,,,,,,,
23,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2023-03-14 12:29:12.000,2023-03-14 12:29:09,2364.0,17.0,278.0,35.0,305.0,25.0,1478.0,2686.0,2022-11-23 19:29:25.198,6.0.0,87.0,172.0,41,True,flake8,conda-forge/flake8,,478599.0,434165.0,https://pypi.org/project/flake8,2022-11-23 19:29:25.198,44434.0,23906016.0,23977344.0,https://anaconda.org/conda-forge/flake8,2022-11-25 17:20:29.044,5777585.0,1.0,,,,,,,,,,,,,,,,,,,,
24,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-03-16 05:12:00.000,2023-03-07 16:43:17,2764.0,80.0,1927.0,186.0,2280.0,691.0,4227.0,24201.0,2023-02-27 21:51:28.924,1.4.0,158.0,440.0,40,True,poetry,conda-forge/poetry,,236.0,,https://pypi.org/project/poetry,2023-01-10 18:28:25.700,236.0,11638606.0,11912256.0,https://anaconda.org/conda-forge/poetry,2023-02-28 05:45:26.482,797457.0,1.0,14982290.0,,,,,,,,,,,,,,,,,,,
25,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-03-15 22:19:54.000,2022-11-06 23:57:33,1821.0,,2211.0,234.0,1111.0,151.0,1658.0,16052.0,2022-11-01 18:34:14.000,1.4.2,55.0,225.0,40,True,mkdocs,conda-forge/mkdocs,['mkdocs'],45073.0,40861.0,https://pypi.org/project/mkdocs,2022-11-01 18:34:05.525,4212.0,1520309.0,1523119.0,https://anaconda.org/conda-forge/mkdocs,2022-11-12 09:58:55.579,233305.0,1.0,,,,,,,,,,,,,,,,,,,,
26,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-03-16 14:05:50.000,2023-03-16 02:17:02,16253.0,104.0,1329.0,200.0,3525.0,903.0,8080.0,5234.0,2023-03-15 19:31:11.000,23.3.0,100.0,419.0,40,True,conda,conda-forge/conda,,1093.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1093.0,170776.0,669047.0,https://anaconda.org/conda-forge/conda,2023-02-24 19:35:25.927,39363440.0,1.0,,,,,,,,,,,,,,,,,,,,
27,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-03-16 09:04:08.000,2023-03-14 14:42:34,558.0,122.0,464.0,41.0,1266.0,76.0,1501.0,3205.0,2023-03-12 16:52:12.608,4.4.7,186.0,271.0,40,True,tox,conda-forge/tox,['pytest'],115582.0,93545.0,https://pypi.org/project/tox,2023-02-21 17:41:11.947,22037.0,18244915.0,18254679.0,https://anaconda.org/conda-forge/tox,2023-01-18 22:31:34.228,644463.0,1.0,,,,,,,,,,,,,,,,,,,,
28,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-02-24 20:31:02.000,2023-02-24 20:31:02,1223.0,14.0,894.0,222.0,281.0,386.0,403.0,13140.0,2023-02-21 19:25:03.574,0.29.1,69.0,143.0,39,True,yapf,conda-forge/yapf,,73655.0,71415.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2240.0,3533789.0,3550242.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1332694.0,2.0,,,,,,,,,,,,,,,,,,,,
29,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-03-16 14:33:24.000,2023-03-15 15:13:37,1665.0,81.0,351.0,58.0,1094.0,184.0,667.0,1476.0,2023-02-27 11:01:12.322,1.16.0,174.0,164.0,39,True,sentry-sdk,conda-forge/sentry-sdk,,40625.0,40320.0,https://pypi.org/project/sentry-sdk,2023-01-23 10:15:50.376,305.0,22483017.0,22490152.0,https://anaconda.org/conda-forge/sentry-sdk,2023-02-27 13:42:30.686,366675.0,1.0,3793.0,,,,,,-1.0,,,,,,,,,,,,,
30,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-03-16 13:25:45.000,2023-03-16 10:14:14,10659.0,532.0,457.0,129.0,297.0,240.0,1551.0,8470.0,2023-02-21 10:50:50.373,1.4.8,245.0,133.0,38,True,nuitka,conda-forge/nuitka,,1143.0,1098.0,https://pypi.org/project/nuitka,2023-01-31 18:21:01.683,45.0,62654.0,68193.0,https://anaconda.org/conda-forge/nuitka,2023-03-15 10:04:07.928,459768.0,1.0,,,,,,,,,,,,,,,,,,,,
31,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-03-16 13:06:42.000,2023-02-07 23:30:54,1446.0,11.0,1731.0,162.0,663.0,233.0,591.0,4324.0,2023-02-07 21:51:47.486,1.2.0,42.0,113.0,38,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],7316.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-01-18 21:20:20.529,7300.0,3460471.0,3500724.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-02-12 11:49:57.271,3179991.0,2.0,,,,,,,,,,,,,,,,,,,,
32,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-03-15 21:37:23.000,2023-02-17 20:13:42,3656.0,88.0,344.0,96.0,235.0,353.0,390.0,3873.0,2023-01-16 22:26:01.797,2.0.0,59.0,58.0,38,True,invoke,conda-forge/invoke,,22085.0,19362.0,https://pypi.org/project/invoke,2023-01-16 22:26:01.797,2723.0,4787542.0,4798158.0,https://anaconda.org/conda-forge/invoke,2023-01-22 15:15:07.411,881194.0,1.0,,,,,,,,,,,,,,,,,,,,
33,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-03-16 05:22:40.000,2023-03-12 09:22:53,4628.0,94.0,1358.0,494.0,601.0,237.0,1379.0,22431.0,2023-01-14 15:00:47.000,3.3.1,92.0,168.0,37,True,glances,conda-forge/glances,,662.0,612.0,https://pypi.org/project/glances,2023-01-17 07:15:06.065,50.0,236322.0,238536.0,https://anaconda.org/conda-forge/glances,2023-01-17 20:09:23.663,185072.0,1.0,1028.0,,,,,,,,,,,,,,,,,,,
34,pyright,Microsoft/pyright,linters,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-03-16 13:41:56.000,2023-03-16 13:41:49,5884.0,325.0,879.0,94.0,527.0,4.0,3793.0,9859.0,2023-03-15 06:22:38.000,1.1.299,383.0,91.0,37,True,,,,477.0,467.0,,,,,486073.0,,,,1.0,65.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-03-15 06:19:38.852,10.0,486069.0,,,,,,,,
35,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-03-13 19:31:26.000,2023-03-13 19:22:58,1299.0,10.0,509.0,65.0,362.0,186.0,443.0,5037.0,2023-03-10 01:08:04.773,1.7.5,36.0,164.0,37,True,bandit,conda-forge/bandit,,41418.0,39696.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1722.0,3179504.0,3184168.0,https://anaconda.org/conda-forge/bandit,2023-03-11 07:26:25.891,214058.0,1.0,635.0,,,,,,2.0,,,,,,,,,,,,,
36,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2023-02-10 14:58:28.000,2022-12-13 06:27:57,1353.0,,703.0,120.0,450.0,114.0,593.0,4796.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,37,True,pycodestyle,conda-forge/pycodestyle,,327653.0,316139.0,https://pypi.org/project/pycodestyle,2022-11-23 18:29:05.901,11514.0,29827306.0,29901075.0,https://anaconda.org/conda-forge/pycodestyle,2022-11-24 16:23:10.571,5975310.0,1.0,,,,,,,,,,,,,,,,,,,,
37,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-02-03 13:37:57.000,2023-02-03 13:37:57,1076.0,16.0,291.0,34.0,527.0,46.0,404.0,1384.0,2022-12-01 01:51:31.000,4.0.2,52.0,114.0,37,True,twine,conda-forge/twine,,100302.0,86180.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,14122.0,4207852.0,4216739.0,https://anaconda.org/conda-forge/twine,2022-12-01 12:45:16.522,702099.0,2.0,,,,,,,,,,,,,,,,,,,,
38,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-02-13 08:47:54.000,2023-02-13 08:47:54,639.0,19.0,218.0,25.0,370.0,73.0,249.0,476.0,2023-01-08 18:19:14.000,23.0,41.0,87.0,37,True,packaging,conda-forge/packaging,,657576.0,638976.0,https://pypi.org/project/packaging,2023-01-09 21:11:31.536,18600.0,150785276.0,151129554.0,https://anaconda.org/conda-forge/packaging,2023-01-12 00:11:49.688,27885301.0,2.0,675.0,,,,,,,,,,,,,,,,,,,
39,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-03-03 18:02:50.000,2023-03-03 18:02:50,699.0,23.0,589.0,120.0,104.0,82.0,636.0,14400.0,2022-01-29 13:50:01.000,0.6.0,18.0,42.0,36,True,loguru,conda-forge/loguru,,50409.0,48122.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,2287.0,8543413.0,8564239.0,https://anaconda.org/conda-forge/loguru,2022-10-26 21:41:01.021,1020517.0,2.0,,,,,,,,,,,,,,,,,,,,
40,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-03-16 04:44:02.000,2023-03-15 07:49:51,1869.0,19.0,567.0,105.0,880.0,130.0,790.0,6693.0,2023-03-01 11:23:04.406,6.12.3,111.0,188.0,36,True,pip-tools,conda-forge/pip-tools,,2150.0,,https://pypi.org/project/pip-tools,2023-01-31 13:34:01.833,2150.0,9717980.0,9720144.0,https://anaconda.org/conda-forge/pip-tools,2023-03-01 19:29:58.944,75766.0,2.0,,,,,,,,,,,,,,,,,,,,
41,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-03-13 13:55:17.000,2023-03-13 13:51:42,2816.0,6.0,282.0,69.0,218.0,112.0,353.0,4299.0,2023-03-03 09:23:05.483,2.0.2,73.0,57.0,36,True,autopep8,conda-forge/autopep8,,172348.0,166498.0,https://pypi.org/project/autopep8,2022-12-15 15:08:07.499,5850.0,3225892.0,3238658.0,https://anaconda.org/conda-forge/autopep8,2023-03-03 12:11:53.143,1034121.0,3.0,,,,,,,,,,,,,,,,,,,,
