,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
16,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2024-05-16 11:48:23.071,2024-05-16 09:39:47,6245.0,172.0,3337.0,126.0,2880.0,2288.0,18479.0,2024-05-15 15:40:15.000,9.5.23,383.0,271.0,42,True,,23.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],,4515310.0,50012.0,47596.0,https://pypi.org/project/mkdocs-material,2024-05-15 15:40:15.000,2416.0,4507364.0,https://anaconda.org/conda-forge/mkdocs-material,2024-05-16 11:48:23.071,381428.0,1.0,,,,,,,,,,,,,,,,,,
17,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2024-05-10 08:31:09.000,2024-05-10 08:31:09,2085.0,38.0,2359.0,234.0,1281.0,1910.0,18373.0,2024-04-20 17:55:42.000,1.6.0,61.0,250.0,42,True,,69.0,mkdocs,conda-forge/mkdocs,['mkdocs'],,3736505.0,64895.0,61473.0,https://pypi.org/project/mkdocs,2024-04-20 17:55:42.000,3422.0,3726897.0,https://anaconda.org/conda-forge/mkdocs,2024-04-27 21:27:13.348,336285.0,1.0,,,,,,,,,,,,,,,,,,
18,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2024-05-16 13:23:35.000,2024-05-16 13:23:35,9217.0,76.0,1918.0,233.0,2372.0,5001.0,11353.0,2024-04-13 09:56:42.000,6.6.0,63.0,467.0,42,True,,279.0,pyinstaller,conda-forge/pyinstaller,,745340.0,2363452.0,59188.0,58428.0,https://pypi.org/project/pyinstaller,2024-04-13 09:54:20.000,760.0,2343549.0,https://anaconda.org/conda-forge/pyinstaller,2024-04-14 00:04:38.297,563265.0,1.0,,,,,,,,,,,,,,,,,,
19,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2024-05-15 08:47:01.000,2024-05-15 04:50:58,14432.0,421.0,570.0,74.0,2450.0,1501.0,7316.0,2024-05-15 04:51:02.000,6.102.4,1178.0,333.0,42,True,,39.0,hypothesis,conda-forge/hypothesis,,,9118594.0,28714.0,26730.0,https://pypi.org/project/hypothesis,2024-05-15 04:51:02.000,1984.0,8936846.0,https://anaconda.org/conda-forge/hypothesis,2024-05-15 07:40:14.496,8723915.0,1.0,,,,,,,,,,,,,,,,,,
20,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2024-05-16 13:15:25.000,2024-05-16 12:17:38,9152.0,81.0,1087.0,79.0,4187.0,4542.0,5134.0,2024-05-14 11:54:12.000,3.2.0,187.0,565.0,42,True,pylint-dev/pylint,898.0,pylint,conda-forge/pylint,,,23529775.0,429398.0,421401.0,https://pypi.org/project/pylint,2024-05-14 11:54:12.000,7997.0,23424230.0,https://anaconda.org/conda-forge/pylint,2024-05-14 13:05:23.189,4960651.0,1.0,,,,,,,,,,,,,,,,,,
21,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2024-05-14 10:08:42.458,2024-05-13 20:41:14,796.0,37.0,1007.0,168.0,1370.0,1297.0,4720.0,2024-05-13 20:40:04.000,20.26.2,220.0,276.0,42,True,,23.0,virtualenv,conda-forge/virtualenv,,,128675734.0,383446.0,381992.0,https://pypi.org/project/virtualenv,2024-05-13 20:40:04.000,1454.0,128518924.0,https://anaconda.org/conda-forge/virtualenv,2024-05-14 10:08:42.458,6742852.0,2.0,,,,,,,,,,,,,,,,,,
22,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2024-05-16 03:53:59.000,2024-05-16 03:53:21,3272.0,179.0,2212.0,189.0,2843.0,5106.0,29689.0,2024-05-08 13:45:07.000,1.8.3,170.0,554.0,41,True,,651.0,poetry,conda-forge/poetry,,15442073.0,35856186.0,580.0,,https://pypi.org/project/poetry,2024-05-08 13:45:07.000,580.0,35603474.0,https://anaconda.org/conda-forge/poetry,2024-05-09 20:24:44.300,1204317.0,2.0,,,,,,,,,,,,,,,,,,
23,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2024-05-11 13:08:35.287,2024-05-11 01:24:51,2658.0,26.0,766.0,86.0,1182.0,1967.0,12152.0,2024-05-11 01:31:03.000,3.7.1,192.0,157.0,41,True,,26.0,pre-commit,conda-forge/pre-commit,,1354867.0,21738980.0,199678.0,188600.0,https://pypi.org/project/pre-commit,2024-05-11 01:25:16.000,11078.0,21611702.0,https://anaconda.org/conda-forge/pre-commit,2024-05-11 13:08:35.287,4506238.0,1.0,,,,,,,,,,,,,,,,,,
24,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2024-05-06 10:06:19.000,2024-05-06 10:06:18,8416.0,5.0,500.0,113.0,596.0,1334.0,5684.0,2023-10-02 09:20:35.000,0.19.1,34.0,169.0,41,True,,60.0,jedi,conda-forge/jedi,,,39554655.0,430360.0,429389.0,https://pypi.org/project/jedi,2023-10-02 09:20:35.000,971.0,39086044.0,https://anaconda.org/conda-forge/jedi,2023-10-03 09:44:27.309,22024736.0,1.0,,,,,,,,,,,,,,,,,,
25,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2024-04-29 23:30:59.000,2024-04-15 21:41:33,2453.0,7.0,302.0,38.0,363.0,1544.0,3285.0,2024-01-05 00:41:49.000,7.0.0,89.0,176.0,41,True,,24.0,flake8,conda-forge/flake8,,,29222677.0,569057.0,549723.0,https://pypi.org/project/flake8,2024-01-05 00:41:49.000,19334.0,29070788.0,https://anaconda.org/conda-forge/flake8,2024-01-05 19:47:00.587,7290699.0,1.0,,,,,,,,,,,,,,,,,,
26,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2024-05-16 14:14:20.000,2024-05-16 14:14:16,5597.0,237.0,1448.0,501.0,812.0,1604.0,25186.0,2024-05-15 09:25:23.000,4.0.4,104.0,187.0,40,True,,223.0,glances,conda-forge/glances,,1584.0,684262.0,881.0,877.0,https://pypi.org/project/glances,2024-05-15 09:25:23.000,4.0,678807.0,https://anaconda.org/conda-forge/glances,2024-03-24 14:18:05.288,217661.0,1.0,,,,,,2.0,,,,,,,,,,,,
27,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2024-05-14 04:40:05.000,2024-04-26 11:41:07,14553.0,15.0,2250.0,478.0,722.0,4121.0,9171.0,2024-01-11 16:01:12.000,7.0,127.0,198.0,40,True,,323.0,robotframework,conda-forge/robotframework,,554.0,2588608.0,11204.0,10412.0,https://pypi.org/project/robotframework,2024-01-11 16:17:42.000,792.0,2583960.0,https://anaconda.org/conda-forge/robotframework,2024-01-11 22:50:41.389,176496.0,1.0,,,,,,,,,,,,,,,,,,
28,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2024-05-14 00:20:45.000,2024-01-15 05:16:11,4162.0,,563.0,46.0,982.0,1075.0,6326.0,2023-12-13 20:37:31.000,5.13.2,146.0,294.0,40,True,,229.0,isort,conda-forge/isort,,,38575893.0,478882.0,466911.0,https://pypi.org/project/isort,2023-12-13 20:37:23.000,11971.0,38448568.0,https://anaconda.org/conda-forge/isort,2023-12-14 01:51:17.173,5856974.0,2.0,,,,,,,,,,,,,,,,,,
29,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2024-05-16 10:38:55.000,2024-05-16 10:38:54,1220.0,70.0,220.0,50.0,434.0,371.0,1371.0,2024-04-28 19:29:56.000,3.6.1,69.0,102.0,40,True,,252.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],34.0,24373090.0,101880.0,98163.0,https://pypi.org/project/pytest-xdist,2024-04-28 19:29:52.000,3717.0,24243691.0,https://anaconda.org/conda-forge/pytest-xdist,2023-11-21 18:58:37.015,5952152.0,1.0,,,,,,1.0,,,,,,,,,,,,
30,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2024-05-13 04:10:04.000,2024-04-01 20:13:38,1346.0,7.0,886.0,211.0,376.0,463.0,13664.0,2023-09-22 18:40:43.000,0.40.2,74.0,154.0,39,True,,394.0,yapf,conda-forge/yapf,,,5646912.0,94465.0,93309.0,https://pypi.org/project/yapf,2023-09-22 18:40:43.000,1156.0,5598689.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1784264.0,2.0,,,,,,,,,,,,,,,,,,
31,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2024-05-16 03:26:31.000,2024-05-16 03:26:27,7401.0,255.0,1285.0,117.0,1372.0,5581.0,12182.0,2024-05-15 05:02:50.000,1.1.363,447.0,110.0,39,True,,25.0,,,,2348.0,1538677.0,855.0,840.0,,,,,,,,2.0,,,,,,1.0,pyright,https://www.npmjs.com/package/pyright,2024-05-15 04:56:40.896,15.0,1538571.0,,,,,,,
32,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2024-05-15 12:18:11.000,2024-05-15 09:52:00,12376.0,421.0,586.0,133.0,387.0,2128.0,10951.0,2024-05-14 12:19:46.000,2.2.2,301.0,170.0,39,True,,109.0,nuitka,conda-forge/nuitka,,,135490.0,2079.0,2008.0,https://pypi.org/project/nuitka,2024-05-14 12:19:46.000,71.0,121379.0,https://anaconda.org/conda-forge/nuitka,2024-05-15 07:22:39.431,677360.0,1.0,,,,,,,,,,,,,,,,,,
33,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2024-05-13 07:06:43.000,2024-05-13 05:22:04,2175.0,52.0,600.0,102.0,1009.0,899.0,7494.0,2024-03-06 12:13:40.000,7.4.1,121.0,215.0,39,True,,166.0,pip-tools,conda-forge/pip-tools,,,12427872.0,29647.0,27704.0,https://pypi.org/project/pip-tools,2024-03-06 12:13:40.000,1943.0,12424739.0,https://anaconda.org/conda-forge/pip-tools,2024-03-06 14:43:42.984,150403.0,2.0,,,,,,1.0,,,,,,,,,,,,
34,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2024-03-23 23:49:32.000,2024-03-23 23:49:31,2889.0,43.0,291.0,72.0,251.0,375.0,4533.0,2024-03-17 10:44:22.000,2.1.0,76.0,63.0,39,True,,120.0,autopep8,conda-forge/autopep8,,,4803918.0,209423.0,207907.0,https://pypi.org/project/autopep8,2024-03-17 10:44:22.000,1516.0,4772344.0,https://anaconda.org/conda-forge/autopep8,2024-03-17 12:14:23.844,1484012.0,2.0,,,,,,,,,,,,,,,,,,
35,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2024-05-15 03:13:19.000,2024-05-15 03:13:19,739.0,36.0,504.0,42.0,1433.0,1613.0,3542.0,2024-04-26 18:57:34.000,4.15.0,216.0,306.0,39,True,,98.0,tox,conda-forge/tox,['pytest'],,14925847.0,123013.0,114602.0,https://pypi.org/project/tox,2024-04-26 18:57:34.000,8411.0,14906537.0,https://anaconda.org/conda-forge/tox,2024-04-27 16:24:46.561,926896.0,1.0,,,,,,,,,,,,,,,,,,
36,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2024-05-16 13:46:34.000,2024-05-16 13:45:20,1210.0,79.0,298.0,39.0,591.0,452.0,1543.0,2024-05-16 13:49:03.000,5.1.0,53.0,122.0,39,True,,56.0,twine,conda-forge/twine,,12.0,6596964.0,117904.0,104431.0,https://pypi.org/project/twine,2024-02-11 19:59:38.000,13473.0,6576418.0,https://anaconda.org/conda-forge/twine,2024-02-11 22:36:42.897,965705.0,1.0,,,,,,,,,,,,,,,,,,
37,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2024-05-16 13:45:54.000,2024-05-16 13:43:16,822.0,20.0,664.0,138.0,182.0,795.0,18237.0,2023-09-11 15:25:24.000,0.7.2,21.0,53.0,38,True,,162.0,loguru,conda-forge/loguru,,,25384149.0,89143.0,83482.0,https://pypi.org/project/loguru,2023-09-11 15:24:35.000,5661.0,25338819.0,https://anaconda.org/conda-forge/loguru,2023-09-24 09:55:27.841,2175881.0,1.0,,,,,,,,,,,,,,,,,,
38,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2024-05-10 10:10:38.000,2024-05-10 10:10:38,1369.0,22.0,582.0,67.0,452.0,479.0,6036.0,2024-03-08 19:25:54.000,1.7.8,39.0,178.0,38,True,,193.0,bandit,conda-forge/bandit,,777.0,4917153.0,49856.0,48620.0,https://pypi.org/project/bandit,2024-03-08 19:25:54.000,1236.0,4910036.0,https://anaconda.org/conda-forge/bandit,2024-04-21 17:22:11.867,305590.0,1.0,,,,,,,,,,,,,,,,,,
39,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2024-05-16 13:29:33.000,2024-05-16 13:29:31,2416.0,275.0,457.0,76.0,1775.0,1068.0,1757.0,2024-05-16 08:51:10.000,2.2.0,237.0,217.0,38,True,,204.0,sentry-sdk,conda-forge/sentry-sdk,,2146.0,32338148.0,799.0,,https://pypi.org/project/sentry-sdk,2024-05-16 08:50:54.000,799.0,32321335.0,https://anaconda.org/conda-forge/sentry-sdk,2024-05-06 16:24:41.895,786657.0,1.0,,,,,,,,,,,,,,,,,,
40,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2024-05-15 04:11:25.000,2024-03-24 20:18:03,940.0,20.0,210.0,39.0,251.0,246.0,1670.0,2024-03-24 20:16:32.000,5.0.0,46.0,89.0,38,True,,149.0,pytest-cov,conda-forge/pytest-cov,['pytest'],,52987961.0,339943.0,313108.0,https://pypi.org/project/pytest-cov,2024-03-24 20:16:32.000,26835.0,52763199.0,https://anaconda.org/conda-forge/pytest-cov,2024-03-26 00:00:02.524,10788583.0,2.0,,,,,,,,,,,,,,,,,,
