,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,labels,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
10,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,35,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000000,2021-07-15 09:19:08.000000,2021-07-15 09:19:07.000000,1760.0,1449.0,12463.0,2020-05-14 15:18:01.000000,1.1.2,46.0,195.0,['mkdocs'],conda-forge/mkdocs,mkdocs,130.0,1561.0,19331.0,13389.0,https://pypi.org/project/mkdocs,2021-06-09 17:22:11.000000,5942.0,637621.0,639853.0,https://anaconda.org/conda-forge/mkdocs,2021-06-25 19:20:12.086000,140673.0,1.0,,,,,,,,,,,,,,,
11,psutil,https://github.com/giampaolo/psutil,,Cross-platform lib for process and system monitoring in Python.,profiling,35,True,giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000000,2021-06-30 10:37:21.000000,2021-06-29 17:23:56.000000,1094.0,1290.0,7482.0,2020-12-19 01:19:27.000000,5.8.0,83.0,160.0,,conda-forge/psutil,psutil,176.0,5688.0,119233.0,94567.0,https://pypi.org/project/psutil,2020-12-19 01:19:27.000000,24666.0,23993066.0,24109104.0,https://anaconda.org/conda-forge/psutil,2021-06-29 02:45:06.508000,7310411.0,1.0,,,,,,,,,,,,,,,
12,jedi,https://github.com/davidhalter/jedi,,"Awesome autocompletion, static analysis and refactoring library for python.",refactoring,35,True,davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000000,2021-07-04 19:41:15.000000,2021-05-05 22:38:19.000000,441.0,1216.0,4909.0,2020-12-25 10:34:25.000000,0.18.0,30.0,144.0,,conda-forge/jedi,jedi,28.0,8204.0,156879.0,140973.0,https://pypi.org/project/jedi,2020-12-25 10:34:25.000000,15906.0,13938005.0,14033657.0,https://anaconda.org/conda-forge/jedi,2021-06-29 02:44:18.629000,5452216.0,1.0,,,,,,,,,,,,,,,
13,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,34,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000000,2021-07-15 14:26:10.000000,2021-07-14 22:42:03.000000,1681.0,3873.0,8243.0,2021-07-13 13:24:23.000000,4.4,29.0,401.0,,conda-forge/pyinstaller,pyinstaller,333.0,7773.0,18757.0,18757.0,https://pypi.org/project/pyinstaller,2021-07-13 10:43:03.000000,0.0,557879.0,569500.0,https://anaconda.org/conda-forge/pyinstaller,2021-07-13 16:59:50.610000,243899.0,1.0,,710408.0,,,,,,,,,,,,,
14,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,34,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000000,2021-07-15 13:34:54.000000,2021-07-13 22:12:13.000000,2365.0,4862.0,7271.0,2021-06-26 09:04:01.000000,21.1.3,106.0,620.0,,conda-forge/pip,pip,982.0,,72887.0,54221.0,https://pypi.org/project/pip,2021-06-26 09:04:01.000000,18666.0,90384393.0,90749986.0,https://anaconda.org/conda-forge/pip,2021-06-26 11:06:45.929000,21935613.0,1.0,,,,,,,,,,,,,,,
15,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,34,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000000,2021-07-09 06:54:38.000000,2021-07-09 06:54:29.000000,1718.0,3410.0,6085.0,2021-05-25 11:28:06.000000,4.0.3,63.0,145.0,,conda-forge/robotframework,robotframework,194.0,12983.0,5366.0,3958.0,https://pypi.org/project/robotframework,2021-07-09 06:54:15.000000,1408.0,716699.0,717997.0,https://anaconda.org/conda-forge/robotframework,2021-05-25 13:52:36.408000,54264.0,1.0,,512.0,,,,,,,,,,,,,
16,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,34,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000000,2021-07-09 15:23:12.000000,2021-05-06 22:18:19.000000,599.0,535.0,4344.0,2021-03-14 18:44:02.000000,2.7.0,12.0,125.0,,conda-forge/pycodestyle,pycodestyle,113.0,1222.0,169725.0,148495.0,https://pypi.org/project/pycodestyle,2021-03-14 18:44:02.000000,21230.0,16348819.0,16394974.0,https://anaconda.org/conda-forge/pycodestyle,2021-03-15 18:43:23.361000,2815472.0,1.0,,,,,,,,,,,,,,,
17,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000000,2021-07-08 07:53:24.000000,2021-04-30 06:04:29.000000,244.0,333.0,3832.0,2021-04-30 06:09:29.000000,1.5.7,67.0,50.0,,conda-forge/autopep8,autopep8,87.0,2702.0,92281.0,82097.0,https://pypi.org/project/autopep8,2021-04-30 06:04:42.000000,10184.0,2043783.0,2051810.0,https://anaconda.org/conda-forge/autopep8,2021-04-30 08:34:16.877000,489690.0,1.0,,,,,,,,,,,,,,,
18,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000000,2021-07-15 03:03:06.000000,2021-07-15 02:09:46.000000,740.0,1241.0,1388.0,2021-07-15 03:03:15.000000,57.2.0,432.0,451.0,,conda-forge/setuptools,setuptools,557.0,,166191.0,108261.0,https://pypi.org/project/setuptools,2021-07-15 03:03:06.000000,57930.0,102927351.0,103315124.0,https://anaconda.org/conda-forge/setuptools,2021-06-28 18:30:51.032000,23266378.0,1.0,,110.0,,,,,,,,,,,,,
19,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-07-15 13:01:43.000000,2021-07-12 18:21:15.000000,832.0,473.0,27513.0,2021-07-12 18:23:29.000000,10.6.0,130.0,97.0,,conda-forge/rich,rich,5.0,2101.0,5286.0,5286.0,https://pypi.org/project/rich,2021-07-12 18:22:32.000000,0.0,1868793.0,1893717.0,https://anaconda.org/conda-forge/rich,2021-07-12 21:29:14.418000,299091.0,1.0,,,,,,,,,,,,,,,
20,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,33,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000000,2021-07-14 21:36:15.000000,2021-07-13 17:24:55.000000,1365.0,1291.0,21650.0,2021-06-10 22:26:39.000000,21.6b0,30.0,260.0,,conda-forge/black,black,295.0,,74590.0,68362.0,https://pypi.org/project/black,2021-06-10 22:27:03.000000,6228.0,7619924.0,7667798.0,https://anaconda.org/conda-forge/black,2021-06-01 15:30:09.204000,1799526.0,2.0,,14532.0,,,,,,,,,,,,,
21,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,33,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000000,2021-07-12 09:50:39.000000,2021-07-12 09:49:45.000000,1647.0,1052.0,6975.0,2021-07-10 13:25:19.000000,7.1.10,204.0,120.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,10.0,3439.0,8933.0,7431.0,https://pypi.org/project/mkdocs-material,2021-07-10 13:26:04.000000,1502.0,480521.0,482459.0,https://anaconda.org/conda-forge/mkdocs-material,2021-07-10 18:03:27.053000,50404.0,1.0,,,,,,,,,,,,,,,
22,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000000,2021-07-12 05:23:22.683000,2021-07-12 03:20:09.000000,465.0,1060.0,5289.0,2021-07-12 03:20:32.000000,hypothesis-python-6.14.2,853.0,248.0,,conda-forge/hypothesis,hypothesis,62.0,10847.0,11882.0,9266.0,https://pypi.org/project/hypothesis,2021-07-12 03:20:15.000000,2616.0,2067937.0,2141592.0,https://anaconda.org/conda-forge/hypothesis,2021-07-12 05:23:22.683000,4419312.0,1.0,,,,,,,,,,,,,,,
23,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000000,2021-07-15 05:52:20.000000,2021-07-15 05:52:17.000000,410.0,959.0,4021.0,2021-07-08 08:40:00.000000,5.9.2,129.0,243.0,,conda-forge/isort,isort,21.0,,206693.0,182475.0,https://pypi.org/project/isort,2021-07-08 08:35:56.000000,24218.0,19729978.0,19764758.0,https://anaconda.org/conda-forge/isort,2021-07-08 09:55:01.764000,2086836.0,2.0,,,,,,,,,,,,,,,
24,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000000,2021-07-15 12:49:12.000000,2021-07-13 09:16:47.000000,1584.0,507.0,3744.0,2018-10-05 13:20:49.000000,0.4.2,23.0,106.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,175.0,1231.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000000,23474.0,1873328.0,1898400.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-04-06 20:57:24.009000,1479271.0,1.0,,,,,,,,,,,,,,,
25,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,33,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000000,2021-07-04 15:28:09.000000,2021-05-28 17:28:29.000000,153.0,348.0,1046.0,2021-03-24 16:32:54.000000,2.3.1,30.0,77.0,,conda-forge/pyflakes,pyflakes,84.0,513.0,119828.0,93330.0,https://pypi.org/project/pyflakes,2021-03-24 16:32:54.000000,26498.0,12107602.0,12151711.0,https://anaconda.org/conda-forge/pyflakes,2021-03-24 22:10:26.104000,2690685.0,1.0,,,,,,,,,,,,,,,
26,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,32,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000000,2021-07-14 13:42:33.000000,2021-07-11 11:49:12.000000,1252.0,1953.0,15654.0,2021-06-25 15:54:30.000000,1.1.7,136.0,278.0,,conda-forge/poetry,poetry,1164.0,1823.0,64.0,,https://pypi.org/project/poetry,2021-06-25 15:55:04.000000,64.0,2572878.0,2762105.0,https://anaconda.org/conda-forge/poetry,2021-06-25 19:57:08.402000,234377.0,2.0,,7276134.0,,,,,,,,,,,,,
27,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,32,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000000,2021-07-14 23:11:30.000000,2021-07-14 16:50:41.000000,449.0,617.0,5090.0,2021-06-22 09:33:33.000000,6.2.0,93.0,151.0,,conda-forge/pip-tools,pip-tools,125.0,1586.0,3252.0,,https://pypi.org/project/pip-tools,2021-06-22 09:33:33.000000,3252.0,2368831.0,2369660.0,https://anaconda.org/conda-forge/pip-tools,2021-06-22 11:23:39.836000,12444.0,2.0,,,,,,,,,,,,,,,
28,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000000,2021-07-11 21:00:03.000000,2021-06-30 02:30:51.000000,1061.0,6075.0,4201.0,2021-06-30 04:55:46.000000,4.10.3,100.0,364.0,,conda-forge/conda,conda,2002.0,15710.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000000,2104.0,55444.0,389447.0,https://anaconda.org/conda-forge/conda,2021-06-30 19:41:33.144000,19706221.0,2.0,,,,,,,,,,,,,,,
29,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000000,2021-07-14 19:20:46.000000,2021-07-14 19:20:45.000000,895.0,1082.0,3914.0,2021-07-15 08:00:33.000000,20.6.0,164.0,171.0,,conda-forge/virtualenv,virtualenv,62.0,,34422.0,,https://pypi.org/project/virtualenv,2021-07-14 19:02:55.000000,34422.0,18287117.0,18306383.0,https://anaconda.org/conda-forge/virtualenv,2021-06-29 14:18:57.494000,1001857.0,2.0,,,,,,,,,,,,,,,
30,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000000,2021-07-12 13:32:57.000000,2021-07-12 00:36:12.000000,286.0,357.0,3323.0,2021-07-09 21:42:28.000000,1.6.0,52.0,56.0,,conda-forge/invoke,invoke,315.0,3519.0,12791.0,8189.0,https://pypi.org/project/invoke,2021-07-09 21:42:28.000000,4602.0,1558023.0,1563566.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642000,349240.0,1.0,,,,,,,1.0,,,,,,,,
31,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000000,2021-07-13 10:48:34.000000,2021-06-01 17:24:18.000000,146.0,193.0,1058.0,2021-06-01 17:24:42.000000,2.12.1,42.0,66.0,['pytest'],conda-forge/pytest-cov,pytest-cov,100.0,813.0,135208.0,91814.0,https://pypi.org/project/pytest-cov,2021-06-01 17:24:42.000000,43394.0,12935825.0,12984763.0,https://anaconda.org/conda-forge/pytest-cov,2021-06-02 16:41:25.608000,3132034.0,1.0,,,,,,,,,,,,,,,
32,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000000,2021-07-12 15:11:51.000000,2021-07-12 15:11:51.000000,214.0,379.0,958.0,2021-07-08 07:44:02.000000,1.3.0,130.0,99.0,,conda-forge/sentry-sdk,sentry-sdk,166.0,1263.0,13479.0,12493.0,https://pypi.org/project/sentry-sdk,2021-07-08 07:43:58.000000,986.0,9506201.0,9509188.0,https://anaconda.org/conda-forge/sentry-sdk,2021-07-08 09:57:38.332000,91270.0,1.0,,4461.0,,,,,,,,,,,,,
33,pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,pytest plugin for distributed testing and loop-on-failures testing modes.,testing,32,True,pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000000,2021-07-13 11:02:42.000000,2021-07-13 11:02:41.000000,150.0,236.0,730.0,2021-06-16 21:48:35.000000,2.3.0,56.0,74.0,['pytest'],conda-forge/pytest-xdist,pytest-xdist,196.0,884.0,27043.0,19701.0,https://pypi.org/project/pytest-xdist,2021-06-16 21:48:35.000000,7342.0,4631117.0,4656872.0,https://anaconda.org/conda-forge/pytest-xdist,2021-06-17 01:17:32.581000,1545320.0,1.0,,,,,,,,,,,,,,,
34,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000000,2021-05-30 07:38:09.000000,2021-05-30 07:37:32.000000,68.0,92.0,418.0,2021-03-30 20:43:51.000000,0.8.2,25.0,40.0,,conda-forge/parso,parso,8.0,1086.0,148266.0,136902.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000000,11364.0,14054033.0,14156538.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064000,4407728.0,1.0,,,,,,,,,,,,,,,
35,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000000,2021-07-13 00:18:27.000000,2021-07-13 00:18:26.000000,458.0,1143.0,6212.0,2021-05-21 21:08:51.000000,2.13.0,160.0,123.0,,conda-forge/pre-commit,pre-commit,23.0,2037.0,2136.0,,https://pypi.org/project/pre-commit,2021-05-21 21:05:09.000000,2136.0,3162735.0,3190102.0,https://anaconda.org/conda-forge/pre-commit,2021-05-27 13:32:23.502000,625186.0,1.0,,8523.0,,,,,,,,,,,,,
36,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000000,2021-07-12 07:46:57.000000,2021-06-30 10:27:23.000000,1536.0,697.0,4647.0,2021-06-19 19:41:02.000000,3.2.0,112.0,792.0,,conda-forge/buildbot,buildbot,650.0,22047.0,1142.0,250.0,https://pypi.org/project/buildbot,2021-06-19 19:41:02.000000,892.0,56860.0,58861.0,https://anaconda.org/conda-forge/buildbot,2021-06-19 21:13:41.636000,37457.0,2.0,,15695.0,,,,,,,,,,,,,
37,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,31,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000000,2021-07-15 05:28:45.000000,2021-07-14 22:06:49.000000,722.0,2776.0,3429.0,2021-07-01 13:06:18.000000,2.9.3,111.0,396.0,,conda-forge/pylint,pylint,707.0,,37734.0,,https://pypi.org/project/pylint,2021-07-01 13:06:18.000000,37734.0,13845246.0,13879314.0,https://anaconda.org/conda-forge/pylint,2021-07-01 22:41:48.458000,2010018.0,2.0,,,,,,,,,,,,,,,
38,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,31,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000000,2021-07-10 23:50:16.000000,2021-06-29 04:22:51.000000,334.0,365.0,3340.0,2020-12-13 02:48:28.000000,1.7.0,31.0,132.0,,conda-forge/bandit,bandit,166.0,1175.0,9648.0,7294.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000000,2354.0,1623097.0,1626074.0,https://anaconda.org/conda-forge/bandit,2021-03-10 05:39:36.125000,77378.0,1.0,,55.0,,,,,,,,,,,,,
39,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000000,2021-06-21 20:59:16.000000,2021-06-18 06:13:17.000000,196.0,165.0,2946.0,2021-01-20 07:45:20.000000,1.1.0,56.0,94.0,,conda-forge/freezegun,freezegun,67.0,523.0,16797.0,8445.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000000,8352.0,4019328.0,4023071.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014000,239578.0,2.0,,,,,,,,,,,,,,,
40,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000000,2021-06-24 04:21:01.798000,2021-06-02 11:43:55.000000,132.0,110.0,1445.0,2021-06-02 11:43:46.000000,0.13.9,41.0,48.0,,conda-forge/ipdb,ipdb,51.0,351.0,43821.0,26923.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000000,16898.0,1569899.0,1572929.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798000,181842.0,1.0,,,,,,,,,,,,,,,
41,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,31,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000000,2021-05-07 18:18:51.000000,2019-10-16 17:48:40.000000,157.0,125.0,1402.0,2019-01-16 20:35:25.000000,1.4.3,41.0,76.0,,conda-forge/logbook,logbook,56.0,1194.0,4697.0,2633.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000000,2064.0,515053.0,516693.0,https://anaconda.org/conda-forge/logbook,2021-01-11 05:40:29.145000,45834.0,2.0,,273.0,,,,,,,,,,,,,
42,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,31,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000000,2021-04-09 10:35:26.000000,2016-03-04 01:16:26.000000,358.0,461.0,1343.0,2015-06-02 09:12:36.000000,1.3.7,14.0,95.0,,conda-forge/nose,nose,447.0,1004.0,197936.0,111462.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000000,86474.0,3904795.0,3933673.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277000,1790445.0,2.0,,,,,,,,,,,,,,,
43,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,31,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376000,2021-07-14 05:26:22.000000,2021-03-04 09:33:31.000000,68.0,57.0,882.0,2021-02-22 07:34:12.000000,0.8.9,25.0,67.0,,conda-forge/tabulate,tabulate,31.0,502.0,55345.0,47243.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000000,8102.0,22432095.0,22451281.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132000,1189559.0,2.0,,,,,,,,,,,,,,,
44,alabaster,https://github.com/bitprophet/alabaster,,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",documentation,31,False,bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000000,2021-06-21 16:20:37.000000,2020-01-10 23:50:18.000000,173.0,52.0,617.0,2018-10-03 01:39:17.000000,0.7.12,24.0,28.0,['sphinx'],conda-forge/alabaster,alabaster,79.0,350.0,63073.0,48175.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000000,14898.0,3461104.0,3503848.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017000,2564684.0,2.0,,,,,,,,,,,,,,,
45,coveralls-python,https://github.com/TheKevJames/coveralls-python,,Show coverage stats online via coveralls.io.,testing,31,True,TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000000,2021-07-12 21:02:49.000000,2021-07-12 21:02:47.000000,174.0,132.0,460.0,2021-05-24 21:57:41.000000,3.1.0,39.0,57.0,['pytest'],,coveralls,8.0,414.0,35204.0,18196.0,https://pypi.org/project/coveralls,2021-05-24 21:57:41.000000,17008.0,499865.0,499865.0,,,,2.0,,,,,,,,,,,,,,,
46,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,31,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580000,2021-05-23 18:58:51.000000,2021-05-23 18:58:13.000000,89.0,291.0,246.0,2020-12-13 18:09:07.000000,0.36.2,64.0,61.0,,conda-forge/wheel,wheel,25.0,732.0,62544.0,,https://pypi.org/project/wheel,2020-12-13 18:09:07.000000,62544.0,78538037.0,78851274.0,https://anaconda.org/conda-forge/wheel,2020-12-13 19:48:16.429000,18794249.0,2.0,,,,,,,,,,,,,,,
47,Glances,https://github.com/nicolargo/glances,,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",profiling,30,True,nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000000,2021-07-14 20:55:57.000000,2021-07-11 16:55:11.000000,1215.0,1180.0,18776.0,2021-07-10 07:13:34.000000,3.2.0,56.0,144.0,,conda-forge/glances,glances,199.0,4083.0,366.0,316.0,https://pypi.org/project/glances,2021-07-10 07:09:49.000000,50.0,173086.0,175258.0,https://anaconda.org/conda-forge/glances,2021-06-07 19:57:42.205000,138746.0,1.0,,426.0,,,,,,,,,,,,,
48,numpydoc,https://github.com/numpy/numpydoc,,Numpy's Sphinx extensions.,documentation,30,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000000,2021-05-24 23:17:20.000000,2021-05-19 15:13:17.000000,5632.0,94.0,17552.0,2020-07-01 21:59:00.000000,1.1.0,13.0,65.0,['sphinx'],conda-forge/numpydoc,numpydoc,51.0,,34027.0,26679.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000000,7348.0,235138.0,249904.0,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384000,797372.0,2.0,,,,,,,,,,,,,,,
49,yapf,https://github.com/google/yapf,,A formatter for Python files.,formatters,30,True,google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000000,2021-07-13 01:04:41.000000,2021-07-13 01:04:41.000000,791.0,377.0,11888.0,2020-04-23 19:07:36.000000,0.30.0,67.0,130.0,,conda-forge/yapf,yapf,317.0,,25098.0,21692.0,https://pypi.org/project/yapf,2020-04-23 19:07:36.000000,3406.0,1729930.0,1741440.0,https://anaconda.org/conda-forge/yapf,2021-04-19 00:01:27.357000,702136.0,3.0,,,,,,,,,,,,,,,
50,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,30,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000000,2021-04-19 15:15:46.138000,2021-03-19 22:08:53.000000,414.0,374.0,9317.0,2020-09-20 07:56:32.000000,0.5.3,17.0,29.0,,conda-forge/loguru,loguru,49.0,558.0,8680.0,8338.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000000,342.0,1382380.0,1389473.0,https://anaconda.org/conda-forge/loguru,2021-04-19 15:15:46.138000,205719.0,2.0,,,,,,,,,,,,,,,
51,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,30,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000000,2021-07-11 23:48:29.000000,2021-07-08 00:57:12.000000,725.0,175.0,5280.0,2021-07-07 17:05:04.000000,0.9.53,50.0,51.0,,conda-forge/pyautogui,pyautogui,326.0,395.0,9478.0,8870.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000000,608.0,421959.0,424877.0,https://anaconda.org/conda-forge/pyautogui,2020-10-13 12:17:23.308000,128417.0,2.0,,,,,,,,,,,,,,,
