,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,labels,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
16,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000000,2021-07-08 07:53:24.000000,2021-04-30 06:04:29.000000,244.0,333.0,3853.0,2021-04-30 06:09:29.000000,1.5.7,67.0,50.0,89.0,,conda-forge/autopep8,autopep8,2702.0,95358.0,85174.0,https://pypi.org/project/autopep8,2021-04-30 06:04:42.000000,10184.0,2053045.0,2061237.0,https://anaconda.org/conda-forge/autopep8,2021-04-30 08:34:16.877000,507925.0,1.0,,,,,,,,,,,,,,,
17,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000000,2021-08-09 01:00:29.000000,2021-07-21 22:46:41.000000,742.0,1244.0,1403.0,2021-07-19 01:20:27.000000,57.4.0,434.0,453.0,553.0,,conda-forge/setuptools,setuptools,,169336.0,111406.0,https://pypi.org/project/setuptools,2021-07-19 01:20:16.000000,57930.0,131155337.0,131552571.0,https://anaconda.org/conda-forge/setuptools,2021-06-28 18:30:51.032000,24231243.0,1.0,,110.0,,,,,,,,,,,,,
18,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-08-09 18:38:41.000000,2021-08-09 18:38:41.000000,848.0,487.0,28083.0,2021-08-05 20:19:04.000000,10.7.0,131.0,105.0,6.0,,conda-forge/rich,rich,2187.0,5927.0,5927.0,https://pypi.org/project/rich,2021-08-05 20:17:41.000000,0.0,1933697.0,1959397.0,https://anaconda.org/conda-forge/rich,2021-08-06 13:03:39.043000,334101.0,1.0,,,,,,,,,,,,,,,
19,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,33,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000000,2021-08-11 17:58:06.000000,2021-08-01 09:32:21.000000,1271.0,2020.0,15922.0,2021-06-25 15:55:04.000000,1.1.7,137.0,282.0,1164.0,,conda-forge/poetry,poetry,1851.0,64.0,,https://pypi.org/project/poetry,2021-08-01 09:24:37.000000,64.0,3169805.0,3365251.0,https://anaconda.org/conda-forge/poetry,2021-06-25 19:57:08.402000,243421.0,2.0,,7710902.0,,,,,1.0,,,,,,,,
20,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,Technical documentation that just works.,documentation,33,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000000,2021-08-11 23:05:54.429000,2021-08-11 21:50:01.000000,1724.0,1081.0,7177.0,2021-08-11 20:19:34.000000,7.2.4,210.0,125.0,7.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,3506.0,9440.0,7938.0,https://pypi.org/project/mkdocs-material,2021-08-11 20:19:34.000000,1502.0,482815.0,484893.0,https://anaconda.org/conda-forge/mkdocs-material,2021-08-11 23:05:54.429000,56109.0,1.0,,,,,,,,,,,,,,,
21,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,33,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000000,2021-08-08 10:45:54.000000,2021-08-02 14:01:58.000000,1718.0,3413.0,6172.0,2021-07-19 10:40:50.000000,4.1,64.0,146.0,194.0,,conda-forge/robotframework,robotframework,12988.0,5457.0,4049.0,https://pypi.org/project/robotframework,2021-07-19 10:31:38.000000,1408.0,805531.0,806873.0,https://anaconda.org/conda-forge/robotframework,2021-07-19 12:30:18.399000,57454.0,1.0,,513.0,,,,,,,,,,,,,
22,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000000,2021-08-09 13:02:27.000000,2021-08-09 13:02:22.000000,466.0,1071.0,5337.0,2021-08-07 23:57:28.000000,hypothesis-python-6.14.6,857.0,248.0,65.0,,conda-forge/hypothesis,hypothesis,10873.0,12141.0,9525.0,https://pypi.org/project/hypothesis,2021-08-07 23:57:17.000000,2616.0,2025308.0,2100127.0,https://anaconda.org/conda-forge/hypothesis,2021-08-08 03:00:42.551000,4563989.0,1.0,,,,,,,,,,,,,,,
23,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,33,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000000,2021-08-12 13:52:06.000000,2021-08-12 13:52:06.000000,455.0,626.0,5124.0,2021-06-22 09:33:33.000000,6.2.0,93.0,157.0,127.0,,conda-forge/pip-tools,pip-tools,1610.0,3252.0,,https://pypi.org/project/pip-tools,2021-06-22 09:33:33.000000,3252.0,5819791.0,5820646.0,https://anaconda.org/conda-forge/pip-tools,2021-06-22 11:23:39.836000,13685.0,2.0,,,,,,,,,,,,,,,
24,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000000,2021-08-12 05:47:47.000000,2021-08-12 05:47:44.000000,414.0,971.0,4076.0,2021-07-29 06:41:35.000000,5.9.3,130.0,245.0,24.0,,conda-forge/isort,isort,,211491.0,187273.0,https://pypi.org/project/isort,2021-07-29 06:40:41.000000,24218.0,18096631.0,18132471.0,https://anaconda.org/conda-forge/isort,2021-07-29 08:58:06.550000,2186266.0,2.0,,,,,,,,,,,,,,,
25,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000000,2021-08-12 08:26:05.000000,2021-08-12 00:02:36.000000,1584.0,512.0,3779.0,2018-10-05 13:20:49.000000,0.4.2,23.0,108.0,175.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,1280.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000000,23474.0,1789510.0,1815749.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-04-06 20:57:24.009000,1574357.0,1.0,,,,,,,,,,,,,,,
26,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,33,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000000,2021-08-06 03:07:24.000000,2021-05-28 17:28:29.000000,153.0,351.0,1058.0,2021-03-24 16:32:54.000000,2.3.1,30.0,77.0,84.0,,conda-forge/pyflakes,pyflakes,513.0,122169.0,95671.0,https://pypi.org/project/pyflakes,2021-03-24 16:32:54.000000,26498.0,12055953.0,12101341.0,https://anaconda.org/conda-forge/pyflakes,2021-03-24 22:10:26.104000,2814057.0,1.0,,,,,,,,,,,,,,,
27,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,32,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000000,2021-08-10 20:13:48.000000,2021-08-10 12:55:03.000000,468.0,1167.0,6346.0,2021-08-06 18:37:37.000000,2.14.0,161.0,123.0,24.0,,conda-forge/pre-commit,pre-commit,2050.0,2136.0,,https://pypi.org/project/pre-commit,2021-08-06 18:32:36.000000,2136.0,3404302.0,3432219.0,https://anaconda.org/conda-forge/pre-commit,2021-08-07 16:27:22.882000,664850.0,1.0,,10133.0,,,,,,,,,,,,,
28,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,32,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000000,2021-08-12 14:05:08.000000,2021-08-12 09:31:23.000000,1536.0,714.0,4652.0,2021-07-31 09:54:45.000000,3.3.0,113.0,792.0,650.0,,conda-forge/buildbot,buildbot,22146.0,1144.0,252.0,https://pypi.org/project/buildbot,2021-07-31 09:54:45.000000,892.0,58461.0,60486.0,https://anaconda.org/conda-forge/buildbot,2021-07-31 13:21:14.599000,39747.0,1.0,,15896.0,,,,,,,,,,,,,
29,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000000,2021-08-12 13:55:29.000000,2021-08-09 13:09:15.000000,1061.0,6095.0,4239.0,2021-06-30 04:55:46.000000,4.10.3,100.0,365.0,2002.0,,conda-forge/conda,conda,15721.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000000,2104.0,53575.0,394591.0,https://anaconda.org/conda-forge/conda,2021-06-30 19:41:33.144000,20460968.0,2.0,,,,,,,,,,,,,,,
30,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000000,2021-08-11 07:00:20.000000,2021-08-11 07:00:19.000000,898.0,1092.0,3929.0,2021-08-11 01:26:18.000000,20.7.2,169.0,171.0,62.0,,conda-forge/virtualenv,virtualenv,,34422.0,,https://pypi.org/project/virtualenv,2021-08-11 01:26:18.000000,34422.0,20090064.0,20110047.0,https://anaconda.org/conda-forge/virtualenv,2021-06-29 14:18:57.494000,1059127.0,2.0,,,,,,,,,,,,,,,
31,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000000,2021-07-27 02:27:30.000000,2021-07-12 00:36:12.000000,286.0,358.0,3348.0,2021-07-09 21:42:28.000000,1.6.0,52.0,56.0,316.0,,conda-forge/invoke,invoke,3519.0,13017.0,8415.0,https://pypi.org/project/invoke,2021-07-09 21:42:28.000000,4602.0,1744751.0,1750567.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642000,372260.0,1.0,,,,,,,,,,,,,,,
32,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000000,2021-07-30 14:18:15.000000,2021-07-25 12:20:36.000000,146.0,195.0,1078.0,2021-06-01 17:24:42.000000,2.12.1,42.0,67.0,100.0,['pytest'],conda-forge/pytest-cov,pytest-cov,816.0,138130.0,94736.0,https://pypi.org/project/pytest-cov,2021-06-01 17:24:42.000000,43394.0,12701713.0,12752661.0,https://anaconda.org/conda-forge/pytest-cov,2021-06-02 16:41:25.608000,3311662.0,1.0,,,,,,,,,,,,,,,
33,python-json-logger,https://github.com/madzak/python-json-logger,,Json Formatter for the standard python logger.,logging,32,True,madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000000,2021-07-27 23:18:51.000000,2021-07-27 23:18:45.000000,152.0,45.0,1023.0,2021-07-27 23:09:33.000000,2.0.2,20.0,46.0,20.0,,conda-forge/python-json-logger,python-json-logger,196.0,17446.0,16528.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000000,918.0,3513353.0,3528591.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855000,792378.0,1.0,,,,,,,4.0,,,,,,,,
34,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000000,2021-08-09 03:00:31.000000,2021-07-27 14:53:19.000000,218.0,381.0,1021.0,2021-07-27 14:52:59.000000,1.3.1,131.0,100.0,171.0,,conda-forge/sentry-sdk,sentry-sdk,1269.0,14116.0,13130.0,https://pypi.org/project/sentry-sdk,2021-07-27 14:52:55.000000,986.0,9188752.0,9191830.0,https://anaconda.org/conda-forge/sentry-sdk,2021-07-27 17:58:10.503000,97274.0,1.0,,4476.0,,,,,,,,,,,,,
35,pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,pytest plugin for distributed testing and loop-on-failures testing modes.,testing,32,True,pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000000,2021-08-09 18:54:29.000000,2021-07-26 18:55:07.000000,150.0,238.0,743.0,2021-06-16 21:48:35.000000,2.3.0,56.0,74.0,200.0,['pytest'],conda-forge/pytest-xdist,pytest-xdist,888.0,27960.0,20618.0,https://pypi.org/project/pytest-xdist,2021-06-16 21:48:35.000000,7342.0,4651413.0,4678211.0,https://anaconda.org/conda-forge/pytest-xdist,2021-06-17 01:17:32.581000,1634715.0,1.0,,,,,,,,,,,,,,,
36,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000000,2021-08-06 16:09:00.000000,2021-08-06 16:09:00.000000,71.0,93.0,430.0,2021-03-30 20:43:51.000000,0.8.2,25.0,41.0,8.0,,conda-forge/parso,parso,1088.0,153111.0,141747.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000000,11364.0,15893045.0,15998205.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064000,4627077.0,1.0,,,,,,,,,,,,,,,
37,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580000,2021-08-10 18:28:23.700000,2021-08-09 20:44:19.000000,99.0,294.0,249.0,2021-08-09 20:48:33.000000,0.37.0,65.0,61.0,31.0,,conda-forge/wheel,wheel,737.0,62544.0,,https://pypi.org/project/wheel,2021-08-09 20:48:33.000000,62544.0,85920852.0,86241510.0,https://anaconda.org/conda-forge/wheel,2021-08-10 18:28:23.700000,19560198.0,1.0,,,,,,,,,,,,,,,
38,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000000,2021-07-17 10:49:46.000000,2021-07-17 10:49:37.000000,421.0,382.0,9498.0,2020-09-20 07:56:32.000000,0.5.3,17.0,29.0,51.0,,conda-forge/loguru,loguru,561.0,9446.0,9104.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000000,342.0,1440946.0,1448480.0,https://anaconda.org/conda-forge/loguru,2021-04-19 15:15:46.138000,226039.0,2.0,,,,,,,,,,,,,,,
39,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,31,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000000,2021-07-30 01:53:57.000000,2021-07-08 00:57:12.000000,725.0,175.0,5383.0,2021-07-07 17:05:04.000000,0.9.53,50.0,51.0,326.0,,conda-forge/pyautogui,pyautogui,395.0,10061.0,9453.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000000,608.0,484060.0,486984.0,https://anaconda.org/conda-forge/pyautogui,2020-10-13 12:17:23.308000,131584.0,2.0,,,,,,,,,,,,,,,
40,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,31,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000000,2021-08-12 07:14:07.000000,2021-08-12 06:59:31.000000,738.0,2845.0,3470.0,2021-07-28 18:51:39.000000,2.9.6,114.0,406.0,726.0,,conda-forge/pylint,pylint,,37734.0,,https://pypi.org/project/pylint,2021-07-28 18:51:39.000000,37734.0,12328611.0,12363696.0,https://anaconda.org/conda-forge/pylint,2021-07-28 21:01:30.049000,2105141.0,2.0,,,,,,,,,,,,,,,
41,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,31,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000000,2021-07-20 21:25:13.000000,2021-06-29 04:22:51.000000,346.0,366.0,3409.0,2020-12-13 02:48:28.000000,1.7.0,31.0,132.0,178.0,,conda-forge/bandit,bandit,1175.0,9952.0,7598.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000000,2354.0,1735529.0,1738573.0,https://anaconda.org/conda-forge/bandit,2021-03-10 05:39:36.125000,82163.0,1.0,,68.0,,,,,,,,,,,,,
