,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-10-06 16:56:19.000,2022-10-06 16:56:18,168.0,25.0,128.0,48.0,107.0,2.0,1694.0,2022-10-06 16:56:23.000,2022.10.06,59.0,9.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2022-10-06 18:38:48.000,2022-10-06 18:38:48,123.0,25.0,3.0,4.0,44.0,2.0,58.0,2022-10-06 18:38:58.000,2022.10.06,29.0,4.0,0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2022-10-13 01:41:01.000,2022-10-13 01:19:41,14703.0,116.0,2149.0,194.0,4787.0,4294.0,9340.0,2022-09-02 11:15:53.605,7.1.3,155.0,826.0,47,True,797.0,pytest,conda-forge/pytest,['pytest'],676793.0,593202.0,https://pypi.org/project/pytest,2022-04-23 14:35:55.000,83591.0,48654706.0,48868299.0,https://anaconda.org/conda-forge/pytest,2022-09-02 18:18:41.232,16019514.0,1.0,,,,,,,,,,,,,,,,,,,,
5,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2022-10-13 01:25:44.000,2022-10-13 01:25:44,13350.0,231.0,2722.0,305.0,5000.0,5589.0,8291.0,2022-07-27 17:30:11.390,22.2.1,124.0,693.0,47,True,966.0,pip,conda-forge/pip,,111287.0,100605.0,https://pypi.org/project/pip,2022-05-31 11:19:58.000,10682.0,111741775.0,112458496.0,https://anaconda.org/conda-forge/pip,2022-08-04 01:13:49.047,53754143.0,1.0,,,,,,,,,,,,,,,,,,,,
6,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2022-10-12 16:14:49.000,2022-10-11 16:53:17,13299.0,501.0,944.0,87.0,1285.0,1657.0,1815.0,2022-09-30 01:12:41.608,65.4.1,518.0,538.0,45,True,532.0,setuptools,conda-forge/setuptools,,246359.0,209789.0,https://pypi.org/project/setuptools,2022-07-04 02:25:55.000,36570.0,201853799.0,202611815.0,https://anaconda.org/conda-forge/setuptools,2022-10-03 11:30:16.770,56851253.0,1.0,,,,,,,,,,,,,,,,,,,,
7,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2022-10-13 01:04:28.930,2022-10-12 20:39:44,7933.0,436.0,1774.0,365.0,1579.0,3538.0,23349.0,2022-10-12 20:24:02.175,2022.10.12,336.0,438.0,44,True,255.0,pipenv,conda-forge/pipenv,,41154.0,39912.0,https://pypi.org/project/pipenv,2022-09-08 15:02:03.491,1242.0,6689241.0,6691224.0,https://anaconda.org/conda-forge/pipenv,2022-10-13 01:04:28.930,71394.0,1.0,,,,,,,,,,,,,,,,,,,,
8,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2022-10-13 10:24:35.000,2022-10-13 09:57:17,10687.0,360.0,2316.0,219.0,5611.0,6086.0,13935.0,,,96.0,609.0,44,True,2237.0,mypy,conda-forge/mypy,,102819.0,96534.0,https://pypi.org/project/mypy,2022-06-06 16:09:21.000,6285.0,12360389.0,12398791.0,https://anaconda.org/conda-forge/mypy,2022-10-05 00:25:54.532,2265749.0,1.0,,,,,,,,,,,,,,,,,,,,
9,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-10-11 21:12:22.000,2022-10-08 09:14:46,5821.0,28.0,1270.0,234.0,583.0,1357.0,8761.0,2022-09-04 20:17:41.866,5.9.2,86.0,186.0,44,True,244.0,psutil,conda-forge/psutil,,226503.0,210546.0,https://pypi.org/project/psutil,2022-09-04 20:17:41.866,15957.0,65977837.0,66179107.0,https://anaconda.org/conda-forge/psutil,2022-09-05 05:46:25.026,15699117.0,1.0,,,,,,,,,,,,,,,,,,,,
10,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2022-10-13 14:32:33.000,2022-10-13 12:16:17,19664.0,187.0,1766.0,140.0,4699.0,5190.0,4933.0,2022-09-30 15:14:42.882,5.2.3,172.0,755.0,43,True,1068.0,sphinx,conda-forge/sphinx,['sphinx'],284759.0,224798.0,https://pypi.org/project/sphinx,2022-06-02 18:12:32.000,59961.0,8330933.0,8414776.0,https://anaconda.org/conda-forge/sphinx,2022-09-30 18:13:44.569,6204404.0,1.0,-1.0,,,,,,,,,,,,,,,,,,,
11,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-10-12 07:46:03.000,2022-10-11 19:26:50,3508.0,171.0,1371.0,538.0,826.0,869.0,40149.0,2022-10-02 16:29:13.235,12.6.0,170.0,199.0,42,True,64.0,rich,conda-forge/rich,,35662.0,33537.0,https://pypi.org/project/rich,2022-05-24 06:40:55.000,2125.0,12863138.0,12937044.0,https://anaconda.org/conda-forge/rich,2022-10-02 23:18:27.050,1995475.0,1.0,,,,,,,,,,,,,,,,,,,,
12,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2022-10-11 21:34:38.000,2022-10-11 21:34:37,1437.0,72.0,1889.0,223.0,1234.0,1744.0,29755.0,2022-10-06 22:46:02.996,22.10.0,42.0,342.0,42,True,346.0,black,conda-forge/black,,7852.0,,https://pypi.org/project/black,2022-06-28 00:39:54.000,7852.0,15515420.0,15612475.0,https://anaconda.org/conda-forge/black,2022-10-10 15:11:57.458,5113265.0,1.0,,24912.0,,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-10-09 02:58:25.000,2022-09-03 10:56:22,1928.0,4.0,1168.0,204.0,490.0,558.0,23095.0,2022-09-03 18:04:55.000,4.64.1,130.0,112.0,42,True,376.0,tqdm,conda-forge/tqdm,,356269.0,333840.0,https://pypi.org/project/tqdm,2022-04-04 01:48:46.000,22429.0,44021832.0,44212571.0,https://anaconda.org/conda-forge/tqdm,2022-09-03 14:17:41.115,14482435.0,1.0,,10160.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-10-08 01:49:56.244353,2.0,4049.0,,,,,,,,,,,,,
14,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-10-13 13:55:07.000,2022-10-12 01:54:40,1804.0,157.0,2078.0,233.0,1076.0,1620.0,15088.0,2022-09-27 23:29:59.250,1.4.0,53.0,221.0,42,True,121.0,mkdocs,conda-forge/mkdocs,['mkdocs'],29809.0,26059.0,https://pypi.org/project/mkdocs,2022-03-26 19:53:18.000,3750.0,1153574.0,1156200.0,https://anaconda.org/conda-forge/mkdocs,2022-03-31 16:37:37.228,204901.0,1.0,,,,,,,,,,,,,,,,,,,,
15,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-10-11 23:38:41.000,2022-10-10 03:31:46,4582.0,178.0,2508.0,107.0,2043.0,1554.0,11347.0,2022-10-02 14:50:10.172,8.5.6,281.0,165.0,41,True,10.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],18801.0,17536.0,https://pypi.org/project/mkdocs-material,2022-07-04 11:30:27.000,1265.0,1560982.0,1564935.0,https://anaconda.org/conda-forge/mkdocs-material,2022-09-18 18:35:12.577,162076.0,1.0,,,,,,,,,,,,,,,,,,,,
16,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-10-09 20:17:42.000,2022-10-09 16:37:35,8507.0,89.0,1836.0,233.0,2031.0,4391.0,9630.0,2022-10-08 19:30:11.000,5.5,43.0,438.0,41,True,280.0,pyinstaller,conda-forge/pyinstaller,,31192.0,31003.0,https://pypi.org/project/pyinstaller,2022-05-17 18:32:22.000,189.0,796817.0,808295.0,https://anaconda.org/conda-forge/pyinstaller,2022-05-21 21:16:21.534,357248.0,1.0,-1.0,731971.0,,,,,,,,,,,,,,,,,,
