,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2025-11-04 05:45:14.000,2025-11-04 05:45:12,377.0,22.0,192.0,55.0,221.0,4.0,2635.0,2025-11-04 05:45:21.000,2025.10.30,100.0,16.0,3.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2025-10-30 18:36:04.000,2025-10-23 18:51:27,418.0,16.0,111.0,16.0,328.0,35.0,1574.0,2023-06-29 18:48:34.000,2023.06.29,68.0,63.0,2.0,0,True,mkdocs/catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2025-11-05 20:31:42.000,2025-11-05 20:31:41,16953.0,225.0,2926.0,192.0,6603.0,5326.0,13244.0,2025-09-04 14:35:52.000,8.4.2,186.0,1067.0,942.0,50,True,,pytest,conda-forge/pytest,['pytest'],26257.0,269657913.0,1764373.0,1675763.0,https://pypi.org/project/pytest,2025-09-04 14:34:20.000,88610.0,268976210.0,https://anaconda.org/conda-forge/pytest,2025-11-05 15:00:17.020,41562541.0,1.0,,,,,,,,,,,,,,,,,,
5,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2025-11-06 12:37:30.000,2025-11-06 12:37:30,12993.0,229.0,3044.0,235.0,8499.0,8893.0,19970.0,2025-09-19 00:09:39.000,1.18.2,131.0,817.0,3093.0,49,True,,mypy,conda-forge/mypy,,,79867569.0,359659.0,329371.0,https://pypi.org/project/mypy,2025-09-19 00:09:39.000,30288.0,79772080.0,https://anaconda.org/conda-forge/mypy,2025-09-19 11:11:52.790,6206794.0,1.0,,,,,,,,,,,,,,,,,,
6,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter and code formatter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2025-11-06 14:27:52.000,2025-11-06 14:27:49,12719.0,968.0,1593.0,89.0,13210.0,5845.0,43594.0,2025-10-31 00:33:33.000,0.14.3,381.0,745.0,1582.0,47,True,astral-sh/ruff,ruff,conda-forge/ruff,,3091057.0,101762535.0,152401.0,129716.0,https://pypi.org/project/ruff,2025-10-31 00:25:44.000,22685.0,101482701.0,https://anaconda.org/conda-forge/ruff,2025-11-01 02:36:26.968,5015967.0,1.0,16.0,,,,,,,,,,,,,,,,,
7,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2025-11-06 00:50:21.000,2025-11-06 00:50:17,6417.0,153.0,1440.0,225.0,820.0,1535.0,10907.0,2025-11-02 12:25:54.000,7.1.3,101.0,226.0,351.0,47,True,,psutil,conda-forge/psutil,,,226797965.0,775314.0,757588.0,https://pypi.org/project/psutil,2025-11-02 12:25:54.000,17726.0,225972054.0,https://anaconda.org/conda-forge/psutil,2025-11-02 14:20:35.921,52858326.0,1.0,,,,,,,,,,,,,,,,,,
8,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2025-11-06 05:40:00.000,2025-11-06 05:40:00,15598.0,207.0,3157.0,318.0,5935.0,6688.0,9984.0,2025-05-02 15:13:59.000,25.1.1,153.0,850.0,1066.0,47,True,,pip,conda-forge/pip,,,443944054.0,249910.0,244444.0,https://pypi.org/project/pip,2025-10-25 00:55:39.000,5466.0,441215180.0,https://anaconda.org/conda-forge/pip,2025-07-31 01:24:05.568,180105728.0,1.0,-1.0,,,,,,,,,,,,,,,,,
9,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2025-10-09 16:10:55.602,2025-10-09 15:33:24,4293.0,10.0,1930.0,530.0,1303.0,1230.0,54296.0,2025-10-09 14:18:08.000,14.2.0,201.0,277.0,311.0,46,True,,rich,conda-forge/rich,,,263264125.0,507054.0,481431.0,https://pypi.org/project/rich,2025-10-09 14:16:51.000,25623.0,263015655.0,https://anaconda.org/conda-forge/rich,2025-10-09 16:10:55.602,15902125.0,1.0,,,,,,,,,,,,,,,,,,
