,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,labels,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
10,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,35,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2021-06-21 19:49:55.668,2021-06-09 17:20:07.000,1760.0,1410.0,12367.0,2020-05-14 15:18:01.000,1.1.2,46.0,192.0,['mkdocs'],conda-forge/mkdocs,mkdocs,130.0,1544.0,18900.0,12958.0,https://pypi.org/project/mkdocs,2021-06-09 17:22:11.000,5942.0,624622.0,626833.0,https://anaconda.org/conda-forge/mkdocs,2021-06-21 19:49:55.668,137105.0,1.0,,,,,,,,,,
11,psutil,https://github.com/giampaolo/psutil,,Cross-platform lib for process and system monitoring in Python.,profiling,35,True,giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2021-06-23 12:16:04.000,2021-06-06 12:41:42.000,1094.0,1288.0,7421.0,2020-12-19 01:19:27.000,5.8.0,83.0,159.0,,conda-forge/psutil,psutil,176.0,5686.0,115983.0,91317.0,https://pypi.org/project/psutil,2020-12-19 01:19:27.000,24666.0,23348441.0,23462664.0,https://anaconda.org/conda-forge/psutil,2021-04-19 20:30:13.823,7081866.0,1.0,,,,,,,,,,
12,jedi,https://github.com/davidhalter/jedi,,"Awesome autocompletion, static analysis and refactoring library for python.",refactoring,35,True,davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2021-05-26 14:15:06.000,2021-05-05 22:38:19.000,441.0,1211.0,4888.0,2020-12-25 10:34:25.000,0.18.0,30.0,144.0,,conda-forge/jedi,jedi,26.0,8204.0,153081.0,137175.0,https://pypi.org/project/jedi,2020-12-25 10:34:25.000,15906.0,13383316.0,13476926.0,https://anaconda.org/conda-forge/jedi,2021-01-14 15:48:43.942,5242162.0,1.0,,,,,,,,,,
13,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,34,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2021-06-24 12:45:06.000,2021-06-17 07:21:30.000,1663.0,3838.0,8190.0,2021-04-17 05:02:21.000,4.3,28.0,400.0,,conda-forge/pyinstaller,pyinstaller,345.0,7773.0,18095.0,18095.0,https://pypi.org/project/pyinstaller,2021-04-17 04:46:48.000,0.0,577092.0,588701.0,https://anaconda.org/conda-forge/pyinstaller,2021-04-21 15:08:29.384,237213.0,1.0,,705836.0,,,,,,,,
14,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,34,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2021-06-24 13:19:00.000,2021-06-23 21:05:03.000,2357.0,4807.0,7241.0,2021-05-23 09:52:07.000,21.1.2,105.0,616.0,,conda-forge/pip,pip,989.0,,71322.0,52656.0,https://pypi.org/project/pip,2021-05-23 09:52:07.000,18666.0,86284598.0,86643700.0,https://anaconda.org/conda-forge/pip,2021-05-23 11:54:56.735,21187023.0,1.0,,,,,,,,,,
15,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,34,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2021-06-24 13:08:02.000,2021-06-24 13:02:43.000,1689.0,3384.0,6026.0,2021-05-25 11:27:33.000,4.0.3,62.0,144.0,,conda-forge/robotframework,robotframework,203.0,12946.0,5302.0,3894.0,https://pypi.org/project/robotframework,2021-05-25 11:28:06.000,1408.0,715665.0,716933.0,https://anaconda.org/conda-forge/robotframework,2021-05-25 13:52:36.408,51747.0,1.0,,506.0,,,,,,,,
16,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,34,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2021-05-26 09:46:52.000,2021-05-06 22:18:19.000,599.0,532.0,4332.0,2021-03-14 18:44:02.000,2.7.0,12.0,125.0,,conda-forge/pycodestyle,pycodestyle,113.0,1222.0,166149.0,144919.0,https://pypi.org/project/pycodestyle,2021-03-14 18:44:02.000,21230.0,16643750.0,16689053.0,https://anaconda.org/conda-forge/pycodestyle,2021-03-15 18:43:23.361,2718182.0,1.0,,,,,,,,,,
17,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2021-04-30 08:34:16.877,2021-04-30 06:04:29.000,244.0,333.0,3803.0,2021-04-30 06:09:29.000,1.5.7,67.0,50.0,,conda-forge/autopep8,autopep8,86.0,2702.0,89885.0,79701.0,https://pypi.org/project/autopep8,2021-04-30 06:04:42.000,10184.0,2144268.0,2152198.0,https://anaconda.org/conda-forge/autopep8,2021-04-30 08:34:16.877,475808.0,1.0,,,,,,,,,,
18,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,34,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2021-06-23 22:11:31.000,2021-06-23 20:31:16.000,718.0,2744.0,3394.0,2021-05-31 19:04:53.000,2.8.3,106.0,393.0,,conda-forge/pylint,pylint,710.0,5548.0,37734.0,,https://pypi.org/project/pylint,2021-06-17 11:20:32.000,37734.0,12021628.0,12054997.0,https://anaconda.org/conda-forge/pylint,2021-06-14 18:30:40.440,1935414.0,1.0,,,,,,,,,,
19,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2021-06-23 15:31:08.000,2021-05-29 15:41:00.000,729.0,1236.0,1377.0,2021-05-23 03:55:07.000,57.0.0,430.0,443.0,,conda-forge/setuptools,setuptools,542.0,,163853.0,105923.0,https://pypi.org/project/setuptools,2021-05-23 03:54:57.000,57930.0,95989091.0,96371995.0,https://anaconda.org/conda-forge/setuptools,2021-01-08 05:42:17.824,22591298.0,1.0,,107.0,,,,,,,,
20,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-06-23 13:03:40.000,2021-06-18 20:09:26.000,820.0,456.0,27260.0,2021-06-18 19:47:17.000,10.4.0,128.0,95.0,,conda-forge/rich,rich,7.0,2037.0,4776.0,4776.0,https://pypi.org/project/rich,2021-06-18 19:45:20.000,0.0,1785150.0,1809226.0,https://anaconda.org/conda-forge/rich,2021-06-18 23:03:49.385,264838.0,1.0,,,,,,,,,,
21,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,33,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2021-06-24 06:28:08.000,2021-06-23 19:11:23.000,1365.0,1284.0,21422.0,2021-06-10 22:26:39.000,21.6b0,30.0,259.0,,conda-forge/black,black,295.0,,69846.0,63618.0,https://pypi.org/project/black,2021-06-10 22:27:03.000,6228.0,7639555.0,7686216.0,https://anaconda.org/conda-forge/black,2021-06-01 15:30:09.204,1706834.0,2.0,,14342.0,,,,,,,,
22,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,33,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2021-06-21 04:09:26.000,2021-06-20 08:47:26.000,1638.0,1044.0,6825.0,2021-06-12 11:53:53.000,7.1.8,202.0,119.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,18.0,3408.0,8587.0,7085.0,https://pypi.org/project/mkdocs-material,2021-06-12 11:53:53.000,1502.0,477183.0,479081.0,https://anaconda.org/conda-forge/mkdocs-material,2021-06-12 14:59:58.343,47451.0,1.0,,,,,,,,,,
23,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2021-06-20 00:05:23.000,2021-06-15 04:26:27.000,463.0,1055.0,5244.0,2021-06-09 14:28:26.000,hypothesis-python-6.14.0,851.0,248.0,,conda-forge/hypothesis,hypothesis,59.0,10834.0,11647.0,9031.0,https://pypi.org/project/hypothesis,2021-06-09 14:28:11.000,2616.0,1803925.0,1876701.0,https://anaconda.org/conda-forge/hypothesis,2021-06-09 16:29:09.054,4293833.0,1.0,,,,,,,,,,
24,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2021-06-24 05:29:35.000,2021-06-24 05:29:29.000,407.0,947.0,3974.0,2021-06-21 13:21:23.000,5.9.1,128.0,240.0,,conda-forge/isort,isort,22.0,,202533.0,178315.0,https://pypi.org/project/isort,2021-06-21 13:20:21.000,24218.0,17227730.0,17261835.0,https://anaconda.org/conda-forge/isort,2021-06-21 15:28:29.992,2012214.0,2.0,,,,,,,,,,
25,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2021-06-23 05:32:22.000,2021-06-23 05:32:21.000,1565.0,504.0,3723.0,2018-10-05 13:20:49.000,0.4.2,23.0,106.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,193.0,1230.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,23474.0,1920511.0,1944775.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-04-06 20:57:24.009,1407366.0,1.0,,,,,,,,,,
26,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,32,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2021-06-24 11:41:18.000,2021-06-23 18:06:32.000,1246.0,1920.0,15460.0,2021-04-14 17:08:31.000,1.1.6,135.0,276.0,,conda-forge/poetry,poetry,1164.0,1812.0,64.0,,https://pypi.org/project/poetry,2021-05-21 14:01:30.000,64.0,2517208.0,2702136.0,https://anaconda.org/conda-forge/poetry,2021-04-15 00:21:03.148,224639.0,2.0,,6929633.0,,,,,,,,
27,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,32,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2021-06-23 18:40:55.000,2021-06-22 02:52:48.000,454.0,1128.0,6124.0,2021-05-21 21:08:51.000,2.13.0,160.0,122.0,,conda-forge/pre-commit,pre-commit,22.0,2028.0,2136.0,,https://pypi.org/project/pre-commit,2021-05-21 21:05:09.000,2136.0,3288613.0,3315676.0,https://anaconda.org/conda-forge/pre-commit,2021-05-27 13:32:23.502,591884.0,1.0,,7236.0,,,,,,,,
28,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,32,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-06-22 23:00:04.000,2021-06-22 09:27:03.000,444.0,617.0,5043.0,2021-06-22 09:33:33.000,6.2.0,93.0,151.0,,conda-forge/pip-tools,pip-tools,113.0,1581.0,3252.0,,https://pypi.org/project/pip-tools,2021-06-22 09:33:33.000,3252.0,2505092.0,2505926.0,https://anaconda.org/conda-forge/pip-tools,2021-06-22 11:23:39.836,11688.0,2.0,,,,,,,,,,
29,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2021-06-23 23:47:17.000,2021-06-23 09:43:03.000,1033.0,6062.0,4187.0,2021-04-15 16:31:48.000,4.10.1,100.0,363.0,,conda-forge/conda,conda,1990.0,15705.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,2104.0,58066.0,385737.0,https://anaconda.org/conda-forge/conda,2021-04-21 16:07:33.360,19004949.0,2.0,,,,,,,,,,
30,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2021-06-21 17:05:12.000,2021-06-21 17:05:11.000,894.0,1078.0,3899.0,2021-05-24 18:15:38.000,20.4.7,162.0,171.0,,conda-forge/virtualenv,virtualenv,62.0,,34422.0,,https://pypi.org/project/virtualenv,2021-05-24 18:15:38.000,34422.0,18716324.0,18735026.0,https://anaconda.org/conda-forge/virtualenv,2021-05-24 21:48:38.685,953834.0,2.0,,,,,,,,,,
31,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,32,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-06-21 20:59:16.000,2021-06-18 06:13:17.000,196.0,165.0,2931.0,2021-01-20 07:45:20.000,1.1.0,56.0,94.0,,conda-forge/freezegun,freezegun,67.0,523.0,16599.0,8247.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,8352.0,4194773.0,4198418.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,229695.0,1.0,,,,,,,,,,
32,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,32,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2021-04-09 10:35:26.000,2016-03-04 01:16:26.000,358.0,461.0,1340.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,,conda-forge/nose,nose,447.0,1004.0,196984.0,110510.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,86474.0,3942423.0,3971421.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,1768917.0,1.0,,,,,,,,,,
33,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2021-06-18 09:43:33.000,2021-06-01 17:24:18.000,146.0,193.0,1042.0,2021-06-01 17:24:42.000,2.12.1,42.0,66.0,['pytest'],conda-forge/pytest-cov,pytest-cov,100.0,813.0,132710.0,89316.0,https://pypi.org/project/pytest-cov,2021-06-01 17:24:42.000,43394.0,13007585.0,13055142.0,https://anaconda.org/conda-forge/pytest-cov,2021-06-02 16:41:25.608,2996124.0,1.0,,,,,,,,,,
34,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,32,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-06-10 01:02:50.000,2021-05-28 17:28:29.000,145.0,345.0,1041.0,2021-03-24 16:32:54.000,2.3.1,30.0,77.0,,conda-forge/pyflakes,pyflakes,80.0,513.0,117995.0,91497.0,https://pypi.org/project/pyflakes,2021-03-24 16:32:54.000,26498.0,12640542.0,12683881.0,https://anaconda.org/conda-forge/pyflakes,2021-03-24 22:10:26.104,2600362.0,1.0,,,,,,,,,,
35,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2021-06-16 09:52:54.000,2021-06-14 07:42:07.000,208.0,377.0,946.0,2021-05-06 17:24:17.000,1.1.0,128.0,99.0,,conda-forge/sentry-sdk,sentry-sdk,171.0,1249.0,12959.0,11973.0,https://pypi.org/project/sentry-sdk,2021-05-06 17:24:12.000,986.0,9562622.0,9565590.0,https://anaconda.org/conda-forge/sentry-sdk,2021-05-11 18:36:53.766,87843.0,2.0,,4479.0,,,,,,,,
36,pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,pytest plugin for distributed testing and loop-on-failures testing modes.,testing,32,True,pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2021-06-17 01:17:32.581,2021-06-16 21:53:52.000,150.0,230.0,718.0,2021-06-16 21:48:35.000,2.3.0,56.0,74.0,['pytest'],conda-forge/pytest-xdist,pytest-xdist,196.0,882.0,26392.0,19050.0,https://pypi.org/project/pytest-xdist,2021-06-16 21:48:35.000,7342.0,4640550.0,4665432.0,https://anaconda.org/conda-forge/pytest-xdist,2021-06-17 01:17:32.581,1468047.0,1.0,,,,,,,,,,
37,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-05-30 07:38:09.000,2021-05-30 07:37:32.000,68.0,92.0,414.0,2021-03-30 20:43:51.000,0.8.2,25.0,40.0,,conda-forge/parso,parso,8.0,1086.0,144259.0,132895.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000,11364.0,13508872.0,13609684.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064,4234125.0,1.0,,,,,,,,,,
38,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2021-04-19 15:15:46.138,2021-03-19 22:08:53.000,406.0,370.0,9199.0,2020-09-20 07:56:32.000,0.5.3,17.0,29.0,,conda-forge/loguru,loguru,49.0,558.0,8137.0,7795.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,342.0,1512171.0,1518987.0,https://anaconda.org/conda-forge/loguru,2021-04-19 15:15:46.138,190855.0,2.0,,,,,,,,,,
39,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2021-06-24 12:48:41.000,2021-06-24 12:48:41.000,1536.0,695.0,4636.0,2021-06-19 19:41:02.000,3.2.0,112.0,792.0,,conda-forge/buildbot,buildbot,650.0,22020.0,1140.0,248.0,https://pypi.org/project/buildbot,2021-06-19 19:41:02.000,892.0,56505.0,58507.0,https://anaconda.org/conda-forge/buildbot,2021-06-19 21:13:41.636,35882.0,1.0,,15227.0,,,,,,,,
40,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,31,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2021-06-13 21:23:55.000,2021-06-06 18:34:32.000,280.0,357.0,3310.0,2020-12-31 02:43:43.000,1.5.0,50.0,56.0,,conda-forge/invoke,invoke,303.0,3511.0,12618.0,8016.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000,4602.0,1628151.0,1633461.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830,329240.0,1.0,,,,,,,,,,
41,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,31,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2021-06-15 17:29:31.000,2021-06-15 16:03:10.000,328.0,364.0,3299.0,2020-12-13 02:48:28.000,1.7.0,31.0,132.0,,conda-forge/bandit,bandit,166.0,1171.0,9344.0,6990.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000,2354.0,1528393.0,1531335.0,https://anaconda.org/conda-forge/bandit,2021-03-10 05:39:36.125,73547.0,1.0,,52.0,,,,,,,,
42,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-06-24 04:21:01.798,2021-06-02 11:43:55.000,132.0,110.0,1437.0,2021-06-02 11:43:46.000,0.13.9,41.0,48.0,,conda-forge/ipdb,ipdb,51.0,351.0,43462.0,26564.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,16898.0,1647794.0,1650752.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798,174566.0,1.0,,,,,,,,,,
43,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,31,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2021-05-07 18:18:51.000,2019-10-16 17:48:40.000,157.0,125.0,1401.0,2019-01-16 20:35:25.000,1.4.3,41.0,76.0,,conda-forge/logbook,logbook,56.0,1194.0,4671.0,2607.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,2064.0,518304.0,519925.0,https://anaconda.org/conda-forge/logbook,2021-01-11 05:40:29.145,43704.0,2.0,,245.0,,,,,,,,
