,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,open_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
41,structlog,hynek/structlog,logging,Structured Logging for Python.,,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2022-08-24 09:00:53.000,2022-08-24 09:00:48,1089.0,55.0,156.0,30.0,203.0,211.0,2129.0,2022-07-20 11:47:25.000,22.1.0,28.0,89.0,36,True,structlog,conda-forge/structlog,,25.0,6054.0,5115.0,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,939.0,4110659.0,4113715.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,223100.0,2.0,,,,,,,2.0,,,,,,,,,,,,,
42,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-08-24 02:17:31.000,2022-08-16 07:55:13,2101.0,45.0,336.0,26.0,1460.0,930.0,1994.0,2022-03-11 19:01:02.000,0.16.1,54.0,172.0,36,True,wemake-python-styleguide,,,94.0,4895.0,4870.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,25.0,216963.0,216963.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
43,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-08-01 21:10:47.000,2022-07-27 16:17:56,897.0,27.0,174.0,34.0,219.0,215.0,1301.0,2021-10-04 01:48:57.000,3.0.0,43.0,78.0,36,True,pytest-cov,conda-forge/pytest-cov,['pytest'],115.0,170850.0,142436.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,28414.0,15183296.0,15261590.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,6028682.0,1.0,,,,,,,,,,,,,,,,,,,,
44,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-08-25 07:32:37.000,2022-08-19 22:17:42,570.0,23.0,182.0,28.0,328.0,199.0,419.0,2021-11-18 00:41:06.000,21.3,39.0,81.0,36,True,packaging,conda-forge/packaging,,66.0,449536.0,432019.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,17517.0,117787389.0,118042912.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,18907797.0,1.0,486.0,,,,,,,,,,,,,,,,,,,
45,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-08-25 14:15:28.000,2022-08-21 22:13:00,22922.0,79.0,1597.0,205.0,5132.0,775.0,4878.0,2022-03-06 14:20:53.000,3.5.0,118.0,823.0,35,True,buildbot,conda-forge/buildbot,,657.0,751.0,294.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,457.0,30569.0,32783.0,https://anaconda.org/conda-forge/buildbot,2022-03-07 17:00:43.605,61431.0,1.0,27975.0,,,,,,,,,,,,,,,,,,,
46,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-08-12 15:46:56.359,2022-08-12 12:22:25,568.0,18.0,235.0,32.0,206.0,172.0,3386.0,2022-08-12 12:25:03.405,1.2.2,59.0,106.0,35,True,freezegun,conda-forge/freezegun,,109.0,4479.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,4479.0,5200014.0,5205509.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,423183.0,2.0,,,,,,,,,,,,,,,,,,,,
47,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2022-08-22 05:53:25.000,2022-08-20 08:31:04,665.0,11.0,160.0,30.0,145.0,132.0,1496.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,35,True,nodeenv,conda-forge/nodeenv,,39.0,26510.0,25609.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,901.0,6609282.0,6633032.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1401287.0,2.0,,,,,,,,,,,,,,,,,,,,
48,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-08-23 16:26:52.000,2022-08-21 17:52:35,8302.0,278.0,272.0,56.0,889.0,2699.0,1493.0,2022-07-30 21:59:57.000,4.4.0,29.0,144.0,35,True,scons,conda-forge/scons,,645.0,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,48.0,246803.0,251798.0,https://anaconda.org/conda-forge/scons,2022-08-04 12:06:30.011,323848.0,1.0,571.0,,,,,,,,,,,,,,,,,,,
49,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-07-31 10:32:15.000,2022-07-31 10:31:55,2631.0,211.0,156.0,25.0,233.0,173.0,1381.0,2022-07-29 12:59:00.921,1.3.0,75.0,70.0,35,True,rope,conda-forge/rope,,73.0,1602.0,,https://pypi.org/project/rope,2022-06-22 07:57:01.000,1602.0,813991.0,826619.0,https://anaconda.org/conda-forge/rope,2022-07-29 18:04:29.841,808218.0,1.0,,,,,,,,,,,,,,,,,,,,
50,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-07-01 13:12:01.000,2022-06-22 16:57:16,556.0,31.0,107.0,18.0,61.0,72.0,1362.0,2022-06-21 16:26:40.000,0.8.10,26.0,76.0,35,True,tabulate,conda-forge/tabulate,,71.0,89897.0,83255.0,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,6642.0,40997207.0,41036600.0,https://anaconda.org/conda-forge/tabulate,2022-06-22 12:29:14.585,2954475.0,2.0,,,,,,,,,,,,,,,,,,,,
51,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-07-13 13:26:51.000,2022-07-13 13:26:51,231.0,12.0,182.0,24.0,66.0,48.0,1336.0,2022-07-11 14:10:01.875,2.0.4,24.0,54.0,35,True,python-json-logger,conda-forge/python-json-logger,,32.0,28584.0,27855.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,729.0,6704001.0,6726044.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1410796.0,2.0,,,,,,,,,,,,,,,,,,,,
52,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-08-16 12:22:02.000,2022-06-01 10:49:13,1043.0,3.0,269.0,30.0,490.0,384.0,1314.0,2022-06-01 11:37:12.000,4.0.1,50.0,107.0,35,True,twine,conda-forge/twine,,39.0,81826.0,69290.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,12536.0,3182527.0,3190020.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,539515.0,1.0,,,,,,,,,,,,,,,,,,,,
53,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-08-10 00:25:36.000,2021-09-14 17:41:07,402.0,,931.0,170.0,140.0,211.0,7045.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,True,pyautogui,conda-forge/pyautogui,,404.0,17217.0,16606.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,556097.0,558913.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687,160543.0,2.0,,,,,,,,,,,,,,,,,,,,
54,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-08-25 10:37:37.000,2022-08-23 07:46:39,562.0,52.0,617.0,109.0,629.0,762.0,6767.0,2022-08-23 23:15:37.006,1.25.2,83.0,26.0,34,True,playwright,,,29.0,1763.0,1687.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,76.0,851213.0,851213.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
55,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-08-25 04:01:54.000,2022-08-25 03:59:51,12322.0,767.0,386.0,108.0,310.0,224.0,6017.0,2022-06-30 15:56:01.000,0.9.15,73.0,209.0,34,True,pyre-check,,,105.0,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,33.0,107682.0,107682.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
56,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-07-22 12:50:17.000,2022-06-07 20:06:03,3558.0,1.0,317.0,95.0,215.0,376.0,3668.0,2022-05-11 16:04:49.000,1.7.1,56.0,57.0,34,True,invoke,conda-forge/invoke,,337.0,15580.0,12955.0,https://pypi.org/project/invoke,2022-05-11 16:04:49.000,2625.0,4582738.0,4592351.0,https://anaconda.org/conda-forge/invoke,2022-05-11 20:17:05.673,730588.0,2.0,,,,,,,,,,,,,,,,,,,,
57,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-08-21 17:55:00.000,2022-08-21 17:55:00,1179.0,14.0,199.0,46.0,243.0,160.0,2461.0,2022-07-19 14:27:35.000,2022.1.2,75.0,89.0,34,True,pudb,conda-forge/pudb,,148.0,4032.0,3293.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,739.0,190980.0,192910.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620,140909.0,1.0,,,,,,,,,,,,,,,,,,,,
58,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-07-25 23:16:36.000,2022-07-25 23:16:35,504.0,24.0,109.0,33.0,187.0,109.0,1435.0,2022-07-05 12:51:54.000,3.8.2,56.0,59.0,34,True,pytest-mock,conda-forge/pytest-mock,['pytest'],14.0,33963.0,29584.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,4379.0,7288118.0,7310657.0,https://anaconda.org/conda-forge/pytest-mock,2022-07-05 19:10:32.213,1645353.0,2.0,,,,,,,,,,,,,,,,,,,,
59,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,369.0,47.0,261.0,462.0,1351.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,nose,conda-forge/nose,,447.0,173148.0,128541.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44607.0,5458060.0,5489539.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2360973.0,2.0,,,,,,,,,,,,,,,,,,,,
60,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-08-20 06:35:06.000,2022-08-20 06:35:06,1359.0,76.0,171.0,24.0,337.0,344.0,620.0,2022-07-11 12:26:57.000,7.0.5,78.0,108.0,34,True,setuptools_scm,conda-forge/setuptools_scm,,82.0,520.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,520.0,17818692.0,17833408.0,https://anaconda.org/conda-forge/setuptools_scm,2022-07-11 20:49:26.454,1133194.0,2.0,,,,,,,,,,,,,,,,,,,,
61,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-08-25 00:13:59.000,2022-08-25 00:13:56,5509.0,191.0,256.0,56.0,731.0,448.0,3853.0,2022-08-23 22:10:02.379,2022.8.23,147.0,81.0,33,True,pytype,conda-forge/pytype,,100.0,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,101.0,281492.0,285148.0,https://anaconda.org/conda-forge/pytype,2022-08-24 07:09:34.068,98713.0,2.0,,,,,,,,,,,,,,,,,,,,
62,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-08-24 14:04:33.000,2022-08-24 14:04:33,1208.0,57.0,221.0,57.0,973.0,769.0,2142.0,2022-08-05 20:42:02.000,2.1.103,190.0,106.0,33,True,pex,,,148.0,133.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,133.0,560183.0,598779.0,,,,2.0,1157899.0,,,,,,,,,,,,,,,,,,,
63,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-08-25 07:37:20.000,2022-08-25 07:37:20,3492.0,69.0,186.0,39.0,31.0,769.0,1709.0,2022-08-12 22:46:45.000,7.6.1,253.0,23.0,33,False,pyarmor,,,14.0,504.0,490.0,https://pypi.org/project/pyarmor,2022-06-28 00:57:42.000,14.0,541546.0,541546.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
64,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-08-22 19:20:56.000,2022-07-27 17:45:26,792.0,5.0,105.0,24.0,123.0,303.0,337.0,2021-12-22 12:22:00.000,0.37.1,66.0,65.0,33,True,wheel,conda-forge/wheel,,36.0,34659.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,34659.0,119637975.0,120183966.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622,39857370.0,3.0,,,,,,,,,,,,,,,,,,,,
65,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-08-21 17:08:48.000,2022-08-21 17:08:48,452.0,8.0,309.0,106.0,262.0,172.0,8848.0,2022-05-17 00:35:25.391,0.3.12,36.0,30.0,32,True,py-spy,conda-forge/py-spy,,85.0,334.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,38.0,982399.0,993093.3333333334,https://anaconda.org/conda-forge/py-spy,2021-12-18 07:06:29.610,326921.0,2.0,9737.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-05-17 00:35:25.391,1.0,816.3333333333334,401315.0,,
66,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-08-21 20:28:12.470,2022-08-21 15:41:13,757.0,54.0,192.0,52.0,107.0,89.0,4625.0,2022-08-21 16:25:32.877,4.3.0,38.0,44.0,32,True,pyinstrument,conda-forge/pyinstrument,,16.0,967.0,861.0,https://pypi.org/project/pyinstrument,2022-07-03 16:21:24.000,106.0,381330.0,383126.0,https://anaconda.org/conda-forge/pyinstrument,2022-08-21 20:28:12.470,127538.0,2.0,,,,,,,,,,,,,,,,,,,,
67,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-08-22 10:01:41.000,2022-08-19 10:18:57,2286.0,72.0,294.0,68.0,916.0,303.0,3720.0,2022-08-08 19:53:18.372,6.0.0,39.0,112.0,32,True,mimesis,conda-forge/mimesis,,2.0,61.0,,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,61.0,168581.0,170094.0,https://anaconda.org/conda-forge/mimesis,2022-08-08 22:27:40.671,37737.0,2.0,351.0,,,,,,,,,,,,,,,,,,,
68,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2022-08-23 15:05:18.000,2022-08-17 15:40:14,946.0,48.0,341.0,39.0,444.0,364.0,2910.0,2021-10-26 14:02:33.000,3.2.1,42.0,123.0,32,True,factory_boy,conda-forge/factory_boy,,159.0,735.0,,https://pypi.org/project/factory_boy,2021-10-26 14:02:33.000,735.0,2200690.0,2202178.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,105679.0,2.0,,,,,,,,,,,,,,,,,,,,
69,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-08-21 17:58:23.000,2022-08-01 06:58:17,1468.0,8.0,154.0,49.0,159.0,212.0,1443.0,2022-04-22 15:33:23.000,0.36.0,48.0,64.0,32,True,doit,conda-forge/doit,,67.0,1305.0,1024.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,281.0,283852.0,285926.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,116187.0,3.0,,,,,,,,,,,,,,,,,,,,
70,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2022-06-20 05:42:08.640,2019-10-16 17:48:40,1195.0,,157.0,36.0,151.0,125.0,1425.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,32,False,logbook,conda-forge/logbook,,56.0,4589.0,3406.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,1183.0,1509443.0,1511360.0,https://anaconda.org/conda-forge/logbook,2022-06-20 05:42:08.640,78491.0,2.0,280.0,,,,,,,,,,,,,,,,,,,
71,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Pytest support for asyncio.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2022-08-22 18:24:08.000,2022-08-08 19:54:25,310.0,30.0,106.0,35.0,188.0,185.0,988.0,2022-07-15 08:25:25.352,0.19.0,32.0,38.0,32,True,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],34.0,2057.0,,https://pypi.org/project/pytest-asyncio,2022-07-15 08:25:25.352,2057.0,3776982.0,3795418.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-07-15 14:13:02.270,1161237.0,2.0,30.0,,,,,,,,,,,,,,,,,,,
72,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-08-24 15:52:44.000,2022-08-23 20:41:23,1000.0,7.0,161.0,46.0,311.0,286.0,961.0,2021-12-10 11:41:55.000,2.5.0,58.0,83.0,32,True,pytest-xdist,conda-forge/pytest-xdist,['pytest'],205.0,4688.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4688.0,6209458.0,6252629.0,https://anaconda.org/conda-forge/pytest-xdist,2021-12-10 14:46:36.827,3151499.0,2.0,,,,,,,,,,,,,,,,,,,,
73,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-06-29 06:17:38.000,2022-04-05 09:33:19,724.0,,171.0,21.0,302.0,210.0,931.0,2021-05-17 20:37:45.000,6.1.1,17.0,81.0,32,True,pydocstyle,conda-forge/pydocstyle,,91.0,34554.0,32159.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2395.0,2377471.0,2388953.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,838242.0,2.0,57.0,,,,,,,,,,,,,,,,,,,
74,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-06-08 15:08:54.000,2022-01-05 13:41:29,905.0,,100.0,21.0,64.0,189.0,778.0,2022-01-05 13:43:27.000,4.0.0,99.0,40.0,32,True,progressbar2,conda-forge/progressbar2,,14.0,22338.0,20852.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,1486.0,13084695.0,13092501.0,https://anaconda.org/conda-forge/progressbar2,2022-02-01 19:09:44.843,544464.0,2.0,1682.0,,,,,,,,,,,,,,,,,,,
75,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2022-08-22 17:20:54.000,2022-08-22 17:20:50,1081.0,36.0,136.0,24.0,279.0,209.0,724.0,2022-07-16 16:40:18.561,0.12.0,28.0,74.0,32,True,nose2,conda-forge/nose2,,48.0,6199.0,5117.0,https://pypi.org/project/nose2,2022-02-13 00:26:17.000,1082.0,597701.0,598934.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,62893.0,2.0,,,,,,,,,,,,,,,,,,,,
76,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2022-07-24 20:36:52.000,2022-07-24 20:36:52,1726.0,26.0,164.0,16.0,335.0,383.0,614.0,2022-06-20 18:54:02.000,4.34.0,64.0,103.0,32,True,breathe,conda-forge/breathe,,136.0,8331.0,7301.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,1030.0,319064.0,324254.0,https://anaconda.org/conda-forge/breathe,2022-06-21 01:45:19.926,361716.0,2.0,372.0,,,,,,,,,,,,,,,,,,,
77,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2022-08-15 21:45:30.000,2022-07-17 11:28:12,387.0,3.0,181.0,19.0,243.0,188.0,514.0,2022-07-04 14:37:44.000,3.1.1,44.0,45.0,32,True,pytest-html,conda-forge/pytest-html,['pytest'],103.0,23785.0,23101.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,684.0,2483538.0,2487757.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698,265853.0,2.0,,,,,,,,,,,,,,,,,,,,
78,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2022-06-14 10:55:03.000,2022-02-14 23:25:40,1098.0,,83.0,19.0,100.0,99.0,506.0,2021-11-30 21:05:47.000,0.8.3,26.0,44.0,32,True,parso,conda-forge/parso,,8.0,223599.0,217696.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5903.0,14565412.0,14729324.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,9179122.0,2.0,,,,,,,,,,,,,,,,,,,,
79,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-08-16 18:33:49.000,2022-08-16 18:33:49,2890.0,39.0,2483.0,386.0,838.0,1463.0,28449.0,2022-08-02 21:02:08.000,2.3.3,59.0,376.0,31,True,pyenv,,,50.0,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,7244.0,7244.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
80,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-08-22 14:25:59.000,2022-08-22 14:25:55,9967.0,22.0,4927.0,1069.0,322.0,4693.0,24437.0,2022-07-13 20:30:00.764,1.6.7,82.0,117.0,31,True,sqlmap,,,52.0,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6.0,5603.0,5603.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
81,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2022-07-05 13:32:55.000,2022-04-02 15:07:32,305.0,,918.0,232.0,111.0,96.0,15151.0,2022-04-02 15:00:56.000,1.1.1,57.0,27.0,31,True,pysnooper,conda-forge/pysnooper,,19.0,801.0,753.0,https://pypi.org/project/pysnooper,2022-04-02 15:00:56.000,48.0,182570.0,183869.0,https://anaconda.org/conda-forge/pysnooper,2022-04-04 02:05:04.609,50672.0,1.0,,,,,,,,,,,,,,,,,,,,
82,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2022-08-22 16:09:58.000,2022-08-05 14:38:34,1173.0,17.0,301.0,48.0,345.0,173.0,2437.0,2022-07-22 15:22:53.000,1.3.0,36.0,66.0,31,True,detect-secrets,,,96.0,24.0,,https://pypi.org/project/detect-secrets,2022-02-16 21:40:39.000,24.0,507763.0,507763.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
