,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
41,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-08-30 09:10:25.000,2022-08-29 23:08:58,575.0,24.0,182.0,27.0,330.0,203.0,420.0,2021-11-18 00:41:06.000,21.3,39.0,81.0,36,True,66.0,packaging,conda-forge/packaging,,459678.0,442161.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,17517.0,121909760.0,122169475.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,19477623.0,1.0,514.0,,,,,,,,,,,,,,,,,,,
42,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-08-25 08:51:27.000,2022-08-25 08:51:27,527.0,10.0,7181.0,34.0,247.0,119.0,21133.0,2022-06-09 21:27:11.000,1.4.0,21.0,74.0,35,True,64.0,numpydoc,conda-forge/numpydoc,['sphinx'],37820.0,33429.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,4391.0,407658.0,426546.0,https://anaconda.org/conda-forge/numpydoc,2022-07-19 05:18:08.354,1284420.0,2.0,,,,,,,,,,,,,,,,,,,,
43,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-09-05 18:07:24.000,2022-09-05 12:56:57,9820.0,457.0,410.0,123.0,259.0,1283.0,7408.0,2022-08-26 18:35:03.988,1.0.6,206.0,123.0,35,True,217.0,nuitka,conda-forge/nuitka,,709.0,672.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,37.0,51130.0,56070.0,https://anaconda.org/conda-forge/nuitka,2022-08-31 10:07:25.541,380428.0,2.0,,,,,,,,,,,,-1.0,,,,,,,,
44,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-09-05 14:04:30.000,2022-09-03 02:29:03,23017.0,168.0,1597.0,205.0,5142.0,783.0,4888.0,2022-08-25 19:06:05.000,3.6.0,119.0,824.0,35,True,657.0,buildbot,conda-forge/buildbot,,753.0,296.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,457.0,31301.0,33496.0,https://anaconda.org/conda-forge/buildbot,2022-08-25 21:55:26.485,62670.0,1.0,28147.0,,,,,,,,,,,,,,,,,,,
45,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-09-01 10:38:23.000,2022-06-07 20:06:03,3558.0,,317.0,95.0,216.0,376.0,3679.0,2022-05-11 16:04:49.000,1.7.1,56.0,57.0,35,True,337.0,invoke,conda-forge/invoke,,15765.0,13140.0,https://pypi.org/project/invoke,2022-05-11 16:04:49.000,2625.0,4448315.0,4458013.0,https://anaconda.org/conda-forge/invoke,2022-05-11 20:17:05.673,746762.0,1.0,,,,,,,,,,,,1.0,,,,,,,,
46,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-08-12 15:46:56.359,2022-08-12 12:22:25,568.0,16.0,235.0,32.0,206.0,172.0,3406.0,2022-08-12 12:25:03.405,1.2.2,59.0,106.0,35,True,109.0,freezegun,conda-forge/freezegun,,4479.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,4479.0,5103365.0,5108894.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,431326.0,2.0,,,,,,,,,,,,,,,,,,,,
47,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-09-07 20:05:05.000,2022-09-07 20:05:04,8315.0,247.0,272.0,56.0,891.0,2699.0,1507.0,2022-07-30 21:59:57.000,4.4.0,29.0,145.0,35,True,645.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,48.0,246215.0,251216.0,https://anaconda.org/conda-forge/scons,2022-08-04 12:06:30.011,329096.0,1.0,659.0,,,,,,,,,,,,,,,,,,,
48,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2022-08-22 05:53:25.000,2022-08-20 08:31:04,665.0,11.0,161.0,30.0,145.0,132.0,1496.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,35,True,39.0,nodeenv,conda-forge/nodeenv,,27390.0,26489.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,901.0,6580733.0,6604942.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1452557.0,2.0,,,,,,,,,,,,,,,,,,,,
49,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-09-05 06:42:02.000,2022-06-22 16:57:16,556.0,30.0,110.0,18.0,63.0,72.0,1382.0,2022-06-21 16:26:40.000,0.8.10,26.0,76.0,35,True,71.0,tabulate,conda-forge/tabulate,,91067.0,84425.0,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,6642.0,41629333.0,41669892.0,https://anaconda.org/conda-forge/tabulate,2022-06-22 12:29:14.585,3082498.0,2.0,,,,,,,,,,,,,,,,,,,,
50,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-07-13 13:26:51.000,2022-07-13 13:26:51,231.0,12.0,184.0,24.0,66.0,48.0,1346.0,2022-07-11 14:10:01.875,2.0.4,24.0,54.0,35,True,32.0,python-json-logger,conda-forge/python-json-logger,,28874.0,28145.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,729.0,6689333.0,6711682.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1452722.0,2.0,,,,,,,,,,,,,,,,,,,,
51,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-08-16 12:22:02.000,2022-06-01 10:49:13,1043.0,,269.0,31.0,490.0,385.0,1327.0,2022-06-01 11:37:12.000,4.0.1,50.0,107.0,35,True,41.0,twine,conda-forge/twine,,82513.0,69977.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,12536.0,3164198.0,3171739.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,550494.0,1.0,,,,,,,,,,,,,,,,,,,,
52,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-08-10 00:25:36.000,2021-09-14 17:41:07,402.0,,931.0,170.0,140.0,214.0,7119.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,True,404.0,pyautogui,conda-forge/pyautogui,,17485.0,16874.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,528155.0,530949.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687,162052.0,2.0,,,,,,,,,,,,,,,,,,,,
53,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-08-31 22:14:49.000,2022-08-25 18:45:30,563.0,45.0,617.0,109.0,630.0,771.0,6814.0,2022-08-23 23:15:37.006,1.25.2,83.0,26.0,34,True,27.0,playwright,,,1829.0,1753.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,76.0,885983.0,885983.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
54,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-09-08 14:05:03.000,2022-09-08 14:03:29,12448.0,780.0,386.0,108.0,315.0,224.0,6032.0,2022-06-30 15:56:01.000,0.9.15,73.0,212.0,34,True,105.0,pyre-check,,,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,33.0,108419.0,108419.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
55,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-09-05 03:35:11.000,2022-09-05 03:35:11,1181.0,16.0,199.0,46.0,245.0,161.0,2480.0,2022-07-19 14:27:35.000,2022.1.2,75.0,89.0,34,True,148.0,pudb,conda-forge/pudb,,4083.0,3344.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,739.0,330702.0,332696.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620,147575.0,1.0,,,,,,,,,,,,,,,,,,,,
56,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-09-06 17:14:41.000,2022-08-16 07:55:13,2101.0,38.0,341.0,26.0,1461.0,931.0,2009.0,2022-03-11 19:01:02.000,0.16.1,54.0,173.0,34,True,94.0,wemake-python-styleguide,,,5342.0,5317.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,25.0,270290.0,270290.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
57,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-09-06 10:58:15.000,2022-09-06 10:58:13,506.0,24.0,110.0,32.0,188.0,109.0,1446.0,2022-07-05 12:51:54.000,3.8.2,56.0,59.0,34,True,14.0,pytest-mock,conda-forge/pytest-mock,['pytest'],34428.0,30049.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,4379.0,6973456.0,6995999.0,https://anaconda.org/conda-forge/pytest-mock,2022-07-05 19:10:32.213,1668208.0,2.0,,,,,,,,,,,,,,,,,,,,
58,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-09-08 04:15:27.000,2022-09-08 04:15:27,2635.0,134.0,156.0,25.0,233.0,173.0,1391.0,2022-07-29 12:59:00.921,1.3.0,75.0,70.0,34,True,73.0,rope,conda-forge/rope,,1602.0,,https://pypi.org/project/rope,2022-06-22 07:57:01.000,1602.0,779927.0,792629.0,https://anaconda.org/conda-forge/rope,2022-07-29 18:04:29.841,825632.0,1.0,,,,,,,,,,,,,,,,,,,,
59,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,369.0,47.0,261.0,462.0,1352.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,447.0,nose,conda-forge/nose,,173604.0,128997.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44607.0,5462883.0,5494188.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2379182.0,2.0,,,,,,,,,,,,,,,,,,,,
60,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-09-05 19:55:07.000,2022-08-20 06:35:06,1359.0,59.0,171.0,24.0,338.0,344.0,625.0,2022-07-11 12:26:57.000,7.0.5,78.0,108.0,34,True,82.0,setuptools_scm,conda-forge/setuptools_scm,,520.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,520.0,14688094.0,14702939.0,https://anaconda.org/conda-forge/setuptools_scm,2022-07-11 20:49:26.454,1157914.0,2.0,,,,,,,,,,,,,,,,,,,,
61,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-09-08 01:38:21.000,2022-09-07 21:08:34,457.0,13.0,326.0,106.0,265.0,174.0,8997.0,2022-09-07 22:01:08.223,0.3.14,38.0,30.0,33,True,92.0,py-spy,conda-forge/py-spy,,336.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,40.0,874906.0,885283.3333333334,https://anaconda.org/conda-forge/py-spy,2021-12-18 07:06:29.610,328814.0,2.0,9942.0,,,,,,,,,,,1.0,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,722.3333333333334,401660.0,,
62,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-09-08 00:20:35.000,2022-08-30 23:19:02,5527.0,191.0,257.0,56.0,735.0,450.0,3890.0,2022-08-30 23:30:29.334,2022.8.30,148.0,81.0,33,True,99.0,pytype,conda-forge/pytype,,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,101.0,285984.0,289629.0,https://anaconda.org/conda-forge/pytype,2022-08-31 02:51:13.632,102073.0,2.0,,,,,,,,,,,,,,,,,,,,
63,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-09-05 01:30:17.000,2022-09-05 01:30:16,1214.0,51.0,221.0,58.0,979.0,773.0,2147.0,2022-08-28 18:54:34.000,2.1.104,191.0,107.0,33,True,148.0,pex,,,133.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,133.0,527314.0,567622.0,,,,2.0,1249577.0,,,,,,,,,,,,,,,,,,,
64,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-09-07 14:00:24.000,2022-08-31 22:25:33,3499.0,62.0,189.0,39.0,32.0,774.0,1736.0,2022-08-12 22:46:45.000,7.6.1,253.0,23.0,33,False,23.0,pyarmor,,,513.0,499.0,https://pypi.org/project/pyarmor,2022-06-28 00:57:42.000,14.0,574433.0,574433.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
65,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-09-08 09:01:34.000,2022-09-08 09:01:23,1479.0,19.0,154.0,50.0,160.0,212.0,1451.0,2022-04-22 15:33:23.000,0.36.0,48.0,66.0,33,True,67.0,doit,conda-forge/doit,,1314.0,1033.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,281.0,277273.0,279371.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,119609.0,3.0,,,,,,,,,,,,1.0,,,,,,,,
66,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-09-07 14:55:46.000,2022-09-06 20:37:38,1005.0,10.0,162.0,45.0,313.0,288.0,973.0,2021-12-10 11:41:55.000,2.5.0,58.0,84.0,33,True,205.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4688.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4688.0,5906729.0,5950347.0,https://anaconda.org/conda-forge/pytest-xdist,2021-12-10 14:46:36.827,3227792.0,2.0,,,,,,,,,,,,1.0,,,,,,,,
67,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-09-05 20:12:21.000,2022-09-05 20:12:20,793.0,6.0,105.0,24.0,123.0,303.0,339.0,2021-12-22 12:22:00.000,0.37.1,66.0,65.0,33,True,36.0,wheel,conda-forge/wheel,,34659.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,34659.0,119955509.0,120508503.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622,40921579.0,3.0,,,,,,,,,,,,,,,,,,,,
68,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-09-05 15:17:19.000,2022-09-02 14:57:42,2292.0,65.0,294.0,68.0,923.0,303.0,3741.0,2022-08-08 19:53:18.372,6.0.0,39.0,112.0,32,True,2.0,mimesis,conda-forge/mimesis,,61.0,,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,61.0,157039.0,158586.0,https://anaconda.org/conda-forge/mimesis,2022-08-08 22:27:40.671,40128.0,2.0,359.0,,,,,,,,,,,,,,,,,,,
69,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Pytest support for asyncio.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2022-09-06 16:32:42.000,2022-09-06 16:32:41,315.0,29.0,106.0,34.0,192.0,189.0,999.0,2022-07-15 08:25:25.352,0.19.0,32.0,38.0,32,True,34.0,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],2057.0,,https://pypi.org/project/pytest-asyncio,2022-07-15 08:25:25.352,2057.0,3628034.0,3646572.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-07-15 14:13:02.270,1186202.0,2.0,37.0,,,,,,,,,,,,,,,,,,,
70,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2022-09-05 17:17:05.000,2022-08-29 17:54:03,1082.0,37.0,136.0,24.0,281.0,209.0,726.0,2022-07-16 16:40:18.561,0.12.0,28.0,74.0,32,True,49.0,nose2,conda-forge/nose2,,6240.0,5158.0,https://pypi.org/project/nose2,2022-02-13 00:26:17.000,1082.0,591633.0,592870.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,64325.0,2.0,,,,,,,,,,,,,,,,,,,,
71,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2022-05-06 18:17:17.000,2021-09-24 20:53:41,351.0,,177.0,21.0,79.0,54.0,656.0,2021-12-15 14:50:58.488,0.0.1,25.0,28.0,32,True,85.0,alabaster,conda-forge/alabaster,['sphinx'],78320.0,70640.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,7680.0,5651377.0,5713562.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,4601717.0,2.0,,,,,,,,,,,,,,,,,,,,
72,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2022-07-24 20:36:52.000,2022-07-24 20:36:52,1726.0,15.0,164.0,16.0,335.0,383.0,620.0,2022-06-20 18:54:02.000,4.34.0,64.0,103.0,32,True,136.0,breathe,conda-forge/breathe,,8420.0,7390.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,1030.0,344250.0,349457.0,https://anaconda.org/conda-forge/breathe,2022-06-21 01:45:19.926,368142.0,2.0,378.0,,,,,,,,,,,,,,,,,,,
73,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2022-09-05 23:34:00.000,2022-07-17 11:28:12,387.0,3.0,181.0,19.0,244.0,189.0,520.0,2022-07-04 14:37:44.000,3.1.1,44.0,45.0,32,True,103.0,pytest-html,conda-forge/pytest-html,['pytest'],24071.0,23387.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,684.0,2401382.0,2405643.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698,272724.0,2.0,,,,,,,,,,,,,,,,,,,,
74,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-09-07 16:15:37.000,2022-09-06 18:39:31,2905.0,40.0,2502.0,385.0,847.0,1469.0,28621.0,2022-09-03 22:55:24.000,2.3.4,60.0,379.0,31,True,50.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,7506.0,7506.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
75,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-09-06 11:01:02.000,2022-09-06 11:00:47,9969.0,22.0,4927.0,1070.0,322.0,4698.0,24564.0,2022-08-04 07:00:10.225,1.6.8,83.0,117.0,31,True,52.0,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6.0,6029.0,6029.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
76,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2022-07-05 13:32:55.000,2022-04-02 15:07:32,305.0,,918.0,231.0,111.0,97.0,15165.0,2022-04-02 15:00:56.000,1.1.1,57.0,27.0,31,True,19.0,pysnooper,conda-forge/pysnooper,,811.0,763.0,https://pypi.org/project/pysnooper,2022-04-02 15:00:56.000,48.0,182151.0,183438.0,https://anaconda.org/conda-forge/pysnooper,2022-04-04 02:05:04.609,51494.0,1.0,,,,,,,,,,,,,,,,,,,,
77,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2022-09-08 03:19:39.000,2022-09-08 02:39:13,2551.0,83.0,216.0,64.0,176.0,164.0,5970.0,2022-08-18 00:17:01.234,1.5.10,129.0,31.0,31,True,65.0,scalene,,,131.0,128.0,https://pypi.org/project/scalene,2022-04-29 20:48:31.000,3.0,10740.0,10740.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
78,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-08-21 20:28:12.470,2022-08-21 15:41:13,757.0,40.0,192.0,53.0,107.0,89.0,4650.0,2022-08-21 16:25:32.877,4.3.0,38.0,44.0,31,True,16.0,pyinstrument,conda-forge/pyinstrument,,981.0,875.0,https://pypi.org/project/pyinstrument,2022-07-03 16:21:24.000,106.0,403587.0,405392.0,https://anaconda.org/conda-forge/pyinstrument,2022-08-21 20:28:12.470,130012.0,2.0,,,,,,,,,,,,,,,,,,,,
79,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2022-09-02 14:45:46.000,2022-08-17 15:40:14,946.0,34.0,345.0,39.0,446.0,368.0,2925.0,2021-10-26 14:02:33.000,3.2.1,42.0,123.0,31,True,157.0,factory_boy,conda-forge/factory_boy,,735.0,,https://pypi.org/project/factory_boy,2021-10-26 14:02:33.000,735.0,2170024.0,2171506.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,106706.0,2.0,,,,,,,,,,,,,,,,,,,,
80,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2022-09-06 01:55:16.000,2022-08-25 16:07:42,1174.0,18.0,301.0,47.0,346.0,173.0,2450.0,2022-07-22 15:22:53.000,1.3.0,36.0,66.0,31,True,96.0,detect-secrets,,,24.0,,https://pypi.org/project/detect-secrets,2022-02-16 21:40:39.000,24.0,516051.0,516051.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
81,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2022-08-22 12:41:49.000,2022-08-22 12:41:49,631.0,38.0,457.0,71.0,244.0,137.0,1498.0,,,10.0,84.0,31,True,63.0,pyelftools,conda-forge/pyelftools,,4388.0,3862.0,https://pypi.org/project/pyelftools,2022-02-03 14:49:18.000,526.0,1639516.0,1640785.0,https://anaconda.org/conda-forge/pyelftools,2022-08-12 23:44:46.717,99048.0,1.0,,,,,,,,,,,,,,,,,,,,
82,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2022-06-20 05:42:08.640,2019-10-16 17:48:40,1195.0,,157.0,36.0,151.0,125.0,1424.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,31,False,56.0,logbook,conda-forge/logbook,,4612.0,3429.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,1183.0,1553574.0,1555503.0,https://anaconda.org/conda-forge/logbook,2022-06-20 05:42:08.640,80901.0,2.0,280.0,,,,,,,,,,,,,,,,,,,
