,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
82,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2026-02-11 20:31:33.000,2026-02-11 20:24:03,20766.0,190.0,453.0,114.0,551.0,310.0,7143.0,2024-10-29 21:22:27.000,0.9.23,81.0,299.0,149.0,33,True,,pyre-check,,108.0,21.0,https://pypi.org/project/pyre-check,2025-07-07 15:59:16.000,87.0,138175.0,138175.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
83,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2026-02-11 02:17:48.000,2026-02-05 12:20:16,27743.0,38.0,1648.0,186.0,6870.0,1039.0,5431.0,2025-05-12 21:41:22.000,4.3.0,146.0,894.0,764.0,33,True,,buildbot,conda-forge/buildbot,423.0,403.0,https://pypi.org/project/buildbot,2025-05-12 21:41:22.000,20.0,39560.0,43092.0,https://anaconda.org/conda-forge/buildbot,2025-05-13 11:35:44.706,172696.0,3.0,,99920.0,,,,,,,,,,,,,,,,,,
84,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2026-01-09 16:05:25.000,2026-01-09 16:05:24,1328.0,17.0,237.0,47.0,330.0,203.0,3205.0,2025-12-06 20:18:35.000,2025.1.5,87.0,99.0,164.0,33,False,,pudb,conda-forge/pudb,8510.0,8374.0,https://pypi.org/project/pudb,2025-12-06 20:18:12.000,136.0,1279901.0,1288007.0,https://anaconda.org/conda-forge/pudb,2025-12-07 00:08:08.048,437696.0,1.0,,43.0,,,,,,,,,,,,,,,,,,
85,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2026-02-12 08:59:57.000,2026-02-12 08:59:57,1377.0,7.0,151.0,36.0,351.0,311.0,2243.0,2025-03-25 08:03:19.000,3.12.0,53.0,82.0,133.0,33,True,,flit,conda-forge/flit,3576.0,2646.0,https://pypi.org/project/flit,2025-03-25 08:03:19.000,930.0,7189186.0,7194479.0,https://anaconda.org/conda-forge/flit,2025-04-22 14:56:31.709,344067.0,3.0,,,,,,,,,,,,,,,,,,,,
86,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2025-04-22 14:56:22.777,2016-03-04 01:16:26,1004.0,,391.0,44.0,261.0,467.0,1363.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,451.0,33,False,,nose,conda-forge/nose,173249.0,170554.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,2695.0,8803235.0,8835291.0,https://anaconda.org/conda-forge/nose,2025-04-22 14:56:22.777,3750654.0,2.0,,,,,,,,,,,,,,,,,,,,
87,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2026-01-19 23:59:41.000,2026-01-19 23:59:40,438.0,7.0,115.0,6.0,295.0,183.0,1110.0,2025-11-29 20:51:56.000,25.11.29,75.0,90.0,60.0,33,True,,flake8-bugbear,conda-forge/flake8-bugbear,43639.0,42109.0,https://pypi.org/project/flake8-bugbear,2025-11-29 20:51:56.000,1530.0,5124952.0,5139088.0,https://anaconda.org/conda-forge/flake8-bugbear,2025-12-02 02:02:52.947,890601.0,2.0,['flake8'],,,,,,,,,,,,,,,,,,,
88,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2026-02-11 13:45:52.000,2026-02-10 07:02:07,1319.0,28.0,63.0,5.0,112.0,270.0,592.0,2026-02-09 19:09:44.000,2.0.0,150.0,46.0,29.0,33,True,,griffe,conda-forge/griffe,15281.0,14837.0,https://pypi.org/project/griffe,2026-02-09 19:09:44.000,444.0,22224443.0,22240659.0,https://anaconda.org/conda-forge/griffe,2025-11-10 20:31:04.959,762168.0,2.0,,,,,,,,,,,,,,,,,,,,
89,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2026-02-12 05:10:55.000,2026-02-12 05:10:54,485.0,16.0,109.0,9.0,378.0,176.0,583.0,2026-01-02 21:25:26.000,3.6.2,101.0,64.0,46.0,33,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,65123.0,59279.0,https://pypi.org/project/sphinx-autodoc-typehints,2026-01-02 21:25:26.000,5844.0,5966993.0,5981621.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2026-01-03 18:50:37.093,994705.0,2.0,['sphinx'],,,,,,,,,,,,,,,,,,,
90,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2026-01-23 14:08:37.529,2026-01-21 07:33:17,398.0,27.0,214.0,48.0,77.0,103.0,10013.0,2026-01-21 07:35:18.000,2.1.10,24.0,37.0,64.0,32,True,,icecream,conda-forge/icecream,596.0,21.0,https://pypi.org/project/icecream,2026-01-21 07:34:15.000,575.0,2006344.0,2008021.0,https://anaconda.org/conda-forge/icecream,2026-01-23 14:08:37.529,97268.0,1.0,,,,,,,,,,,,,,,,,,,,
91,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2026-02-09 22:19:47.000,2025-12-17 14:29:22,416.0,8.0,416.0,55.0,214.0,113.0,7420.0,2024-02-18 18:23:06.000,0.5.0,43.0,74.0,216.0,32,True,,pipreqs,conda-forge/pipreqs,40598.0,40275.0,https://pypi.org/project/pipreqs,2024-02-18 17:49:34.000,323.0,914540.0,915295.0,https://anaconda.org/conda-forge/pipreqs,2025-04-22 14:56:27.577,85339.0,3.0,,,,,,,,,,,,,,,,,,,,
92,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2026-01-26 12:26:18.000,2026-01-23 16:17:37,6969.0,2.0,288.0,52.0,1200.0,745.0,5034.0,2024-10-11 08:28:27.000,2024.10.11,204.0,112.0,204.0,32,True,,pytype,conda-forge/pytype,4481.0,4250.0,https://pypi.org/project/pytype,2024-10-11 08:28:27.000,231.0,772081.0,780983.0,https://anaconda.org/conda-forge/pytype,2025-04-22 14:57:26.233,605352.0,3.0,,,,,,,,,,,,,,,,,,,,
93,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2025-08-19 19:29:42.000,2025-08-19 19:29:42,680.0,,288.0,31.0,260.0,211.0,4490.0,2025-08-09 10:39:10.000,1.5.5,68.0,126.0,146.0,32,True,,freezegun,conda-forge/freezegun,1272.0,,https://pypi.org/project/freezegun,2025-08-09 10:39:06.000,1272.0,35910900.0,35939887.0,https://anaconda.org/conda-forge/freezegun,2025-08-09 15:49:47.831,1883803.0,2.0,,171.0,,,,,,,,,,,,,,,,,,
94,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2025-12-22 21:55:04.000,2025-12-22 21:55:03,1277.0,9.0,205.0,33.0,579.0,452.0,4044.0,2025-11-19 00:39:46.000,3.21.2,177.0,36.0,19.0,32,True,,pyupgrade,conda-forge/pyupgrade,630.0,,https://pypi.org/project/pyupgrade,2025-11-19 00:39:46.000,630.0,1171651.0,1184892.0,https://anaconda.org/conda-forge/pyupgrade,2025-11-19 02:05:13.152,913646.0,2.0,,,,,,,,,,,,,,,,,,,,
95,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2019-09-02 14:34:19.000,2025-12-07 20:41:07.902,2025-07-23 18:54:26,739.0,,174.0,20.0,140.0,147.0,2512.0,2022-10-06 17:23:25.701,0.9.0,27.0,102.0,127.0,32,True,,tabulate,conda-forge/tabulate,8388.0,,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,8388.0,140677917.0,140866023.0,https://anaconda.org/conda-forge/tabulate,2025-12-07 20:41:07.902,11286413.0,2.0,,,,,,,,,,,,,,,,,,,,
96,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,MIT-0,2013-08-04 21:12:50.000,2026-02-01 08:03:51.000,2026-01-01 09:58:22,1113.0,2.0,206.0,33.0,394.0,415.0,2459.0,2025-10-27 16:02:15.000,16.0.0,114.0,79.0,49.0,32,False,,pdoc,,4937.0,4220.0,https://pypi.org/project/pdoc,2025-10-27 16:02:15.000,717.0,1913043.0,1913043.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
97,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2025-12-01 19:32:35.000,2025-12-01 19:31:50,736.0,3.0,535.0,65.0,353.0,202.0,2214.0,,,13.0,110.0,76.0,32,True,,pyelftools,conda-forge/pyelftools,11853.0,11584.0,https://pypi.org/project/pyelftools,2025-02-19 14:19:59.000,269.0,9623473.0,9641858.0,https://anaconda.org/conda-forge/pyelftools,2025-04-22 14:56:21.172,1176672.0,1.0,,,,,,,,,,,,,,,,,,,,
98,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2025-10-06 04:15:17.000,2024-12-12 19:59:04,263.0,,233.0,25.0,92.0,91.0,1764.0,2025-10-06 04:15:17.000,4.0.0,37.0,64.0,30.0,32,False,,python-json-logger,conda-forge/python-json-logger,1130.0,,https://pypi.org/project/python-json-logger,2025-10-06 04:15:17.000,1130.0,87319704.0,87451336.0,https://anaconda.org/conda-forge/python-json-logger,2025-04-22 14:56:33.638,13953043.0,2.0,,,,,,,,,,,,,,,,,,,,
99,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2026-02-12 11:17:37.000,2026-02-12 11:17:28,680.0,10.0,120.0,16.0,157.0,341.0,1745.0,2025-06-18 09:56:09.000,4.4.4,74.0,44.0,38.0,32,False,,typeguard,conda-forge/typeguard,46683.0,43538.0,https://pypi.org/project/typeguard,2025-06-18 09:56:05.000,3145.0,52759086.0,52780735.0,https://anaconda.org/conda-forge/typeguard,2025-06-18 12:21:32.288,1472155.0,3.0,,,,,,,,,,,,,,,,,,,,
100,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2025-12-12 14:52:24.000,2025-12-12 14:51:48,466.0,13.0,81.0,16.0,171.0,94.0,1514.0,2025-08-23 12:19:34.000,1.1.1,32.0,57.0,32.0,32,True,,pytest-sugar,conda-forge/pytest-sugar,31162.0,29661.0,https://pypi.org/project/pytest-sugar,2025-08-23 12:19:34.000,1501.0,5401800.0,5408465.0,https://anaconda.org/conda-forge/pytest-sugar,2025-08-24 22:40:41.102,433179.0,2.0,['pytest'],53.0,,,,,,,,,,,,,,,,,,
101,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2025-04-22 14:56:24.767,2023-11-03 22:28:45,746.0,,187.0,18.0,317.0,225.0,1117.0,2023-01-17 20:31:11.783,6.3.0,23.0,91.0,121.0,32,False,,pydocstyle,conda-forge/pydocstyle,75349.0,73597.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,1752.0,4430951.0,4480036.0,https://anaconda.org/conda-forge/pydocstyle,2025-04-22 14:56:24.767,3239665.0,2.0,,103.0,,,,,,,,,,,,,,,,,,
102,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2026-02-01 10:17:52.000,2025-12-19 10:57:46,2826.0,55.0,195.0,16.0,910.0,515.0,991.0,2025-09-13 16:30:25.000,0.6.5,24.0,96.0,167.0,32,True,,asv,conda-forge/asv,1690.0,1527.0,https://pypi.org/project/asv,2025-09-13 16:23:58.000,163.0,301159.0,319988.0,https://anaconda.org/conda-forge/asv,2025-12-07 18:21:02.822,1297968.0,2.0,,2066.0,,,,,,,,,,,,,,,,,,
103,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2025-04-22 14:56:25.041,2024-07-26 17:57:57,434.0,,188.0,34.0,96.0,70.0,766.0,2024-07-26 18:15:02.000,1.0.0,30.0,42.0,60.0,32,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,159848.0,159221.0,https://pypi.org/project/alabaster,2024-07-26 18:15:02.000,627.0,22022349.0,22312006.0,https://anaconda.org/conda-forge/alabaster,2025-04-22 14:56:25.041,10717343.0,2.0,['sphinx'],,,,,,,,,,,,,,,,,,,
104,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2025-05-31 23:22:45.000,2025-05-31 23:21:24,327.0,,953.0,230.0,121.0,109.0,16603.0,2025-05-31 23:22:45.000,1.2.3,62.0,29.0,29.0,31,True,,pysnooper,conda-forge/pysnooper,2159.0,2092.0,https://pypi.org/project/pysnooper,2025-05-31 23:22:45.000,67.0,496799.0,499015.0,https://anaconda.org/conda-forge/pysnooper,2025-04-22 14:57:05.002,144057.0,2.0,,,,,,,,,,,,,,,,,,,,
105,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2025-10-10 00:39:31.000,2025-10-10 00:39:31,726.0,,231.0,52.0,60.0,232.0,6242.0,2025-07-20 02:10:37.000,3.3.0,36.0,11.0,15.0,31,True,,alive-progress,conda-forge/alive-progress,5487.0,4898.0,https://pypi.org/project/alive-progress,2025-07-20 02:10:37.000,589.0,3379024.0,3382345.0,https://anaconda.org/conda-forge/alive-progress,2025-04-22 14:57:21.935,222522.0,3.0,,,,,,,,,,,,,,,,,,,,
106,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2025-07-28 10:12:07.000,2025-07-28 10:06:52,381.0,,147.0,27.0,87.0,131.0,1968.0,2023-03-09 15:41:00.602,0.13.13,46.0,58.0,75.0,31,True,,ipdb,conda-forge/ipdb,68754.0,67636.0,https://pypi.org/project/ipdb,2023-03-09 15:41:00.602,1118.0,11779476.0,11790529.0,https://anaconda.org/conda-forge/ipdb,2025-04-22 14:56:25.687,751659.0,2.0,,,,,,,,,,,,,,,,,,,,
107,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2025-10-16 20:08:47.821,2025-10-16 16:13:12,250.0,,95.0,12.0,50.0,79.0,954.0,2025-10-16 16:14:21.000,6.10.1,70.0,35.0,,31,True,,colorlog,conda-forge/colorlog,65627.0,62885.0,https://pypi.org/project/colorlog,2025-10-16 16:14:10.000,2742.0,44166015.0,44260329.0,https://anaconda.org/conda-forge/colorlog,2025-10-16 20:08:47.821,6319045.0,3.0,,,,,,,,,,,,,,,,,,,,
108,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2026-02-09 17:37:33.000,2025-05-15 15:50:38,1222.0,,131.0,19.0,360.0,201.0,821.0,2024-06-01 03:20:04.000,0.15.1,34.0,81.0,43.0,31,True,,nose2,conda-forge/nose2,27329.0,27010.0,https://pypi.org/project/nose2,2024-06-01 03:20:04.000,319.0,558362.0,560675.0,https://anaconda.org/conda-forge/nose2,2025-04-22 14:56:50.674,215120.0,3.0,,,,,,,,,,,,,,,,,,,,
109,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2026-02-05 22:30:32.089,2026-01-13 17:04:40,530.0,20.0,81.0,17.0,574.0,125.0,696.0,2026-01-13 17:10:11.000,5.0.0,45.0,40.0,22.0,31,True,nipunn1313/mypy-protobuf,mypy-protobuf,conda-forge/mypy-protobuf,4584.0,4310.0,https://pypi.org/project/mypy-protobuf,2026-01-13 17:10:11.000,274.0,7807389.0,7810180.0,https://anaconda.org/conda-forge/mypy-protobuf,2026-02-05 22:30:32.089,175872.0,2.0,,,,,,,,,,,,,,,,,,,,
110,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2025-04-22 14:56:24.539,2023-12-03 13:55:50,149.0,,64.0,14.0,61.0,45.0,677.0,2022-01-24 01:14:49.000,0.7.0,13.0,24.0,9.0,31,True,,mccabe,conda-forge/mccabe,518210.0,517276.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,934.0,71578245.0,71807570.0,https://anaconda.org/conda-forge/mccabe,2025-04-22 14:56:24.539,11236942.0,2.0,,,,,,,,,,,,,,,,,,,,
111,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2025-09-01 12:24:49.483,2025-08-31 21:24:41,525.0,,38.0,10.0,52.0,33.0,373.0,2025-09-01 09:48:08.000,2.2.1,36.0,11.0,19.0,31,True,,executing,conda-forge/executing,332973.0,332172.0,https://pypi.org/project/executing,2025-09-01 09:48:08.000,801.0,90421205.0,90805957.0,https://anaconda.org/conda-forge/executing,2025-09-01 12:24:49.483,24624153.0,1.0,,,,,,,,,,,,,,,,,,,,
112,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2026-02-11 17:13:00.000,2026-02-11 17:13:00,3252.0,38.0,426.0,46.0,2149.0,1608.0,7912.0,2026-01-08 20:30:21.000,2.5.0,170.0,178.0,458.0,30,True,,,conda-forge/mamba,,,,,,,313381.0,https://anaconda.org/conda-forge/mamba,2026-01-08 15:43:00.937,21623313.0,3.0,,,,,,,,,,,,,,,,,,,,
113,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2025-12-04 21:58:46.357,2024-04-16 15:33:52,719.0,,387.0,81.0,166.0,117.0,4551.0,2022-11-15 17:59:01.069,0.61.0,59.0,105.0,139.0,30,False,,memory_profiler,conda-forge/memory_profiler,464.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,464.0,4606953.0,4674667.0,https://anaconda.org/conda-forge/memory_profiler,2025-12-04 21:58:46.357,4333753.0,2.0,,,,,,,,,,,,,,,,,,,,
114,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2017-03-06 08:00:18.000,2025-11-25 12:24:40.000,2025-11-25 12:24:40,781.0,1.0,178.0,25.0,173.0,194.0,4322.0,2024-12-08 17:39:52.000,2.14,54.0,48.0,43.0,30,True,,vulture,conda-forge/vulture,6595.0,6392.0,https://pypi.org/project/vulture,2024-12-08 17:39:40.000,203.0,4297054.0,4299504.0,https://anaconda.org/conda-forge/vulture,2025-04-22 14:56:26.274,164152.0,2.0,,,,,,,,,,,,,,,,,,,,
115,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2026-01-01 19:04:12.000,2025-12-14 14:33:55,1040.0,1.0,402.0,36.0,537.0,440.0,3773.0,2025-02-03 09:49:01.000,3.3.3,46.0,133.0,190.0,30,True,,factory_boy,conda-forge/factory_boy,647.0,,https://pypi.org/project/factory_boy,2025-02-03 09:49:01.000,647.0,15081786.0,15085988.0,https://anaconda.org/conda-forge/factory_boy,2025-04-25 02:28:32.370,273135.0,3.0,,,,,,,,,,,,,,,,,,,,
116,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2019-12-10 22:26:33.000,2026-02-09 00:19:08.000,2026-02-09 00:19:08,754.0,10.0,133.0,13.0,278.0,88.0,3196.0,2026-02-07 05:09:23.000,5.0.1,34.0,53.0,56.0,30,True,,line_profiler,conda-forge/line_profiler,397.0,,https://pypi.org/project/line_profiler,2026-02-07 05:05:15.000,397.0,4526003.0,4600753.0,https://anaconda.org/conda-forge/line_profiler,2026-02-07 12:56:27.887,4707667.0,2.0,,1928.0,,,,,,,,,,,,,,,,,,
117,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2025-11-20 20:05:07.000,2025-08-12 07:20:32,817.0,,362.0,66.0,454.0,233.0,2455.0,2025-03-30 09:04:11.000,10.2.2,19.0,143.0,145.0,30,True,,pytest-testinfra,conda-forge/pytest-testinfra,2610.0,2590.0,https://pypi.org/project/pytest-testinfra,2025-03-30 09:06:00.000,20.0,746329.0,746920.0,https://anaconda.org/conda-forge/pytest-testinfra,2025-04-22 14:57:44.936,36105.0,3.0,['pytest'],,,,,,,,,,,,,,,,,,,
118,cx_Freeze,marcelotduarte/cx_Freeze,packaging,Creates standalone executables from Python scripts with the same performance as the original script. It is cross-..,,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2026-02-10 00:35:38.000,2026-02-09 20:56:16,2636.0,78.0,241.0,27.0,2017.0,1021.0,1526.0,2026-01-03 09:07:10.000,8.5.3,113.0,125.0,43.0,30,True,,cx_freeze,conda-forge/cx_freeze,132.0,,https://pypi.org/project/cx_freeze,2026-01-03 09:07:10.000,132.0,186011.0,203935.0,https://anaconda.org/conda-forge/cx_freeze,2026-01-18 05:51:02.326,1236772.0,2.0,,,,,,,,,,,,,,,,,,,,
119,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2025-04-22 14:56:28.563,2024-12-06 14:57:38,1142.0,,102.0,19.0,74.0,222.0,881.0,2024-08-28 22:50:15.000,4.5.0,111.0,47.0,5.0,30,False,,progressbar2,conda-forge/progressbar2,934.0,,https://pypi.org/project/progressbar2,2024-08-28 22:50:10.000,934.0,24160769.0,24220775.0,https://anaconda.org/conda-forge/progressbar2,2025-04-22 14:56:28.563,4078281.0,3.0,,3288.0,,,,,,,,,,,,,,,,,,
120,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2026-01-01 08:13:42.000,2025-12-01 11:01:39,1999.0,1.0,209.0,14.0,406.0,427.0,804.0,2025-07-08 19:34:47.000,5.0.0a2,68.0,121.0,190.0,30,True,breathe-doc/breathe,breathe,conda-forge/breathe,19514.0,19383.0,https://pypi.org/project/breathe,2025-07-08 20:28:19.000,131.0,1326074.0,1340276.0,https://anaconda.org/conda-forge/breathe,2025-04-22 14:56:28.512,964886.0,2.0,,799.0,,,,,,,,,,,,,,,,,,
121,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-3.0,2013-10-01 06:35:15.000,2026-02-09 22:41:57.000,2026-01-01 11:09:12,712.0,5.0,122.0,14.0,236.0,176.0,620.0,2026-01-01 11:17:04.000,2.7.0,58.0,72.0,68.0,30,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,32383.0,32227.0,https://pypi.org/project/pylint-django,2026-01-01 11:17:04.000,156.0,1712062.0,1718149.0,https://anaconda.org/conda-forge/pylint-django,2026-01-02 04:35:16.407,383210.0,2.0,['pylint'],431.0,,,,,,,,,,,,,,,,,,
