,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,open_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
41,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-08-04 12:47:19.000,2022-07-31 14:06:42,565.0,21.0,182.0,28.0,327.0,195.0,414.0,2021-11-18 00:41:06.000,21.3,39.0,79.0,36,True,packaging,conda-forge/packaging,,66.0,434826.0,417309.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,17517.0,118022191.0,118265451.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,18000363.0,1.0,449.0,,,,,,,,,,,,,,,,,,,
42,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-07-29 22:36:28.000,2022-07-29 22:36:28,523.0,26.0,6885.0,34.0,242.0,118.0,20465.0,2022-06-09 21:26:00.000,1.4.0,21.0,72.0,35,True,numpydoc,conda-forge/numpydoc,['sphinx'],64.0,37325.0,32950.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,4375.0,343162.0,361283.0,https://anaconda.org/conda-forge/numpydoc,2022-07-19 05:18:08.354,1214136.0,2.0,,,,,,,,,,,,,,,,,,,,
43,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-08-03 08:18:17.000,2022-08-03 08:18:17,22906.0,166.0,1597.0,203.0,5122.0,771.0,4869.0,2022-03-06 14:20:53.000,3.5.0,118.0,821.0,35,True,buildbot,conda-forge/buildbot,,657.0,747.0,290.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,457.0,44508.0,46665.0,https://anaconda.org/conda-forge/buildbot,2022-03-07 17:00:43.605,59593.0,1.0,27664.0,,,,,,,,,,,,,,,,,,,
44,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-07-19 03:46:20.000,2022-04-28 17:39:04,1348.0,,1678.0,157.0,592.0,543.0,4141.0,2021-12-15 14:46:50.702,0.1.0,32.0,109.0,35,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],223.0,6060.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2021-09-13 19:53:37.000,6044.0,2423004.0,2458943.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268,2587653.0,2.0,,,,,,,,,,,,,,,,,,,,
45,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-07-22 12:50:17.000,2022-06-07 20:06:03,3558.0,4.0,317.0,95.0,215.0,375.0,3653.0,2022-05-11 16:04:49.000,1.7.1,56.0,57.0,35,True,invoke,conda-forge/invoke,,337.0,15325.0,12700.0,https://pypi.org/project/invoke,2022-05-11 16:04:49.000,2625.0,3550533.0,3559770.0,https://anaconda.org/conda-forge/invoke,2022-05-11 20:17:05.673,702078.0,1.0,,,,,,,,,,,,,,,,,,,,
46,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-08-01 19:18:21.000,2022-08-01 19:18:21,567.0,17.0,225.0,32.0,205.0,172.0,3367.0,2022-03-18 09:06:37.000,1.2.1,58.0,106.0,35,True,freezegun,conda-forge/freezegun,,102.0,4447.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,4447.0,5251749.0,5257096.0,https://anaconda.org/conda-forge/freezegun,2022-03-18 11:36:36.297,411757.0,2.0,,,,,,,,,,,,,,,,,,,,
47,structlog,hynek/structlog,logging,Structured Logging for Python.,,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2022-08-03 18:42:26.000,2022-08-03 18:42:26,1071.0,43.0,156.0,31.0,203.0,210.0,2099.0,2022-07-20 11:47:25.000,22.1.0,28.0,89.0,35,True,structlog,conda-forge/structlog,,25.0,939.0,,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,939.0,4244340.0,4247308.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,216720.0,2.0,,,,,,,,,,,,,,,,,,,,
48,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-08-04 12:06:30.011,2022-08-03 21:26:47,8271.0,331.0,259.0,57.0,878.0,2696.0,1480.0,2022-07-30 21:59:57.000,4.4.0,29.0,141.0,35,True,scons,conda-forge/scons,,655.0,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,48.0,219488.0,224339.0,https://anaconda.org/conda-forge/scons,2022-08-04 12:06:30.011,314544.0,1.0,497.0,,,,,,,,,,,,,,,,,,,
49,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-07-31 10:32:15.000,2022-07-31 10:31:55,2631.0,250.0,154.0,25.0,233.0,173.0,1373.0,2022-07-29 12:59:00.921,1.3.0,75.0,70.0,35,True,rope,conda-forge/rope,,73.0,1602.0,,https://pypi.org/project/rope,2022-06-22 07:57:01.000,1602.0,788627.0,800876.0,https://anaconda.org/conda-forge/rope,2022-07-29 18:04:29.841,783940.0,1.0,,,,,,,,,,,,,,,,,,,,
50,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-07-01 13:12:01.000,2022-06-22 16:57:16,556.0,31.0,107.0,17.0,61.0,72.0,1337.0,2022-06-21 16:26:40.000,0.8.10,26.0,76.0,35,True,tabulate,conda-forge/tabulate,,71.0,88014.0,81372.0,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,6642.0,38759493.0,38796215.0,https://anaconda.org/conda-forge/tabulate,2022-06-22 12:29:14.585,2754198.0,2.0,,,,,,,,,,,,,,,,,,,,
51,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-07-13 13:26:51.000,2022-07-13 13:26:51,231.0,13.0,179.0,24.0,66.0,48.0,1321.0,2022-07-11 14:10:01.875,2.0.4,24.0,54.0,35,True,python-json-logger,conda-forge/python-json-logger,,32.0,28052.0,27323.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,729.0,6410697.0,6431901.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1357080.0,2.0,,,,,,,,,,,,,,,,,,,,
52,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-07-29 00:56:35.000,2022-06-01 10:49:13,1043.0,5.0,269.0,30.0,489.0,383.0,1305.0,2022-06-01 11:37:12.000,4.0.1,50.0,107.0,35,True,twine,conda-forge/twine,,37.0,80532.0,67996.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,12536.0,3197420.0,3204670.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,522008.0,1.0,,,,,,,,,,,,,,,,,,,,
53,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-08-03 23:41:35.000,2022-08-02 21:40:46,548.0,44.0,611.0,106.0,607.0,739.0,6683.0,2022-08-01 18:59:01.114,1.24.1,80.0,24.0,34,True,playwright,,,30.0,1644.0,1568.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,76.0,553659.0,553659.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,
54,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-08-04 07:02:07.000,2022-08-04 07:00:12,12137.0,726.0,386.0,108.0,304.0,223.0,5997.0,2022-06-30 15:56:01.000,0.9.15,73.0,207.0,34,True,pyre-check,,,105.0,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,33.0,93602.0,93602.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
55,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-07-31 21:30:59.000,2022-07-31 21:30:59,1177.0,18.0,199.0,46.0,241.0,158.0,2438.0,2022-07-19 14:27:35.000,2022.1.2,75.0,88.0,34,True,pudb,conda-forge/pudb,,148.0,3986.0,3247.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,739.0,168659.0,170539.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620,137265.0,1.0,,,,,,,,,,,,,,,,,,,,
56,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2022-08-03 18:27:07.000,2022-06-25 15:33:28,663.0,9.0,160.0,30.0,143.0,132.0,1491.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,34,True,nodeenv,conda-forge/nodeenv,,39.0,25248.0,24347.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,901.0,6373558.0,6395958.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1321636.0,2.0,,,,,,,,,,,,,,,,,,,,
57,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-07-25 23:16:36.000,2022-07-25 23:16:35,504.0,24.0,108.0,33.0,187.0,108.0,1419.0,2022-07-05 12:51:54.000,3.8.2,56.0,59.0,34,True,pytest-mock,conda-forge/pytest-mock,['pytest'],14.0,33296.0,28917.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,4379.0,7220721.0,7242807.0,https://anaconda.org/conda-forge/pytest-mock,2022-07-05 19:10:32.213,1612332.0,2.0,,,,,,,,,,,,,,,,,,,,
58,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,369.0,47.0,261.0,462.0,1352.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,nose,conda-forge/nose,,447.0,172491.0,127889.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44602.0,5308658.0,5339674.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2326237.0,2.0,,,,,,,,,,,,,,,,,,,,
59,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-08-01 19:49:55.000,2022-07-11 13:18:52,1347.0,64.0,171.0,23.0,334.0,342.0,610.0,2022-07-11 12:26:57.000,7.0.5,78.0,107.0,34,True,setuptools_scm,conda-forge/setuptools_scm,,81.0,520.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,520.0,17120534.0,17134778.0,https://anaconda.org/conda-forge/setuptools_scm,2022-07-11 20:49:26.454,1096846.0,2.0,,,,,,,,,,,,,,,,,,,,
60,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-08-04 05:35:17.000,2022-08-04 02:30:57,451.0,13.0,309.0,106.0,261.0,170.0,8737.0,2022-05-17 00:35:25.391,0.3.12,36.0,29.0,33,True,py-spy,conda-forge/py-spy,,85.0,334.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,38.0,1053149.0,1063813.3333333333,https://anaconda.org/conda-forge/py-spy,2021-12-18 07:06:29.610,323960.0,2.0,9512.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-05-17 00:35:25.391,1.0,879.3333333333334,400867.0,,
61,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-06-28 09:59:45.000,2021-09-14 17:41:07,402.0,,920.0,173.0,139.0,211.0,6966.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,33,True,pyautogui,conda-forge/pyautogui,,399.0,16766.0,16155.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,515054.0,517827.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687,158066.0,2.0,,,,,,,,,,,,,,,,,,,,
62,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-07-27 07:22:50.000,2022-07-27 07:21:54,1199.0,69.0,221.0,57.0,963.0,765.0,2126.0,2022-07-27 07:24:02.000,2.1.102,189.0,106.0,33,True,pex,,,148.0,133.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,133.0,457402.0,492260.0,,,,2.0,1045745.0,,,,,,,,,,,,,,,,,,,
63,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-08-04 04:09:19.000,2022-08-04 04:09:15,3482.0,78.0,185.0,39.0,30.0,757.0,1674.0,2022-07-28 10:02:36.000,7.6.0,252.0,22.0,33,False,pyarmor,,,13.0,488.0,474.0,https://pypi.org/project/pyarmor,2022-06-28 00:57:42.000,14.0,555599.0,555599.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
64,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-08-01 06:58:17.000,2022-08-01 06:58:17,1468.0,10.0,152.0,49.0,158.0,211.0,1424.0,2022-04-22 15:33:23.000,0.36.0,48.0,64.0,33,True,doit,conda-forge/doit,,66.0,1288.0,1007.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,281.0,311273.0,313246.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,110527.0,3.0,,,,,,,,,,,,,,,,,,,,
65,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-08-01 19:49:16.000,2022-07-27 17:45:26,792.0,7.0,104.0,24.0,123.0,303.0,335.0,2021-12-22 12:22:00.000,0.37.1,66.0,65.0,33,True,wheel,conda-forge/wheel,,36.0,34659.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,34659.0,116399914.0,116920466.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622,38000365.0,3.0,,,,,,,,,,,,,,,,,,,,
66,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-08-02 21:02:08.000,2022-08-02 20:59:30,2885.0,46.0,2471.0,384.0,833.0,1459.0,28212.0,2022-08-02 21:02:08.000,2.3.3,59.0,374.0,32,True,pyenv,,,50.0,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,7432.0,7432.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
67,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-07-28 19:36:13.000,2022-07-19 09:29:40,722.0,53.0,187.0,52.0,103.0,89.0,4589.0,2022-07-03 16:21:24.000,4.2.0,37.0,40.0,32,True,pyinstrument,conda-forge/pyinstrument,,17.0,943.0,837.0,https://pypi.org/project/pyinstrument,2022-07-03 16:21:24.000,106.0,390530.0,392261.0,https://anaconda.org/conda-forge/pyinstrument,2022-07-10 16:18:25.153,122920.0,2.0,,,,,,,,,,,,,,,,,,,,
68,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-08-04 01:29:22.605,2022-08-03 20:28:40,5455.0,179.0,254.0,56.0,725.0,444.0,3820.0,2022-08-03 20:35:17.600,2022.8.3,145.0,81.0,32,True,pytype,conda-forge/pytype,,99.0,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,101.0,263722.0,267177.0,https://anaconda.org/conda-forge/pytype,2022-08-04 01:29:22.605,93301.0,2.0,,-1.0,,,,,,,,,,,,,,,,,,
69,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-08-01 14:09:33.000,2022-08-01 14:07:23,2269.0,67.0,292.0,68.0,907.0,300.0,3703.0,2022-06-22 12:07:12.000,5.5.0,36.0,112.0,32,True,mimesis,conda-forge/mimesis,,3.0,61.0,,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,61.0,204310.0,205585.0,https://anaconda.org/conda-forge/mimesis,2022-06-22 15:46:13.861,31797.0,2.0,336.0,,,,,,,,,,,,,,,,,,,
70,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2022-07-20 20:14:48.000,2022-07-18 14:47:53,944.0,49.0,339.0,39.0,442.0,363.0,2888.0,2021-10-26 14:02:33.000,3.2.1,42.0,123.0,32,True,factory_boy,conda-forge/factory_boy,,160.0,735.0,,https://pypi.org/project/factory_boy,2021-10-26 14:02:33.000,735.0,2223030.0,2224494.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,103963.0,2.0,,,,,,,,,,,,,,,,,,,,
71,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2022-06-20 05:42:08.640,2019-10-16 17:48:40,1195.0,,157.0,36.0,151.0,125.0,1424.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,32,False,logbook,conda-forge/logbook,,56.0,4539.0,3356.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,1183.0,1501971.0,1503802.0,https://anaconda.org/conda-forge/logbook,2022-06-20 05:42:08.640,74976.0,2.0,280.0,,,,,,,,,,,,,,,,,,,
72,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Pytest support for asyncio.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2022-08-01 18:24:06.000,2022-07-26 04:22:18,307.0,35.0,106.0,36.0,183.0,185.0,978.0,2022-07-15 08:25:25.352,0.19.0,32.0,38.0,32,True,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],34.0,2057.0,,https://pypi.org/project/pytest-asyncio,2022-07-15 08:25:25.352,2057.0,3658141.0,3675958.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-07-15 14:13:02.270,1122258.0,2.0,30.0,,,,,,,,,,,,,,,,,,,
73,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-07-28 14:05:42.000,2022-07-22 13:44:17,999.0,8.0,161.0,46.0,310.0,274.0,942.0,2021-12-10 11:41:55.000,2.5.0,58.0,83.0,32,True,pytest-xdist,conda-forge/pytest-xdist,['pytest'],210.0,4688.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4688.0,6339124.0,6380899.0,https://anaconda.org/conda-forge/pytest-xdist,2021-12-10 14:46:36.827,3049643.0,2.0,,,,,,,,,,,,,,,,,,,,
74,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-06-29 06:17:38.000,2022-04-05 09:33:19,724.0,,171.0,22.0,302.0,209.0,926.0,2021-05-17 20:37:45.000,6.1.1,17.0,81.0,32,True,pydocstyle,conda-forge/pydocstyle,,90.0,33169.0,30774.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2395.0,2373595.0,2384554.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,800067.0,2.0,57.0,,,,,,,,,,,,,,,,,,,
75,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-06-08 15:08:54.000,2022-01-05 13:41:29,905.0,,100.0,21.0,64.0,189.0,775.0,2022-01-05 13:43:27.000,4.0.0,99.0,40.0,32,True,progressbar2,conda-forge/progressbar2,,14.0,21602.0,20116.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,1486.0,12787998.0,12795573.0,https://anaconda.org/conda-forge/progressbar2,2022-02-01 19:09:44.843,528290.0,2.0,1681.0,,,,,,,,,,,,,,,,,,,
76,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2022-08-02 22:20:41.000,2022-07-27 20:11:26,1078.0,34.0,136.0,24.0,277.0,209.0,719.0,2022-07-16 16:40:18.561,0.12.0,28.0,74.0,32,True,nose2,conda-forge/nose2,,48.0,6142.0,5060.0,https://pypi.org/project/nose2,2022-02-13 00:26:17.000,1082.0,578744.0,579927.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,60357.0,2.0,,,,,,,,,,,,,,,,,,,,
77,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2022-07-24 20:36:52.000,2022-07-24 20:36:52,1726.0,27.0,164.0,16.0,335.0,383.0,612.0,2022-06-20 18:54:02.000,4.34.0,64.0,103.0,32,True,breathe,conda-forge/breathe,,136.0,8199.0,7169.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,1030.0,294647.0,299667.0,https://anaconda.org/conda-forge/breathe,2022-06-21 01:45:19.926,349869.0,2.0,356.0,,,,,,,,,,,,,,,,,,,
78,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2022-08-03 21:19:33.000,2022-07-17 11:28:12,387.0,3.0,181.0,19.0,241.0,188.0,511.0,2022-07-04 14:37:44.000,3.1.1,44.0,45.0,32,True,pytest-html,conda-forge/pytest-html,['pytest'],103.0,23260.0,22576.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,684.0,2403814.0,2407871.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698,255641.0,2.0,,,,,,,,,,,,,,,,,,,,
79,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2022-06-14 10:55:03.000,2022-02-14 23:25:40,1098.0,,83.0,19.0,100.0,99.0,505.0,2021-11-30 21:05:47.000,0.8.3,26.0,44.0,32,True,parso,conda-forge/parso,,8.0,219108.0,213205.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5903.0,14470652.0,14628524.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,8840850.0,2.0,,,,,,,,,,,,,,,,,,,,
80,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-08-04 07:20:57.000,2022-08-04 07:20:52,9965.0,26.0,4899.0,1066.0,321.0,4685.0,24207.0,2022-07-13 20:30:00.764,1.6.7,82.0,117.0,31,True,sqlmap,,,55.0,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6.0,5756.0,5756.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
81,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2022-07-05 13:32:55.000,2022-04-02 15:07:32,305.0,,918.0,231.0,111.0,96.0,15115.0,2022-04-02 15:00:56.000,1.1.1,57.0,27.0,31,True,pysnooper,conda-forge/pysnooper,,19.0,786.0,738.0,https://pypi.org/project/pysnooper,2022-04-02 15:00:56.000,48.0,162265.0,163533.0,https://anaconda.org/conda-forge/pysnooper,2022-04-04 02:05:04.609,49476.0,1.0,,,,,,,,,,,,,,,,,,,,
82,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2022-08-04 01:36:36.000,2022-08-03 06:23:48,6384.0,358.0,169.0,58.0,109.0,208.0,3950.0,2022-06-05 23:21:43.000,0.22.0,19.0,51.0,31,True,pyoxidizer,,,285.0,144.0,144.0,https://pypi.org/project/pyoxidizer,2022-06-05 23:21:43.000,,1996.0,2116.0,,,,2.0,3741.0,,,,,,,,,,,,,,,,,,,
