,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
42,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-12-26 21:39:22.000,2023-12-26 18:45:26,24554.0,373.0,1487.0,199.0,5713.0,875.0,5117.0,2023-12-26 17:36:06.000,3.10.1,63.0,856.0,36,True,,682.0,buildbot,conda-forge/buildbot,,338.0,338.0,https://pypi.org/project/buildbot,20207.0,22838.0,https://anaconda.org/conda-forge/buildbot,2023-12-26 19:17:03.662,91141.0,2.0,36372.0,,,,,,,,,,,,,,,,,,
43,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-12-21 19:32:49.000,2023-12-21 07:26:02,3219.0,49.0,198.0,28.0,361.0,236.0,1769.0,2023-11-05 15:13:29.000,1.11.0,92.0,79.0,36,True,,84.0,rope,conda-forge/rope,,72733.0,71090.0,https://pypi.org/project/rope,747504.0,783493.0,https://anaconda.org/conda-forge/rope,2023-11-09 10:24:24.435,1367607.0,1.0,,2023-11-05 15:13:29.000,1643.0,,,,,,,,,,,,,,,,
44,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-12-25 07:46:21.000,2023-05-24 18:28:10,920.0,,208.0,41.0,243.0,241.0,1593.0,2023-05-24 18:44:54.000,4.1.0,45.0,86.0,36,True,,149.0,pytest-cov,conda-forge/pytest-cov,['pytest'],327073.0,291477.0,https://pypi.org/project/pytest-cov,33141648.0,33249811.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,10059175.0,1.0,,2023-05-24 18:44:54.000,35596.0,,,,,,,,,,,,,,,,
45,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-09-27 11:36:48.000,2023-07-31 23:20:08,562.0,,181.0,29.0,295.0,463.0,1316.0,2023-07-29 17:00:40.000,3.1.0,37.0,84.0,36,True,,57.0,pyflakes,conda-forge/pyflakes,,274755.0,260921.0,https://pypi.org/project/pyflakes,24956666.0,25168825.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,7001252.0,2.0,,2023-07-29 17:00:40.000,13834.0,,,,,,,,,,,,,,,,
46,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2023-12-21 23:45:27.000,2023-12-19 23:12:41,679.0,16.0,217.0,27.0,408.0,277.0,552.0,2023-10-01 13:50:29.000,23.2,19.0,104.0,36,False,,66.0,packaging,conda-forge/packaging,,996549.0,996549.0,https://pypi.org/project/packaging,244038049.0,245010392.0,https://anaconda.org/conda-forge/packaging,2023-10-01 23:22:47.528,41810148.0,2.0,752.0,,,,,,,,,,,,,,,,,,
47,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-12-26 19:45:07.000,2023-12-26 19:45:07,3228.0,57.0,2843.0,386.0,1016.0,1640.0,34743.0,2023-12-08 10:23:28.000,2.3.35,91.0,437.0,35,True,,38.0,pyenv,,,21.0,21.0,https://pypi.org/project/pyenv,11668.0,11668.0,,,,2.0,,,,,,,,,,,,,,,,,,,
48,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-12-25 10:12:10.000,2023-12-23 10:10:52,5276.0,92.0,1422.0,502.0,776.0,1511.0,24082.0,2023-05-18 15:52:21.000,3.4.0.2,97.0,178.0,35,True,,227.0,glances,conda-forge/glances,,824.0,773.0,https://pypi.org/project/glances,191976.0,194254.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,210477.0,1.0,1570.0,2023-05-20 14:52:01.505,51.0,,,,,,,,,,,,,,,,
49,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-12-19 12:37:51.731,2023-12-19 10:46:24,610.0,15.0,266.0,34.0,227.0,189.0,3879.0,2023-12-19 10:46:44.000,1.4.0,62.0,112.0,35,True,,139.0,freezegun,conda-forge/freezegun,,4618.0,,https://pypi.org/project/freezegun,7913866.0,7952655.0,https://anaconda.org/conda-forge/freezegun,2023-12-19 12:37:51.731,1512520.0,2.0,7.0,2023-12-19 10:46:39.000,4618.0,,,,,,,,,6.0,,,,,,,
50,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-12-28 11:11:02.000,2023-12-27 09:24:36,1486.0,55.0,191.0,33.0,276.0,276.0,2897.0,2023-10-09 14:53:10.000,23.2.0,14.0,106.0,35,False,,24.0,structlog,conda-forge/structlog,,10331.0,10331.0,https://pypi.org/project/structlog,7390133.0,7400220.0,https://anaconda.org/conda-forge/structlog,2023-10-09 17:50:22.949,353050.0,2.0,,,,,,,,,,,,,,,,,,,
51,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-12-25 20:43:29.000,2023-12-20 15:05:10,592.0,24.0,135.0,36.0,252.0,139.0,1698.0,2023-10-19 16:26:09.000,3.12.0,61.0,68.0,35,True,,13.0,pytest-mock,conda-forge/pytest-mock,['pytest'],77884.0,72409.0,https://pypi.org/project/pytest-mock,13343354.0,13401145.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2427240.0,2.0,15.0,2023-10-19 16:25:55.000,5475.0,,,,,,,,,,,,,,,,
52,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-12-28 10:12:58.000,2023-12-28 01:21:26,648.0,67.0,342.0,76.0,524.0,568.0,7616.0,2023-12-04 15:43:18.000,1.3.3,57.0,121.0,34,True,,62.0,pipx,conda-forge/pipx,,1723.0,1707.0,https://pypi.org/project/pipx,2749762.0,2751923.0,https://anaconda.org/conda-forge/pipx,2023-12-04 23:14:49.293,40754.0,3.0,24087.0,2023-12-04 15:43:18.000,16.0,,,,,,,,,,,,,,,,
53,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-12-01 19:06:38.000,2023-12-01 19:06:35,3701.0,3.0,351.0,93.0,246.0,402.0,4149.0,,,25.0,60.0,34,True,,313.0,invoke,conda-forge/invoke,,23684.0,23684.0,https://pypi.org/project/invoke,6343441.0,6370629.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,951584.0,2.0,,,,,,,,,,,,,,,,,,,
54,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-12-23 00:59:36.000,2023-12-23 00:59:30,4350.0,102.0,245.0,45.0,41.0,1360.0,2663.0,2023-12-18 02:24:13.000,8.4.6,336.0,32.0,34,False,,8.0,pyarmor,,,1095.0,1064.0,https://pypi.org/project/pyarmor,149905.0,149905.0,,,,2.0,,2023-12-18 02:23:52.000,31.0,,,,,,,,,,,,,,,,
55,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-12-27 02:48:20.000,2023-12-25 07:34:54,2327.0,37.0,375.0,29.0,1730.0,962.0,2342.0,2023-05-31 14:30:27.000,0.18.0,55.0,183.0,34,True,,106.0,wemake-python-styleguide,,,15831.0,15831.0,https://pypi.org/project/wemake-python-styleguide,135678.0,135678.0,,,,2.0,,,,,,,,,,,,,,,,,,,
56,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-12-23 18:52:59.000,2023-02-28 17:40:55,262.0,,216.0,27.0,87.0,89.0,1604.0,2023-02-21 17:39:43.000,2.0.7,10.0,63.0,34,True,,10.0,python-json-logger,conda-forge/python-json-logger,,78408.0,78408.0,https://pypi.org/project/python-json-logger,21050264.0,21135156.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,6791404.0,2.0,,,,,,,,,,,,,,,,,,,
57,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-12-20 02:48:47.000,2023-12-18 22:54:56,1135.0,52.0,342.0,58.0,320.0,127.0,11701.0,2023-12-04 20:03:53.000,1.11.0,17.0,42.0,33,True,,13.0,memray,conda-forge/memray,,275.0,275.0,https://pypi.org/project/memray,342247.0,346525.0,https://anaconda.org/conda-forge/memray,2023-10-05 21:58:12.929,85577.0,2.0,,,,,,,,,,,,,,,,,,,
58,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-12-16 01:26:56.000,2023-12-16 00:50:19,486.0,10.0,376.0,112.0,312.0,191.0,11306.0,2022-09-07 22:01:08.223,0.3.14,38.0,37.0,33,True,,141.0,py-spy,conda-forge/py-spy,,3455.0,3405.0,https://pypi.org/project/py-spy,2480977.0,2491565.0,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,501116.0,2.0,14812.0,2022-09-07 22:00:23.982,49.0,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,287.0,408709.0,
59,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-12-27 03:11:32.000,2023-12-27 03:07:37,15164.0,350.0,409.0,110.0,396.0,258.0,6583.0,2023-02-14 00:24:14.000,0.9.18,11.0,253.0,33,True,,119.0,pyre-check,,,21.0,21.0,https://pypi.org/project/pyre-check,62658.0,62658.0,,,,3.0,,,,,,,,,,,,,,,,,,,
60,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-12-28 14:08:48.000,2023-11-12 00:14:56,2555.0,19.0,313.0,62.0,1091.0,322.0,4129.0,2023-08-19 20:41:39.000,11.1.0,51.0,117.0,33,True,,11.0,mimesis,conda-forge/mimesis,,1656.0,1582.0,https://pypi.org/project/mimesis,130895.0,135025.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,169159.0,2.0,521.0,2023-08-19 20:41:39.000,74.0,,,,,,,,,,,,,,,,
61,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-12-04 15:55:07.000,2023-10-18 06:21:56,1396.0,6.0,174.0,35.0,277.0,312.0,1882.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,33,True,landscapeio/prospector,59.0,prospector,conda-forge/prospector,,5396.0,4690.0,https://pypi.org/project/prospector,620632.0,623250.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,96890.0,1.0,,2023-10-18 06:23:27.000,706.0,,,,,,,,,,,,,,,,
62,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2023-12-25 23:21:58.000,2023-12-25 23:21:57,582.0,10.0,95.0,22.0,117.0,278.0,1369.0,2023-09-11 07:31:36.000,4.1.5,26.0,33.0,33,False,,20.0,typeguard,conda-forge/typeguard,,20031.0,20031.0,https://pypi.org/project/typeguard,11590486.0,11601585.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,466184.0,3.0,,,,,,,,,,,,,,,,,,,
63,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-12-25 20:43:26.000,2023-12-10 16:21:44,509.0,15.0,214.0,23.0,370.0,249.0,636.0,2023-11-07 16:58:34.000,4.1.1,22.0,54.0,33,False,,133.0,pytest-html,conda-forge/pytest-html,['pytest'],41930.0,41930.0,https://pypi.org/project/pytest-html,4430861.0,4444367.0,https://anaconda.org/conda-forge/pytest-html,2023-11-23 18:39:24.921,499738.0,2.0,,,,,,,,,,,,,,,,,,,
64,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,96.0,22.0,107.0,104.0,569.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,33,True,,10.0,parso,conda-forge/parso,,385374.0,379283.0,https://pypi.org/project/parso,20777666.0,21014059.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,17020334.0,2.0,,2021-11-30 21:07:01.473,6091.0,,,,,,,,,,,,,,,,
65,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-12-26 10:32:08.000,2023-11-30 18:06:48,693.0,28.0,764.0,127.0,786.0,1146.0,9862.0,2023-11-21 21:03:58.000,1.40.0,80.0,33.0,32,True,,41.0,playwright,,,21.0,21.0,https://pypi.org/project/playwright,1957743.0,1957743.0,,,,2.0,,,,,,,,,,,,,,,,,,,
66,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-12-15 14:56:55.000,2023-11-26 12:37:59,942.0,18.0,232.0,53.0,153.0,114.0,5743.0,2023-11-08 12:47:37.000,4.6.1,44.0,55.0,32,True,,21.0,pyinstrument,conda-forge/pyinstrument,,2037.0,1910.0,https://pypi.org/project/pyinstrument,655654.0,662579.0,https://anaconda.org/conda-forge/pyinstrument,2023-11-18 02:43:45.664,277017.0,2.0,,2023-11-08 12:47:37.000,127.0,,,,,,,,,,,,,,,,
67,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-12-27 02:28:02.000,2023-12-27 02:27:59,3667.0,241.0,298.0,45.0,808.0,561.0,2193.0,2023-10-20 05:20:58.000,0.3.16,50.0,135.0,32,True,,117.0,briefcase,,,522.0,503.0,https://pypi.org/project/briefcase,7199.0,7203.0,,,,2.0,226.0,2023-10-20 05:20:58.000,19.0,,,,,,,,,,,,,,,,
68,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2023-12-28 05:07:53.000,2023-12-14 20:41:20,8908.0,70.0,290.0,62.0,1044.0,2745.0,1860.0,2023-11-20 02:03:13.000,4.6.0,19.0,156.0,32,True,,627.0,scons,conda-forge/scons,,,,https://pypi.org/project/scons,386098.0,399173.0,https://anaconda.org/conda-forge/scons,2023-11-25 16:42:53.405,522013.0,2.0,1438.0,,,,,,,,,,,,,,,,,,
69,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-12-26 12:45:00.000,2023-12-26 10:22:26,994.0,22.0,234.0,27.0,301.0,330.0,1704.0,2023-12-22 23:13:41.000,14.3.0,102.0,60.0,32,True,,18.0,pdoc,,,2755.0,2416.0,https://pypi.org/project/pdoc,165762.0,165762.0,,,,2.0,,2023-12-22 23:13:41.000,339.0,,,,,,,,,,,,,,,,
70,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-12-27 20:06:12.000,2023-12-15 09:31:55,2053.0,127.0,422.0,70.0,1479.0,949.0,1669.0,2023-12-14 09:44:31.000,1.39.1,120.0,200.0,32,True,,135.0,sentry-sdk,conda-forge/sentry-sdk,,,,https://pypi.org/project/sentry-sdk,24122504.0,24139371.0,https://anaconda.org/conda-forge/sentry-sdk,2023-12-14 11:24:24.116,704594.0,2.0,3583.0,,,,,,,,,,,,,,,,,,
71,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-12-22 17:12:06.000,2023-11-14 17:46:07,616.0,10.0,97.0,14.0,171.0,328.0,1454.0,2023-11-14 17:46:28.000,0.24.0,18.0,40.0,32,True,,43.0,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],10416.0,10416.0,https://pypi.org/project/mkdocstrings,631544.0,634189.0,https://anaconda.org/conda-forge/mkdocstrings,2023-11-15 01:17:08.478,100511.0,2.0,,,,,,,,,,,,,,,,,,,
72,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-12-15 12:50:05.000,2023-12-14 19:36:04,1345.0,24.0,155.0,35.0,190.0,136.0,1449.0,2023-11-10 23:35:23.000,1.7.0.post0,6.0,79.0,32,False,,41.0,logbook,conda-forge/logbook,,5304.0,5304.0,https://pypi.org/project/logbook,3365147.0,3369043.0,https://anaconda.org/conda-forge/logbook,2023-11-11 10:50:13.350,163540.0,2.0,333.0,,,,,,,,,,,,,,,,,,
73,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-12-25 20:43:43.000,2023-12-02 21:07:41,1089.0,32.0,197.0,57.0,338.0,205.0,1235.0,2022-11-09 16:51:21.000,6.1.1,7.0,60.0,32,True,,111.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3264.0,3264.0,https://pypi.org/project/pytest-bdd,739433.0,747407.0,https://anaconda.org/conda-forge/pytest-bdd,2023-12-02 22:25:37.629,55823.0,2.0,,,,,,,,,,,,,,,,,,,
74,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2023-12-22 09:41:56.000,2023-12-22 09:41:56,531.0,10.0,136.0,21.0,145.0,91.0,1177.0,2023-09-11 14:02:21.000,3.9.0,21.0,55.0,32,False,,33.0,prettytable,conda-forge/prettytable,,52792.0,52792.0,https://pypi.org/project/prettytable,11076119.0,11110754.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1281514.0,2.0,,,,,,,,,,,,,,,,,,,
75,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-03 22:28:46.000,2023-11-03 22:28:45,746.0,2.0,187.0,19.0,318.0,225.0,1106.0,2023-01-17 20:31:11.783,6.3.0,23.0,92.0,32,True,,121.0,pydocstyle,conda-forge/pydocstyle,,64247.0,61423.0,https://pypi.org/project/pydocstyle,3587543.0,3606797.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1713685.0,2.0,69.0,2023-01-17 20:31:11.783,2824.0,,,,,,,,,,,,,,,,
76,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-12-26 15:33:31.000,2023-12-26 15:33:30,350.0,21.0,101.0,8.0,232.0,157.0,1013.0,2023-12-02 22:59:15.000,23.12.2,64.0,81.0,32,True,,54.0,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],36085.0,35581.0,https://pypi.org/project/flake8-bugbear,2487464.0,2508004.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-12-04 18:33:44.282,759984.0,2.0,,2023-12-02 22:59:15.000,504.0,,,,,,,,,,,,,,,,
77,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-10-19 23:30:15.000,2023-10-04 23:10:27,384.0,1.0,187.0,32.0,90.0,56.0,709.0,2023-01-13 06:44:02.021,0.7.13,26.0,30.0,32,True,sphinx-doc/alabaster,66.0,alabaster,conda-forge/alabaster,['sphinx'],124194.0,116445.0,https://pypi.org/project/alabaster,6568394.0,6646264.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6930470.0,2.0,,2023-01-13 06:44:02.021,7749.0,,,,,,,,,,,,,,,,
78,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-12-25 16:51:47.000,2023-12-18 22:28:51,341.0,14.0,99.0,11.0,230.0,152.0,513.0,2023-11-11 00:30:22.000,1.25.2,73.0,54.0,32,True,,28.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],47543.0,45516.0,https://pypi.org/project/sphinx-autodoc-typehints,1540059.0,1555044.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-11-11 13:45:27.523,629405.0,2.0,,2023-11-11 00:30:22.000,2027.0,,,,,,,,,,,,,,,,
79,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-12-21 13:55:34.000,2023-12-21 13:55:32,3092.0,30.0,339.0,86.0,276.0,266.0,10460.0,2023-12-10 01:51:43.000,1.5.32.1,154.0,44.0,31,True,,152.0,scalene,,,573.0,567.0,https://pypi.org/project/scalene,21868.0,21868.0,,,,2.0,,2023-09-15 20:40:10.000,6.0,,,,,,,,,,,,,,,,
80,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-12-10 23:03:40.000,2023-10-08 03:21:32,337.0,1.0,365.0,56.0,176.0,108.0,5548.0,2023-04-14 07:11:09.000,0.4.13,42.0,60.0,31,True,,180.0,pipreqs,conda-forge/pipreqs,,26053.0,25665.0,https://pypi.org/project/pipreqs,1167109.0,1167637.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,46007.0,3.0,,2023-04-14 07:10:52.947,388.0,,,,,,,,,,,,,,,,
81,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-12-21 18:19:39.000,2023-12-21 13:05:26,996.0,6.0,378.0,41.0,491.0,395.0,3262.0,2023-07-19 09:04:00.000,3.3.0,43.0,129.0,31,True,,195.0,factory_boy,conda-forge/factory_boy,,837.0,,https://pypi.org/project/factory_boy,3145271.0,3148854.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,139763.0,2.0,,2023-07-19 09:04:00.000,837.0,,,,,,,,,5.0,,,,,,,
82,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-12-23 16:27:09.000,2023-12-23 16:27:09,745.0,8.0,140.0,26.0,148.0,176.0,2860.0,2023-10-06 15:53:34.000,2.10,16.0,39.0,31,True,,21.0,vulture,conda-forge/vulture,,4244.0,4244.0,https://pypi.org/project/vulture,493744.0,494619.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,77006.0,2.0,,,,,,,,,,,,,,,,,,,
83,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2023-12-05 15:23:02.000,2023-12-05 15:23:01,1232.0,19.0,214.0,49.0,277.0,173.0,2802.0,2023-10-06 19:01:05.000,2023.1,12.0,93.0,31,False,,144.0,pudb,conda-forge/pudb,,5723.0,5723.0,https://pypi.org/project/pudb,235438.0,238193.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,245207.0,1.0,,,,,,,,,,,,,,,,,,,
84,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000,2023-01-16 03:40:03,1483.0,,167.0,48.0,163.0,218.0,1735.0,,,10.0,65.0,31,True,,84.0,doit,conda-forge/doit,,1673.0,1673.0,https://pypi.org/project/doit,454663.0,458082.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,246214.0,3.0,,,,,,,,,,,,,,,,,,,
