,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-02-06 11:03:07.000,2023-01-26 15:50:30,5872.0,13.0,1302.0,241.0,599.0,1373.0,9085.0,2022-11-07 18:47:02.742,5.9.4,88.0,192.0,44,True,246.0,psutil,conda-forge/psutil,,286643.0,270585.0,https://pypi.org/project/psutil,2022-11-07 18:47:02.742,16058.0,63171875.0,63405528.0,https://anaconda.org/conda-forge/psutil,2022-11-08 06:03:33.939,19159599.0,1.0,,,,,,,,,,,,,,,,,,,,
11,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-02-15 15:22:55.000,2023-02-15 05:45:28,19909.0,163.0,1840.0,142.0,4814.0,5259.0,5199.0,2023-01-10 18:23:33.461,6.1.3,183.0,770.0,43,True,1148.0,sphinx,conda-forge/sphinx,['sphinx'],342039.0,281841.0,https://pypi.org/project/sphinx,2023-01-10 18:23:33.461,60198.0,11839480.0,11929119.0,https://anaconda.org/conda-forge/sphinx,2023-01-12 15:29:33.921,6991885.0,1.0,,,,,,,,,,,,,,,,,,,,
12,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-02-16 00:36:37.000,2023-02-15 20:37:50,8368.0,324.0,970.0,75.0,3499.0,4116.0,4512.0,2023-02-13 16:37:16.528,2.16.2,166.0,514.0,43,True,721.0,pylint,conda-forge/pylint,,366712.0,344683.0,https://pypi.org/project/pylint,2023-01-22 14:41:49.833,22029.0,13708253.0,13755666.0,https://anaconda.org/conda-forge/pylint,2023-02-14 02:44:33.042,3698250.0,1.0,,,,,,,,,,,,,,,,,,,,
13,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-02-15 21:56:40.000,2023-01-28 10:18:54,3667.0,90.0,1487.0,540.0,905.0,947.0,42060.0,2023-01-28 10:20:56.000,13.3.1,177.0,207.0,42,True,103.0,rich,conda-forge/rich,,70608.0,67155.0,https://pypi.org/project/rich,2023-01-28 10:19:14.092,3453.0,20812861.0,20908724.0,https://anaconda.org/conda-forge/rich,2023-01-28 15:47:15.799,2971764.0,1.0,,,,,,,,,,,,,,,,,,,,
14,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-02-14 07:02:16.000,2022-09-03 10:56:22,1928.0,,1218.0,208.0,504.0,560.0,23999.0,2022-09-03 18:04:55.000,4.64.1,130.0,112.0,42,True,413.0,tqdm,conda-forge/tqdm,,434100.0,411304.0,https://pypi.org/project/tqdm,2022-09-03 11:12:53.661,22796.0,48946646.0,49164888.0,https://anaconda.org/conda-forge/tqdm,2022-09-03 14:17:41.115,17445147.0,1.0,10645.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-11-12 01:50:51.768311,2.0,4069.0,,,,,,,,,,,,,,
15,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-02-16 11:44:25.000,2023-02-13 18:09:42,5020.0,346.0,2786.0,109.0,2205.0,1730.0,12774.0,2023-02-09 20:31:33.099,9.0.12,303.0,190.0,42,True,19.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],29216.0,28717.0,https://pypi.org/project/mkdocs-material,2022-11-08 14:44:39.000,499.0,2030893.0,2035474.0,https://anaconda.org/conda-forge/mkdocs-material,2023-02-10 05:17:20.223,206181.0,1.0,,,,,,,,,,,,,,,,,,,,
16,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-02-14 18:15:47.000,2023-02-14 18:15:46,8660.0,109.0,1856.0,233.0,2110.0,4510.0,10035.0,2023-02-11 15:24:26.000,5.8.0,48.0,446.0,42,True,273.0,pyinstaller,conda-forge/pyinstaller,,39856.0,39595.0,https://pypi.org/project/pyinstaller,2022-12-04 15:03:02.559,261.0,985818.0,997404.0,https://anaconda.org/conda-forge/pyinstaller,2023-02-11 21:19:21.817,401223.0,1.0,735426.0,,,,,,,,,,,,,,,,,,,
17,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-02-15 15:47:18.000,2023-02-11 17:08:17,4057.0,139.0,513.0,45.0,909.0,1057.0,5611.0,2023-01-30 09:46:45.975,5.11.5,143.0,279.0,42,True,127.0,isort,conda-forge/isort,,376891.0,361500.0,https://pypi.org/project/isort,2023-01-30 09:46:45.975,15391.0,26989741.0,27044112.0,https://anaconda.org/conda-forge/isort,2023-02-01 23:25:16.111,4295345.0,2.0,,,,,,,,,,,,,,,,,,,,
18,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-02-16 02:52:28.000,2023-02-14 03:57:43,2447.0,141.0,702.0,87.0,1038.0,1670.0,9780.0,2023-02-03 17:09:12.166,3.0.4,176.0,147.0,41,True,24.0,pre-commit,conda-forge/pre-commit,,117717.0,113126.0,https://pypi.org/project/pre-commit,2023-01-29 23:39:18.572,4591.0,8901473.0,8965500.0,https://anaconda.org/conda-forge/pre-commit,2023-02-06 20:49:34.795,2490189.0,1.0,307934.0,,,,,,,,,,,,,,,,,,,
19,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-02-15 18:17:51.000,2023-02-15 18:17:30,13854.0,83.0,2071.0,475.0,623.0,3793.0,7770.0,2023-01-09 21:14:31.299,6.0.2,97.0,174.0,41,True,296.0,robotframework,conda-forge/robotframework,,8227.0,7178.0,https://pypi.org/project/robotframework,2023-01-09 21:14:31.299,1049.0,1632047.0,1633892.0,https://anaconda.org/conda-forge/robotframework,2023-01-12 19:48:17.751,112255.0,1.0,539.0,,,,,,,,,,,,,,,,,,,
20,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2023-02-16 10:28:18.000,2023-02-12 07:53:19,12735.0,195.0,547.0,67.0,2217.0,1312.0,6528.0,2023-02-12 07:53:39.000,hypothesis-python-6.68.1,1025.0,301.0,41,True,52.0,hypothesis,conda-forge/hypothesis,,21486.0,19347.0,https://pypi.org/project/hypothesis,2023-01-27 10:10:58.628,2139.0,4769174.0,4859585.0,https://anaconda.org/conda-forge/hypothesis,2023-02-12 12:35:25.570,7142527.0,1.0,,,,,,,,,,,,,,,,,,,,
21,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2023-02-14 00:48:04.000,2023-02-14 00:48:04,8341.0,23.0,485.0,113.0,571.0,1293.0,5331.0,2022-11-21 22:34:01.796,0.18.2,32.0,159.0,41,True,48.0,jedi,conda-forge/jedi,,280789.0,272467.0,https://pypi.org/project/jedi,2022-11-21 22:34:01.796,8322.0,17575020.0,17762122.0,https://anaconda.org/conda-forge/jedi,2022-11-22 16:27:48.875,14219812.0,1.0,,,,,,,,,,,,,,,,,,,,
22,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-02-16 14:09:12.000,2023-02-16 02:16:13,643.0,34.0,975.0,160.0,1214.0,1183.0,4394.0,2023-02-07 20:18:05.290,20.19.0,199.0,243.0,41,True,78.0,virtualenv,conda-forge/virtualenv,,245790.0,227940.0,https://pypi.org/project/virtualenv,2022-12-05 22:47:06.493,17850.0,44719816.0,44770101.0,https://anaconda.org/conda-forge/virtualenv,2023-02-08 04:38:52.428,3570294.0,2.0,,,,,,,,,,,,,,,,,,,,
23,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-02-10 05:18:38.000,2023-02-08 15:30:16,551.0,227.0,461.0,41.0,1256.0,1496.0,3179.0,2023-02-08 02:38:14.658,4.4.5,184.0,270.0,41,True,71.0,tox,conda-forge/tox,['pytest'],112528.0,90847.0,https://pypi.org/project/tox,2023-01-31 21:50:27.263,21681.0,17503885.0,17513595.0,https://anaconda.org/conda-forge/tox,2023-01-18 22:31:34.228,631187.0,1.0,,,,,,,,,,,,,,,,,,,,
24,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2023-02-14 05:57:02.000,2023-02-14 05:57:00,2360.0,32.0,272.0,34.0,300.0,1470.0,2639.0,2022-11-23 19:29:25.198,6.0.0,87.0,172.0,41,True,26.0,flake8,conda-forge/flake8,,469870.0,426013.0,https://pypi.org/project/flake8,2022-11-23 19:29:25.198,43857.0,21612786.0,21682744.0,https://anaconda.org/conda-forge/flake8,2022-11-25 17:20:29.044,5596712.0,1.0,,,,,,,,,,,,,,,,,,,,
25,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-02-16 13:22:01.000,2023-02-15 16:38:50,2752.0,86.0,1896.0,185.0,2252.0,4175.0,23675.0,2023-01-10 18:28:25.700,1.3.2,157.0,435.0,40,True,663.0,poetry,conda-forge/poetry,,220.0,,https://pypi.org/project/poetry,2023-01-10 18:28:25.700,220.0,11569553.0,11841915.0,https://anaconda.org/conda-forge/poetry,2023-01-11 10:44:45.091,771256.0,1.0,14919921.0,,,,,,,,,,,,,,,,,,,
26,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-01-30 10:46:08.000,2022-11-06 23:57:33,1821.0,,2168.0,233.0,1103.0,1651.0,15902.0,2022-11-01 18:34:14.000,1.4.2,55.0,225.0,40,True,137.0,mkdocs,conda-forge/mkdocs,['mkdocs'],43676.0,39615.0,https://pypi.org/project/mkdocs,2022-11-01 18:34:05.525,4061.0,1378307.0,1381081.0,https://anaconda.org/conda-forge/mkdocs,2022-11-12 09:58:55.579,227488.0,1.0,,,,,,,,,,,,,,,,,,,,
27,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-02-16 10:56:30.000,2023-02-15 18:15:15,16203.0,77.0,1296.0,198.0,3459.0,7936.0,5159.0,2023-01-18 22:30:15.000,23.1.0,100.0,415.0,40,True,977.0,conda,conda-forge/conda,,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1090.0,141228.0,626737.0,https://anaconda.org/conda-forge/conda,2022-12-07 23:51:39.020,37869763.0,1.0,,,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2023-02-16 14:18:30.000,2023-02-16 11:06:52,1641.0,72.0,344.0,57.0,1066.0,652.0,1424.0,2023-02-07 10:41:24.113,1.15.0,173.0,161.0,39,True,187.0,sentry-sdk,conda-forge/sentry-sdk,,39653.0,39398.0,https://pypi.org/project/sentry-sdk,2023-01-23 10:15:50.376,255.0,22459817.0,22466578.0,https://anaconda.org/conda-forge/sentry-sdk,2023-02-07 15:36:52.797,340512.0,1.0,3740.0,,,,,,,,,,,,,,,,,,,
29,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-02-14 19:07:31.000,2023-02-05 09:51:05,4594.0,72.0,1358.0,493.0,591.0,1367.0,22305.0,2023-01-14 15:00:47.000,3.3.1,92.0,168.0,38,True,239.0,glances,conda-forge/glances,,639.0,589.0,https://pypi.org/project/glances,2023-01-17 07:15:06.065,50.0,454277.0,456501.0,https://anaconda.org/conda-forge/glances,2023-01-17 20:09:23.663,183777.0,1.0,932.0,,,,,,,,,,,,,,,,,,,
30,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-02-16 13:03:28.000,2023-02-15 12:03:27,10541.0,522.0,447.0,132.0,295.0,1500.0,8297.0,2023-02-13 18:14:13.215,1.4.7,242.0,133.0,38,True,224.0,nuitka,conda-forge/nuitka,,1097.0,1055.0,https://pypi.org/project/nuitka,2023-01-31 18:21:01.683,42.0,62740.0,68245.0,https://anaconda.org/conda-forge/nuitka,2023-02-13 23:41:42.072,451448.0,1.0,,,,,,,,,,,,,,,,,,,,
31,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2023-02-10 14:58:28.000,2022-12-13 06:27:57,1353.0,16.0,688.0,120.0,450.0,592.0,4771.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,38,True,115.0,pycodestyle,conda-forge/pycodestyle,,318999.0,307618.0,https://pypi.org/project/pycodestyle,2022-11-23 18:29:05.901,11381.0,29131090.0,29203436.0,https://anaconda.org/conda-forge/pycodestyle,2022-11-24 16:23:10.571,5787749.0,1.0,,,,,,,,,,,,,,,,,,,,
32,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-02-12 11:49:57.271,2023-02-07 23:30:54,1446.0,17.0,1719.0,161.0,661.0,587.0,4306.0,2022-11-04 19:24:09.941,1.1.1,42.0,113.0,38,True,231.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6912.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-01-18 21:20:20.529,6896.0,4551364.0,4591305.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-02-12 11:49:57.271,3115403.0,2.0,,,,,,,,,,,,,,,,,,,,
33,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-02-12 19:07:16.000,2023-02-12 00:04:58,3653.0,85.0,337.0,96.0,232.0,390.0,3845.0,2023-01-16 22:26:01.797,2.0.0,59.0,58.0,38,True,346.0,invoke,conda-forge/invoke,,21629.0,18990.0,https://pypi.org/project/invoke,2023-01-16 22:26:01.797,2639.0,4537670.0,4548350.0,https://anaconda.org/conda-forge/invoke,2023-01-22 15:15:07.411,875800.0,1.0,,,,,,,,,,,,,,,,,,,,
34,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-02-13 08:47:54.000,2023-02-13 08:47:54,639.0,56.0,214.0,25.0,370.0,246.0,465.0,2023-01-08 18:19:14.000,23.0,41.0,87.0,38,True,79.0,packaging,conda-forge/packaging,,628091.0,610349.0,https://pypi.org/project/packaging,2023-01-09 21:11:31.536,17742.0,141913687.0,142239756.0,https://anaconda.org/conda-forge/packaging,2023-01-12 00:11:49.688,26084286.0,1.0,666.0,,,,,,,,,,,,,,,,,,,
35,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-02-13 19:34:33.000,2023-02-02 15:59:58,1861.0,47.0,562.0,104.0,874.0,788.0,6621.0,2023-01-31 13:34:01.833,6.12.2,110.0,187.0,37,True,129.0,pip-tools,conda-forge/pip-tools,,2121.0,,https://pypi.org/project/pip-tools,2023-01-31 13:34:01.833,2121.0,9655021.0,9657141.0,https://anaconda.org/conda-forge/pip-tools,2023-01-31 17:05:38.377,72092.0,2.0,,,,,,,,,,,,,,,,,,,,
36,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-12-16 10:58:26.000,2022-12-15 14:53:41,2808.0,15.0,284.0,69.0,216.0,349.0,4268.0,2022-12-15 15:08:07.499,2.0.1,72.0,57.0,37,True,110.0,autopep8,conda-forge/autopep8,,168226.0,162518.0,https://pypi.org/project/autopep8,2022-12-15 15:08:07.499,5708.0,3056564.0,3069011.0,https://anaconda.org/conda-forge/autopep8,2022-12-15 20:52:01.166,995804.0,2.0,,,,,,,,,,,,,,,,,,,,
37,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-02-14 18:28:07.000,2023-02-06 03:03:53,3120.0,433.0,165.0,25.0,337.0,212.0,1533.0,2023-01-17 02:39:01.107,1.7.0,81.0,78.0,37,True,79.0,rope,conda-forge/rope,,59453.0,57849.0,https://pypi.org/project/rope,2023-01-17 02:39:01.107,1604.0,639878.0,654403.0,https://anaconda.org/conda-forge/rope,2023-01-29 10:36:21.444,1016813.0,1.0,,,,,,,,,,,,,,,,,,,,
38,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-02-03 13:37:57.000,2023-02-03 13:37:57,1076.0,32.0,286.0,33.0,527.0,403.0,1374.0,2022-12-01 01:51:31.000,4.0.2,52.0,114.0,37,True,45.0,twine,conda-forge/twine,,97300.0,84417.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,12883.0,4032987.0,4041703.0,https://anaconda.org/conda-forge/twine,2022-12-01 12:45:16.522,679853.0,2.0,,,,,,,,,,,,,,,,,,,,
39,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-01-31 18:46:00.000,2023-01-31 18:45:58,555.0,13.0,169.0,27.0,288.0,442.0,1237.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,37,True,56.0,pyflakes,conda-forge/pyflakes,,216704.0,203058.0,https://pypi.org/project/pyflakes,2022-11-24 16:55:02.246,13646.0,20171697.0,20241377.0,https://anaconda.org/conda-forge/pyflakes,2022-11-24 20:00:59.834,5574417.0,1.0,,,,,,,,,,,,,,,,,,,,
40,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-02-01 21:52:45.000,2023-02-01 21:52:17,693.0,21.0,578.0,120.0,100.0,632.0,14134.0,2022-01-29 13:50:01.000,0.6.0,18.0,42.0,36,True,69.0,loguru,conda-forge/loguru,,48206.0,46497.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1709.0,4653775.0,4673549.0,https://anaconda.org/conda-forge/loguru,2022-10-26 21:41:01.021,949192.0,2.0,,,,,,,,,,,,,,,,,,,,
41,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-02-13 19:54:06.000,2023-02-13 19:54:05,1217.0,9.0,858.0,219.0,278.0,403.0,13103.0,2020-04-23 19:07:36.000,0.30.0,68.0,142.0,36,True,367.0,yapf,conda-forge/yapf,,71283.0,69194.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,2824556.0,2840785.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1298349.0,3.0,,,,,,,,,,,,,,,,,,,,
42,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-02-15 21:23:40.000,2023-02-15 21:23:35,5768.0,293.0,786.0,90.0,503.0,3688.0,9718.0,2023-02-15 05:35:14.000,1.1.294,378.0,86.0,36,True,15.0,,,,458.0,448.0,,,,,426849.0,,,,2.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-02-15 05:30:17.382,10.0,426849.0,,,,,,,,,
43,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-02-16 05:57:27.000,2023-01-29 19:42:53,23420.0,237.0,1619.0,203.0,5284.0,795.0,4989.0,2022-12-04 12:01:05.939,3.7.0,121.0,834.0,36,True,667.0,buildbot,conda-forge/buildbot,,772.0,315.0,https://pypi.org/project/buildbot,2022-12-04 12:01:05.939,457.0,29870.0,32101.0,https://anaconda.org/conda-forge/buildbot,2022-12-04 16:31:50.847,73586.0,2.0,29242.0,,,,,,,,,,,,,,,,,,,
44,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2023-02-01 19:31:19.000,2023-02-01 19:31:19,544.0,3.0,7711.0,35.0,261.0,125.0,22570.0,2022-10-08 14:12:04.684,1.5.0,23.0,75.0,35,True,69.0,numpydoc,conda-forge/numpydoc,['sphinx'],41334.0,36919.0,https://pypi.org/project/numpydoc,2022-10-08 14:12:04.684,4415.0,422797.0,445040.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1623741.0,2.0,,,,,,,,,,,,,,,,,,,,
45,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-02-13 09:16:53.000,2023-02-11 03:07:33,1292.0,3.0,492.0,65.0,358.0,438.0,4961.0,2022-03-04 07:43:44.000,1.7.4,35.0,161.0,35,True,183.0,bandit,conda-forge/bandit,,40403.0,38869.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1534.0,3030851.0,3035481.0,https://anaconda.org/conda-forge/bandit,2022-10-29 14:12:14.100,207893.0,1.0,608.0,,,,,,,,,,,,,,,,,,,
46,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-02-15 20:44:38.000,2023-02-15 20:44:29,1347.0,47.0,161.0,35.0,244.0,299.0,1763.0,2023-02-15 20:46:15.689,1.9.0,121.0,87.0,35,True,48.0,prospector,conda-forge/prospector,,4773.0,4047.0,https://pypi.org/project/prospector,2023-01-10 19:32:09.781,726.0,712041.0,712782.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,57823.0,1.0,,,,,,,,,,,,,,,,,,,,
47,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-02-04 18:03:54.000,2022-11-08 14:21:19,598.0,,123.0,21.0,80.0,116.0,1547.0,2022-10-06 17:23:25.701,0.9.0,27.0,83.0,35,True,63.0,tabulate,conda-forge/tabulate,,113827.0,107068.0,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,6759.0,44748214.0,44800746.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,4255113.0,2.0,,,,,,,,,,,,2.0,,,,,,,,
48,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-02-14 19:07:58.992,2023-02-14 17:10:22,259.0,23.0,200.0,26.0,76.0,89.0,1431.0,2023-02-14 15:56:09.432,2.0.6,26.0,61.0,35,True,39.0,python-json-logger,conda-forge/python-json-logger,,40769.0,39983.0,https://pypi.org/project/python-json-logger,2022-07-11 14:10:01.875,786.0,12828773.0,12862056.0,https://anaconda.org/conda-forge/python-json-logger,2023-02-14 19:07:58.992,2329861.0,2.0,,,,,,,,,,,,2.0,,,,,,,,
49,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-02-07 19:28:27.000,2022-12-03 16:10:49,908.0,2.0,190.0,34.0,230.0,230.0,1389.0,2022-09-28 18:41:46.166,4.0.0,44.0,81.0,35,True,126.0,pytest-cov,conda-forge/pytest-cov,['pytest'],263656.0,233491.0,https://pypi.org/project/pytest-cov,2022-09-28 18:41:46.166,30165.0,18314544.0,18404984.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,7506569.0,1.0,,,,,,,,,,,,,,,,,,,,
