,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
50,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-01-16 22:34:10.000,2023-01-16 22:34:07,373.0,19.0,182.0,21.0,84.0,54.0,679.0,2023-01-13 06:44:02.021,0.7.13,26.0,30.0,35,True,61.0,alabaster,conda-forge/alabaster,['sphinx'],93797.0,86112.0,https://pypi.org/project/alabaster,2023-01-13 06:44:02.021,7685.0,6853981.0,6923444.0,https://anaconda.org/conda-forge/alabaster,2023-01-13 21:36:23.432,5487610.0,2.0,,,,,,,,,,,,,,,,,,,,
51,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-02-06 22:27:59.000,2023-01-30 22:02:48,831.0,13.0,123.0,25.0,148.0,325.0,381.0,2022-11-09 20:45:23.777,0.38.4,71.0,68.0,35,True,40.0,wheel,conda-forge/wheel,,35559.0,,https://pypi.org/project/wheel,2022-11-09 20:45:23.777,35559.0,140192724.0,140884953.0,https://anaconda.org/conda-forge/wheel,2022-11-10 03:42:20.427,54686157.0,2.0,,,,,,,,,,,,,,,,,,,,
52,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-02-03 20:30:19.000,2023-02-03 20:30:17,608.0,16.0,677.0,115.0,685.0,891.0,8019.0,2023-01-25 17:35:13.011,1.30.0,92.0,30.0,34,True,38.0,playwright,,,4855.0,4762.0,https://pypi.org/project/playwright,2023-01-25 17:35:13.011,93.0,1006353.0,1006353.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
53,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-02-06 13:53:24.000,2021-09-14 17:41:07,402.0,,994.0,177.0,146.0,221.0,7692.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,False,425.0,pyautogui,conda-forge/pyautogui,,21594.0,20983.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,572762.0,575631.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,180789.0,2.0,,,,,,,,,,,,,,,,,,,,
54,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-02-15 23:39:35.000,2023-02-15 23:37:29,13615.0,568.0,412.0,111.0,340.0,232.0,6237.0,2023-02-14 01:01:23.450,0.9.18,76.0,234.0,34,True,137.0,pyre-check,,,39.0,,https://pypi.org/project/pyre-check,2022-11-08 21:43:56.374,39.0,67473.0,67473.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
55,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-02-12 09:06:20.000,2023-02-12 09:06:17,1310.0,42.0,172.0,30.0,230.0,235.0,2400.0,2022-11-24 07:49:29.000,22.3.0,30.0,96.0,34,False,26.0,structlog,conda-forge/structlog,,8613.0,7659.0,https://pypi.org/project/structlog,2022-11-24 07:45:37.941,954.0,5418751.0,5422236.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,275384.0,2.0,,,,,,,,,,,,-1.0,,,,,,,,
56,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-02-14 03:11:58.000,2023-01-02 10:33:42,2150.0,3.0,360.0,25.0,1533.0,954.0,2140.0,2022-09-27 22:22:25.120,0.17.0,55.0,180.0,34,True,113.0,wemake-python-styleguide,,,13716.0,13685.0,https://pypi.org/project/wemake-python-styleguide,2022-09-27 22:22:25.120,31.0,263143.0,263143.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
57,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-02-16 03:16:21.000,2023-01-29 00:56:09,8525.0,117.0,281.0,62.0,944.0,2711.0,1629.0,2022-07-30 21:59:57.000,4.4.0,29.0,147.0,34,True,653.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2022-07-30 21:23:00.222,48.0,1069746.0,1075310.0,https://anaconda.org/conda-forge/scons,2022-10-28 08:26:20.087,393427.0,2.0,1115.0,,,,,,,,,,,,,,,,,,,
58,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-02-14 10:29:11.000,2023-02-14 10:29:11,540.0,12.0,120.0,33.0,212.0,121.0,1523.0,2022-10-05 18:54:14.310,3.10.0,58.0,64.0,34,True,12.0,pytest-mock,conda-forge/pytest-mock,['pytest'],63224.0,58787.0,https://pypi.org/project/pytest-mock,2022-10-05 18:54:14.310,4437.0,9530272.0,9554396.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1905841.0,2.0,,,,,,,,,,,,,,,,,,,,
59,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-02-14 10:29:02.000,2023-02-14 10:29:00,1067.0,25.0,192.0,47.0,344.0,311.0,1086.0,2023-02-07 15:08:12.360,3.2.0,62.0,89.0,34,True,216.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],5021.0,,https://pypi.org/project/pytest-xdist,2022-12-03 14:34:08.213,5021.0,7840972.0,7893551.0,https://anaconda.org/conda-forge/pytest-xdist,2023-02-08 14:49:11.500,4153741.0,2.0,,,,,,,,,,,,,,,,,,,,
60,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-02-02 08:22:08.000,2023-02-02 08:22:07,972.0,16.0,97.0,22.0,65.0,199.0,802.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,34,True,9.0,progressbar2,conda-forge/progressbar2,,27659.0,26143.0,https://pypi.org/project/progressbar2,2022-11-01 15:41:03.059,1516.0,15623703.0,15633179.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,718222.0,2.0,1778.0,,,,,,,,,,,,,,,,,,,
61,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-02-14 00:43:52.000,2023-02-14 00:43:52,1110.0,10.0,88.0,22.0,105.0,103.0,525.0,2021-11-30 21:05:47.000,0.8.3,26.0,46.0,34,True,8.0,parso,conda-forge/parso,,276768.0,270865.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5903.0,16808850.0,17004283.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,12116855.0,2.0,,,,,,,,,,,,,,,,,,,,
62,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-02-15 21:10:36.000,2023-02-15 21:10:36,3050.0,95.0,2705.0,384.0,928.0,1539.0,30616.0,2023-02-15 05:15:44.000,2.3.13,69.0,410.0,33,True,22.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,9319.0,9319.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
63,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-02-09 02:21:20.000,2022-12-09 01:08:31,462.0,4.0,345.0,111.0,275.0,180.0,9733.0,2022-09-07 22:01:08.223,0.3.14,38.0,31.0,33,True,108.0,py-spy,conda-forge/py-spy,,2414.0,2372.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,41.0,1743624.0,1753491.6666666667,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,369541.0,2.0,11329.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,366.6666666666667,403210.0,,
64,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-02-09 12:10:07.000,2023-02-09 12:10:07,572.0,3.0,246.0,32.0,215.0,174.0,3577.0,2022-08-12 12:25:03.405,1.2.2,59.0,107.0,33,True,135.0,freezegun,conda-forge/freezegun,,4493.0,,https://pypi.org/project/freezegun,2022-08-12 12:25:03.405,4493.0,6332222.0,6340731.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,706290.0,2.0,,,,,,,,,,,,,,,,,,,,
65,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-02-02 12:37:36.000,2023-01-10 17:10:21,1197.0,6.0,217.0,47.0,260.0,166.0,2592.0,2022-11-03 17:20:34.545,2022.1.3,76.0,91.0,33,True,156.0,pudb,conda-forge/pudb,,5196.0,4454.0,https://pypi.org/project/pudb,2022-11-03 17:20:34.545,742.0,260699.0,263143.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,193147.0,1.0,,,,,,,,,,,,,,,,,,,,
66,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-01-29 17:23:03.000,2022-12-13 15:35:40,371.0,17.0,146.0,27.0,80.0,126.0,1663.0,2022-12-13 15:37:01.965,0.13.11,44.0,54.0,33,True,62.0,ipdb,conda-forge/ipdb,,51109.0,42305.0,https://pypi.org/project/ipdb,2022-12-13 15:37:01.965,8804.0,2255375.0,2259576.0,https://anaconda.org/conda-forge/ipdb,2022-12-24 23:13:15.419,331918.0,1.0,,,,,,,,,,,,,,,,,,,,
67,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-01-17 17:39:49.000,2022-08-20 08:31:04,665.0,,169.0,32.0,150.0,134.0,1535.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,33,True,40.0,nodeenv,conda-forge/nodeenv,,37717.0,36816.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,901.0,8699940.0,8731750.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,2067696.0,2.0,,,,,,,,,,,,,,,,,,,,
68,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,387.0,48.0,261.0,464.0,1356.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,453.0,nose,conda-forge/nose,,182770.0,138169.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44601.0,5582591.0,5614806.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2609434.0,2.0,,,,,,,,,,,,,,,,,,,,
69,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-02-09 21:08:30.000,2023-02-06 20:42:56,1010.0,25.0,187.0,53.0,311.0,188.0,1120.0,2022-11-09 16:51:21.000,6.1.1,95.0,53.0,33,True,125.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2819.0,2647.0,https://pypi.org/project/pytest-bdd,2022-11-08 17:18:53.914,172.0,685845.0,687004.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,52175.0,2.0,,,,,,,,,,,,,,,,,,,,
70,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-02-12 22:55:18.000,2023-02-12 22:53:35,395.0,69.0,82.0,16.0,71.0,195.0,1101.0,2021-12-10 21:09:37.000,2.13.3,47.0,25.0,33,True,21.0,typeguard,conda-forge/typeguard,,13605.0,12619.0,https://pypi.org/project/typeguard,2023-01-11 20:35:06.704,986.0,6655936.0,6660148.0,https://anaconda.org/conda-forge/typeguard,2022-07-27 14:30:31.626,206423.0,1.0,,,,,,,,,,,,,,,,,,,,
71,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-02-14 16:22:01.000,2023-02-14 16:21:59,384.0,44.0,118.0,34.0,269.0,206.0,1098.0,2022-12-08 12:30:00.681,0.20.3,35.0,41.0,33,True,28.0,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],645.0,,https://pypi.org/project/pytest-asyncio,2022-12-08 12:30:00.681,645.0,5349878.0,5371096.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-12-08 19:33:40.469,1463805.0,2.0,63.0,,,,,,,,,,,2.0,,,,,,,,
72,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-02-10 09:37:04.000,2023-01-17 20:27:44,742.0,18.0,187.0,20.0,313.0,221.0,1005.0,2023-01-17 20:31:11.783,6.3.0,22.0,89.0,33,True,105.0,pydocstyle,conda-forge/pydocstyle,,54270.0,51704.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2566.0,3240676.0,3255616.0,https://anaconda.org/conda-forge/pydocstyle,2023-01-17 23:20:42.339,1180289.0,2.0,60.0,,,,,,,,,,,,,,,,,,,
73,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2023-02-07 00:35:58.000,2023-02-07 00:35:54,1099.0,10.0,136.0,22.0,298.0,211.0,739.0,2022-07-16 16:40:18.561,0.12.0,28.0,74.0,33,True,52.0,nose2,conda-forge/nose2,,23886.0,22801.0,https://pypi.org/project/nose2,2022-07-16 16:40:18.561,1085.0,562685.0,564153.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,83683.0,2.0,,,,,,,,,,,,,,,,,,,,
74,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-02-13 18:09:56.000,2023-02-13 09:56:50,1406.0,39.0,186.0,24.0,353.0,352.0,682.0,2022-12-17 16:09:02.919,7.1.0,79.0,113.0,33,True,106.0,setuptools_scm,conda-forge/setuptools_scm,,553.0,,https://pypi.org/project/setuptools_scm,2022-12-17 16:09:02.919,553.0,17950236.0,17967566.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1438395.0,3.0,,,,,,,,,,,,,,,,,,,,
75,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2023-02-14 03:25:10.000,2022-12-01 18:31:00,393.0,1.0,205.0,22.0,260.0,194.0,558.0,2022-11-11 08:16:56.000,3.2.0,45.0,47.0,33,True,141.0,pytest-html,conda-forge/pytest-html,['pytest'],30635.0,29945.0,https://pypi.org/project/pytest-html,2022-10-25 12:14:09.865,690.0,3294435.0,3299659.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,360489.0,2.0,,,,,,,,,,,,,,,,,,,,
76,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-02-11 00:30:45.000,2023-02-08 01:01:48,2923.0,163.0,242.0,72.0,212.0,211.0,7318.0,2023-01-06 20:40:06.239,1.5.19,138.0,37.0,32,True,114.0,scalene,,,324.0,321.0,https://pypi.org/project/scalene,2023-01-06 20:40:06.239,3.0,13437.0,13437.0,,,,2.0,,,,,,,,,,,,-1.0,,,,,,,,
77,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-02-15 18:25:51.000,2023-02-11 04:20:05,540.0,13.0,272.0,70.0,410.0,413.0,6006.0,2022-05-28 04:17:00.000,1.1.0,51.0,86.0,32,True,123.0,pipx,conda-forge/pipx,,1024.0,1015.0,https://pypi.org/project/pipx,2022-05-28 04:17:00.000,9.0,554642.0,555961.0,https://anaconda.org/conda-forge/pipx,2022-11-01 08:11:28.547,18477.0,2.0,,,,,,,,,,,,,,,,,,,,
78,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-01-02 21:20:40.562,2023-01-01 22:00:05,639.0,44.0,169.0,42.0,45.0,163.0,4154.0,2023-01-02 21:20:40.562,3.0.1,28.0,7.0,32,True,17.0,alive-progress,conda-forge/alive-progress,,1699.0,1578.0,https://pypi.org/project/alive-progress,2023-01-02 21:20:40.562,121.0,209638.0,210353.0,https://anaconda.org/conda-forge/alive-progress,2023-01-02 01:24:09.927,25768.0,2.0,,,,,,,,,,,,,,,,,,,,
79,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-02-16 03:27:16.000,2023-02-16 03:27:13,5831.0,159.0,263.0,56.0,788.0,479.0,4113.0,2023-02-14 22:16:24.266,2023.2.14,163.0,87.0,32,True,107.0,pytype,conda-forge/pytype,,122.0,,https://pypi.org/project/pytype,2023-01-31 21:44:41.768,122.0,240564.0,245018.0,https://anaconda.org/conda-forge/pytype,2023-02-15 05:21:02.991,146996.0,2.0,,,,,,,,,,,,,,,,,,,,
80,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-02-07 10:02:02.000,2023-01-27 21:14:18,2331.0,9.0,307.0,64.0,970.0,307.0,3902.0,2022-12-17 18:19:31.923,7.0.0,42.0,115.0,32,True,17.0,mimesis,conda-forge/mimesis,,1319.0,1258.0,https://pypi.org/project/mimesis,2022-12-17 18:19:31.923,61.0,102612.0,105207.0,https://anaconda.org/conda-forge/mimesis,2022-12-18 02:34:56.874,80351.0,2.0,381.0,,,,,,,,,,,,,,,,,,,
81,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-02-16 01:50:27.000,2023-02-16 01:22:23,2144.0,104.0,191.0,27.0,613.0,907.0,3895.0,2023-02-10 08:41:05.238,2.4.5,147.0,97.0,32,True,28.0,pdm,conda-forge/pdm,,100.0,86.0,https://pypi.org/project/pdm,2023-01-31 01:06:57.494,14.0,112322.0,117214.0,https://anaconda.org/conda-forge/pdm,2023-02-10 11:29:39.607,83172.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
82,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-02-12 19:22:53.000,2023-02-12 19:21:48,1288.0,33.0,233.0,54.0,1060.0,841.0,2231.0,2023-02-12 19:24:02.638,2.1.122,211.0,113.0,32,True,149.0,pex,,,136.0,,https://pypi.org/project/pex,2023-01-18 23:45:01.979,136.0,1050060.0,1141303.0,,,,2.0,2372337.0,,,,,,,,,,,,,,,,,,,
83,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-02-10 00:08:21.000,2023-01-24 19:31:27,1140.0,11.0,108.0,32.0,255.0,259.0,1902.0,2022-11-05 13:10:04.066,3.8.0,48.0,63.0,32,True,125.0,flit,conda-forge/flit,,1618.0,1274.0,https://pypi.org/project/flit,2022-11-05 13:10:04.066,344.0,230923.0,232928.0,https://anaconda.org/conda-forge/flit,2022-11-06 11:38:49.501,144406.0,3.0,,,,,,,,,,,,,,,,,,,,
84,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-02-04 00:12:46.000,2023-02-04 00:12:46,875.0,30.0,166.0,25.0,196.0,292.0,1457.0,2023-01-06 22:04:00.729,12.3.1,94.0,46.0,32,True,15.0,pdoc,,,1788.0,1576.0,https://pypi.org/project/pdoc,2023-01-06 22:04:00.729,212.0,85733.0,85733.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
85,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-02-16 07:29:05.000,2023-02-15 08:30:18,513.0,10.0,133.0,23.0,387.0,261.0,986.0,2022-11-21 16:15:35.393,2022.11.21,24.0,85.0,32,True,45.0,nox,conda-forge/nox,['pytest'],3905.0,3620.0,https://pypi.org/project/nox,2022-11-21 16:15:35.393,285.0,1050773.0,1053385.0,https://anaconda.org/conda-forge/nox,2022-12-01 19:24:29.694,135850.0,2.0,,,,,,,,,,,,,,,,,,,wntrblm/nox,
86,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2023-02-10 12:01:02.000,2023-01-18 19:40:33,1756.0,18.0,176.0,21.0,344.0,387.0,654.0,2022-06-20 18:54:02.000,4.34.0,64.0,107.0,32,True,142.0,breathe,conda-forge/breathe,,9808.0,8778.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,1030.0,270492.0,276233.0,https://anaconda.org/conda-forge/breathe,2022-06-21 01:45:19.926,434826.0,2.0,450.0,,,,,,,,,,,,,,,,,,breathe-doc/breathe,
87,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-02-12 16:12:43.000,2023-02-12 16:12:38,10032.0,45.0,5109.0,1090.0,339.0,4819.0,26090.0,2023-01-02 22:32:55.000,1.7,88.0,124.0,31,True,59.0,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6.0,6748.0,6748.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
88,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-02-16 11:51:10.000,2023-02-16 11:51:10,932.0,87.0,278.0,51.0,199.0,72.0,10112.0,2023-01-17 23:09:01.475,1.6.0,12.0,22.0,31,True,18.0,memray,conda-forge/memray,,111.0,105.0,https://pypi.org/project/memray,2023-01-17 23:09:01.475,6.0,100643.0,102470.0,https://anaconda.org/conda-forge/memray,2023-01-18 04:04:53.209,18277.0,2.0,,,,,,,,,,,,,,,,,,,,
89,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-01-17 12:32:35.000,2022-12-27 19:53:44,809.0,5.0,219.0,55.0,121.0,97.0,5114.0,2022-11-05 12:02:04.078,4.4.0,39.0,47.0,31,True,17.0,pyinstrument,conda-forge/pyinstrument,,1439.0,1333.0,https://pypi.org/project/pyinstrument,2022-11-05 12:02:04.078,106.0,477204.0,479334.0,https://anaconda.org/conda-forge/pyinstrument,2022-11-05 17:20:23.957,164076.0,2.0,,,,,,,,,,,,-1.0,,,,,,,,
90,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-02-06 16:51:16.000,2023-01-14 14:49:35,315.0,4.0,324.0,58.0,141.0,96.0,4874.0,2021-12-15 16:10:13.225,0.1.0,40.0,53.0,31,True,145.0,pipreqs,conda-forge/pipreqs,,16697.0,16361.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000,336.0,2014814.0,2015241.0,https://anaconda.org/conda-forge/pipreqs,2022-04-08 21:43:21.706,32924.0,3.0,,,,,,,,,,,,,,,,,,,,
91,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-01-19 20:43:30.000,2023-01-19 20:43:25,715.0,17.0,114.0,23.0,130.0,160.0,2418.0,2023-01-08 21:24:44.000,2.7,46.0,34.0,31,True,14.0,vulture,conda-forge/vulture,,3763.0,3540.0,https://pypi.org/project/vulture,2023-01-09 21:18:34.095,223.0,452561.0,453401.0,https://anaconda.org/conda-forge/vulture,2023-01-09 08:50:44.861,65564.0,2.0,,,,,,,,,,,,,,,,,,,,
