,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2024-04-25 17:45:15.000,2024-04-25 17:45:15,334.0,29.0,162.0,54.0,198.0,3.0,2172.0,2024-04-25 17:45:21.000,2024.04.25,100.0,16.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2024-04-25 21:12:20.000,2024-04-25 21:12:19,280.0,27.0,44.0,14.0,191.0,15.0,825.0,2023-06-29 18:48:34.000,2023.06.29,68.0,30.0,0,True,mkdocs/catalog,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2024-05-02 12:18:06.000,2024-05-02 11:59:09,15903.0,285.0,2507.0,191.0,5707.0,4904.0,11382.0,2024-04-27 23:35:31.000,8.2.0,175.0,961.0,48,True,,857.0,pytest,conda-forge/pytest,['pytest'],130.0,123995372.0,1237580.0,1211324.0,https://pypi.org/project/pytest,2024-04-27 23:34:52.000,26256.0,123408741.0,https://anaconda.org/conda-forge/pytest,2024-04-28 12:48:49.367,25225064.0,1.0,,,,,,,,,,,,,,,,,,
5,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2024-05-02 13:06:33.000,2024-05-01 09:11:30,14520.0,206.0,2948.0,321.0,5451.0,6220.0,9285.0,2023-12-17 13:05:02.000,23.3.2,138.0,781.0,48,True,,1099.0,pip,conda-forge/pip,,,363112754.0,194368.0,182410.0,https://pypi.org/project/pip,2024-02-03 09:53:09.000,11958.0,360873586.0,https://anaconda.org/conda-forge/pip,2024-02-03 11:45:13.925,107480084.0,1.0,,,,,,,,,,,,,,,,,,
6,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2024-05-02 11:29:21.000,2024-05-02 11:25:36,14838.0,408.0,1133.0,95.0,1573.0,1865.0,2315.0,2024-04-13 22:28:28.000,69.4.2,566.0,599.0,47,True,,615.0,setuptools,conda-forge/setuptools,,,402674290.0,543026.0,502229.0,https://pypi.org/project/setuptools,2024-04-13 22:28:16.000,40797.0,400451603.0,https://anaconda.org/conda-forge/setuptools,2024-04-14 11:43:37.916,106689021.0,1.0,,,,,,,,,,,,,,,,,,
7,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2024-05-02 07:31:24.000,2024-04-29 13:17:24,1866.0,58.0,2370.0,231.0,1731.0,2221.0,37426.0,2024-04-26 00:32:12.000,24.4.2,62.0,446.0,46,True,,376.0,black,conda-forge/black,,87285.0,37320634.0,502745.0,487381.0,https://pypi.org/project/black,2024-04-26 00:32:12.000,15364.0,37103151.0,https://anaconda.org/conda-forge/black,2024-04-26 08:33:17.672,9939510.0,1.0,,,,,,,,,,,,,,,,,,
8,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2024-05-02 09:06:39.000,2024-05-01 10:15:32,11807.0,96.0,2707.0,235.0,6927.0,7584.0,17570.0,2024-04-24 13:52:35.000,1.10.0,115.0,710.0,46,True,,2811.0,mypy,conda-forge/mypy,,,25383223.0,248511.0,237395.0,https://pypi.org/project/mypy,2024-04-24 13:52:35.000,11116.0,25300357.0,https://anaconda.org/conda-forge/mypy,2024-04-25 00:02:59.037,3894702.0,1.0,,,,,,,,,,,,,,,,,,
9,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2024-05-01 07:39:37.000,2024-04-29 02:03:15,20843.0,235.0,1980.0,151.0,5388.0,5754.0,6046.0,2024-04-19 04:44:43.000,7.3.7,206.0,820.0,46,True,,1238.0,sphinx,conda-forge/sphinx,['sphinx'],,14066648.0,439543.0,374550.0,https://pypi.org/project/sphinx,2024-04-19 04:44:43.000,64993.0,13878227.0,https://anaconda.org/conda-forge/sphinx,2024-04-19 19:30:59.768,9044225.0,1.0,,,,,,,,,,,,,,,,,,
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2024-04-30 11:43:38.000,2024-04-18 16:10:27,6060.0,36.0,1354.0,234.0,687.0,1437.0,9937.0,2024-01-19 20:47:14.000,5.9.8,93.0,206.0,45,True,,312.0,psutil,conda-forge/psutil,,,103504425.0,496356.0,477913.0,https://pypi.org/project/psutil,2024-01-19 20:47:14.000,18443.0,102847921.0,https://anaconda.org/conda-forge/psutil,2024-02-08 19:11:03.012,30199197.0,1.0,,,,,,,,,,,,,,,,,,
11,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2024-05-02 09:38:11.000,2024-04-27 02:37:11,8762.0,41.0,1842.0,358.0,1876.0,3937.0,24610.0,2024-02-05 01:04:03.000,2023.12.1,386.0,505.0,44,True,,246.0,pipenv,conda-forge/pipenv,,,11356344.0,135395.0,134132.0,https://pypi.org/project/pipenv,2024-02-05 01:04:03.000,1263.0,11353199.0,https://anaconda.org/conda-forge/pipenv,2024-02-05 03:05:28.328,150964.0,1.0,,,,,,,,,,,,,,,,,,
12,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2024-05-01 14:24:50.000,2024-05-01 14:24:50,3887.0,16.0,1664.0,540.0,1095.0,1074.0,47164.0,2024-02-28 14:52:38.000,13.7.1,191.0,238.0,43,True,,267.0,rich,conda-forge/rich,,,57015972.0,205185.0,198141.0,https://pypi.org/project/rich,2024-02-28 14:51:14.000,7044.0,56870815.0,https://anaconda.org/conda-forge/rich,2024-02-28 20:06:23.063,6677265.0,1.0,1.0,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2024-04-29 00:43:43.000,2024-02-10 18:11:50,1979.0,15.0,1321.0,209.0,547.0,579.0,27481.0,2024-02-10 19:02:52.000,4.66.2,136.0,115.0,43,True,,511.0,tqdm,conda-forge/tqdm,,12119.0,96304046.0,739715.0,710983.0,https://pypi.org/project/tqdm,2024-02-10 18:19:53.000,28732.0,95748830.0,https://anaconda.org/conda-forge/tqdm,2024-02-10 20:59:56.053,26086812.0,1.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2024-04-27 01:34:31.879078,2.0,4492.0,,,,,,,,,,,,
14,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2024-05-02 12:36:01.000,2024-05-01 14:58:40,16845.0,144.0,1529.0,197.0,4249.0,8947.0,6094.0,2024-04-26 15:48:29.000,24.4.0,100.0,453.0,43,True,,681.0,conda,conda-forge/conda,,656.0,1197953.0,46910.0,46835.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,75.0,144225.0,https://anaconda.org/conda-forge/conda,2024-03-26 09:53:43.987,50578594.0,1.0,,,,,,,,,,,,,,,,,,
15,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2024-05-02 03:54:14.000,2024-04-30 15:01:18,3268.0,196.0,2205.0,188.0,2837.0,5085.0,29554.0,2024-03-02 15:26:38.000,1.8.2,169.0,554.0,42,True,,647.0,poetry,conda-forge/poetry,,15436782.0,35606049.0,414.0,,https://pypi.org/project/poetry,2024-03-02 15:26:38.000,414.0,35353857.0,https://anaconda.org/conda-forge/poetry,2024-03-03 16:09:33.641,1183512.0,2.0,,,,,,,,,,,,,,,,,,
16,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter and code formatter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2024-05-02 09:12:52.000,2024-05-02 08:17:55,6856.0,630.0,849.0,74.0,6689.0,3531.0,26750.0,2024-04-25 17:55:24.000,0.4.2,296.0,413.0,42,True,astral-sh/ruff,776.0,ruff,conda-forge/ruff,,390924.0,16417552.0,46387.0,43507.0,https://pypi.org/project/ruff,2024-04-25 17:51:24.000,2880.0,16355068.0,https://anaconda.org/conda-forge/ruff,2024-04-26 00:13:10.652,684937.0,1.0,,,,,,,,,,,,,,,,,,
