,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,conda_id,labels,pypi_id,fork_count,open_issue_count,closed_issue_count,commit_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,licnese
45,pytest-mock,https://github.com/pytest-dev/pytest-mock,,Thin-wrapper around the mock package for easier use with pytest.,testing,30,True,pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2021-01-07 23:31:27.000,2021-01-04 19:35:14.000,957.0,2021-01-04 19:34:18.000,3.5.0,49.0,conda-forge/pytest-mock,['pytest'],pytest-mock,86.0,10.0,83.0,379.0,19768.0,13588.0,48.0,https://pypi.org/project/pytest-mock,2021-01-04 19:34:18.000,6180.0,1610914.0,1623166.0,https://anaconda.org/conda-forge/pytest-mock,2021-01-04 23:18:59.550,661645.0,2.0,,,,,,,,
46,pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,pytest plugin for distributed testing and loop-on-failures testing modes.,testing,30,True,pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2020-12-15 12:07:15.000,2020-12-15 12:07:13.000,647.0,2020-12-14 12:15:22.000,2.2.0,54.0,conda-forge/pytest-xdist,['pytest'],pytest-xdist,139.0,173.0,220.0,836.0,20590.0,13248.0,70.0,https://pypi.org/project/pytest-xdist,2020-12-14 12:15:22.000,7342.0,2103912.0,2120879.0,https://anaconda.org/conda-forge/pytest-xdist,2020-12-14 15:51:37.434,916248.0,2.0,,,,,,,,
47,coveralls-python,https://github.com/coveralls-clients/coveralls-python,,Show coverage stats online via coveralls.io.,testing,30,True,coveralls-clients/coveralls-python,https://github.com/coveralls-clients/coveralls-python,MIT,2013-02-06 20:48:39.000,2020-11-20 00:43:42.000,2020-11-20 00:41:51.000,445.0,2020-11-20 00:43:42.000,2.2.0,36.0,,['pytest'],coveralls,160.0,11.0,121.0,350.0,33062.0,16054.0,51.0,https://pypi.org/project/coveralls,2020-11-20 00:43:42.000,17008.0,278903.0,278903.0,,,,2.0,,,,,,,,
48,pytest-html,https://github.com/pytest-dev/pytest-html,,Plugin for generating HTML reports for pytest results.,testing,30,True,pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2021-01-06 11:33:39.000,2020-12-21 00:51:36.000,382.0,2020-12-13 15:24:58.000,3.1.1,44.0,conda-forge/pytest-html,['pytest'],pytest-html,156.0,72.0,175.0,375.0,7456.0,6472.0,43.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,984.0,925689.0,927702.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698,88583.0,2.0,,,,,,,,
49,Glances,https://github.com/nicolargo/glances,,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",profiling,29,True,nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2021-01-04 11:10:31.000,2021-01-02 11:30:48.000,17469.0,2020-08-20 08:36:13.000,3.1.5,50.0,conda-forge/glances,,glances,1144.0,192.0,1109.0,3736.0,314.0,264.0,135.0,https://pypi.org/project/glances,2020-08-19 08:51:13.000,50.0,34869.0,36929.0,https://anaconda.org/conda-forge/glances,2020-03-10 23:31:03.583,119166.0,1.0,414.0,,,,,,,
50,pudb,https://github.com/inducer/pudb,,Full-screen console debugger for Python.,debugging,29,True,inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2021-01-08 03:55:16.000,2021-01-06 16:21:58.000,1939.0,2017-09-02 18:52:28.000,2017.1.4,68.0,conda-forge/pudb,,pudb,167.0,138.0,121.0,901.0,3560.0,2134.0,68.0,https://pypi.org/project/pudb,2020-12-21 04:20:59.000,1426.0,650919.0,652548.0,https://anaconda.org/conda-forge/pudb,2020-04-15 19:25:06.154,87968.0,1.0,,,,,,,,
51,rope,https://github.com/python-rope/rope,,a python refactoring library.,refactoring,29,True,python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2020-12-26 03:56:35.000,2020-12-09 09:44:56.000,1063.0,2020-10-07 16:08:59.000,0.18.0,19.0,conda-forge/rope,,rope,118.0,75.0,103.0,1861.0,27418.0,24486.0,59.0,https://pypi.org/project/rope,2020-10-07 16:08:59.000,2932.0,139165.0,149478.0,https://anaconda.org/conda-forge/rope,2020-10-07 18:16:45.645,464113.0,1.0,,,,,,,,
52,pydocstyle,https://github.com/PyCQA/pydocstyle,,docstring style checker.,linters,29,True,PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2020-09-21 00:19:01.000,2020-09-19 00:07:00.000,738.0,2020-08-29 20:58:00.000,5.1.1,14.0,conda-forge/pydocstyle,,pydocstyle,144.0,64.0,186.0,693.0,17617.0,13697.0,71.0,https://pypi.org/project/pydocstyle,2020-08-29 20:56:43.000,3920.0,629286.0,634362.0,https://anaconda.org/conda-forge/pydocstyle,2020-08-30 00:38:13.707,274106.0,2.0,51.0,,,,,,,
53,alabaster,https://github.com/bitprophet/alabaster,,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",documentation,29,True,bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2020-07-22 08:04:58.000,2020-01-10 23:50:18.000,587.0,2018-10-03 01:39:17.000,0.7.12,24.0,conda-forge/alabaster,['sphinx'],alabaster,151.0,75.0,50.0,350.0,53147.0,38249.0,28.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,14898.0,1945968.0,1978548.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,1759337.0,2.0,,,,,,,,
54,typed_ast,https://github.com/python/typed_ast,,Modified fork of CPython's ast module that parses `# type:` comments.,ast,29,True,python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2020-12-30 23:50:52.000,2020-12-30 23:50:51.000,171.0,2020-12-30 23:17:52.000,1.4.2,28.0,,,typed_ast,44.0,4.0,72.0,167.0,10362.0,,19.0,https://pypi.org/project/typed_ast,2020-12-30 23:17:52.000,10362.0,5794288.0,5794288.0,,,,1.0,,,,,,,,
55,PySnooper,https://github.com/cool-RR/PySnooper,,Never use print for debugging again.,debugging,28,True,cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2020-12-28 18:13:10.000,2020-12-28 18:13:09.000,14128.0,2020-09-14 09:47:00.000,0.4.2,53.0,conda-forge/pysnooper,,pysnooper,872.0,17.0,89.0,288.0,378.0,332.0,25.0,https://pypi.org/project/pysnooper,2020-09-14 09:47:00.000,46.0,20672.0,22182.0,https://anaconda.org/conda-forge/pysnooper,2020-09-14 13:44:42.361,30214.0,2.0,,,,,,,,
56,pipreqs,https://github.com/bndr/pipreqs,,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,dependency-managers,28,True,bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2020-12-10 09:04:42.000,2020-05-18 23:46:19.000,3123.0,2019-11-14 11:06:56.000,0.4.10,38.0,conda-forge/pipreqs,,pipreqs,200.0,93.0,63.0,260.0,4427.0,3899.0,36.0,https://pypi.org/project/pipreqs,2019-11-14 11:00:54.000,528.0,35870.0,36236.0,https://anaconda.org/conda-forge/pipreqs,2019-11-14 14:53:43.131,19057.0,3.0,,,,,,,,
57,pex,https://github.com/pantsbuild/pex,,A library and tool for generating .pex (Python EXecutable) files.,packaging,28,True,pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2021-01-08 23:46:20.000,2021-01-08 23:46:18.000,1788.0,2020-12-16 00:15:53.000,2.1.24,113.0,,,pex,188.0,138.0,489.0,804.0,230.0,,95.0,https://pypi.org/project/pex,2020-12-16 00:11:35.000,230.0,59865.0,63312.0,,,,1.0,227546.0,,,,,,,
58,radon,https://github.com/rubik/radon,,Various code metrics for Python code.,code-metrics,28,True,rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2020-12-30 20:02:44.000,2020-09-28 16:15:09.000,1171.0,2020-09-18 13:15:32.000,4.3.2,45.0,conda-forge/radon,,radon,83.0,20.0,124.0,501.0,2643.0,1545.0,41.0,https://pypi.org/project/radon,2020-09-18 13:15:32.000,1098.0,101310.0,101933.0,https://anaconda.org/conda-forge/radon,2020-09-18 20:13:31.841,24305.0,1.0,,,,,,,,
59,pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,,Pytest support for asyncio.,testing,28,True,pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2020-12-01 01:03:16.000,2020-12-01 01:03:15.000,657.0,2020-06-23 22:10:28.000,0.14.0,18.0,conda-forge/pytest-asyncio,['pytest'],pytest-asyncio,74.0,59.0,91.0,157.0,10103.0,8075.0,26.0,https://pypi.org/project/pytest-asyncio,2020-06-23 22:10:28.000,2028.0,550088.0,556123.0,https://anaconda.org/conda-forge/pytest-asyncio,2020-10-30 17:49:56.641,265570.0,2.0,,,,,,,,
60,breathe,https://github.com/michaeljones/breathe,,ReStructuredText and Sphinx bridge to Doxygen.,documentation,28,True,michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2021-01-08 04:56:58.938,2021-01-08 00:06:53.000,503.0,2021-01-08 00:09:39.000,4.26.0,52.0,conda-forge/breathe,,breathe,134.0,93.0,300.0,1344.0,5819.0,3811.0,87.0,https://pypi.org/project/breathe,2021-01-08 00:09:39.000,2008.0,45341.0,48619.0,https://anaconda.org/conda-forge/breathe,2021-01-08 04:56:58.938,167181.0,2.0,,,,,,,,
61,flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that don't belong in..,linters,28,True,PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2020-11-29 22:09:57.000,2020-11-29 22:09:56.000,494.0,2020-11-23 23:15:47.000,20.11.1,29.0,conda-forge/flake8-bugbear,['flake8'],flake8-bugbear,36.0,32.0,48.0,151.0,3915.0,2875.0,32.0,https://pypi.org/project/flake8-bugbear,2020-11-23 23:15:47.000,1040.0,269218.0,278963.0,https://anaconda.org/conda-forge/flake8-bugbear,2020-11-24 05:42:24.272,165671.0,2.0,,,,,,,,
62,setuptools_scm,https://github.com/pypa/setuptools_scm,,the blessed package to manage your versions by scm tags.,build-tools,28,True,pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2020-12-14 03:19:38.747,2020-12-13 22:15:44.000,418.0,2020-12-13 22:17:40.000,5.0.1,47.0,conda-forge/setuptools_scm,,setuptools_scm,119.0,54.0,248.0,947.0,694.0,,77.0,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000,694.0,7270946.0,7279979.0,https://anaconda.org/conda-forge/setuptools_scm,2020-12-14 03:19:38.747,523923.0,2.0,,,,,,,,
63,mccabe,https://github.com/PyCQA/mccabe,,McCabe complexity checker for Python.,code-metrics,28,True,PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2020-11-23 03:29:18.000,2020-10-03 17:22:54.000,366.0,2017-01-26 22:13:14.000,0.6.1,11.0,conda-forge/mccabe,,mccabe,37.0,7.0,33.0,128.0,196248.0,165238.0,20.0,https://pypi.org/project/mccabe,2017-01-26 22:13:14.000,31010.0,6720458.0,6756967.0,https://anaconda.org/conda-forge/mccabe,2018-07-08 18:43:04.536,2008044.0,1.0,,,,,,,,
64,hacking,https://github.com/openstack/hacking,,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,linters,28,True,openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2020-11-25 21:07:11.000,2020-11-25 20:26:24.000,210.0,2020-11-12 11:18:09.000,4.0.0,36.0,,['flake8'],hacking,68.0,,,1039.0,8690.0,,175.0,https://pypi.org/project/hacking,2020-11-12 11:18:09.000,8690.0,56816.0,56816.0,,,,2.0,,,,,,,,
65,gast,https://github.com/serge-sans-paille/gast,,Python AST that abstracts the underlying Python version.,ast,28,True,serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2020-11-26 20:25:06.000,2020-11-26 20:24:53.000,96.0,2020-08-07 21:45:21.000,0.4.0,16.0,conda-forge/gast,,gast,21.0,4.0,20.0,80.0,48228.0,44840.0,10.0,https://pypi.org/project/gast,2020-08-07 21:45:21.000,3388.0,4005577.0,4035553.0,https://anaconda.org/conda-forge/gast,2020-08-07 22:36:47.303,959242.0,2.0,,,,,,,,
66,Nuitka,https://github.com/Nuitka/Nuitka,,"Nuitka is a Python compiler written in Python. It's fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",packaging,27,True,Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2021-01-08 20:11:01.688,2021-01-07 08:27:02.000,3690.0,2020-12-07 11:50:19.000,0.6.10,125.0,conda-forge/nuitka,,nuitka,248.0,172.0,576.0,7102.0,54.0,,87.0,https://pypi.org/project/nuitka,2020-12-30 01:13:12.000,54.0,7554.0,11751.0,https://anaconda.org/conda-forge/nuitka,2021-01-08 20:11:01.688,239232.0,2.0,,,,,,,,
67,mimesis,https://github.com/lk-geimfari/mimesis,,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",testing,27,True,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2021-01-08 22:39:06.000,2021-01-08 22:38:59.000,3191.0,2020-12-21 11:12:37.000,4.1.3,30.0,,,mimesis,268.0,12.0,270.0,1916.0,84.0,,106.0,https://pypi.org/project/mimesis,2020-12-21 11:12:37.000,84.0,14192.0,14194.0,,,,2.0,136.0,,,,,,,
68,pytype,https://github.com/google/pytype,,A static type analyzer for Python code.,linters,27,True,google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2021-01-09 00:24:37.000,2021-01-08 23:51:44.000,3044.0,2020-12-23 23:04:26.000,2020.12.23,82.0,conda-forge/pytype,,pytype,173.0,132.0,246.0,3978.0,88.0,,53.0,https://pypi.org/project/pytype,2020-12-23 23:04:26.000,88.0,35834.0,39018.0,https://anaconda.org/conda-forge/pytype,2020-10-13 18:48:00.617,25473.0,2.0,,,,,,,,
69,memory-profiler,https://github.com/pythonprofilers/memory_profiler,,Monitor Memory usage of Python code.,profiling,27,True,pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2020-12-03 12:57:49.000,2020-12-03 12:57:47.000,2674.0,2018-08-16 03:16:49.000,0.54.0,52.0,,,memory_profiler,292.0,82.0,98.0,618.0,534.0,,83.0,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,534.0,116227.0,116227.0,,,,2.0,,,,,,,,
70,pyinstrument,https://github.com/joerick/pyinstrument,,Call stack profiler for Python. Shows you why your code is slow!.,profiling,27,True,joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2020-12-31 09:47:08.000,2020-12-31 09:47:07.000,2401.0,2020-08-21 11:12:14.000,3.2.0,26.0,conda-forge/pyinstrument,,pyinstrument,91.0,18.0,51.0,407.0,337.0,201.0,22.0,https://pypi.org/project/pyinstrument,2020-09-09 18:00:59.000,136.0,69193.0,70351.0,https://anaconda.org/conda-forge/pyinstrument,2020-12-17 19:08:06.344,60256.0,2.0,,,,,,,,
71,Diamond,https://github.com/python-diamond/Diamond,,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,profiling,27,False,python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2020-12-28 06:55:11.000,2018-03-15 16:54:31.000,1595.0,2016-11-25 22:13:29.000,4.0.515,36.0,,,diamond,592.0,226.0,128.0,3219.0,85.0,54.0,342.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,31.0,19533.0,19533.0,,,,2.0,,,,,,,,
72,prospector,https://github.com/PyCQA/prospector,,"Inspects Python source files and provides information about type and location of classes, methods etc.",code-metrics,27,True,PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2020-12-30 15:25:53.000,2020-10-21 22:30:57.000,1359.0,2020-10-21 22:32:26.000,1.3.1,91.0,conda-forge/prospector,,prospector,115.0,36.0,211.0,1051.0,3151.0,2013.0,67.0,https://pypi.org/project/prospector,2020-10-21 22:31:43.000,1138.0,72002.0,72405.0,https://anaconda.org/conda-forge/prospector,2020-11-18 00:26:14.628,21376.0,2.0,,,,,,,,
73,wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,,The strictest and most opinionated python linter ever!.,linters,27,True,wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2021-01-08 08:09:51.000,2021-01-08 08:09:49.000,1317.0,2020-07-29 16:50:22.000,0.14.1,48.0,,,wemake-python-styleguide,257.0,102.0,815.0,1513.0,238.0,231.0,130.0,https://pypi.org/project/wemake-python-styleguide,2020-07-29 15:43:28.000,7.0,17838.0,17838.0,,,,2.0,,,,,,,,
74,pyelftools,https://github.com/eliben/pyelftools,,Parsing ELF and DWARF in Python.,debugging,27,True,eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2020-12-07 16:36:48.000,2020-12-07 16:36:47.000,1141.0,,,7.0,conda-forge/pyelftools,,pyelftools,377.0,48.0,105.0,563.0,2537.0,1653.0,73.0,https://pypi.org/project/pyelftools,2019-12-05 13:39:36.000,884.0,402672.0,403640.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901,56170.0,2.0,,,,,,,,
75,vulture,https://github.com/jendrikseipp/vulture,,Find dead Python code.,refactoring,27,True,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2020-11-20 08:50:44.000,2020-11-20 08:50:43.000,1121.0,2020-08-19 09:18:57.000,2.1,39.0,conda-forge/vulture,,vulture,63.0,8.0,127.0,667.0,1151.0,791.0,25.0,https://pypi.org/project/vulture,2020-08-11 21:29:41.000,360.0,59885.0,60591.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062,37456.0,2.0,,,,,,,,
76,doit,https://github.com/pydoit/doit,,task management & automation tool.,build-tools,27,True,pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2020-12-08 01:22:37.000,2020-09-01 16:32:08.000,942.0,2020-09-04 06:38:01.000,0.33.1,43.0,conda-forge/doit,,doit,112.0,65.0,185.0,1339.0,1112.0,646.0,50.0,https://pypi.org/project/doit,2020-09-04 06:38:01.000,466.0,37355.0,38418.0,https://anaconda.org/conda-forge/doit,2020-10-11 16:47:23.103,39335.0,3.0,,,,,,,,
77,safety,https://github.com/pyupio/safety,,Safety checks your installed dependencies for known security vulnerabilities.,security,27,True,pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2021-01-05 15:51:57.000,2021-01-03 13:45:00.000,924.0,2021-01-03 13:51:11.000,1.10.1,35.0,conda-forge/safety,,safety,79.0,42.0,67.0,338.0,2131.0,1587.0,33.0,https://pypi.org/project/safety,2021-01-03 13:52:21.000,544.0,239419.0,241346.0,https://anaconda.org/conda-forge/safety,2021-01-03 19:23:50.626,11689.0,2.0,13436.0,,,,,,,
78,nose2,https://github.com/nose-devs/nose2,,"The successor to nose, based on unittest2.",testing,27,True,nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2021-01-03 17:10:37.000,2020-03-03 16:52:03.000,659.0,2020-02-02 00:58:56.000,0.9.2,25.0,conda-forge/nose2,,nose2,127.0,62.0,178.0,934.0,5289.0,3351.0,69.0,https://pypi.org/project/nose2,2020-02-02 00:58:56.000,1938.0,154222.0,154953.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,23397.0,2.0,,,,,,,,
79,Yappi,https://github.com/sumerc/yappi,,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",profiling,27,True,sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2020-12-23 06:06:36.000,2020-12-09 16:11:46.000,557.0,2020-11-27 15:28:40.000,1.3.2,17.0,conda-forge/yappi,,yappi,38.0,10.0,30.0,635.0,988.0,348.0,21.0,https://pypi.org/project/yappi,2020-11-27 15:28:40.000,640.0,68850.0,70207.0,https://anaconda.org/conda-forge/yappi,2020-11-28 16:22:51.992,58361.0,2.0,,,,,,,,
