,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2025-07-08 19:36:14.983,2025-07-07 21:44:30,9196.0,22.0,1878.0,358.0,2016.0,4087.0,25096.0,2025-07-07 21:45:44.000,2025.0.4,401.0,530.0,45,True,,236.0,pipenv,conda-forge/pipenv,174249.0,174002.0,https://pypi.org/project/pipenv,2025-07-07 21:45:44.000,247.0,30091415.0,30095884.0,https://anaconda.org/conda-forge/pipenv,2025-07-08 19:36:14.983,286045.0,1.0,,,,,,,,,,,,,,,,,,,,
11,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2025-09-12 04:18:34.000,2025-09-12 04:18:32,2021.0,25.0,2614.0,235.0,1958.0,2402.0,40950.0,2025-01-29 04:15:38.000,25.1.0,65.0,471.0,44,True,,361.0,black,conda-forge/black,678069.0,641531.0,https://pypi.org/project/black,2025-01-29 04:15:38.000,36538.0,77300913.0,77574639.0,https://anaconda.org/conda-forge/black,2025-04-22 14:56:50.293,16868673.0,1.0,,128784.0,,,,,,,,,,,,,,,,,,
12,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2025-09-18 11:56:25.637,2025-09-16 15:56:40,9834.0,82.0,2003.0,230.0,2608.0,5281.0,12613.0,2025-09-13 20:08:08.000,6.16.0,76.0,481.0,44,True,,286.0,pyinstaller,conda-forge/pyinstaller,85646.0,84356.0,https://pypi.org/project/pyinstaller,2025-09-13 20:05:59.000,1290.0,4553878.0,4583209.0,https://anaconda.org/conda-forge/pyinstaller,2025-09-18 11:56:25.637,1350304.0,1.0,,751622.0,,,,,,,,,,,,,,,,,,
13,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2025-09-17 20:48:36.000,2025-09-16 22:46:31,9745.0,95.0,1177.0,77.0,4741.0,4800.0,5564.0,2025-08-09 09:12:54.000,3.3.8,204.0,615.0,44,True,pylint-dev/pylint,1012.0,pylint,conda-forge/pylint,491874.0,481078.0,https://pypi.org/project/pylint,2025-08-09 09:12:54.000,10796.0,34160716.0,34266954.0,https://anaconda.org/conda-forge/pylint,2025-08-09 15:03:11.912,6692701.0,1.0,,282.0,,,,,,,,,,,,,,,,,,
14,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2025-09-15 23:17:42.000,2025-09-15 23:17:40,1002.0,67.0,1062.0,169.0,1541.0,1363.0,4963.0,2025-08-13 14:24:40.000,20.34.0,241.0,295.0,44,True,,20.0,virtualenv,conda-forge/virtualenv,489120.0,487217.0,https://pypi.org/project/virtualenv,2025-08-13 14:24:05.000,1903.0,244734189.0,245004281.0,https://anaconda.org/conda-forge/virtualenv,2025-08-13 19:05:39.101,15935429.0,2.0,,,,,,,,,,,,,,,,,,,,
15,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2025-09-15 18:19:45.389,2025-09-15 08:56:57,6651.0,59.0,3891.0,146.0,3287.0,2630.0,24552.0,2025-09-15 08:47:58.000,9.6.20,431.0,325.0,43,True,,7.0,mkdocs-material,conda-forge/mkdocs-material,78961.0,73356.0,https://pypi.org/project/mkdocs-material,2025-09-15 08:47:58.000,5605.0,9845089.0,9857161.0,https://anaconda.org/conda-forge/mkdocs-material,2025-09-15 18:19:45.389,772656.0,1.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
16,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2025-09-16 16:11:10.000,2025-09-16 16:10:03,15140.0,63.0,2466.0,481.0,820.0,4441.0,11069.0,2025-07-04 14:43:52.000,7.3.2,145.0,219.0,43,True,,280.0,robotframework,conda-forge/robotframework,14643.0,13692.0,https://pypi.org/project/robotframework,2025-07-04 14:35:54.000,951.0,3746368.0,3750715.0,https://anaconda.org/conda-forge/robotframework,2025-07-07 01:12:14.679,234560.0,1.0,,576.0,,,,,,,,,,,,,,,,,,
17,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2025-09-17 17:21:40.903,2025-09-01 18:10:06,22187.0,95.0,2238.0,166.0,6354.0,6108.0,7375.0,2025-03-02 22:31:56.000,8.2.3,229.0,887.0,43,False,,1238.0,sphinx,conda-forge/sphinx,489515.0,462159.0,https://pypi.org/project/sphinx,2025-03-02 22:31:56.000,27356.0,60456346.0,60646603.0,https://anaconda.org/conda-forge/sphinx,2025-09-17 17:21:40.903,12176475.0,1.0,['sphinx'],,,,,,,,,,,,,,,,,,,
18,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2025-09-18 12:52:51.000,2025-09-18 12:52:50,17450.0,150.0,1926.0,185.0,4988.0,9603.0,7093.0,2025-08-04 14:05:01.000,25.7.0,104.0,470.0,43,True,,623.0,conda,conda-forge/conda,51809.0,51726.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,83.0,7936.0,1021148.0,https://anaconda.org/conda-forge/conda,2025-08-05 15:01:02.471,64824732.0,1.0,,29417.0,,,,,,,,,,,,,,,,,,
19,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2025-09-13 18:55:05.000,2025-07-20 17:02:56,16478.0,2.0,1307.0,99.0,1946.0,2138.0,2752.0,2025-05-27 00:56:55.000,80.9.0,624.0,631.0,43,True,,663.0,setuptools,conda-forge/setuptools,846790.0,817549.0,https://pypi.org/project/setuptools,2025-05-27 00:56:49.000,29241.0,698346800.0,700877453.0,https://anaconda.org/conda-forge/setuptools,2025-06-01 19:09:46.361,161961800.0,1.0,,,-2.0,,,,,,,,,,,,,,,,,
20,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2025-09-15 20:50:52.000,2025-09-14 11:18:26,3635.0,43.0,2371.0,191.0,3197.0,5728.0,33906.0,2025-09-14 11:45:29.000,2.2.0,180.0,610.0,42,True,,573.0,poetry,conda-forge/poetry,857.0,,https://pypi.org/project/poetry,2025-09-14 11:45:29.000,857.0,68133435.0,68415770.0,https://anaconda.org/conda-forge/poetry,2025-09-15 09:23:44.294,5980743.0,2.0,,15554516.0,2.0,,,,,,,,,,,,,,,,,
21,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2025-09-15 20:23:52.000,2025-09-06 18:47:53,2773.0,20.0,891.0,92.0,1277.0,2197.0,14341.0,2025-08-09 18:59:03.000,4.3.0,198.0,165.0,42,True,,33.0,pre-commit,conda-forge/pre-commit,272194.0,251662.0,https://pypi.org/project/pre-commit,2025-08-09 18:56:13.000,20532.0,59007193.0,59183061.0,https://anaconda.org/conda-forge/pre-commit,2025-08-10 13:09:51.846,7812547.0,1.0,,3570234.0,,,,,,,,,,,,,,,,,,
22,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2025-05-22 12:10:29.000,2024-11-12 13:36:45,2019.0,,1398.0,211.0,587.0,587.0,30426.0,2024-11-27 19:23:27.000,4.67.1,142.0,129.0,41,True,,569.0,tqdm,conda-forge/tqdm,1198913.0,1154992.0,https://pypi.org/project/tqdm,2024-11-24 20:12:19.000,43921.0,223836150.0,224488840.0,https://anaconda.org/conda-forge/tqdm,2025-04-22 14:56:23.993,41105918.0,1.0,,16765.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2024-12-14 01:39:50.951159,3.0,5271.0,,,,,,,,,,,,
23,hypothesis,HypothesisWorks/hypothesis,testing,The property-based testing library for Python.,,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2025-09-18 06:12:03.001,2025-09-18 03:29:04,16641.0,485.0,623.0,70.0,2828.0,1634.0,8078.0,2025-09-18 03:29:36.000,hypothesis-python-6.139.2,1436.0,353.0,41,True,,81.0,hypothesis,conda-forge/hypothesis,37874.0,34984.0,https://pypi.org/project/hypothesis,2025-09-18 03:29:12.000,2890.0,20780606.0,21011149.0,https://anaconda.org/conda-forge/hypothesis,2025-09-18 06:12:03.001,14754782.0,1.0,,,,,,,,,,,,,,,,,,,,
24,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2025-09-03 13:15:39.000,2025-09-03 13:15:39,8498.0,9.0,513.0,113.0,616.0,1361.0,6016.0,2024-11-11 01:41:40.000,0.19.2,35.0,176.0,41,True,,88.0,jedi,conda-forge/jedi,583730.0,582577.0,https://pypi.org/project/jedi,2024-11-11 01:41:40.000,1153.0,79620374.0,80146401.0,https://anaconda.org/conda-forge/jedi,2025-04-22 14:56:29.139,33139724.0,1.0,,,-1.0,,,,,,,,,,,,,,,,,
25,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2025-09-15 22:14:08.000,2025-09-15 22:14:07,2492.0,8.0,335.0,38.0,386.0,1581.0,3686.0,2025-06-20 19:31:34.000,7.3.0,94.0,178.0,41,True,,22.0,flake8,conda-forge/flake8,692726.0,666192.0,https://pypi.org/project/flake8,2025-06-20 19:31:34.000,26534.0,45101893.0,45246300.0,https://anaconda.org/conda-forge/flake8,2025-06-26 20:01:55.726,9242062.0,1.0,,,-1.0,,,,,,,,,,,,,,,,,
26,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2025-08-03 20:02:22.000,2025-08-03 20:02:22,2116.0,1.0,2534.0,232.0,1333.0,1989.0,21058.0,2024-08-30 12:24:05.000,1.6.1,62.0,260.0,40,True,,121.0,mkdocs,conda-forge/mkdocs,95501.0,88971.0,https://pypi.org/project/mkdocs,2024-08-30 12:24:05.000,6530.0,9078705.0,9090275.0,https://anaconda.org/conda-forge/mkdocs,2025-04-22 14:56:22.183,590097.0,1.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
27,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2025-09-15 17:41:02.000,2025-09-09 09:51:24,995.0,34.0,1053.0,149.0,1141.0,1438.0,13692.0,2025-08-28 15:46:20.000,1.55.0,124.0,50.0,40,True,,44.0,playwright,,48277.0,45610.0,https://pypi.org/project/playwright,2025-08-28 15:46:20.000,2667.0,26453703.0,26453703.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
28,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2025-09-02 15:11:24.000,2025-09-02 15:11:00,4336.0,4.0,604.0,46.0,1054.0,1114.0,6822.0,2025-02-26 21:15:25.000,6.0.1,148.0,316.0,40,True,,238.0,isort,conda-forge/isort,576268.0,561281.0,https://pypi.org/project/isort,2025-02-26 21:13:14.000,14987.0,66627241.0,66755029.0,https://anaconda.org/conda-forge/isort,2025-05-02 12:53:46.732,7922877.0,2.0,,,,,,,,,,,,,,,,,,,,
29,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2025-09-15 21:25:27.000,2025-09-15 21:05:30,1180.0,157.0,163.0,35.0,844.0,332.0,1560.0,2025-09-12 07:34:24.000,1.2.0,71.0,73.0,40,True,,50.0,pytest-asyncio,conda-forge/pytest-asyncio,167501.0,155918.0,https://pypi.org/project/pytest-asyncio,2025-09-12 07:33:52.000,11583.0,55491728.0,55532590.0,https://anaconda.org/conda-forge/pytest-asyncio,2025-09-12 13:07:58.151,2612819.0,1.0,['pytest'],1650.0,,,,,,,,,,,,,,,,,,
30,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2025-09-10 22:51:47.000,2025-09-10 22:51:47,8390.0,49.0,1734.0,134.0,2280.0,7075.0,14794.0,2025-09-10 19:00:32.000,1.1.405,489.0,127.0,39,True,,121.0,,,1450.0,1419.0,,,,,1634912.0,,,,2.0,,5413.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2025-09-02 18:32:44.255,31.0,1634719.0,,,,,,,
31,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2025-09-08 04:07:17.000,2025-02-10 20:44:26,1355.0,,901.0,203.0,414.0,466.0,13945.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,39,True,,416.0,yapf,conda-forge/yapf,107907.0,106651.0,https://pypi.org/project/yapf,2024-11-14 00:11:39.000,1256.0,8575141.0,8622204.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,2494384.0,2.0,,,,,,,,,,,,,,,,,,,,
32,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2025-09-16 03:21:08.000,2025-09-16 03:12:54,2315.0,84.0,629.0,100.0,1075.0,931.0,7936.0,2025-07-31 09:45:18.000,7.5.0,122.0,219.0,39,True,,219.0,pip-tools,conda-forge/pip-tools,38812.0,36111.0,https://pypi.org/project/pip-tools,2025-07-31 09:45:18.000,2701.0,18940371.0,18944455.0,https://anaconda.org/conda-forge/pip-tools,2025-07-31 16:14:34.350,261413.0,2.0,,,,,,,,,,,,,,,,,,,,
33,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2025-09-15 16:50:07.000,2025-09-04 16:23:53,919.0,41.0,539.0,41.0,1595.0,1680.0,3840.0,2025-09-04 16:24:47.000,4.30.2,246.0,330.0,39,True,,146.0,tox,conda-forge/tox,141459.0,129942.0,https://pypi.org/project/tox,2025-09-04 16:24:47.000,11517.0,23620901.0,23644462.0,https://anaconda.org/conda-forge/tox,2025-09-05 01:08:08.196,1507930.0,2.0,['pytest'],,-2.0,,,,,,,,,,,,,,,,,
34,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2025-09-18 14:43:31.000,2025-09-18 10:53:18,3244.0,177.0,556.0,78.0,2902.0,1633.0,2072.0,2025-09-15 15:00:55.000,2.38.0,297.0,286.0,39,True,,201.0,sentry-sdk,conda-forge/sentry-sdk,1316.0,,https://pypi.org/project/sentry-sdk,2025-09-15 15:00:35.000,1316.0,74860554.0,74882487.0,https://anaconda.org/conda-forge/sentry-sdk,2025-09-16 00:27:59.758,1371949.0,1.0,,3942.0,,,,,,,,,,,,,,,,,,
35,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2025-09-16 12:37:09.000,2025-09-16 12:37:07,1331.0,20.0,241.0,52.0,531.0,391.0,1700.0,2025-07-01 13:31:02.000,3.8.0,71.0,109.0,39,True,,282.0,pytest-xdist,conda-forge/pytest-xdist,126858.0,121241.0,https://pypi.org/project/pytest-xdist,2025-07-01 13:30:56.000,5617.0,58996127.0,59150300.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,9557932.0,2.0,['pytest'],299.0,,,,,,,,,,,,,,,,,,
36,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools-scm,https://github.com/pypa/setuptools-scm,MIT,2015-07-01 17:57:56.000,2025-09-15 18:31:05.000,2025-09-12 13:47:28,2051.0,184.0,227.0,28.0,584.0,601.0,922.0,2025-08-16 12:56:37.000,9.2.0,97.0,149.0,39,True,,37.0,setuptools_scm,conda-forge/setuptools_scm,34025.0,31875.0,https://pypi.org/project/setuptools_scm,2025-08-16 12:56:37.000,2150.0,90868615.0,90951354.0,https://anaconda.org/conda-forge/setuptools_scm,2025-08-16 21:13:36.839,5295345.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
37,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2025-09-13 00:28:11.000,2025-09-13 00:28:11,772.0,13.0,273.0,32.0,525.0,321.0,676.0,2025-04-19 11:49:36.000,25.0,47.0,126.0,39,True,,108.0,packaging,conda-forge/packaging,1798012.0,1784231.0,https://pypi.org/project/packaging,2025-04-19 11:48:57.000,13781.0,672616670.0,673808960.0,https://anaconda.org/conda-forge/packaging,2025-04-22 18:15:05.471,76305834.0,1.0,,921.0,,,,,,,,,,,,,,,,,,
38,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2025-09-16 17:05:49.000,2025-09-16 17:05:38,6478.0,185.0,1608.0,507.0,966.0,1938.0,29903.0,2025-07-09 15:40:39.000,4.3.3,124.0,207.0,38,True,,138.0,glances,conda-forge/glances,1201.0,1197.0,https://pypi.org/project/glances,2025-07-09 15:40:39.000,4.0,238791.0,245486.0,https://anaconda.org/conda-forge/glances,2025-04-22 14:56:20.672,374227.0,1.0,,1691.0,,,,,,,,,,,,,,,,,,
39,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2025-09-13 11:34:16.000,2025-09-13 11:33:34,975.0,33.0,741.0,141.0,263.0,893.0,22716.0,2024-12-06 11:25:42.000,0.7.3,22.0,68.0,38,True,,232.0,loguru,conda-forge/loguru,153066.0,142412.0,https://pypi.org/project/loguru,2024-12-06 11:20:54.000,10654.0,41169227.0,41225892.0,https://anaconda.org/conda-forge/loguru,2025-05-07 16:22:25.668,3626568.0,2.0,,,,,,,,,,,,,,,,,,,,
40,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2025-09-18 08:48:24.000,2025-09-12 06:11:58,13919.0,174.0,717.0,140.0,479.0,2470.0,13848.0,2025-09-08 09:47:05.000,2.7.14,358.0,200.0,38,True,,219.0,nuitka,conda-forge/nuitka,3559.0,3423.0,https://pypi.org/project/nuitka,2025-09-08 09:47:05.000,136.0,327062.0,360575.0,https://anaconda.org/conda-forge/nuitka,2025-09-09 08:29:03.477,2144893.0,2.0,,,,,,,,,,,,,,,,,,,,
