,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,pypi_id,conda_id,dockerhub_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,labels,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
178,MonkeyType,https://github.com/Instagram/MonkeyType,,A system for Python that generates static type annotations by collecting runtime types.,refactoring,21,True,Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000000,2021-10-03 07:01:51.000000,2021-09-15 00:20:06.000000,126.0,112.0,3531.0,2021-05-21 22:24:36.000000,21.5.0,21.0,37.0,37.0,monkeytype,conda-forge/monkeytype,,,,805.0,181.0,147.0,https://pypi.org/project/monkeytype,2021-05-21 22:24:36.000000,34.0,,https://anaconda.org/conda-forge/monkeytype,2021-05-22 12:13:35.937000,36255.0,,,,,2.0,,,,,,,,,,
179,Profiling,https://github.com/what-studio/profiling,,Was an interactive continuous Python profiler.,profiling,21,False,what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000000,2020-08-24 01:31:58.000000,2020-08-24 01:31:58.000000,114.0,20.0,2992.0,2017-06-28 06:10:16.000000,0.1.3,3.0,18.0,15.0,profiling,,,433.0,,2421.0,44.0,39.0,https://pypi.org/project/profiling,2017-06-28 06:10:16.000000,5.0,2421.0,,,,,,,,3.0,,,,,,,,,,
180,pyannotate,https://github.com/dropbox/pyannotate,,Auto-generate PEP-484 annotations.,refactoring,21,True,dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000000,2021-10-12 20:53:52.000000,2021-10-12 20:53:49.000000,53.0,33.0,1236.0,2019-09-16 15:37:03.000000,1.2.0,9.0,17.0,26.0,pyannotate,,,95.0,,3532.0,91.0,65.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000000,26.0,3532.0,,,,,,,,2.0,,,,,,,,,,
181,sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,documentation,21,True,executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000000,2021-06-24 02:56:51.000000,2021-03-14 13:43:08.000000,50.0,44.0,354.0,2021-03-14 13:46:47.000000,2021.3.14,15.0,17.0,12.0,sphinx-autobuild,conda-forge/sphinx-autobuild,,,,1378.0,4682.0,,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000000,4682.0,,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297000,74418.0,,,,,3.0,['sphinx'],,,,,,,,,
182,interrogate,https://github.com/econchick/interrogate,,Explain yourself! Interrogate a codebase for docstring coverage.,documentation,21,True,econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000000,2021-09-20 07:08:45.000000,2021-09-10 23:10:55.000000,22.0,23.0,319.0,2021-09-10 23:05:20.000000,1.5.0,14.0,11.0,8.0,interrogate,,,172.0,,,943.0,943.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000000,0.0,,,,,,,,,3.0,,,,,,,,,,
183,dlint,https://github.com/dlint-py/dlint,,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,security,21,True,dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000000,2021-10-12 02:02:48.000000,2020-12-08 17:21:32.000000,13.0,12.0,315.0,2020-10-30 20:40:39.000000,0.11.0,13.0,7.0,21.0,dlint,,,201.0,,110827.0,18.0,,https://pypi.org/project/dlint,2020-10-30 20:40:39.000000,18.0,110827.0,,,,,,,,3.0,,,,,,,,,,
184,blacken-docs,https://github.com/asottile/blacken-docs,,Run `black` on python code blocks in documentation files.,documentation,21,True,asottile/blacken-docs,https://github.com/asottile/blacken-docs,MIT,2018-06-03 02:48:01.000000,2021-10-13 16:17:23.000000,2021-10-11 20:34:23.000000,18.0,33.0,271.0,2021-08-27 20:23:14.000000,1.11.0,20.0,12.0,2.0,blacken-docs,conda-forge/blacken-docs,,197.0,,12767.0,22.0,,https://pypi.org/project/blacken-docs,2021-08-27 20:23:14.000000,22.0,11559.0,https://anaconda.org/conda-forge/blacken-docs,2021-08-27 23:27:48.536000,18131.0,,,,,3.0,,,,,,,,,,
185,pytest-docker,https://github.com/avast/pytest-docker,,Docker-based integration tests.,testing,21,True,avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000000,2021-09-11 03:38:23.000000,2021-06-14 12:23:20.000000,41.0,15.0,238.0,2021-06-14 12:12:56.000000,0.10.3,15.0,11.0,17.0,pytest-docker,,,60.0,82.0,43606.0,28.0,,https://pypi.org/project/pytest-docker,2021-06-14 12:09:30.000000,28.0,43603.0,,,,,,,,3.0,['pytest'],,,,,,,,,
186,pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,,It helps to use fixtures in pytest.mark.parametrize.,testing,21,True,tvorog/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000000,2021-07-09 17:10:56.000000,2021-07-09 17:10:56.000000,15.0,19.0,213.0,2020-02-01 18:04:00.000000,0.6.3,12.0,8.0,15.0,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,,94.0,,253511.0,496.0,434.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000000,62.0,248299.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818000,281453.0,,,,,3.0,['pytest'],,,,,,,,,
187,mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,,An MkDocs plugin that simplifies configuring page titles and their order.,documentation,21,True,lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000000,2021-10-14 14:42:50.000000,2021-10-14 14:42:50.000000,19.0,33.0,181.0,2020-12-22 02:04:30.000000,2.5.0,16.0,3.0,7.0,mkdocs-awesome-pages-plugin,,,54.0,,44658.0,602.0,512.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2020-12-22 01:59:58.000000,90.0,44658.0,,,,,,,,3.0,['mkdocs'],,,,,,,,,
188,mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,,Generate a single PDF file from MkDocs repository.,documentation,21,True,orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000000,2021-09-08 01:49:22.000000,2021-07-03 02:00:20.000000,16.0,36.0,92.0,2021-07-03 02:09:02.000000,0.9.3,28.0,6.0,22.0,mkdocs-with-pdf,,,186.0,,11027.0,64.0,64.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000000,,11027.0,,,,,,,,3.0,['mkdocs'],,,,,,,,,
189,PrettyErrors,https://github.com/onelivesleft/PrettyErrors,,Prettify Python exception output to make it legible.,logging,20,True,onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000000,2021-08-19 17:32:41.000000,2021-08-19 17:32:35.000000,65.0,31.0,2179.0,2021-08-19 17:31:53.000000,1.2.24,47.0,5.0,,pretty_errors,,,129.0,,18735.0,0.0,,https://pypi.org/project/pretty_errors,2021-08-19 17:31:53.000000,0.0,18735.0,,,,,,,,3.0,,,,,,,,,,
190,uiautomator,https://github.com/xiaocong/uiautomator,,Python wrapper of Android uiautomator test tool.,testing,20,True,xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000000,2021-07-18 13:18:20.000000,2020-11-16 01:36:32.000000,594.0,117.0,1723.0,2020-11-16 03:43:07.000000,1.0.2,41.0,13.0,171.0,uiautomator,,,316.0,,,315.0,193.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000000,122.0,,,,,,,,,3.0,,-5.0,,,,,,,,
191,shiv,https://github.com/linkedin/shiv,,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",packaging,20,True,linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000000,2021-10-12 13:53:24.000000,2021-10-12 13:53:24.000000,71.0,63.0,1256.0,2021-04-27 16:06:42.000000,0.5.1,56.0,34.0,27.0,shiv,,,,144.0,6976.0,10.0,,https://pypi.org/project/shiv,2021-04-30 16:25:28.000000,10.0,6971.0,,,,,,,,3.0,,,,,,,,,,
192,python-devtools,https://github.com/samuelcolvin/python-devtools,,Dev tools for python.,logging,20,True,samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000000,2021-09-29 08:43:45.000000,2021-09-08 10:38:28.000000,15.0,34.0,414.0,2021-09-29 08:43:45.000000,0.8.0,12.0,7.0,2.0,python-devtools,,,98.0,,642.0,440.0,439.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000000,1.0,642.0,,,,,,,,3.0,,,,,,,,,,
193,Fixit,https://github.com/Instagram/Fixit,,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",linters,20,True,Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000000,2021-10-12 21:33:55.000000,2021-08-05 20:47:45.000000,39.0,25.0,278.0,2021-07-31 16:17:24.000000,0.1.4,6.0,27.0,32.0,fixit,,,,,3138.0,10.0,10.0,https://pypi.org/project/fixit,2021-07-30 20:35:02.000000,0.0,3138.0,,,,,,,,3.0,,,,,,,,,,
194,flake8-mypy,https://github.com/ambv/flake8-mypy,,A plugin for flake8 integrating Mypy.,linters,20,False,ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000000,2020-06-19 16:51:36.000000,2020-06-19 16:51:00.000000,15.0,3.0,103.0,2017-08-31 23:17:01.000000,17.8.0,6.0,8.0,19.0,flake8-mypy,,,50.0,,35762.0,950.0,752.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000000,198.0,35762.0,,,,,,,,3.0,['flake8'],,,,,,,,,
195,flake8-bandit,https://github.com/tylerwince/flake8-bandit,,Automated security testing using bandit and flake8.,linters,20,False,tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000000,2020-12-29 20:50:06.000000,2020-08-29 05:51:08.000000,15.0,8.0,64.0,2019-10-08 03:58:31.000000,2.1.2,11.0,5.0,4.0,flake8-bandit,,,44.0,,468668.0,156.0,,https://pypi.org/project/flake8-bandit,2019-10-08 03:58:31.000000,156.0,468668.0,,,,,,,,3.0,['flake8'],,,,,,,,,
196,better-exceptions,https://github.com/Qix-/better-exceptions,,"Pretty and useful exceptions in Python, automatically.",logging,19,True,Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000000,2021-08-24 16:15:42.000000,2021-08-24 16:15:42.000000,195.0,41.0,4041.0,2021-01-29 16:48:55.000000,0.3.3,16.0,15.0,29.0,better-exceptions,,,98.0,,,74.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000000,74.0,,,,,,,,,3.0,,,,,,,,,,
197,Birdseye,https://github.com/alexmojaki/birdseye,,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,debugging,19,True,alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000000,2021-08-01 14:18:37.000000,2021-08-01 14:14:35.000000,68.0,32.0,1425.0,2021-07-03 11:54:41.000000,0.9.1,37.0,10.0,18.0,birdseye,,,409.0,,902.0,0.0,,https://pypi.org/project/birdseye,2021-08-01 14:18:37.000000,0.0,902.0,,,,,,,,3.0,,,,,,,,,,
198,Bowler,https://github.com/facebookincubator/Bowler,,Safe code refactoring for modern Python.,refactoring,19,True,facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000000,2021-09-01 18:41:17.000000,2021-09-01 18:41:12.000000,88.0,34.0,1323.0,2020-09-17 01:55:39.000000,0.9.0,8.0,26.0,46.0,bowler,conda-forge/bowler,,,,309.0,10.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000000,10.0,,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246000,10818.0,,,,,3.0,,,,,,,,,,
199,pdoc,https://github.com/mitmproxy/pdoc,,API Documentation for Python Projects.,documentation,19,True,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000000,2021-10-09 16:27:56.000000,2021-10-09 16:27:56.000000,116.0,182.0,1048.0,2021-09-19 15:22:01.000000,8.0.0,71.0,31.0,4.0,pdoc,,,,,,713.0,425.0,https://pypi.org/project/pdoc,2021-09-19 15:22:01.000000,288.0,,,,,,,,,3.0,,-5.0,,,,,,,,
200,pyflow,https://github.com/David-OConnor/pyflow,,An installation and dependency system for Python.,dependency-managers,19,True,David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000000,2021-10-08 22:05:41.000000,2021-07-13 14:36:24.000000,31.0,66.0,906.0,2021-07-02 13:17:04.000000,0.3.1,26.0,24.0,43.0,pyflow,,,333.0,3486.0,294.0,0.0,,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000000,0.0,160.0,,,,,,,,3.0,,,,,,,,,,
201,pycco,https://github.com/pycco-docs/pycco,,Literate-style documentation generator.,documentation,19,False,pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000000,2021-03-29 17:53:40.000000,2019-12-20 19:59:49.000000,143.0,28.0,759.0,2018-07-25 01:42:48.000000,0.6.0,11.0,36.0,29.0,pycco,,,222.0,,,458.0,234.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000000,224.0,,,,,,,,,3.0,,,,,,,,,,
202,redbaron,https://github.com/PyCQA/redbaron,,Bottom-up approach to refactoring in python.,refactoring,19,False,pycqa/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000000,2020-12-13 18:51:56.000000,2019-08-11 17:42:44.000000,66.0,46.0,616.0,2019-03-17 19:03:54.000000,0.9.2,15.0,34.0,80.0,redbaron,,,1669.0,,,498.0,326.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000000,172.0,,,,,,,,,3.0,,,,,,,,,,
203,pyheat,https://github.com/csurfer/pyheat,,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,profiling,19,True,csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000000,2021-09-18 20:16:24.000000,2021-09-18 20:16:24.000000,29.0,9.0,514.0,2018-12-06 03:59:34.000000,0.0.6,6.0,5.0,3.0,py-heat,,,55.0,,1494.0,42.0,32.0,https://pypi.org/project/py-heat,2018-12-06 03:59:34.000000,10.0,1494.0,,,,,,,,3.0,,,,,,,,,,
204,constructor,https://github.com/conda/constructor,,tool for creating installers from conda packages.,packaging,19,True,conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000000,2021-10-14 11:59:38.000000,2021-08-26 12:18:15.000000,130.0,194.0,330.0,2021-03-31 20:21:51.000000,3.2.1,37.0,47.0,57.0,,constructor,,951.0,219.0,75.0,10.0,10.0,,,,,https://anaconda.org/anaconda/constructor,2021-04-01 17:48:58.348000,4610.0,,,,,3.0,,,,,,,,,,
205,baron,https://github.com/PyCQA/baron,,"IDE allow you to refactor code, Baron allows you to write refactoring code.",refactoring,19,False,PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000000,2021-10-05 07:57:09.000000,2020-02-10 02:47:14.000000,51.0,29.0,264.0,2019-02-25 23:55:38.000000,0.8,19.0,31.0,47.0,baron,,,1489.0,,,289.0,177.0,https://pypi.org/project/baron,2019-02-01 15:17:04.000000,112.0,,,,,,,,,3.0,,,,,,,,,,
206,pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,pytest plugin for manipulating test data directories and files.,testing,19,False,gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000000,2020-11-22 23:34:25.000000,2019-10-22 13:19:39.000000,17.0,11.0,149.0,2019-10-22 13:04:22.000000,1.3.1,9.0,7.0,4.0,pytest-datadir,conda-forge/pytest-datadir,,71.0,,1476.0,494.0,416.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000000,78.0,,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374000,88579.0,,,,,3.0,['pytest'],,,,,,,,,
207,eradicate,https://github.com/myint/eradicate,,Removes commented-out code from Python files.,refactoring,19,False,myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000000,2021-07-26 20:00:21.000000,2020-10-01 09:23:01.000000,19.0,13.0,115.0,2020-10-01 09:33:03.000000,2.0.0,16.0,7.0,6.0,eradicate,,,164.0,,248923.0,156.0,,https://pypi.org/project/eradicate,2020-10-01 09:33:03.000000,156.0,248923.0,,,,,,,,3.0,,,,,,,,,,
208,mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,,MkDocs plugin for setting revision date from git per markdown file.,documentation,19,False,zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000000,2020-10-16 02:02:54.000000,2020-10-16 01:58:36.000000,5.0,9.0,37.0,2020-10-16 02:02:42.000000,0.3.1,8.0,6.0,2.0,mkdocs-git-revision-date-plugin,,,24.0,,19723.0,358.0,340.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2020-10-16 02:02:18.000000,18.0,19723.0,,,,,,,,3.0,['mkdocs'],,,,,,,,,
209,mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,,MkDocs Plugin allowing your visitors to *File Print Save as PDF* the entire site.,documentation,19,False,timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000000,2021-10-07 18:15:56.000000,2021-10-07 18:12:54.000000,5.0,54.0,24.0,2021-10-07 18:06:15.000000,2.0.2,26.0,1.0,3.0,mkdocs-print-site-plugin,,,184.0,,4149.0,47.0,47.0,https://pypi.org/project/mkdocs-print-site-plugin,2021-10-07 18:06:15.000000,0.0,4149.0,,,,,,,,3.0,['mkdocs'],3.0,,,,,,,,
210,pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,virtual-envs,18,True,pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000000,2021-10-08 08:55:00.000000,2021-10-08 08:55:00.000000,303.0,187.0,4530.0,2019-02-14 00:27:42.000000,1.1.5,7.0,44.0,135.0,,,,475.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
211,xar,https://github.com/facebookincubator/xar,,executable archive format.,packaging,18,True,facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000000,2021-09-27 22:28:26.000000,2021-09-27 22:28:24.000000,45.0,21.0,1473.0,2020-12-02 20:41:20.000000,20.12.2,3.0,28.0,8.0,xar,,,,,113.0,15.0,15.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000000,,113.0,,,,,,,,3.0,,,,,,,,,,
212,portray,https://github.com/timothycrosley/portray,,Your Project with Great Documentation.,documentation,18,True,timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000000,2021-06-13 08:00:00.000000,2021-06-13 07:59:39.000000,59.0,29.0,766.0,2021-06-13 08:00:00.000000,1.7.0,28.0,16.0,21.0,portray,,,,,9195.0,8.0,,https://pypi.org/project/portray,2021-06-13 08:00:00.000000,8.0,9195.0,,,,,,,,3.0,,,,,,,,,,
213,vex,https://github.com/sashahart/vex,,Run a command in the named virtualenv.,virtual-envs,18,False,sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000000,2021-01-19 19:03:16.000000,2019-05-10 19:18:48.000000,23.0,38.0,371.0,2019-05-10 19:21:38.000000,0.0.19,18.0,3.0,3.0,vex,,,200.0,,851.0,37.0,21.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000000,16.0,851.0,,,,,,,,3.0,,,,,,,,,,
214,assertpy,https://github.com/ActivisionGameScience/assertpy,,Simple assertion library for unit testing in python with a fluent API.,testing,18,False,ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332000,2020-07-19 15:23:26.710000,2019-10-30 17:50:10.000000,47.0,,248.0,,,13.0,10.0,,assertpy,conda-forge/assertpy,,279.0,,269.0,124.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000000,124.0,,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710000,12685.0,,,,,3.0,,,,,,,,,,
215,flakehell,https://github.com/life4/flakehell,,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",linters,18,True,life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000000,2021-01-11 21:35:41.000000,2021-01-11 21:35:40.000000,32.0,,223.0,2021-01-11 18:40:32.000000,0.9.0,28.0,15.0,4.0,flakehell,,,368.0,57.0,52382.0,0.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000000,0.0,52380.0,,,,,,,,3.0,['flake8'],,,,,,,,,
216,imhotep,https://github.com/justinabrahms/imhotep,,A static-analysis bot for Github.,linters,18,True,justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000000,2021-10-01 21:06:28.000000,2021-10-01 21:06:26.000000,37.0,23.0,217.0,2016-09-18 21:57:32.000000,1.1.0,9.0,16.0,23.0,imhotep,,,358.0,,35.0,11.0,7.0,https://pypi.org/project/imhotep,2016-09-18 21:57:32.000000,4.0,35.0,,,,,,,,3.0,,,,,,,,,,
217,nitpick,https://github.com/andreoliwa/nitpick,,Enforce the same settings on multiple projects.,linters,18,True,andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000000,2021-10-11 18:28:38.000000,2021-08-29 00:17:44.000000,12.0,55.0,183.0,2021-07-20 22:57:53.000000,0.27.0,43.0,10.0,33.0,nitpick,,,568.0,4.0,7580.0,0.0,,https://pypi.org/project/nitpick,2021-07-20 22:57:49.000000,0.0,7580.0,,,,,,,,3.0,['flake8'],,,,,,,,,
218,pynt,https://github.com/rags/pynt,,A pynt of Python build.,build-tools,18,False,rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000000,2020-04-13 11:49:33.000000,2019-10-04 19:05:46.000000,18.0,13.0,152.0,2018-06-24 06:23:48.000000,0.8.2,7.0,9.0,5.0,pynt,,,128.0,,6717.0,125.0,71.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000000,54.0,6717.0,,,,,,,,3.0,,,,,,,,,,
219,pandas-vet,https://github.com/deppen8/pandas-vet,,A plugin for Flake8 that checks pandas code.,linters,18,True,deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000000,2021-03-03 04:44:57.000000,2021-03-03 04:44:57.000000,14.0,29.0,108.0,2020-02-01 05:12:09.000000,0.2.2,6.0,10.0,21.0,pandas-vet,conda-forge/pandas-vet,,179.0,39.0,5105.0,49.0,49.0,https://pypi.org/project/pandas-vet,2020-02-01 05:12:09.000000,0.0,4854.0,https://anaconda.org/conda-forge/pandas-vet,2020-02-01 05:31:32.445000,7505.0,,,,,3.0,['flake8'],,,,,,,,,
220,beartype,https://github.com/beartype/beartype,,Unbearably fast O(1) runtime type-checking in pure Python.,linters,17,True,beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000000,2021-10-13 07:47:16.000000,2021-10-13 07:40:51.000000,12.0,35.0,432.0,2021-08-21 04:36:25.000000,0.8.1,14.0,8.0,8.0,beartype,conda-forge/beartype,,,,22895.0,0.0,,https://pypi.org/project/beartype,2021-08-21 04:36:25.000000,0.0,22426.0,https://anaconda.org/conda-forge/beartype,2021-08-21 19:39:47.858000,7510.0,,,,,3.0,,,,,,,,,,
221,pycycle,https://github.com/bndr/pycycle,,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,linters,17,False,bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000000,2021-07-28 15:57:26.000000,2017-02-13 18:07:04.000000,15.0,1.0,292.0,2017-02-13 18:07:58.000000,0.0.8,8.0,2.0,14.0,pycycle,,,26.0,,2430.0,53.0,46.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000000,7.0,2430.0,,,,,,,,3.0,,,,,,,,,,
222,sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,,sphinx builder that outputs markdown files.,documentation,17,True,codejamninja/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000000,2021-10-11 22:05:26.000000,2020-10-07 04:18:32.000000,29.0,16.0,109.0,2019-12-23 17:05:52.000000,0.5.4,22.0,16.0,18.0,sphinx-markdown-builder,,,99.0,,,230.0,188.0,https://pypi.org/project/sphinx-markdown-builder,2019-12-23 17:05:52.000000,42.0,,,,,,,,,3.0,['sphinx'],,,,,,,,,clayrisser/sphinx-markdown-builder
223,retype,https://github.com/ambv/retype,,Re-apply type annotations from .pyi stubs to your codebase.,refactoring,17,True,ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000000,2021-10-12 23:24:38.000000,2021-10-12 23:24:38.000000,17.0,8.0,106.0,2021-10-04 10:16:29.000000,21.10.0,10.0,8.0,6.0,retype,conda-forge/retype,,,,1418.0,34.0,,https://pypi.org/project/retype,2021-10-04 10:16:29.000000,34.0,1088.0,https://anaconda.org/conda-forge/retype,2021-10-04 14:22:07.653000,14874.0,,,,,3.0,,,,,,,,,,
224,com2ann,https://github.com/ilevkivskyi/com2ann,,Tool for translation type comments to type annotations in Python.,refactoring,17,True,ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000000,2021-08-21 14:47:42.000000,2021-08-21 14:47:42.000000,7.0,15.0,101.0,2021-08-21 09:01:26.000000,0.3.0,3.0,4.0,5.0,com2ann,,,31.0,,2593.0,6.0,6.0,https://pypi.org/project/com2ann,2021-08-21 09:01:26.000000,0.0,2593.0,,,,,,,,3.0,,,,,,,,,,
225,massedit,https://github.com/elmotec/massedit,,Programmatically edit text files with Python. Useful for source to source transformations.,refactoring,17,True,elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000000,2020-12-23 02:17:37.000000,2020-12-23 02:11:17.000000,14.0,5.0,92.0,2020-12-23 02:19:02.000000,0.69.1,15.0,6.0,3.0,massedit,,,178.0,17.0,1687.0,10.0,,https://pypi.org/project/massedit,2020-12-23 02:12:33.000000,10.0,1687.0,,,,,,,,3.0,,,,,,,,,,
