,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,pypi_id,conda_id,dockerhub_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,labels,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
133,pytest-mypy,https://github.com/dbader/pytest-mypy,,Mypy static type checker plugin for Pytest.,testing,24,True,dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000000,2021-06-16 15:01:08.000000,2021-06-16 15:01:08.000000,32.0,36.0,190.0,2021-03-21 15:51:09.000000,0.8.1,17.0,15.0,10.0,pytest-mypy,conda-forge/pytest-mypy,,222.0,,359253.0,1542.0,1276.0,https://pypi.org/project/pytest-mypy,2021-03-21 15:51:09.000000,266.0,358490.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057000,15263.0,,,,,3.0,['pytest'],,,,,,,,,
134,astunparse,https://github.com/simonpercivall/astunparse,,An AST unparser for Python.,ast,24,False,simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000000,2021-07-27 09:28:31.000000,2019-12-22 18:11:19.000000,39.0,21.0,172.0,2019-12-22 18:12:11.000000,1.6.3,11.0,10.0,18.0,astunparse,conda-forge/astunparse,,86.0,,9427.0,29482.0,29300.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000000,182.0,,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426000,490222.0,,,,,3.0,,,,,,,,,,
135,releases,https://github.com/bitprophet/releases,,A powerful Sphinx changelog-generating extension.,documentation,24,True,bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000000,2021-09-24 20:54:13.000000,2021-09-24 20:54:11.000000,36.0,43.0,159.0,2020-01-11 00:29:49.000000,1.6.3,32.0,10.0,33.0,releases,,,522.0,,8412.0,1082.0,376.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000000,706.0,8412.0,,,,,,,,2.0,['sphinx'],2.0,,,,,,,,
136,flake8-commas,https://github.com/PyCQA/flake8-commas,,Flake8 extension for enforcing trailing commas in python.,linters,24,True,PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000000,2021-10-13 19:25:52.000000,2021-10-13 19:25:45.000000,23.0,26.0,127.0,2021-10-13 19:25:39.000000,2.1.0,20.0,12.0,5.0,flake8-commas,,,176.0,,254407.0,550.0,,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000000,550.0,254407.0,,,,,,,,3.0,['flake8'],,,,,,,,,
137,sqlmap,https://github.com/sqlmapproject/sqlmap,,Automatic SQL injection and database takeover tool.,security,23,True,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000000,2021-10-13 17:45:48.000000,2021-10-13 17:45:44.000000,4510.0,4420.0,21348.0,2021-09-02 19:45:03.000000,1.5.9,72.0,109.0,48.0,sqlmap,,,9859.0,,,8.0,,https://pypi.org/project/sqlmap,2021-10-01 07:03:02.000000,8.0,,,,,,,,,3.0,,,,,,,,,,
138,gdbgui,https://github.com/cs01/gdbgui,,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",debugging,23,True,cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000000,2021-10-14 04:52:09.000000,2021-09-06 05:46:27.000000,481.0,164.0,8229.0,2021-09-06 05:59:07.000000,0.15.0.1,93.0,38.0,111.0,gdbgui,,,427.0,5428.0,361.0,117.0,115.0,https://pypi.org/project/gdbgui,2021-09-06 05:54:12.000000,2.0,,,,,,,,,3.0,,,,,,,,,,
139,Bpytop,https://github.com/aristocratos/bpytop,,Linux/OSX/FreeBSD resource monitor.,profiling,23,True,aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000000,2021-10-10 21:02:34.000000,2021-09-18 13:43:42.000000,297.0,214.0,7622.0,2021-06-07 14:44:29.000000,1.0.67,52.0,30.0,49.0,bpytop,,,399.0,,10526.0,0.0,,https://pypi.org/project/bpytop,2021-06-07 14:44:29.000000,0.0,10526.0,,,,,,,,3.0,,,,,,,,,,
140,icecream,https://github.com/gruns/icecream,,Never use print() to debug again.,debugging,23,True,gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000000,2021-08-31 15:45:27.000000,2021-08-31 15:45:26.000000,106.0,56.0,5404.0,2021-06-22 20:52:25.000000,2.1.1,15.0,16.0,26.0,icecream,,,213.0,,95034.0,6.0,,https://pypi.org/project/icecream,2021-06-22 20:47:50.000000,6.0,95034.0,,,,,,,,3.0,,,,,,,,,,
141,pipx,https://github.com/pypa/pipx,,Install and Run Python Applications in Isolated Environments.,dependency-managers,23,True,pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000000,2021-10-12 23:18:14.000000,2021-10-01 12:15:51.000000,181.0,337.0,4170.0,2021-09-26 09:07:51.000000,0.16.5,46.0,63.0,84.0,pipx,,,,,94754.0,4.0,,https://pypi.org/project/pipx,2021-08-05 07:45:12.000000,4.0,94754.0,,,,,,,,3.0,,,,,,,,,,
142,rebound,https://github.com/shobrook/rebound,,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,logging,23,True,shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872000,2021-09-29 17:19:59.717000,2021-01-04 03:14:37.000000,344.0,38.0,3707.0,2021-09-29 12:55:41.000000,3.18.0,171.0,16.0,20.0,rebound,conda-forge/rebound,,166.0,175.0,4737.0,35.0,21.0,https://pypi.org/project/rebound,2021-09-29 12:55:41.000000,14.0,1839.0,https://anaconda.org/conda-forge/rebound,2021-09-29 17:19:59.717000,153434.0,,,,,3.0,,,,,,,,,,
143,vulture,https://github.com/jendrikseipp/vulture,,Find dead Python code.,refactoring,23,True,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647000,2021-09-27 08:01:37.000000,2021-09-27 08:01:32.000000,87.0,135.0,1905.0,2021-01-16 17:51:40.000000,2.3,42.0,28.0,14.0,vulture,conda-forge/vulture,,681.0,,789.0,1570.0,1210.0,https://pypi.org/project/vulture,2021-01-16 17:49:50.000000,360.0,,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062000,48935.0,,,,,2.0,,,,,,,,,,
144,cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",packaging,23,True,marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000000,2021-10-14 08:53:10.000000,2021-10-09 00:48:31.000000,165.0,637.0,801.0,2021-09-29 22:08:35.000000,6.8.1,32.0,91.0,61.0,cx_freeze,conda-forge/cx_freeze,,,,52883.0,153.0,,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000000,153.0,49991.0,https://anaconda.org/conda-forge/cx_freeze,2021-10-01 20:26:20.237000,95463.0,,,,,3.0,,,,,,,,,,
145,prettytable,https://github.com/jazzband/prettytable,,Display tabular data in a visually appealing ASCII table format.,logging,23,False,jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000000,2021-10-13 05:59:46.000000,2021-10-13 05:59:46.000000,82.0,41.0,560.0,2021-09-26 08:27:57.000000,2.2.1,16.0,34.0,24.0,prettytable,conda-forge/prettytable,,352.0,,3995842.0,0.0,,https://pypi.org/project/prettytable,2021-09-26 08:27:57.000000,0.0,3990916.0,https://anaconda.org/conda-forge/prettytable,2021-09-26 14:19:09.674000,315295.0,,,,,3.0,,,,,,,,,,
146,pytest-testmon,https://github.com/tarpas/pytest-testmon,,Selects tests affected by changed files. Continous test runner when used with pytest-watch.,testing,23,True,tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000000,2021-09-06 20:01:43.000000,2021-09-06 19:28:28.000000,29.0,87.0,495.0,2021-09-06 20:51:19.000000,1.2.0,37.0,16.0,25.0,pytest-testmon,conda-forge/pytest-testmon,,285.0,,100686.0,98.0,,https://pypi.org/project/pytest-testmon,2021-09-06 19:30:22.000000,98.0,99949.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063000,32459.0,,,,,3.0,['pytest'],,,,,,,,,
147,Mamba Test Runner,https://github.com/nestorsalceda/mamba,,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,testing,23,True,nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000000,2021-06-01 21:27:30.000000,2020-11-16 12:31:58.000000,64.0,52.0,474.0,2020-11-16 12:36:24.000000,0.11.2,21.0,22.0,45.0,mamba,,,468.0,,16665.0,220.0,,https://pypi.org/project/mamba,2020-11-16 12:35:41.000000,220.0,16665.0,,,,,,,,3.0,,,,,,,,,,
148,autoflake,https://github.com/myint/autoflake,,Removes unused imports and unused variables as reported by pyflakes.,refactoring,23,True,myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000000,2021-09-01 03:13:36.000000,2020-12-27 17:36:40.000000,49.0,33.0,436.0,2019-08-04 15:14:24.000000,1.3.1,36.0,17.0,33.0,autoflake,conda-forge/autoflake,,439.0,,6291.0,3627.0,3047.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000000,580.0,,https://anaconda.org/conda-forge/autoflake,2021-05-26 15:10:21.374000,188740.0,,,,,2.0,,,,,,,,,,
149,mypy-protobuf,https://github.com/dropbox/mypy-protobuf,,open source tools to generate mypy stubs from protobufs.,linters,23,True,dropbox/mypy-protobuf,https://github.com/dropbox/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000000,2021-10-12 20:39:05.000000,2021-10-12 20:39:05.000000,62.0,87.0,392.0,2021-10-12 20:17:02.000000,3.0.0,36.0,28.0,5.0,mypy-protobuf,,,,,1116710.0,24.0,,https://pypi.org/project/mypy-protobuf,2021-10-12 20:17:02.000000,24.0,1116710.0,,,,,,,,3.0,,,,,,,,,,
150,pytest-randomly,https://github.com/pytest-dev/pytest-randomly,,Pytest plugin to randomly order tests and control random.seed.,testing,23,True,pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000000,2021-10-11 19:51:22.000000,2021-10-11 19:51:21.000000,21.0,39.0,358.0,2021-08-13 09:48:44.000000,3.10.0,26.0,16.0,5.0,pytest-randomly,,,,,359215.0,214.0,,https://pypi.org/project/pytest-randomly,2021-08-13 20:24:33.000000,214.0,359215.0,,,,,,,,3.0,,,,,,,,,,
151,flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,,A flake8 plugin to help you write better list/set/dict comprehensions.,linters,23,True,adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000000,2021-10-12 17:53:54.156000,2021-10-11 19:21:20.000000,15.0,33.0,308.0,2021-10-11 13:39:20.000000,3.7.0,30.0,12.0,7.0,flake8-comprehensions,conda-forge/flake8-comprehensions,,,,626459.0,714.0,,https://pypi.org/project/flake8-comprehensions,2021-10-11 13:39:20.000000,714.0,619106.0,https://anaconda.org/conda-forge/flake8-comprehensions,2021-10-12 17:53:54.156000,433842.0,,,,,3.0,['flake8'],,,,,,,,,
152,hacking,https://github.com/openstack/hacking,,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,linters,23,True,openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000000,2021-10-07 10:15:47.000000,2021-10-07 08:43:54.000000,66.0,,220.0,2021-04-21 10:37:50.000000,4.1.0,37.0,182.0,,hacking,,,1053.0,,,8690.0,,https://pypi.org/project/hacking,2021-04-21 10:37:50.000000,8690.0,,,,,,,,,3.0,['flake8'],-6.0,,,,,,,,
153,flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,,Flake8 plugin to find commented out or dead code.,linters,23,True,wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000000,2021-10-11 14:06:20.000000,2021-10-11 14:06:20.000000,7.0,26.0,198.0,2021-06-22 10:21:07.000000,1.1.0,11.0,11.0,2.0,flake8-eradicate,,,319.0,,231003.0,72.0,,https://pypi.org/project/flake8-eradicate,2021-06-22 10:20:25.000000,72.0,231003.0,,,,,,,,3.0,['flake8'],,,,,,,,,
154,xenon,https://github.com/rubik/xenon,,Monitoring tool based on radon.,code-metrics,23,True,rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000000,2021-09-03 15:36:06.000000,2021-09-03 15:36:04.000000,16.0,25.0,196.0,2021-05-26 07:12:42.000000,0.7.3,20.0,8.0,6.0,xenon,conda-forge/xenon,,108.0,,74098.0,375.0,251.0,https://pypi.org/project/xenon,2021-09-03 15:34:36.000000,124.0,73821.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883000,13318.0,,,,,3.0,,,,,,,,,,
155,asteval,https://github.com/newville/asteval,,minimalistic evaluator of python expression using ast module.,ast,23,True,newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000000,2021-09-25 04:16:51.000000,2021-09-25 04:16:29.000000,32.0,46.0,125.0,2021-06-22 12:00:47.000000,0.9.25,25.0,19.0,6.0,asteval,conda-forge/asteval,,417.0,,2389.0,883.0,645.0,https://pypi.org/project/asteval,2021-06-22 12:00:47.000000,238.0,,https://anaconda.org/conda-forge/asteval,2021-02-27 14:24:12.922000,143392.0,,,,,3.0,,,,,,,,,,
156,flake8-black,https://github.com/peterjc/flake8-black,,flake8 plugin to run black for checking Python coding style.,linters,23,True,peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000000,2021-10-11 23:31:13.000000,2021-10-11 23:29:55.000000,8.0,14.0,95.0,2021-07-16 22:59:22.000000,0.2.3,11.0,5.0,7.0,flake8-black,conda-forge/flake8-black,,97.0,,222225.0,1387.0,1351.0,https://pypi.org/project/flake8-black,2021-07-16 22:59:22.000000,36.0,216720.0,https://anaconda.org/conda-forge/flake8-black,2021-07-17 00:37:54.092000,154164.0,,,,,3.0,['flake8'],,,,,,,,,
157,flake8-builtins,https://github.com/gforcada/flake8-builtins,,Check for python builtins being used as variables or parameters.,linters,23,True,gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000000,2021-09-21 08:08:53.000000,2021-09-20 15:48:57.000000,17.0,32.0,71.0,2020-05-14 10:45:01.000000,1.5.3,23.0,15.0,2.0,flake8-builtins,conda-forge/flake8-builtins,,221.0,,445940.0,3276.0,2764.0,https://pypi.org/project/flake8-builtins,2020-05-14 10:45:01.000000,512.0,443780.0,https://anaconda.org/conda-forge/flake8-builtins,2020-05-18 15:22:26.836000,127442.0,,,,,3.0,['flake8'],,,,,,,,,
158,Scalene,https://github.com/plasma-umass/scalene,,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",profiling,22,True,plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000000,2021-10-11 13:57:53.000000,2021-10-10 00:07:24.000000,159.0,111.0,4588.0,2021-10-04 18:27:41.000000,1.3.15,114.0,20.0,36.0,scalene,,,1985.0,,,68.0,68.0,https://pypi.org/project/scalene,2021-10-04 18:27:41.000000,0.0,,,,,,,,,3.0,,,,,,,,,,
159,vprof,https://github.com/nvdv/vprof,,Visual profiler for Python.,profiling,22,True,nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000000,2021-02-20 07:50:28.000000,2021-02-20 07:47:40.000000,167.0,56.0,3780.0,2018-06-24 14:16:36.000000,0.37.6,24.0,17.0,25.0,vprof,,,619.0,,2738.0,102.0,84.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000000,18.0,2738.0,,,,,,,,3.0,,,,,,,,,,
160,alive-progress,https://github.com/rsalmei/alive-progress,,"A new kind of Progress Bar, with real time throughput, ETA and very cool animations!.",logging,22,True,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000000,2021-10-02 01:56:16.000000,2021-09-22 04:00:30.000000,110.0,60.0,2755.0,2021-08-26 23:30:00.000000,2.0.0,20.0,1.0,21.0,alive-progress,conda-forge/alive-progress,,,,47250.0,431.0,431.0,https://pypi.org/project/alive-progress,2021-08-26 23:30:00.000000,0.0,46739.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990000,10230.0,,,,,3.0,,,,,,,,,,
161,pyt,https://github.com/python-security/pyt,,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,security,22,False,python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000000,2020-12-25 03:47:37.000000,2020-03-08 21:43:06.000000,224.0,76.0,2054.0,2018-11-01 16:02:57.000000,0.42,15.0,22.0,21.0,python-taint,,,1576.0,65.0,2577.0,75.0,53.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000000,22.0,2576.0,,,,,,,,3.0,,,,,,,,,,
162,sixpack,https://github.com/sixpack/sixpack,,Sixpack is a language-agnostic a/b-testing framework.,testing,22,False,sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000000,2021-08-03 05:52:12.000000,2020-08-26 00:32:16.000000,185.0,125.0,1710.0,2017-11-22 14:27:35.000000,2.7.0,37.0,56.0,88.0,sixpack,,,828.0,,259.0,12.0,8.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000000,4.0,259.0,,,,,,,,3.0,,,,,,,,,,
163,Diamond,https://github.com/python-diamond/Diamond,,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,profiling,22,False,python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000000,2021-04-29 21:15:40.000000,2018-03-15 16:54:31.000000,593.0,129.0,1632.0,2016-11-25 22:13:29.000000,4.0.515,36.0,343.0,232.0,diamond,,,3219.0,,,127.0,65.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000000,62.0,,,,,,,,,3.0,,,,,,,,,,
164,stackprinter,https://github.com/cknd/stackprinter,,Debugging-friendly exceptions for Python.,logging,22,True,cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000000,2021-03-18 20:44:50.000000,2021-01-01 18:48:26.000000,33.0,15.0,1145.0,2020-10-31 13:10:42.000000,0.2.5,14.0,6.0,11.0,stackprinter,,,159.0,,31221.0,81.0,77.0,https://pypi.org/project/stackprinter,2020-10-31 13:06:59.000000,4.0,31221.0,,,,,,,,3.0,,,,,,,,,,
165,pynsist,https://github.com/takluyver/pynsist,,Build Windows installers for Python applications.,packaging,22,True,takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000000,2021-10-10 14:32:02.000000,2021-10-10 14:31:59.000000,101.0,132.0,724.0,2020-07-03 08:11:24.000000,2.5.1,21.0,28.0,25.0,pynsist,,,547.0,,2382.0,88.0,,https://pypi.org/project/pynsist,2021-03-28 16:28:58.000000,88.0,2382.0,,,,,,,,3.0,,,,,,,,,,
166,python-hunter,https://github.com/ionelmc/python-hunter,,Hunter is a flexible code tracing toolkit.,debugging,22,True,ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000000,2021-10-13 15:22:29.000000,2021-10-13 15:22:29.000000,35.0,50.0,642.0,2021-06-23 20:47:14.000000,3.3.8,45.0,9.0,37.0,hunter,,,959.0,,7971.0,102.0,68.0,https://pypi.org/project/hunter,2021-06-23 20:47:14.000000,34.0,7971.0,,,,,,,,3.0,,,,,,,,,,
167,PyHamcrest,https://github.com/hamcrest/PyHamcrest,,Hamcrest matchers for Python.,testing,22,True,hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000000,2021-10-10 15:26:11.000000,2021-10-10 15:26:11.000000,87.0,49.0,580.0,2020-03-02 14:42:32.000000,2.0.2,22.0,35.0,15.0,pyhamcrest,conda-forge/pyhamcrest,,,,5835.0,3392.0,,https://pypi.org/project/pyhamcrest,2020-03-02 14:42:32.000000,3392.0,,https://anaconda.org/conda-forge/pyhamcrest,2020-03-02 15:36:14.195000,379300.0,,,,,3.0,,,,,,,,,,
168,mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,,"Automatic documentation from sources, for MkDocs.",documentation,22,True,mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000000,2021-10-10 14:12:38.000000,2021-10-10 11:07:30.000000,51.0,154.0,495.0,2021-10-04 10:44:56.000000,0.16.2,40.0,24.0,45.0,mkdocstrings,conda-forge/mkdocstrings,,463.0,,96656.0,0.0,,https://pypi.org/project/mkdocstrings,2021-10-04 10:44:56.000000,0.0,95915.0,https://anaconda.org/conda-forge/mkdocstrings,2021-10-04 21:04:52.323000,8899.0,,,,,3.0,['mkdocs'],,,,,,,,,
169,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,22,True,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000000,2021-09-15 11:45:37.000000,2021-09-15 11:45:37.000000,16.0,15.0,313.0,2021-04-08 20:14:54.000000,1.8.0,22.0,11.0,5.0,manhole,,,485.0,,181790.0,142.0,76.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000000,66.0,181790.0,,,,,,,,3.0,,,,,,,,,,
170,flake8-import-order,https://github.com/PyCQA/flake8-import-order,,Flake8 plugin that checks import order against various Python Style Guides.,linters,22,False,PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000000,2021-03-12 04:22:24.000000,2020-08-04 12:21:12.000000,61.0,85.0,245.0,2019-03-04 08:39:11.000000,0.18.1,34.0,40.0,13.0,flake8-import-order,conda-forge/flake8-import-order,,274.0,,3363.0,1892.0,,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000000,1892.0,,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199000,198449.0,,,,,3.0,['flake8'],,,,,,,,,
171,check-manifest,https://github.com/mgedmin/check-manifest,,Tool to check the completeness of MANIFEST.in for Python packages.,linters,22,True,mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000000,2021-09-22 11:40:52.389000,2021-09-22 09:09:10.000000,31.0,72.0,241.0,,,41.0,20.0,16.0,check-manifest,conda-forge/check-manifest,,526.0,,982.0,8587.0,6783.0,https://pypi.org/project/check-manifest,2021-09-22 09:08:46.000000,1804.0,,https://anaconda.org/conda-forge/check-manifest,2021-09-22 11:40:52.389000,33399.0,,,,,3.0,,,,,,,,,,
172,mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,,An MkDocs plugin to export content pages as PDF files.,documentation,22,True,zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000000,2021-10-05 01:44:06.000000,2021-10-05 01:31:10.000000,34.0,44.0,213.0,2021-10-05 01:33:27.000000,0.5.10,24.0,11.0,41.0,mkdocs-pdf-export-plugin,,,72.0,,13098.0,168.0,164.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000000,4.0,13098.0,,,,,,,,3.0,['mkdocs'],,,,,,,,,
173,data-science-types,https://github.com/predictive-analytics-lab/data-science-types,,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",linters,22,True,predictive-analytics-lab/data-science-types,https://github.com/predictive-analytics-lab/data-science-types,Apache-2.0,2019-09-20 11:45:49.000000,2021-02-16 17:29:01.000000,2021-02-16 17:29:00.000000,57.0,23.0,186.0,2021-02-16 16:47:31.000000,0.2.23,26.0,44.0,39.0,data-science-types,,,446.0,,40750.0,131.0,131.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000000,0.0,40750.0,,,,,,,,3.0,,,,,,,,,,
174,py2app,https://github.com/ronaldoussoren/py2app,,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,packaging,22,True,ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000000,2021-10-11 08:08:50.000000,2021-10-05 18:21:10.000000,16.0,270.0,159.0,2021-09-27 15:32:37.000000,0.26.1,42.0,26.0,98.0,py2app,,,695.0,,,5438.0,3796.0,https://pypi.org/project/py2app,2021-09-27 15:32:37.000000,1642.0,,,,,,,,,3.0,,,,,,,,,,
175,xdoctest,https://github.com/Erotemic/xdoctest,,A rewrite of Python's builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,testing,22,True,Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000000,2021-10-07 17:48:21.000000,2021-10-06 11:53:11.000000,6.0,20.0,122.0,2021-10-06 11:58:58.000000,0.15.10,62.0,6.0,17.0,xdoctest,,,,,107220.0,1589.0,1537.0,https://pypi.org/project/xdoctest,2021-10-06 11:58:58.000000,52.0,107220.0,,,,,,,,3.0,,,,,,,,,conda-forge/xdoctest,
176,dodgy,https://github.com/landscapeio/dodgy,,Looks at Python code to search for things which look dodgy such as passwords or diffs.,security,22,True,landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000000,2021-08-29 14:44:21.000000,2021-03-21 11:36:52.000000,18.0,3.0,93.0,2019-12-31 16:44:58.000000,0.2.1,10.0,14.0,9.0,dodgy,conda-forge/dodgy,,70.0,,183577.0,1932.0,1408.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000000,524.0,183159.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579000,25928.0,,,,,3.0,,,,,,,,,,
177,memory_profiler,https://github.com/fabianp/memory_profiler,,Monitor Memory usage of Python code.,profiling,22,False,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632000,2020-10-20 18:00:58.207000,2018-06-28 13:35:12.000000,12.0,,65.0,2018-08-16 03:16:49.000000,0.54.0,52.0,61.0,,memory_profiler,conda-forge/memory_profiler,,500.0,,338012.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,534.0,335929.0,https://anaconda.org/conda-forge/memory_profiler,2020-10-20 18:00:58.207000,135411.0,,,,,3.0,,,,,,,,,,
