,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,labels,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
207,constructor,https://github.com/conda/constructor,,tool for creating installers from conda packages.,packaging,19,True,conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000000,2021-09-23 14:04:43.000000,2021-08-26 12:18:15.000000,130.0,194.0,325.0,2021-03-31 20:21:51.000000,3.2.1,37.0,47.0,51.0,,constructor,,951.0,10.0,10.0,,,,,75.0,https://anaconda.org/anaconda/constructor,2021-04-01 17:48:58.348000,4524.0,3.0,219.0,,,,,,,,,,,,,,
208,nitpick,https://github.com/andreoliwa/nitpick,,Enforce the same settings on multiple projects.,linters,19,True,andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000000,2021-09-20 18:37:45.000000,2021-08-29 00:17:44.000000,11.0,55.0,180.0,2021-07-20 22:57:53.000000,0.27.0,43.0,10.0,33.0,['flake8'],,nitpick,568.0,0.0,,https://pypi.org/project/nitpick,2021-07-20 22:57:49.000000,0.0,8795.0,8795.0,,,,3.0,4.0,,,,,,,,,,,,,,
209,mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,,An MkDocs plugin that simplifies configuring page titles and their order.,documentation,19,True,lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000000,2021-04-20 17:08:31.000000,2020-12-22 01:43:41.000000,17.0,32.0,174.0,2020-12-22 02:04:30.000000,2.5.0,16.0,2.0,6.0,['mkdocs'],,mkdocs-awesome-pages-plugin,53.0,573.0,483.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2020-12-22 01:59:58.000000,90.0,38773.0,38773.0,,,,3.0,,,,,,,,,,,,,,,
210,unimport,https://github.com/hakancelik96/unimport,,"A linter, formatter for finding and removing unused import statements.",refactoring,19,True,hakancelik96/unimport,https://github.com/hakancelik96/unimport,MIT,2019-09-08 09:49:24.000000,2021-09-20 19:56:51.000000,2021-09-14 09:30:18.000000,13.0,66.0,113.0,2021-09-14 09:33:27.000000,0.9.2,33.0,13.0,10.0,,,unimport,400.0,12.0,12.0,https://pypi.org/project/unimport,2021-09-14 09:33:27.000000,,5576.0,5576.0,,,,3.0,,,,,,,,,,,,,,,
211,dodgy,https://github.com/landscapeio/dodgy,,Looks at Python code to search for things which look dodgy such as passwords or diffs.,security,19,True,landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000000,2021-08-29 14:44:21.000000,2021-03-21 11:36:52.000000,18.0,3.0,91.0,2019-12-31 16:44:58.000000,0.2.1,10.0,14.0,9.0,,conda-forge/dodgy,dodgy,70.0,1919.0,1395.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000000,524.0,,421.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579000,25681.0,3.0,,,,,,,,,,,,,,,
212,unify,https://github.com/myint/unify,,Modifies strings to all use the same quote where possible.,refactoring,19,False,myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000000,2021-04-21 16:21:07.000000,2019-08-07 13:44:00.000000,12.0,3.0,58.0,2013-06-22 15:34:37.000000,0.1.5,10.0,5.0,10.0,,,unify,69.0,351.0,297.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000000,54.0,51924.0,51924.0,,,,3.0,,,,,,,,,,,,,,,
213,mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,,MkDocs plugin for setting revision date from git per markdown file.,documentation,19,False,zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000000,2020-10-16 02:02:54.000000,2020-10-16 01:58:36.000000,5.0,9.0,36.0,2020-10-16 02:02:42.000000,0.3.1,8.0,6.0,2.0,['mkdocs'],,mkdocs-git-revision-date-plugin,24.0,337.0,319.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2020-10-16 02:02:18.000000,18.0,13301.0,13301.0,,,,3.0,,,,,,,,,,,,,,,
214,mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,,MkDocs Plugin allowing your visitors to *File Print Save as PDF* the entire site.,documentation,19,False,timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000000,2021-09-16 12:44:08.000000,2021-09-16 12:24:13.000000,5.0,52.0,22.0,2021-09-15 13:40:23.000000,2.0.0,24.0,1.0,2.0,['mkdocs'],,mkdocs-print-site-plugin,179.0,43.0,43.0,https://pypi.org/project/mkdocs-print-site-plugin,2021-09-15 13:40:23.000000,0.0,3230.0,3230.0,,,,3.0,,,,,,,3.0,,,,,,,,
215,pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,virtual-envs,18,True,pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000000,2021-08-23 08:30:29.000000,2021-07-25 09:13:35.000000,301.0,181.0,4495.0,2019-02-14 00:27:42.000000,1.1.5,7.0,44.0,135.0,,,,470.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
216,Profiling,https://github.com/what-studio/profiling,,Was an interactive continuous Python profiler.,profiling,18,False,what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000000,2020-08-24 01:31:58.000000,2020-08-24 01:31:58.000000,114.0,20.0,2992.0,2017-06-28 06:10:16.000000,0.1.3,3.0,18.0,15.0,,,profiling,433.0,44.0,39.0,https://pypi.org/project/profiling,2017-06-28 06:10:16.000000,5.0,,,,,,3.0,,,,,,,,,,,,,,,
217,fake2db,https://github.com/emirozer/fake2db,,create custom test databases that are populated with fake data.,testing,18,False,emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000000,2019-11-25 09:19:01.000000,2019-11-25 09:19:00.000000,109.0,15.0,2085.0,2019-03-09 13:53:12.000000,1.0.0,20.0,18.0,7.0,,,fake2db,242.0,17.0,16.0,https://pypi.org/project/fake2db,2018-02-09 15:43:23.000000,1.0,380.0,380.0,,,,3.0,,,,,,,,,,,,,,,
218,pyt,https://github.com/python-security/pyt,,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,security,18,False,python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000000,2020-12-25 03:47:37.000000,2020-03-08 21:43:06.000000,224.0,76.0,2055.0,2018-11-01 16:02:57.000000,0.42,15.0,22.0,21.0,,,python-taint,1576.0,72.0,50.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000000,22.0,,1.0,,,,3.0,65.0,,,,,,,,,,,,,,
219,xar,https://github.com/facebookincubator/xar,,executable archive format.,packaging,18,True,facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000000,2021-09-09 15:49:12.000000,2021-09-09 15:49:10.000000,45.0,21.0,1474.0,2020-12-02 20:41:20.000000,20.12.2,3.0,25.0,8.0,,,xar,,15.0,15.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000000,,140.0,140.0,,,,3.0,,,,,,,,,,,,,,,
220,portray,https://github.com/timothycrosley/portray,,Your Project with Great Documentation.,documentation,18,True,timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000000,2021-06-13 08:00:00.000000,2021-06-13 07:59:39.000000,58.0,29.0,764.0,2021-06-13 08:00:00.000000,1.7.0,28.0,16.0,21.0,,,portray,,8.0,,https://pypi.org/project/portray,2021-06-13 08:00:00.000000,8.0,9182.0,9182.0,,,,3.0,,,,,,,,,,,,,,,
221,python-devtools,https://github.com/samuelcolvin/python-devtools,,Dev tools for python.,logging,18,True,samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000000,2021-09-08 10:38:28.000000,2021-09-08 10:38:28.000000,14.0,34.0,409.0,2021-09-03 16:52:57.000000,0.7.0,11.0,7.0,6.0,,,python-devtools,98.0,426.0,425.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000000,1.0,,,,,,3.0,,,,,,,,,,,,,,,
222,pycycle,https://github.com/bndr/pycycle,,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,linters,18,False,bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000000,2021-07-28 15:57:26.000000,2017-02-13 18:07:04.000000,15.0,1.0,292.0,2017-02-13 18:07:58.000000,0.0.8,8.0,2.0,14.0,,,pycycle,26.0,53.0,46.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000000,7.0,2101.0,2101.0,,,,3.0,,,,,,,,,,,,,,,
223,flakehell,https://github.com/life4/flakehell,,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",linters,18,True,life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000000,2021-01-11 21:35:41.000000,2021-01-11 21:35:40.000000,32.0,,224.0,2021-01-11 18:40:32.000000,0.9.0,28.0,15.0,4.0,['flake8'],,flakehell,368.0,0.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000000,0.0,55199.0,55201.0,,,,3.0,57.0,,,,,,,,,,,,,,
224,imhotep,https://github.com/justinabrahms/imhotep,,A static-analysis bot for Github.,linters,18,False,justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000000,2021-07-28 19:03:11.000000,2017-12-09 20:00:47.000000,37.0,23.0,215.0,2016-09-18 21:57:32.000000,1.1.0,9.0,15.0,23.0,,,imhotep,356.0,11.0,7.0,https://pypi.org/project/imhotep,2016-09-18 21:57:32.000000,4.0,28.0,28.0,,,,3.0,,,,,,,,,,,,,,,
225,pynt,https://github.com/rags/pynt,,A pynt of Python build.,build-tools,18,False,rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000000,2020-04-13 11:49:33.000000,2019-10-04 19:05:46.000000,18.0,13.0,152.0,2018-06-24 06:23:48.000000,0.8.2,7.0,9.0,5.0,,,pynt,128.0,124.0,70.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000000,54.0,6116.0,6116.0,,,,3.0,,,,,,,,,,,,,,,
226,pandas-vet,https://github.com/deppen8/pandas-vet,,A plugin for Flake8 that checks pandas code.,linters,18,True,deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000000,2021-03-03 04:44:57.000000,2021-03-03 04:44:57.000000,14.0,29.0,107.0,2020-02-01 05:12:09.000000,0.2.2,6.0,10.0,21.0,['flake8'],conda-forge/pandas-vet,pandas-vet,179.0,49.0,49.0,https://pypi.org/project/pandas-vet,2020-02-01 05:12:09.000000,0.0,4307.0,4562.0,https://anaconda.org/conda-forge/pandas-vet,2020-02-01 05:31:32.445000,7367.0,3.0,39.0,,,,,,,,,,,,,,
227,pyformat,https://github.com/myint/pyformat,,Formats Python code to follow a consistent style.,formatters,18,False,myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000000,2019-12-07 19:55:59.000000,2019-05-24 17:17:56.000000,5.0,3.0,83.0,2014-09-07 13:57:37.000000,0.5.7,23.0,3.0,3.0,,,pyformat,199.0,118.0,96.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000000,22.0,14923.0,14923.0,,,,3.0,,,,,,,,,,,,,,,
228,beartype,https://github.com/beartype/beartype,,Unbearably fast O(1) runtime type-checking in pure Python.,linters,17,True,beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000000,2021-09-23 06:06:05.000000,2021-09-23 05:46:36.000000,8.0,30.0,398.0,2021-08-21 04:36:25.000000,0.8.1,14.0,6.0,5.0,,conda-forge/beartype,beartype,,0.0,,https://pypi.org/project/beartype,2021-08-21 04:36:25.000000,0.0,15306.0,15765.0,https://anaconda.org/conda-forge/beartype,2021-08-21 19:39:47.858000,6893.0,3.0,,,,,,,,,,,,,,,
229,bellybutton,https://github.com/hchasestevens/bellybutton,,Custom Python linting through AST expressions.,linters,17,True,hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000000,2021-07-15 00:42:03.000000,2021-07-15 00:42:02.000000,11.0,6.0,220.0,2020-11-27 21:20:22.000000,0.3.1,11.0,5.0,7.0,,,bellybutton,33.0,8.0,8.0,https://pypi.org/project/bellybutton,2020-11-27 21:20:22.000000,0.0,5898.0,5898.0,,,,3.0,,,,,,,,,,,,,,,
230,PyOxidizer,https://github.com/indygreg/PyOxidizer,,A modern Python application packaging and distribution tool.,packaging,16,True,indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000000,2021-09-23 03:31:35.000000,2021-09-23 03:31:07.000000,118.0,153.0,3196.0,2021-08-09 01:16:26.000000,pyoxidizer/0.17,9.0,34.0,217.0,,,,,,,,,,,33.0,,,,3.0,664.0,,,,,,,,,,,,,,
231,heartrate,https://github.com/alexmojaki/heartrate,,Simple real time visualisation of the execution of a Python program.,profiling,16,True,alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000000,2021-08-27 02:28:34.000000,2021-07-06 10:06:18.000000,113.0,2.0,1302.0,2019-08-14 12:49:34.000000,0.2.1,3.0,2.0,4.0,,,heartrate,23.0,26.0,26.0,https://pypi.org/project/heartrate,2019-08-14 12:49:34.000000,0.0,,,,,,3.0,,,,,,,,,,,,,,,
232,add-trailing-comma,https://github.com/asottile/add-trailing-comma,,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,refactoring,16,True,asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000000,2021-09-13 20:30:41.000000,2021-09-13 20:30:41.000000,14.0,34.0,189.0,2021-01-24 18:14:07.000000,2.1.0,30.0,9.0,1.0,,,add-trailing-comma,268.0,14.0,,https://pypi.org/project/add-trailing-comma,2021-01-24 18:14:07.000000,14.0,,,,,,3.0,,,,,,,,,,,,,,,
233,pep8ify,https://github.com/spulec/pep8ify,,A library that modifies python source code to conform to pep8.,refactoring,16,False,spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000000,2019-03-08 03:06:14.000000,2014-10-24 20:36:38.000000,12.0,12.0,116.0,2014-10-24 20:36:57.000000,0.0.13,13.0,6.0,6.0,,,pep8ify,154.0,53.0,34.0,https://pypi.org/project/pep8ify,2014-10-24 20:36:57.000000,19.0,117.0,117.0,,,,3.0,,,,,,,,,,,,,,,
234,retype,https://github.com/ambv/retype,,Re-apply type annotations from .pyi stubs to your codebase.,refactoring,16,True,ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000000,2021-05-16 22:51:30.742000,2021-05-15 17:24:28.000000,16.0,7.0,106.0,2021-05-15 15:22:34.000000,21.5.0,9.0,8.0,9.0,,conda-forge/retype,retype,,34.0,,https://pypi.org/project/retype,2021-05-15 15:22:34.000000,34.0,1030.0,1362.0,https://anaconda.org/conda-forge/retype,2021-05-16 22:51:30.742000,14628.0,3.0,,,,,,,,,,,,,,,
235,pytest-play,https://github.com/pytest-dev/pytest-play,,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,testing,16,False,pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000000,2019-08-20 15:57:27.000000,2019-06-12 11:57:28.000000,3.0,24.0,64.0,2019-06-12 11:59:29.000000,2.3.1,23.0,3.0,4.0,['pytest'],,pytest-play,382.0,25.0,21.0,https://pypi.org/project/pytest-play,2019-06-12 11:59:29.000000,4.0,529.0,529.0,,,,3.0,,,,,,,,,,,,,,,
236,pip-run,https://github.com/jaraco/pip-run,,pip-run - dynamic dependency loader for Python.,dependency-managers,16,True,jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000000,2021-07-19 00:12:57.000000,2021-07-19 00:06:47.000000,10.0,37.0,61.0,2021-07-19 00:13:08.000000,8.5.1,23.0,10.0,3.0,,,pip-run,,0.0,,https://pypi.org/project/pip-run,2021-07-19 00:12:57.000000,0.0,12735.0,12735.0,,,,3.0,,,,,,,,,,,,,,,
237,lazydocs,https://github.com/ml-tooling/lazydocs,,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,documentation,16,True,ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000000,2021-08-20 18:28:32.000000,2021-08-20 18:28:32.000000,11.0,3.0,40.0,2021-07-27 09:00:22.000000,0.4.8,18.0,7.0,1.0,,,lazydocs,,36.0,36.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000000,0.0,640.0,640.0,,,,3.0,,,,,,,,,,,,,,,
238,yala,https://github.com/cemsbr/yala,,Yet Another Linter Aggregator.,linters,16,False,cemsbr/yala,https://github.com/cemsbr/yala,MIT,2017-06-02 22:45:50.000000,2021-06-01 22:20:31.000000,2021-04-10 04:03:47.000000,4.0,11.0,11.0,2020-10-24 16:03:12.000000,3.0.1,27.0,3.0,1.0,"['flake8', 'pylint']",,yala,165.0,55.0,37.0,https://pypi.org/project/yala,2020-10-24 16:03:12.000000,18.0,654.0,654.0,,,,3.0,,,,,,,,,,,,,,,
239,pyenv-installer,https://github.com/pyenv/pyenv-installer,,This tool is used to install `pyenv` and friends.,virtual-envs,15,True,pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000000,2021-08-27 04:13:02.000000,2021-08-27 04:13:02.000000,315.0,65.0,2856.0,,,,33.0,5.0,,,,138.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
240,dh-virtualenv,https://github.com/spotify/dh-virtualenv,,Python virtualenvs in Debian packages.,virtual-envs,15,True,spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000000,2021-09-22 12:58:52.000000,2021-07-26 06:31:43.000000,163.0,166.0,1486.0,,,,57.0,24.0,,,,412.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
241,tbvaccine,https://github.com/skorokithakis/tbvaccine,,A small utility to pretty-print Python tracebacks.,logging,15,False,skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000000,2020-03-01 19:24:46.000000,2020-03-01 19:24:44.000000,12.0,13.0,362.0,2018-12-14 18:07:29.000000,0.3.1,12.0,12.0,7.0,,,tbvaccine,80.0,9.0,9.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000000,,986.0,986.0,,,,3.0,,,,,,,,,,,,,,,
242,dlint,https://github.com/dlint-py/dlint,,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,security,15,True,dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000000,2020-12-08 17:21:33.000000,2020-12-08 17:21:32.000000,13.0,12.0,315.0,2020-10-30 20:40:39.000000,0.11.0,13.0,7.0,20.0,,,dlint,201.0,18.0,,https://pypi.org/project/dlint,2020-10-30 20:40:39.000000,18.0,,,,,,3.0,,,,,,,,,,,,,,,
243,mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,,A tool that allows for versioning sites built with mkdocs.,documentation,15,False,zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000000,2021-08-01 15:51:53.000000,2021-08-01 15:51:53.000000,8.0,22.0,40.0,2021-02-11 10:24:35.000000,0.4.0,6.0,5.0,3.0,['mkdocs'],,mkdocs-versioning,133.0,,,https://pypi.org/project/mkdocs-versioning,2021-02-11 10:24:35.000000,,4165.0,4165.0,,,,3.0,,,,,,,,,,,,,,,
244,pytest-plugins,https://github.com/man-group/pytest-plugins,,A grab-bag of nifty pytest plugins.,testing,14,False,man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000000,2021-07-24 03:44:44.000000,2020-04-11 14:20:38.000000,58.0,51.0,389.0,,,,47.0,39.0,,,,747.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
245,linty_fresh,https://github.com/lyft/linty_fresh,,Surface lint errors during code review.,linters,14,True,lyft/linty_fresh,https://github.com/lyft/linty_fresh,Apache-2.0,2015-12-19 02:37:26.000000,2021-09-14 16:38:07.000000,2020-11-30 22:18:53.000000,21.0,1.0,184.0,2018-12-12 19:47:05.000000,0.7.0,10.0,17.0,8.0,"['flake8', 'mypy']",,linty-fresh,53.0,,,https://pypi.org/project/linty-fresh,2018-12-12 19:47:05.000000,,,,,,,3.0,,,,,,,,,,,,,,,
246,com2ann,https://github.com/ilevkivskyi/com2ann,,Tool for translation type comments to type annotations in Python.,refactoring,14,True,ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000000,2021-08-21 14:47:42.000000,2021-08-21 14:47:42.000000,7.0,15.0,98.0,2021-08-21 09:01:26.000000,0.3.0,3.0,4.0,5.0,,,com2ann,31.0,6.0,6.0,https://pypi.org/project/com2ann,2021-08-21 09:01:26.000000,0.0,,,,,,3.0,,,,,,,,,,,,,,,
247,massedit,https://github.com/elmotec/massedit,,Programmatically edit text files with Python. Useful for source to source transformations.,refactoring,14,True,elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000000,2020-12-23 02:17:37.000000,2020-12-23 02:11:17.000000,14.0,5.0,91.0,2020-12-23 02:19:02.000000,0.69.1,15.0,6.0,3.0,,,massedit,178.0,10.0,,https://pypi.org/project/massedit,2020-12-23 02:12:33.000000,10.0,,0.0,,,,3.0,17.0,,,,,,,,,,,,,,
248,universal-build,https://github.com/ml-tooling/universal-build,,Universal build utilities for containerized build pipelines.,build-tools,14,True,ml-tooling/universal-build,https://github.com/ml-tooling/universal-build,MIT,2020-10-19 14:57:21.000000,2021-08-25 20:35:36.000000,2021-08-25 20:35:35.000000,5.0,2.0,13.0,2021-08-25 20:36:45.000000,0.6.15,39.0,4.0,,,,universal-build,,5.0,5.0,https://pypi.org/project/universal-build,2020-12-12 13:21:08.000000,0.0,333.0,334.0,,,,3.0,16.0,,,,,,,,,,,,,,
249,subpar,https://github.com/google/subpar,,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,packaging,13,False,google/subpar,https://github.com/google/subpar,Apache-2.0,2016-08-03 20:11:35.000000,2020-09-16 16:25:54.000000,2019-08-15 01:37:08.000000,60.0,30.0,492.0,2019-05-14 20:14:05.000000,2.0.0,5.0,14.0,33.0,,,,93.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
250,pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,,A PipEnv Environment Switcher.,virtual-envs,13,False,gtalarico/pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,MIT,2018-05-02 03:56:41.000000,2021-06-01 22:15:42.000000,2019-06-27 03:42:48.000000,11.0,10.0,128.0,2018-11-08 03:05:43.000000,0.7.1,25.0,5.0,7.0,,,pipenv-pipes,285.0,,,https://pypi.org/project/pipenv-pipes,2018-11-08 03:05:43.000000,,147.0,147.0,,,,3.0,,,,,,,,,,,,,,,
251,livepython,https://github.com/agermanidis/livepython,,Visually trace Python code in real-time.,profiling,12,False,agermanidis/livepython,https://github.com/agermanidis/livepython,MIT,2017-10-03 00:19:59.000000,2019-01-22 17:39:55.000000,2017-11-14 21:27:52.000000,164.0,15.0,2455.0,,,,3.0,10.0,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
252,cohesion,https://github.com/mschwager/cohesion,,A tool for measuring Python class cohesion.,code-metrics,12,False,mschwager/cohesion,https://github.com/mschwager/cohesion,GPL-3.0,2016-08-11 21:09:32.000000,2019-08-05 17:14:04.000000,2019-08-05 17:14:01.000000,2.0,11.0,143.0,2019-07-10 16:08:05.000000,1.0.0,9.0,2.0,3.0,,,cohesion,78.0,3.0,,https://pypi.org/project/cohesion,2019-07-10 16:08:05.000000,3.0,1773.0,1773.0,,,,3.0,,,,,,,,,,,,,,,
253,pyship,https://github.com/jamesabel/pyship,,pyship - ship Python desktop apps to end users.,packaging,10,False,jamesabel/pyship,https://github.com/jamesabel/pyship,MIT,2020-04-23 04:45:03.000000,2021-06-09 04:34:00.000000,2021-06-09 04:33:22.000000,,,14.0,2021-06-09 04:34:00.000000,0.1.5,17.0,,4.0,,,pyship,,,,https://pypi.org/project/pyship,2021-06-09 04:34:00.000000,,88.0,88.0,,,,3.0,,,,,,,,,,,,,,,
