,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,labels,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
0,Python.org Packaging,https://packaging.python.org/overview/,True,An Overview of Packaging for Python.,packaging,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Testing,https://github.com/ml-tooling/best-of-web-python,True,Testing libraries & tools for python web frameworks.,testing,0,True,ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000000,2021-09-23 14:18:34.000000,2021-09-01 14:02:18.000000,88.0,2.0,1324.0,2021-09-01 14:02:45.000000,2021.08.26,22.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,unittest,https://docs.python.org/3/library/unittest.html,True,Unittest is a test framework included in the Python standard library.,testing,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sphinx,https://github.com/sphinx-doc/sphinx,,Main repository for the Sphinx documentation builder.,documentation,38,True,sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000000,2021-09-23 07:53:02.000000,2021-09-20 08:02:49.000000,1557.0,4752.0,4150.0,2021-09-12 07:53:38.000000,4.2.0,156.0,675.0,866.0,['sphinx'],conda-forge/sphinx,sphinx,18141.0,263335.0,158799.0,https://pypi.org/project/sphinx,2021-09-12 07:53:38.000000,104536.0,3904617.0,3969186.0,https://anaconda.org/conda-forge/sphinx,2021-09-12 10:18:31.683000,3938725.0,1.0,,,,,,,,,,,,,,,
4,psutil,https://github.com/giampaolo/psutil,,Cross-platform lib for process and system monitoring in Python.,profiling,37,True,giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000000,2021-09-12 15:03:10.000000,2021-08-20 07:55:56.000000,1149.0,1293.0,7676.0,2020-12-19 01:19:27.000000,5.8.0,83.0,163.0,203.0,,conda-forge/psutil,psutil,5691.0,133463.0,108797.0,https://pypi.org/project/psutil,2020-12-19 01:19:27.000000,24666.0,33236392.0,33360582.0,https://anaconda.org/conda-forge/psutil,2021-06-29 02:45:06.508000,8072406.0,1.0,,,,,,,,,,,,,,,
5,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,36,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000000,2021-09-10 16:08:02.000000,2021-09-10 16:08:02.000000,1835.0,1469.0,12824.0,2021-07-18 19:32:00.000000,1.2.2,47.0,198.0,111.0,['mkdocs'],conda-forge/mkdocs,mkdocs,1576.0,20875.0,14933.0,https://pypi.org/project/mkdocs,2021-07-18 19:20:49.000000,5942.0,684079.0,686393.0,https://anaconda.org/conda-forge/mkdocs,2021-07-18 21:27:59.884000,150416.0,1.0,,,,,,,,,,,,,,,
6,mypy,https://github.com/python/mypy,,Optional static typing for Python 3 and 2 (PEP 484).,linters,36,True,python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000000,2021-09-23 12:52:03.000000,2021-09-23 10:20:50.000000,1867.0,4828.0,11331.0,,,83.0,491.0,1895.0,,conda-forge/mypy,mypy,9747.0,50899.0,44815.0,https://pypi.org/project/mypy,2021-06-22 18:39:23.000000,6084.0,6925400.0,6952527.0,https://anaconda.org/conda-forge/mypy,2021-06-23 17:56:50.288000,1247874.0,1.0,,,,,,,,,,,,,,,
7,pytest,https://github.com/pytest-dev/pytest,,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",testing,36,True,pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000000,2021-09-23 09:12:31.000000,2021-09-22 14:00:07.000000,1800.0,3949.0,7767.0,2021-08-30 17:39:28.000000,6.2.5,148.0,742.0,714.0,['pytest'],conda-forge/pytest,pytest,,505414.0,374830.0,https://pypi.org/project/pytest,2021-08-30 17:39:00.000000,130584.0,31832620.0,31984792.0,https://anaconda.org/conda-forge/pytest,2021-08-31 02:25:39.479000,9434712.0,1.0,,,,,,,,,,,,,,,
8,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,36,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000000,2021-09-20 17:30:16.000000,2021-09-20 17:30:15.000000,385.0,1121.0,2424.0,2021-09-16 09:44:58.000000,3.24.4,124.0,251.0,133.0,['pytest'],conda-forge/tox,tox,2048.0,84969.0,48569.0,https://pypi.org/project/tox,2021-09-16 09:44:58.000000,36400.0,3859245.0,3866640.0,https://anaconda.org/conda-forge/tox,2021-09-17 16:40:15.484000,354980.0,1.0,,,,,,,,,,,,,,,
9,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,35,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000000,2021-09-23 13:35:21.000000,2021-09-22 04:26:25.000000,2394.0,5019.0,7425.0,2021-08-12 14:54:57.000000,21.2.4,111.0,633.0,985.0,,conda-forge/pip,pip,,78450.0,59784.0,https://pypi.org/project/pip,2021-08-12 14:54:57.000000,18666.0,90960296.0,91358640.0,https://anaconda.org/conda-forge/pip,2021-08-12 18:29:31.614000,24697364.0,1.0,,,,,,,,,,,,,,,
10,jedi,https://github.com/davidhalter/jedi,,"Awesome autocompletion, static analysis and refactoring library for python.",refactoring,35,True,davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000000,2021-09-02 09:22:08.000000,2021-09-02 09:22:08.000000,441.0,1222.0,4974.0,2020-12-25 10:34:25.000000,0.18.0,30.0,145.0,30.0,,conda-forge/jedi,jedi,8224.0,167805.0,151899.0,https://pypi.org/project/jedi,2020-12-25 10:34:25.000000,15906.0,16245923.0,16350270.0,https://anaconda.org/conda-forge/jedi,2021-06-29 02:44:18.629000,6156518.0,1.0,,,,,,,,,,,,,,,
11,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,35,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000000,2021-09-20 21:15:54.000000,2021-09-20 21:15:53.000000,183.0,1261.0,1496.0,2021-03-14 23:32:11.000000,3.9.0,79.0,156.0,38.0,,conda-forge/flake8,flake8,2001.0,265532.0,194242.0,https://pypi.org/project/flake8,2021-05-08 19:52:32.000000,71290.0,11461058.0,11508444.0,https://anaconda.org/conda-forge/flake8,2021-05-10 17:37:45.968000,2985375.0,1.0,,,,,,,,,,,,,,,
12,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,34,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000000,2021-09-22 19:25:42.000000,2021-09-19 09:15:39.000000,1442.0,1343.0,22452.0,2021-09-14 02:24:50.000000,21.9b0,33.0,270.0,324.0,,conda-forge/black,black,,89396.0,83168.0,https://pypi.org/project/black,2021-09-14 02:25:24.000000,6228.0,8584754.0,8638002.0,https://anaconda.org/conda-forge/black,2021-09-14 05:32:53.068000,2107848.0,1.0,16576.0,,,,,,,,,,,,,,
13,tqdm,https://github.com/tqdm/tqdm,,"A Fast, Extensible Progress Bar for Python and CLI.",logging,34,True,tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000000,2021-09-23 00:41:20.000000,2021-09-20 16:15:31.000000,1014.0,529.0,19507.0,2021-09-20 15:24:06.000000,4.62.3,124.0,107.0,310.0,,conda-forge/tqdm,tqdm,1889.0,233935.0,207697.0,https://pypi.org/project/tqdm,2021-09-20 15:11:15.000000,26238.0,,122817.0,https://anaconda.org/conda-forge/tqdm,2021-09-20 17:51:38.361000,7726625.0,1.0,7811.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2021-09-20 16:33:51.330836,1.0,3893.0,,,,,,,,,
14,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,34,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000000,2021-09-20 12:26:11.000000,2021-09-20 12:26:11.000000,1768.0,3440.0,6298.0,2021-09-08 10:04:10.000000,4.1.1,66.0,147.0,213.0,,conda-forge/robotframework,robotframework,13013.0,5632.0,4224.0,https://pypi.org/project/robotframework,2021-09-08 09:35:35.000000,1408.0,837479.0,838895.0,https://anaconda.org/conda-forge/robotframework,2021-09-08 13:23:20.938000,62061.0,1.0,514.0,,,,,,,,,,,,,,
15,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000000,2021-08-15 12:15:32.000000,2021-08-15 12:15:32.000000,244.0,335.0,3890.0,2021-04-30 06:09:29.000000,1.5.7,67.0,51.0,88.0,,conda-forge/autopep8,autopep8,2717.0,99950.0,89766.0,https://pypi.org/project/autopep8,2021-04-30 06:04:42.000000,10184.0,2179352.0,2187866.0,https://anaconda.org/conda-forge/autopep8,2021-04-30 08:34:16.877000,536419.0,1.0,,,,,,,,,,,,,,,
16,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000000,2021-09-22 21:59:16.000000,2021-09-22 01:38:24.000000,764.0,1274.0,1439.0,2021-09-22 02:01:19.000000,58.1.0,441.0,461.0,552.0,,conda-forge/setuptools,setuptools,,174993.0,117063.0,https://pypi.org/project/setuptools,2021-09-22 02:01:09.000000,57930.0,138601868.0,139021954.0,https://anaconda.org/conda-forge/setuptools,2021-09-20 19:10:35.502000,26045328.0,1.0,110.0,,,,,,,,,,,,,,
17,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-09-23 06:34:34.000000,2021-09-22 20:23:58.000000,899.0,516.0,29257.0,2021-09-18 09:41:52.000000,10.10.0,134.0,115.0,16.0,,conda-forge/rich,rich,2271.0,6940.0,6940.0,https://pypi.org/project/rich,2021-09-18 09:41:19.000000,0.0,2161522.0,2188363.0,https://anaconda.org/conda-forge/rich,2021-09-18 14:09:37.594000,375779.0,1.0,,,,,,,,,,,,,,,
18,pipenv,https://github.com/pypa/pipenv,,Python Development Workflow for Humans.,virtual-envs,33,True,pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000000,2021-09-19 06:35:49.000000,2021-08-31 00:56:36.000000,1650.0,2899.0,22291.0,2021-05-29 03:10:16.000000,2021.5.29,298.0,387.0,583.0,,conda-forge/pipenv,pipenv,7109.0,23924.0,21650.0,https://pypi.org/project/pipenv,2021-05-29 03:10:16.000000,2274.0,,1876.0,https://anaconda.org/conda-forge/pipenv,2020-11-15 06:15:51.831000,43155.0,1.0,,,,,,,-4.0,,,,,,,,
19,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,33,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000000,2021-09-23 10:01:40.000000,2021-09-19 11:23:53.000000,1333.0,2090.0,16424.0,2021-09-21 21:08:27.000000,1.1.10,140.0,287.0,1235.0,,conda-forge/poetry,poetry,1870.0,64.0,,https://pypi.org/project/poetry,2021-09-21 21:08:27.000000,64.0,3300193.0,3505771.0,https://anaconda.org/conda-forge/poetry,2021-08-30 22:37:02.280000,254443.0,2.0,8320005.0,,,,,,,,,,,,,,
20,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,Technical documentation that just works.,documentation,33,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000000,2021-09-23 11:06:49.039000,2021-09-23 07:23:42.000000,1806.0,1107.0,7533.0,2021-09-23 07:25:13.000000,7.3.0,215.0,130.0,14.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,3579.0,10161.0,8659.0,https://pypi.org/project/mkdocs-material,2021-09-23 07:25:13.000000,1502.0,564595.0,566856.0,https://anaconda.org/conda-forge/mkdocs-material,2021-09-23 11:06:49.039000,63316.0,1.0,,,,,,,,,,,,,,,
21,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,33,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000000,2021-09-22 22:28:19.000000,2021-09-21 21:48:05.000000,462.0,641.0,5205.0,2021-09-21 22:10:01.000000,6.3.0,94.0,159.0,118.0,,conda-forge/pip-tools,pip-tools,1631.0,3252.0,,https://pypi.org/project/pip-tools,2021-09-21 22:10:01.000000,3252.0,6412052.0,6412981.0,https://anaconda.org/conda-forge/pip-tools,2021-09-22 00:31:45.842000,15801.0,2.0,,,,,,,,,,,,,,,
22,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,33,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000000,2021-09-16 22:51:59.000000,2021-09-14 00:40:35.000000,609.0,542.0,4398.0,2021-03-14 18:44:02.000000,2.7.0,12.0,126.0,120.0,,conda-forge/pycodestyle,pycodestyle,1226.0,181255.0,160025.0,https://pypi.org/project/pycodestyle,2021-03-14 18:44:02.000000,21230.0,15864265.0,15914255.0,https://anaconda.org/conda-forge/pycodestyle,2021-03-15 18:43:23.361000,3149417.0,1.0,,,,,,,,,,,,,,,
23,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000000,2021-09-14 06:35:28.000000,2021-09-14 06:35:28.000000,416.0,974.0,4171.0,2021-07-29 06:41:35.000000,5.9.3,130.0,246.0,26.0,,conda-forge/isort,isort,,218398.0,194180.0,https://pypi.org/project/isort,2021-07-29 06:40:41.000000,24218.0,15681869.0,15719456.0,https://anaconda.org/conda-forge/isort,2021-07-29 08:58:06.550000,2330427.0,2.0,,,,,,,,,,,,,,,
24,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000000,2021-09-17 17:13:48.000000,2021-09-17 17:13:47.000000,1596.0,529.0,3829.0,2018-10-05 13:20:49.000000,0.4.2,23.0,108.0,186.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,1345.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000000,23474.0,1854384.0,1882331.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268000,1704784.0,1.0,,,,,,,,,,,,,,,
25,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,33,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000000,2021-09-21 07:53:59.000000,2021-09-21 06:41:58.000000,146.0,197.0,1103.0,2021-06-01 17:24:42.000000,2.12.1,42.0,70.0,100.0,['pytest'],conda-forge/pytest-cov,pytest-cov,839.0,142271.0,98877.0,https://pypi.org/project/pytest-cov,2021-06-01 17:24:42.000000,43394.0,9868451.0,9922740.0,https://anaconda.org/conda-forge/pytest-cov,2021-06-02 16:41:25.608000,3583112.0,1.0,,,,,,,,,,,,,,,
26,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,32,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000000,2021-09-22 23:56:22.000000,2021-09-22 23:56:21.000000,487.0,1206.0,6545.0,2021-09-03 00:45:09.000000,2.15.0,163.0,125.0,23.0,,conda-forge/pre-commit,pre-commit,2074.0,2136.0,,https://pypi.org/project/pre-commit,2021-09-03 00:33:45.000000,2136.0,3322508.0,3351549.0,https://anaconda.org/conda-forge/pre-commit,2021-09-03 12:43:28.471000,719296.0,1.0,12989.0,,,,,,,,,,,,,,
27,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,32,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000000,2021-09-22 17:48:26.000000,2021-09-19 09:17:32.000000,472.0,1099.0,5379.0,2021-09-19 09:17:50.000000,hypothesis-python-6.21.6,878.0,251.0,59.0,,conda-forge/hypothesis,hypothesis,11000.0,12520.0,9904.0,https://pypi.org/project/hypothesis,2021-09-19 09:17:36.000000,2616.0,,76289.0,https://anaconda.org/conda-forge/hypothesis,2021-09-19 12:20:03.931000,4729954.0,1.0,,,,,,,,,,,,,,,
28,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000000,2021-09-23 12:35:32.000000,2021-09-17 18:56:50.000000,1082.0,6129.0,4309.0,2021-06-30 04:55:46.000000,4.10.3,100.0,368.0,2033.0,,conda-forge/conda,conda,15748.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000000,2104.0,58066.0,409282.0,https://anaconda.org/conda-forge/conda,2021-09-10 02:39:21.276000,21424235.0,2.0,,,,,,,,,,,,,,,
29,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000000,2021-09-15 16:32:20.000000,2021-07-12 00:36:12.000000,294.0,358.0,3386.0,2021-07-09 21:42:28.000000,1.6.0,52.0,56.0,323.0,,conda-forge/invoke,invoke,3519.0,13346.0,8744.0,https://pypi.org/project/invoke,2021-07-09 21:42:28.000000,4602.0,2391811.0,2398168.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642000,413222.0,1.0,,,,,,,,,,,,,,,
30,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,32,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000000,2021-08-06 03:07:24.000000,2021-05-28 17:28:29.000000,156.0,352.0,1067.0,2021-03-24 16:32:54.000000,2.3.1,30.0,77.0,85.0,,conda-forge/pyflakes,pyflakes,513.0,125607.0,99109.0,https://pypi.org/project/pyflakes,2021-03-24 16:32:54.000000,26498.0,12060752.0,12108362.0,https://anaconda.org/conda-forge/pyflakes,2021-03-24 22:10:26.104000,2999438.0,1.0,,,,,,,,,,,,,,,
31,python-json-logger,https://github.com/madzak/python-json-logger,,Json Formatter for the standard python logger.,logging,32,True,madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000000,2021-07-27 23:18:51.000000,2021-07-27 23:18:45.000000,158.0,45.0,1067.0,2021-07-27 23:09:33.000000,2.0.2,20.0,46.0,20.0,,conda-forge/python-json-logger,python-json-logger,196.0,18165.0,17247.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000000,918.0,3862764.0,3879054.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855000,863409.0,1.0,,,,,,,,,,,,,,,
32,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000000,2021-09-22 16:14:54.984000,2021-09-22 13:04:07.000000,233.0,385.0,1048.0,2021-09-22 13:03:50.000000,1.4.1,133.0,102.0,184.0,,conda-forge/sentry-sdk,sentry-sdk,1290.0,15163.0,14177.0,https://pypi.org/project/sentry-sdk,2021-09-22 13:03:47.000000,986.0,9476231.0,9479419.0,https://anaconda.org/conda-forge/sentry-sdk,2021-09-22 16:14:54.984000,104052.0,1.0,4499.0,,,,,,,,,,,,,,
33,pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,pytest plugin for distributed testing and loop-on-failures testing modes.,testing,32,True,pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000000,2021-09-21 18:12:10.477000,2021-09-21 12:26:20.000000,155.0,239.0,765.0,2021-09-21 12:25:02.000000,2.4.0,57.0,75.0,204.0,['pytest'],conda-forge/pytest-xdist,pytest-xdist,906.0,29098.0,21756.0,https://pypi.org/project/pytest-xdist,2021-09-21 12:25:02.000000,7342.0,4362486.0,4391323.0,https://anaconda.org/conda-forge/pytest-xdist,2021-09-21 18:12:10.477000,1787950.0,1.0,,,,,,,,,,,,,,,
34,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580000,2021-09-08 08:11:16.000000,2021-08-18 17:11:44.000000,99.0,295.0,258.0,2021-08-09 20:48:33.000000,0.37.0,65.0,61.0,31.0,,conda-forge/wheel,wheel,739.0,62544.0,,https://pypi.org/project/wheel,2021-08-09 20:48:33.000000,62544.0,91140157.0,91478960.0,https://anaconda.org/conda-forge/wheel,2021-08-13 19:04:03.566000,21005789.0,1.0,,,,,,,,,,,,,,,
35,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000000,2021-09-09 07:14:10.000000,2021-09-09 07:14:10.000000,437.0,394.0,9843.0,2020-09-20 07:56:32.000000,0.5.3,17.0,30.0,62.0,,conda-forge/loguru,loguru,562.0,10581.0,10239.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000000,342.0,1623141.0,1631321.0,https://anaconda.org/conda-forge/loguru,2021-04-19 15:15:46.138000,253601.0,2.0,,,,,,,,,,,,,,,
36,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000000,2021-09-23 13:09:08.000000,2021-09-23 13:09:08.000000,1536.0,746.0,4683.0,2021-07-31 09:54:45.000000,3.3.0,113.0,799.0,650.0,,conda-forge/buildbot,buildbot,22245.0,1146.0,254.0,https://pypi.org/project/buildbot,2021-07-31 09:54:45.000000,892.0,56422.0,58500.0,https://anaconda.org/conda-forge/buildbot,2021-07-31 13:21:14.599000,42415.0,2.0,16810.0,,,,,,,,,,,,,,
37,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,31,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000000,2021-09-23 13:46:03.000000,2021-09-23 08:18:29.000000,755.0,2933.0,3567.0,2021-09-16 20:55:08.000000,2.11.1,119.0,410.0,713.0,,conda-forge/pylint,pylint,,37734.0,,https://pypi.org/project/pylint,2021-09-16 20:55:08.000000,37734.0,10372717.0,10409179.0,https://anaconda.org/conda-forge/pylint,2021-09-17 15:38:30.268000,2224183.0,1.0,,,,,,,,,,,,,,,
38,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000000,2021-09-09 11:02:01.000000,2021-09-09 11:02:01.000000,133.0,111.0,1468.0,2021-06-02 11:43:46.000000,0.13.9,41.0,49.0,57.0,,conda-forge/ipdb,ipdb,352.0,44951.0,28053.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000000,16898.0,1619069.0,1622279.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798000,199047.0,1.0,,,,,,,,,,,,,,,
39,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,31,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000000,2021-07-19 14:00:45.000000,2019-10-16 17:48:40.000000,157.0,125.0,1404.0,2019-01-16 20:35:25.000000,1.4.3,41.0,76.0,56.0,,conda-forge/logbook,logbook,1194.0,4771.0,2707.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000000,2064.0,737203.0,738871.0,https://anaconda.org/conda-forge/logbook,2021-01-11 05:40:29.145000,49956.0,2.0,273.0,,,,,,,,,,,,,,
40,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,31,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000000,2021-04-09 10:35:26.000000,2016-03-04 01:16:26.000000,358.0,461.0,1342.0,2015-06-02 09:12:36.000000,1.3.7,14.0,95.0,447.0,,conda-forge/nose,nose,1004.0,200955.0,114481.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000000,86474.0,3942689.0,3971758.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277000,1860477.0,2.0,,,,,,,,,,,,,,,
41,pydocstyle,https://github.com/PyCQA/pydocstyle,,docstring style checker.,linters,31,True,PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000000,2021-08-16 05:40:04.000000,2021-08-15 13:40:47.000000,152.0,195.0,814.0,2021-05-17 20:37:45.000000,6.1.1,17.0,74.0,79.0,,conda-forge/pydocstyle,pydocstyle,713.0,22803.0,18883.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000000,3920.0,1776870.0,1783790.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379000,429085.0,1.0,56.0,,,,,,,,,,,,,,
42,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,31,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000000,2021-09-15 20:32:18.000000,2021-09-15 20:32:18.000000,75.0,94.0,446.0,2021-03-30 20:43:51.000000,0.8.2,25.0,43.0,8.0,,conda-forge/parso,parso,1094.0,160006.0,148642.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000000,11364.0,16245016.0,16356167.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064000,5001819.0,1.0,,,,,,,,,,,,,,,
43,packaging,https://github.com/pypa/packaging,,Core utilities for Python packages.,packaging,31,True,pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000000,2021-08-27 23:00:50.000000,2021-08-27 23:00:50.000000,159.0,152.0,326.0,2021-07-23 20:58:52.000000,21.0,36.0,70.0,55.0,,conda-forge/packaging,packaging,,279917.0,250717.0,https://pypi.org/project/packaging,2021-07-03 12:32:30.000000,29200.0,72845385.0,72997705.0,https://anaconda.org/conda-forge/packaging,2021-07-03 14:49:57.465000,9595840.0,1.0,147.0,,,,,,,,,,,,,,
