,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,projectrank_placing,trending,labels,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
157,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2025-04-22 14:57:01.909,2024-06-04 10:45:11,262.0,,24.0,13.0,38.0,4.0,5.0,461.0,2024-05-31 16:57:41.000,1.1.3,42.0,14.0,24,False,explosion/wasabi,wasabi,conda-forge/wasabi,68033.0,67822.0,https://pypi.org/project/wasabi,2024-05-31 16:56:16.000,211.0,https://anaconda.org/conda-forge/wasabi,2025-04-22 14:57:01.909,1663750.0,26834.0,3.0,,,,,,,,,,,,,,,,,,,,
158,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2025-04-22 14:56:33.025,2024-02-26 01:33:26,235.0,,112.0,20.0,67.0,13.0,46.0,442.0,2024-02-26 01:36:32.000,1.7.2,34.0,38.0,24,False,,ddt,conda-forge/ddt,6547.0,6335.0,https://pypi.org/project/ddt,2024-02-26 01:36:32.000,212.0,https://anaconda.org/conda-forge/ddt,2025-04-22 14:56:33.025,127872.0,3653.0,3.0,,,,,,,,,,,,,,,,,,,,
159,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2025-04-22 14:57:21.503,2025-04-02 15:52:31,354.0,,33.0,8.0,125.0,7.0,65.0,255.0,2025-04-02 19:31:14.000,1.0.1,25.0,16.0,24,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,5283.0,4500.0,https://pypi.org/project/pytest-mypy,2025-04-02 19:31:14.000,783.0,https://anaconda.org/conda-forge/pytest-mypy,2025-04-22 14:57:21.503,118463.0,1974.0,3.0,,['pytest'],,,,,,,,,,,,,,,,,,
160,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2025-04-22 14:56:42.129,2023-07-03 22:55:34,205.0,,55.0,19.0,109.0,1.0,86.0,229.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,24,False,,typed_ast,conda-forge/typed-ast,642.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,642.0,https://anaconda.org/conda-forge/typed-ast,2025-04-22 14:56:42.129,6684441.0,115248.0,3.0,,,,,,,,,,,,,,,,,,,,
161,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2025-04-22 14:56:50.637,2025-02-16 20:15:18,115.0,,37.0,11.0,55.0,1.0,37.0,146.0,2024-06-27 20:31:49.000,0.6.0,23.0,11.0,24,True,,gast,conda-forge/gast,214144.0,213700.0,https://pypi.org/project/gast,2024-06-27 20:31:49.000,444.0,https://anaconda.org/conda-forge/gast,2025-04-22 14:56:50.637,3428994.0,57149.0,3.0,,,,,,,,,,,,,,,,,,,,
162,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2025-08-10 08:48:59.000,2025-08-10 08:33:10,357.0,3.0,25.0,4.0,80.0,3.0,48.0,117.0,2024-04-09 10:57:31.000,2.5.0,31.0,21.0,24,True,,flake8-builtins,conda-forge/flake8-builtins,11952.0,11450.0,https://pypi.org/project/flake8-builtins,2024-04-09 10:57:31.000,502.0,https://anaconda.org/conda-forge/flake8-builtins,2025-04-22 14:56:29.787,335237.0,9859.0,3.0,2.0,['flake8'],,,,,,,,,,,,,,,,,,
163,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2025-03-13 15:39:41.000,2025-01-06 20:58:21,1449.0,,514.0,48.0,595.0,125.0,245.0,4206.0,2024-05-06 18:05:06.000,1.5.0,38.0,85.0,23,True,,detect-secrets,,95.0,,https://pypi.org/project/detect-secrets,2024-05-06 17:46:16.000,95.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
164,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2024-02-05 04:33:35.000,2021-06-11 17:11:55,4487.0,,1356.0,100.0,3155.0,835.0,2374.0,3569.0,2017-05-30 10:07:57.000,0.11.1,731.0,484.0,23,False,,coala-bears,,19.0,13.0,https://pypi.org/project/coala-bears,2023-12-02 01:06:08.134,6.0,,,,1.0,3.0,,,236.0,,,,,,,,,,,,,,,,,
165,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,107.0,161.0,1781.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,23,False,,dephell,,866.0,846.0,https://pypi.org/project/dephell,2020-04-28 06:31:03.273,20.0,,,,4.0,3.0,,,339.0,,,,,,,,,,,,,,,,,
166,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2025-07-13 15:42:19.000,2025-07-13 15:42:11,1141.0,41.0,50.0,13.0,23.0,46.0,55.0,835.0,2025-07-11 19:33:47.000,3.8.0,55.0,10.0,23,True,,hunter,conda-forge/hunter,17.0,,https://pypi.org/project/hunter,2025-07-11 19:33:47.000,17.0,https://anaconda.org/conda-forge/hunter,2025-07-12 01:44:58.114,170533.0,3480.0,3.0,,,,,,,,,,,,,,,,,,,,
167,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2025-04-22 14:56:45.076,2019-06-15 20:36:43,183.0,,57.0,11.0,51.0,47.0,45.0,756.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,23,False,,pytest-watch,conda-forge/pytest-watch,11644.0,11085.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,559.0,https://anaconda.org/conda-forge/pytest-watch,2025-04-22 14:56:45.076,169395.0,2871.0,3.0,,['pytest'],,,,,,,,,,,,,,,,,,
168,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2025-06-23 16:48:54.000,2024-07-12 19:12:57,938.0,,39.0,13.0,37.0,202.0,311.0,403.0,2024-05-25 16:33:38.000,0.28.8,50.0,31.0,23,False,,py2app,,5508.0,5483.0,https://pypi.org/project/py2app,2024-05-25 16:31:50.000,25.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
169,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2025-04-22 14:56:57.724,2025-01-20 12:37:43,583.0,,38.0,6.0,73.0,23.0,77.0,293.0,,,44.0,22.0,23,True,,check-manifest,conda-forge/check-manifest,16308.0,11709.0,https://pypi.org/project/check-manifest,2024-10-09 08:09:59.000,4599.0,https://anaconda.org/conda-forge/check-manifest,2025-04-22 14:56:57.724,161607.0,2739.0,3.0,,,,,,,,,,,,,,,,,,,,
170,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,636.0,157.0,35.0,183.0,120.0,2087.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,22,False,,uiautomator,,317.0,305.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,12.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
171,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2025-07-13 09:58:57.000,2023-10-11 03:48:44,905.0,,60.0,23.0,130.0,44.0,73.0,1249.0,2023-10-11 03:48:57.000,1.25.0,52.0,24.0,22,False,,wily,,270.0,268.0,https://pypi.org/project/wily,2023-10-11 03:48:57.000,2.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
172,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2025-04-22 14:56:46.735,2024-12-22 12:39:02,393.0,,66.0,20.0,86.0,41.0,131.0,906.0,2024-12-22 12:48:57.000,2.1.3,93.0,29.0,22,True,,pytest-testmon,conda-forge/pytest-testmon,1454.0,1425.0,https://pypi.org/project/pytest-testmon,2024-12-22 12:43:10.000,29.0,https://anaconda.org/conda-forge/pytest-testmon,2025-04-22 14:56:46.735,61361.0,681.0,3.0,,['pytest'],,,,,,,,,,,,,,,,,,
173,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2025-04-22 14:57:50.454,2024-12-31 07:51:55,440.0,,13.0,3.0,332.0,8.0,32.0,314.0,2023-05-31 09:59:03.360,1.5.0,16.0,17.0,22,True,,flake8-eradicate,conda-forge/flake8-eradicate,20280.0,20107.0,https://pypi.org/project/flake8-eradicate,2023-05-31 09:59:03.360,173.0,https://anaconda.org/conda-forge/flake8-eradicate,2025-04-22 14:57:50.454,23651.0,454.0,3.0,,['flake8'],,,,,,,,,,,,,,,,,,
174,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2025-05-10 18:39:17.052,2024-10-21 10:26:40,127.0,,22.0,6.0,19.0,5.0,35.0,258.0,2024-10-21 10:27:51.000,0.9.3,24.0,13.0,22,True,,xenon,conda-forge/xenon,1651.0,1604.0,https://pypi.org/project/xenon,2024-10-21 10:27:51.000,47.0,https://anaconda.org/conda-forge/xenon,2025-05-10 18:39:17.052,28303.0,9434.0,3.0,,,,,,,,,,,,,,,,,,,,
175,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2024-12-20 17:52:29.000,2024-12-19 16:56:51,1087.0,,66.0,32.0,7.0,,,240.0,2024-08-16 16:13:46.000,7.0.0,42.0,189.0,22,True,,hacking,,7876.0,7783.0,https://pypi.org/project/hacking,2024-08-16 16:13:46.000,93.0,,,,,3.0,,['flake8'],,,,,,,,,,,,,,,,,,
176,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,Saxpath,2012-12-23 04:39:48.000,2025-08-12 13:10:14.000,2025-08-12 13:10:06,189.0,5.0,25.0,5.0,31.0,7.0,17.0,214.0,2025-05-18 15:34:29.000,3.0.0,20.0,16.0,22,False,PyCQA/eradicate,eradicate,conda-forge/eradicate,16868.0,16837.0,https://pypi.org/project/eradicate,2025-05-18 15:34:29.000,31.0,https://anaconda.org/conda-forge/eradicate,2025-05-20 15:34:28.643,17832.0,342.0,2.0,,,,,,,,,,,,,,,,,,,,
177,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2025-04-22 14:57:41.763,2021-02-16 17:29:00,446.0,,51.0,9.0,171.0,33.0,23.0,203.0,2021-02-16 16:47:31.000,0.2.23,26.0,43.0,22,False,wearepal/data-science-types,data-science-types,conda-forge/data-science-types,2005.0,1911.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,94.0,https://anaconda.org/conda-forge/data-science-types,2025-04-22 14:57:41.763,18373.0,328.0,3.0,,,,,,,,,,,,,,,,,,,,
178,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2025-07-08 02:04:34.000,2025-07-08 02:04:33,195.0,3.0,11.0,2.0,68.0,3.0,26.0,166.0,2022-12-20 09:31:01.407,0.3.6,20.0,10.0,22,True,,flake8-black,conda-forge/flake8-black,9065.0,8577.0,https://pypi.org/project/flake8-black,2022-12-20 09:31:01.407,488.0,https://anaconda.org/conda-forge/flake8-black,2025-04-22 14:57:06.345,483175.0,7669.0,3.0,,['flake8'],,,,,,,,,,,,,,,,,,
179,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2025-04-22 14:57:38.190,2025-03-09 17:32:30,258.0,,32.0,2.0,45.0,7.0,95.0,52.0,2025-03-09 17:32:47.000,0.16.5,30.0,23.0,22,True,,pytkdocs,conda-forge/pytkdocs,1615.0,1593.0,https://pypi.org/project/pytkdocs,2025-03-09 17:32:40.000,22.0,https://anaconda.org/conda-forge/pytkdocs,2025-04-22 14:57:38.190,188875.0,3256.0,3.0,,,,,,,,,,,,,,,,,,,,
180,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2025-04-22 14:56:57.175,2023-01-20 18:08:14,186.0,,121.0,38.0,95.0,48.0,34.0,1617.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,21,False,,bowler,conda-forge/bowler,19.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,19.0,https://anaconda.org/conda-forge/bowler,2025-04-22 14:56:57.175,23109.0,285.0,3.0,,,,,,,,,,,,,,,,,,,,
181,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2025-04-22 14:58:02.750,2024-10-06 20:30:29,434.0,,38.0,21.0,19.0,25.0,31.0,1377.0,2024-10-06 20:31:02.000,0.6.0,16.0,22.0,21,True,,snoop,conda-forge/snoop,41.0,,https://pypi.org/project/snoop,2024-10-06 20:31:02.000,41.0,https://anaconda.org/conda-forge/snoop,2025-04-22 14:58:02.750,10249.0,222.0,3.0,,,,,,,,,,,,,,,,,,,,
182,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2025-07-06 13:27:39.000,2025-07-06 13:27:39,371.0,1.0,48.0,23.0,56.0,67.0,75.0,1336.0,2021-07-02 13:17:04.000,0.3.1,26.0,29.0,21,True,,pyflow,,43.0,42.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,,,,119.0,3.0,,,8636.0,,,,,,,,,,,,,,,,,
183,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2025-04-22 14:57:07.280,2024-03-13 19:34:35,215.0,,40.0,7.0,38.0,11.0,25.0,1288.0,2024-03-13 19:36:07.000,0.2.12,21.0,7.0,21,False,,stackprinter,conda-forge/stackprinter,475.0,427.0,https://pypi.org/project/stackprinter,2024-03-13 19:36:07.000,48.0,https://anaconda.org/conda-forge/stackprinter,2025-04-22 14:57:07.280,14051.0,242.0,3.0,,,,,,,,,,,,,,,,,,,,
184,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2024-06-21 06:45:05.000,2022-08-08 11:25:05,700.0,,100.0,18.0,99.0,64.0,96.0,1054.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,21,False,,pylama,,7097.0,6768.0,https://pypi.org/project/pylama,2022-08-08 11:29:01.059,329.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
185,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2025-04-22 14:57:50.459,2025-01-24 19:11:42,134.0,,49.0,10.0,104.0,28.0,41.0,1045.0,2023-09-03 16:53:31.000,0.12.2,18.0,14.0,21,True,,python-devtools,conda-forge/python-devtools,8712.0,8710.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000,2.0,https://anaconda.org/conda-forge/python-devtools,2025-04-22 14:57:50.459,43187.0,830.0,3.0,,,,,,,,,,,,,,,,,,,,
186,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2025-04-22 14:57:40.275,2024-11-22 03:48:46,508.0,,82.0,17.0,540.0,25.0,116.0,684.0,2024-04-01 20:24:40.000,3.6.0,42.0,39.0,21,True,nipunn1313/mypy-protobuf,mypy-protobuf,conda-forge/mypy-protobuf,187.0,,https://pypi.org/project/mypy-protobuf,2024-04-01 20:24:40.000,187.0,https://anaconda.org/conda-forge/mypy-protobuf,2025-04-22 14:57:40.275,163098.0,2861.0,3.0,,,,,,,,,,,,,,,,,,,,
187,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2025-07-07 21:07:18.000,2024-05-20 16:10:07,243.0,,48.0,4.0,125.0,32.0,37.0,638.0,2024-04-07 22:30:44.000,1.7.0,16.0,17.0,21,False,,interrogate,,9008.0,8622.0,https://pypi.org/project/interrogate,2024-04-07 22:30:44.000,386.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
188,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2025-04-22 14:56:53.611,2025-01-02 18:11:10,836.0,,85.0,20.0,139.0,48.0,79.0,593.0,2024-11-29 19:33:49.000,1.8.1,14.0,67.0,21,True,,pytest-virtualenv,conda-forge/pytest-shutil,73.0,,https://pypi.org/project/pytest-virtualenv,2024-11-29 19:33:49.000,73.0,https://anaconda.org/conda-forge/pytest-shutil,2025-04-22 14:56:53.611,118157.0,2588.0,3.0,,,200.0,,,,,,,,,,,,,,,,,
189,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,213.0,24.0,95.0,57.0,82.0,588.0,2022-02-03 20:27:24.000,0.8.1,58.0,39.0,21,False,,sphinx-bootstrap-theme,,275.0,,https://pypi.org/project/sphinx-bootstrap-theme,2022-02-03 20:27:24.000,275.0,,,,,3.0,,['sphinx'],,,,,,,,,,,,,,,,,,
190,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-11-09 15:34:22.000,2023-11-09 15:30:55,473.0,,65.0,23.0,87.0,53.0,52.0,532.0,2023-11-09 15:34:22.000,0.11.3,22.0,23.0,21,False,,mamba,,1385.0,1356.0,https://pypi.org/project/mamba,2023-11-09 15:34:22.000,29.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
191,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2025-07-04 07:46:29.000,2025-07-04 07:46:00,100.0,4.0,76.0,9.0,72.0,21.0,40.0,469.0,2025-07-04 07:46:30.000,3.2.3,32.0,29.0,21,True,,pytest-docker,,2312.0,2178.0,https://pypi.org/project/pytest-docker,2025-07-04 07:46:16.000,134.0,,,,3.0,3.0,,['pytest'],209.0,,,,,,,,,,,,,,,,,
192,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2025-04-22 14:56:34.780,2022-01-27 10:32:34,98.0,,30.0,7.0,23.0,23.0,22.0,391.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,21,False,,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,3593.0,3298.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,295.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2025-04-22 14:56:34.780,699316.0,6993.0,3.0,,['pytest'],,,,,,,,,,,,,,,,,,
193,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of RegEx.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2025-08-05 14:08:35.000,2025-07-29 21:02:20,921.0,7.0,14.0,7.0,123.0,20.0,32.0,212.0,2024-08-20 13:50:02.000,1.2.0,73.0,12.0,21,True,,xdoctest,conda-forge/xdoctest,192.0,,https://pypi.org/project/xdoctest,2024-08-20 13:48:18.000,192.0,https://anaconda.org/conda-forge/xdoctest,2025-04-22 14:57:21.967,263664.0,4398.0,3.0,,,218.0,,,,,,,,,,,,,,,,,conda-forge/xdoctest
194,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2021-02-11 03:06:29.408,2025-04-22 14:56:28.268,2023-11-06 14:59:10,539.0,,44.0,,,,,198.0,2025-01-19 21:44:01.000,1.0.6,41.0,24.0,21,False,,asteval,conda-forge/asteval,182.0,,https://pypi.org/project/asteval,2025-01-19 21:44:01.000,182.0,https://anaconda.org/conda-forge/asteval,2025-04-22 14:56:28.268,597950.0,11073.0,3.0,,,,,,,,,,,,,,,,,,,,
195,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2025-07-28 15:33:16.000,2023-12-01 19:07:59,597.0,,41.0,6.0,28.0,32.0,46.0,175.0,2023-04-28 19:14:01.551,2.1.1,37.0,10.0,21,False,,releases,conda-forge/sphinx-releases,747.0,706.0,https://pypi.org/project/releases,2023-04-28 19:14:01.551,41.0,https://anaconda.org/conda-forge/sphinx-releases,2025-04-22 14:56:50.743,55402.0,636.0,3.0,,['sphinx'],,,,,,,,,,,,,,,,,,
196,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2025-05-17 07:19:25.000,2025-05-17 07:19:25,525.0,1.0,422.0,74.0,148.0,99.0,262.0,6637.0,2024-07-21 21:37:55.000,1.2.4,12.0,65.0,20,True,,,,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
197,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,153.0,69.0,32.0,30.0,57.0,3967.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,20,False,,vprof,,142.0,131.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,11.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
198,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2025-04-22 14:57:40.153,2021-11-24 14:32:14,130.0,,87.0,32.0,11.0,14.0,38.0,2891.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,20,False,,pretty_errors,conda-forge/pretty_errors,110.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,110.0,https://anaconda.org/conda-forge/pretty_errors,2025-04-22 14:57:40.153,29234.0,512.0,3.0,,,,,,,,,,,,,,,,,,,,
199,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2024-11-04 23:35:07.000,2024-11-04 23:35:07,218.0,,106.0,28.0,135.0,65.0,79.0,1866.0,2024-11-01 19:48:43.000,1.0.8,65.0,43.0,20,True,,shiv,,16.0,,https://pypi.org/project/shiv,2024-11-01 19:47:45.000,16.0,,,,27.0,3.0,,,1981.0,,,,,,,,,,,,,,,,,
200,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,184.0,70.0,170.0,89.0,128.0,1764.0,2017-11-22 14:27:35.000,2.7.0,37.0,56.0,20,False,,sixpack,,14.0,14.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
