,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
40,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-09-11 15:37:20.000,2023-09-11 15:37:19,24116.0,410.0,1478.0,202.0,5523.0,675.0,840.0,5075.0,2023-09-02 20:49:47.000,3.9.2,61.0,850.0,36,True,,buildbot,conda-forge/buildbot,,332.0,332.0,https://pypi.org/project/buildbot,32512.0,35181.0,https://anaconda.org/conda-forge/buildbot,2023-09-03 11:43:28.850,87661.0,1.0,32535.0,,,,,,,,,,,,,,,,,,
41,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-09-13 07:15:02.000,2023-09-13 07:14:58,2280.0,64.0,371.0,30.0,1674.0,111.0,960.0,2280.0,2023-05-31 14:30:27.000,0.18.0,56.0,182.0,36,True,,wemake-python-styleguide,,,15291.0,15244.0,https://pypi.org/project/wemake-python-styleguide,188751.0,188751.0,,,,2.0,,2020-01-19 11:56:48.000,47.0,,,,,,,,,,,,,,,,
42,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-09-14 08:34:27.000,2023-09-07 19:11:04,3161.0,46.0,2790.0,382.0,981.0,31.0,1607.0,33310.0,2023-09-07 08:37:02.000,2.3.26,82.0,424.0,35,True,,pyenv,,,13.0,13.0,https://pypi.org/project/pyenv,10160.0,10160.0,,,,2.0,,,,,,,,,,,,,,,,,,,
43,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-09-13 09:05:38.000,2023-08-18 03:18:51,1319.0,7.0,548.0,66.0,393.0,195.0,457.0,5440.0,2023-03-10 01:08:04.773,1.7.5,36.0,172.0,35,True,,bandit,conda-forge/bandit,,45666.0,43887.0,https://pypi.org/project/bandit,3220205.0,3225241.0,https://anaconda.org/conda-forge/bandit,2023-06-16 16:15:12.910,261279.0,1.0,732.0,2023-03-10 01:08:04.773,1779.0,,,,,,,,,,,,,,,,
44,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-09-05 08:54:05.000,2023-07-12 18:04:56,3696.0,2.0,352.0,92.0,245.0,375.0,402.0,4061.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,35,True,,invoke,conda-forge/invoke,,25023.0,22256.0,https://pypi.org/project/invoke,5881299.0,5910324.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,928826.0,2.0,,2023-07-12 18:05:35.085,2767.0,,,,,,,,,,,,,,,,
45,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-09-13 06:04:26.000,2023-09-13 05:58:50,1423.0,53.0,184.0,33.0,261.0,28.0,262.0,2747.0,2023-04-06 12:17:40.000,23.1.0,13.0,102.0,35,False,,structlog,conda-forge/structlog,,9332.0,9332.0,https://pypi.org/project/structlog,7305232.0,7309055.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,328837.0,2.0,,,,,,,,,,,,,,,,,,,
46,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MIT,2015-04-14 19:22:42.000,2023-09-14 07:07:27.000,2023-09-14 06:50:49,493.0,29.0,238.0,25.0,352.0,159.0,221.0,620.0,2023-09-14 07:11:29.000,4.0.2,55.0,51.0,35,True,,pytest-html,conda-forge/pytest-html,['pytest'],39296.0,38513.0,https://pypi.org/project/pytest-html,3593314.0,3607038.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,466649.0,2.0,,2023-09-14 07:07:27.000,783.0,,,,,,,,,,,,,,,,
47,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2023-09-12 00:25:22.000,2023-09-12 00:25:22,663.0,17.0,210.0,28.0,392.0,67.0,262.0,523.0,2023-04-12 16:11:39.000,23.1,18.0,98.0,35,False,,packaging,conda-forge/packaging,,858987.0,858987.0,https://pypi.org/project/packaging,162541801.0,162980025.0,https://anaconda.org/conda-forge/packaging,2023-06-16 13:17:40.629,38124265.0,2.0,738.0,,,,,,,,,,,,,,,,,,
48,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2023-09-12 07:44:28.000,2023-09-12 07:44:27,897.0,31.0,129.0,31.0,196.0,33.0,339.0,444.0,,,32.0,74.0,35,True,,wheel,conda-forge/wheel,,226885.0,226885.0,https://pypi.org/project/wheel,254876223.0,256909858.0,https://anaconda.org/conda-forge/wheel,2023-08-22 10:40:09.822,75244507.0,2.0,,,,,,,,,,,,,,,,,,,
49,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-09-13 06:33:36.000,2023-09-13 06:33:35,2436.0,106.0,242.0,30.0,780.0,42.0,1207.0,5183.0,2023-09-12 09:46:15.000,2.9.2,100.0,134.0,34,True,,pdm,conda-forge/pdm,,169.0,169.0,https://pypi.org/project/pdm,434978.0,442863.0,https://anaconda.org/conda-forge/pdm,2023-09-12 13:23:39.205,189258.0,2.0,4.0,,,,,,,,,,,,,,,,,,
50,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-06-16 13:15:36.736,2023-05-24 18:28:10,920.0,,197.0,39.0,237.0,132.0,239.0,1525.0,,,20.0,86.0,34,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],273563.0,273563.0,https://pypi.org/project/pytest-cov,24777341.0,24882182.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,9435766.0,2.0,,,,,,,,,,,,,,,,,,,
51,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-09-05 00:15:46.000,2023-09-05 00:15:45,1081.0,2.0,286.0,37.0,534.0,47.0,418.0,1461.0,2022-12-01 01:51:31.000,4.0.2,25.0,117.0,34,True,,twine,conda-forge/twine,,94558.0,94558.0,https://pypi.org/project/twine,3660313.0,3670288.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,847956.0,2.0,,,,,,,,,,,,,,,,,,,
52,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-09-12 11:33:34.000,2023-09-12 11:33:29,1305.0,107.0,153.0,35.0,180.0,41.0,136.0,1448.0,2023-07-30 20:22:26.000,1.6.0,4.0,78.0,34,False,,logbook,conda-forge/logbook,,4856.0,4856.0,https://pypi.org/project/logbook,3486065.0,3489919.0,https://anaconda.org/conda-forge/logbook,2023-07-31 08:36:53.455,150199.0,2.0,322.0,,,,,,,,,,,,,,,,,,
53,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2023-09-11 22:31:12.000,2023-09-11 22:31:11,569.0,43.0,91.0,21.0,103.0,13.0,276.0,1279.0,2023-09-11 07:31:36.000,4.1.5,26.0,31.0,34,False,,typeguard,conda-forge/typeguard,,17624.0,17624.0,https://pypi.org/project/typeguard,11365573.0,11375693.0,https://anaconda.org/conda-forge/typeguard,2023-09-11 11:55:19.488,394690.0,3.0,,,,,,,,,,,,,,,,,,,
54,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-09-13 19:43:09.000,2023-09-13 18:00:06,3047.0,80.0,323.0,85.0,254.0,141.0,254.0,9905.0,2023-09-12 21:28:30.000,1.5.30,153.0,43.0,33,True,,scalene,,,494.0,489.0,https://pypi.org/project/scalene,29987.0,29987.0,,,,2.0,,2023-09-12 21:28:30.000,5.0,,,,,,,,,,,,,,,,
55,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-09-13 21:29:52.000,2023-09-13 21:25:27,14728.0,427.0,401.0,111.0,385.0,115.0,252.0,6467.0,2023-02-14 00:24:14.000,0.9.18,11.0,251.0,33,True,,pyre-check,,,13.0,13.0,https://pypi.org/project/pyre-check,67589.0,67589.0,,,,3.0,,,,,,,,,,,,,,,,,,,
56,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-09-13 12:16:40.000,2023-09-07 18:35:16,920.0,46.0,228.0,56.0,143.0,19.0,106.0,5546.0,2023-09-07 19:19:05.000,4.5.3,42.0,51.0,33,True,,pyinstrument,conda-forge/pyinstrument,,1808.0,1689.0,https://pypi.org/project/pyinstrument,638129.0,644738.0,https://anaconda.org/conda-forge/pyinstrument,2023-09-07 21:06:34.326,244548.0,2.0,,2023-09-07 18:53:39.000,119.0,,,,,,,,,,,,,,,,
57,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-09-14 10:37:03.000,2023-09-13 13:35:19,2534.0,38.0,313.0,61.0,1054.0,11.0,315.0,4035.0,2023-08-19 20:41:39.000,11.1.0,51.0,116.0,33,True,,mimesis,conda-forge/mimesis,,1538.0,1468.0,https://pypi.org/project/mimesis,125697.0,129703.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,152057.0,2.0,477.0,2023-08-19 20:41:39.000,70.0,,,,,,,,,,,,,,,,
58,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-08-25 00:29:01.000,2023-02-22 05:49:22,592.0,,254.0,33.0,222.0,139.0,178.0,3803.0,2022-08-12 12:25:03.405,1.2.2,59.0,109.0,33,True,,freezegun,conda-forge/freezegun,,4575.0,,https://pypi.org/project/freezegun,6540595.0,6556643.0,https://anaconda.org/conda-forge/freezegun,2023-06-16 13:17:16.464,1444357.0,2.0,,2022-08-12 12:25:03.405,4575.0,,,,,,,,,,,,,,,,
59,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-09-09 08:59:04.000,2023-08-31 08:03:20,736.0,19.0,123.0,26.0,142.0,16.0,167.0,2718.0,2023-08-21 14:26:53.000,2.9.1,15.0,36.0,33,True,,vulture,conda-forge/vulture,,4013.0,4013.0,https://pypi.org/project/vulture,648208.0,649083.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,74391.0,1.0,,,,,,,,,,,,,,,,,,,
60,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2023-09-13 23:03:25.000,2023-09-13 12:30:00,4233.0,139.0,241.0,45.0,40.0,12.0,1217.0,2452.0,2023-09-13 23:03:25.000,8.3.6,100.0,31.0,33,False,,pyarmor,,,936.0,936.0,https://pypi.org/project/pyarmor,139244.0,139244.0,,,,2.0,,,,,,,,,,,,,,,,,,,
61,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-09-12 19:17:11.000,2023-09-12 19:17:11,1388.0,7.0,170.0,36.0,267.0,54.0,312.0,1851.0,2023-05-25 01:30:01.451,1.10.2,124.0,90.0,33,True,landscapeio/prospector,prospector,conda-forge/prospector,,5155.0,4466.0,https://pypi.org/project/prospector,825415.0,826433.0,https://anaconda.org/conda-forge/prospector,2023-06-16 13:23:52.144,86532.0,1.0,,2023-05-25 01:30:01.451,689.0,,,,,,,,,,,,,,,,
62,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-08-28 06:35:28.000,2023-04-30 10:08:19,610.0,,135.0,21.0,91.0,67.0,132.0,1764.0,,,13.0,84.0,33,True,,tabulate,conda-forge/tabulate,,138322.0,138322.0,https://pypi.org/project/tabulate,48325763.0,48389972.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5650444.0,2.0,,,,,,,,,,,,,,,,,,,
63,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-09-13 21:44:44.000,2023-09-13 21:44:44,567.0,7.0,127.0,34.0,236.0,12.0,134.0,1643.0,2023-06-15 23:58:18.000,3.11.1,39.0,66.0,33,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],67792.0,67792.0,https://pypi.org/project/pytest-mock,11741720.0,11799611.0,https://anaconda.org/conda-forge/pytest-mock,2023-06-16 11:09:53.662,2257781.0,2.0,5.0,,,,,,,,,,,,,,,,,,
64,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-07-04 07:05:55.000,2023-02-28 17:40:55,262.0,,212.0,27.0,84.0,8.0,89.0,1543.0,2023-02-21 17:39:43.000,2.0.7,10.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,64887.0,64887.0,https://pypi.org/project/python-json-logger,19702288.0,19774870.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,5588847.0,2.0,,,,,,,,,,,,,,,,,,,
65,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-09-14 02:29:44.000,2023-09-13 20:02:37,1074.0,44.0,329.0,57.0,281.0,15.0,115.0,11144.0,2023-08-01 22:54:13.000,1.9.1,15.0,37.0,32,True,,memray,conda-forge/memray,,204.0,204.0,https://pypi.org/project/memray,289363.0,293110.0,https://anaconda.org/conda-forge/memray,2023-08-02 04:02:48.763,63700.0,2.0,,,,,,,,,,,,,,,,,,,
66,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-09-13 08:55:49.000,2023-09-05 05:07:24,476.0,4.0,376.0,111.0,296.0,137.0,188.0,10816.0,2022-09-07 22:01:08.223,0.3.14,38.0,34.0,32,True,,py-spy,conda-forge/py-spy,,3065.0,3019.0,https://pypi.org/project/py-spy,2522384.0,2533178.3333333335,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,473400.0,2.0,13878.0,2022-09-07 22:00:23.982,45.0,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,445.3333333333333,407740.0,
67,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-09-06 14:30:01.000,2023-09-05 06:23:53,581.0,19.0,288.0,75.0,462.0,117.0,464.0,6907.0,2023-03-12 06:08:11.000,1.2.0,24.0,103.0,32,True,,pipx,conda-forge/pipx,,1441.0,1441.0,https://pypi.org/project/pipx,1530264.0,1532105.0,https://anaconda.org/conda-forge/pipx,2023-06-16 19:28:18.672,33853.0,3.0,11254.0,,,,,,,,,,,,,,,,,,
68,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-08-02 22:25:18.000,2023-04-14 07:08:49,336.0,,359.0,59.0,149.0,177.0,98.0,5371.0,2023-04-14 07:11:09.000,0.4.13,42.0,59.0,32,True,,pipreqs,conda-forge/pipreqs,,22794.0,22415.0,https://pypi.org/project/pipreqs,429798.0,430294.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,41726.0,3.0,,2023-04-14 07:10:52.947,379.0,,,,,,,,,,,,,,,,
69,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-09-13 15:54:04.000,2023-08-29 23:16:22,1470.0,16.0,1568.0,164.0,702.0,170.0,616.0,4457.0,,,21.0,115.0,32,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,4545158.0,4636257.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-08-22 09:02:27.150,3552885.0,2.0,,,,,,,,,-6.0,,,,,,,,,,
70,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-09-08 18:19:19.000,2023-09-05 08:37:50,987.0,12.0,378.0,41.0,484.0,195.0,392.0,3189.0,2023-07-19 09:04:00.000,3.3.0,43.0,128.0,32,True,,factory_boy,conda-forge/factory_boy,,805.0,,https://pypi.org/project/factory_boy,3203307.0,3207054.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,134900.0,2.0,,2023-07-19 09:04:00.000,805.0,,,,,,,,,,,,,,,,
71,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-09-12 22:52:25.000,2023-09-12 22:52:25,1372.0,38.0,244.0,55.0,1152.0,160.0,906.0,2370.0,2023-08-28 22:42:08.000,2.1.145,234.0,115.0,32,True,,pex,,,138.0,,https://pypi.org/project/pex,929798.0,1059456.0,,,,2.0,3241452.0,2023-08-28 22:41:57.000,138.0,,,,,,,,,,,,,,,,
72,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2023-09-14 13:27:12.000,2023-09-14 13:27:12,656.0,13.0,489.0,68.0,275.0,71.0,155.0,1741.0,,,11.0,93.0,32,True,,pyelftools,conda-forge/pyelftools,,6512.0,5958.0,https://pypi.org/project/pyelftools,1821637.0,1825666.0,https://anaconda.org/conda-forge/pyelftools,2023-09-08 11:52:48.077,141041.0,1.0,,2023-09-06 23:43:51.000,554.0,,,,,,,,,,,,,,,,
73,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,,2011-03-29 15:28:56.000,2023-08-21 09:24:23.000,2023-05-12 08:01:49,682.0,,180.0,35.0,158.0,49.0,134.0,1616.0,2023-05-12 08:13:47.000,1.8.0,46.0,91.0,32,False,,nodeenv,conda-forge/nodeenv,,58030.0,58030.0,https://pypi.org/project/nodeenv,14950212.0,14992871.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3071511.0,2.0,,,,,,,,,,,,,,,,,,,
74,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-09-14 11:33:13.000,2023-09-14 11:33:06,604.0,28.0,96.0,14.0,162.0,44.0,313.0,1341.0,2023-09-02 09:32:18.000,0.23.0,51.0,38.0,32,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],9494.0,9065.0,https://pypi.org/project/mkdocstrings,566084.0,568563.0,https://anaconda.org/conda-forge/mkdocstrings,2023-09-02 18:04:24.292,86765.0,2.0,,2023-09-02 09:32:07.000,429.0,,,,,,,,,,,,,,,,
75,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-09-12 09:32:24.000,2023-08-12 07:15:16,1055.0,32.0,193.0,56.0,324.0,103.0,199.0,1202.0,2022-11-09 16:51:21.000,6.1.1,5.0,58.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3033.0,3033.0,https://pypi.org/project/pytest-bdd,711332.0,712387.0,https://anaconda.org/conda-forge/pytest-bdd,2023-06-16 16:15:16.989,54861.0,2.0,,,,,,,,,,,,,,,,,,,
76,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2023-09-14 08:23:04.000,2023-09-14 08:13:58,1706.0,107.0,201.0,28.0,1053.0,50.0,822.0,1134.0,2023-09-08 01:15:09.000,6.15.7,77.0,105.0,32,True,,cx_freeze,conda-forge/cx_freeze,,51.0,,https://pypi.org/project/cx_freeze,110938.0,117541.0,https://anaconda.org/conda-forge/cx_freeze,2023-09-08 04:04:09.776,264132.0,2.0,,2023-09-08 01:15:09.000,51.0,,,,,,5.0,,,,,,,,,,
77,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-09-11 10:31:36.000,2023-07-16 13:59:19,540.0,14.0,138.0,23.0,412.0,55.0,272.0,1117.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,32,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4460.0,4460.0,https://pypi.org/project/nox,1001703.0,1005398.0,https://anaconda.org/conda-forge/nox,2023-06-16 16:11:40.627,218027.0,2.0,,,,,,,,,,,,,,,,,,,
78,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2023-09-11 20:34:41.890,2023-09-11 14:29:26,521.0,5.0,130.0,21.0,139.0,38.0,86.0,1109.0,2023-09-11 14:03:45.000,3.9.0,31.0,54.0,32,False,,prettytable,conda-forge/prettytable,,49373.0,48278.0,https://pypi.org/project/prettytable,9658620.0,9694164.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1208511.0,2.0,,2023-09-11 14:03:45.000,1095.0,,,,,,,,,,,,,,,,
79,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-09-13 14:48:22.000,2023-09-13 03:27:26,327.0,13.0,95.0,8.0,210.0,51.0,150.0,966.0,2023-07-10 16:30:53.438,23.7.10,60.0,77.0,32,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],34414.0,34002.0,https://pypi.org/project/flake8-bugbear,2085033.0,2106644.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-07-17 21:14:51.714,734801.0,2.0,,2023-07-10 16:30:53.438,412.0,,,,,,,,,,,,,,,,
80,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-09-11 07:57:02.553,2023-09-11 04:46:13,2341.0,160.0,159.0,21.0,791.0,129.0,423.0,795.0,2023-09-11 14:23:39.000,0.6.1,14.0,76.0,32,True,,asv,conda-forge/asv,,984.0,984.0,https://pypi.org/project/asv,39012.0,57547.0,https://anaconda.org/conda-forge/asv,2023-09-11 07:57:02.553,741410.0,2.0,,,,,,,,,,,,,,,,,,,
81,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-06-16 13:24:00.075,2023-04-21 00:12:44,383.0,,187.0,30.0,88.0,65.0,56.0,704.0,2023-01-13 06:44:02.021,0.7.13,26.0,29.0,32,True,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],116251.0,108520.0,https://pypi.org/project/alabaster,6795197.0,6871589.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6569741.0,2.0,,2023-01-13 06:44:02.021,7731.0,,,,,,,,,,,,,,,,
82,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,2.0,94.0,22.0,107.0,10.0,104.0,559.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,32,True,,parso,conda-forge/parso,,348565.0,342537.0,https://pypi.org/project/parso,21554572.0,21783266.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,15779888.0,2.0,,2021-11-30 21:07:01.473,6028.0,,,,,,4.0,,,,,,,,,,
