,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2026-04-02 21:42:56.000000,2026-04-02 21:42:54,419.0,24.0,196.0,55.0,244.0,4.0,2706.0,2026-04-02 21:42:59.000,2025.10.09,100.0,17.0,3.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2026-04-02 19:01:58.000000,2025-11-06 18:40:58,419.0,,116.0,18.0,359.0,37.0,1717.0,2023-06-29 18:48:34.000,2023.06.29,68.0,63.0,,0,True,mkdocs/catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2026-04-09 14:02:50.000000,2026-04-09 14:02:50,17261.0,155.0,3080.0,196.0,6954.0,5411.0,13744.0,2026-04-07 17:16:45.000,9.0.3,190.0,1098.0,1006.0,50,True,,pytest,conda-forge/pytest,['pytest'],29192.0,601864115.0,1917754.0,1763768.0,https://pypi.org/project/pytest,2026-04-07 17:16:16.000,153986.0,601158115.0,https://anaconda.org/conda-forge/pytest,2026-04-08 10:34:55.433,46572007.0,1.0,,,,,,,,,,,,,,,,,,
5,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter and code formatter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2026-04-09 14:57:20.000000,2026-04-09 14:27:18,14850.0,1316.0,1992.0,97.0,15874.0,6278.0,46934.0,2026-04-09 14:07:15.000,0.15.10,403.0,850.0,1642.0,48,True,astral-sh/ruff,ruff,conda-forge/ruff,,4400751.0,187818378.0,224926.0,173452.0,https://pypi.org/project/ruff,2026-04-09 14:05:42.000,51474.0,187463359.0,https://anaconda.org/conda-forge/ruff,2026-04-03 01:12:27.672,6354417.0,1.0,,,,,,,,,,,,,,,,,,
6,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2026-04-09 15:19:42.000000,2026-04-09 15:19:42,6675.0,223.0,1476.0,223.0,889.0,1580.0,11136.0,2026-01-28 18:14:57.000,7.2.2,104.0,232.0,369.0,48,True,,psutil,conda-forge/psutil,,,307713674.0,800189.0,780567.0,https://pypi.org/project/psutil,2026-01-28 18:14:57.000,19622.0,306848405.0,https://anaconda.org/conda-forge/psutil,2026-01-29 09:23:17.173,59703586.0,1.0,,,,,,,,,,,,,,,,,,
7,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2026-02-26 09:52:16.000000,2026-02-26 09:52:14,4412.0,104.0,2077.0,527.0,1423.0,1269.0,56020.0,2026-02-19 17:24:13.000,14.3.3,205.0,286.0,302.0,47,True,,rich,conda-forge/rich,,,458475351.0,554669.0,519349.0,https://pypi.org/project/rich,2026-02-19 17:23:13.000,35320.0,458200557.0,https://anaconda.org/conda-forge/rich,2026-02-20 07:37:20.190,18960805.0,1.0,,,,,,,,,,,,,,,,,,
8,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,,2012-12-07 13:30:23.000,2026-04-09 12:50:25.000000,2026-04-09 12:50:25,13440.0,304.0,3157.0,233.0,9150.0,9240.0,20355.0,2026-03-31 16:48:36.000,1.20.0,134.0,844.0,3106.0,47,False,,mypy,conda-forge/mypy,,,133661151.0,416905.0,361757.0,https://pypi.org/project/mypy,2026-03-31 16:48:36.000,55148.0,133559683.0,https://anaconda.org/conda-forge/mypy,2026-04-03 17:08:23.416,7102783.0,1.0,,,,,,,,,,,,,,,,,,
9,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2026-04-08 17:57:49.000000,2026-04-08 17:57:49,15862.0,154.0,3253.0,320.0,6111.0,6764.0,10155.0,2026-02-05 02:20:16.000,26.0.1,155.0,873.0,1062.0,47,True,,pip,conda-forge/pip,,,534997447.0,255563.0,249838.0,https://pypi.org/project/pip,2026-02-05 02:20:16.000,5725.0,532055526.0,https://anaconda.org/conda-forge/pip,2026-02-05 06:08:27.516,208876419.0,1.0,,,,,,,,,,,,,,,,,,
