,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-06-20 22:07:42.000,2023-05-15 09:43:55,20121.0,118.0,1942.0,148.0,4936.0,1268.0,5324.0,5490.0,2023-05-12 21:53:56.928,7.0.1,188.0,783.0,44,True,,sphinx,conda-forge/sphinx,['sphinx'],373020.0,311923.0,https://pypi.org/project/sphinx,9319977.0,9414631.0,https://anaconda.org/conda-forge/sphinx,2023-06-16 13:24:32.093,7761643.0,1.0,2022-06-02 18:12:32.000,61097.0,,,,,,,,,,,,,,,
11,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-06-22 13:54:01.000,2023-06-21 18:10:13,16379.0,114.0,1373.0,198.0,3675.0,773.0,8385.0,5522.0,2023-05-22 19:00:30.000,23.5.0,100.0,432.0,43,True,,conda,conda-forge/conda,,42348.0,41256.0,https://pypi.org/project/conda,75661.0,609724.0,https://anaconda.org/conda-forge/conda,2023-06-16 13:24:13.724,43793229.0,1.0,2016-09-16 15:07:21.000,1092.0,,,,,,,,,,,,,,,
12,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-06-22 09:43:33.000,2023-06-21 14:41:18,3785.0,39.0,1524.0,541.0,978.0,111.0,987.0,43684.0,2023-06-12 13:57:22.000,13.4.2,102.0,222.0,42,True,,rich,conda-forge/rich,,98460.0,98460.0,https://pypi.org/project/rich,23629432.0,23747138.0,https://anaconda.org/conda-forge/rich,2023-06-12 17:36:05.280,4119734.0,1.0,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-06-18 02:37:22.000,2023-03-03 21:07:28,1940.0,,1278.0,214.0,514.0,446.0,570.0,25070.0,2023-03-03 21:28:29.000,4.65.0,131.0,112.0,42,True,,tqdm,conda-forge/tqdm,,518770.0,493177.0,https://pypi.org/project/tqdm,55142291.0,55390800.0,https://anaconda.org/conda-forge/tqdm,2023-06-16 13:21:11.775,20859479.0,1.0,2019-01-11 22:13:30.000,25593.0,11558.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-06-10 01:47:30.999281,2.0,4101.0,,,,,,,,,
14,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-06-19 21:25:34.000,2023-06-19 20:33:30,1905.0,84.0,2257.0,231.0,1146.0,128.0,1707.0,16620.0,2023-05-02 21:20:08.317,1.4.3,56.0,238.0,42,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],49817.0,45585.0,https://pypi.org/project/mkdocs,1739917.0,1742981.0,https://anaconda.org/conda-forge/mkdocs,2023-06-16 13:17:08.336,263510.0,1.0,2022-03-26 19:53:18.000,4232.0,,,,,,,,,,,,,,,
15,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-06-21 02:13:55.000,2023-06-21 02:13:54,2549.0,54.0,650.0,89.0,1094.0,18.0,1762.0,10530.0,2023-06-13 23:12:35.000,3.3.3,100.0,150.0,42,True,,pre-commit,conda-forge/pre-commit,,136199.0,136199.0,https://pypi.org/project/pre-commit,10200243.0,10315279.0,https://anaconda.org/conda-forge/pre-commit,2023-06-14 13:24:44.334,3242408.0,1.0,,,479998.0,,,,,,,,,,,,,,
16,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-06-21 20:03:15.000,2023-06-21 19:48:08,8800.0,124.0,1754.0,233.0,2180.0,267.0,4632.0,10389.0,2023-06-08 11:54:03.000,5.12.0,53.0,454.0,42,True,,pyinstaller,conda-forge/pyinstaller,,44958.0,44958.0,https://pypi.org/project/pyinstaller,1213819.0,1225607.0,https://anaconda.org/conda-forge/pyinstaller,2023-06-12 22:52:08.948,454039.0,1.0,,,739262.0,,,,,,,,,,,,,,
17,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-06-21 15:05:03.000,2023-06-20 07:02:34,8682.0,188.0,980.0,75.0,3788.0,721.0,4272.0,4720.0,2023-05-06 16:33:40.000,2.17.4,74.0,529.0,42,True,pylint-dev/pylint,pylint,conda-forge/pylint,,368252.0,368252.0,https://pypi.org/project/pylint,13388783.0,13440197.0,https://anaconda.org/conda-forge/pylint,2023-06-16 13:23:56.946,4216002.0,1.0,,,,,,,,,,,,,,,,,
18,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-06-21 15:38:20.000,2023-06-20 10:19:45,5313.0,181.0,3000.0,116.0,2387.0,25.0,1884.0,14263.0,2023-06-15 15:41:03.728,9.1.16,323.0,215.0,41,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],34233.0,33613.0,https://pypi.org/project/mkdocs-material,2654514.0,2661746.0,https://anaconda.org/conda-forge/mkdocs-material,2023-06-15 16:57:11.916,267612.0,1.0,2022-11-08 14:44:39.000,620.0,,,,,,,,,,,,,,,
19,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-06-22 10:45:25.000,2023-06-13 22:23:17,14111.0,181.0,2091.0,478.0,665.0,256.0,3879.0,8126.0,2023-06-12 09:41:48.000,6.1,71.0,185.0,41,True,,robotframework,conda-forge/robotframework,,7905.0,7905.0,https://pypi.org/project/robotframework,1774410.0,1776460.0,https://anaconda.org/conda-forge/robotframework,2023-06-12 12:29:42.201,132967.0,1.0,,,550.0,,,,,,,,,,,,,,
20,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-06-16 13:18:02.201,2023-05-25 18:47:00,4086.0,11.0,531.0,48.0,929.0,163.0,1062.0,5861.0,2023-01-31 16:31:31.154,5.8.0,143.0,283.0,41,True,,isort,conda-forge/isort,,411497.0,394868.0,https://pypi.org/project/isort,25912394.0,25971516.0,https://anaconda.org/conda-forge/isort,2023-06-16 13:18:02.201,4907167.0,2.0,2019-03-10 06:01:35.000,16629.0,,,,,,,,,,,,,,,
21,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-06-19 23:27:57.000,2023-06-19 23:27:55,687.0,27.0,1007.0,168.0,1269.0,80.0,1208.0,4486.0,2023-06-16 18:39:48.000,20.23.1,58.0,256.0,41,True,,virtualenv,conda-forge/virtualenv,,278144.0,278144.0,https://pypi.org/project/virtualenv,55233363.0,55378292.0,https://anaconda.org/conda-forge/virtualenv,2023-06-17 12:38:51.971,4637745.0,2.0,,,,,,,,,,,,,,,,,
22,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-06-21 06:14:38.000,2023-06-20 09:01:34,2900.0,127.0,1975.0,187.0,2441.0,609.0,4516.0,25486.0,2023-05-29 16:05:44.352,1.5.1,162.0,462.0,40,True,,poetry,conda-forge/poetry,,260.0,,https://pypi.org/project/poetry,12827870.0,13092775.0,https://anaconda.org/conda-forge/poetry,2023-06-16 16:11:52.688,906907.0,2.0,2022-06-06 21:41:00.000,260.0,15153381.0,,,,,,,,,,,,,,
23,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-06-22 07:28:35.000,2023-06-22 07:28:33,1291.0,67.0,857.0,216.0,319.0,350.0,437.0,13289.0,,,25.0,148.0,39,True,,yapf,conda-forge/yapf,,78811.0,78811.0,https://pypi.org/project/yapf,3490941.0,3508504.0,https://anaconda.org/conda-forge/yapf,2023-06-16 13:17:36.752,1475301.0,2.0,,,,,,,,,,,,,,,,,
24,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-06-19 20:07:25.000,2023-06-16 19:49:23,1958.0,86.0,587.0,103.0,907.0,145.0,819.0,6919.0,2023-04-07 16:50:36.069,6.13.0,112.0,196.0,39,True,,pip-tools,conda-forge/pip-tools,,22994.0,20875.0,https://pypi.org/project/pip-tools,8126472.0,8128969.0,https://anaconda.org/conda-forge/pip-tools,2023-06-16 19:18:50.877,94911.0,2.0,2023-01-31 13:34:01.833,2119.0,,,,,,,,,,,,,,,
25,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2023-06-22 09:05:53.000,2023-06-22 09:05:50,13088.0,282.0,537.0,71.0,2271.0,43.0,1362.0,6763.0,2023-04-26 08:30:52.000,hypothesis-python-6.74.0,681.0,314.0,39,False,,hypothesis,conda-forge/hypothesis,,21246.0,21246.0,https://pypi.org/project/hypothesis,5174349.0,5384566.0,https://anaconda.org/conda-forge/hypothesis,2023-06-19 04:53:47.752,7778029.0,1.0,,,,,,,,,,,,,,,,,
26,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-06-20 16:56:29.000,2023-06-20 16:56:28,607.0,45.0,461.0,43.0,1315.0,63.0,1548.0,3297.0,2023-06-20 02:44:06.000,4.6.3,79.0,56.0,39,True,,tox,conda-forge/tox,['pytest'],100831.0,100831.0,https://pypi.org/project/tox,12055512.0,12065953.0,https://anaconda.org/conda-forge/tox,2023-06-16 13:24:06.344,720489.0,1.0,,,,,,,,,,,,,,,,,
27,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-06-22 14:19:49.000,2023-06-22 11:14:52,1797.0,121.0,374.0,68.0,1218.0,183.0,746.0,1556.0,2023-06-22 11:14:39.000,1.26.0,101.0,174.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,,45444.0,45444.0,https://pypi.org/project/sentry-sdk,16668275.0,16677273.0,https://anaconda.org/conda-forge/sentry-sdk,2023-06-16 16:13:35.081,490419.0,1.0,,,3526.0,,,,,,,,,,,,,,
28,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-06-21 16:41:06.000,2023-06-19 23:59:56,10987.0,506.0,482.0,127.0,309.0,236.0,1691.0,9140.0,2023-06-10 08:42:00.502,1.6.3,256.0,145.0,38,True,,nuitka,conda-forge/nuitka,,1340.0,1293.0,https://pypi.org/project/nuitka,63481.0,77714.0,https://anaconda.org/conda-forge/nuitka,2023-06-20 09:29:59.604,526629.0,1.0,2023-01-31 18:21:01.683,47.0,,,,,,,,,,,,,,,
29,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2023-06-20 10:08:08.000,2023-06-20 10:08:06,1373.0,20.0,703.0,120.0,462.0,114.0,601.0,4860.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,38,True,,pycodestyle,conda-forge/pycodestyle,,359336.0,347848.0,https://pypi.org/project/pycodestyle,29207537.0,29285148.0,https://anaconda.org/conda-forge/pycodestyle,2023-06-16 13:17:34.285,6519390.0,1.0,2022-11-23 18:29:05.901,11488.0,,,,,,,,,,,,,,,
30,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-06-21 23:14:38.000,2023-06-17 14:28:27,5074.0,305.0,1376.0,498.0,713.0,202.0,1464.0,23018.0,2023-05-18 15:52:21.000,3.4.0.2,96.0,173.0,37,True,,glances,conda-forge/glances,,724.0,673.0,https://pypi.org/project/glances,115970.0,118259.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,198005.0,1.0,2022-05-26 08:29:00.000,51.0,1333.0,,,,,,,,,,,,,,
31,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-06-16 16:13:46.735,2023-06-02 09:04:38,716.0,17.0,605.0,128.0,117.0,100.0,679.0,15166.0,2023-04-10 09:14:19.000,0.7.0,19.0,43.0,37,True,,loguru,conda-forge/loguru,,55398.0,55398.0,https://pypi.org/project/loguru,10041818.0,10067107.0,https://anaconda.org/conda-forge/loguru,2023-06-16 16:13:46.735,1315047.0,2.0,,,,,,,,,,,,,,,,,
32,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-06-22 03:44:32.000,2023-06-22 03:44:28,6302.0,384.0,1021.0,106.0,629.0,6.0,4159.0,10525.0,2023-06-21 01:48:50.000,1.1.315,100.0,95.0,37,True,,,,,529.0,529.0,,,581860.0,,,,1.0,,,510.0,,,,,,pyright,https://www.npmjs.com/package/pyright,581830.0,,,,,,
33,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2023-06-22 08:44:16.000,2023-06-22 08:44:15,8366.0,20.0,482.0,114.0,583.0,50.0,1303.0,5443.0,,,21.0,165.0,37,False,,jedi,conda-forge/jedi,,316843.0,316843.0,https://pypi.org/project/jedi,18965683.0,19176065.0,https://anaconda.org/conda-forge/jedi,2023-06-16 13:24:08.401,16830576.0,1.0,,,,,,,,,,,,,,,,,
34,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-06-16 16:15:12.910,2023-06-15 20:02:24,1312.0,13.0,532.0,67.0,381.0,196.0,449.0,5285.0,2023-03-10 01:08:04.773,1.7.5,36.0,168.0,37,True,,bandit,conda-forge/bandit,,43981.0,42302.0,https://pypi.org/project/bandit,3111150.0,3116110.0,https://anaconda.org/conda-forge/bandit,2023-06-16 16:15:12.910,242457.0,1.0,2022-03-04 07:43:44.000,1679.0,702.0,,,,,,,,,,,,,,
35,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-06-16 13:17:55.073,2023-03-19 12:05:58,2819.0,,282.0,72.0,219.0,111.0,355.0,4372.0,2023-03-03 09:22:25.000,2.0.2,23.0,57.0,37,True,,autopep8,conda-forge/autopep8,,182050.0,182050.0,https://pypi.org/project/autopep8,3487317.0,3501341.0,https://anaconda.org/conda-forge/autopep8,2023-06-16 13:17:55.073,1178039.0,3.0,,,,,,,,,,,,,,,,,
36,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-06-16 13:15:36.736,2023-05-24 18:28:10,920.0,10.0,202.0,37.0,237.0,124.0,238.0,1460.0,2022-09-28 18:41:46.166,4.0.0,44.0,86.0,37,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],291418.0,259594.0,https://pypi.org/project/pytest-cov,24581927.0,24682101.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,8715178.0,1.0,2021-10-04 01:48:57.000,31824.0,,,,,,,,,,,,,,,
37,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-06-19 14:04:24.000,2023-06-11 12:55:02,23705.0,217.0,1626.0,203.0,5365.0,686.0,803.0,5055.0,2023-04-17 01:43:00.835,3.8.0,122.0,839.0,36,True,,buildbot,conda-forge/buildbot,,783.0,326.0,https://pypi.org/project/buildbot,32400.0,34674.0,https://anaconda.org/conda-forge/buildbot,2023-06-16 16:16:17.417,82668.0,1.0,2022-03-06 14:20:53.000,457.0,31027.0,,,,,,,,,,,,,,
38,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-06-21 06:02:57.000,2023-06-21 06:02:54,2221.0,54.0,370.0,29.0,1619.0,111.0,960.0,2239.0,2023-05-31 14:30:27.000,0.18.0,56.0,180.0,36,True,,wemake-python-styleguide,,,14890.0,14843.0,https://pypi.org/project/wemake-python-styleguide,239631.0,239631.0,,,,1.0,2020-01-19 11:56:48.000,47.0,,,,,,,,,,,,,,,
39,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2023-06-22 13:53:57.000,2023-06-22 09:09:43,3820.0,904.0,469.0,64.0,3222.0,303.0,1702.0,15743.0,2023-06-21 03:54:47.000,0.0.274,100.0,217.0,35,True,astral-sh/ruff,ruff,conda-forge/ruff,,,,https://pypi.org/project/ruff,2556257.0,2592861.0,https://anaconda.org/conda-forge/ruff,2023-06-12 05:26:26.421,226682.0,1.0,,,25330.0,,,,,,,,,-6.0,,,,,
40,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-06-15 01:55:44.246,2023-06-14 23:05:36,3694.0,38.0,342.0,93.0,242.0,294.0,398.0,3984.0,,,24.0,59.0,35,True,,invoke,conda-forge/invoke,,21025.0,21025.0,https://pypi.org/project/invoke,5213639.0,5244962.0,https://anaconda.org/conda-forge/invoke,2023-06-15 01:55:44.246,908380.0,2.0,,,,,,,,,,,,,,,,,
41,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-06-22 07:45:25.000,2023-06-22 07:38:45,1377.0,61.0,179.0,34.0,246.0,31.0,247.0,2617.0,2023-04-06 12:17:40.000,23.1.0,13.0,98.0,35,False,,structlog,conda-forge/structlog,,8640.0,8640.0,https://pypi.org/project/structlog,8067520.0,8071225.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,307551.0,2.0,,,,,,,,,,,,,,,,,
42,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-06-19 14:39:45.000,2023-05-06 14:40:18,1079.0,3.0,283.0,37.0,532.0,46.0,415.0,1432.0,2022-12-01 01:51:31.000,4.0.2,25.0,116.0,35,True,,twine,conda-forge/twine,,91073.0,91073.0,https://pypi.org/project/twine,3885021.0,3894574.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,783426.0,2.0,,,,,,,,,,,,,,,,,
