,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
127,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-04-03 20:26:41.000,2022-07-14 07:40:12,517.0,,95.0,33.0,360.0,33.0,66.0,2426.0,2021-08-23 20:42:56.000,1.3.0,6.0,19.0,27,True,notifiers,conda-forge/notifiers,,718.0,718.0,https://pypi.org/project/notifiers,,,544451.0,545571.0,https://anaconda.org/conda-forge/notifiers,2022-09-07 07:53:17.789,31368.0,3.0,,,,,,,,,,,,,,,,,,
128,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,612.0,155.0,35.0,166.0,119.0,1898.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,27,False,uiautomator,,,242.0,242.0,https://pypi.org/project/uiautomator,,,60550.0,60550.0,,,,3.0,,,,,,,,,,,,,,,,,,
129,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-01-17 07:07:26.000,2022-11-25 12:58:03,700.0,,60.0,13.0,64.0,21.0,50.0,1113.0,2022-10-31 08:28:00.894,1.4.0,22.0,28.0,27,True,yappi,conda-forge/yappi,,1259.0,913.0,https://pypi.org/project/yappi,2022-10-31 08:28:00.894,346.0,1404275.0,1406369.0,https://anaconda.org/conda-forge/yappi,2022-11-02 18:35:11.317,146627.0,2.0,,,,,,,,,,,,,,,,,,
130,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-02-08 01:23:10.000,2022-07-14 18:31:38,706.0,,58.0,19.0,316.0,78.0,125.0,1081.0,2021-07-09 22:21:56.000,0.10.3,13.0,41.0,27,True,pdbpp,conda-forge/pdbpp,,4688.0,4688.0,https://pypi.org/project/pdbpp,,,245171.0,246562.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419,94616.0,2.0,,,,,,,,,,,,,,,,,,
131,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-04-27 00:15:19.000,2023-04-27 00:15:19,1004.0,3.0,100.0,18.0,67.0,86.0,86.0,1072.0,,,5.0,39.0,27,True,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],6557.0,6557.0,https://pypi.org/project/pytest-benchmark,,,900662.0,920875.0,https://anaconda.org/conda-forge/pytest-benchmark,2022-10-26 11:10:23.029,1718174.0,3.0,,,,,,,,,,,,,,,,,,
132,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2023-04-20 08:42:09.000,2023-04-20 08:39:57,348.0,21.0,42.0,16.0,75.0,25.0,115.0,655.0,2023-03-25 21:24:43.000,2.0.2,38.0,23.0,27,True,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1085.0,1085.0,https://pypi.org/project/pytest-testmon,,,134159.0,134780.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,38533.0,3.0,,,,,,,,,,,,,,,,,,
133,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2022-12-08 14:26:52.000,2021-10-18 03:34:23,504.0,,40.0,6.0,61.0,56.0,95.0,476.0,,,18.0,22.0,27,False,darglint,conda-forge/darglint,,18204.0,18204.0,https://pypi.org/project/darglint,,,520125.0,521538.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449,60788.0,2.0,,,,,,,,,,,,,,,,,,
134,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2022-11-16 17:18:02.000,2022-08-10 16:41:28,230.0,,108.0,21.0,61.0,12.0,41.0,426.0,2022-08-10 16:47:16.981,1.6.0,31.0,37.0,27,True,ddt,conda-forge/ddt,,6353.0,5012.0,https://pypi.org/project/ddt,2022-08-10 16:47:16.981,1341.0,362527.0,363657.0,https://anaconda.org/conda-forge/ddt,2022-09-22 12:35:17.572,82535.0,3.0,,,,,,,,,,,,,,,,,,
135,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2023-03-15 17:25:55.000,2023-03-14 19:01:25,547.0,4.0,138.0,34.0,265.0,63.0,127.0,243.0,2022-10-08 14:08:14.000,1.5.0,14.0,76.0,27,False,numpydoc,conda-forge/numpydoc,['sphinx'],37964.0,37964.0,https://pypi.org/project/numpydoc,,,417844.0,441689.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1788388.0,2.0,,,,,,,,,,,,,,,,,,
136,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2022-03-06 14:22:47.000,2022-03-06 14:20:17,408.0,,365.0,151.0,69.0,71.0,227.0,9326.0,,,8.0,35.0,26,False,bpytop,conda-forge/bpytop,,102.0,102.0,https://pypi.org/project/bpytop,,,6222.0,6657.0,https://anaconda.org/conda-forge/bpytop,2021-12-22 23:07:43.371,11326.0,3.0,,,,,,,,,,,,,,,,,,
137,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-04-24 16:21:05.000,2023-04-24 11:33:11,973.0,10.0,362.0,40.0,473.0,167.0,379.0,3087.0,,,10.0,126.0,26,True,factory_boy,conda-forge/factory_boy,,,,https://pypi.org/project/factory_boy,,,2638748.0,2640287.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,121646.0,3.0,,,,,,,,,,,,,,,,,,
138,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-04-24 15:57:25.000,2023-04-11 16:04:33,1217.0,6.0,317.0,47.0,402.0,86.0,198.0,3013.0,2022-10-05 17:13:10.000,1.4.0,8.0,71.0,26,True,detect-secrets,,,,,https://pypi.org/project/detect-secrets,,,379409.0,379409.0,,,,3.0,,,,,,,,,,,,,,,,,,
139,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-04-24 05:47:21.000,2023-01-11 17:43:24,719.0,,314.0,82.0,372.0,115.0,207.0,2193.0,2022-12-06 07:57:49.000,7.0.1,10.0,123.0,26,True,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,,https://pypi.org/project/pytest-testinfra,,,344913.0,345280.0,https://anaconda.org/conda-forge/pytest-testinfra,2022-12-13 07:21:44.910,9930.0,3.0,,,,,,,,,,,,,,,,,,
140,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2023-03-06 21:28:54.000,2023-03-06 21:28:54,298.0,8.0,97.0,16.0,129.0,36.0,46.0,1786.0,2023-03-04 00:35:51.589,4.0.3,27.0,39.0,26,True,line_profiler,conda-forge/line_profiler,,73.0,,https://pypi.org/project/line_profiler,2022-12-09 15:21:59.908,73.0,389054.0,393655.0,https://anaconda.org/conda-forge/line_profiler,2022-12-09 23:55:22.319,381896.0,3.0,,,,,,,,,,,,,,,,,5.0,
141,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-02-22 17:27:24.000,2023-01-29 19:46:36,3335.0,1.0,562.0,90.0,533.0,66.0,170.0,1703.0,,,,385.0,26,True,diamond,,,127.0,127.0,https://pypi.org/project/diamond,,,18594.0,18594.0,,,,3.0,,,,,,,,,,,,,,,,,,
142,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-02-25 17:42:34.000,2023-02-25 17:42:34,1421.0,6.0,238.0,94.0,381.0,83.0,419.0,1523.0,2022-11-04 02:55:01.000,0.13.8,9.0,39.0,26,True,pybuilder,conda-forge/pybuilder,,,,https://pypi.org/project/pybuilder,,,20909.0,21717.0,https://anaconda.org/conda-forge/pybuilder,2023-02-22 05:27:45.894,40430.0,3.0,,,,,,,,,,,,,,,,,,
143,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-03-13 06:57:40.000,2023-03-13 01:30:13,821.0,16.0,56.0,25.0,88.0,30.0,59.0,1065.0,2023-02-22 04:00:16.000,1.24.1,50.0,23.0,26,True,wily,,,184.0,174.0,https://pypi.org/project/wily,2022-10-20 05:13:01.074,10.0,10848.0,10848.0,,,,3.0,,,,,,,,,,,,,,,,,,
144,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2023-04-27 00:15:35.000,2022-09-20 23:55:51,1073.0,,73.0,24.0,76.0,5.0,173.0,761.0,,,8.0,38.0,26,True,green,conda-forge/green,,987.0,987.0,https://pypi.org/project/green,,,13778.0,15562.0,https://anaconda.org/conda-forge/green,2022-10-30 14:19:59.665,119532.0,3.0,,,,,,,,,,,,,,,,,,
145,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,207.0,24.0,95.0,54.0,83.0,587.0,2022-02-03 20:27:24.000,0.8.1,58.0,39.0,26,False,sphinx-bootstrap-theme,,['sphinx'],633.0,,https://pypi.org/project/sphinx-bootstrap-theme,2022-02-03 20:27:24.000,633.0,231188.0,231188.0,,,,3.0,,,,,,,,,,,,,,,,,,
146,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-03-19 22:56:32.000,2022-07-29 16:12:10,178.0,,35.0,5.0,102.0,23.0,27.0,478.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,26,True,interrogate,,,4262.0,4084.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000,178.0,166245.0,166245.0,,,,3.0,,,,,,,,,,,,,,,,,,
147,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-02-09 10:55:49.000,2023-02-09 08:53:43,295.0,1.0,58.0,19.0,59.0,21.0,53.0,460.0,2022-04-20 19:59:44.000,2021.03.14,15.0,24.0,26,True,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],20444.0,17576.0,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000,2868.0,396891.0,399285.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297,172372.0,3.0,,,,,,,,,,,,,,,,,,
148,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-04-11 20:30:35.000,2023-04-11 20:24:54,89.0,17.0,28.0,7.0,15.0,10.0,46.0,313.0,2023-04-11 20:33:48.000,2.9.0,22.0,6.0,26,True,mkdocs-awesome-pages-plugin,,['mkdocs'],2493.0,2493.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,,,102543.0,102543.0,,,,3.0,,,,,,,,,,,,,,,,,,
149,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-04-17 02:59:45.000,2022-12-27 20:44:55,370.0,,11.0,5.0,254.0,8.0,30.0,301.0,2022-09-20 20:06:30.000,1.4.0,15.0,15.0,26,True,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],16014.0,16014.0,https://pypi.org/project/flake8-eradicate,,,544201.0,544532.0,https://anaconda.org/conda-forge/flake8-eradicate,2022-09-26 17:26:04.280,7954.0,3.0,,,,,,,,,,,,,,,,,,
150,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2023-04-17 17:12:25.000,2023-04-16 08:34:06,854.0,7.0,26.0,12.0,24.0,161.0,302.0,243.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,26,False,py2app,,,4392.0,4392.0,https://pypi.org/project/py2app,,,18985.0,18985.0,,,,3.0,,,,,,,,,,,,,,,,,,
151,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2023-02-25 00:03:37.000,2023-02-25 00:03:08,583.0,13.0,40.0,5.0,27.0,28.0,46.0,169.0,2023-02-25 00:02:59.343,2.1.0,35.0,10.0,26,True,releases,conda-forge/sphinx-releases,['sphinx'],933.0,562.0,https://pypi.org/project/releases,2023-01-02 18:25:53.338,371.0,14686.0,15503.0,https://anaconda.org/conda-forge/sphinx-releases,2021-10-19 17:29:57.242,48225.0,3.0,,,,,,,,,,,,,,,,,,
152,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2022-12-20 11:05:53.269,2022-12-19 16:44:44,108.0,,31.0,4.0,65.0,5.0,43.0,165.0,,,15.0,32.0,26,True,flake8-quotes,conda-forge/flake8-quotes,['flake8'],18041.0,18041.0,https://pypi.org/project/flake8-quotes,,,771164.0,779723.0,https://anaconda.org/conda-forge/flake8-quotes,2022-12-20 11:05:53.269,676235.0,3.0,,,,,,,,,,,,,,,,,,
153,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,25.0,221.0,107.0,161.0,1755.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,dephell,,,831.0,815.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000,16.0,3170.0,3174.0,,,,3.0,212.0,,,,,,,,,,,,,,,,,
154,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-02-20 18:24:13.000,2023-02-20 18:24:13,204.0,2.0,35.0,8.0,34.0,7.0,21.0,1218.0,2022-11-24 20:30:35.533,0.2.10,19.0,7.0,25,True,stackprinter,conda-forge/stackprinter,,280.0,253.0,https://pypi.org/project/stackprinter,2022-11-24 20:30:35.533,27.0,421643.0,421753.0,https://anaconda.org/conda-forge/stackprinter,2020-10-31 17:18:37.537,5092.0,3.0,,,,,,,,,,,,,,,,,,
155,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-04-17 09:40:56.000,2022-08-08 11:25:05,700.0,,95.0,20.0,96.0,48.0,95.0,984.0,,,,46.0,25,True,pylama,,,5765.0,5765.0,https://pypi.org/project/pylama,,,172887.0,172887.0,,,,3.0,,,,,,,,,,,,,,,,,,
156,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2022-12-21 03:55:00.000,2022-12-21 03:55:00,575.0,,136.0,8.0,114.0,118.0,201.0,962.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,25,True,pdoc3,anaconda/pdoc3,,3401.0,3170.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,231.0,225801.0,225830.0,https://anaconda.org/anaconda/pdoc3,2020-11-30 22:53:50.187,1191.0,3.0,,,,,,,,,,,,,,,,,,
157,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2022-12-11 18:01:45.000,2022-12-11 17:58:01,563.0,,37.0,6.0,69.0,18.0,76.0,278.0,,,43.0,22.0,25,True,check-manifest,conda-forge/check-manifest,,12390.0,9051.0,https://pypi.org/project/check-manifest,2022-12-05 08:17:08.785,3339.0,197961.0,199601.0,https://anaconda.org/conda-forge/check-manifest,2022-12-05 13:13:18.863,85317.0,3.0,,,,,,,,,,,,,,,,,,
158,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2022-12-10 16:20:39.000,2022-12-10 16:20:39,292.0,,70.0,9.0,100.0,11.0,90.0,270.0,2022-11-26 20:15:35.517,0.18.2,35.0,46.0,25,True,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1256.0,,https://pypi.org/project/flake8-import-order,2022-11-26 20:15:35.517,1256.0,334319.0,337316.0,https://anaconda.org/conda-forge/flake8-import-order,2022-11-28 21:20:05.953,230799.0,3.0,,,,,,,,,,,,,,,,,7.0,
159,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2022-12-18 18:46:32.000,2022-12-18 18:44:36,259.0,,33.0,8.0,91.0,10.0,51.0,224.0,2022-12-18 18:46:32.000,0.10.3,13.0,16.0,25,True,pytest-mypy,conda-forge/pytest-mypy,['pytest'],3477.0,3477.0,https://pypi.org/project/pytest-mypy,,,222205.0,223830.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,61762.0,3.0,,,,,,,realpython/pytest-mypy,,,,,,,,,,,
160,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,,2014-03-31 15:34:54.000,2023-04-20 07:24:40.000,2019-12-22 18:11:19,86.0,,45.0,8.0,33.0,13.0,21.0,195.0,,,4.0,10.0,25,False,astunparse,conda-forge/astunparse,,71383.0,71383.0,https://pypi.org/project/astunparse,,,7747293.0,7768457.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426,1481509.0,3.0,,,,,,,,,,,,,,,,,,
161,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2021-02-16 21:31:02.632,2021-02-16 17:29:00,446.0,,53.0,9.0,171.0,33.0,23.0,194.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,data-science-types,conda-forge/data-science-types,,967.0,967.0,https://pypi.org/project/data-science-types,,,94233.0,94511.0,https://anaconda.org/conda-forge/data-science-types,2021-02-16 21:31:02.632,7789.0,3.0,,,,,,,wearepal/data-science-types,,,,,,,,,,,
162,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/wemake-services/eradicate,https://github.com/wemake-services/eradicate,,2012-12-23 04:39:48.000,2023-03-03 08:37:32.000,2023-03-02 07:12:43,177.0,3.0,23.0,4.0,22.0,6.0,16.0,176.0,2023-03-01 08:38:22.000,2.2.0,3.0,13.0,25,False,eradicate,conda-forge/eradicate,,13214.0,13214.0,https://pypi.org/project/eradicate,,,600857.0,601093.0,https://anaconda.org/conda-forge/eradicate,2022-04-13 14:13:20.049,5665.0,2.0,,,,,,,wemake-services/eradicate,,,,,,,,,,,
163,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2022-12-23 09:25:56.098,2022-12-22 22:55:55,353.0,,91.0,7.0,80.0,7.0,48.0,148.0,,,12.0,37.0,25,True,flake8-isort,conda-forge/flake8-isort,['flake8'],21785.0,21785.0,https://pypi.org/project/flake8-isort,,,1063335.0,1064192.0,https://anaconda.org/conda-forge/flake8-isort,2022-12-23 09:25:56.098,36021.0,3.0,,,,,,,,,,,,,,,,,,
164,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-04-16 03:54:42.000,2023-04-12 09:10:26,308.0,1.0,927.0,234.0,114.0,21.0,100.0,15827.0,,,23.0,27.0,24,True,pysnooper,conda-forge/pysnooper,,,,https://pypi.org/project/pysnooper,,,301737.0,303054.0,https://anaconda.org/conda-forge/pysnooper,2022-04-04 02:05:04.609,61937.0,3.0,,,,,,,,,,,,,,,,,,
165,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-04-25 04:05:38.166,2023-04-25 01:35:06,1029.0,13.0,144.0,38.0,451.0,13.0,354.0,2610.0,,,111.0,34.0,24,True,pyupgrade,conda-forge/pyupgrade,,,,https://pypi.org/project/pyupgrade,,,399071.0,409387.0,https://anaconda.org/conda-forge/pyupgrade,2023-04-25 04:05:38.166,526116.0,2.0,,,,,,,,,,,,,,,,,,
166,beartype,beartype/beartype,linters,Unbearably fast near-real-time runtime type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-04-27 06:59:25.000,2023-04-27 06:52:04,916.0,83.0,34.0,12.0,39.0,44.0,138.0,1773.0,2023-04-11 07:54:38.000,0.13.1,24.0,16.0,24,True,beartype,conda-forge/beartype,,,,https://pypi.org/project/beartype,,,176217.0,177499.0,https://anaconda.org/conda-forge/beartype,2023-04-11 10:27:27.345,43607.0,3.0,,,,,,,,,,,,,,,,,,
167,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2022-11-04 03:21:51.000,2022-11-04 03:21:51,205.0,,83.0,27.0,113.0,41.0,76.0,1591.0,2022-11-02 23:26:19.000,1.0.3,60.0,39.0,24,True,shiv,,,13.0,,https://pypi.org/project/shiv,2022-11-02 23:25:32.717,13.0,21942.0,21951.0,,,,3.0,432.0,,,,,,,,,,,,,,,,,
168,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-01-20 18:10:54.000,2023-01-20 18:08:14,186.0,,92.0,30.0,75.0,46.0,34.0,1467.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,24,True,bowler,conda-forge/bowler,,11.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,11.0,83616.0,83911.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246,15663.0,2.0,,,,,,,,,,,,,,,,,,
169,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2023-04-19 17:00:20.000,2023-01-27 11:02:15,1077.0,,79.0,19.0,33.0,13.0,131.0,575.0,2022-11-05 16:32:25.000,0.13.0.0,25.0,17.0,24,True,py2exe,,,1903.0,1726.0,https://pypi.org/project/py2exe,2022-11-05 16:36:06.716,177.0,15444.0,15704.0,,,,3.0,12774.0,,,,,,,,,,,,,,,,,
170,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2023-04-24 21:36:03.000,2023-04-22 18:31:25,322.0,19.0,36.0,6.0,174.0,12.0,55.0,508.0,2023-01-16 10:50:01.873,1.13.0,23.0,16.0,24,True,blacken-docs,conda-forge/blacken-docs,,34.0,,https://pypi.org/project/blacken-docs,2023-01-16 10:50:01.873,34.0,113809.0,114649.0,https://anaconda.org/conda-forge/blacken-docs,2023-01-16 15:42:33.233,27736.0,3.0,,,,,,,adamchainz/blacken-docs,,,,,,,,,,,
