,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
42,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2024-01-17 11:03:51.000,2024-01-09 08:37:29,24616.0,384.0,1489.0,199.0,5751.0,876.0,5133.0,2023-12-26 17:36:06.000,3.10.1,63.0,856.0,36,True,,688.0,buildbot,conda-forge/buildbot,,342.0,342.0,https://pypi.org/project/buildbot,,,18823.0,21414.0,https://anaconda.org/conda-forge/buildbot,2023-12-26 19:17:03.662,91709.0,2.0,36545.0,,,,,,,,,,,,,,,,
43,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2024-01-08 22:39:59.000,2024-01-08 22:39:58,1446.0,6.0,801.0,117.0,499.0,633.0,4941.0,2023-10-12 23:39:38.000,2.11.1,19.0,133.0,36,True,,109.0,pycodestyle,conda-forge/pycodestyle,,11697.0,20.0,https://pypi.org/project/pycodestyle,2023-10-12 23:39:38.000,11677.0,28769271.0,28983971.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7299833.0,1.0,,,,,,,,,,,,,,,,,
44,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2024-01-18 06:12:43.442,2024-01-18 04:42:14,3256.0,81.0,210.0,28.0,366.0,242.0,1786.0,2024-01-18 04:51:10.000,1.12.0,93.0,81.0,36,True,,93.0,rope,conda-forge/rope,,73144.0,71501.0,https://pypi.org/project/rope,2024-01-18 04:43:15.000,1643.0,604302.0,639595.0,https://anaconda.org/conda-forge/rope,2024-01-18 06:12:43.442,1376452.0,1.0,,,,,,,,,,,,,,,,,
45,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2024-01-18 11:40:10.000,2024-01-16 11:01:42,2062.0,105.0,471.0,69.0,1503.0,957.0,1677.0,2024-01-10 10:48:30.000,1.39.2,211.0,200.0,36,True,,169.0,sentry-sdk,conda-forge/sentry-sdk,,479.0,,https://pypi.org/project/sentry-sdk,2024-01-10 10:48:13.000,479.0,23132463.0,23149124.0,https://anaconda.org/conda-forge/sentry-sdk,2024-01-10 11:58:57.685,712417.0,2.0,3785.0,,,,,,,,,,,,,,,,
46,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2024-01-06 20:16:34.000,2023-12-01 19:06:35,3701.0,3.0,384.0,93.0,247.0,402.0,4172.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,35,True,,393.0,invoke,conda-forge/invoke,,26744.0,23926.0,https://pypi.org/project/invoke,2023-07-12 18:05:35.085,2818.0,5793338.0,5819831.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,953755.0,2.0,,,,,,,,,,,,,,,,,
47,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2024-01-14 11:14:37.000,2024-01-14 11:14:37,613.0,18.0,266.0,34.0,228.0,190.0,3893.0,2023-12-19 10:46:44.000,1.4.0,62.0,113.0,35,True,,139.0,freezegun,conda-forge/freezegun,,4625.0,,https://pypi.org/project/freezegun,2023-12-19 10:46:39.000,4625.0,7085786.0,7123683.0,https://anaconda.org/conda-forge/freezegun,2023-12-19 12:37:51.731,1515538.0,2.0,9.0,,,,,,,,,,,,,,,,
48,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2024-01-18 07:36:25.000,2024-01-18 07:36:22,2344.0,43.0,376.0,29.0,1751.0,962.0,2358.0,2023-05-31 14:30:27.000,0.18.0,55.0,183.0,35,True,,106.0,wemake-python-styleguide,,,15959.0,15959.0,https://pypi.org/project/wemake-python-styleguide,,,149173.0,149173.0,,,,2.0,,,,,,,,,,,,,,,,,
49,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-12-25 07:46:21.000,2023-05-24 18:28:10,920.0,,201.0,41.0,243.0,241.0,1605.0,,,20.0,86.0,35,True,,141.0,pytest-cov,conda-forge/pytest-cov,['pytest'],294481.0,294481.0,https://pypi.org/project/pytest-cov,,,29257060.0,29364650.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,10113508.0,2.0,,,,,,,,,,,,,,,,,
50,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2024-01-15 21:00:42.000,2024-01-15 21:00:41,585.0,10.0,97.0,22.0,119.0,278.0,1373.0,2023-09-11 07:31:39.000,4.1.5,66.0,34.0,35,True,,20.0,typeguard,conda-forge/typeguard,,22137.0,20482.0,https://pypi.org/project/typeguard,2023-09-11 07:31:39.000,1655.0,11900391.0,11911366.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,471951.0,3.0,,,,,,,,,,,,,,,,,
51,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2024-01-05 03:19:34.488,2024-01-05 00:27:25,564.0,2.0,182.0,29.0,296.0,465.0,1318.0,2024-01-05 00:28:45.000,3.2.0,38.0,84.0,35,True,,56.0,pyflakes,conda-forge/pyflakes,,277293.0,263452.0,https://pypi.org/project/pyflakes,2024-01-05 00:28:45.000,13841.0,22714040.0,22920760.0,https://anaconda.org/conda-forge/pyflakes,2024-01-05 03:19:34.488,7028492.0,2.0,,,,,,,,,,,,,,,,,
52,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MIT,2015-04-14 19:22:42.000,2024-01-15 20:12:32.000,2023-12-10 16:21:44,509.0,15.0,257.0,23.0,372.0,250.0,639.0,2023-11-07 16:58:34.000,4.1.1,58.0,54.0,35,True,,144.0,pytest-html,conda-forge/pytest-html,['pytest'],43486.0,42670.0,https://pypi.org/project/pytest-html,2023-11-07 15:44:27.000,816.0,4106466.0,4119685.0,https://anaconda.org/conda-forge/pytest-html,2023-11-23 18:39:24.921,502338.0,2.0,,,,,,,,,,,,,,,,,
53,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2024-01-18 07:00:11.000,2024-01-18 07:00:11,3233.0,41.0,2854.0,385.0,1021.0,1644.0,35047.0,2023-12-08 10:23:28.000,2.3.35,91.0,437.0,34,True,,38.0,pyenv,,,21.0,21.0,https://pypi.org/project/pyenv,,,10431.0,10431.0,,,,2.0,,,,,,,,,,,,,,,,,
54,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2024-01-18 08:00:52.000,2024-01-14 18:32:15,5294.0,87.0,1409.0,501.0,781.0,1523.0,24212.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,180.0,34,False,,221.0,glances,conda-forge/glances,,787.0,787.0,https://pypi.org/project/glances,,,169170.0,171430.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,211083.0,1.0,1570.0,,,,,,,,,,,,,,,,
55,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2024-01-18 06:06:29.000,2024-01-16 20:22:17,673.0,86.0,328.0,75.0,553.0,585.0,7822.0,2024-01-16 16:21:09.000,1.4.3,33.0,124.0,34,True,,55.0,pipx,conda-forge/pipx,,1758.0,1758.0,https://pypi.org/project/pipx,,,2450563.0,2452804.0,https://anaconda.org/conda-forge/pipx,2024-01-17 09:19:13.109,41858.0,3.0,30091.0,,,,,,,,,,,,,,,,
56,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2024-01-17 22:09:23.000,2024-01-17 22:01:52,15210.0,329.0,461.0,110.0,398.0,258.0,6603.0,2023-10-19 15:20:03.000,0.9.19,77.0,255.0,34,True,,142.0,pyre-check,,,75.0,21.0,https://pypi.org/project/pyre-check,2023-10-19 15:20:03.000,54.0,57557.0,57557.0,,,,3.0,,,,,,,,,,,,,,,,,
57,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-12-23 18:52:59.000,2023-02-28 17:40:55,262.0,,216.0,27.0,87.0,89.0,1615.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,34,True,,12.0,python-json-logger,conda-forge/python-json-logger,,81947.0,81076.0,https://pypi.org/project/python-json-logger,2023-02-21 17:40:52.893,871.0,19139085.0,19224125.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,6888277.0,2.0,,,,,,,,,,,,,,,,,
58,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2024-01-04 19:15:48.000,2023-12-16 00:50:19,486.0,10.0,374.0,112.0,313.0,191.0,11381.0,2022-09-07 21:58:56.000,0.3.14,20.0,37.0,33,True,,142.0,py-spy,conda-forge/py-spy,,3487.0,3487.0,https://pypi.org/project/py-spy,,,2083878.0,2094360.6666666667,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,503530.0,2.0,14965.0,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,332.6666666666667,408985.0,,
59,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2024-01-17 11:41:16.078,2024-01-17 10:39:20,2577.0,36.0,321.0,62.0,1096.0,323.0,4178.0,2024-01-17 10:44:07.000,12.1.1,54.0,120.0,33,True,,9.0,mimesis,conda-forge/mimesis,,1678.0,1602.0,https://pypi.org/project/mimesis,2024-01-17 10:43:23.000,76.0,115558.0,119660.0,https://anaconda.org/conda-forge/mimesis,2024-01-17 11:41:16.078,172035.0,2.0,528.0,,,,,,,,,,,,,,,,
60,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2024-01-16 20:49:13.000,2024-01-16 05:11:49,4355.0,67.0,244.0,45.0,42.0,1368.0,2704.0,2023-12-18 02:24:13.000,8.4.6,100.0,32.0,33,False,,9.0,pyarmor,,,1088.0,1088.0,https://pypi.org/project/pyarmor,,,124427.0,124427.0,,,,2.0,,,,,,,,,,,,,,,,,
61,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2024-01-18 07:27:05.000,2024-01-17 22:57:23,1428.0,38.0,247.0,56.0,1211.0,932.0,2412.0,2024-01-16 06:57:53.000,2.1.159,248.0,119.0,33,True,,160.0,pex,,,679.0,539.0,https://pypi.org/project/pex,2024-01-16 06:57:53.000,140.0,1348584.0,1506025.0,,,,2.0,3936029.0,,,,,,,,,,,,,,,,
62,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2024-01-18 05:17:29.000,2024-01-16 02:15:21,3723.0,234.0,299.0,44.0,824.0,567.0,2216.0,2023-10-20 05:20:58.000,0.3.16,50.0,135.0,33,True,,117.0,briefcase,,,531.0,512.0,https://pypi.org/project/briefcase,2023-10-20 05:20:58.000,19.0,9154.0,9158.0,,,,2.0,231.0,,,,,,,,,,,,,,,,
63,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2024-01-10 16:52:21.000,2023-10-18 06:21:56,1396.0,,174.0,36.0,278.0,312.0,1883.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,33,True,landscapeio/prospector,59.0,prospector,conda-forge/prospector,,5430.0,4724.0,https://pypi.org/project/prospector,2023-10-18 06:23:27.000,706.0,510773.0,513349.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,97905.0,1.0,,,,,,,,,,,,,,,,,
64,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-12-25 20:43:29.000,2023-12-20 15:05:10,592.0,9.0,132.0,36.0,252.0,139.0,1707.0,2023-10-19 16:26:09.000,3.12.0,40.0,68.0,33,True,,12.0,pytest-mock,conda-forge/pytest-mock,['pytest'],73196.0,73196.0,https://pypi.org/project/pytest-mock,,,12096802.0,12153542.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2439826.0,2.0,15.0,,,,,,,,,,,,,,,,
65,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-12-20 13:33:36.000,2023-10-05 17:12:04,684.0,,191.0,37.0,166.0,136.0,1651.0,2023-05-12 08:13:47.000,1.8.0,72.0,93.0,33,True,,55.0,nodeenv,conda-forge/nodeenv,,71683.0,70724.0,https://pypi.org/project/nodeenv,2023-05-12 08:10:47.532,959.0,14322026.0,14367121.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3427288.0,2.0,,,,,,,,,,,,,,,,,
66,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2024-01-15 12:44:46.000,2023-12-14 19:36:04,1345.0,14.0,162.0,35.0,191.0,137.0,1451.0,2023-11-10 23:35:23.000,1.7.0.post0,45.0,79.0,33,True,,47.0,logbook,conda-forge/logbook,,6578.0,5385.0,https://pypi.org/project/logbook,2023-11-10 23:32:34.000,1193.0,3265038.0,3268883.0,https://anaconda.org/conda-forge/logbook,2023-11-11 10:50:13.350,165248.0,2.0,333.0,,,,,,,,,,,,,,,,
67,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2024-01-01 17:59:33.000,2024-01-01 17:59:31,536.0,13.0,138.0,22.0,147.0,91.0,1190.0,2023-09-11 14:03:45.000,3.9.0,31.0,55.0,33,False,,39.0,prettytable,conda-forge/prettytable,,54745.0,53525.0,https://pypi.org/project/prettytable,2023-09-11 14:03:45.000,1220.0,9576833.0,9610703.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1287072.0,2.0,,,,,,,,,,,,,,,,,
68,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2024-01-17 02:05:17.000,2024-01-10 01:04:53,417.0,33.0,177.0,32.0,91.0,63.0,707.0,2024-01-10 00:55:48.000,0.7.16,8.0,37.0,33,False,sphinx-doc/alabaster,61.0,alabaster,conda-forge/alabaster,['sphinx'],118151.0,118151.0,https://pypi.org/project/alabaster,,,6591954.0,7172411.0,https://anaconda.org/conda-forge/alabaster,2024-01-10 01:09:16.100,6965488.0,2.0,,,,,,,,,,,,,,,,,
69,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,97.0,22.0,107.0,104.0,572.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,33,True,,11.0,parso,conda-forge/parso,,391720.0,385613.0,https://pypi.org/project/parso,2021-11-30 21:07:01.473,6107.0,18765832.0,19000479.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,17129241.0,2.0,,,,,,,,,,,,,,,,,
70,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2024-01-13 17:27:19.000,2024-01-13 17:27:19,317.0,4.0,937.0,232.0,117.0,105.0,16153.0,2024-01-05 13:51:59.000,1.2.0,24.0,27.0,32,True,,26.0,pysnooper,conda-forge/pysnooper,,1669.0,1669.0,https://pypi.org/project/pysnooper,,,337998.0,339807.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,72388.0,1.0,,,,,,,,,,,,,,,,,
71,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2024-01-16 19:33:50.000,2024-01-16 19:33:50,1140.0,41.0,378.0,58.0,326.0,126.0,11774.0,2023-12-04 20:37:33.000,1.11.0,19.0,42.0,32,True,,17.0,memray,conda-forge/memray,,304.0,285.0,https://pypi.org/project/memray,2023-12-04 20:37:33.000,19.0,284507.0,288679.0,https://anaconda.org/conda-forge/memray,2023-10-05 21:58:12.929,87623.0,2.0,,,,,,,,,,,,,,,,,
72,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2024-01-18 04:06:34.000,2024-01-17 21:21:10,3110.0,43.0,342.0,87.0,281.0,270.0,10525.0,2024-01-17 21:31:40.000,1.5.33.1,55.0,44.0,32,True,,151.0,scalene,,,572.0,572.0,https://pypi.org/project/scalene,,,26236.0,26236.0,,,,2.0,,,,,,,,,,,,,,,,,
73,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2024-01-16 21:18:31.000,2024-01-16 19:29:39,702.0,28.0,847.0,126.0,793.0,1172.0,9969.0,2024-01-16 21:18:31.000,1.41.0,81.0,35.0,32,True,,39.0,playwright,,,21.0,21.0,https://pypi.org/project/playwright,,,1995504.0,1995504.0,,,,2.0,,,,,,,,,,,,,,,,,
74,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2024-01-16 14:00:03.000,2024-01-16 13:58:06,10491.0,25.0,634.0,105.0,2596.0,2209.0,7485.0,2024-01-16 14:00:03.000,0.14.4,126.0,322.0,32,False,,287.0,xonsh,,,98.0,,https://pypi.org/project/xonsh,2024-01-16 14:00:03.000,98.0,21212.0,21316.0,,,,1.0,9583.0,,,,,,,,,,,,,,,4.0,
75,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2024-01-06 16:21:06.000,2024-01-06 16:21:06,945.0,10.0,211.0,53.0,154.0,115.0,5810.0,2023-10-12 08:46:13.000,4.6.0,31.0,55.0,32,True,,18.0,pyinstrument,conda-forge/pyinstrument,,1966.0,1966.0,https://pypi.org/project/pyinstrument,,,606491.0,613331.0,https://anaconda.org/conda-forge/pyinstrument,2023-11-18 02:43:45.664,280453.0,2.0,,,,,,,,,,,,,,,,,
76,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2024-01-16 12:36:07.000,2023-10-08 03:21:32,337.0,,359.0,56.0,177.0,108.0,5594.0,2023-04-14 07:11:09.000,0.4.13,6.0,60.0,32,True,,145.0,pipreqs,conda-forge/pipreqs,,26204.0,26204.0,https://pypi.org/project/pipreqs,,,503131.0,503656.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,46247.0,3.0,,,,,,,,,,,,,,,,,
77,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2024-01-17 04:02:58.000,2024-01-03 11:19:50,1480.0,10.0,1578.0,165.0,711.0,621.0,4534.0,,,22.0,115.0,32,True,,177.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,,,3228400.0,3314123.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-11-28 15:01:30.175,3686129.0,2.0,,,,,,,,,,,,,,,,-6.0,
78,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2024-01-18 01:03:05.000,2024-01-11 20:21:50,6436.0,109.0,279.0,57.0,891.0,529.0,4456.0,2024-01-05 20:54:47.000,2024.1.5,195.0,100.0,32,True,,147.0,pytype,conda-forge/pytype,,151.0,,https://pypi.org/project/pytype,2024-01-05 20:54:47.000,151.0,406554.0,410893.0,https://anaconda.org/conda-forge/pytype,2023-12-19 04:00:25.145,186606.0,3.0,,,,,,,,,,,,,,,,,
79,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2024-01-08 22:40:26.000,2024-01-08 22:40:25,1156.0,12.0,167.0,35.0,512.0,399.0,3054.0,2023-10-07 18:35:56.000,3.15.0,166.0,35.0,32,True,,15.0,pyupgrade,conda-forge/pyupgrade,,192.0,,https://pypi.org/project/pyupgrade,2023-10-07 18:35:56.000,192.0,397960.0,411824.0,https://anaconda.org/conda-forge/pyupgrade,2023-10-07 20:00:06.902,610022.0,2.0,,,,,,,,,,,,,,,,,
80,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2024-01-16 22:08:41.000,2024-01-16 22:07:01,1237.0,7.0,228.0,49.0,281.0,175.0,2816.0,2024-01-16 22:18:37.000,2024.1,78.0,95.0,32,True,,160.0,pudb,conda-forge/pudb,,6568.0,5807.0,https://pypi.org/project/pudb,2024-01-16 22:08:26.000,761.0,196096.0,198826.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,245783.0,1.0,,,,,,,,,,,,,,,,,
81,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2024-01-15 12:01:42.000,2023-04-30 10:08:19,610.0,,145.0,21.0,99.0,133.0,1883.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,32,True,,83.0,tabulate,conda-forge/tabulate,,8422.0,,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,8422.0,44486613.0,44554217.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,6219652.0,2.0,,,,,,,,,,,,,,,,,
82,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2024-01-16 02:28:13.000,2024-01-16 02:28:13,8931.0,67.0,294.0,62.0,1050.0,2750.0,1873.0,2023-11-20 02:03:13.000,4.6.0,20.0,157.0,32,True,,627.0,scons,conda-forge/scons,,,,https://pypi.org/project/scons,,,345257.0,358130.0,https://anaconda.org/conda-forge/scons,2024-01-02 02:37:29.147,526834.0,2.0,1444.0,,,,,,,,,,,,,,,,
83,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2024-01-18 10:22:46.000,2024-01-04 18:36:48,617.0,11.0,101.0,14.0,172.0,329.0,1473.0,2023-11-14 17:46:28.000,0.24.0,18.0,41.0,32,True,,45.0,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],10899.0,10899.0,https://pypi.org/project/mkdocstrings,,,588228.0,590848.0,https://anaconda.org/conda-forge/mkdocstrings,2023-11-15 01:17:08.478,102189.0,2.0,,,,,,,,,,,,,,,,,
84,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2024-01-08 20:27:56.000,2023-12-02 21:07:41,1089.0,19.0,198.0,57.0,339.0,205.0,1240.0,2022-11-09 16:51:21.000,6.1.1,7.0,60.0,32,True,,113.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3317.0,3317.0,https://pypi.org/project/pytest-bdd,,,721330.0,728318.0,https://anaconda.org/conda-forge/pytest-bdd,2023-12-02 22:25:37.629,55909.0,2.0,,,,,,,,,,,,,,,,,
