,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,labels,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
234,lazydocs,https://github.com/ml-tooling/lazydocs,,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,documentation,16,True,ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000000,2021-08-20 18:28:32.000000,2021-08-20 18:28:32.000000,11.0,3.0,43.0,2021-07-27 09:00:22.000000,0.4.8,18.0,7.0,2.0,,lazydocs,,42.0,42.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000000,0.0,740.0,740.0,,,,3.0,,,,,,,,,,,,,,,,
235,pyenv-installer,https://github.com/pyenv/pyenv-installer,,This tool is used to install `pyenv` and friends.,virtual-envs,15,True,pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000000,2021-08-27 04:13:02.000000,2021-08-27 04:13:02.000000,317.0,65.0,2900.0,,,,33.0,5.0,,,138.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
236,dh-virtualenv,https://github.com/spotify/dh-virtualenv,,Python virtualenvs in Debian packages.,virtual-envs,15,True,spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000000,2021-09-22 12:58:52.000000,2021-07-26 06:31:43.000000,163.0,167.0,1496.0,,,,57.0,24.0,,,412.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
237,eradicate,https://github.com/myint/eradicate,,Removes commented-out code from Python files.,refactoring,15,False,myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000000,2021-07-26 20:00:21.000000,2020-10-01 09:23:01.000000,19.0,13.0,117.0,2020-10-01 09:33:03.000000,2.0.0,16.0,7.0,6.0,,eradicate,164.0,156.0,,https://pypi.org/project/eradicate,2020-10-01 09:33:03.000000,156.0,,,,,,3.0,,,,,,,,,,,,,,,,
238,unify,https://github.com/myint/unify,,Modifies strings to all use the same quote where possible.,refactoring,15,False,myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000000,2021-04-21 16:21:07.000000,2019-08-07 13:44:00.000000,12.0,3.0,58.0,2013-06-22 15:34:37.000000,0.1.5,10.0,5.0,10.0,,unify,69.0,369.0,315.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000000,54.0,,,,,,3.0,,,,,,,,,,,,,,,,
239,mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,,A tool that allows for versioning sites built with mkdocs.,documentation,15,False,zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000000,2021-08-01 15:51:53.000000,2021-08-01 15:51:53.000000,8.0,22.0,40.0,2021-02-11 10:24:35.000000,0.4.0,6.0,5.0,3.0,,mkdocs-versioning,133.0,,,https://pypi.org/project/mkdocs-versioning,2021-02-11 10:24:35.000000,,4071.0,4071.0,,,,3.0,,,,,,,['mkdocs'],,,,,,,,,
240,mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,,MkDocs plugin for setting revision date from git per markdown file.,documentation,15,False,zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000000,2020-10-16 02:02:54.000000,2020-10-16 01:58:36.000000,5.0,9.0,37.0,2020-10-16 02:02:42.000000,0.3.1,8.0,6.0,2.0,,mkdocs-git-revision-date-plugin,24.0,365.0,347.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2020-10-16 02:02:18.000000,18.0,,,,,,3.0,,,,,,,['mkdocs'],,,,,,,,,
241,subpar,https://github.com/google/subpar,,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,packaging,14,False,google/subpar,https://github.com/google/subpar,Apache-2.0,2016-08-03 20:11:35.000000,2021-09-30 08:05:27.000000,2019-08-15 01:37:08.000000,62.0,30.0,495.0,2019-05-14 20:14:05.000000,2.0.0,5.0,14.0,33.0,,,93.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
242,pytest-plugins,https://github.com/man-group/pytest-plugins,,A grab-bag of nifty pytest plugins.,testing,14,True,man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000000,2021-10-17 17:00:40.000000,2021-10-06 10:33:35.000000,59.0,53.0,390.0,,,,48.0,45.0,,,750.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
243,pycycle,https://github.com/bndr/pycycle,,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,linters,14,False,bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000000,2021-07-28 15:57:26.000000,2017-02-13 18:07:04.000000,15.0,1.0,292.0,2017-02-13 18:07:58.000000,0.0.8,8.0,2.0,14.0,,pycycle,26.0,53.0,46.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000000,7.0,,,,,,3.0,,,,,,,,,,,,,,,,
244,linty_fresh,https://github.com/lyft/linty_fresh,,Surface lint errors during code review.,linters,14,True,lyft/linty_fresh,https://github.com/lyft/linty_fresh,Apache-2.0,2015-12-19 02:37:26.000000,2021-09-14 16:38:07.000000,2020-11-30 22:18:53.000000,21.0,1.0,184.0,2018-12-12 19:47:05.000000,0.7.0,10.0,17.0,8.0,,linty-fresh,53.0,,,https://pypi.org/project/linty-fresh,2018-12-12 19:47:05.000000,,,,,,,3.0,,,,,,,"['flake8', 'mypy']",,,,,,,,,
245,com2ann,https://github.com/ilevkivskyi/com2ann,,Tool for translation type comments to type annotations in Python.,refactoring,14,True,ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000000,2021-08-21 14:47:42.000000,2021-08-21 14:47:42.000000,7.0,15.0,101.0,2021-08-21 09:01:26.000000,0.3.0,3.0,4.0,5.0,,com2ann,31.0,6.0,6.0,https://pypi.org/project/com2ann,2021-08-21 09:01:26.000000,0.0,,,,,,3.0,,,,,,,,,,,,,,,,
246,massedit,https://github.com/elmotec/massedit,,Programmatically edit text files with Python. Useful for source to source transformations.,refactoring,14,True,elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000000,2020-12-23 02:17:37.000000,2020-12-23 02:11:17.000000,14.0,5.0,93.0,2020-12-23 02:19:02.000000,0.69.1,15.0,6.0,3.0,,massedit,178.0,10.0,,https://pypi.org/project/massedit,2020-12-23 02:12:33.000000,10.0,,0.0,,,,3.0,,17.0,,,,,,,,,,,,,,
247,pyformat,https://github.com/myint/pyformat,,Formats Python code to follow a consistent style.,formatters,14,False,myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000000,2019-12-07 19:55:59.000000,2019-05-24 17:17:56.000000,6.0,3.0,83.0,2014-09-07 13:57:37.000000,0.5.7,23.0,3.0,3.0,,pyformat,199.0,123.0,101.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000000,22.0,,,,,,3.0,,,,,,,,,,,,,,,,
248,yala,https://github.com/cemsbr/yala,,Yet Another Linter Aggregator.,linters,14,False,cemsbr/yala,https://github.com/cemsbr/yala,MIT,2017-06-02 22:45:50.000000,2021-06-01 22:20:31.000000,2021-04-10 04:03:47.000000,4.0,11.0,11.0,2020-10-24 16:03:12.000000,3.0.1,27.0,3.0,1.0,,yala,165.0,55.0,37.0,https://pypi.org/project/yala,2020-10-24 16:03:12.000000,18.0,,,,,,3.0,,,,,,,"['flake8', 'pylint']",,,,,,,,,
249,pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,,A PipEnv Environment Switcher.,virtual-envs,13,False,gtalarico/pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,MIT,2018-05-02 03:56:41.000000,2021-06-01 22:15:42.000000,2019-06-27 03:42:48.000000,11.0,10.0,128.0,2018-11-08 03:05:43.000000,0.7.1,25.0,5.0,7.0,,pipenv-pipes,285.0,,,https://pypi.org/project/pipenv-pipes,2018-11-08 03:05:43.000000,,54.0,54.0,,,,3.0,,,,,,,,,,,,,,,,
250,universal-build,https://github.com/ml-tooling/universal-build,,Universal build utilities for containerized build pipelines.,build-tools,13,True,ml-tooling/universal-build,https://github.com/ml-tooling/universal-build,MIT,2020-10-19 14:57:21.000000,2021-08-25 20:35:36.000000,2021-08-25 20:35:35.000000,5.0,3.0,13.0,2021-08-25 20:36:45.000000,0.6.15,39.0,4.0,,,universal-build,,6.0,6.0,https://pypi.org/project/universal-build,2020-12-12 13:21:08.000000,0.0,85.0,86.0,,,,3.0,,16.0,,,,,,,,,,,,,,
251,livepython,https://github.com/agermanidis/livepython,,Visually trace Python code in real-time.,profiling,12,False,agermanidis/livepython,https://github.com/agermanidis/livepython,MIT,2017-10-03 00:19:59.000000,2019-01-22 17:39:55.000000,2017-11-14 21:27:52.000000,164.0,15.0,2455.0,,,,3.0,10.0,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
252,cohesion,https://github.com/mschwager/cohesion,,A tool for measuring Python class cohesion.,code-metrics,11,False,mschwager/cohesion,https://github.com/mschwager/cohesion,GPL-3.0,2016-08-11 21:09:32.000000,2019-08-05 17:14:04.000000,2019-08-05 17:14:01.000000,2.0,11.0,144.0,2019-07-10 16:08:05.000000,1.0.0,9.0,2.0,3.0,,cohesion,78.0,3.0,,https://pypi.org/project/cohesion,2019-07-10 16:08:05.000000,3.0,1080.0,1080.0,,,,3.0,,,,,,,,,,,,,,,,
253,pyship,https://github.com/jamesabel/pyship,,pyship - ship Python desktop apps to end users.,packaging,10,False,jamesabel/pyship,https://github.com/jamesabel/pyship,MIT,2020-04-23 04:45:03.000000,2021-06-09 04:34:00.000000,2021-06-09 04:33:22.000000,,,15.0,2021-06-09 04:34:00.000000,0.1.5,17.0,,4.0,,pyship,,,,https://pypi.org/project/pyship,2021-06-09 04:34:00.000000,,36.0,36.0,,,,3.0,,,,,,,,,,,,,,,,
