,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,labels,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
185,uiautomator,https://github.com/xiaocong/uiautomator,,Python wrapper of Android uiautomator test tool.,testing,20,True,xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000000,2021-07-18 13:18:20.000000,2020-11-16 01:36:32.000000,594.0,117.0,1724.0,2020-11-16 03:43:07.000000,1.0.2,41.0,13.0,171.0,,uiautomator,316.0,316.0,194.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000000,122.0,,,,,,3.0,,,,,,,,,,,,,,,,
186,shiv,https://github.com/linkedin/shiv,,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",packaging,20,True,linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000000,2021-10-12 13:53:24.000000,2021-10-12 13:53:24.000000,70.0,63.0,1259.0,2021-04-27 16:06:42.000000,0.5.1,56.0,34.0,27.0,,shiv,,10.0,,https://pypi.org/project/shiv,2021-04-30 16:25:28.000000,10.0,7290.0,7295.0,,,,3.0,,148.0,,,,,,,,,,,,,,
187,python-devtools,https://github.com/samuelcolvin/python-devtools,,Dev tools for python.,logging,20,True,samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000000,2021-09-29 08:43:45.000000,2021-09-08 10:38:28.000000,15.0,34.0,416.0,2021-09-29 08:43:45.000000,0.8.0,12.0,7.0,2.0,,python-devtools,98.0,450.0,449.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000000,1.0,657.0,657.0,,,,3.0,,,,,,,,,,,,,,,,
188,pytest-randomly,https://github.com/pytest-dev/pytest-randomly,,Pytest plugin to randomly order tests and control random.seed.,testing,20,True,pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000000,2021-10-11 19:51:22.000000,2021-10-11 19:51:21.000000,21.0,39.0,360.0,2021-08-13 20:24:33.000000,3.10.1,26.0,16.0,5.0,,pytest-randomly,,214.0,,https://pypi.org/project/pytest-randomly,2021-08-13 20:24:33.000000,214.0,,,,,,3.0,,,,,,,,,,,,,,,,
189,Fixit,https://github.com/Instagram/Fixit,,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",linters,20,True,Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000000,2021-10-12 21:33:55.000000,2021-08-05 20:47:45.000000,39.0,25.0,278.0,2021-07-31 16:17:24.000000,0.1.4,6.0,27.0,32.0,,fixit,,10.0,10.0,https://pypi.org/project/fixit,2021-07-30 20:35:02.000000,0.0,4280.0,4280.0,,,,3.0,,,,,,,,,,,,,,,,
190,xenon,https://github.com/rubik/xenon,,Monitoring tool based on radon.,code-metrics,20,True,rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000000,2021-09-03 15:36:06.000000,2021-09-03 15:36:04.000000,16.0,25.0,196.0,2021-05-26 07:12:42.000000,0.7.3,20.0,8.0,6.0,conda-forge/xenon,xenon,108.0,380.0,256.0,https://pypi.org/project/xenon,2021-09-03 15:34:36.000000,124.0,,280.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883000,13458.0,3.0,,,,,,,,,,,,,,,,
191,releases,https://github.com/bitprophet/releases,,A powerful Sphinx changelog-generating extension.,documentation,20,True,bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000000,2021-09-24 20:54:13.000000,2021-09-24 20:54:11.000000,36.0,43.0,159.0,2020-01-11 00:29:49.000000,1.6.3,32.0,10.0,33.0,,releases,522.0,1088.0,382.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000000,706.0,,,,,,3.0,,,,,,,['sphinx'],,,,,,,,,
192,pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,pytest plugin for manipulating test data directories and files.,testing,20,False,gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000000,2020-11-22 23:34:25.000000,2019-10-22 13:19:39.000000,17.0,11.0,148.0,2019-10-22 13:04:22.000000,1.3.1,9.0,7.0,4.0,conda-forge/pytest-datadir,pytest-datadir,71.0,501.0,423.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000000,78.0,99477.0,100973.0,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374000,89788.0,3.0,,,,,,,['pytest'],,,,,,,,,
193,flake8-mypy,https://github.com/ambv/flake8-mypy,,A plugin for flake8 integrating Mypy.,linters,20,False,ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000000,2020-06-19 16:51:36.000000,2020-06-19 16:51:00.000000,15.0,3.0,103.0,2017-08-31 23:17:01.000000,17.8.0,6.0,8.0,19.0,,flake8-mypy,50.0,951.0,753.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000000,198.0,34715.0,34715.0,,,,3.0,,,,,,,['flake8'],,,,,,,,,
194,memory_profiler,https://github.com/fabianp/memory_profiler,,Monitor Memory usage of Python code.,profiling,20,False,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632000,2020-10-20 18:00:58.207000,2018-06-28 13:35:12.000000,12.0,,66.0,2018-08-16 03:16:49.000000,0.54.0,52.0,61.0,,conda-forge/memory_profiler,memory_profiler,500.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,534.0,,2102.0,https://anaconda.org/conda-forge/memory_profiler,2020-10-20 18:00:58.207000,136694.0,3.0,,,,,,,,,,,,,,,,
195,flake8-bandit,https://github.com/tylerwince/flake8-bandit,,Automated security testing using bandit and flake8.,linters,20,False,tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000000,2020-12-29 20:50:06.000000,2020-08-29 05:51:08.000000,15.0,8.0,64.0,2019-10-08 03:58:31.000000,2.1.2,11.0,5.0,4.0,,flake8-bandit,44.0,156.0,,https://pypi.org/project/flake8-bandit,2019-10-08 03:58:31.000000,156.0,471430.0,471430.0,,,,3.0,,,,,,,['flake8'],,,,,,,,,
196,pylint-flask,https://github.com/jschaf/pylint-flask,,A Pylint plugin to analyze Flask applications.,linters,20,True,jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000000,2021-03-10 19:35:23.000000,2021-03-10 19:35:23.000000,9.0,5.0,59.0,,,5.0,7.0,5.0,conda-forge/pylint-flask,pylint-flask,40.0,6108.0,5402.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000000,706.0,189795.0,190645.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934000,52714.0,3.0,,,,,,,['pylint'],,,,,,,,,
197,Birdseye,https://github.com/alexmojaki/birdseye,,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,debugging,19,True,alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000000,2021-08-01 14:18:37.000000,2021-08-01 14:14:35.000000,68.0,32.0,1427.0,2021-07-03 11:54:41.000000,0.9.1,37.0,10.0,18.0,,birdseye,409.0,0.0,,https://pypi.org/project/birdseye,2021-08-01 14:18:37.000000,0.0,838.0,838.0,,,,3.0,,,,,,,,,,,,,,,,
198,heartrate,https://github.com/alexmojaki/heartrate,,Simple real time visualisation of the execution of a Python program.,profiling,19,True,alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000000,2021-08-27 02:28:34.000000,2021-07-06 10:06:18.000000,113.0,2.0,1310.0,2019-08-14 12:49:34.000000,0.2.1,3.0,2.0,4.0,,heartrate,23.0,26.0,26.0,https://pypi.org/project/heartrate,2019-08-14 12:49:34.000000,0.0,1097.0,1097.0,,,,3.0,,,,,,,,,,,,,,,,
199,pycco,https://github.com/pycco-docs/pycco,,Literate-style documentation generator.,documentation,19,False,pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000000,2021-03-29 17:53:40.000000,2019-12-20 19:59:49.000000,143.0,28.0,759.0,2018-07-25 01:42:48.000000,0.6.0,11.0,36.0,29.0,,pycco,222.0,458.0,234.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000000,224.0,,,,,,3.0,,,,,,,,,,,,,,,,
200,pyheat,https://github.com/csurfer/pyheat,,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,profiling,19,True,csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000000,2021-09-18 20:16:24.000000,2021-09-18 20:16:24.000000,29.0,9.0,515.0,2018-12-06 03:59:34.000000,0.0.6,6.0,5.0,3.0,,py-heat,55.0,42.0,32.0,https://pypi.org/project/py-heat,2018-12-06 03:59:34.000000,10.0,2162.0,2162.0,,,,3.0,,,,,,,,,,,,,,,,
201,constructor,https://github.com/conda/constructor,,tool for creating installers from conda packages.,packaging,19,True,conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000000,2021-10-14 11:59:38.000000,2021-08-26 12:18:15.000000,130.0,194.0,330.0,2021-03-31 20:21:51.000000,3.2.1,37.0,47.0,57.0,constructor,,951.0,10.0,10.0,,,,,76.0,https://anaconda.org/anaconda/constructor,2021-04-01 17:48:58.348000,4645.0,3.0,,219.0,,,,,,,,,,,,,,
202,baron,https://github.com/PyCQA/baron,,"IDE allow you to refactor code, Baron allows you to write refactoring code.",refactoring,19,False,PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000000,2021-10-05 07:57:09.000000,2020-02-10 02:47:14.000000,51.0,29.0,265.0,2019-02-25 23:55:38.000000,0.8,19.0,31.0,47.0,,baron,1489.0,289.0,177.0,https://pypi.org/project/baron,2019-02-01 15:17:04.000000,112.0,,,,,,3.0,,,,,,,,,,,,,,,,
203,docformatter,https://github.com/myint/docformatter,,Formats docstrings to follow PEP 257.,formatters,19,True,myint/docformatter,https://github.com/myint/docformatter,MIT,2012-05-26 21:40:48.000000,2021-08-19 05:41:14.000000,2020-12-27 18:10:35.000000,32.0,22.0,232.0,2019-11-10 16:23:03.000000,1.3.1,48.0,15.0,27.0,,docformatter,441.0,843.0,733.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000000,110.0,,,,,,3.0,,,,,,,,,,,,,,,,
204,pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,,It helps to use fixtures in pytest.mark.parametrize.,testing,19,True,tvorog/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000000,2021-07-09 17:10:56.000000,2021-07-09 17:10:56.000000,15.0,19.0,215.0,2020-02-01 18:04:00.000000,0.6.3,12.0,8.0,15.0,conda-forge/pytest-lazy-fixture,pytest-lazy-fixture,94.0,504.0,442.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000000,62.0,,5253.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818000,283703.0,3.0,,,,,,,['pytest'],,,,,,,,,
205,unimport,https://github.com/hakancelik96/unimport,,"A linter, formatter for finding and removing unused import statements.",refactoring,19,True,hakancelik96/unimport,https://github.com/hakancelik96/unimport,MIT,2019-09-08 09:49:24.000000,2021-10-11 19:38:46.000000,2021-09-14 09:30:18.000000,13.0,66.0,115.0,2021-09-14 09:33:27.000000,0.9.2,33.0,13.0,10.0,,unimport,400.0,13.0,13.0,https://pypi.org/project/unimport,2021-09-14 09:33:27.000000,,5088.0,5088.0,,,,3.0,,,,,,,,,,,,,,,,
206,mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",documentation,19,False,timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000000,2021-10-20 08:33:55.000000,2021-10-20 08:29:42.000000,6.0,54.0,24.0,2021-10-20 08:33:49.000000,2.0.3,27.0,1.0,1.0,,mkdocs-print-site-plugin,185.0,48.0,48.0,https://pypi.org/project/mkdocs-print-site-plugin,2021-10-20 08:33:49.000000,0.0,3969.0,3969.0,,,,3.0,,,,,,,['mkdocs'],3.0,,,,,,,,
207,pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,virtual-envs,18,True,pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000000,2021-10-08 08:55:00.000000,2021-10-08 08:55:00.000000,304.0,188.0,4544.0,2019-02-14 00:27:42.000000,1.1.5,7.0,44.0,135.0,,,475.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
208,Profiling,https://github.com/what-studio/profiling,,Was an interactive continuous Python profiler.,profiling,18,False,what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000000,2020-08-24 01:31:58.000000,2020-08-24 01:31:58.000000,114.0,20.0,2993.0,2017-06-28 06:10:16.000000,0.1.3,3.0,18.0,15.0,,profiling,433.0,44.0,39.0,https://pypi.org/project/profiling,2017-06-28 06:10:16.000000,5.0,,,,,,3.0,,,,,,,,,,,,,,,,
209,xar,https://github.com/facebookincubator/xar,,executable archive format.,packaging,18,True,facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000000,2021-10-15 21:36:57.000000,2021-10-15 21:36:54.000000,45.0,21.0,1471.0,2020-12-02 20:41:20.000000,20.12.2,3.0,28.0,8.0,,xar,,15.0,15.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000000,,104.0,104.0,,,,3.0,,,,,,,,,,,,,,,,
210,pyflow,https://github.com/David-OConnor/pyflow,,An installation and dependency system for Python.,dependency-managers,18,True,David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000000,2021-10-08 22:05:41.000000,2021-07-13 14:36:24.000000,31.0,66.0,904.0,2021-07-02 13:17:04.000000,0.3.1,26.0,24.0,43.0,,pyflow,333.0,0.0,,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000000,0.0,,134.0,,,,3.0,,3497.0,,,,,,,,,,,,,,
211,portray,https://github.com/timothycrosley/portray,,Your Project with Great Documentation.,documentation,18,True,timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000000,2021-06-13 08:00:00.000000,2021-06-13 07:59:39.000000,59.0,29.0,767.0,2021-06-13 08:00:00.000000,1.7.0,28.0,16.0,21.0,,portray,,8.0,,https://pypi.org/project/portray,2021-06-13 08:00:00.000000,8.0,9020.0,9020.0,,,,3.0,,,,,,,,,,,,,,,,
212,vex,https://github.com/sashahart/vex,,Run a command in the named virtualenv.,virtual-envs,18,False,sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000000,2021-01-19 19:03:16.000000,2019-05-10 19:18:48.000000,23.0,39.0,371.0,2019-05-10 19:21:38.000000,0.0.19,18.0,3.0,2.0,,vex,200.0,37.0,21.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000000,16.0,708.0,708.0,,,,3.0,,,,,,,,,,,,,,,,
213,assertpy,https://github.com/ActivisionGameScience/assertpy,,Simple assertion library for unit testing in python with a fluent API.,testing,18,False,ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332000,2020-07-19 15:23:26.710000,2019-10-30 17:50:10.000000,47.0,,248.0,,,13.0,10.0,,conda-forge/assertpy,assertpy,279.0,124.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000000,124.0,,272.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710000,12827.0,3.0,,,,,,,,,,,,,,,,
214,flakehell,https://github.com/life4/flakehell,,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",linters,18,True,life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000000,2021-01-11 21:35:41.000000,2021-01-11 21:35:40.000000,32.0,,222.0,2021-01-11 18:40:32.000000,0.9.0,28.0,15.0,4.0,,flakehell,368.0,0.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000000,0.0,45507.0,45509.0,,,,3.0,,57.0,,,,,['flake8'],,,,,,,,,
215,flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,,Flake8 plugin to find commented out or dead code.,linters,18,True,wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000000,2021-10-19 12:43:12.000000,2021-10-19 12:41:28.000000,6.0,27.0,198.0,2021-10-19 12:43:12.000000,1.2.0,12.0,13.0,1.0,,flake8-eradicate,325.0,72.0,,https://pypi.org/project/flake8-eradicate,2021-10-19 12:43:12.000000,72.0,,,,,,3.0,,,,,,,['flake8'],,,,,,,,,
216,data-science-types,https://github.com/predictive-analytics-lab/data-science-types,,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",linters,18,True,predictive-analytics-lab/data-science-types,https://github.com/predictive-analytics-lab/data-science-types,Apache-2.0,2019-09-20 11:45:49.000000,2021-02-16 17:29:01.000000,2021-02-16 17:29:00.000000,57.0,23.0,186.0,2021-02-16 16:47:31.000000,0.2.23,26.0,44.0,39.0,,data-science-types,446.0,136.0,136.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000000,0.0,,,,,,3.0,,,,,,,,,,,,,,,,
217,nitpick,https://github.com/andreoliwa/nitpick,,Enforce the same settings on multiple projects.,linters,18,True,andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000000,2021-10-11 18:28:38.000000,2021-08-29 00:17:44.000000,12.0,55.0,184.0,2021-07-20 22:57:53.000000,0.27.0,43.0,10.0,33.0,,nitpick,568.0,0.0,,https://pypi.org/project/nitpick,2021-07-20 22:57:49.000000,0.0,7323.0,7323.0,,,,3.0,,4.0,,,,,['flake8'],,,,,,,,,
218,pynt,https://github.com/rags/pynt,,A pynt of Python build.,build-tools,18,False,rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000000,2020-04-13 11:49:33.000000,2019-10-04 19:05:46.000000,18.0,13.0,152.0,2018-06-24 06:23:48.000000,0.8.2,7.0,9.0,5.0,,pynt,128.0,125.0,71.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000000,54.0,6863.0,6863.0,,,,3.0,,,,,,,,,,,,,,,,
219,pandas-vet,https://github.com/deppen8/pandas-vet,,A plugin for Flake8 that checks pandas code.,linters,18,True,deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000000,2021-03-03 04:44:57.000000,2021-03-03 04:44:57.000000,14.0,29.0,108.0,2020-02-01 05:12:09.000000,0.2.2,6.0,10.0,21.0,conda-forge/pandas-vet,pandas-vet,179.0,50.0,50.0,https://pypi.org/project/pandas-vet,2020-02-01 05:12:09.000000,0.0,5499.0,5751.0,https://anaconda.org/conda-forge/pandas-vet,2020-02-01 05:31:32.445000,7539.0,3.0,,39.0,,,,,['flake8'],,,,,,,,,
220,beartype,https://github.com/beartype/beartype,,Unbearably fast O(1) runtime type-checking in pure Python.,linters,17,True,beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000000,2021-10-21 05:55:23.000000,2021-10-21 05:52:13.000000,12.0,35.0,462.0,2021-08-21 04:36:25.000000,0.8.1,14.0,8.0,8.0,conda-forge/beartype,beartype,,0.0,,https://pypi.org/project/beartype,2021-08-21 04:36:25.000000,0.0,24450.0,24939.0,https://anaconda.org/conda-forge/beartype,2021-08-21 19:39:47.858000,7839.0,3.0,,,,,,,,,,,,,,,,
221,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,17,True,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000000,2021-09-15 11:45:37.000000,2021-09-15 11:45:37.000000,16.0,15.0,313.0,2021-04-08 20:14:54.000000,1.8.0,22.0,11.0,5.0,,manhole,485.0,142.0,76.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000000,66.0,,,,,,3.0,,,,,,,,,,,,,,,,
222,bellybutton,https://github.com/hchasestevens/bellybutton,,Custom Python linting through AST expressions.,linters,17,True,hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000000,2021-07-15 00:42:03.000000,2021-07-15 00:42:02.000000,11.0,6.0,222.0,2020-11-27 21:20:22.000000,0.3.1,11.0,5.0,8.0,,bellybutton,33.0,11.0,11.0,https://pypi.org/project/bellybutton,2020-11-27 21:20:22.000000,0.0,6847.0,6847.0,,,,3.0,,,,,,,,,,,,,,,,
223,imhotep,https://github.com/justinabrahms/imhotep,,A static-analysis bot for Github.,linters,17,True,justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000000,2021-10-01 21:06:28.000000,2021-10-01 21:06:26.000000,37.0,23.0,217.0,2016-09-18 21:57:32.000000,1.1.0,9.0,16.0,23.0,,imhotep,358.0,11.0,7.0,https://pypi.org/project/imhotep,2016-09-18 21:57:32.000000,4.0,16.0,16.0,,,,3.0,,,,,,,,,,,,,,,,
224,add-trailing-comma,https://github.com/asottile/add-trailing-comma,,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,refactoring,17,True,asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000000,2021-10-19 01:10:20.000000,2021-10-19 01:09:55.000000,14.0,34.0,191.0,2021-10-19 01:10:13.000000,2.2.0,31.0,9.0,1.0,,add-trailing-comma,278.0,14.0,,https://pypi.org/project/add-trailing-comma,2021-10-19 01:10:13.000000,14.0,,,,,,3.0,,,,,,,,,,,,,,,,
225,retype,https://github.com/ambv/retype,,Re-apply type annotations from .pyi stubs to your codebase.,refactoring,17,True,ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000000,2021-10-12 23:24:38.000000,2021-10-12 23:24:38.000000,17.0,8.0,108.0,2021-10-04 10:16:29.000000,21.10.0,10.0,8.0,6.0,conda-forge/retype,retype,,34.0,,https://pypi.org/project/retype,2021-10-04 10:16:29.000000,34.0,980.0,1312.0,https://anaconda.org/conda-forge/retype,2021-10-04 14:22:07.653000,14942.0,3.0,,,,,,,,,,,,,,,,
226,PyOxidizer,https://github.com/indygreg/PyOxidizer,,A modern Python application packaging and distribution tool.,packaging,16,True,indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000000,2021-10-21 00:13:10.000000,2021-10-20 05:13:10.000000,124.0,155.0,3233.0,2021-08-09 01:16:26.000000,pyoxidizer/0.17,9.0,36.0,229.0,,,,,,,,,,44.0,,,,3.0,,927.0,,,,,,,,,,,,,,
227,pyrasite,https://github.com/lmacken/pyrasite,,Inject code into running Python processes.,debugging,16,False,lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000000,2021-06-04 01:31:20.000000,2017-03-13 17:42:17.000000,189.0,15.0,2573.0,,,13.0,20.0,40.0,,pyrasite,274.0,42.0,36.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000000,6.0,,,,,,3.0,,,,,,,,,,,,,,,,
228,fake2db,https://github.com/emirozer/fake2db,,create custom test databases that are populated with fake data.,testing,16,False,emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000000,2019-11-25 09:19:01.000000,2019-11-25 09:19:00.000000,110.0,15.0,2091.0,2019-03-09 13:53:12.000000,1.0.0,20.0,18.0,7.0,,fake2db,242.0,17.0,16.0,https://pypi.org/project/fake2db,2018-02-09 15:43:23.000000,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
229,tbvaccine,https://github.com/skorokithakis/tbvaccine,,A small utility to pretty-print Python tracebacks.,logging,16,False,skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000000,2020-03-01 19:24:46.000000,2020-03-01 19:24:44.000000,12.0,13.0,362.0,2018-12-14 18:07:29.000000,0.3.1,12.0,12.0,7.0,,tbvaccine,80.0,9.0,9.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000000,,1273.0,1273.0,,,,3.0,,,,,,,,,,,,,,,,
230,dlint,https://github.com/dlint-py/dlint,,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,security,16,True,dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000000,2021-10-12 02:02:48.000000,2020-12-08 17:21:32.000000,13.0,12.0,315.0,2020-10-30 20:40:39.000000,0.11.0,13.0,7.0,21.0,,dlint,201.0,18.0,,https://pypi.org/project/dlint,2020-10-30 20:40:39.000000,18.0,,,,,,3.0,,,,,,,,,,,,,,,,
231,pep8ify,https://github.com/spulec/pep8ify,,A library that modifies python source code to conform to pep8.,refactoring,16,False,spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000000,2019-03-08 03:06:14.000000,2014-10-24 20:36:38.000000,12.0,12.0,116.0,2014-10-24 20:36:57.000000,0.0.13,13.0,6.0,6.0,,pep8ify,154.0,53.0,34.0,https://pypi.org/project/pep8ify,2014-10-24 20:36:57.000000,19.0,122.0,122.0,,,,3.0,,,,,,,,,,,,,,,,
232,pytest-play,https://github.com/pytest-dev/pytest-play,,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,testing,16,False,pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000000,2019-08-20 15:57:27.000000,2019-06-12 11:57:28.000000,3.0,24.0,64.0,2019-06-12 11:59:29.000000,2.3.1,23.0,3.0,5.0,,pytest-play,382.0,25.0,21.0,https://pypi.org/project/pytest-play,2019-06-12 11:59:29.000000,4.0,657.0,657.0,,,,3.0,,,,,,,['pytest'],,,,,,,,,
233,pip-run,https://github.com/jaraco/pip-run,,pip-run - dynamic dependency loader for Python.,dependency-managers,16,True,jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000000,2021-10-02 23:56:14.000000,2021-10-02 23:50:49.000000,10.0,38.0,61.0,2021-10-02 23:56:27.000000,8.6.0,24.0,11.0,3.0,,pip-run,,0.0,,https://pypi.org/project/pip-run,2021-10-02 23:56:14.000000,0.0,9850.0,9850.0,,,,3.0,,,,,,,,,,,,,,,,
