,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_dependent_project_count,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-12-31 20:48:16.000,2022-12-31 20:48:15,190.0,22.0,130.0,52.0,118.0,2.0,1771.0,2022-12-31 20:48:25.000,2022.12.29,70.0,9.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2022-12-30 10:33:42.000,2022-12-30 10:33:42,135.0,12.0,4.0,4.0,56.0,2.0,112.0,2022-12-30 10:33:53.000,2022.12.30,41.0,4.0,0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2023-01-04 09:33:09.000,2022-12-25 17:09:45,14827.0,146.0,2217.0,194.0,4877.0,4359.0,9645.0,2022-10-25 07:58:53.000,7.2.0,156.0,842.0,47,True,810.0,pytest,conda-forge/pytest,['pytest'],660782.0,660782.0,https://pypi.org/project/pytest,2022-10-25 07:58:10.000,43642199.0,43867859.0,https://anaconda.org/conda-forge/pytest,2022-10-31 11:43:04.693,17601516.0,1.0,,,,,,,,,,,,,,,,,,,,,
5,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2023-01-05 13:22:42.000,2023-01-04 07:22:16,13481.0,141.0,2779.0,308.0,5067.0,5712.0,8449.0,2022-11-05 15:58:21.647,22.3.1,126.0,706.0,46,True,996.0,pip,conda-forge/pip,,121079.0,110401.0,https://pypi.org/project/pip,2022-05-31 11:19:58.000,109221936.0,110017637.0,https://anaconda.org/conda-forge/pip,2022-11-05 19:03:00.168,62064728.0,1.0,10678.0,,,,,,,,,,,,,,,,,,,,
6,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2023-01-03 05:47:56.000,2023-01-03 05:47:17,8206.0,309.0,1807.0,363.0,1635.0,3654.0,23527.0,2022-12-19 10:24:49.000,2022.12.19,348.0,454.0,45,True,230.0,pipenv,conda-forge/pipenv,,55791.0,54550.0,https://pypi.org/project/pipenv,2022-09-08 15:02:03.491,5551034.0,5553191.0,https://anaconda.org/conda-forge/pipenv,2022-12-19 20:02:53.055,84136.0,1.0,1241.0,,,,,,,,,,,,,,,,,,,,
7,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-12-30 21:21:16.000,2022-12-30 21:21:09,5868.0,46.0,1289.0,239.0,595.0,1371.0,8978.0,2022-11-07 18:47:02.742,5.9.4,88.0,191.0,45,True,239.0,psutil,conda-forge/psutil,,256423.0,240475.0,https://pypi.org/project/psutil,2022-09-04 20:17:41.866,59344997.0,59567490.0,https://anaconda.org/conda-forge/psutil,2022-11-08 06:03:33.939,18021948.0,1.0,15948.0,,,,,,,,,,,,,,,,,,,,
8,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2023-01-02 14:43:51.000,2023-01-02 14:43:48,1491.0,57.0,1949.0,226.0,1303.0,1816.0,30745.0,2022-12-09 15:59:15.665,22.12.0,44.0,353.0,44,True,371.0,black,conda-forge/black,,232461.0,224616.0,https://pypi.org/project/black,2022-06-28 00:39:54.000,15071359.0,15176295.0,https://anaconda.org/conda-forge/black,2022-10-27 20:13:05.568,5844777.0,1.0,7845.0,25990.0,,,,,,,,,,,,,,,,,,,
9,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2023-01-04 09:59:42.000,2023-01-03 22:45:46,10877.0,211.0,2391.0,222.0,5822.0,6282.0,14432.0,,,98.0,623.0,44,True,2350.0,mypy,conda-forge/mypy,,118177.0,111899.0,https://pypi.org/project/mypy,2022-10-03 14:22:39.864,11037170.0,11077877.0,https://anaconda.org/conda-forge/mypy,2022-11-15 04:12:17.621,2523834.0,1.0,6278.0,,,,,,,,,,,,,,,,,,,,
