,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2024-05-16 17:19:41.000000,2024-05-16 17:19:41,340.0,27.0,163.0,56.0,201.0,3.0,2195.0,2024-05-16 17:19:46.000,2024.05.16,100.0,16.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2024-05-23 11:49:23.000000,2024-05-23 11:49:22,289.0,29.0,45.0,15.0,199.0,15.0,853.0,2023-06-29 18:48:34.000,2023.06.29,68.0,31.0,0,True,mkdocs/catalog,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2024-05-22 15:10:03.000000,2024-05-21 13:56:18,15936.0,217.0,2539.0,191.0,5750.0,4925.0,11467.0,2024-05-19 19:08:47.000,8.2.1,176.0,965.0,48,True,,868.0,pytest,conda-forge/pytest,['pytest'],766.0,127242246.0,1270888.0,1227094.0,https://pypi.org/project/pytest,2024-05-19 19:07:58.000,43794.0,126640512.0,https://anaconda.org/conda-forge/pytest,2024-05-20 16:10:58.418,25874018.0,1.0,,,,,,,,,,,,,,,,,,
5,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2024-05-23 00:14:29.000000,2024-05-22 18:32:27,14606.0,256.0,2957.0,321.0,5479.0,6265.0,9308.0,2023-12-17 13:05:02.000,23.3.2,139.0,788.0,48,True,,1055.0,pip,conda-forge/pip,,,390710832.0,189479.0,185420.0,https://pypi.org/project/pip,2024-05-06 20:49:04.000,4059.0,388424541.0,https://anaconda.org/conda-forge/pip,2024-02-03 11:45:13.925,109741984.0,1.0,,,,,,,,,,,,,,,,,,
6,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2024-05-23 08:20:23.000000,2024-05-22 14:36:37,14951.0,423.0,1145.0,96.0,1605.0,1880.0,2339.0,2024-05-21 10:28:25.000,70.0.0,567.0,601.0,47,True,,623.0,setuptools,conda-forge/setuptools,,,388434374.0,533598.0,513835.0,https://pypi.org/project/setuptools,2024-05-21 10:28:12.000,19763.0,386169757.0,https://anaconda.org/conda-forge/setuptools,2024-05-22 08:56:28.732,108701658.0,1.0,,,,,,,,,,,,,,,,,,
7,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2024-05-19 14:29:39.000000,2024-05-16 00:32:27,1876.0,57.0,2373.0,232.0,1742.0,2230.0,37555.0,2024-04-26 00:32:12.000,24.4.2,62.0,446.0,46,True,,380.0,black,conda-forge/black,,88479.0,39307722.0,513870.0,493498.0,https://pypi.org/project/black,2024-04-26 00:32:12.000,20372.0,39084444.0,https://anaconda.org/conda-forge/black,2024-04-26 08:33:17.672,10205159.0,1.0,,,,,,,,,,,,,,,,,,
8,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2024-05-23 05:59:06.000000,2024-05-23 05:59:06,11829.0,92.0,2709.0,235.0,6953.0,7613.0,17643.0,2024-04-24 13:52:35.000,1.10.0,115.0,715.0,46,True,,2821.0,mypy,conda-forge/mypy,,,26708364.0,254146.0,240562.0,https://pypi.org/project/mypy,2024-04-24 13:52:35.000,13584.0,26623891.0,https://anaconda.org/conda-forge/mypy,2024-04-25 00:02:59.037,3970277.0,1.0,,,,,,,,,,,,,,,,,,
9,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2024-05-23 04:36:52.000000,2024-05-22 12:09:19,20862.0,242.0,2006.0,149.0,5417.0,5767.0,6096.0,2024-04-19 04:44:43.000,7.3.7,206.0,826.0,46,True,,1223.0,sphinx,conda-forge/sphinx,['sphinx'],,15359343.0,400944.0,378739.0,https://pypi.org/project/sphinx,2024-04-19 04:44:43.000,22205.0,15168507.0,https://anaconda.org/conda-forge/sphinx,2024-04-19 19:30:59.768,9160166.0,1.0,,,,,,,,,,,,,,,,,,
