,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
112,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2024-02-19 23:54:23.000,2023-08-14 16:01:13,475.0,,190.0,9.0,230.0,146.0,545.0,2021-11-11 21:00:03.000,3.3.1,42.0,64.0,30,True,,27.0,coveralls,conda-forge/coveralls,['pytest'],,619006.0,42724.0,33138.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000,9586.0,606676.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1060433.0,2.0,,,,,,,,,,,,,,
113,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2024-02-26 03:51:48.214,2024-02-26 01:33:26,235.0,3.0,111.0,21.0,64.0,46.0,433.0,2024-02-26 01:36:32.000,1.7.2,34.0,38.0,30,True,,11.0,ddt,conda-forge/ddt,,,569031.0,6907.0,5548.0,https://pypi.org/project/ddt,2024-02-26 01:36:32.000,1359.0,563934.0,https://anaconda.org/conda-forge/ddt,2024-02-26 03:51:48.214,91757.0,2.0,,,,,,,,,,,,,,
114,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2024-02-12 02:37:46.000,2023-10-18 07:06:19,437.0,,486.0,163.0,161.0,172.0,9635.0,2023-10-18 16:33:47.000,0.15.2.0,10.0,44.0,29,True,,145.0,gdbgui,,,16943.0,13196.0,368.0,368.0,https://pypi.org/project/gdbgui,,,12811.0,,,,2.0,,,,,,,,,,,,,,
115,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2024-02-28 14:53:45.000,2024-02-01 01:02:12,272.0,1.0,174.0,50.0,54.0,71.0,8256.0,2022-07-21 09:20:01.329,2.1.3,17.0,21.0,29,True,,70.0,icecream,conda-forge/icecream,,,1291120.0,202.0,21.0,https://pypi.org/project/icecream,2022-07-21 09:20:01.329,181.0,1290203.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,32097.0,2.0,,,,,,,,,,,,,,
116,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2024-03-07 09:21:06.000,2024-03-05 15:31:54,2800.0,91.0,325.0,46.0,1612.0,1140.0,5975.0,2024-03-04 09:07:02.000,2024.03.04,120.0,147.0,29,True,,493.0,,conda-forge/mamba,,,228752.0,,,,,,,https://anaconda.org/conda-forge/mamba,2024-03-04 11:36:35.409,10522611.0,3.0,,,,,,,,,,,,,,
117,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2024-03-02 12:33:17.000,2024-03-02 12:33:16,619.0,12.0,249.0,34.0,232.0,193.0,3932.0,2023-12-19 10:46:44.000,1.4.0,18.0,116.0,29,True,,110.0,freezegun,conda-forge/freezegun,,13.0,10224894.0,,,https://pypi.org/project/freezegun,,,10188573.0,https://anaconda.org/conda-forge/freezegun,2023-12-19 12:37:51.731,1525346.0,3.0,,,,,,,,,,,,,,
118,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2024-02-27 07:53:03.000,2023-12-18 14:36:24,755.0,4.0,72.0,15.0,93.0,60.0,1348.0,2023-12-07 08:42:04.000,1.6.0,13.0,31.0,29,True,,14.0,yappi,conda-forge/yappi,,,2556760.0,1121.0,1121.0,https://pypi.org/project/yappi,,,2552632.0,https://anaconda.org/conda-forge/yappi,2023-12-07 11:50:22.080,169268.0,2.0,,,,,,,,,,,,,,
119,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2024-01-07 16:46:27.000,2023-12-15 12:49:52,1016.0,12.0,108.0,20.0,76.0,88.0,1175.0,,,5.0,41.0,29,True,,92.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],,1772878.0,8334.0,8334.0,https://pypi.org/project/pytest-benchmark,,,1752450.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1961100.0,3.0,,,,,,,,,,,,,,
120,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2024-02-28 21:12:00.000,2024-02-26 20:34:04,655.0,1.0,119.0,16.0,201.0,170.0,582.0,2023-10-23 02:19:27.000,2.5.4,24.0,71.0,29,True,pylint-dev/pylint-django,58.0,pylint-django,conda-forge/pylint-django,['pylint'],278.0,1267296.0,28798.0,28798.0,https://pypi.org/project/pylint-django,,,1262789.0,https://anaconda.org/conda-forge/pylint-django,2024-01-09 10:07:10.754,180086.0,2.0,,,,,,,,,,,,,,
121,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2024-02-29 23:37:43.715,2021-06-11 10:22:09,273.0,,42.0,10.0,37.0,52.0,524.0,2021-06-11 10:24:04.382,15.0.1,63.0,16.0,29,False,,33.0,coloredlogs,anaconda/coloredlogs,,,14007547.0,38913.0,36765.0,https://pypi.org/project/coloredlogs,2021-06-11 10:24:04.382,2148.0,14007382.0,https://anaconda.org/anaconda/coloredlogs,2024-02-29 23:37:43.715,12924.0,3.0,,,,,,,,,,,,,,
122,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2024-03-06 15:07:07.000,2024-03-06 15:07:07,600.0,10.0,145.0,35.0,312.0,138.0,270.0,2023-09-26 00:23:25.000,1.6.0,15.0,82.0,29,False,,80.0,numpydoc,conda-forge/numpydoc,['sphinx'],,616147.0,42748.0,42748.0,https://pypi.org/project/numpydoc,,,566869.0,https://anaconda.org/conda-forge/numpydoc,2023-12-08 17:48:59.802,2266803.0,3.0,,,,,,,,,,,,,,
123,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2024-03-04 09:54:17.000,2022-03-06 14:20:17,408.0,,394.0,155.0,74.0,228.0,9786.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,28,False,,80.0,bpytop,conda-forge/bpytop,,,7041.0,177.0,176.0,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,6620.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,15608.0,3.0,,,,,,,,,,,,,,
124,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2024-03-06 09:37:20.000,2024-03-06 09:37:19,10507.0,28.0,636.0,105.0,2609.0,2213.0,7848.0,2024-02-25 00:15:23.000,0.15.0,100.0,325.0,28,False,,289.0,xonsh,,,9755.0,34269.0,,,https://pypi.org/project/xonsh,,,34165.0,,,,1.0,,,,,,-4.0,,,,,,,,
125,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2024-02-05 04:33:35.000,2021-06-11 17:11:55,4487.0,,1295.0,100.0,3153.0,2374.0,3511.0,2017-05-22 15:58:37.000,0.11.0,17.0,483.0,28,False,,658.0,coala-bears,,,176.0,7986.0,13.0,13.0,https://pypi.org/project/coala-bears,,,7985.0,,,,2.0,,,,,,,,,,,,,,
126,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2024-03-04 15:09:21.000,2024-01-12 20:26:20,1320.0,20.0,356.0,49.0,488.0,203.0,3390.0,2022-10-05 17:13:10.000,1.4.0,8.0,74.0,28,True,,105.0,detect-secrets,,,,467965.0,,,https://pypi.org/project/detect-secrets,,,467965.0,,,,3.0,,,,,,,,,,,,,,
127,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2024-02-19 17:43:13.000,2022-07-14 07:40:12,517.0,,101.0,30.0,363.0,67.0,2585.0,2022-02-10 14:51:38.000,1.3.3,31.0,19.0,28,False,,43.0,notifiers,conda-forge/notifiers,,,813349.0,1207.0,1182.0,https://pypi.org/project/notifiers,2022-02-10 14:51:38.000,25.0,812428.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,35955.0,3.0,,,,,,,,,,,,,,
128,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2024-03-07 07:31:14.000,2024-03-07 07:10:22,1163.0,73.0,46.0,14.0,47.0,207.0,2330.0,2024-02-14 06:47:16.000,0.17.2,35.0,21.0,28,True,,49.0,beartype,conda-forge/beartype,,,2389337.0,,,https://pypi.org/project/beartype,,,2387502.0,https://anaconda.org/conda-forge/beartype,2024-02-14 08:46:20.588,82605.0,2.0,,,,,,-4.0,,,,,,,,
129,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2024-02-24 12:42:57.000,2022-07-14 18:31:38,706.0,,68.0,18.0,323.0,126.0,1234.0,2021-07-09 22:21:56.000,0.10.3,13.0,41.0,28,False,,79.0,pdbpp,conda-forge/pdbpp,,,401612.0,5445.0,5445.0,https://pypi.org/project/pdbpp,,,400200.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,111615.0,3.0,,,,,,,,,,,,,,
130,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2024-01-11 17:49:41.000,2024-01-11 17:49:41,266.0,1.0,98.0,24.0,110.0,79.0,764.0,2019-12-10 01:50:33.000,0.8.1,14.0,34.0,28,True,,40.0,astor,conda-forge/astor,,,5808977.0,2227.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2227.0,5781597.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2272555.0,2.0,,,,,,,,,,,,,,
131,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2024-03-06 20:09:30.000,2024-03-06 20:09:29,615.0,12.0,31.0,5.0,545.0,54.0,575.0,2023-08-15 18:04:57.000,3.15.0,33.0,20.0,28,True,,7.0,pytest-randomly,conda-forge/pytest-randomly,,,2783982.0,8329.0,8024.0,https://pypi.org/project/pytest-randomly,2023-08-15 18:04:57.000,305.0,2777836.0,https://anaconda.org/conda-forge/pytest-randomly,2023-08-15 20:36:31.270,178253.0,3.0,,,,,,,,,,,,,,
132,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2024-01-29 16:09:18.000,2022-11-08 15:07:52,1711.0,,172.0,53.0,280.0,233.0,568.0,2023-02-03 17:52:32.253,2.13.7,125.0,93.0,28,False,,134.0,zc.buildout,conda-forge/zc.buildout,,,46923.0,1046.0,,https://pypi.org/project/zc.buildout,2023-02-03 17:52:32.253,1046.0,45842.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,32457.0,3.0,,,,,,7.0,,,,,,,,
133,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2024-03-01 22:21:25.000,2024-03-01 22:21:24,583.0,12.0,23.0,7.0,502.0,51.0,462.0,,,30.0,15.0,28,True,,6.0,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],,1211487.0,26333.0,26333.0,https://pypi.org/project/flake8-comprehensions,,,1194318.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,772622.0,2.0,,,,,,,,,,,,,,
134,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2024-03-04 08:50:56.000,2024-03-04 08:50:53,390.0,19.0,12.0,5.0,275.0,31.0,304.0,2022-09-20 20:06:30.000,1.4.0,15.0,16.0,28,True,,8.0,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],,712959.0,18318.0,18318.0,https://pypi.org/project/flake8-eradicate,,,712566.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,13761.0,2.0,,,,,,,,,,,,,,
135,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052,2023-07-03 22:55:34,205.0,,57.0,20.0,109.0,86.0,226.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,28,True,,1.0,typed_ast,conda-forge/typed-ast,,,7080234.0,5554.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,5554.0,6927455.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6263958.0,2.0,,,,,,,,,,,,,,
136,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-08-18 23:41:57.000,2019-12-22 18:11:19,86.0,,51.0,9.0,37.0,22.0,214.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,28,False,,25.0,astunparse,conda-forge/astunparse,,,10188898.0,103413.0,102929.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,484.0,10162751.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,2117972.0,2.0,,,,,,,,,,,,,,
137,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-12-07 18:19:12.000,2023-01-21 22:38:30,6697.0,,213.0,63.0,130.0,236.0,5106.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,27,False,,324.0,pyoxidizer,,,13788.0,18497.0,154.0,152.0,https://pypi.org/project/pyoxidizer,2023-01-02 16:18:55.910,2.0,18222.0,,,,3.0,,,,,,,,,,,,,,
138,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2024-01-15 12:54:13.000,2023-10-11 03:48:44,905.0,,56.0,25.0,124.0,73.0,1168.0,2023-10-11 03:48:57.000,1.25.0,52.0,24.0,27,True,,35.0,wily,,,,22459.0,224.0,215.0,https://pypi.org/project/wily,2023-10-11 03:48:57.000,9.0,22459.0,,,,3.0,,,,,,,,,,,,,,
139,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2024-02-13 02:19:14.000,2022-12-21 03:55:00,575.0,,145.0,9.0,122.0,206.0,1066.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,27,False,,123.0,pdoc3,anaconda/pdoc3,,,216966.0,4220.0,3961.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,259.0,216931.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1835.0,3.0,,,,,,,,,,,,,,
140,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2024-02-27 17:31:50.000,2024-02-27 17:23:57,380.0,4.0,49.0,17.0,79.0,126.0,766.0,2024-02-27 17:32:19.000,2.1.1,51.0,25.0,27,True,,26.0,pytest-testmon,conda-forge/pytest-testmon,['pytest'],,187415.0,1225.0,1225.0,https://pypi.org/project/pytest-testmon,,,186856.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40841.0,3.0,,,,,,,,,,,,,,
141,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2024-02-13 00:59:00.000,2024-01-18 10:45:13,649.0,2.0,106.0,25.0,162.0,65.0,739.0,2023-10-22 15:51:05.000,V2.1.0,25.0,43.0,27,False,,21.0,pyhamcrest,conda-forge/pyhamcrest,,,1547644.0,38934.0,37076.0,https://pypi.org/project/pyhamcrest,2023-10-22 15:47:25.000,1858.0,1542540.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,479854.0,3.0,,,,,,,,,,,,,,
142,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2024-03-06 20:09:20.000,2024-03-06 20:09:19,396.0,15.0,40.0,9.0,247.0,66.0,592.0,2023-08-16 08:58:38.000,1.16.0,26.0,21.0,27,True,adamchainz/blacken-docs,9.0,blacken-docs,conda-forge/blacken-docs,,,153405.0,918.0,862.0,https://pypi.org/project/blacken-docs,2023-08-16 08:58:38.000,56.0,152647.0,https://anaconda.org/conda-forge/blacken-docs,2023-08-16 10:40:14.275,33391.0,3.0,,,,,,,,,,,,,,
143,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2024-02-27 16:36:54.000,2023-10-15 16:08:38,586.0,,57.0,9.0,124.0,129.0,495.0,2023-07-12 01:47:02.331,1.7.5,62.0,30.0,27,True,PyCQA/docformatter,22.0,docformatter,conda-forge/docformatter,,11.0,558830.0,3542.0,3374.0,https://pypi.org/project/docformatter,2023-07-12 01:47:02.331,168.0,556103.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,114509.0,3.0,,,,,,,,,,,,,,
144,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,,2013-02-09 18:32:52.000,2023-11-07 04:28:34.000,2023-11-07 04:28:34,266.0,,163.0,16.0,130.0,79.0,484.0,2022-12-19 20:46:12.000,0.13.3,18.0,36.0,27,False,,17.0,pep8-naming,conda-forge/pep8-naming,,,2072379.0,52248.0,52248.0,https://pypi.org/project/pep8-naming,,,2068616.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,365023.0,2.0,,,,,,,,,,,,,,
145,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,40.0,7.0,61.0,95.0,480.0,,,18.0,22.0,27,False,,56.0,darglint,conda-forge/darglint,,,494129.0,20558.0,20558.0,https://pypi.org/project/darglint,,,492577.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,83822.0,2.0,,,,,,,,,,,,,,
146,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-11-03 14:34:37.000,2023-11-03 14:34:37,258.0,,25.0,14.0,35.0,5.0,434.0,2023-06-07 07:37:46.000,1.1.2,41.0,14.0,27,True,explosion/wasabi,4.0,wasabi,conda-forge/wasabi,,,5643416.0,41714.0,41383.0,https://pypi.org/project/wasabi,2023-06-07 07:36:02.865,331.0,5622465.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1278037.0,3.0,,,,,,,,,,,,,,
147,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2024-03-06 15:48:08.000,2024-03-06 15:48:08,289.0,15.0,33.0,9.0,102.0,54.0,237.0,2022-12-18 18:49:02.248,0.10.3,23.0,16.0,27,True,realpython/pytest-mypy,10.0,pytest-mypy,conda-forge/pytest-mypy,['pytest'],,345824.0,4452.0,3937.0,https://pypi.org/project/pytest-mypy,2022-12-18 18:49:02.248,515.0,343880.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,95269.0,3.0,,,,,,,,,,,,,,
148,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2024-02-15 11:36:51.000,2024-02-10 21:52:43,112.0,4.0,33.0,5.0,67.0,45.0,171.0,,,16.0,33.0,27,True,,6.0,flake8-quotes,conda-forge/flake8-quotes,['flake8'],,798693.0,20963.0,20963.0,https://pypi.org/project/flake8-quotes,,,776514.0,https://anaconda.org/conda-forge/flake8-quotes,2024-02-10 23:02:56.593,687549.0,2.0,,,,,,,,,,,,,,
149,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2024-02-06 19:06:53.000,2024-02-06 19:06:50,340.0,5.0,165.0,55.0,144.0,138.0,4495.0,2023-03-20 14:10:04.829,23.3.0,23.0,49.0,26,True,,43.0,monkeytype,conda-forge/monkeytype,,,163638.0,29.0,,https://pypi.org/project/monkeytype,2023-03-20 14:10:04.829,29.0,162865.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,57246.0,2.0,,,,,,,,,,,,,,
150,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2018-02-28 04:47:03.000,2024-02-19 22:32:09.133,2022-02-16 05:16:40,168.0,,383.0,77.0,41.0,38.0,4058.0,2024-02-19 16:29:18.000,4.3.2,219.0,16.0,26,False,,24.0,rebound,conda-forge/rebound,,236.0,27054.0,50.0,25.0,https://pypi.org/project/rebound,2024-02-19 16:29:18.000,25.0,19835.0,https://anaconda.org/conda-forge/rebound,2024-02-19 22:32:09.133,331956.0,3.0,,,,,,,,,,,,,,
151,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2024-03-06 10:57:24.000,2024-03-06 10:57:23,1003.0,9.0,372.0,41.0,497.0,396.0,3366.0,,,11.0,131.0,26,True,,170.0,factory_boy,conda-forge/factory_boy,,,4000433.0,,,https://pypi.org/project/factory_boy,,,3997065.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,141484.0,3.0,,,,,,,,,,,,,,
152,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2024-02-15 05:01:54.000,2024-02-15 04:58:36,783.0,7.0,339.0,78.0,416.0,216.0,2304.0,2024-02-15 05:01:54.000,10.1.0,15.0,138.0,26,True,,124.0,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,425820.0,,,https://pypi.org/project/pytest-testinfra,,,425421.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-11-19 14:00:16.233,15175.0,3.0,,,,,,,,,,,,,,
153,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,213.0,24.0,95.0,83.0,587.0,2022-02-03 20:27:24.000,0.8.1,58.0,39.0,26,False,,56.0,sphinx-bootstrap-theme,,['sphinx'],,110913.0,634.0,,https://pypi.org/project/sphinx-bootstrap-theme,2022-02-03 20:27:24.000,634.0,110913.0,,,,3.0,,,,,,,,,,,,,,
154,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2024-02-05 20:44:11.000,2023-09-07 20:35:16,182.0,,42.0,5.0,108.0,27.0,530.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,26,True,,30.0,interrogate,,,,108749.0,6182.0,5987.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000,195.0,108749.0,,,,3.0,,,,,,,,,,,,,,
