,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
155,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2024-03-01 11:47:43.000,2023-04-16 21:21:14,535.0,,83.0,13.0,88.0,93.0,456.0,2017-12-31 01:13:41.000,1.3.4,28.0,46.0,26,True,,41.0,paver,conda-forge/paver,,,75883.0,962.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,962.0,75563.0,https://anaconda.org/conda-forge/paver,2023-06-16 13:19:05.560,28175.0,3.0,,,,,,9.0,,,,,,,,
156,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-12-22 19:33:33.000,2023-11-03 11:07:13,382.0,,108.0,9.0,95.0,56.0,163.0,,,14.0,38.0,26,True,,1.0,flake8-isort,conda-forge/flake8-isort,['flake8'],,1203085.0,25558.0,25558.0,https://pypi.org/project/flake8-isort,,,1201763.0,https://anaconda.org/conda-forge/flake8-isort,2023-11-03 12:57:59.437,58207.0,3.0,,,,,,,,,,,,,,
157,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-12-19 18:16:42.000,2023-12-19 18:16:42,104.0,1.0,32.0,13.0,48.0,33.0,134.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,26,True,,2.0,gast,conda-forge/gast,,,17606346.0,150546.0,148578.0,https://pypi.org/project/gast,2023-04-29 19:44:01.995,1968.0,17546008.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2594571.0,3.0,,,,,,,,,,,,,,
158,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,621.0,159.0,35.0,119.0,1987.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,25,False,,166.0,uiautomator,,,,26412.0,265.0,265.0,https://pypi.org/project/uiautomator,,,26412.0,,,,3.0,,,,,,,,,,,,,,
159,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,112.0,26.0,221.0,161.0,1764.0,2020-04-28 06:31:17.000,.0.8.3,11.0,37.0,25,False,,100.0,dephell,,,256.0,2617.0,826.0,826.0,https://pypi.org/project/dephell,,,2613.0,,,,3.0,,,,,,,,,,,,,,
160,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-11-01 17:50:44.000,2023-11-01 17:50:44,3337.0,,570.0,90.0,534.0,170.0,1728.0,,,,387.0,25,True,,66.0,diamond,,,,7130.0,165.0,165.0,https://pypi.org/project/diamond,,,7130.0,,,,3.0,,,,,,,,,,,,,,
161,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2024-02-28 19:44:41.000,2024-02-05 17:27:48,211.0,4.0,95.0,28.0,123.0,77.0,1674.0,2024-02-05 17:55:09.000,1.0.5,62.0,41.0,25,True,,52.0,shiv,,,665.0,33859.0,14.0,,https://pypi.org/project/shiv,2024-02-05 17:54:10.000,14.0,33848.0,,,,3.0,,,,,,,,,,,,,,
162,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2024-02-14 23:16:54.140,2024-02-14 21:07:00,1426.0,2.0,237.0,92.0,388.0,424.0,1626.0,2024-02-14 21:08:22.000,0.13.11,12.0,39.0,25,True,,88.0,pybuilder,conda-forge/pybuilder,,,36454.0,,,https://pypi.org/project/pybuilder,,,34172.0,https://anaconda.org/conda-forge/pybuilder,2024-02-14 23:16:54.140,63900.0,3.0,,,,,,,,,,,,,,
163,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-11-27 07:51:58.000,2023-11-24 20:16:12,210.0,,37.0,8.0,36.0,24.0,1268.0,2023-11-24 20:11:45.000,0.2.11,8.0,7.0,25,True,,7.0,stackprinter,conda-forge/stackprinter,,,315588.0,331.0,331.0,https://pypi.org/project/stackprinter,,,315422.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,9469.0,3.0,,,,,,,,,,,,,,
164,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2024-02-15 16:38:01.000,2024-02-15 16:36:51,1141.0,34.0,73.0,24.0,91.0,178.0,781.0,2024-02-15 16:38:01.000,4.0.1,49.0,39.0,25,True,,6.0,green,conda-forge/green,,,19294.0,,,https://pypi.org/project/green,,,16241.0,https://anaconda.org/conda-forge/green,2023-09-28 06:00:07.530,134371.0,3.0,,,,,,,,,,,,,,
165,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-11-09 15:34:22.000,2023-11-09 15:30:55,473.0,,64.0,23.0,86.0,52.0,514.0,2023-11-09 15:34:22.000,0.11.3,22.0,23.0,25,True,,52.0,mamba,,,,7270.0,1055.0,924.0,https://pypi.org/project/mamba,2023-11-09 15:34:22.000,131.0,7270.0,,,,3.0,,,,,,,,,,,,,,
166,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2024-03-05 11:19:44.000,2024-03-05 11:18:47,1157.0,21.0,166.0,33.0,424.0,311.0,432.0,2024-03-05 11:19:44.000,3.7.0,29.0,70.0,25,True,,34.0,,constructor,,276.0,107.0,17.0,17.0,,,,,https://anaconda.org/anaconda/constructor,2024-02-01 20:23:48.358,9924.0,3.0,,,,,,,,,,,,,,
167,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2024-02-26 01:39:13.000,2024-01-25 10:24:01,869.0,8.0,21.0,5.0,514.0,82.0,381.0,2023-12-31 16:40:33.000,0.35.0,53.0,16.0,25,True,,48.0,nitpick,,['flake8'],5.0,34873.0,1296.0,1296.0,https://pypi.org/project/nitpick,,,34873.0,,,,3.0,,,,,,,,,,,,,,
168,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2024-02-02 09:18:18.000,2024-02-02 09:17:41,87.0,14.0,67.0,9.0,63.0,37.0,381.0,2024-02-02 09:18:18.000,3.1.1,27.0,23.0,25,True,,15.0,pytest-docker,,['pytest'],132.0,170575.0,61.0,,https://pypi.org/project/pytest-docker,2024-02-02 09:18:10.000,61.0,170573.0,,,,3.0,,,,,,,,,,,,,,
169,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2024-02-19 16:50:00.000,2023-04-16 08:34:06,854.0,,33.0,13.0,31.0,308.0,308.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,25,False,,182.0,py2app,,,,27040.0,4715.0,4715.0,https://pypi.org/project/py2app,,,27040.0,,,,3.0,,,,,,,,,,,,,,
170,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2024-01-31 08:37:53.000,2024-01-31 04:04:12,1074.0,1.0,47.0,33.0,7.0,,234.0,,,,188.0,25,True,,,hacking,,['flake8'],,110350.0,7221.0,7221.0,https://pypi.org/project/hacking,,,110350.0,,,,3.0,,,,,,,,,,,,,,
171,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290,2021-02-16 17:29:00,446.0,,52.0,10.0,171.0,23.0,200.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,33.0,data-science-types,conda-forge/data-science-types,,,65571.0,1138.0,1138.0,https://pypi.org/project/data-science-types,,,65276.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,11520.0,3.0,,,,,,,,,,,,,,
172,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000,2023-01-05 00:12:47,102.0,,207.0,69.0,56.0,46.0,4529.0,2021-01-29 16:48:55.000,0.3.3,16.0,17.0,24,False,,32.0,better-exceptions,,,,179137.0,95.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000,95.0,179137.0,,,,3.0,,,,,,,,,,,,,,
173,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2024-03-05 23:33:11.000,2021-11-24 14:32:14,130.0,,85.0,31.0,11.0,38.0,2721.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,24,False,,9.0,pretty_errors,conda-forge/pretty_errors,,,63727.0,61.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,61.0,63376.0,https://anaconda.org/conda-forge/pretty_errors,2023-06-16 19:23:41.476,14069.0,3.0,,,,,,,,,,,,,,
174,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2023-12-12 06:18:06.000,2022-12-22 13:48:56,431.0,,33.0,22.0,17.0,29.0,1178.0,2022-12-22 13:51:11.775,0.4.3,14.0,22.0,24,False,,23.0,snoop,conda-forge/snoop,,,61119.0,27.0,,https://pypi.org/project/snoop,2022-12-22 13:51:11.775,27.0,60949.0,https://anaconda.org/conda-forge/snoop,2023-06-16 19:27:40.699,4949.0,3.0,,,,,,,,,,,,,,
175,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-10-26 13:50:09.000,2022-08-08 11:25:05,700.0,,96.0,19.0,98.0,95.0,1034.0,,,,46.0,24,False,,55.0,pylama,,,,203451.0,6298.0,6298.0,https://pypi.org/project/pylama,,,203451.0,,,,3.0,,,,,,,,,,,,,,
176,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2023-10-08 20:35:10.000,2023-10-08 14:56:10,1090.0,,88.0,22.0,35.0,142.0,730.0,2023-10-07 21:15:17.000,0.13.0.1,28.0,20.0,24,True,,16.0,py2exe,,,16326.0,18976.0,2147.0,1968.0,https://pypi.org/project/py2exe,2023-10-07 21:21:25.000,179.0,18704.0,,,,3.0,,,,,,,,,,,,,,
177,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,74.0,28.0,106.0,48.0,682.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,24,False,,80.0,redbaron,,,,37068.0,774.0,638.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,136.0,37068.0,,,,2.0,,,,,,,,,,,,,,
178,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2024-02-18 17:28:57.000,2024-02-17 11:49:47,98.0,1.0,32.0,8.0,20.0,63.0,416.0,2023-08-19 21:31:54.000,2.9.2,24.0,8.0,24,True,,18.0,mkdocs-awesome-pages-plugin,,['mkdocs'],,206718.0,3911.0,3911.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,,,206718.0,,,,3.0,,,,,,,,,,,,,,
179,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-10-02 21:31:31.000,2022-01-27 10:32:34,98.0,,26.0,8.0,23.0,22.0,359.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,24,False,,20.0,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],,514927.0,2601.0,2406.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,195.0,507925.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,581187.0,3.0,,,,,,,,,,,,,,
180,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-12-18 11:42:17.000,2023-12-18 11:40:52,570.0,2.0,37.0,7.0,71.0,77.0,284.0,,,11.0,22.0,24,True,,20.0,check-manifest,conda-forge/check-manifest,,,279716.0,9935.0,9935.0,https://pypi.org/project/check-manifest,,,277954.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,111025.0,3.0,,,,,,,,,,,,,,
181,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2024-02-19 22:13:27.000,2023-11-13 19:51:32,136.0,,22.0,8.0,56.0,14.0,227.0,2023-10-03 12:20:54.000,1.5.0,11.0,11.0,24,True,,6.0,pytest-datadir,conda-forge/pytest-datadir,['pytest'],4.0,323751.0,1758.0,1620.0,https://pypi.org/project/pytest-datadir,2023-10-03 12:20:51.000,138.0,309627.0,https://anaconda.org/conda-forge/pytest-datadir,2023-10-03 20:24:49.695,240118.0,3.0,,,,,,,,,,,,,,
182,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2024-02-06 18:09:33.000,2024-01-30 18:18:50,869.0,13.0,11.0,7.0,107.0,28.0,202.0,2024-01-30 18:32:55.000,1.1.3,69.0,9.0,24,True,,21.0,xdoctest,conda-forge/xdoctest,,,220324.0,119.0,,https://pypi.org/project/xdoctest,2024-01-30 18:32:55.000,119.0,215574.0,https://anaconda.org/conda-forge/xdoctest,2024-01-30 21:36:58.038,204270.0,3.0,,,,,,,,,,,,,,conda-forge/xdoctest
183,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,Saxpath,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396,2023-06-12 09:19:41,183.0,,24.0,5.0,25.0,16.0,195.0,2023-06-09 06:33:02.577,2.3.0,19.0,13.0,24,False,PyCQA/eradicate,7.0,eradicate,conda-forge/eradicate,,,771704.0,15409.0,15314.0,https://pypi.org/project/eradicate,2023-06-09 06:33:02.577,95.0,771399.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,10680.0,2.0,,,,,,,,,,,,,,
184,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2024-01-06 20:21:38.000,2023-12-01 19:07:59,597.0,,41.0,7.0,27.0,46.0,174.0,2023-04-28 19:14:01.551,2.1.1,37.0,10.0,24,True,,30.0,releases,conda-forge/sphinx-releases,['sphinx'],,16629.0,995.0,619.0,https://pypi.org/project/releases,2023-04-28 19:14:01.551,376.0,15913.0,https://anaconda.org/conda-forge/sphinx-releases,2023-06-16 16:08:54.259,50146.0,3.0,,,,,,,,,,,,,,
185,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2024-03-04 17:08:47.000,2024-03-04 17:08:46,174.0,2.0,10.0,3.0,55.0,26.0,162.0,,,12.0,10.0,24,True,,3.0,flake8-black,conda-forge/flake8-black,['flake8'],,876363.0,7626.0,7626.0,https://pypi.org/project/flake8-black,,,868270.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,461305.0,3.0,,,,,,,,,,,,,,
186,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2024-02-25 21:38:13.000,2024-02-25 21:38:13,327.0,4.0,22.0,5.0,75.0,46.0,110.0,,,20.0,19.0,24,True,,1.0,flake8-builtins,conda-forge/flake8-builtins,['flake8'],,891346.0,10211.0,10211.0,https://pypi.org/project/flake8-builtins,,,877502.0,https://anaconda.org/conda-forge/flake8-builtins,2023-11-03 15:56:08.359,235355.0,3.0,,,,,,,,,,,,,,
187,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2023-06-16 19:23:18.580,2022-03-07 18:48:36,240.0,,33.0,3.0,45.0,80.0,49.0,2022-03-07 18:50:03.302,0.16.1,26.0,23.0,24,False,,21.0,pytkdocs,conda-forge/pytkdocs,,,108886.0,1394.0,1383.0,https://pypi.org/project/pytkdocs,2022-03-07 18:50:03.302,11.0,106443.0,https://anaconda.org/conda-forge/pytkdocs,2023-06-16 19:23:18.580,100166.0,3.0,,,,,,,,,,,,,,
188,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2022-11-04 09:45:28.000,2022-04-21 14:15:55,556.0,,124.0,33.0,90.0,144.0,863.0,2020-07-03 08:11:24.000,2.5.1,22.0,30.0,23,False,,32.0,pynsist,,,,2528.0,261.0,210.0,https://pypi.org/project/pynsist,2022-03-21 11:44:22.000,51.0,2528.0,,,,3.0,,,,,,,,,,,,,,
189,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2024-03-01 06:07:31.000,2024-03-01 06:07:30,636.0,7.0,78.0,14.0,181.0,75.0,847.0,2024-02-19 04:54:15.000,2.3.0,30.0,38.0,23,True,PyCQA/autoflake,37.0,autoflake,conda-forge/autoflake,,,1876737.0,,,https://pypi.org/project/autoflake,,,1867843.0,https://anaconda.org/conda-forge/autoflake,2023-06-16 16:14:56.765,524765.0,3.0,,,,,,,,,,,,,,
190,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2023-09-28 21:11:23.665,2019-06-15 20:36:43,183.0,,54.0,12.0,49.0,44.0,720.0,,,1.0,16.0,23,False,,40.0,pytest-watch,conda-forge/pytest-watch,['pytest'],,376383.0,9402.0,9402.0,https://pypi.org/project/pytest-watch,,,374068.0,https://anaconda.org/conda-forge/pytest-watch,2023-09-28 21:11:23.665,97249.0,3.0,,,,,,,,,,,,,,
191,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2023-08-30 11:53:48.000,2022-11-03 10:04:57,807.0,,77.0,23.0,116.0,58.0,542.0,2019-05-28 06:37:19.000,1.7.0,12.0,62.0,23,False,,56.0,pytest-virtualenv,conda-forge/pytest-shutil,,,22780.0,78.0,,https://pypi.org/project/pytest-virtualenv,2019-05-28 06:37:19.000,78.0,21812.0,https://anaconda.org/conda-forge/pytest-shutil,2023-06-16 16:13:53.097,65868.0,3.0,,,,,,,,,,,,,,
192,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,52.0,15.0,100.0,30.0,285.0,2021-12-09 03:33:32.000,0.10.1,21.0,33.0,23,False,,46.0,baron,,,,39507.0,408.0,349.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000,59.0,39507.0,,,,3.0,,,,,,,,,,,,,,
193,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2023-11-07 20:23:38.000,2023-08-12 17:19:26,116.0,,21.0,6.0,17.0,28.0,232.0,2023-08-12 17:24:35.000,0.9.1,22.0,10.0,23,True,,8.0,xenon,conda-forge/xenon,,,163369.0,1279.0,1191.0,https://pypi.org/project/xenon,2023-08-12 17:24:35.000,88.0,163081.0,https://anaconda.org/conda-forge/xenon,2023-06-16 13:23:09.938,22189.0,3.0,,,,,,,,,,,,,,
194,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,DISCONTINUED: sphinx builder that outputs markdown files. The active version of this project is now being maintained..,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2024-01-16 09:57:00.000,2023-06-24 21:25:38,106.0,,46.0,7.0,27.0,39.0,164.0,2024-01-16 09:57:00.000,0.6.6,30.0,19.0,23,True,,,sphinx-markdown-builder,,['sphinx'],,61279.0,91.0,,https://pypi.org/project/sphinx-markdown-builder,2024-01-16 09:57:00.000,91.0,61279.0,,,,3.0,,,,,,,,,,,,,,
195,xxh,xxh/xxh,shell,"Bring your favorite shell wherever you go through the ssh. Xonsh shell, fish, zsh, osquery and so on.",,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2024-03-05 10:27:30.000,2024-03-05 10:27:30,774.0,2.0,98.0,43.0,59.0,62.0,4895.0,2022-09-29 10:18:30.000,0.8.12,89.0,26.0,22,True,,23.0,xxh-xxh,,,2247.0,970.0,82.0,82.0,https://pypi.org/project/xxh-xxh,,,925.0,,,,3.0,,,,,,,,,,,,,,
196,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,,2011-10-14 11:56:14.000,2024-02-17 16:34:34.000,2023-10-23 14:35:37,718.0,,350.0,80.0,163.0,116.0,4167.0,,,12.0,103.0,22,False,,120.0,memory_profiler,conda-forge/memory_profiler,,,1408030.0,,,https://pypi.org/project/memory_profiler,,,1403216.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,452561.0,3.0,,,,,,,,,,,,,,
197,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,154.0,71.0,32.0,57.0,3940.0,,,19.0,17.0,22,False,,29.0,vprof,,,,3341.0,117.0,117.0,https://pypi.org/project/vprof,,,3341.0,,,,3.0,,,,,,,,,,,,,,
198,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,,2019-12-10 22:26:33.000,2024-02-13 00:30:47.000,2023-12-05 18:58:24,421.0,,111.0,14.0,162.0,52.0,2402.0,2023-11-02 23:39:51.000,4.1.2,16.0,43.0,22,False,,39.0,line_profiler,conda-forge/line_profiler,,,546997.0,,,https://pypi.org/project/line_profiler,,,533883.0,https://anaconda.org/conda-forge/line_profiler,2023-09-27 21:27:52.775,524598.0,3.0,,,,,,,,,,,,,,
199,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,231.0,68.0,116.0,78.0,2162.0,2018-11-01 16:02:57.000,0.42,1.0,22.0,22,False,,24.0,python-taint,,,118.0,2933.0,99.0,99.0,https://pypi.org/project/python-taint,,,2932.0,,,,3.0,,,,,,,,,,,,,,
200,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,182.0,71.0,170.0,128.0,1754.0,2017-07-24 08:26:03.000,2.5.0,13.0,56.0,22,False,,67.0,sixpack,,,,199.0,11.0,11.0,https://pypi.org/project/sixpack,,,199.0,,,,3.0,,,,,,,,,,,,,,
