,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,labels,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,conda_forge,updated_github_id
107,green,https://github.com/CleanCut/green,,"Green is a clean, colorful, fast python test runner.",testing,26,True,CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000000,2021-07-24 08:50:12.000000,2021-07-16 01:00:57.000000,75.0,165.0,707.0,2021-07-16 01:03:10.000000,3.3.0,141.0,37.0,6.0,conda-forge/green,green,1048.0,960.0,602.0,https://pypi.org/project/green,2021-07-16 01:03:10.000000,358.0,15200.0,17005.0,https://anaconda.org/conda-forge/green,2020-11-12 18:09:27.157000,86667.0,3.0,,,,,,,,,,,,,,,,
108,setuptools_scm,https://github.com/pypa/setuptools_scm,,the blessed package to manage your versions by scm tags.,build-tools,26,True,pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000000,2021-09-15 21:34:02.000000,2021-09-15 21:34:02.000000,148.0,283.0,498.0,2021-09-11 19:20:03.000000,6.3.2,47.0,92.0,81.0,conda-forge/setuptools_scm,setuptools_scm,,694.0,,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000000,694.0,11349738.0,11361015.0,https://anaconda.org/conda-forge/setuptools_scm,2021-09-11 22:03:30.037000,744317.0,3.0,,,,,,,,,,,,,,,,
109,autoflake,https://github.com/myint/autoflake,,Removes unused imports and unused variables as reported by pyflakes.,refactoring,26,True,myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000000,2021-09-01 03:13:36.000000,2020-12-27 17:36:40.000000,48.0,33.0,426.0,2019-08-04 15:14:24.000000,1.3.1,36.0,17.0,33.0,conda-forge/autoflake,autoflake,439.0,3452.0,2872.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000000,580.0,484714.0,490684.0,https://anaconda.org/conda-forge/autoflake,2021-05-26 15:10:21.374000,173154.0,2.0,,,,,,,,,,,,,,,,
110,wasabi,https://github.com/ines/wasabi,,A lightweight console printing and formatting toolkit.,logging,26,True,ines/wasabi,https://github.com/ines/wasabi,MIT,2018-11-17 14:40:55.000000,2021-08-06 12:46:34.000000,2021-01-31 03:56:30.000000,18.0,3.0,299.0,2021-01-31 04:00:51.000000,0.8.2,34.0,4.0,3.0,conda-forge/wasabi,wasabi,203.0,13577.0,13163.0,https://pypi.org/project/wasabi,2021-01-31 04:00:51.000000,414.0,2560478.0,2573529.0,https://anaconda.org/conda-forge/wasabi,2021-02-01 05:11:04.383000,404594.0,3.0,,,,,,,,,,,,,,,,
111,pyright,https://github.com/microsoft/pyright,,Static type checker for Python.,linters,25,True,Microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000000,2021-09-16 05:14:22.000000,2021-09-16 05:07:51.000000,368.0,1872.0,7136.0,2021-09-16 05:14:22.000000,1.1.169,252.0,62.0,10.0,,,,120.0,116.0,,,,,143809.0,,,,2.0,,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2021-09-14 04:42:38.026000,4.0,143809.0,,,
112,pyre-check,https://github.com/facebook/pyre-check,,Performant type-checking for python.,linters,25,True,facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000000,2021-09-16 04:16:08.000000,2021-09-16 04:16:05.000000,328.0,204.0,5557.0,2021-08-31 21:19:44.000000,0.9.4,63.0,175.0,65.0,,pyre-check,,46.0,,https://pypi.org/project/pyre-check,2021-08-31 21:19:44.000000,46.0,21765.0,21765.0,,,,2.0,,,,,,,,,,,,,,,,
113,Scalene,https://github.com/plasma-umass/scalene,,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",profiling,25,True,plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000000,2021-09-15 20:36:46.000000,2021-09-13 03:06:42.000000,157.0,103.0,4490.0,2021-07-16 18:51:03.000000,1.3.12,113.0,19.0,36.0,,scalene,1705.0,61.0,61.0,https://pypi.org/project/scalene,2021-07-16 18:51:03.000000,0.0,3502.0,3502.0,,,,3.0,,,,,,,,,,,,,,,,
114,pipx,https://github.com/pypa/pipx,,Install and Run Python Applications in Isolated Environments.,dependency-managers,25,True,pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000000,2021-09-09 15:52:02.000000,2021-08-21 01:42:38.000000,175.0,333.0,4082.0,2021-08-05 07:45:12.000000,0.16.4,46.0,58.0,83.0,,pipx,467.0,4.0,,https://pypi.org/project/pipx,2021-08-05 07:45:12.000000,4.0,77151.0,77151.0,,,,3.0,,,,,,,,,,,,,,,,
115,pyinstrument,https://github.com/joerick/pyinstrument,,Call stack profiler for Python. Shows you why your code is slow!.,profiling,25,True,joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000000,2021-09-16 01:34:34.000000,2021-09-03 17:35:36.000000,130.0,71.0,3304.0,2021-08-16 07:56:32.000000,4.0.3,33.0,30.0,15.0,conda-forge/pyinstrument,pyinstrument,,483.0,347.0,https://pypi.org/project/pyinstrument,2021-08-16 07:56:32.000000,136.0,214151.0,215509.0,https://anaconda.org/conda-forge/pyinstrument,2021-08-24 07:10:51.566000,81522.0,3.0,,,,,,,,,,,,,,,,
116,mamba,https://github.com/mamba-org/mamba,,The Fast Cross-Platform Package Manager.,dependency-managers,25,True,mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000000,2021-09-16 14:21:26.000000,2021-09-15 16:46:16.000000,117.0,386.0,2104.0,,,77.0,57.0,193.0,conda-forge/mamba,,1422.0,350.0,350.0,,,,,41568.0,https://anaconda.org/conda-forge/mamba,2021-08-19 01:32:59.279000,1247054.0,3.0,,,,,,,,,,,,,,,,
117,pyarmor,https://github.com/dashingsoft/pyarmor,,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",security,25,False,dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000000,2021-09-03 04:52:09.000000,2021-09-03 04:39:50.000000,147.0,544.0,1148.0,2021-09-01 04:50:07.000000,6.8.0,225.0,17.0,14.0,,pyarmor,3207.0,253.0,243.0,https://pypi.org/project/pyarmor,2021-09-01 04:49:43.000000,10.0,49616.0,49616.0,,,,3.0,,18.0,,,,,,,,,,,,,,
118,pyupgrade,https://github.com/asottile/pyupgrade,,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,refactoring,25,True,asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000000,2021-09-15 02:35:18.000000,2021-09-13 20:11:11.000000,78.0,213.0,1139.0,2021-09-12 22:47:18.000000,2.26.0,115.0,21.0,16.0,conda-forge/pyupgrade,pyupgrade,755.0,10.0,,https://pypi.org/project/pyupgrade,2021-09-12 22:47:18.000000,10.0,101894.0,109862.0,https://anaconda.org/conda-forge/pyupgrade,2021-09-13 00:41:11.506000,254998.0,2.0,,,,,,,,,,,,,,,,
119,pylama,https://github.com/klen/pylama,,Code audit tool for python.,linters,25,False,klen/pylama,https://github.com/klen/pylama,LGPL-3.0,2012-08-17 10:10:10.000000,2021-08-25 23:21:58.000000,2019-04-10 18:20:19.000000,77.0,53.0,810.0,2019-04-10 18:20:47.000000,7.7.1,99.0,41.0,72.0,,pylama,689.0,3679.0,2675.0,https://pypi.org/project/pylama,2019-04-10 18:20:47.000000,1004.0,83891.0,83891.0,,,,2.0,,,,,,,,,,,,,,,,
120,pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,,py.test fixture for benchmarking code.,testing,25,True,ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000000,2021-06-14 13:01:06.000000,2021-06-14 13:01:06.000000,86.0,78.0,801.0,2021-04-17 19:47:26.000000,3.4.1,41.0,33.0,76.0,conda-forge/pytest-benchmark,pytest-benchmark,986.0,2868.0,2138.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000000,730.0,,12239.0,https://anaconda.org/conda-forge/pytest-benchmark,2021-04-18 21:19:04.860000,807788.0,3.0,,,,,,,['pytest'],,,,,,,,,
121,asv,https://github.com/airspeed-velocity/asv,,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,testing,25,True,airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000000,2021-08-15 10:06:12.000000,2021-08-15 10:06:12.000000,129.0,301.0,611.0,2020-05-16 12:35:26.000000,0.4.2,16.0,55.0,111.0,conda-forge/asv,asv,1894.0,279.0,191.0,https://pypi.org/project/asv,2020-05-16 12:33:41.000000,88.0,,9365.0,https://anaconda.org/conda-forge/asv,2021-08-07 18:07:49.271000,524470.0,3.0,,,,,,,,,,,,,,,,
122,pytest-watch,https://github.com/joeyespo/pytest-watch,,Local continuous test runner with pytest and watchdog.,testing,25,False,joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000000,2021-08-21 18:28:52.305000,2019-06-15 20:36:43.000000,48.0,41.0,587.0,2018-05-20 19:52:16.000000,4.2.0,17.0,16.0,39.0,conda-forge/pytest-watch,pytest-watch,183.0,3652.0,2870.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000000,782.0,244571.0,245688.0,https://anaconda.org/conda-forge/pytest-watch,2021-08-21 18:28:52.305000,49190.0,3.0,,,,,,,['pytest'],,,,,,,,,
123,ddt,https://github.com/datadriventests/ddt,,Data-Driven Tests for Python Unittest.,testing,25,True,datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000000,2021-08-27 17:38:01.000000,2021-03-12 20:34:54.000000,98.0,30.0,392.0,2021-03-12 20:36:06.000000,1.4.2,26.0,34.0,17.0,conda-forge/ddt,ddt,211.0,6215.0,3731.0,https://pypi.org/project/ddt,2020-05-15 02:43:35.000000,2484.0,,1171.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932000,63280.0,3.0,,,,,,,,,,,,,,,,
124,darglint,https://github.com/terrencepreilly/darglint,,A python documentation linter which checks that the docstring description matches the definition.,linters,25,True,terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000000,2021-08-23 23:22:19.000000,2021-04-04 23:02:21.000000,27.0,92.0,351.0,2021-02-22 05:24:56.000000,1.7.0,47.0,21.0,41.0,conda-forge/darglint,darglint,495.0,849.0,829.0,https://pypi.org/project/darglint,2021-02-22 05:24:56.000000,20.0,177574.0,178422.0,https://anaconda.org/conda-forge/darglint,2021-04-05 00:44:14.308000,20370.0,2.0,,,,,,,,,,,,,,,,
125,check-manifest,https://github.com/mgedmin/check-manifest,,Tool to check the completeness of MANIFEST.in for Python packages.,linters,25,True,mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000000,2021-09-15 23:37:17.000000,2021-06-13 13:28:19.000000,30.0,71.0,240.0,,,40.0,19.0,17.0,conda-forge/check-manifest,check-manifest,521.0,8449.0,6645.0,https://pypi.org/project/check-manifest,2021-01-04 14:37:14.000000,1804.0,182684.0,183642.0,https://anaconda.org/conda-forge/check-manifest,2021-01-04 16:36:49.618000,31639.0,2.0,,,,,,,,,,,,,,,,
126,asteval,https://github.com/newville/asteval,,minimalistic evaluator of python expression using ast module.,ast,25,True,newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000000,2021-07-26 22:35:23.000000,2021-07-26 22:35:22.000000,32.0,46.0,124.0,2021-06-22 12:00:47.000000,0.9.25,25.0,19.0,6.0,conda-forge/asteval,asteval,412.0,858.0,620.0,https://pypi.org/project/asteval,2021-06-22 12:00:47.000000,238.0,150076.0,152442.0,https://anaconda.org/conda-forge/asteval,2021-02-27 14:24:12.922000,139605.0,3.0,,,,,,,,,,,,,,,,
127,py-spy,https://github.com/benfred/py-spy,,Sampling profiler for Python programs.,profiling,24,True,benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000000,2021-09-14 17:37:18.000000,2021-09-14 17:37:14.000000,270.0,158.0,7306.0,2021-09-09 05:55:28.000000,0.3.9,32.0,28.0,71.0,,py-spy,416.0,50.0,,https://pypi.org/project/py-spy,2021-09-09 05:55:28.000000,50.0,,245.0,,,,3.0,,6395.0,,,,,,,,,,,,py-spy,,
128,dephell,https://github.com/dephell/dephell,,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",dependency-managers,24,True,dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000000,2021-01-11 21:31:40.000000,2021-01-11 21:31:39.000000,97.0,161.0,1724.0,2020-04-28 06:31:17.000000,.0.8.3,30.0,37.0,100.0,,dephell,2145.0,311.0,303.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000000,8.0,16375.0,16380.0,,,,3.0,,149.0,,,,,,,,,,,,,,
129,briefcase,https://github.com/beeware/briefcase,,Tools to support converting a Python project into a standalone native application.,packaging,24,True,beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000000,2021-09-12 23:26:02.000000,2021-09-05 00:39:32.000000,194.0,238.0,1220.0,2021-03-06 05:36:18.000000,0.3.5,35.0,83.0,105.0,,briefcase,1205.0,24.0,,https://pypi.org/project/briefcase,2021-03-06 05:37:12.000000,24.0,2965.0,2965.0,,,,2.0,,,,,,,,,,,,,,,,
130,pytest-bdd,https://github.com/pytest-dev/pytest-bdd,,BDD library for the py.test runner.,testing,24,True,pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000000,2021-09-08 11:28:59.000000,2021-08-18 07:23:31.000000,144.0,134.0,879.0,2021-07-03 09:06:41.000000,4.1.0,90.0,42.0,115.0,conda-forge/pytest-bdd,pytest-bdd,672.0,268.0,,https://pypi.org/project/pytest-bdd,2021-07-03 09:06:41.000000,268.0,,1355.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114000,37946.0,3.0,,,,,,,['pytest'],,,,,,,,,
131,nose2,https://github.com/nose-devs/nose2,,"The successor to nose, based on unittest2.",testing,24,True,nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000000,2021-07-02 16:32:54.000000,2021-07-02 16:32:54.000000,134.0,199.0,688.0,2021-01-27 21:57:28.000000,0.10.0,26.0,71.0,55.0,conda-forge/nose2,nose2,1002.0,5978.0,4040.0,https://pypi.org/project/nose2,2021-01-27 21:57:28.000000,1938.0,,911.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004000,36460.0,3.0,,,,,,,,,,,,,,,,
132,paver,https://github.com/paver/paver,,Python-based project scripting.,build-tools,24,True,paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000000,2021-06-21 14:55:20.000000,2021-06-21 14:55:20.000000,78.0,93.0,442.0,2017-12-31 01:13:41.000000,1.3.4,28.0,45.0,37.0,conda-forge/paver,paver,534.0,1908.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000000,1908.0,29967.0,30363.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122000,22985.0,3.0,,,,,,,,,,,,,,,,
133,sphinx-autodoc-typehints,https://github.com/agronholm/sphinx-autodoc-typehints,,Type hints support for the Sphinx autodoc extension.,documentation,24,True,agronholm/sphinx-autodoc-typehints,https://github.com/agronholm/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000000,2021-09-13 18:49:21.000000,2021-09-13 18:49:16.000000,68.0,70.0,358.0,2020-10-12 20:37:53.000000,1.11.1,28.0,29.0,56.0,conda-forge/sphinx-autodoc-typehints,sphinx-autodoc-typehints,176.0,1380.0,,https://pypi.org/project/sphinx-autodoc-typehints,2020-10-12 20:37:53.000000,1380.0,,4708.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2021-04-15 04:06:00.666000,216604.0,2.0,,,,,,,['sphinx'],,,,,,,,,
134,py2exe,https://github.com/py2exe/py2exe,,A distutils extension to create standalone Windows programs from Python code.,packaging,24,True,py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000000,2021-09-07 17:37:18.000000,2021-09-07 17:20:13.000000,41.0,74.0,291.0,2021-09-07 17:35:59.000000,0.10.4.1,11.0,14.0,7.0,,py2exe,970.0,1606.0,1260.0,https://pypi.org/project/py2exe,2021-09-07 17:37:18.000000,346.0,22863.0,23222.0,,,,2.0,,10770.0,,,,,,,,,,,,,,
135,flake8-import-order,https://github.com/PyCQA/flake8-import-order,,Flake8 plugin that checks import order against various Python Style Guides.,linters,24,False,PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000000,2021-03-12 04:22:24.000000,2020-08-04 12:21:12.000000,61.0,85.0,244.0,2019-03-04 08:39:11.000000,0.18.1,34.0,40.0,13.0,conda-forge/flake8-import-order,flake8-import-order,274.0,1892.0,,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000000,1892.0,312242.0,315631.0,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199000,196563.0,3.0,,,,,,,['flake8'],,,,,,,,,
136,docformatter,https://github.com/myint/docformatter,,Formats docstrings to follow PEP 257.,formatters,24,True,myint/docformatter,https://github.com/myint/docformatter,MIT,2012-05-26 21:40:48.000000,2021-08-19 05:41:14.000000,2020-12-27 18:10:35.000000,31.0,22.0,230.0,2019-11-10 16:23:03.000000,1.3.1,48.0,15.0,27.0,,docformatter,441.0,809.0,699.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000000,110.0,80216.0,80216.0,,,,3.0,,,,,,,,,,,,,,,,
137,pytest-mypy,https://github.com/dbader/pytest-mypy,,Mypy static type checker plugin for Pytest.,testing,24,True,dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000000,2021-06-16 15:01:08.000000,2021-06-16 15:01:08.000000,32.0,35.0,188.0,2021-03-21 15:51:09.000000,0.8.1,17.0,15.0,10.0,conda-forge/pytest-mypy,pytest-mypy,222.0,1498.0,1232.0,https://pypi.org/project/pytest-mypy,2021-03-21 15:51:09.000000,266.0,311975.0,312692.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057000,13629.0,3.0,,,,,,,['pytest'],,,,,,,,,
138,flake8-commas,https://github.com/PyCQA/flake8-commas,,Flake8 extension for enforcing trailing commas in python.,linters,24,False,PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000000,2021-08-08 00:22:38.000000,2019-06-17 12:14:38.000000,22.0,25.0,125.0,2018-03-19 16:49:31.000000,2.0.0,19.0,9.0,8.0,,flake8-commas,165.0,2368.0,1818.0,https://pypi.org/project/flake8-commas,2018-03-19 16:49:31.000000,550.0,235630.0,235630.0,,,,3.0,,,,,,,['flake8'],,,,,,,,,
139,xdoctest,https://github.com/Erotemic/xdoctest,,A rewrite of Python's builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,testing,24,True,Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000000,2021-09-16 01:27:48.000000,2021-09-02 21:29:01.000000,6.0,17.0,116.0,2021-09-02 22:36:19.000000,0.15.8,60.0,5.0,17.0,,xdoctest,629.0,1485.0,1433.0,https://pypi.org/project/xdoctest,2021-09-02 21:47:12.000000,52.0,90036.0,90036.0,,,,3.0,,,,,,,,,,,,,,,conda-forge/xdoctest,
140,flake8-isort,https://github.com/gforcada/flake8-isort,,flake8 plugin that integrates isort.,linters,24,False,gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000000,2021-06-09 07:48:32.414000,2020-08-11 08:04:26.000000,35.0,37.0,111.0,2020-08-11 08:04:21.000000,4.0.0,31.0,28.0,9.0,conda-forge/flake8-isort,flake8-isort,257.0,4455.0,3527.0,https://pypi.org/project/flake8-isort,2020-08-11 08:04:21.000000,928.0,440604.0,441179.0,https://anaconda.org/conda-forge/flake8-isort,2021-06-09 07:48:32.414000,13238.0,3.0,,,,,,,['flake8'],,,,,,,,,
141,pyenv,https://github.com/pyenv/pyenv,,Simple Python version management.,virtual-envs,23,True,pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000000,2021-09-15 17:45:39.000000,2021-09-15 17:45:27.000000,2176.0,1282.0,24567.0,2021-08-31 05:44:43.000000,2.0.6,48.0,335.0,35.0,,pyenv,2675.0,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000000,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
142,Bpytop,https://github.com/aristocratos/bpytop,,Linux/OSX/FreeBSD resource monitor.,profiling,23,True,aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000000,2021-09-14 18:45:11.000000,2021-06-07 14:43:41.000000,288.0,212.0,7384.0,2021-06-07 14:44:29.000000,1.0.67,52.0,30.0,47.0,,bpytop,398.0,0.0,,https://pypi.org/project/bpytop,2021-06-07 14:44:29.000000,0.0,9168.0,9168.0,,,,3.0,,,,,,,,,,,,,,,,
143,icecream,https://github.com/gruns/icecream,,Never use print() to debug again.,debugging,23,True,gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000000,2021-08-31 15:45:27.000000,2021-08-31 15:45:26.000000,105.0,54.0,5337.0,2021-06-22 20:52:25.000000,2.1.1,15.0,16.0,26.0,,icecream,213.0,6.0,,https://pypi.org/project/icecream,2021-06-22 20:47:50.000000,6.0,80270.0,80270.0,,,,3.0,,,,,,,,,,,,,,,,
144,better-exceptions,https://github.com/Qix-/better-exceptions,,"Pretty and useful exceptions in Python, automatically.",logging,23,True,Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000000,2021-08-24 16:15:42.000000,2021-08-24 16:15:42.000000,195.0,41.0,4022.0,2021-01-29 16:48:55.000000,0.3.3,16.0,15.0,29.0,,better-exceptions,98.0,74.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000000,74.0,24325.0,24325.0,,,,3.0,,,,,,,,,,,,,,,,
145,rebound,https://github.com/shobrook/rebound,,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,logging,23,True,shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872000,2021-07-22 13:31:49.000000,2021-01-04 03:14:37.000000,343.0,38.0,3699.0,2021-07-22 13:31:49.000000,3.17.4,169.0,16.0,20.0,conda-forge/rebound,rebound,166.0,34.0,20.0,https://pypi.org/project/rebound,2021-07-22 13:31:49.000000,14.0,,2863.0,https://anaconda.org/conda-forge/rebound,2021-06-21 03:42:52.461000,148673.0,3.0,,173.0,,,,,,,,,,,,,,
146,MonkeyType,https://github.com/Instagram/MonkeyType,,A system for Python that generates static type annotations by collecting runtime types.,refactoring,23,True,Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000000,2021-09-15 00:20:18.000000,2021-09-15 00:20:06.000000,126.0,112.0,3501.0,2021-05-21 22:24:36.000000,21.5.0,21.0,37.0,37.0,conda-forge/monkeytype,monkeytype,,175.0,141.0,https://pypi.org/project/monkeytype,2021-05-21 22:24:36.000000,34.0,32894.0,33702.0,https://anaconda.org/conda-forge/monkeytype,2021-05-22 12:13:35.937000,35578.0,2.0,,,,,,,,,,,,,,,,
147,alive-progress,https://github.com/rsalmei/alive-progress,,"A new kind of Progress Bar, with real time throughput, ETA and very cool animations!.",logging,23,True,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000000,2021-09-06 09:44:07.000000,2021-08-27 01:06:18.000000,105.0,60.0,2659.0,2021-08-26 23:30:00.000000,2.0.0,20.0,1.0,21.0,conda-forge/alive-progress,alive-progress,,410.0,410.0,https://pypi.org/project/alive-progress,2021-08-26 23:30:00.000000,0.0,153360.0,153868.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990000,9655.0,3.0,,,,,,,,,,,,,,,,
148,snoop,https://github.com/alexmojaki/snoop,,"A powerful set of Python debugging tools, based on PySnooper.",debugging,23,True,alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000000,2021-07-05 21:53:54.000000,2021-07-05 21:53:35.000000,21.0,16.0,631.0,2021-07-05 21:53:54.000000,0.4.0,11.0,20.0,17.0,,snoop,400.0,71.0,63.0,https://pypi.org/project/snoop,2021-07-05 21:53:54.000000,8.0,16107.0,16107.0,,,,3.0,,,,,,,,,,,,,,,,
149,nox,https://github.com/theacodes/nox,,Flexible test automation for Python.,testing,23,True,theacodes/nox,https://github.com/theacodes/nox,Apache-2.0,2016-02-24 04:02:58.000000,2021-09-16 07:55:55.000000,2021-09-16 07:55:55.000000,96.0,194.0,615.0,2021-06-13 05:12:23.000000,2021.6.12,20.0,62.0,35.0,conda-forge/nox,nox,,56.0,,https://pypi.org/project/nox,2021-06-13 05:12:23.000000,56.0,372442.0,373545.0,https://anaconda.org/conda-forge/nox,2021-06-20 09:53:07.394000,38623.0,3.0,,,,,,,['pytest'],,,,,,,,,
150,redbaron,https://github.com/PyCQA/redbaron,,Bottom-up approach to refactoring in python.,refactoring,23,False,pycqa/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000000,2020-12-13 18:51:56.000000,2019-08-11 17:42:44.000000,66.0,46.0,612.0,2019-03-17 19:03:54.000000,0.9.2,15.0,34.0,80.0,,redbaron,1669.0,493.0,321.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000000,172.0,34146.0,34146.0,,,,2.0,,,,,,,,,,,,,,,,
151,sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,,Sphinx Bootstrap Theme.,documentation,23,True,ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000000,2021-09-12 03:35:27.000000,2021-09-12 03:35:24.000000,206.0,81.0,576.0,2021-09-12 03:26:49.000000,0.8.0,57.0,37.0,56.0,,sphinx-bootstrap-theme,395.0,976.0,,https://pypi.org/project/sphinx-bootstrap-theme,2021-09-12 03:26:49.000000,976.0,,,,,,2.0,,,,,,,['sphinx'],,,,,,,,,
