,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,labels,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,conda_forge,updated_github_id
20,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,33,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000000,2021-09-13 20:32:38.000000,2021-09-13 20:32:38.000000,462.0,634.0,5190.0,2021-06-22 09:33:33.000000,6.2.0,93.0,159.0,125.0,conda-forge/pip-tools,pip-tools,1625.0,3252.0,,https://pypi.org/project/pip-tools,2021-06-22 09:33:33.000000,3252.0,6451642.0,6452550.0,https://anaconda.org/conda-forge/pip-tools,2021-06-22 11:23:39.836000,15442.0,1.0,,,,,,,,,,,,,,,,
21,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,33,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000000,2021-09-14 00:40:40.000000,2021-09-14 00:40:35.000000,609.0,538.0,4392.0,2021-03-14 18:44:02.000000,2.7.0,12.0,126.0,120.0,conda-forge/pycodestyle,pycodestyle,1226.0,180051.0,158821.0,https://pypi.org/project/pycodestyle,2021-03-14 18:44:02.000000,21230.0,15840822.0,15890216.0,https://anaconda.org/conda-forge/pycodestyle,2021-03-15 18:43:23.361000,3111839.0,1.0,,,,,,,,,,,,,,,,
22,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000000,2021-09-14 06:35:28.000000,2021-09-14 06:35:28.000000,416.0,974.0,4151.0,2021-07-29 06:41:35.000000,5.9.3,130.0,246.0,22.0,conda-forge/isort,isort,,217258.0,193040.0,https://pypi.org/project/isort,2021-07-29 06:40:41.000000,24218.0,16383364.0,16420512.0,https://anaconda.org/conda-forge/isort,2021-07-29 08:58:06.550000,2303185.0,2.0,,,,,,,,,,,,,,,,
23,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,33,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000000,2021-09-13 19:40:52.000000,2021-09-09 12:52:46.000000,146.0,197.0,1102.0,2021-06-01 17:24:42.000000,2.12.1,42.0,70.0,100.0,conda-forge/pytest-cov,pytest-cov,837.0,141580.0,98186.0,https://pypi.org/project/pytest-cov,2021-06-01 17:24:42.000000,43394.0,9839114.0,9892590.0,https://anaconda.org/conda-forge/pytest-cov,2021-06-02 16:41:25.608000,3529474.0,1.0,,,,,,,['pytest'],,,,,,,,,
24,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,32,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000000,2021-09-15 14:21:59.000000,2021-09-15 06:25:23.000000,2394.0,5000.0,7413.0,2021-08-12 14:54:57.000000,21.2.4,111.0,631.0,985.0,conda-forge/pip,pip,,77954.0,59288.0,https://pypi.org/project/pip,2021-08-12 14:54:57.000000,18666.0,,393294.0,https://anaconda.org/conda-forge/pip,2021-08-12 18:29:31.614000,24384237.0,2.0,,,,,,,,,,,,,,,,
25,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,32,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000000,2021-09-14 21:15:35.000000,2021-09-14 21:15:34.000000,487.0,1198.0,6514.0,2021-09-03 00:45:09.000000,2.15.0,163.0,124.0,23.0,conda-forge/pre-commit,pre-commit,2072.0,2136.0,,https://pypi.org/project/pre-commit,2021-09-03 00:33:45.000000,2136.0,3292011.0,3320628.0,https://anaconda.org/conda-forge/pre-commit,2021-09-03 12:43:28.471000,709066.0,1.0,,12272.0,,,,,,,,,,,,,,
26,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000000,2021-09-16 14:03:38.000000,2021-09-16 07:17:29.000000,1080.0,6113.0,4296.0,2021-06-30 04:55:46.000000,4.10.3,100.0,367.0,2051.0,conda-forge/conda,conda,15744.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000000,2104.0,54568.0,402607.0,https://anaconda.org/conda-forge/conda,2021-09-10 02:39:21.276000,21230439.0,2.0,,,,,,,,,,,,,,,,
27,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000000,2021-09-15 16:32:20.000000,2021-07-12 00:36:12.000000,293.0,358.0,3380.0,2021-07-09 21:42:28.000000,1.6.0,52.0,56.0,321.0,conda-forge/invoke,invoke,3519.0,13285.0,8683.0,https://pypi.org/project/invoke,2021-07-09 21:42:28.000000,4602.0,2352535.0,2358788.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642000,406482.0,1.0,,,,,,,,,,,,,,,,
28,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,32,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000000,2021-09-16 13:10:50.000000,2021-09-16 09:55:27.000000,384.0,1116.0,2422.0,2021-09-16 09:44:58.000000,3.24.4,124.0,251.0,132.0,conda-forge/tox,tox,2047.0,84700.0,48300.0,https://pypi.org/project/tox,2021-09-16 09:44:58.000000,36400.0,,7306.0,https://anaconda.org/conda-forge/tox,2021-08-24 16:28:03.475000,350723.0,1.0,,,,,,,['pytest'],-4.0,,,,,,,,
29,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,32,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000000,2021-08-06 03:07:24.000000,2021-05-28 17:28:29.000000,156.0,352.0,1063.0,2021-03-24 16:32:54.000000,2.3.1,30.0,77.0,85.0,conda-forge/pyflakes,pyflakes,513.0,125033.0,98535.0,https://pypi.org/project/pyflakes,2021-03-24 16:32:54.000000,26498.0,12019841.0,12066905.0,https://anaconda.org/conda-forge/pyflakes,2021-03-24 22:10:26.104000,2965073.0,1.0,,,,,,,,,,,,,,,,
30,python-json-logger,https://github.com/madzak/python-json-logger,,Json Formatter for the standard python logger.,logging,32,True,madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000000,2021-07-27 23:18:51.000000,2021-07-27 23:18:45.000000,158.0,45.0,1056.0,2021-07-27 23:09:33.000000,2.0.2,20.0,46.0,20.0,conda-forge/python-json-logger,python-json-logger,196.0,18088.0,17170.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000000,918.0,3890755.0,3906791.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855000,849934.0,1.0,,,,,,,,,,,,,,,,
31,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000000,2021-09-16 12:41:01.000000,2021-09-16 12:40:58.000000,226.0,383.0,1046.0,2021-07-27 14:52:59.000000,1.3.1,131.0,100.0,178.0,conda-forge/sentry-sdk,sentry-sdk,1275.0,15013.0,14027.0,https://pypi.org/project/sentry-sdk,2021-07-27 14:52:55.000000,986.0,9207000.0,9210162.0,https://anaconda.org/conda-forge/sentry-sdk,2021-07-27 17:58:10.503000,103123.0,1.0,,4526.0,,,,,,,,,,,,,,
32,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580000,2021-09-08 08:11:16.000000,2021-08-18 17:11:44.000000,99.0,295.0,254.0,2021-08-09 20:48:33.000000,0.37.0,65.0,61.0,31.0,conda-forge/wheel,wheel,739.0,62544.0,,https://pypi.org/project/wheel,2021-08-09 20:48:33.000000,62544.0,91677305.0,92011903.0,https://anaconda.org/conda-forge/wheel,2021-08-13 19:04:03.566000,20745083.0,1.0,,,,,,,,,,,,,,,,
33,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000000,2021-09-09 07:14:10.000000,2021-09-09 07:14:10.000000,434.0,392.0,9792.0,2020-09-20 07:56:32.000000,0.5.3,17.0,30.0,61.0,conda-forge/loguru,loguru,562.0,10407.0,10065.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000000,342.0,1596689.0,1604718.0,https://anaconda.org/conda-forge/loguru,2021-04-19 15:15:46.138000,248907.0,2.0,,,,,,,,,,,,,,,,
34,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,31,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000000,2021-09-14 17:43:00.000000,2021-09-14 17:41:07.000000,749.0,194.0,5531.0,2021-07-07 17:05:04.000000,0.9.53,50.0,51.0,344.0,conda-forge/pyautogui,pyautogui,402.0,10736.0,10128.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000000,608.0,472166.0,475068.0,https://anaconda.org/conda-forge/pyautogui,2020-10-13 12:17:23.308000,133503.0,2.0,,,,,,,,,,,,,,,,
35,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,31,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000000,2021-09-16 07:07:23.000000,2021-09-15 14:13:08.000000,1594.0,528.0,3822.0,2018-10-05 13:20:49.000000,0.4.2,23.0,108.0,187.0,conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,1341.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000000,23474.0,,27546.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-04-06 20:57:24.009000,1680341.0,2.0,,,,,,,['sphinx'],,,,,,,,,
36,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,31,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000000,2021-09-16 13:55:26.000000,2021-09-16 09:03:37.000000,755.0,2923.0,3555.0,2021-08-21 17:30:23.000000,2.10.2,117.0,410.0,716.0,conda-forge/pylint,pylint,,37734.0,,https://pypi.org/project/pylint,2021-08-21 17:30:23.000000,37734.0,10935773.0,10971861.0,https://anaconda.org/conda-forge/pylint,2021-08-24 03:14:21.847000,2201398.0,1.0,,,,,,,,,,,,,,,,
37,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000000,2021-09-09 11:02:01.000000,2021-09-09 11:02:01.000000,133.0,111.0,1468.0,2021-06-02 11:43:46.000000,0.13.9,41.0,49.0,57.0,conda-forge/ipdb,ipdb,352.0,44862.0,27964.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000000,16898.0,1652861.0,1656047.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798000,197589.0,1.0,,,,,,,,,,,,,,,,
38,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,31,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000000,2021-07-19 14:00:45.000000,2019-10-16 17:48:40.000000,157.0,125.0,1404.0,2019-01-16 20:35:25.000000,1.4.3,41.0,76.0,56.0,conda-forge/logbook,logbook,1194.0,4761.0,2697.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000000,2064.0,722338.0,723995.0,https://anaconda.org/conda-forge/logbook,2021-01-11 05:40:29.145000,49626.0,2.0,,273.0,,,,,,,,,,,,,,
39,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,31,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376000,2021-08-20 10:06:45.000000,2021-03-04 09:33:31.000000,74.0,59.0,959.0,2021-02-22 07:34:12.000000,0.8.9,25.0,67.0,42.0,conda-forge/tabulate,tabulate,502.0,59410.0,51308.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000000,8102.0,27846859.0,27868441.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132000,1381282.0,2.0,,,,,,,,,,,,,,,,
40,pydocstyle,https://github.com/PyCQA/pydocstyle,,docstring style checker.,linters,31,True,PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000000,2021-08-16 05:40:04.000000,2021-08-15 13:40:47.000000,152.0,195.0,811.0,2021-05-17 20:37:45.000000,6.1.1,17.0,74.0,79.0,conda-forge/pydocstyle,pydocstyle,713.0,22653.0,18733.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000000,3920.0,1795022.0,1801874.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379000,424860.0,1.0,,56.0,,,,,,,,,,,,,,
41,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,31,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000000,2021-09-15 20:32:18.000000,2021-09-15 20:32:18.000000,75.0,94.0,443.0,2021-03-30 20:43:51.000000,0.8.2,25.0,43.0,8.0,conda-forge/parso,parso,1094.0,158860.0,147496.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000000,11364.0,16172066.0,16281425.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064000,4921163.0,1.0,,,,,,,,,,,,,,,,
42,packaging,https://github.com/pypa/packaging,,Core utilities for Python packages.,packaging,31,True,pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000000,2021-08-27 23:00:50.000000,2021-08-27 23:00:50.000000,159.0,152.0,325.0,2021-07-23 20:58:52.000000,21.0,36.0,70.0,55.0,conda-forge/packaging,packaging,,277714.0,248514.0,https://pypi.org/project/packaging,2021-07-03 12:32:30.000000,29200.0,71263808.0,71413658.0,https://anaconda.org/conda-forge/packaging,2021-07-03 14:49:57.465000,9440188.0,1.0,,146.0,,,,,,,,,,,,,,
43,Glances,https://github.com/nicolargo/glances,,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",profiling,30,True,nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000000,2021-09-13 17:25:17.813000,2021-09-09 20:23:48.000000,1236.0,1196.0,19178.0,2021-08-14 15:24:27.000000,3.2.3,59.0,146.0,205.0,conda-forge/glances,glances,4138.0,383.0,333.0,https://pypi.org/project/glances,2021-08-21 06:39:00.000000,50.0,159417.0,161599.0,https://anaconda.org/conda-forge/glances,2021-09-13 17:25:17.813000,143575.0,1.0,,537.0,,,,,,,,,,,,,,
44,yapf,https://github.com/google/yapf,,A formatter for Python files.,formatters,30,True,google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000000,2021-09-16 10:51:23.000000,2021-09-02 17:49:34.000000,791.0,382.0,12035.0,2020-04-23 19:07:36.000000,0.30.0,67.0,131.0,322.0,conda-forge/yapf,yapf,,27240.0,23834.0,https://pypi.org/project/yapf,2020-04-23 19:07:36.000000,3406.0,1421580.0,1433914.0,https://anaconda.org/conda-forge/yapf,2021-04-19 00:01:27.357000,777088.0,3.0,,,,,,,,,,,,,,,,
45,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,30,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000000,2021-09-16 13:49:56.000000,2021-09-16 07:38:33.000000,1536.0,744.0,4680.0,2021-07-31 09:54:45.000000,3.3.0,113.0,795.0,650.0,conda-forge/buildbot,buildbot,22201.0,1144.0,252.0,https://pypi.org/project/buildbot,2021-07-31 09:54:45.000000,892.0,,2063.0,https://anaconda.org/conda-forge/buildbot,2021-07-31 13:21:14.599000,42057.0,2.0,,16794.0,,,,,,,,,,,,,,
46,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,30,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000000,2021-08-26 17:17:51.000000,2021-08-25 15:42:15.000000,199.0,167.0,2994.0,2021-01-20 07:45:20.000000,1.1.0,56.0,97.0,67.0,conda-forge/freezegun,freezegun,541.0,8352.0,,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000000,8352.0,3239693.0,3243678.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014000,263048.0,2.0,,,,,,,,,,,,,,,,
47,factory_boy,https://github.com/FactoryBoy/factory_boy,,A test fixtures replacement for Python.,testing,30,True,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000000,2021-09-03 15:31:41.000000,2021-09-03 15:29:24.000000,328.0,346.0,2619.0,2018-05-05 15:05:40.000000,2.11.1,36.0,117.0,151.0,conda-forge/factory_boy,factory_boy,891.0,4256.0,,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000000,4256.0,1704049.0,1705407.0,https://anaconda.org/conda-forge/factory_boy,2021-04-04 01:17:30.466000,81512.0,2.0,,,,,,,,,,,,,,,,
48,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,30,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000000,2021-09-16 12:46:12.000000,2021-09-16 12:46:12.000000,243.0,330.0,1154.0,2021-07-24 12:41:53.000000,3.4.2,43.0,103.0,45.0,conda-forge/twine,twine,,63587.0,46083.0,https://pypi.org/project/twine,2021-07-20 16:24:13.000000,17504.0,2121941.0,2127391.0,https://anaconda.org/conda-forge/twine,2021-07-20 19:18:02.428000,332456.0,2.0,,,,,,,,,,,,,,,,
49,pytest-mock,https://github.com/pytest-dev/pytest-mock,,Thin-wrapper around the mock package for easier use with pytest.,testing,30,True,pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000000,2021-08-30 19:36:15.000000,2021-08-30 19:36:14.000000,98.0,91.0,1153.0,2021-05-18 11:53:27.000000,3.6.1,52.0,54.0,11.0,conda-forge/pytest-mock,pytest-mock,,25393.0,19213.0,https://pypi.org/project/pytest-mock,2021-05-06 19:21:18.000000,6180.0,5352025.0,5370358.0,https://anaconda.org/conda-forge/pytest-mock,2021-05-07 01:15:17.653000,1136672.0,2.0,,,,,,,['pytest'],,,,,,,,,
50,pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,,Pytest support for asyncio.,testing,30,True,pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000000,2021-07-16 14:34:59.000000,2021-05-30 22:55:43.000000,85.0,98.0,785.0,2021-04-21 23:04:29.000000,0.15.1,20.0,26.0,65.0,conda-forge/pytest-asyncio,pytest-asyncio,177.0,17574.0,15546.0,https://pypi.org/project/pytest-asyncio,2021-04-21 23:04:29.000000,2028.0,1815680.0,1827062.0,https://anaconda.org/conda-forge/pytest-asyncio,2021-05-21 05:59:51.013000,591881.0,2.0,,,,,,,['pytest'],,,,,,,,,
51,coveralls-python,https://github.com/TheKevJames/coveralls-python,,Show coverage stats online via coveralls.io.,testing,30,True,TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000000,2021-08-31 20:27:24.000000,2021-08-31 20:27:23.000000,174.0,136.0,461.0,2021-07-20 20:24:19.000000,3.2.0,40.0,59.0,8.0,,coveralls,430.0,35839.0,18831.0,https://pypi.org/project/coveralls,2021-07-20 20:24:19.000000,17008.0,412081.0,412081.0,,,,2.0,,,,,,,['pytest'],,,,,,,,,
52,numpydoc,https://github.com/numpy/numpydoc,,Numpy's Sphinx extensions.,documentation,29,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000000,2021-05-24 23:17:20.000000,2021-05-19 15:13:17.000000,5894.0,95.0,18178.0,2020-07-01 21:59:00.000000,1.1.0,13.0,65.0,58.0,conda-forge/numpydoc,numpydoc,,35044.0,27696.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000000,7348.0,264579.0,279461.0,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384000,833425.0,2.0,,,,,,,['sphinx'],,,,,,,,,
53,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,29,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000000,2021-09-16 12:57:06.000000,2021-09-16 12:57:06.000000,904.0,1100.0,3959.0,2021-09-16 12:52:17.000000,20.8.0,170.0,214.0,61.0,conda-forge/virtualenv,virtualenv,,34422.0,,https://pypi.org/project/virtualenv,2021-09-16 12:52:17.000000,34422.0,,20908.0,https://anaconda.org/conda-forge/virtualenv,2021-06-29 14:18:57.494000,1129061.0,2.0,,,,,,,,,,,,,,,,
54,pipreqs,https://github.com/bndr/pipreqs,,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,dependency-managers,29,True,bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000000,2021-09-16 11:25:58.000000,2021-09-04 18:25:17.000000,243.0,90.0,3646.0,2019-11-14 11:06:56.000000,0.4.10,38.0,51.0,91.0,conda-forge/pipreqs,pipreqs,309.0,7117.0,6589.0,https://pypi.org/project/pipreqs,2019-11-14 11:00:54.000000,528.0,102488.0,102858.0,https://anaconda.org/conda-forge/pipreqs,2019-11-14 14:53:43.131000,22238.0,3.0,,,,,,,,,,,,,,,,
55,wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,,The strictest and most opinionated python linter ever!.,linters,29,True,wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000000,2021-09-16 08:13:48.000000,2021-09-16 08:13:46.000000,283.0,881.0,1622.0,2021-06-21 19:33:18.000000,0.15.3,52.0,149.0,80.0,,wemake-python-styleguide,1873.0,648.0,634.0,https://pypi.org/project/wemake-python-styleguide,2021-06-21 16:28:55.000000,14.0,59336.0,59336.0,,,,2.0,,,,,,,,,,,,,,,,
56,rope,https://github.com/python-rope/rope,,a python refactoring library.,refactoring,29,True,python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000000,2021-09-16 13:24:20.000000,2021-09-13 17:46:19.000000,142.0,139.0,1184.0,2020-10-07 16:08:59.000000,0.18.0,19.0,64.0,70.0,conda-forge/rope,rope,1922.0,34211.0,31279.0,https://pypi.org/project/rope,2020-10-07 16:08:59.000000,2932.0,407661.0,418353.0,https://anaconda.org/conda-forge/rope,2021-05-30 20:11:33.599000,566687.0,1.0,,,,,,,,,,,,,,,,
57,pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,pytest plugin for distributed testing and loop-on-failures testing modes.,testing,29,True,pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000000,2021-09-15 14:28:48.000000,2021-09-15 11:52:56.000000,150.0,239.0,759.0,2021-06-16 21:48:35.000000,2.3.0,56.0,75.0,200.0,conda-forge/pytest-xdist,pytest-xdist,897.0,28970.0,21628.0,https://pypi.org/project/pytest-xdist,2021-06-16 21:48:35.000000,7342.0,,28321.0,https://anaconda.org/conda-forge/pytest-xdist,2021-06-17 01:17:32.581000,1755942.0,2.0,,,,,,,['pytest'],,,,,,,,,
58,progressbar2,https://github.com/WoLpH/python-progressbar,,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,logging,29,True,WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000000,2021-09-14 22:45:04.000000,2021-09-14 22:43:14.000000,96.0,187.0,724.0,2021-09-14 22:43:28.000000,3.53.3,96.0,39.0,8.0,conda-forge/progressbar2,progressbar2,878.0,14044.0,11848.0,https://pypi.org/project/progressbar2,2021-09-14 22:43:28.000000,2196.0,1097608.0,1103291.0,https://anaconda.org/conda-forge/progressbar2,2020-09-09 14:31:33.844000,333380.0,2.0,,1618.0,,,,,,,,,,,,,,
59,flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that don't belong in..,linters,29,True,PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000000,2021-09-15 20:24:32.000000,2021-09-14 03:18:32.000000,45.0,56.0,587.0,2021-09-12 19:28:01.000000,21.9.1,35.0,39.0,43.0,conda-forge/flake8-bugbear,flake8-bugbear,170.0,5892.0,4852.0,https://pypi.org/project/flake8-bugbear,2021-09-12 19:28:01.000000,1040.0,1048530.0,1064865.0,https://anaconda.org/conda-forge/flake8-bugbear,2021-09-13 19:25:58.561000,408376.0,2.0,,,,,,,['flake8'],,,,,,,,,
60,pytest-html,https://github.com/pytest-dev/pytest-html,,Plugin for generating HTML reports for pytest results.,testing,29,True,pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000000,2021-08-13 00:14:03.000000,2021-01-23 03:26:17.000000,170.0,180.0,438.0,2020-12-13 15:24:58.000000,3.1.1,44.0,43.0,81.0,conda-forge/pytest-html,pytest-html,376.0,13243.0,12259.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000000,984.0,1411565.0,1414746.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698000,165439.0,2.0,,,,,,,['pytest'],,,,,,,,,
61,typed_ast,https://github.com/python/typed_ast,,Modified fork of CPython's ast module that parses `# type:` comments.,ast,29,True,python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000000,2021-04-12 00:18:06.000000,2021-04-12 00:18:06.000000,48.0,75.0,187.0,2021-04-11 23:57:40.000000,1.4.3,29.0,21.0,5.0,,typed_ast,173.0,10362.0,,https://pypi.org/project/typed_ast,2021-04-11 23:57:40.000000,10362.0,14386477.0,14386477.0,,,,1.0,,,,,,,,,,,,,,,,
