,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-06-25 22:40:19.000,2023-05-15 09:43:55,20121.0,103.0,1943.0,148.0,4936.0,1287.0,5324.0,5504.0,2023-05-12 21:53:56.928,7.0.1,188.0,783.0,44,True,,sphinx,conda-forge/sphinx,['sphinx'],374571.0,313330.0,https://pypi.org/project/sphinx,2022-06-02 18:12:32.000,61241.0,9380386.0,9475529.0,https://anaconda.org/conda-forge/sphinx,2023-06-16 13:24:32.093,7801794.0,1.0,,,,,,,,,,,,,,,,,,,
11,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-06-26 14:03:31.000,2023-06-21 14:41:18,3785.0,33.0,1525.0,541.0,980.0,114.0,987.0,43748.0,2023-06-12 13:57:22.000,13.4.2,102.0,222.0,43,True,,rich,conda-forge/rich,,100254.0,100254.0,https://pypi.org/project/rich,,,24528431.0,24648158.0,https://anaconda.org/conda-forge/rich,2023-06-12 17:36:05.280,4190477.0,1.0,,,,,,,,,,,,,,,,,,,
12,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-06-25 13:51:39.000,2023-06-09 13:37:14,5941.0,55.0,1297.0,239.0,633.0,237.0,1391.0,9383.0,,,37.0,195.0,43,True,,psutil,conda-forge/psutil,,330817.0,330817.0,https://pypi.org/project/psutil,,,65404527.0,65674401.0,https://anaconda.org/conda-forge/psutil,2023-06-16 13:17:58.536,23209177.0,1.0,,,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-06-25 02:46:43.000,2023-03-03 21:07:28,1940.0,,1278.0,214.0,514.0,446.0,570.0,25127.0,2023-03-03 21:28:29.000,4.65.0,131.0,112.0,42,True,,tqdm,conda-forge/tqdm,,523356.0,497614.0,https://pypi.org/project/tqdm,2019-01-11 22:13:30.000,25742.0,56614980.0,56865522.0,https://anaconda.org/conda-forge/tqdm,2023-06-16 13:21:11.775,21030164.0,1.0,,11628.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-06-10 01:47:30.999281,2.0,4104.0,,,,,,,,,,,,
14,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-06-25 21:12:01.000,2023-06-23 14:36:28,1909.0,88.0,2257.0,231.0,1148.0,128.0,1709.0,16646.0,2023-05-02 21:20:08.317,1.4.3,56.0,239.0,42,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],50147.0,45888.0,https://pypi.org/project/mkdocs,2022-03-26 19:53:18.000,4259.0,1774064.0,1777154.0,https://anaconda.org/conda-forge/mkdocs,2023-06-16 13:17:08.336,265786.0,1.0,,,,,,,,,,,,,,,,,,,
15,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-06-27 04:13:00.000,2023-06-27 04:12:59,2551.0,53.0,727.0,89.0,1096.0,23.0,1764.0,10553.0,2023-06-13 23:12:35.000,3.3.3,185.0,150.0,42,True,,pre-commit,conda-forge/pre-commit,,141833.0,137294.0,https://pypi.org/project/pre-commit,2023-01-29 23:39:18.572,4539.0,10179905.0,10296324.0,https://anaconda.org/conda-forge/pre-commit,2023-06-14 13:24:44.334,3279618.0,1.0,,489871.0,,,,,,,,,,,,,,,,,
16,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-06-26 15:53:40.337,2023-06-25 18:17:48,8804.0,111.0,1755.0,233.0,2183.0,270.0,4640.0,10400.0,2023-06-24 23:23:25.000,5.13.0,54.0,454.0,42,True,,pyinstaller,conda-forge/pyinstaller,,45215.0,45215.0,https://pypi.org/project/pyinstaller,,,1248506.0,1270597.0,https://anaconda.org/conda-forge/pyinstaller,2023-06-26 15:53:40.337,457365.0,1.0,,739519.0,,,,,,,,,,,,,,,,,
17,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-06-28 07:40:07.000,2023-06-26 18:24:28,8690.0,168.0,1014.0,76.0,3796.0,723.0,4278.0,4726.0,2023-05-06 16:36:23.720,2.17.4,174.0,530.0,42,True,pylint-dev/pylint,pylint,conda-forge/pylint,,391468.0,369373.0,https://pypi.org/project/pylint,2022-06-29 13:48:28.000,22095.0,13687215.0,13738952.0,https://anaconda.org/conda-forge/pylint,2023-06-16 13:23:56.946,4242473.0,1.0,,,,,,,,,,,,,,,,,,,
18,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2023-06-29 13:48:05.000,2023-06-29 07:19:11,3917.0,927.0,485.0,64.0,3316.0,308.0,1738.0,15885.0,2023-06-22 17:25:08.000,0.0.275,249.0,220.0,41,True,astral-sh/ruff,ruff,conda-forge/ruff,,10105.0,9545.0,https://pypi.org/project/ruff,2023-06-22 17:21:39.710,560.0,2709228.0,2747798.0,https://anaconda.org/conda-forge/ruff,2023-06-25 04:54:11.287,236334.0,1.0,,28851.0,,,,,,,,,,,,,,,,,
19,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-06-29 13:34:54.000,2023-06-29 13:33:02,5331.0,184.0,3010.0,116.0,2399.0,31.0,1888.0,14323.0,2023-06-23 18:26:42.000,9.1.17,160.0,218.0,41,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],33865.0,33865.0,https://pypi.org/project/mkdocs-material,,,2666848.0,2674185.0,https://anaconda.org/conda-forge/mkdocs-material,2023-06-25 20:28:23.402,271498.0,1.0,,,,,,,,,,,,,,,,,,,
20,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-06-26 20:38:53.000,2023-06-26 20:38:49,1295.0,71.0,902.0,216.0,319.0,369.0,439.0,13298.0,2023-06-20 05:44:07.767,0.40.1,73.0,148.0,41,True,,yapf,conda-forge/yapf,,81425.0,79198.0,https://pypi.org/project/yapf,2023-02-21 19:25:03.574,2227.0,3533719.0,3551391.0,https://anaconda.org/conda-forge/yapf,2023-06-16 13:17:36.752,1484494.0,2.0,,,,,,,,,,,,,,,,,,,
21,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-06-26 08:59:11.000,2023-06-13 22:23:17,14111.0,164.0,2134.0,478.0,666.0,279.0,3880.0,8153.0,2023-06-12 09:41:48.000,6.1,71.0,185.0,41,True,,robotframework,conda-forge/robotframework,,7946.0,7946.0,https://pypi.org/project/robotframework,,,1791914.0,1793981.0,https://anaconda.org/conda-forge/robotframework,2023-06-12 12:29:42.201,134076.0,1.0,,551.0,,,,,,,,,,,,,,,,,
22,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,,2012-10-15 22:08:03.000,2023-06-29 12:08:03.000,2023-06-28 09:40:54,16381.0,105.0,1318.0,198.0,3679.0,707.0,8388.0,5534.0,2023-05-22 19:00:30.000,23.5.0,100.0,432.0,41,False,,conda,conda-forge/conda,,41391.0,41391.0,https://pypi.org/project/conda,,,75904.0,612319.0,https://anaconda.org/conda-forge/conda,2023-06-16 13:24:13.724,43986108.0,1.0,,,,,,,,,,,,,,,,,,,
23,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-06-27 03:05:19.000,2023-06-27 03:05:18,689.0,28.0,1007.0,168.0,1272.0,80.0,1270.0,4487.0,2023-06-16 18:40:10.819,20.23.1,205.0,256.0,41,True,,virtualenv,conda-forge/virtualenv,,298815.0,280916.0,https://pypi.org/project/virtualenv,2020-08-17 15:24:34.000,17899.0,57026019.0,57172613.0,https://anaconda.org/conda-forge/virtualenv,2023-06-17 12:38:51.971,4691024.0,2.0,,,,,,,,,,,,,,,,,,,
24,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-06-28 20:27:39.000,2023-05-25 18:47:00,4086.0,9.0,536.0,48.0,930.0,168.0,1062.0,5876.0,2023-01-31 16:31:31.154,5.8.0,143.0,283.0,40,True,,isort,conda-forge/isort,,413218.0,396445.0,https://pypi.org/project/isort,2019-03-10 06:01:35.000,16773.0,26133338.0,26192850.0,https://anaconda.org/conda-forge/isort,2023-06-16 13:18:02.201,4939574.0,2.0,,,,,,,,,,,,,,,,,,,
25,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-06-28 23:01:05.000,2023-06-28 14:47:38,1959.0,85.0,507.0,102.0,909.0,130.0,819.0,6923.0,2023-04-07 16:47:19.000,6.13.0,62.0,190.0,39,True,,pip-tools,conda-forge/pip-tools,,21007.0,21007.0,https://pypi.org/project/pip-tools,,,8374145.0,8376681.0,https://anaconda.org/conda-forge/pip-tools,2023-06-16 19:18:50.877,96381.0,2.0,,,,,,,,,,,,,,,,,,,
26,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2023-06-28 20:22:04.000,2023-06-27 22:14:35,13121.0,306.0,537.0,71.0,2275.0,42.0,1366.0,6769.0,2023-04-26 08:30:52.000,hypothesis-python-6.74.0,685.0,314.0,39,False,,hypothesis,conda-forge/hypothesis,,21346.0,21346.0,https://pypi.org/project/hypothesis,,,5213884.0,5424983.0,https://anaconda.org/conda-forge/hypothesis,2023-06-28 03:34:23.640,7810689.0,1.0,,,,,,,,,,,,,,,,,,,
27,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-06-27 16:19:02.000,2023-06-27 09:25:32,609.0,41.0,483.0,43.0,1317.0,82.0,1552.0,3300.0,2023-06-20 02:44:06.000,4.6.3,198.0,282.0,39,True,,tox,conda-forge/tox,['pytest'],122794.0,101197.0,https://pypi.org/project/tox,2020-09-01 17:41:17.000,21597.0,11934528.0,11945051.0,https://anaconda.org/conda-forge/tox,2023-06-16 13:24:06.344,726099.0,1.0,,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-06-29 13:25:15.000,2023-06-29 07:53:14,1807.0,126.0,378.0,69.0,1234.0,185.0,754.0,1561.0,2023-06-22 11:14:39.000,1.26.0,101.0,176.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,,45722.0,45722.0,https://pypi.org/project/sentry-sdk,,,16251726.0,16260916.0,https://anaconda.org/conda-forge/sentry-sdk,2023-06-16 16:13:35.081,500860.0,1.0,,3645.0,,,,,,,,,,,,,,,,,
29,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-06-28 11:57:37.000,2023-06-02 09:04:38,716.0,13.0,609.0,128.0,118.0,103.0,685.0,15224.0,2023-04-10 09:14:19.000,0.7.0,19.0,43.0,37,True,,loguru,conda-forge/loguru,,55994.0,55994.0,https://pypi.org/project/loguru,,,8819988.0,8845709.0,https://anaconda.org/conda-forge/loguru,2023-06-16 16:13:46.735,1337510.0,2.0,,,,,,,,,,,,,,,,,,,
30,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-06-28 23:28:47.000,2023-06-28 23:28:19,6320.0,377.0,1068.0,107.0,637.0,8.0,4181.0,10558.0,2023-06-26 07:16:29.000,1.1.316,400.0,95.0,37,True,,,,,544.0,534.0,,,,,605062.0,,,,2.0,,550.0,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-06-26 07:03:56.672,10.0,605028.0,,,,,,,
31,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2023-06-22 08:44:16.000,2023-06-22 08:44:15,8366.0,20.0,482.0,114.0,583.0,50.0,1303.0,5446.0,,,21.0,165.0,37,False,,jedi,conda-forge/jedi,,318923.0,318923.0,https://pypi.org/project/jedi,,,19373575.0,19585512.0,https://anaconda.org/conda-forge/jedi,2023-06-16 13:24:08.401,16954986.0,1.0,,,,,,,,,,,,,,,,,,,
32,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-06-29 05:12:00.000,2023-06-15 20:02:24,1312.0,13.0,519.0,67.0,382.0,160.0,450.0,5299.0,2023-03-10 01:02:04.000,1.7.5,12.0,168.0,37,True,,bandit,conda-forge/bandit,,42468.0,42468.0,https://pypi.org/project/bandit,,,3123415.0,3128416.0,https://anaconda.org/conda-forge/bandit,2023-06-16 16:15:12.910,244473.0,1.0,,707.0,,,,,,,,,,,,,,,,,
33,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2023-06-29 04:17:11.000,2023-06-20 10:08:06,1373.0,20.0,668.0,119.0,462.0,89.0,601.0,4866.0,2017-10-25 15:35:12.000,1.7.1,11.0,131.0,37,True,,pycodestyle,conda-forge/pycodestyle,,349307.0,349307.0,https://pypi.org/project/pycodestyle,,,29137075.0,29215130.0,https://anaconda.org/conda-forge/pycodestyle,2023-06-16 13:17:34.285,6556688.0,1.0,,,,,,,,,,,,,,,,,,,
34,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-06-15 11:05:23.000,2023-06-07 13:27:05,1454.0,8.0,1751.0,164.0,679.0,245.0,603.0,4401.0,2023-06-07 13:31:28.096,1.2.2,45.0,115.0,37,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6627.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2021-09-13 19:53:37.000,6611.0,3751319.0,3792890.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-06-09 10:27:20.086,3408840.0,2.0,,,,,,,,,,,,,,,,,,,
35,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-06-16 13:17:55.073,2023-03-19 12:05:58,2819.0,,292.0,72.0,219.0,113.0,355.0,4375.0,2023-03-03 09:23:05.483,2.0.2,73.0,57.0,37,True,,autopep8,conda-forge/autopep8,,188541.0,182714.0,https://pypi.org/project/autopep8,2022-10-28 21:13:03.171,5827.0,3481936.0,3496064.0,https://anaconda.org/conda-forge/autopep8,2023-06-16 13:17:55.073,1186834.0,3.0,,,,,,,,,,,,,,,,,,,
36,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,,2014-09-13 17:06:24.000,2023-06-28 10:52:03.000,2023-06-27 13:04:42,2384.0,20.0,278.0,37.0,320.0,27.0,1490.0,2884.0,,,29.0,172.0,37,False,,flake8,conda-forge/flake8,,468532.0,468532.0,https://pypi.org/project/flake8,,,20359666.0,20435114.0,https://anaconda.org/conda-forge/flake8,2023-06-16 13:25:30.103,6337646.0,1.0,9.0,,,,,,,,,,,,,,,,,,
37,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-06-27 15:35:52.000,2023-06-27 15:35:50,2903.0,123.0,1946.0,186.0,2443.0,522.0,4525.0,25561.0,2023-05-29 16:05:27.000,1.5.1,100.0,465.0,36,True,,poetry,conda-forge/poetry,,,,https://pypi.org/project/poetry,,,13028164.0,13293352.0,https://anaconda.org/conda-forge/poetry,2023-06-16 16:11:52.688,914181.0,2.0,,15162640.0,,,,,,,,,,,,,,,,,
38,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2023-06-29 09:02:32.000,2023-06-24 15:23:00,5087.0,309.0,1369.0,497.0,720.0,203.0,1465.0,23034.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,173.0,36,False,,glances,conda-forge/glances,,675.0,675.0,https://pypi.org/project/glances,,,123502.0,125800.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,198760.0,1.0,,1395.0,,,,,,,,,,,,,,,,,
39,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-06-28 14:32:51.000,2023-06-25 06:21:06,11038.0,557.0,482.0,127.0,309.0,172.0,1700.0,9180.0,,,169.0,145.0,36,True,,nuitka,conda-forge/nuitka,,1300.0,1300.0,https://pypi.org/project/nuitka,,,65241.0,79590.0,https://anaconda.org/conda-forge/nuitka,2023-06-28 14:14:15.954,530918.0,1.0,,,,,,,,,,,,,,,,,,,
40,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-06-28 09:59:58.000,2023-06-28 09:59:57,23709.0,214.0,1468.0,204.0,5366.0,679.0,805.0,5056.0,2023-04-17 01:18:25.000,3.8.0,58.0,840.0,36,True,,buildbot,conda-forge/buildbot,,327.0,327.0,https://pypi.org/project/buildbot,,,32318.0,34610.0,https://anaconda.org/conda-forge/buildbot,2023-06-16 16:16:17.417,83271.0,1.0,,31394.0,,,,,,,,,,,,,,,,,
41,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-06-29 05:20:53.000,2023-06-29 05:20:50,2229.0,55.0,370.0,29.0,1626.0,111.0,960.0,2242.0,2023-05-31 14:30:27.000,0.18.0,56.0,181.0,36,True,,wemake-python-styleguide,,,14925.0,14878.0,https://pypi.org/project/wemake-python-styleguide,2020-01-19 11:56:48.000,47.0,228550.0,228550.0,,,,2.0,,,,,,,,,,,,,,,,,,,
