,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
41,structlog,hynek/structlog,logging,Structured Logging for Python.,,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2022-02-11 07:56:38.000,2022-02-11 07:56:31,1011.0,74.0,151.0,32.0,186.0,185.0,1939.0,2021-12-16 12:54:47.000,21.5.0,27.0,84.0,27.0,35,True,structlog,conda-forge/structlog,,899.0,,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,899.0,3807474.0,3809947.0,https://anaconda.org/conda-forge/structlog,2022-01-06 16:55:04.638,165706.0,2.0,,,,,,,,,,,,,,,,,,,
42,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-02-15 05:32:12.000,2022-02-15 05:32:09,2010.0,84.0,320.0,24.0,1361.0,918.0,1782.0,2021-12-13 20:48:04.000,0.16.0,53.0,163.0,79.0,35,True,wemake-python-styleguide,,,1035.0,1011.0,https://pypi.org/project/wemake-python-styleguide,2021-12-13 20:48:04.000,24.0,96247.0,96247.0,,,,2.0,,,,,,,,,,,,,,,,,,,
43,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-02-13 14:50:18.000,2022-02-13 14:50:18,1026.0,27.0,258.0,30.0,470.0,359.0,1223.0,2022-02-02 19:00:23.000,3.8.0,48.0,105.0,38.0,35,True,twine,conda-forge/twine,,67080.0,55003.0,https://pypi.org/project/twine,2022-02-02 18:50:21.000,12077.0,2815577.0,2821655.0,https://anaconda.org/conda-forge/twine,2022-02-03 13:33:25.889,401200.0,2.0,,,,,,,,,,,,,,,,,,,
44,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-02-14 23:13:27.000,2022-02-14 23:13:27,533.0,4.0,175.0,28.0,283.0,169.0,370.0,2021-11-18 00:41:06.000,21.3,39.0,76.0,66.0,35,True,packaging,conda-forge/packaging,,332798.0,315953.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,16845.0,96370436.0,96553851.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,12471661.0,1.0,261.0,,,,,,,,,,,,,,,,,,
45,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-01-31 19:39:47.000,2022-01-31 19:39:45,782.0,42.0,103.0,23.0,112.0,302.0,294.0,2021-12-22 12:22:00.000,0.37.1,66.0,64.0,30.0,35,True,wheel,conda-forge/wheel,,34659.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,34659.0,120897578.0,121286078.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622,26029506.0,2.0,,,,,,,,,,,,,,,,,,,
46,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-01-26 18:06:27.000,2022-01-26 18:06:27,470.0,21.0,6495.0,34.0,204.0,107.0,19521.0,2022-01-24 18:29:52.000,numpydoc-1.2,15.0,70.0,60.0,34,True,numpydoc,conda-forge/numpydoc,['sphinx'],34525.0,30238.0,https://pypi.org/project/numpydoc,2022-01-24 18:40:01.000,4287.0,284378.0,299763.0,https://anaconda.org/conda-forge/numpydoc,2022-01-24 22:28:54.876,938494.0,2.0,,,,,,,,,,,,,,,,,,,
47,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-02-10 12:58:39.000,2022-02-10 12:58:39,461.0,23.0,100.0,35.0,167.0,100.0,1281.0,2022-01-28 11:41:08.000,3.7.0,53.0,55.0,12.0,34,True,pytest-mock,conda-forge/pytest-mock,['pytest'],27543.0,23371.0,https://pypi.org/project/pytest-mock,2022-01-28 11:25:58.000,4172.0,5697108.0,5717643.0,https://anaconda.org/conda-forge/pytest-mock,2022-01-31 11:40:52.506,1375864.0,2.0,,,,,,,,,,,,,,,,,,,
48,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-02-06 18:53:16.000,2022-02-06 17:21:56,216.0,19.0,169.0,21.0,62.0,46.0,1191.0,2021-07-27 23:09:33.000,2.0.2,22.0,50.0,27.0,34,True,python-json-logger,conda-forge/python-json-logger,,21819.0,21130.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,689.0,5239138.0,5257595.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1070531.0,2.0,,,,,,,,,,,,,,,,,,,
49,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-02-07 23:30:00.000,2022-02-07 23:29:59,970.0,36.0,158.0,47.0,292.0,257.0,841.0,2021-12-10 11:41:55.000,2.5.0,58.0,79.0,205.0,34,True,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4513.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4513.0,5283712.0,5319239.0,https://anaconda.org/conda-forge/pytest-xdist,2021-12-10 14:46:36.827,2380352.0,2.0,,,,,,,,,,,,,,,,,,,
50,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-02-16 10:24:27.000,2022-02-16 10:24:27,1268.0,60.0,156.0,21.0,306.0,305.0,544.0,2022-01-19 10:32:28.000,6.4.2,47.0,102.0,78.0,34,True,setuptools_scm,conda-forge/setuptools_scm,,380.0,,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000,380.0,14452702.0,14465148.0,https://anaconda.org/conda-forge/setuptools_scm,2022-01-19 14:29:46.963,883736.0,2.0,,,,,,,,,,,,,,,,,,,
51,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-01-19 00:04:35.000,2021-09-14 17:41:07,402.0,,822.0,178.0,129.0,199.0,6252.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,342.0,33,True,pyautogui,conda-forge/pyautogui,,13482.0,12938.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,544.0,502977.0,505766.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687,142282.0,2.0,,,,,,,,,,,,,,,,,,,
52,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-02-17 13:33:22.000,2022-02-17 13:31:32,10963.0,460.0,379.0,100.0,263.0,217.0,5773.0,2022-01-11 04:31:32.000,0.9.10,68.0,189.0,95.0,33,True,pyre-check,,,32.0,,https://pypi.org/project/pyre-check,2022-01-11 04:25:03.000,32.0,36226.0,36226.0,,,,2.0,,,,,,,,,,,,,,,,,,,
53,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-02-17 06:16:45.000,2022-02-17 06:16:43,5081.0,198.0,228.0,56.0,643.0,385.0,3624.0,2022-02-08 23:49:27.000,2022.2.8,126.0,73.0,101.0,33,True,pytype,conda-forge/pytype,,89.0,,https://pypi.org/project/pytype,2022-02-08 23:49:27.000,89.0,137657.0,140833.0,https://anaconda.org/conda-forge/pytype,2022-02-16 07:58:50.100,66696.0,2.0,,,,,,,,,,,,,,,,,,,
54,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-02-14 00:58:35.000,2021-10-16 04:43:50,3523.0,,303.0,99.0,210.0,364.0,3510.0,2021-07-09 21:42:28.000,1.6.0,54.0,56.0,346.0,33,True,invoke,conda-forge/invoke,,13017.0,10439.0,https://pypi.org/project/invoke,2021-12-15 13:50:39.978,2578.0,2584583.0,2591947.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642,515513.0,2.0,,,,,,,,,,,,,,,,,,,
55,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-02-14 09:55:01.000,2021-08-25 15:42:15,541.0,,215.0,32.0,196.0,169.0,3173.0,2021-01-20 07:45:20.000,1.1.0,56.0,97.0,90.0,33,True,freezegun,conda-forge/freezegun,,4426.0,,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,4426.0,4075500.0,4079939.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,315214.0,2.0,,,,,,,,,,,,,,,,,,,
56,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-02-16 23:14:49.000,2022-02-16 23:14:48,1157.0,28.0,191.0,45.0,225.0,152.0,2323.0,2021-11-01 21:53:28.000,2021.2.2,73.0,83.0,140.0,33,True,pudb,conda-forge/pudb,,3592.0,2859.0,https://pypi.org/project/pudb,2022-01-07 17:48:07.000,733.0,208194.0,209912.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620,115129.0,1.0,,,,,,,,,,,,,,,,,,,
57,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2021-10-25 05:23:45.000,2016-03-04 01:16:26,1004.0,,368.0,47.0,261.0,462.0,1343.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,447.0,33,False,nose,conda-forge/nose,,165505.0,120962.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44543.0,4472131.0,4501829.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2049175.0,2.0,,,,,,,,,,,,,,,,,,,
58,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-02-01 19:09:44.843,2022-01-05 13:41:29,905.0,12.0,100.0,21.0,63.0,189.0,754.0,2022-01-05 13:43:27.000,4.0.0,99.0,40.0,14.0,33,True,progressbar2,conda-forge/progressbar2,,16637.0,15151.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,1486.0,6065884.0,6072123.0,https://anaconda.org/conda-forge/progressbar2,2022-02-01 19:09:44.843,397401.0,2.0,1648.0,,,,,,,,,,,,,,,,,,
59,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2022-02-15 11:43:02.000,2022-02-14 17:08:21,1675.0,97.0,157.0,17.0,315.0,372.0,577.0,2022-02-14 17:11:39.000,4.33.1,63.0,101.0,116.0,33,True,breathe,conda-forge/breathe,,6961.0,5933.0,https://pypi.org/project/breathe,2022-02-14 17:11:07.000,1028.0,214413.0,218619.0,https://anaconda.org/conda-forge/breathe,2022-02-14 04:05:23.893,267669.0,2.0,247.0,,,,,,,,,,,,,,,,,,
60,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2022-02-14 23:25:40.000,2022-02-14 23:25:40,1098.0,4.0,82.0,20.0,100.0,96.0,476.0,2021-11-30 21:05:47.000,0.8.3,26.0,44.0,7.0,33,True,parso,conda-forge/parso,,183004.0,177101.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5903.0,14170981.0,14298260.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,6363985.0,2.0,,2.0,,,,,,,,,,,,,,,,,
61,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-02-17 11:09:43.000,2022-02-15 10:53:49,8937.0,769.0,361.0,119.0,217.0,1019.0,6401.0,2022-01-09 12:48:34.000,0.6.19,180.0,109.0,181.0,32,True,nuitka,conda-forge/nuitka,,36.0,,https://pypi.org/project/nuitka,2022-02-13 11:06:20.000,36.0,30431.0,35146.0,https://anaconda.org/conda-forge/nuitka,2022-02-13 16:50:14.167,330091.0,2.0,,,,,,,,,,,,,,,,,,,
62,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-02-16 08:30:08.000,2022-02-16 08:30:05,2174.0,90.0,282.0,69.0,857.0,298.0,3476.0,2022-01-25 20:45:06.000,5.3.0,34.0,111.0,5.0,32,True,mimesis,conda-forge/mimesis,,58.0,,https://pypi.org/project/mimesis,2022-01-25 20:45:06.000,58.0,123715.0,124001.0,https://anaconda.org/conda-forge/mimesis,2020-07-15 18:05:16.129,5396.0,2.0,194.0,,,,,,,,,,,,,,,,,,
63,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2021-12-31 17:49:47.000,2019-10-16 17:48:40,1195.0,,157.0,37.0,148.0,125.0,1414.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,56.0,32,False,logbook,conda-forge/logbook,,4138.0,2955.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,1183.0,1106466.0,1108110.0,https://anaconda.org/conda-forge/logbook,2021-11-19 00:37:39.705,57466.0,2.0,280.0,,,,,,,,,,,,,,,,,,
64,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-02-16 05:10:39.000,2022-02-07 01:59:24,7730.0,110.0,254.0,57.0,798.0,2664.0,1352.0,2022-02-15 17:54:05.000,4.3.0,14.0,140.0,655.0,32,True,scons,conda-forge/scons,,37.0,,https://pypi.org/project/scons,2019-12-17 02:49:51.000,37.0,212488.0,216906.0,https://anaconda.org/conda-forge/scons,2021-11-17 22:33:26.201,260066.0,3.0,401.0,,,,,,,,,,,,,,,,,,
65,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-02-17 10:41:48.000,2022-02-17 10:41:30,1421.0,30.0,146.0,49.0,153.0,202.0,1301.0,2022-01-12 04:51:07.000,0.34.1,45.0,62.0,64.0,32,True,doit,conda-forge/doit,,1150.0,870.0,https://pypi.org/project/doit,2022-01-12 04:51:07.000,280.0,263255.0,264756.0,https://anaconda.org/conda-forge/doit,2022-01-24 20:25:33.658,75085.0,3.0,,-1.0,,,,,,,,,,,,,,,,,
66,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Pytest support for asyncio.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2022-02-17 12:50:54.000,2022-02-10 11:58:38,240.0,59.0,97.0,38.0,109.0,155.0,886.0,2022-02-10 13:01:48.000,0.18.1,29.0,37.0,31.0,32,True,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1844.0,,https://pypi.org/project/pytest-asyncio,2022-02-10 13:01:44.000,1844.0,2804595.0,2818772.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-02-10 17:55:39.710,807870.0,2.0,4.0,,,,,,,,,,,,,,,,,,
67,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2022-02-16 16:01:22.478,2022-02-16 13:03:34,603.0,54.0,106.0,17.0,164.0,156.0,498.0,2022-02-16 13:01:35.000,2.5.1,51.0,63.0,34.0,32,True,pylint-django,conda-forge/pylint-django,['pylint'],17663.0,16499.0,https://pypi.org/project/pylint-django,2022-02-16 13:01:35.000,1164.0,736930.0,738289.0,https://anaconda.org/conda-forge/pylint-django,2022-02-16 16:01:22.478,89250.0,2.0,209.0,,,,,,,,,,,,,,,,,,
68,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-02-04 00:04:53.000,2022-02-04 00:04:53,2800.0,34.0,2298.0,377.0,780.0,1362.0,26167.0,2022-01-27 15:53:45.000,2.2.4-1,54.0,358.0,39.0,31,True,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,7232.0,7232.0,,,,2.0,,,,,,,,,,,,,,,,,,,
69,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-02-15 21:49:28.000,2022-02-14 17:28:36,474.0,23.0,520.0,103.0,521.0,552.0,5775.0,2022-02-15 21:49:28.000,1.19.0,71.0,24.0,26.0,31,True,playwright,,,847.0,800.0,https://pypi.org/project/playwright,2022-02-15 21:49:28.000,47.0,215142.0,215142.0,,,,2.0,,,,,,,,,,,,,,,,,,,
70,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2022-02-16 01:22:09.000,2022-02-16 01:22:07,2330.0,298.0,182.0,63.0,157.0,142.0,5306.0,2022-02-11 23:01:32.000,1.5.4,123.0,28.0,39.0,31,True,scalene,,,90.0,87.0,https://pypi.org/project/scalene,2022-02-11 23:01:32.000,3.0,10856.0,10856.0,,,,2.0,,,,,,,,,,,,,,,,,,,
71,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2022-02-14 13:44:00.000,2021-10-23 09:17:21,311.0,,276.0,61.0,119.0,92.0,4053.0,2021-10-23 09:23:42.000,0.4.11,40.0,51.0,101.0,31,True,pipreqs,conda-forge/pipreqs,,9277.0,8952.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000,325.0,219791.0,220150.0,https://anaconda.org/conda-forge/pipreqs,2019-11-14 14:53:43.131,23392.0,3.0,,,,,,,,,,,,,,,,,,,
72,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-02-17 03:31:42.000,2022-02-17 03:31:42,1053.0,50.0,215.0,54.0,815.0,647.0,2032.0,2022-02-17 02:50:45.000,2.1.66,155.0,102.0,149.0,31,True,pex,,,132.0,,https://pypi.org/project/pex,2022-02-17 02:50:45.000,132.0,228759.0,241896.0,,,,2.0,630582.0,,,,,,,,,,,,,,,,,,
73,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2022-02-01 06:50:01.000,2022-02-01 06:50:01,1134.0,21.0,145.0,35.0,188.0,237.0,1587.0,2022-01-17 17:19:37.000,1.6.0,105.0,78.0,59.0,31,True,prospector,conda-forge/prospector,,665.0,,https://pypi.org/project/prospector,2022-01-17 17:19:37.000,665.0,471837.0,472255.0,https://anaconda.org/conda-forge/prospector,2022-01-11 08:42:55.445,27607.0,1.0,,,,,,,,,,,,,,,,,,,
74,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-02-07 03:38:37.000,2022-02-07 03:22:31,3381.0,83.0,162.0,39.0,22.0,659.0,1365.0,2022-02-07 03:38:37.000,7.3.6,245.0,17.0,15.0,31,False,pyarmor,,,374.0,363.0,https://pypi.org/project/pyarmor,2022-02-03 01:46:58.000,11.0,398329.0,398329.0,,,,2.0,,,,,,,,,,,,,,,,,,,
75,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2022-02-16 13:01:32.000,2022-02-16 13:01:28,703.0,94.0,127.0,23.0,130.0,214.0,1155.0,2022-02-14 14:53:51.000,10.0.1,79.0,34.0,7.0,31,True,pdoc,,,714.0,526.0,https://pypi.org/project/pdoc,2022-02-14 14:53:51.000,188.0,103356.0,103356.0,,,,2.0,,,,,,,,,,,,,,,,,,,
76,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-02-05 08:19:21.000,2022-01-07 13:26:45,504.0,1.0,94.0,16.0,57.0,59.0,1135.0,2021-02-22 07:34:12.000,0.8.9,25.0,68.0,52.0,31,True,tabulate,conda-forge/tabulate,,69873.0,63550.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000,6323.0,32313862.0,32340812.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132,1859574.0,2.0,,,,,,,,,,,,,,,,,,,
77,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-02-16 14:15:35.000,2021-12-30 21:16:07,719.0,5.0,154.0,20.0,291.0,202.0,854.0,2021-05-17 20:37:45.000,6.1.1,17.0,77.0,83.0,31,True,pydocstyle,conda-forge/pydocstyle,,25549.0,23154.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2395.0,2112259.0,2120187.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,531240.0,2.0,56.0,,,,,,,,,,,,,,,,,,
78,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2022-02-14 17:00:10.000,2022-02-13 04:22:17,1035.0,31.0,136.0,24.0,258.0,205.0,701.0,2022-02-13 00:26:17.000,0.11.0,27.0,73.0,49.0,31,True,nose2,conda-forge/nose2,,5600.0,4523.0,https://pypi.org/project/nose2,2022-02-13 00:26:17.000,1077.0,394717.0,395683.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,43500.0,2.0,,,,,,,,,,,,,,,,,,,
79,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2022-01-20 22:19:06.000,2021-09-24 20:53:41,351.0,,177.0,20.0,78.0,54.0,640.0,2018-10-03 01:39:17.000,0.7.12,25.0,28.0,85.0,31,True,alabaster,conda-forge/alabaster,['sphinx'],66562.0,58899.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,7663.0,4607645.0,4660494.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,3540944.0,2.0,,,,,,,,,,,,,,,,,,,
80,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2022-02-12 15:23:30.000,2021-12-16 22:16:57,1650.0,21.0,172.0,54.0,261.0,217.0,530.0,2021-11-25 21:08:56.000,2.13.6,117.0,90.0,133.0,31,False,zc.buildout,conda-forge/zc.buildout,,1067.0,,https://pypi.org/project/zc.buildout,2021-12-16 22:16:31.000,1067.0,114528.0,115354.0,https://anaconda.org/conda-forge/zc.buildout,2021-11-26 00:53:19.847,4134.0,3.0,,,,,,,,,,,,,,,,,,,
81,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2021-12-31 03:34:56.000,2021-11-11 20:58:33,444.0,,185.0,6.0,191.0,144.0,467.0,2021-11-11 21:00:03.000,3.3.1,42.0,63.0,5.0,31,True,coveralls,conda-forge/coveralls,['pytest'],29673.0,20521.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000,9152.0,595276.0,605412.0,https://anaconda.org/conda-forge/coveralls,2021-11-12 20:59:06.844,618303.0,2.0,,,,,,,,,,,,,,,,,,,
82,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-02-14 13:39:05.000,2022-02-14 13:39:05,9903.0,26.0,4568.0,1043.0,306.0,4537.0,22419.0,2022-01-03 10:35:57.000,1.6,76.0,112.0,51.0,30,True,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-02-10 21:44:37.000,6.0,5589.0,5589.0,,,,2.0,,,,,,,,,,,,,,,,,,,
