,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
17,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2025-09-13 18:55:05.000,2025-07-20 17:02:56,16478.0,2.0,1312.0,99.0,1948.0,2138.0,2754.0,2025-05-27 00:56:55.000,80.9.0,624.0,631.0,43,True,,667.0,setuptools,conda-forge/setuptools,848685.0,819043.0,https://pypi.org/project/setuptools,2025-05-27 00:56:49.000,29642.0,729032544.0,731554812.0,https://anaconda.org/conda-forge/setuptools,2025-06-01 19:09:46.361,163947451.0,1.0,,,,,,,,,,,,,,,,,,,,
18,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2025-09-29 20:41:50.000,2025-09-24 15:28:31,3639.0,44.0,2373.0,191.0,3205.0,5740.0,33928.0,2025-09-21 14:51:46.000,2.2.1,181.0,611.0,42,True,,577.0,poetry,conda-forge/poetry,863.0,,https://pypi.org/project/poetry,2025-09-21 14:51:46.000,863.0,69875358.0,70157905.0,https://anaconda.org/conda-forge/poetry,2025-09-22 08:31:06.578,6231916.0,2.0,,15554693.0,,,,,,,,,,,,,,,,,,
19,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2025-07-08 19:36:14.983,2025-07-07 21:44:30,9196.0,2.0,1876.0,358.0,2016.0,4089.0,25099.0,2025-07-07 21:45:44.000,2025.0.4,401.0,530.0,42,True,,236.0,pipenv,conda-forge/pipenv,174271.0,174024.0,https://pypi.org/project/pipenv,2025-07-07 21:45:44.000,247.0,28841942.0,28846390.0,https://anaconda.org/conda-forge/pipenv,2025-07-08 19:36:14.983,289156.0,2.0,,,-3.0,,,,,,,,,,,,,,,,,
20,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2025-09-23 13:36:37.000,2025-09-23 13:36:35,2775.0,20.0,897.0,92.0,1278.0,2203.0,14407.0,2025-08-09 18:59:03.000,4.3.0,198.0,165.0,42,True,,29.0,pre-commit,conda-forge/pre-commit,273266.0,252734.0,https://pypi.org/project/pre-commit,2025-08-09 18:56:13.000,20532.0,60283159.0,60459300.0,https://anaconda.org/conda-forge/pre-commit,2025-08-10 13:09:51.846,7917431.0,1.0,,3686010.0,,,,,,,,,,,,,,,,,,
21,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2025-10-01 23:43:11.271,2025-10-01 16:40:38,4346.0,14.0,608.0,46.0,1058.0,1115.0,6831.0,2025-10-01 16:36:36.000,6.1.0,149.0,317.0,42,True,,240.0,isort,conda-forge/isort,584112.0,562232.0,https://pypi.org/project/isort,2025-10-01 16:26:43.000,21880.0,67422794.0,67549747.0,https://anaconda.org/conda-forge/isort,2025-10-01 23:43:11.271,7998067.0,2.0,,,2.0,,,,,,,,,,,,,,,,,
22,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2025-05-22 12:10:29.000,2024-11-12 13:36:45,2019.0,,1399.0,211.0,587.0,587.0,30492.0,2024-11-27 19:23:27.000,4.67.1,142.0,129.0,41,True,,571.0,tqdm,conda-forge/tqdm,1202487.0,1156903.0,https://pypi.org/project/tqdm,2024-11-24 20:12:19.000,45584.0,230260834.0,230910137.0,https://anaconda.org/conda-forge/tqdm,2025-04-22 14:56:23.993,41539976.0,1.0,,19351.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2024-12-14 01:39:50.951159,3.0,5292.0,,,,,,,,,,,,
23,hypothesis,HypothesisWorks/hypothesis,testing,The property-based testing library for Python.,,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2025-09-28 00:08:53.000,2025-09-23 00:07:08,16686.0,450.0,624.0,70.0,2835.0,1639.0,8093.0,2025-09-23 00:07:41.000,hypothesis-python-6.140.2,1440.0,353.0,41,True,,82.0,hypothesis,conda-forge/hypothesis,38085.0,35183.0,https://pypi.org/project/hypothesis,2025-09-23 00:07:16.000,2902.0,19239611.0,19469508.0,https://anaconda.org/conda-forge/hypothesis,2025-09-23 04:52:02.267,14943350.0,1.0,,,,,,,,,,,,,,,,,,,,
24,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2025-09-03 13:15:39.000,2025-09-03 13:15:39,8498.0,8.0,513.0,113.0,616.0,1361.0,6028.0,2024-11-11 01:41:40.000,0.19.2,35.0,176.0,41,True,,88.0,jedi,conda-forge/jedi,584175.0,583022.0,https://pypi.org/project/jedi,2024-11-11 01:41:40.000,1153.0,79078025.0,79600499.0,https://anaconda.org/conda-forge/jedi,2025-04-22 14:56:29.139,33438382.0,1.0,,,,,,,,,,,,,,,,,,,,
25,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2025-08-03 20:02:22.000,2025-08-03 20:02:22,2116.0,1.0,2534.0,231.0,1333.0,1990.0,21122.0,2024-08-30 12:24:05.000,1.6.1,62.0,260.0,40,True,,121.0,mkdocs,conda-forge/mkdocs,95926.0,89396.0,https://pypi.org/project/mkdocs,2024-08-30 12:24:05.000,6530.0,9447433.0,9459100.0,https://anaconda.org/conda-forge/mkdocs,2025-04-22 14:56:22.183,606695.0,1.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
26,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2025-09-29 08:40:14.000,2025-09-09 09:51:24,995.0,26.0,1053.0,149.0,1143.0,1438.0,13751.0,2025-08-28 15:46:20.000,1.55.0,124.0,50.0,40,True,,44.0,playwright,,48515.0,45848.0,https://pypi.org/project/playwright,2025-08-28 15:46:20.000,2667.0,26981395.0,26981395.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
27,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2025-10-02 07:39:41.000,2025-10-02 07:39:41,923.0,42.0,539.0,41.0,1598.0,1683.0,3844.0,2025-09-04 16:24:47.000,4.30.2,246.0,330.0,40,True,,144.0,tox,conda-forge/tox,141671.0,130154.0,https://pypi.org/project/tox,2025-09-04 16:24:47.000,11517.0,24736157.0,24759660.0,https://anaconda.org/conda-forge/tox,2025-09-05 01:08:08.196,1527718.0,1.0,['pytest'],,,,,,,,,,,,,,,,,,,
28,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2025-09-30 04:01:16.000,2025-09-30 03:55:15,1186.0,115.0,164.0,35.0,851.0,332.0,1566.0,2025-09-12 07:34:24.000,1.2.0,71.0,73.0,40,True,,51.0,pytest-asyncio,conda-forge/pytest-asyncio,168720.0,157137.0,https://pypi.org/project/pytest-asyncio,2025-09-12 07:33:52.000,11583.0,59526456.0,59567114.0,https://anaconda.org/conda-forge/pytest-asyncio,2025-09-12 13:07:58.151,2640457.0,1.0,['pytest'],1664.0,,,,,,,,,,,,,,,,,,
29,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2025-09-28 19:42:37.000,2025-09-28 15:03:55,6524.0,217.0,1626.0,506.0,972.0,1945.0,30076.0,2025-07-09 15:40:39.000,4.3.3,124.0,210.0,39,True,,141.0,glances,conda-forge/glances,1204.0,1200.0,https://pypi.org/project/glances,2025-07-09 15:40:39.000,4.0,196607.0,203468.0,https://anaconda.org/conda-forge/glances,2025-04-22 14:56:20.672,390341.0,1.0,,1691.0,,,,,,,,,,,,,,,,,,
30,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2025-10-01 16:49:38.000,2025-10-01 16:49:38,8405.0,64.0,1743.0,134.0,2293.0,7105.0,14847.0,2025-10-01 16:37:46.769,1.1.406,490.0,129.0,39,True,,120.0,,,1454.0,1421.0,,,,,1642309.0,,,,2.0,,5457.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2025-10-01 16:37:46.769,33.0,1642121.0,,,,,,,
31,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2025-09-08 04:07:17.000,2025-02-10 20:44:26,1355.0,,901.0,202.0,414.0,468.0,13947.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,39,True,,416.0,yapf,conda-forge/yapf,107961.0,106705.0,https://pypi.org/project/yapf,2024-11-14 00:11:39.000,1256.0,9160736.0,9207807.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,2541856.0,2.0,,,,,,,,,,,,,,,,,,,,
32,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2025-10-02 04:57:14.000,2025-09-19 09:33:11,13947.0,166.0,719.0,140.0,480.0,2467.0,13909.0,2025-09-19 09:47:21.000,2.7.16,359.0,200.0,39,True,,213.0,nuitka,conda-forge/nuitka,3580.0,3438.0,https://pypi.org/project/nuitka,2025-09-19 09:47:21.000,142.0,412715.0,446493.0,https://anaconda.org/conda-forge/nuitka,2025-09-19 14:43:01.611,2195606.0,1.0,,,,,,,,,,,,,,,,,,,,
33,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2025-10-02 08:57:53.000,2025-10-02 03:27:39,2348.0,101.0,629.0,100.0,1081.0,938.0,7945.0,2025-10-02 08:57:53.000,7.5.1,123.0,220.0,39,True,,216.0,pip-tools,conda-forge/pip-tools,38983.0,36193.0,https://pypi.org/project/pip-tools,2025-10-02 08:57:53.000,2790.0,19859443.0,19863519.0,https://anaconda.org/conda-forge/pip-tools,2025-07-31 16:14:34.350,264945.0,2.0,,,,,,,,,,,,,,,,,,,,
34,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2025-09-22 22:26:42.000,2025-09-22 22:26:41,2494.0,10.0,334.0,38.0,387.0,1581.0,3696.0,2025-06-20 19:31:34.000,7.3.0,94.0,178.0,39,True,,22.0,flake8,conda-forge/flake8,694130.0,667596.0,https://pypi.org/project/flake8,2025-06-20 19:31:34.000,26534.0,,143689.0,https://anaconda.org/conda-forge/flake8,2025-06-26 20:01:55.726,9339811.0,1.0,,,,,,,,,,,,,,,,,,,,
35,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2025-10-02 15:23:53.000,2025-10-02 14:35:31,3274.0,188.0,557.0,78.0,2941.0,1659.0,2076.0,2025-09-25 09:15:56.000,2.39.0,298.0,286.0,39,True,,206.0,sentry-sdk,conda-forge/sentry-sdk,1326.0,,https://pypi.org/project/sentry-sdk,2025-09-25 09:15:36.000,1326.0,77445862.0,77467704.0,https://anaconda.org/conda-forge/sentry-sdk,2025-09-25 10:58:18.331,1387745.0,1.0,,3976.0,,,,,,,,,,,,,,,,,,
36,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2025-09-29 21:10:13.000,2025-09-29 21:10:11,1333.0,14.0,241.0,52.0,533.0,391.0,1710.0,2025-07-01 13:31:02.000,3.8.0,71.0,109.0,39,True,,284.0,pytest-xdist,conda-forge/pytest-xdist,127384.0,121767.0,https://pypi.org/project/pytest-xdist,2025-07-01 13:30:56.000,5617.0,60890469.0,61044977.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,9733232.0,2.0,['pytest'],305.0,,,,,,,,,,,,,,,,,,
37,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools-scm,https://github.com/pypa/setuptools-scm,MIT,2015-07-01 17:57:56.000,2025-09-29 18:23:26.000,2025-09-18 16:18:34,2053.0,184.0,227.0,28.0,585.0,601.0,925.0,2025-08-16 12:56:37.000,9.2.0,97.0,149.0,39,True,,37.0,setuptools_scm,conda-forge/setuptools_scm,34077.0,31927.0,https://pypi.org/project/setuptools_scm,2025-08-16 12:56:37.000,2150.0,89396931.0,89480250.0,https://anaconda.org/conda-forge/setuptools_scm,2025-08-16 21:13:36.839,5415787.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
38,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2025-10-01 16:53:29.000,2025-10-01 16:51:57,983.0,40.0,748.0,141.0,271.0,898.0,22813.0,2024-12-06 11:25:42.000,0.7.3,22.0,68.0,38,True,,231.0,loguru,conda-forge/loguru,153991.0,142798.0,https://pypi.org/project/loguru,2024-12-06 11:20:54.000,11193.0,41538001.0,41594395.0,https://anaconda.org/conda-forge/loguru,2025-05-07 16:22:25.668,3665665.0,2.0,,,,,,,,,,,,,,,,,,,,
39,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2025-09-30 03:44:19.000,2025-09-25 01:18:30,3145.0,46.0,452.0,41.0,1291.0,1872.0,8470.0,2025-08-22 10:28:14.000,2.25.9,238.0,229.0,38,True,,47.0,pdm,conda-forge/pdm,719.0,516.0,https://pypi.org/project/pdm,2025-08-22 10:28:11.000,203.0,8702768.0,8734331.0,https://anaconda.org/conda-forge/pdm,2025-07-30 09:44:31.684,1545464.0,2.0,,786.0,,,,,,,,,,,,,,,,,,
40,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2025-09-29 14:30:10.000,2025-09-29 14:30:09,1471.0,11.0,686.0,70.0,566.0,510.0,7351.0,2025-07-06 03:10:49.000,1.8.6,47.0,189.0,38,True,,204.0,bandit,conda-forge/bandit,60890.0,59060.0,https://pypi.org/project/bandit,2025-07-06 03:10:49.000,1830.0,10270837.0,10279559.0,https://anaconda.org/conda-forge/bandit,2025-07-06 11:19:39.653,522748.0,1.0,,882.0,,,,,,,,,,,,,,,,,,
