,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
71,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-08-25 00:29:01.000,2023-02-22 05:49:22,592.0,,254.0,33.0,222.0,139.0,178.0,3820.0,2022-08-12 12:25:03.405,1.2.2,59.0,109.0,33,True,,freezegun,conda-forge/freezegun,,4585.0,,https://pypi.org/project/freezegun,2022-08-12 12:25:03.405,4585.0,6710442.0,6726645.0,https://anaconda.org/conda-forge/freezegun,2023-06-16 13:17:16.464,1474516.0,2.0,7.0,,,,,,,,,,,,,,,,,,
72,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-10-04 09:15:28.000,2023-09-26 06:50:36,990.0,12.0,378.0,41.0,487.0,195.0,393.0,3202.0,2023-07-19 09:04:00.000,3.3.0,43.0,129.0,33,True,,factory_boy,conda-forge/factory_boy,,805.0,,https://pypi.org/project/factory_boy,2023-07-19 09:04:00.000,805.0,3311928.0,3315607.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,136151.0,2.0,,,,,,,,,,,,,,,,,,,
73,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-10-05 12:03:27.000,2023-10-03 17:17:40,1137.0,55.0,167.0,36.0,504.0,17.0,384.0,2850.0,2023-10-02 22:45:26.000,3.14.0,165.0,35.0,33,True,,pyupgrade,conda-forge/pyupgrade,,160.0,,https://pypi.org/project/pyupgrade,2023-10-02 22:45:26.000,160.0,485540.0,499905.0,https://anaconda.org/conda-forge/pyupgrade,2023-10-03 05:04:46.562,589003.0,2.0,,,,,,,,,,,,,,,,,,,
74,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-09-28 20:22:27.000,2023-09-28 20:22:27,737.0,20.0,140.0,26.0,143.0,20.0,169.0,2737.0,2023-08-21 14:26:53.000,2.9.1,49.0,37.0,33,True,,vulture,conda-forge/vulture,,4323.0,4067.0,https://pypi.org/project/vulture,2023-08-21 14:26:43.000,256.0,621767.0,622639.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,75022.0,2.0,,,,,,,,,,,,,,,,,,,
75,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-10-04 04:12:39.000,2023-10-04 04:12:39,1387.0,46.0,244.0,55.0,1169.0,160.0,914.0,2370.0,2023-10-02 04:57:59.000,2.1.148,237.0,117.0,33,True,,pex,,,138.0,,https://pypi.org/project/pex,2023-10-02 04:57:59.000,138.0,966258.0,1101375.0,,,,2.0,,3377944.0,,,,,,,,,,,,,,,,,
76,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-09-29 08:08:21.000,2023-04-30 10:08:19,610.0,,137.0,21.0,92.0,69.0,132.0,1783.0,,,13.0,84.0,33,True,,tabulate,conda-forge/tabulate,,141478.0,141478.0,https://pypi.org/project/tabulate,,,48642303.0,48707316.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5786177.0,2.0,,,,,,,,,,,,,,,,,,,
77,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-10-03 12:26:27.000,2023-10-03 12:26:23,571.0,9.0,131.0,34.0,238.0,12.0,134.0,1656.0,2023-06-16 00:00:00.984,3.11.1,60.0,66.0,33,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],73894.0,68669.0,https://pypi.org/project/pytest-mock,2023-06-16 00:00:00.984,5225.0,12843545.0,12901099.0,https://anaconda.org/conda-forge/pytest-mock,2023-06-16 11:09:53.662,2302193.0,2.0,,6.0,,,,,,,,,,,,,,,,,
78,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-09-29 10:04:03.000,2023-02-28 17:40:55,262.0,,213.0,27.0,85.0,8.0,89.0,1553.0,2023-02-21 17:39:43.000,2.0.7,10.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,67417.0,67417.0,https://pypi.org/project/python-json-logger,,,21768236.0,21844841.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,5975219.0,2.0,,,,,,,,,,,,,,,,,,,
79,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-06-16 13:17:32.308,2016-03-04 01:16:26,1004.0,,387.0,48.0,261.0,452.0,465.0,1357.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,,nose,conda-forge/nose,,190948.0,146199.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44749.0,5170867.0,5203997.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2948606.0,2.0,,,,,,,,,,,,,,,,,,,
80,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-10-05 10:28:36.000,2023-09-11 04:46:13,2341.0,156.0,168.0,21.0,792.0,141.0,425.0,803.0,2023-09-11 14:23:39.000,0.6.1,20.0,76.0,33,True,,asv,conda-forge/asv,,1073.0,996.0,https://pypi.org/project/asv,2023-09-11 05:46:09.000,77.0,66457.0,84669.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,746687.0,2.0,,101.0,,,,,,,,,,,,,,,,,
81,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,94.0,22.0,107.0,10.0,104.0,559.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,33,True,,parso,conda-forge/parso,,355571.0,349543.0,https://pypi.org/project/parso,2021-11-30 21:07:01.473,6028.0,23736904.0,23967303.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,16127960.0,2.0,,,,,,,,,,,,,,,,,,,
82,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,5.0,946.0,235.0,117.0,25.0,104.0,16055.0,2023-07-15 15:06:01.470,1.2.0,59.0,27.0,32,True,,pysnooper,conda-forge/pysnooper,,1599.0,1546.0,https://pypi.org/project/pysnooper,2023-07-15 15:06:01.470,53.0,618488.0,620374.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,69818.0,1.0,,,,,,,,,,,,,,,,,,,
83,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-10-04 01:26:05.000,2023-09-05 05:07:24,476.0,4.0,376.0,111.0,297.0,137.0,188.0,10885.0,2022-09-07 22:01:08.223,0.3.14,38.0,34.0,32,True,,py-spy,conda-forge/py-spy,,3128.0,3082.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,45.0,2112673.0,2123181.3333333335,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,480002.0,2.0,,14081.0,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,232.33333333333334,407875.0,
84,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-10-04 17:25:31.000,2023-10-04 16:55:05,3064.0,91.0,330.0,86.0,260.0,141.0,259.0,10113.0,2023-09-15 20:38:44.000,1.5.31.1,154.0,43.0,32,True,,scalene,,,520.0,515.0,https://pypi.org/project/scalene,2023-09-15 20:40:10.000,5.0,38698.0,38698.0,,,,2.0,,,,,,,,,,,,,,,,,,,
85,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-10-05 14:13:47.000,2023-10-05 05:14:21,584.0,12.0,308.0,76.0,468.0,137.0,471.0,6981.0,2023-03-12 06:23:00.522,1.2.0,52.0,103.0,32,True,,pipx,conda-forge/pipx,,1498.0,1482.0,https://pypi.org/project/pipx,2023-03-12 06:23:00.522,16.0,1626535.0,1628400.0,https://anaconda.org/conda-forge/pipx,2023-06-16 19:28:18.672,35096.0,3.0,,13518.0,,,,,,,,,,,,,,,,,
86,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-10-04 20:39:16.000,2023-04-14 07:08:49,336.0,,359.0,58.0,159.0,177.0,100.0,5395.0,2023-04-14 07:11:09.000,0.4.13,42.0,59.0,32,True,,pipreqs,conda-forge/pipreqs,,23266.0,22887.0,https://pypi.org/project/pipreqs,2023-04-14 07:10:52.947,379.0,492772.0,493288.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,43934.0,3.0,,,,,,,,,,,,,,,,,,,
87,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-10-02 19:32:40.000,2023-09-24 21:56:23,1213.0,9.0,218.0,49.0,272.0,161.0,168.0,2754.0,2022-11-03 17:20:34.545,2022.1.3,76.0,92.0,32,True,,pudb,conda-forge/pudb,,6107.0,5350.0,https://pypi.org/project/pudb,2022-11-03 17:20:34.545,757.0,196221.0,198981.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,240130.0,1.0,,,,,,,,,,,,,,,,,,,
88,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-09-28 08:29:20.000,2023-09-28 08:29:20,1170.0,11.0,125.0,34.0,271.0,132.0,272.0,2017.0,2023-05-14 14:50:50.819,3.9.0,49.0,69.0,32,True,,flit,conda-forge/flit,,2044.0,1575.0,https://pypi.org/project/flit,2023-05-14 14:50:50.819,469.0,256688.0,258810.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,169832.0,3.0,,,,,,,,,,,,,,,,,,,
89,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2023-09-29 00:17:37.000,2023-09-22 18:13:12,658.0,14.0,489.0,68.0,282.0,71.0,158.0,1760.0,,,11.0,94.0,32,True,,pyelftools,conda-forge/pyelftools,,6639.0,6084.0,https://pypi.org/project/pyelftools,2023-09-06 23:43:51.000,555.0,2373474.0,2377461.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,143554.0,1.0,,,,,,,,,,,,,,,,,,,
90,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-10-01 09:55:25.000,2023-10-01 09:55:24,975.0,19.0,205.0,27.0,284.0,17.0,320.0,1633.0,2023-09-10 21:22:11.000,14.1.0,100.0,55.0,32,True,,pdoc,,,2498.0,2185.0,https://pypi.org/project/pdoc,2023-09-10 21:22:11.000,313.0,137616.0,137616.0,,,,2.0,,,,,,,,,,,,,,,,,,,
91,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-09-18 20:17:18.000,2023-09-18 20:17:18,606.0,30.0,96.0,14.0,164.0,46.0,320.0,1368.0,2023-09-02 09:32:18.000,0.23.0,51.0,39.0,32,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],9718.0,9289.0,https://pypi.org/project/mkdocstrings,2023-09-02 09:32:07.000,429.0,588042.0,590556.0,https://anaconda.org/conda-forge/mkdocstrings,2023-09-02 18:04:24.292,90529.0,2.0,,,,,,,,,,,,,,,,,,,
92,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-10-03 12:42:48.000,2023-10-03 12:42:46,1059.0,35.0,198.0,56.0,325.0,139.0,201.0,1209.0,2022-11-09 16:51:21.000,6.1.1,95.0,58.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3239.0,3055.0,https://pypi.org/project/pytest-bdd,2022-11-08 17:18:53.914,184.0,743249.0,744289.0,https://anaconda.org/conda-forge/pytest-bdd,2023-06-16 16:15:16.989,55129.0,3.0,,,,,,,,,,,,,,,,,,,
93,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2023-10-04 17:30:09.000,2023-10-03 12:01:07,1740.0,109.0,202.0,28.0,1088.0,49.0,832.0,1139.0,2023-10-01 02:50:30.000,6.15.9,79.0,106.0,32,True,,cx_freeze,conda-forge/cx_freeze,,51.0,,https://pypi.org/project/cx_freeze,2023-10-01 02:50:30.000,51.0,127716.0,134280.0,https://anaconda.org/conda-forge/cx_freeze,2023-10-01 03:36:02.100,269149.0,2.0,,,,,,,,,,,,,,,,,,,
94,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-09-25 20:41:36.795,2023-07-16 13:59:19,540.0,13.0,143.0,23.0,412.0,57.0,272.0,1125.0,2023-04-23 03:14:01.967,2023.4.22,25.0,91.0,32,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4903.0,4528.0,https://pypi.org/project/nox,2023-04-23 03:14:01.967,375.0,949176.0,954824.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,225924.0,3.0,,,,,,,,,,,,,,,,,,,
95,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-09-22 14:11:51.000,2023-09-22 14:11:51,744.0,2.0,187.0,19.0,315.0,121.0,225.0,1098.0,2023-01-17 20:31:11.783,6.3.0,23.0,91.0,32,True,,pydocstyle,conda-forge/pydocstyle,,61719.0,58966.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2753.0,4047044.0,4065590.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1613570.0,2.0,,69.0,,,,,,,,,,,,,,,,,
96,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-09-21 11:16:56.000,2023-09-16 20:25:08,329.0,10.0,97.0,8.0,211.0,53.0,151.0,979.0,2023-09-16 20:26:29.000,23.9.16,61.0,77.0,32,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],34763.0,34318.0,https://pypi.org/project/flake8-bugbear,2023-09-16 20:26:29.000,445.0,2184413.0,2205568.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-09-18 23:27:35.475,740452.0,2.0,,,,,,,,,,,,,,,,,,,
97,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-10-03 01:50:38.000,2023-10-03 01:50:36,969.0,104.0,100.0,22.0,68.0,9.0,205.0,826.0,2022-10-26 13:49:10.642,4.2.0,103.0,43.0,32,True,,progressbar2,conda-forge/progressbar2,,1574.0,,https://pypi.org/project/progressbar2,2022-11-01 15:41:03.059,1574.0,17077637.0,17089830.0,https://anaconda.org/conda-forge/progressbar2,2023-06-16 13:18:55.458,1021928.0,2.0,,2084.0,,,,,,,,,,,,,,,,,
98,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-10-04 23:10:27.000,2023-10-04 23:10:27,384.0,1.0,187.0,30.0,89.0,65.0,56.0,703.0,2023-01-13 06:44:02.021,0.7.13,26.0,30.0,32,True,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],117881.0,110146.0,https://pypi.org/project/alabaster,2023-01-13 06:44:02.021,7735.0,6775296.0,6851941.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6668132.0,2.0,,,,,,,,,,,,,,,,,,,
99,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2023-10-03 04:55:59.000,2023-10-03 04:55:59,523.0,6.0,130.0,21.0,140.0,34.0,87.0,1120.0,2023-09-11 14:02:21.000,3.9.0,21.0,54.0,31,False,,prettytable,conda-forge/prettytable,,49048.0,49048.0,https://pypi.org/project/prettytable,,,9923044.0,9958157.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1228966.0,3.0,,,,,,,,,,,,,,,,,,,
100,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-09-16 14:13:15.000,2023-06-19 12:19:25,147.0,,56.0,17.0,60.0,14.0,40.0,598.0,2022-01-24 01:14:49.000,0.7.0,13.0,23.0,31,True,,mccabe,conda-forge/mccabe,,415145.0,399163.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15982.0,31075759.0,31160711.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7475834.0,2.0,,,,,,,,,,,,,,,,,,,
101,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-10-02 18:07:56.000,2023-10-02 18:07:55,328.0,16.0,98.0,11.0,213.0,29.0,145.0,502.0,2023-07-21 16:30:33.000,1.24.0,69.0,53.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],45051.0,43164.0,https://pypi.org/project/sphinx-autodoc-typehints,2023-07-21 16:30:33.000,1887.0,1728090.0,1742874.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-07-21 19:10:23.294,591385.0,2.0,,,,,,,,,,,,,,,,,,,
102,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-09-30 12:26:02.000,2023-09-30 11:15:19,467.0,31.0,27.0,10.0,41.0,11.0,23.0,265.0,2020-12-27 11:10:13.000,0.5.4,18.0,9.0,31,True,,executing,conda-forge/executing,,111212.0,111212.0,https://pypi.org/project/executing,,,16590689.0,16790351.0,https://anaconda.org/conda-forge/executing,2023-06-16 16:21:34.925,9184452.0,1.0,,,,,,,,,,,,,,,,,,,
103,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-06-15 15:02:40.000,2023-06-01 01:16:09,678.0,,183.0,47.0,49.0,17.0,187.0,4663.0,2023-06-01 01:18:01.689,3.1.4,33.0,7.0,30,True,,alive-progress,conda-forge/alive-progress,,2484.0,2297.0,https://pypi.org/project/alive-progress,2023-01-02 21:20:40.562,187.0,499645.0,500620.0,https://anaconda.org/conda-forge/alive-progress,2023-06-01 05:47:28.243,42923.0,3.0,,,,,,,,,,,,,,,,,,,
104,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-10-05 07:00:51.000,2023-10-04 22:14:24,3437.0,297.0,293.0,44.0,739.0,108.0,540.0,2089.0,2023-07-10 06:53:02.000,0.3.15,49.0,131.0,30,True,,briefcase,,,19.0,,https://pypi.org/project/briefcase,2022-06-27 03:23:53.000,19.0,4615.0,4619.0,,,,2.0,,187.0,,,,,,,,,,,,,,,,,
105,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,1.0,147.0,29.0,84.0,62.0,129.0,1756.0,2023-03-09 15:41:00.602,0.13.13,46.0,58.0,30,True,,ipdb,conda-forge/ipdb,,58212.0,49247.0,https://pypi.org/project/ipdb,2023-03-09 15:41:00.602,8965.0,2397990.0,2402696.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,409433.0,2.0,,,,,,,,,,,,,,,,,,,
106,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-06-16 13:22:52.551,2023-01-16 03:40:03,1483.0,,170.0,51.0,162.0,85.0,218.0,1688.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,30,True,,doit,conda-forge/doit,,1898.0,1606.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,292.0,430788.0,434138.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,234563.0,3.0,,,,,,,,,,,,,,,,,,,
107,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-09-23 07:36:09.646,2022-08-29 14:53:21,230.0,,80.0,14.0,46.0,2.0,73.0,821.0,2021-11-08 16:58:17.000,6.6.0,20.0,30.0,30,False,,colorlog,conda-forge/colorlog,,29169.0,29169.0,https://pypi.org/project/colorlog,,,6921923.0,6966211.0,https://anaconda.org/conda-forge/colorlog,2023-09-23 07:36:09.646,1727238.0,3.0,,,,,,,,,,,,,,,,,,,
108,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2023-10-02 20:18:52.000,2023-10-02 20:18:48,585.0,21.0,145.0,35.0,295.0,79.0,134.0,251.0,2023-09-26 00:24:32.000,1.6.0,27.0,80.0,30,False,,numpydoc,conda-forge/numpydoc,['sphinx'],45274.0,40556.0,https://pypi.org/project/numpydoc,2023-09-26 00:24:32.000,4718.0,425465.0,451485.0,https://anaconda.org/conda-forge/numpydoc,2023-06-16 13:20:56.387,2107652.0,2.0,,,,,,,,,,,,,,,,,,,
109,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-09-22 19:48:21.052,2023-07-03 22:55:34,205.0,,56.0,20.0,109.0,1.0,86.0,222.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,30,True,,typed_ast,conda-forge/typed-ast,,5542.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,5542.0,7989644.0,8160889.0,https://anaconda.org/conda-forge/typed-ast,2023-09-22 19:48:21.052,6164833.0,2.0,,,,,,,,,,,,,,,,,,,
110,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-09-28 16:54:53.751,2023-09-28 14:45:59,740.0,87.0,29.0,6.0,48.0,16.0,147.0,208.0,2023-09-28 14:46:19.000,0.36.4,83.0,22.0,30,True,,griffe,conda-forge/griffe,,3268.0,3230.0,https://pypi.org/project/griffe,2023-09-28 14:46:09.000,38.0,765119.0,774510.0,https://anaconda.org/conda-forge/griffe,2023-09-28 16:54:53.751,178440.0,2.0,,,,,,,,,,,,,,,,,,,
111,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-10-03 00:20:53.000,2023-09-15 17:37:00,366.0,13.0,95.0,8.0,90.0,9.0,49.0,154.0,2023-09-15 17:36:55.000,6.1.0,42.0,37.0,30,True,,flake8-isort,conda-forge/flake8-isort,['flake8'],24654.0,23918.0,https://pypi.org/project/flake8-isort,2023-09-15 17:36:55.000,736.0,1102060.0,1103348.0,https://anaconda.org/conda-forge/flake8-isort,2023-09-16 07:44:02.620,50233.0,2.0,,,,,,,,,,,,,,,,,,,
