,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
30,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-10-04 10:41:10.000,2023-09-29 13:45:53,11430.0,436.0,518.0,131.0,327.0,151.0,1819.0,9781.0,2023-09-19 11:32:09.000,1.8.2,273.0,155.0,39,True,,nuitka,conda-forge/nuitka,,1570.0,1509.0,https://pypi.org/project/nuitka,2023-09-29 17:27:10.000,61.0,85791.0,99907.0,https://anaconda.org/conda-forge/nuitka,2023-09-28 20:11:22.834,578777.0,1.0,,,,,,,,,,,,,,,,,,,
31,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-10-04 20:19:16.000,2023-09-30 09:58:06,2050.0,74.0,593.0,100.0,973.0,148.0,853.0,7114.0,2023-08-08 23:42:23.000,7.3.0,119.0,201.0,39,True,,pip-tools,conda-forge/pip-tools,,25392.0,22920.0,https://pypi.org/project/pip-tools,2023-08-08 23:42:23.000,2472.0,10596595.0,10599590.0,https://anaconda.org/conda-forge/pip-tools,2023-08-09 01:51:06.267,122830.0,2.0,,,,,,,,,,,,,,,,,,,
32,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-10-04 17:19:04.000,2023-10-04 14:37:58,1935.0,103.0,394.0,71.0,1351.0,157.0,860.0,1616.0,2023-09-13 11:09:57.000,1.31.0,109.0,191.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,,50071.0,50071.0,https://pypi.org/project/sentry-sdk,,,21924244.0,21940046.0,https://anaconda.org/conda-forge/sentry-sdk,2023-09-13 14:04:23.642,628824.0,1.0,,3290.0,,,,,,,,,,,,,,,,,
33,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-10-03 13:28:26.000,2023-10-02 22:13:22,766.0,47.0,648.0,129.0,148.0,110.0,741.0,16166.0,2023-09-11 15:25:24.000,0.7.2,21.0,50.0,38,True,,loguru,conda-forge/loguru,,66191.0,63313.0,https://pypi.org/project/loguru,2023-09-11 15:24:35.000,2878.0,16264895.0,16305984.0,https://anaconda.org/conda-forge/loguru,2023-09-24 09:55:27.841,1684653.0,2.0,,,,,,,,,,,,,,,,,,,
34,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-10-05 02:54:49.000,2023-10-05 02:54:45,6635.0,314.0,1132.0,110.0,816.0,13.0,4564.0,10947.0,2023-10-04 02:35:14.000,1.1.330,414.0,98.0,38,True,,,,,644.0,632.0,,,,,697269.0,,,,2.0,,942.0,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-10-04 02:28:07.119,12.0,697220.0,,,,,,,
35,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2023-10-03 16:55:46.000,2023-10-03 16:55:45,1435.0,60.0,740.0,118.0,491.0,110.0,615.0,4914.0,2023-07-29 17:19:52.000,2.11.0,18.0,132.0,38,True,,pycodestyle,conda-forge/pycodestyle,,11623.0,16.0,https://pypi.org/project/pycodestyle,2023-07-29 17:19:52.000,11607.0,33270772.0,33496995.0,https://anaconda.org/conda-forge/pycodestyle,2023-07-30 14:00:03.599,7012921.0,1.0,7.0,,,,,,,,,,,,,,,,,,
36,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-09-28 11:19:52.000,2023-08-29 23:16:22,1470.0,16.0,1751.0,165.0,703.0,245.0,617.0,4475.0,2023-08-21 18:28:32.000,1.3.0,49.0,115.0,38,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],7493.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-08-29 23:14:50.000,7477.0,4192921.0,4282675.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-08-22 09:02:27.150,3590167.0,2.0,,,,,,,,,,,,,,,,,,,
37,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-08-27 14:12:45.000,2023-08-27 14:12:45,2833.0,14.0,298.0,72.0,229.0,122.0,360.0,4427.0,2023-08-26 13:59:08.000,2.0.4,75.0,59.0,38,True,,autopep8,conda-forge/autopep8,,197115.0,191201.0,https://pypi.org/project/autopep8,2023-08-26 13:49:56.000,5914.0,3869916.0,3902559.0,https://anaconda.org/conda-forge/autopep8,2023-08-26 14:51:03.645,1305728.0,3.0,,,,,,,,,,,,,,,,,,,
38,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-09-19 12:05:20.000,2023-05-24 18:28:10,920.0,,206.0,39.0,239.0,139.0,239.0,1538.0,2023-05-24 18:44:54.000,4.1.0,45.0,86.0,37,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],311534.0,277172.0,https://pypi.org/project/pytest-cov,2023-05-24 18:44:54.000,34362.0,34171402.0,34277050.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,9614049.0,1.0,,,,,,,,,,,,,,,,,,,
39,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2023-10-03 00:40:33.000,2023-09-26 08:02:40,899.0,26.0,141.0,31.0,199.0,38.0,339.0,448.0,2023-08-22 09:30:57.000,0.41.2,75.0,74.0,37,True,,wheel,conda-forge/wheel,,266723.0,229797.0,https://pypi.org/project/wheel,2023-08-22 09:30:57.000,36926.0,247828725.0,249866107.0,https://anaconda.org/conda-forge/wheel,2023-08-22 10:40:09.822,77420542.0,1.0,,,,,,,,,,,,,,,,,,,
40,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-10-01 09:36:40.000,2023-09-23 07:22:30,5181.0,80.0,1393.0,503.0,758.0,209.0,1485.0,23575.0,2023-05-18 15:52:21.000,3.4.0.2,96.0,175.0,36,True,,glances,conda-forge/glances,,771.0,720.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,51.0,175396.0,177681.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,206585.0,1.0,,1548.0,,,,,,,,,,,,,,,,,
41,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-10-03 15:34:01.000,2023-06-07 11:16:23,408.0,,1091.0,186.0,157.0,455.0,225.0,8681.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,36,True,,pyautogui,conda-forge/pyautogui,,28139.0,27339.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,800.0,674191.0,677127.0,https://anaconda.org/conda-forge/pyautogui,2023-06-12 20:13:48.004,208492.0,2.0,,,,,,,,,,,,,,,,,,,
42,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-10-04 17:36:13.000,2023-09-28 02:59:19,1323.0,10.0,548.0,66.0,402.0,195.0,459.0,5499.0,2023-03-10 01:08:04.773,1.7.5,36.0,173.0,36,True,,bandit,conda-forge/bandit,,46082.0,44296.0,https://pypi.org/project/bandit,2023-03-10 01:08:04.773,1786.0,3194109.0,3201506.0,https://anaconda.org/conda-forge/bandit,2023-09-25 08:07:42.894,265924.0,1.0,,737.0,,,,,,,,,,,,,,,,,
43,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-10-04 16:23:09.000,2023-09-24 18:41:59,24181.0,446.0,1640.0,202.0,5541.0,698.0,847.0,5080.0,2023-09-03 09:48:42.000,3.9.2,125.0,850.0,36,True,,buildbot,conda-forge/buildbot,,791.0,334.0,https://pypi.org/project/buildbot,2023-09-03 09:48:42.000,457.0,30560.0,33199.0,https://anaconda.org/conda-forge/buildbot,2023-09-03 11:43:28.850,88470.0,2.0,,33313.0,,,,,,,,,,,,,,,,,
44,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-09-23 23:30:59.000,2023-09-23 23:30:57,3698.0,4.0,352.0,93.0,245.0,375.0,402.0,4082.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,36,True,,invoke,conda-forge/invoke,,25370.0,22596.0,https://pypi.org/project/invoke,2023-07-12 18:05:35.085,2774.0,6109029.0,6137309.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,933252.0,2.0,,,,,,,,,,,,,,,,,,,
45,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-10-04 05:50:15.000,2023-10-03 06:45:20,2292.0,59.0,372.0,29.0,1687.0,111.0,960.0,2303.0,2023-05-31 14:30:27.000,0.18.0,56.0,182.0,36,True,,wemake-python-styleguide,,,15411.0,15364.0,https://pypi.org/project/wemake-python-styleguide,2020-01-19 11:56:48.000,47.0,159601.0,159601.0,,,,2.0,,,,,,,,,,,,,,,,,,,
46,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2023-10-04 13:00:31.000,2023-10-03 15:46:09,1327.0,89.0,161.0,35.0,185.0,47.0,136.0,1450.0,2023-10-03 15:11:19.000,1.7.0,44.0,78.0,36,True,,logbook,conda-forge/logbook,,6096.0,4905.0,https://pypi.org/project/logbook,2023-10-03 15:11:19.000,1191.0,3583576.0,3587444.0,https://anaconda.org/conda-forge/logbook,2023-10-03 21:18:01.244,154611.0,2.0,,322.0,,,,,,,,,,,,,,,,,
47,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-09-27 11:36:48.000,2023-07-31 23:20:08,562.0,2.0,174.0,29.0,295.0,56.0,456.0,1297.0,2023-07-29 17:00:40.000,3.1.0,37.0,84.0,36,True,,pyflakes,conda-forge/pyflakes,,261023.0,247228.0,https://pypi.org/project/pyflakes,2023-07-29 17:00:40.000,13795.0,25842361.0,26060805.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6771768.0,2.0,,,,,,,,,,,,,,,,,,,
48,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-10-02 22:07:19.000,2023-09-25 22:12:21,572.0,44.0,97.0,21.0,108.0,14.0,276.0,1288.0,2023-09-11 07:31:39.000,4.1.5,66.0,32.0,36,True,,typeguard,conda-forge/typeguard,,19639.0,18067.0,https://pypi.org/project/typeguard,2023-09-11 07:31:39.000,1572.0,13125778.0,13136109.0,https://anaconda.org/conda-forge/typeguard,2023-09-11 11:55:19.488,413262.0,3.0,,,,,,,,,,,,,,,,,,,
49,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-10-03 12:28:01.000,2023-10-03 12:28:00,1116.0,16.0,202.0,48.0,379.0,225.0,331.0,1242.0,2023-05-19 10:55:22.213,3.3.1,65.0,90.0,36,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],5303.0,,https://pypi.org/project/pytest-xdist,2023-05-19 10:55:22.213,5303.0,12628937.0,12689931.0,https://anaconda.org/conda-forge/pytest-xdist,2023-06-16 13:21:13.802,5306501.0,2.0,8.0,,,,,,,,,,,,,,,,,,
50,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2023-10-04 22:21:11.000,2023-10-03 21:03:37,669.0,19.0,212.0,28.0,395.0,63.0,266.0,528.0,2023-10-01 13:50:29.000,23.2,19.0,100.0,36,False,,packaging,conda-forge/packaging,,884105.0,884105.0,https://pypi.org/project/packaging,,,186822798.0,187777333.0,https://anaconda.org/conda-forge/packaging,2023-10-01 23:22:47.528,39135355.0,2.0,,741.0,,,,,,,,,,,,,,,,,
51,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-10-05 11:59:42.000,2023-10-03 11:29:43,3178.0,52.0,2845.0,382.0,993.0,32.0,1616.0,33561.0,2023-10-02 16:54:46.000,2.3.28,84.0,428.0,35,True,,pyenv,,,17.0,16.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,10276.0,10276.0,,,,2.0,,,,,,,,,,,,,,,,,,,
52,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-10-03 20:46:28.000,2023-09-27 00:25:54,2446.0,83.0,251.0,32.0,792.0,46.0,1223.0,5293.0,2023-09-25 09:24:04.000,2.9.3,176.0,136.0,35,True,,pdm,conda-forge/pdm,,220.0,174.0,https://pypi.org/project/pdm,2023-09-25 09:23:59.000,46.0,502913.0,510771.0,https://anaconda.org/conda-forge/pdm,2023-09-29 20:37:30.958,196457.0,2.0,,4.0,,,,,,,,,,,,,,,,,
53,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-10-02 08:14:06.000,2023-10-02 08:14:05,3174.0,22.0,187.0,28.0,349.0,79.0,232.0,1691.0,2023-09-28 02:02:47.000,1.10.0,91.0,77.0,35,True,,rope,conda-forge/rope,,70006.0,68369.0,https://pypi.org/project/rope,2023-09-28 02:02:47.000,1637.0,798532.0,834381.0,https://anaconda.org/conda-forge/rope,2023-09-28 04:24:54.952,1290571.0,1.0,,,,,,,,,,,,,,,,,,,
54,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MIT,2015-04-14 19:22:42.000,2023-10-03 10:49:24.000,2023-09-14 21:24:53,494.0,30.0,238.0,25.0,353.0,159.0,223.0,623.0,2023-09-14 07:11:29.000,4.0.2,55.0,52.0,35,True,,pytest-html,conda-forge/pytest-html,['pytest'],40231.0,39447.0,https://pypi.org/project/pytest-html,2023-09-14 07:07:27.000,784.0,3971812.0,3985422.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,476382.0,2.0,,,,,,,,,,,,,,,,,,,
55,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-10-05 06:16:32.000,2023-10-03 23:35:31,14827.0,450.0,412.0,112.0,389.0,137.0,256.0,6485.0,2023-02-14 01:01:23.450,0.9.18,76.0,251.0,34,True,,pyre-check,,,69.0,16.0,https://pypi.org/project/pyre-check,2023-02-14 01:01:23.450,53.0,67302.0,67302.0,,,,3.0,,,,,,,,,,,,,,,,,,,
56,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-10-04 04:40:46.000,2023-10-04 04:40:46,1434.0,53.0,184.0,34.0,266.0,30.0,264.0,2772.0,2023-04-06 12:20:58.979,23.1.0,31.0,104.0,34,False,,structlog,conda-forge/structlog,,10620.0,9522.0,https://pypi.org/project/structlog,2023-04-06 12:20:58.979,1098.0,7438748.0,7442589.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,334168.0,2.0,,,,,,,,,,,,,,,,,,,
57,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-10-03 23:46:49.000,2023-10-03 09:26:26,4251.0,127.0,241.0,44.0,40.0,9.0,1254.0,2499.0,2023-10-03 23:46:49.000,8.3.10,328.0,31.0,34,False,,pyarmor,,,984.0,956.0,https://pypi.org/project/pyarmor,2023-10-03 23:45:42.000,28.0,149462.0,149462.0,,,,2.0,,,,,,,,,,,,,,,,,,,
58,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-10-02 23:45:41.000,2023-10-02 23:45:37,1392.0,10.0,170.0,36.0,270.0,54.0,312.0,1854.0,2023-05-25 01:30:01.451,1.10.2,124.0,90.0,34,True,landscapeio/prospector,prospector,conda-forge/prospector,,5241.0,4552.0,https://pypi.org/project/prospector,2023-05-25 01:30:01.451,689.0,1051063.0,1052099.0,https://anaconda.org/conda-forge/prospector,2023-06-16 13:23:52.144,89172.0,1.0,,,,,,,,,,,,,,,,,,,
59,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2023-10-05 14:27:37.000,2023-10-05 03:23:05,8839.0,110.0,285.0,62.0,1023.0,658.0,2734.0,1793.0,2023-03-21 16:25:11.000,4.5.2,32.0,154.0,34,True,,scons,conda-forge/scons,,61.0,,https://pypi.org/project/scons,2022-07-30 21:23:00.222,61.0,368969.0,382128.0,https://anaconda.org/conda-forge/scons,2023-09-22 18:37:33.979,499124.0,2.0,,1388.0,,,,,,,,,,,,,,,,,
60,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-08-21 09:24:23.000,2023-05-12 08:01:49,682.0,,184.0,35.0,158.0,55.0,134.0,1621.0,2023-05-12 08:13:47.000,1.8.0,72.0,91.0,34,True,,nodeenv,conda-forge/nodeenv,,61193.0,60245.0,https://pypi.org/project/nodeenv,2023-05-12 08:10:47.532,948.0,15681453.0,15724743.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3160170.0,2.0,,,,,,,,,,,,,,,,,,,
61,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-09-05 00:15:46.000,2023-09-05 00:15:45,1081.0,2.0,300.0,37.0,534.0,49.0,421.0,1468.0,2022-12-01 01:51:31.000,4.0.2,52.0,117.0,34,True,,twine,conda-forge/twine,,110617.0,95389.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,15228.0,3700390.0,3710429.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,863367.0,2.0,,,,,,,,,,,,,,,,,,,
62,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-10-03 14:58:11.000,2023-10-03 14:53:24,482.0,46.0,124.0,36.0,375.0,30.0,216.0,1217.0,2023-07-12 10:20:06.993,0.21.1,37.0,42.0,34,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1074.0,,https://pypi.org/project/pytest-asyncio,2023-07-12 10:20:06.993,1074.0,8092032.0,8135579.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-07-12 15:08:45.602,1785158.0,2.0,,150.0,,,,,,,,,,,,,,,,,
63,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-10-04 14:19:42.239,2023-10-02 15:15:15,1632.0,120.0,207.0,25.0,432.0,83.0,439.0,763.0,2023-10-02 15:14:31.000,8.0.4,85.0,126.0,34,True,,setuptools_scm,conda-forge/setuptools_scm,,730.0,,https://pypi.org/project/setuptools_scm,2023-10-02 15:14:31.000,730.0,21789509.0,21837395.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,1963357.0,2.0,,,,,,,,,,,,,,,,,,,
64,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2023-10-04 23:10:01.000,2023-10-04 23:09:46,1124.0,10.0,137.0,23.0,318.0,52.0,215.0,758.0,2023-10-04 23:07:52.000,0.14.0,30.0,76.0,34,True,,nose2,conda-forge/nose2,,25068.0,23947.0,https://pypi.org/project/nose2,2023-10-04 23:07:52.000,1121.0,573477.0,575275.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,116905.0,2.0,,,,,,,,,,,,,,,,,,,
65,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-09-28 18:34:55.000,2023-09-28 18:34:52,10101.0,19.0,5372.0,1089.0,358.0,63.0,4990.0,28295.0,2023-09-04 16:34:35.000,1.7.9,95.0,129.0,33,True,,sqlmap,,,25.0,16.0,https://pypi.org/project/sqlmap,2023-09-04 16:34:35.000,9.0,10179.0,10179.0,,,,2.0,,,,,,,,,,,,,,,,,,,
66,memray,bloomberg/memray,profiling,The endgame Python memory profiler.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-10-05 13:56:19.000,2023-10-05 13:56:19,1097.0,53.0,335.0,57.0,293.0,17.0,121.0,11219.0,2023-08-01 23:22:17.000,1.9.1,17.0,38.0,33,True,,memray,conda-forge/memray,,222.0,214.0,https://pypi.org/project/memray,2023-08-01 23:22:17.000,8.0,265011.0,268842.0,https://anaconda.org/conda-forge/memray,2023-09-26 13:44:41.175,68967.0,2.0,,,,,,,,,,,,,,,,,,,
67,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-10-03 20:50:24.000,2023-09-18 22:04:51,665.0,14.0,787.0,126.0,752.0,38.0,1087.0,9423.0,2023-09-18 22:14:26.000,1.38.0,102.0,32.0,33,True,,playwright,,,295.0,16.0,https://pypi.org/project/playwright,2023-09-18 22:14:26.000,279.0,1521589.0,1521589.0,,,,2.0,,,,,,,,,,,,,,,,,,,
68,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-10-02 22:25:29.000,2023-09-07 18:35:16,920.0,46.0,228.0,56.0,146.0,19.0,106.0,5602.0,2023-09-07 19:19:05.000,4.5.3,42.0,51.0,33,True,,pyinstrument,conda-forge/pyinstrument,,1850.0,1728.0,https://pypi.org/project/pyinstrument,2023-09-07 18:53:39.000,122.0,715072.0,721704.0,https://anaconda.org/conda-forge/pyinstrument,2023-09-23 19:58:04.909,252030.0,2.0,,,,,,,,,,,,,,,,,,,
69,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-10-04 20:32:17.000,2023-09-27 20:23:01,6247.0,198.0,278.0,58.0,859.0,141.0,511.0,4359.0,2023-09-27 22:25:49.000,2023.9.27,185.0,99.0,33,True,,pytype,conda-forge/pytype,,147.0,,https://pypi.org/project/pytype,2023-09-27 22:25:49.000,147.0,339408.0,343794.0,https://anaconda.org/conda-forge/pytype,2023-09-12 03:57:47.405,175448.0,3.0,,,,,,,,,,,,,,,,,,,
70,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-10-03 20:41:46.000,2023-10-03 15:50:04,2537.0,38.0,313.0,61.0,1062.0,11.0,316.0,4073.0,2023-08-19 20:41:39.000,11.1.0,51.0,117.0,33,True,,mimesis,conda-forge/mimesis,,1560.0,1490.0,https://pypi.org/project/mimesis,2023-08-19 20:41:39.000,70.0,125053.0,129084.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,157004.0,2.0,,512.0,,,,,,,,,,,,,,,,,
