,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,new_addition,conda_forge
209,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2022-01-21 18:17:35.000,2019-12-20 19:59:49,222.0,,148.0,16.0,65.0,32.0,28.0,814.0,2018-07-25 01:42:48.000,0.6.0,11.0,36.0,22,False,pycco,,,402.0,288.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,114.0,1666.0,1666.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
210,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2023-03-14 13:36:49.000,2023-03-14 13:36:48,405.0,10.0,20.0,4.0,173.0,,48.0,284.0,2022-12-12 20:13:01.220,2.4.0,36.0,11.0,22,True,add-trailing-comma,,,14.0,,https://pypi.org/project/add-trailing-comma,2022-12-12 20:13:01.220,14.0,21714.0,21714.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
211,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2022-11-18 07:39:35.000,2022-02-24 16:06:18,113.0,,19.0,5.0,15.0,8.0,27.0,219.0,2022-02-24 08:21:17.000,0.9.0,21.0,9.0,22,False,xenon,conda-forge/xenon,,1010.0,932.0,https://pypi.org/project/xenon,2022-02-24 08:21:17.000,78.0,127709.0,128005.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,19251.0,3.0,,,,,,,,,,,,,,,,,,,,,
212,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2022-08-05 12:40:27.000,2022-02-09 02:49:51,186.0,,16.0,6.0,70.0,22.0,30.0,153.0,2022-02-09 03:17:52.000,0.2.3,7.0,12.0,22,False,pandas-vet,conda-forge/pandas-vet,['flake8'],348.0,335.0,https://pypi.org/project/pandas-vet,2022-02-09 02:48:57.000,13.0,74171.0,74476.0,https://anaconda.org/conda-forge/pandas-vet,2022-02-10 13:58:38.706,14369.0,3.0,48.0,,,,,,,,,,,,,,,,,,,,
213,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2023-03-22 17:39:55.000,2023-03-22 17:39:55,500.0,7.0,353.0,77.0,128.0,120.0,218.0,5427.0,2023-01-29 21:48:52.000,1.2.1,9.0,56.0,21,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
214,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,2020-08-24 01:31:58,433.0,,120.0,75.0,25.0,17.0,20.0,2991.0,2017-06-28 06:10:16.000,0.1.3,4.0,18.0,21,False,profiling,,,59.0,54.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133,5.0,6853.0,6853.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
215,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,95.0,,61.0,28.0,63.0,34.0,33.0,1378.0,2019-09-16 15:37:03.000,1.2.0,9.0,17.0,21,False,pyannotate,,,141.0,112.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000,29.0,5211.0,5211.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
216,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2022-11-01 09:27:31.603,2022-10-29 23:23:34,1055.0,,42.0,14.0,21.0,41.0,52.0,719.0,2022-09-27 22:33:15.252,3.5.1,51.0,9.0,21,True,hunter,conda-forge/hunter,,143.0,122.0,https://pypi.org/project/hunter,2022-09-27 22:33:15.252,21.0,6866.0,8359.0,https://anaconda.org/conda-forge/hunter,2022-11-01 09:27:31.603,29874.0,3.0,,,,,,,,,,,,,,,,,,,,,
217,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2023-02-06 16:22:45.000,2023-02-06 16:22:45,114.0,1.0,33.0,8.0,73.0,11.0,38.0,662.0,2022-11-28 11:06:21.000,0.10.0,14.0,11.0,21,True,python-devtools,conda-forge/python-devtools,,1392.0,1391.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000,1.0,344.0,872.0,https://anaconda.org/conda-forge/python-devtools,2022-11-28 16:00:12.815,12144.0,3.0,,,,,,,,,,,,,,,,,,,,,
218,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2023-02-12 10:13:02.000,2022-09-14 15:18:11,71.0,,60.0,9.0,52.0,17.0,33.0,330.0,2022-09-19 22:54:45.987,1.0.1,20.0,16.0,21,True,pytest-docker,,['pytest'],34.0,,https://pypi.org/project/pytest-docker,2022-09-19 22:54:45.987,34.0,114859.0,114861.0,,,,3.0,90.0,,,,,,,,,,,,,,,,,,,,
219,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2022-11-22 05:06:36.000,2021-10-05 01:31:10,72.0,,41.0,19.0,31.0,41.0,46.0,276.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,21,False,mkdocs-pdf-export-plugin,,['mkdocs'],354.0,350.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,4.0,19010.0,19010.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
220,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,sphinx builder that outputs markdown files.,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2023-01-23 14:44:55.000,2022-01-08 15:29:29,100.0,,39.0,7.0,25.0,24.0,17.0,153.0,2022-01-08 15:31:25.000,0.5.5,23.0,17.0,21,False,sphinx-markdown-builder,,['sphinx'],729.0,670.0,https://pypi.org/project/sphinx-markdown-builder,2022-01-08 15:31:25.000,59.0,32367.0,32367.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
221,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2023-02-17 08:16:38.000,2022-11-19 14:50:00,127.0,,13.0,5.0,63.0,38.0,70.0,149.0,2022-07-28 16:34:01.302,0.19.3,36.0,11.0,21,True,flake8-simplify,conda-forge/flake8-simplify,,46.0,,https://pypi.org/project/flake8-simplify,2022-07-28 16:34:01.302,46.0,346836.0,347680.0,https://anaconda.org/conda-forge/flake8-simplify,2022-07-29 02:33:31.286,22806.0,3.0,,,,,,,,,,,,,,,,,,,,,
222,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2023-03-09 21:21:17.000,2023-03-09 21:21:17,232.0,8.0,15.0,2.0,16.0,24.0,21.0,138.0,2023-02-06 22:20:00.691,0.14.0,16.0,16.0,21,True,dlint,conda-forge/dlint,,50.0,,https://pypi.org/project/dlint,2022-08-09 19:17:19.574,50.0,218916.0,219038.0,https://anaconda.org/conda-forge/dlint,2023-02-15 20:06:05.743,1957.0,3.0,,,,,,,,,,,,,,,,,,,,,
223,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2021-11-13 17:38:32.433,2021-11-13 14:58:04,27.0,,122.0,33.0,4.0,5.0,4.0,1617.0,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,20,False,heartrate,conda-forge/heartrate,,54.0,51.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000,3.0,1251.0,1349.0,https://anaconda.org/conda-forge/heartrate,2021-11-13 17:38:32.433,2059.0,3.0,,,,,,,,,,,,,,,,,,,,,
224,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2022-05-18 12:08:29.000,2022-05-18 12:07:17,415.0,,74.0,42.0,48.0,20.0,34.0,1543.0,2021-11-11 16:04:25.000,0.9.3,39.0,10.0,20,True,birdseye,,,4.0,,https://pypi.org/project/birdseye,2022-05-18 12:08:29.000,4.0,1488.0,1488.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
225,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2022-11-30 02:55:03.000,2022-11-18 15:26:38,97.0,,52.0,41.0,22.0,8.0,25.0,1523.0,2020-12-02 20:41:20.000,20.12.2,3.0,38.0,20,True,xar,,,24.0,24.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,265.0,265.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
226,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2022-12-17 09:19:57.000,2022-12-17 09:19:54,492.0,,20.0,9.0,44.0,7.0,15.0,335.0,2021-12-15 14:34:12.182,0.0.1,23.0,11.0,20,True,manhole,conda-forge/manhole,,273.0,235.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,38.0,12443.0,13016.0,https://anaconda.org/conda-forge/manhole,2022-11-02 02:11:21.465,11470.0,3.0,,,,,,,,,,,,,,,,,,,,,
227,unimport,hakancelik96/unimport,refactoring,"A linter, formatter for finding and removing unused import statements.",,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2023-02-04 07:38:20.000,2023-02-04 07:21:24,468.0,6.0,19.0,4.0,171.0,13.0,90.0,187.0,2023-02-04 07:27:00.327,0.14.1,49.0,14.0,20,True,unimport,,,3.0,,https://pypi.org/project/unimport,2022-01-29 20:05:35.000,3.0,12295.0,12295.0,,,,3.0,,,,,,,,,,,,,hakancelikdev/unimport,,,,,,,,
228,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2021-08-29 14:44:21.000,2021-03-21 11:36:52,70.0,,19.0,5.0,14.0,9.0,3.0,112.0,2019-12-31 16:44:58.000,0.2.1,10.0,14.0,20,False,dodgy,conda-forge/dodgy,,2580.0,2290.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,290.0,411561.0,412259.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579,55147.0,3.0,,,,,,,,,,,,,,,,,,,,,
229,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2022-08-29 14:28:51.025,2022-08-29 13:45:55,70.0,,26.0,5.0,17.0,11.0,16.0,101.0,2022-08-29 14:28:51.025,4.1.1,13.0,12.0,20,True,flake8-bandit,,['flake8'],142.0,,https://pypi.org/project/flake8-bandit,2022-08-29 14:28:51.025,142.0,522714.0,522714.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
230,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2022-07-04 21:06:04.000,2019-08-07 13:44:00,69.0,,14.0,7.0,10.0,10.0,3.0,81.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,20,False,unify,conda-forge/unify,,1145.0,1109.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,36.0,106750.0,106802.0,https://anaconda.org/conda-forge/unify,2021-06-29 19:32:02.475,1102.0,3.0,,,,,,,,,,,,,,,,,,,,,
231,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2023-02-23 00:11:51.000,2023-02-23 00:11:50,703.0,71.0,13.0,7.0,16.0,3.0,52.0,81.0,2023-01-23 01:18:02.345,10.0.5,44.0,14.0,20,True,pip-run,,,3.0,,https://pypi.org/project/pip-run,2023-01-23 01:18:02.345,3.0,3186.0,3186.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
232,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2022-12-07 11:39:27.000,2022-12-07 11:39:27,220.0,,11.0,3.0,7.0,7.0,67.0,71.0,2022-06-01 11:12:02.000,2.3.4,39.0,4.0,20,True,mkdocs-print-site-plugin,,['mkdocs'],200.0,197.0,https://pypi.org/project/mkdocs-print-site-plugin,2022-06-01 11:12:02.000,3.0,10931.0,10931.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
233,reloadium,reloadware/reloadium,debugging,Advanced Hot Reloading & Profiling for Python.,,https://github.com/reloadware/reloadium,https://github.com/reloadware/reloadium,Apache-2.0,2022-01-15 03:01:41.000,2023-03-22 08:35:20.000,2023-03-22 08:35:20,45.0,7.0,40.0,23.0,21.0,7.0,77.0,2269.0,2023-03-22 09:10:47.756,1.0.1,38.0,2.0,19,True,reloadium,,,,,https://pypi.org/project/reloadium,2023-01-25 23:37:00.472,,3678.0,3678.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
234,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2020-07-19 15:23:26.710,2019-10-30 17:50:10,279.0,,57.0,1.0,,,,381.0,,,13.0,10.0,19,False,assertpy,conda-forge/assertpy,,99.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,99.0,418629.0,418927.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710,19123.0,3.0,,,,,,,,,,,,,,,,,,,,,
235,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,44.0,4.0,68.0,4.0,,233.0,2021-01-11 18:40:32.000,0.9.0,28.0,16.0,19,False,flakehell,,['flake8'],18.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000,18.0,27462.0,27463.0,,,,3.0,61.0,,,,,,,,,,,,,,,,,,,,
236,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2023-02-08 01:18:01.000,2022-05-19 03:25:57,154.0,,26.0,6.0,26.0,5.0,20.0,134.0,2021-07-27 09:00:22.000,0.4.8,18.0,9.0,19,True,lazydocs,,,158.0,139.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,19.0,6051.0,6051.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
237,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,15.0,4.0,13.0,19.0,3.0,103.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19,False,flake8-mypy,,['flake8'],1660.0,1550.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,110.0,42462.0,42462.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
238,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2021-10-29 14:54:42.000,2019-05-24 17:17:56,199.0,,7.0,7.0,6.0,4.0,3.0,90.0,2014-09-07 13:57:37.000,0.5.7,23.0,3.0,19,False,pyformat,,,1809.0,1784.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000,25.0,19341.0,19341.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
239,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2023-02-08 16:54:01.303,2023-02-08 16:52:29,530.0,6.0,21.0,2.0,199.0,8.0,30.0,69.0,2023-02-08 16:54:01.303,1.3.3,40.0,13.0,19,True,autoimport,,,105.0,100.0,https://pypi.org/project/autoimport,2023-02-08 16:54:01.303,5.0,7030.0,7030.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
240,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2022-07-19 20:45:56.000,2022-07-19 20:45:38,40.0,,9.0,4.0,8.0,5.0,6.0,62.0,,,5.0,7.0,19,True,pylint-flask,conda-forge/pylint-flask,['pylint'],7525.0,7170.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,355.0,321361.0,322432.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934,84678.0,3.0,,,,,,,,,,,,,,,,,,,,,
241,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2022-03-08 14:43:42.000,2022-03-08 14:42:57,26.0,,6.0,5.0,8.0,4.0,9.0,51.0,2022-03-08 14:43:59.000,0.3.2,9.0,7.0,19,True,mkdocs-git-revision-date-plugin,,['mkdocs'],1311.0,1288.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2022-03-08 14:42:31.000,23.0,39626.0,39626.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
242,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2021-12-15 15:44:18.935,2019-11-25 09:19:00,242.0,,120.0,67.0,29.0,7.0,15.0,2182.0,2021-12-15 15:44:45.608,0.1.0,23.0,18.0,18,False,fake2db,,,23.0,22.0,https://pypi.org/project/fake2db,2018-02-09 15:43:23.000,1.0,252.0,252.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
243,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2021-09-18 20:16:24.000,2021-09-18 20:16:24,55.0,,40.0,13.0,6.0,6.0,9.0,759.0,2018-12-06 03:59:34.000,0.0.6,6.0,5.0,18,False,py-heat,,,56.0,50.0,https://pypi.org/project/py-heat,2018-12-06 03:59:34.000,6.0,3006.0,3006.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
244,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,25.0,14.0,24.0,2.0,40.0,374.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,18,False,vex,,,37.0,27.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,10.0,528.0,528.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
245,cohesion,mschwager/cohesion,code-metrics,A tool for measuring Python class cohesion.,,https://github.com/mschwager/cohesion,https://github.com/mschwager/cohesion,GPL-3.0,2016-08-11 21:09:32.000,2023-03-08 23:21:52.058,2023-03-08 16:15:03,84.0,6.0,4.0,9.0,2.0,4.0,12.0,190.0,2023-03-08 16:22:18.671,1.1.0,10.0,3.0,18,True,cohesion,conda-forge/cohesion,,12.0,,https://pypi.org/project/cohesion,2019-07-10 16:08:05.000,12.0,13087.0,13155.0,https://anaconda.org/conda-forge/cohesion,2023-03-08 23:21:52.058,1089.0,3.0,,,,,,,,,,,,,,,,,,,,,
246,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2022-05-13 18:18:48.000,2019-10-04 19:05:46,128.0,,18.0,11.0,10.0,6.0,13.0,156.0,2018-06-24 06:23:48.000,0.8.2,7.0,10.0,18,False,pynt,,,143.0,115.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,28.0,14253.0,14253.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
247,dh-virtualenv,spotify/dh-virtualenv,virtual-envs,Python virtualenvs in Debian packages.,,https://github.com/spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2023-03-18 20:07:34.000,2023-01-03 15:31:24,422.0,3.0,175.0,43.0,153.0,30.0,171.0,1557.0,,,,60.0,17,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
248,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2022-04-12 18:58:29.000,2022-04-12 18:50:47,399.0,,36.0,7.0,67.0,20.0,26.0,221.0,2022-02-20 06:09:19.000,2.0.0,10.0,17.0,17,True,imhotep,,,16.0,11.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,5.0,55.0,55.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
249,mkdocs-versioning,zayd62/mkdocs-versioning,documentation,A tool that allows for versioning sites built with mkdocs.,,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-08-01 15:51:53.000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,3.0,22.0,40.0,2021-02-11 10:24:35.000,0.4.0,6.0,5.0,17,False,mkdocs-versioning,,['mkdocs'],53.0,53.0,https://pypi.org/project/mkdocs-versioning,2021-02-11 10:24:35.000,,2896.0,2896.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
250,pyenv-installer,pyenv/pyenv-installer,virtual-envs,This tool is used to install `pyenv` and friends.,,https://github.com/pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2023-03-23 02:20:37.000,2023-03-23 02:20:37,147.0,7.0,383.0,75.0,59.0,5.0,71.0,3579.0,,,,39.0,16,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
251,tbvaccine,skorokithakis/tbvaccine,logging,A small utility to pretty-print Python tracebacks.,,https://github.com/skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44,80.0,,12.0,4.0,18.0,7.0,13.0,366.0,2018-12-14 18:07:29.000,0.3.1,12.0,12.0,16,False,tbvaccine,,,10.0,10.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000,,1544.0,1544.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
252,bellybutton,hchasestevens/bellybutton,linters,Custom Python linting through AST expressions.,,https://github.com/hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2022-09-20 12:04:08.000,2021-07-15 00:42:02,33.0,,13.0,4.0,21.0,8.0,6.0,252.0,2020-11-27 21:20:22.000,0.3.1,11.0,5.0,16,False,bellybutton,,,37.0,36.0,https://pypi.org/project/bellybutton,2020-11-27 21:20:22.000,1.0,2396.0,2396.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
253,com2ann,ilevkivskyi/com2ann,refactoring,Tool for translation type comments to type annotations in Python.,,https://github.com/ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000,2022-07-19 17:05:39.000,2022-07-19 17:05:39,38.0,,9.0,6.0,28.0,8.0,18.0,128.0,2021-08-21 09:01:26.000,0.3.0,3.0,5.0,16,True,com2ann,,,35.0,34.0,https://pypi.org/project/com2ann,2021-08-21 09:01:26.000,1.0,11101.0,11101.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
254,pep8ify,spulec/pep8ify,refactoring,A library that modifies python source code to conform to pep8.,,https://github.com/spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000,2019-03-08 03:06:14.000,2014-10-24 20:36:38,154.0,,12.0,5.0,7.0,6.0,12.0,117.0,2014-10-24 20:36:57.000,0.0.13,13.0,6.0,16,False,pep8ify,,,59.0,40.0,https://pypi.org/project/pep8ify,2014-10-24 20:36:57.000,19.0,153.0,153.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
