,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,conda_forge
76,py-spy,https://github.com/benfred/py-spy,,Sampling profiler for Python programs.,profiling,27,True,benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000000,2021-11-29 01:48:24.000000,2021-11-29 01:48:19.000000,283.0,164.0,7665.0,2021-11-13 01:54:19.000000,0.3.11,34.0,29.0,71.0,,py-spy,431.0,50.0,,https://pypi.org/project/py-spy,2021-11-13 01:54:19.000000,50.0,302065.0,302311.0,,,,2.0,,,7156.0,,,,,,py-spy,,,,,,,
77,mimesis,https://github.com/lk-geimfari/mimesis,,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",testing,27,True,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000000,2021-12-09 10:40:03.000000,2021-12-09 10:39:54.000000,280.0,296.0,3431.0,2021-11-05 21:30:41.000000,5.1.0,32.0,109.0,4.0,,mimesis,2089.0,84.0,,https://pypi.org/project/mimesis,2021-11-05 21:30:41.000000,84.0,48126.0,48128.0,,,,2.0,,,184.0,,,,,,,,,,,,,
78,coala,https://github.com/coala/coala,,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",linters,27,True,coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000000,2021-11-05 18:08:14.000000,2021-06-11 17:11:55.000000,1356.0,2371.0,3277.0,2017-05-30 10:07:57.000000,0.11.1,730.0,482.0,835.0,,coala-bears,4487.0,218.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000000,208.0,3535.0,3536.0,,,,2.0,,,147.0,,,,,,,,,,,,,
79,memory-profiler,https://github.com/pythonprofilers/memory_profiler,,Monitor Memory usage of Python code.,profiling,27,True,pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000000,2021-12-07 22:00:09.000000,2021-11-06 12:19:30.000000,328.0,103.0,3215.0,2018-08-16 03:16:49.000000,0.54.0,52.0,90.0,109.0,,memory_profiler,644.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,534.0,244517.0,244517.0,,,,2.0,,,,,,,,,,,,,,,,
80,Diamond,https://github.com/python-diamond/Diamond,,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,profiling,27,False,python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000000,2021-11-04 23:56:58.000000,2018-03-15 16:54:31.000000,593.0,129.0,1642.0,2016-11-25 22:13:29.000000,4.0.515,36.0,343.0,232.0,,diamond,3219.0,130.0,68.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000000,62.0,29036.0,29036.0,,,,2.0,,,,,,,,,,,,,,,,
81,prospector,https://github.com/PyCQA/prospector,,"Inspects Python source files and provides information about type and location of classes, methods etc.",code-metrics,27,True,PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000000,2021-12-08 10:45:17.000000,2021-12-08 10:36:22.000000,145.0,235.0,1557.0,2021-12-08 10:44:47.000000,1.5.3.1,104.0,78.0,53.0,conda-forge/prospector,prospector,1125.0,1138.0,,https://pypi.org/project/prospector,2021-12-08 10:45:17.000000,1138.0,287454.0,287879.0,https://anaconda.org/conda-forge/prospector,2021-11-05 14:49:56.765000,27234.0,2.0,,,,,,,,,,,,,,,,
82,pybuilder,https://github.com/pybuilder/pybuilder,,Software build automation tool for Python.,build-tools,27,True,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000000,2021-11-08 14:01:49.000000,2021-11-08 13:47:19.000000,239.0,412.0,1347.0,2021-10-14 07:45:09.000000,0.13.3,650.0,36.0,89.0,,pybuilder,1378.0,110.0,,https://pypi.org/project/pybuilder,2021-11-08 14:01:49.000000,110.0,11218.0,11218.0,,,,3.0,,,,,,,,,,,,,,,,
83,pyelftools,https://github.com/eliben/pyelftools,,Parsing ELF and DWARF in Python.,debugging,27,True,eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000000,2021-12-08 19:40:50.000000,2021-12-07 14:08:54.000000,402.0,118.0,1343.0,,,8.0,80.0,56.0,conda-forge/pyelftools,pyelftools,580.0,3637.0,2753.0,https://pypi.org/project/pyelftools,2020-10-27 13:45:19.000000,884.0,409424.0,410570.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901000,79106.0,2.0,,,,,,,,,,,,,,,,
84,radon,https://github.com/rubik/radon,,Various code metrics for Python code.,code-metrics,27,True,rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000000,2021-10-12 16:51:48.000000,2021-08-08 13:24:47.000000,97.0,136.0,1265.0,2021-06-08 16:35:34.000000,5.0.1,53.0,49.0,20.0,conda-forge/radon,radon,521.0,3232.0,2134.0,https://pypi.org/project/radon,2021-08-08 13:25:20.000000,1098.0,236967.0,237695.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415000,36411.0,2.0,,,,,,,,,,,,,,,,
85,safety,https://github.com/pyupio/safety,,Safety checks your installed dependencies for known security vulnerabilities.,security,27,True,pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000000,2021-11-30 16:43:01.000000,2021-04-28 19:57:23.000000,99.0,74.0,1162.0,2021-01-15 19:34:46.000000,1.10.3,38.0,35.0,44.0,conda-forge/safety,safety,372.0,3686.0,3142.0,https://pypi.org/project/safety,2021-01-15 19:34:46.000000,544.0,381033.0,386840.0,https://anaconda.org/conda-forge/safety,2021-01-15 20:54:00.958000,25424.0,2.0,,,104734.0,,,,,,,,,,,,,
86,pytest-bdd,https://github.com/pytest-dev/pytest-bdd,,BDD library for the py.test runner.,testing,27,True,pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000000,2021-12-06 21:12:45.000000,2021-11-14 17:17:30.000000,154.0,136.0,919.0,2021-10-25 16:25:47.000000,5.0.0,91.0,44.0,126.0,conda-forge/pytest-bdd,pytest-bdd,684.0,268.0,,https://pypi.org/project/pytest-bdd,2021-10-25 16:25:47.000000,268.0,121096.0,122427.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114000,41276.0,2.0,['pytest'],,,,,,,,,,,,,,,
87,pdbpp,https://github.com/pdbpp/pdbpp,,"pdb++, a drop-in replacement for pdb (the Python debugger).",debugging,27,True,pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000000,2021-12-04 10:32:13.000000,2021-11-27 18:29:02.000000,46.0,116.0,836.0,2021-07-09 22:22:20.000000,0.10.3,26.0,40.0,64.0,conda-forge/pdbpp,pdbpp,698.0,3471.0,2443.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000000,1028.0,98504.0,99778.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419000,66266.0,2.0,,,,,,,,,,,,,,,,
88,pylama,https://github.com/klen/pylama,,Code audit tool for python.,linters,27,True,klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000000,2021-12-07 16:33:59.000000,2021-12-03 10:56:05.000000,86.0,87.0,829.0,2021-12-03 10:57:45.000000,8.3.3,110.0,44.0,35.0,,pylama,793.0,3991.0,2987.0,https://pypi.org/project/pylama,2021-12-03 10:57:45.000000,1004.0,46622.0,46622.0,,,,2.0,,,,,,,,,,,,,,,,
89,Yappi,https://github.com/sumerc/yappi,,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",profiling,27,True,sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000000,2021-12-08 13:47:44.000000,2021-12-08 13:47:41.000000,52.0,38.0,759.0,2021-10-05 13:05:13.000000,1.3.3,18.0,27.0,16.0,conda-forge/yappi,yappi,655.0,1140.0,500.0,https://pypi.org/project/yappi,2021-10-05 13:05:13.000000,640.0,431809.0,433563.0,https://anaconda.org/conda-forge/yappi,2021-11-07 16:26:03.838000,94743.0,2.0,,,,,,,,,,,,,,,,
90,colorlog,https://github.com/borntyping/python-colorlog,,A colored formatter for the python logging module.,logging,27,True,borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000000,2021-11-09 08:26:36.253000,2021-11-08 16:54:56.000000,76.0,69.0,721.0,2021-11-08 16:58:17.000000,6.6.0,63.0,30.0,1.0,conda-forge/colorlog,colorlog,,16198.0,12532.0,https://pypi.org/project/colorlog,2021-11-08 16:56:43.000000,3666.0,2698212.0,2704852.0,https://anaconda.org/conda-forge/colorlog,2021-11-09 08:26:36.253000,451576.0,3.0,,,,,,,,,,,,,,,,
91,nose2,https://github.com/nose-devs/nose2,,"The successor to nose, based on unittest2.",testing,27,True,nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000000,2021-11-15 15:05:28.000000,2021-10-12 11:29:16.000000,134.0,200.0,699.0,2021-01-27 21:57:28.000000,0.10.0,26.0,71.0,55.0,conda-forge/nose2,nose2,1004.0,6230.0,4292.0,https://pypi.org/project/nose2,2021-01-27 21:57:28.000000,1938.0,208415.0,209371.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004000,41120.0,2.0,,,,,,,,,,,,,,,,
92,astor,https://github.com/berkerpeksag/astor,,Python AST read/write.,ast,27,True,berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000000,2021-10-27 00:10:12.000000,2021-10-27 00:10:12.000000,84.0,75.0,617.0,2019-12-10 01:50:33.000000,0.8.1,14.0,31.0,34.0,conda-forge/astor,astor,262.0,3756.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000000,3756.0,2439363.0,2464520.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971000,1408817.0,3.0,,,,,,,,,,,,,,,,
93,sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,,Sphinx Bootstrap Theme.,documentation,27,True,ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000000,2021-10-02 23:08:01.000000,2021-10-02 23:08:01.000000,206.0,81.0,577.0,2021-09-12 03:26:49.000000,0.8.0,57.0,38.0,56.0,,sphinx-bootstrap-theme,396.0,976.0,,https://pypi.org/project/sphinx-bootstrap-theme,2021-09-12 03:26:49.000000,976.0,35627.0,35627.0,,,,2.0,['sphinx'],,,,,,,,,,,,,,,
94,buildout,https://github.com/buildout/buildout,,Buildout is a deployment automation tool written in and extended with Python.,build-tools,27,False,buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000000,2021-12-02 16:13:21.000000,2021-12-02 16:12:37.000000,172.0,215.0,524.0,2021-11-25 21:08:56.000000,2.13.6,108.0,90.0,133.0,,zc.buildout,1647.0,1974.0,,https://pypi.org/project/zc.buildout,2021-11-29 17:09:45.000000,1974.0,55611.0,55611.0,,,,3.0,,,,,,,,,,,,,,,,
95,pylint-django,https://github.com/PyCQA/pylint-django,,Pylint plugin for improving code analysis for when using Django.,linters,27,True,PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000000,2021-11-18 10:22:08.000000,2021-11-11 17:21:48.000000,102.0,150.0,488.0,2021-04-09 06:40:49.000000,2.4.3,49.0,60.0,34.0,conda-forge/pylint-django,pylint-django,549.0,18026.0,15780.0,https://pypi.org/project/pylint-django,2021-04-09 06:39:56.000000,2246.0,354345.0,355727.0,https://anaconda.org/conda-forge/pylint-django,2021-09-27 16:49:16.482000,88006.0,2.0,['pylint'],,203.0,,,,,,,,,,,,,
96,darglint,https://github.com/terrencepreilly/darglint,,A python documentation linter which checks that the docstring description matches the definition.,linters,27,True,terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000000,2021-11-23 16:44:16.000000,2021-10-18 03:34:23.000000,32.0,92.0,369.0,2021-10-18 03:40:35.000000,1.8.1,48.0,22.0,47.0,conda-forge/darglint,darglint,504.0,1313.0,1293.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000000,20.0,126559.0,127550.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449000,26778.0,2.0,,,,,,,,,,,,,,,,
97,wasabi,https://github.com/ines/wasabi,,A lightweight console printing and formatting toolkit.,logging,27,True,ines/wasabi,https://github.com/ines/wasabi,MIT,2018-11-17 14:40:55.000000,2021-12-07 08:28:14.218000,2021-12-06 13:51:43.000000,20.0,3.0,313.0,2021-12-06 13:54:33.000000,0.9.0,35.0,7.0,3.0,conda-forge/wasabi,wasabi,224.0,15315.0,14901.0,https://pypi.org/project/wasabi,2021-12-06 14:21:35.000000,414.0,1518461.0,1533874.0,https://anaconda.org/conda-forge/wasabi,2021-12-07 08:28:14.218000,524066.0,3.0,,,,,,,,2.0,,,,,,,,
98,astunparse,https://github.com/simonpercivall/astunparse,,An AST unparser for Python.,ast,27,False,simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000000,2021-12-05 16:31:05.000000,2019-12-22 18:11:19.000000,41.0,21.0,172.0,2019-12-22 18:12:11.000000,1.6.3,11.0,10.0,18.0,conda-forge/astunparse,astunparse,86.0,33307.0,33125.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000000,182.0,2677872.0,2687846.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426000,538597.0,3.0,,,,,,,,,,,,,,,,
99,pyenv,https://github.com/pyenv/pyenv,,Simple Python version management.,virtual-envs,26,True,pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000000,2021-12-09 11:43:40.000000,2021-12-08 04:12:53.000000,2234.0,1339.0,25460.0,2021-11-22 19:37:08.000000,2.2.2,52.0,350.0,30.0,,pyenv,2779.0,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000000,1.0,3611.0,3611.0,,,,2.0,,,,,,,,,,,,,,,,
100,sqlmap,https://github.com/sqlmapproject/sqlmap,,Automatic SQL injection and database takeover tool.,security,26,True,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000000,2021-12-03 17:12:31.000000,2021-12-03 17:12:26.000000,4568.0,4459.0,21840.0,2021-11-01 20:50:33.000000,1.5.11,74.0,110.0,51.0,,sqlmap,9881.0,8.0,,https://pypi.org/project/sqlmap,2021-12-02 16:01:24.000000,8.0,3034.0,3034.0,,,,2.0,,,,,,,,,,,,,,,,
101,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,26,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000000,2021-12-09 13:28:21.000000,2021-12-07 11:51:16.000000,1736.0,4036.0,8654.0,2021-11-10 11:31:07.000000,4.7,33.0,416.0,327.0,conda-forge/pyinstaller,pyinstaller,8019.0,0.0,,https://pypi.org/project/pyinstaller,2021-11-10 11:29:41.000000,0.0,366877.0,378481.0,https://anaconda.org/conda-forge/pyinstaller,2021-11-13 17:34:17.088000,280569.0,2.0,,,721558.0,,,,,,,,,,,,,
102,gdbgui,https://github.com/cs01/gdbgui,,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",debugging,26,True,cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000000,2021-11-26 16:52:09.000000,2021-09-06 05:46:27.000000,481.0,164.0,8322.0,2021-09-06 05:59:07.000000,0.15.0.1,93.0,38.0,115.0,,gdbgui,427.0,126.0,124.0,https://pypi.org/project/gdbgui,2021-09-06 05:54:12.000000,2.0,79677.0,80039.0,,,,3.0,,,6161.0,,,,,,,,,,,,,
103,playwright-python,https://github.com/microsoft/playwright-python,,Python version of the Playwright testing and automation library.,testing,26,True,microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000000,2021-12-02 23:05:00.000000,2021-11-22 21:18:45.000000,478.0,496.0,5522.0,2021-12-02 23:05:00.000000,1.17.2,67.0,21.0,27.0,,playwright,,595.0,595.0,https://pypi.org/project/playwright,2021-12-02 23:05:00.000000,0.0,80922.0,80922.0,,,,3.0,,,,,,,,,,,,,,,,
104,Scalene,https://github.com/plasma-umass/scalene,,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",profiling,26,True,plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000000,2021-12-08 22:05:27.000000,2021-12-08 21:30:37.000000,163.0,115.0,4781.0,2021-10-21 20:35:42.000000,1.3.16,115.0,23.0,36.0,,scalene,2083.0,74.0,74.0,https://pypi.org/project/scalene,2021-10-21 20:35:42.000000,0.0,2809.0,2809.0,,,,2.0,,,,,,,,,,,,,,,,
105,pyinstrument,https://github.com/joerick/pyinstrument,,Call stack profiler for Python. Shows you why your code is slow!.,profiling,26,True,joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000000,2021-12-06 19:30:50.000000,2021-12-06 19:30:30.000000,150.0,79.0,3654.0,2021-11-14 19:24:48.000000,4.1.1,36.0,36.0,13.0,conda-forge/pyinstrument,pyinstrument,,574.0,438.0,https://pypi.org/project/pyinstrument,2021-11-14 19:24:48.000000,136.0,136653.0,138096.0,https://anaconda.org/conda-forge/pyinstrument,2021-11-15 12:40:54.294000,90958.0,2.0,,,,,,,,,,,,,,,,
106,line_profiler,https://github.com/pyutils/line_profiler,,Line-by-line profiling for Python.,profiling,26,True,pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151000,2021-12-03 01:08:40.000000,2021-09-27 19:50:57.000000,250.0,21.0,3527.0,2021-09-24 04:49:37.000000,3.3.1,8.0,27.0,28.0,conda-forge/line_profiler,line_profiler,,692.0,,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000000,692.0,65694.0,68970.0,https://anaconda.org/conda-forge/line_profiler,2021-11-13 04:18:41.049000,219543.0,2.0,,,,,,,,,,,,,,,,
107,detect-secrets,https://github.com/Yelp/detect-secrets,,An enterprise friendly way of detecting and preventing secrets in code.,security,26,True,Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000000,2021-12-07 14:12:45.000000,2021-11-15 18:55:16.000000,244.0,154.0,2079.0,2021-04-14 21:25:44.000000,1.1.0,34.0,53.0,83.0,,detect-secrets,1100.0,34.0,,https://pypi.org/project/detect-secrets,2021-04-14 21:25:44.000000,34.0,117678.0,117678.0,,,,2.0,,,,,,,,,,,,,,,,
108,notifiers,https://github.com/liiight/notifiers,,The easy way to send notifications.,logging,26,True,liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000000,2021-12-06 17:24:23.000000,2021-09-22 08:42:01.000000,77.0,54.0,2030.0,2021-08-23 20:42:56.000000,1.3.0,26.0,16.0,38.0,,notifiers,426.0,202.0,196.0,https://pypi.org/project/notifiers,2019-10-05 13:00:41.000000,6.0,147396.0,147396.0,,,,3.0,,,,,,,,,,,,,,,,
109,pex,https://github.com/pantsbuild/pex,,A library and tool for generating .pex (Python EXecutable) files.,packaging,26,True,pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000000,2021-11-27 20:23:11.000000,2021-11-27 20:23:11.000000,212.0,617.0,1998.0,2021-11-25 02:09:04.000000,2.1.56,145.0,101.0,140.0,,pex,,230.0,,https://pypi.org/project/pex,2021-11-25 02:09:04.000000,230.0,87307.0,96925.0,,,,2.0,,,509792.0,,,,,,,,,,,,,
110,vulture,https://github.com/jendrikseipp/vulture,,Find dead Python code.,refactoring,26,True,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647000,2021-11-26 23:10:26.000000,2021-10-27 20:37:28.000000,91.0,135.0,1960.0,2021-01-16 17:51:40.000000,2.3,42.0,29.0,14.0,conda-forge/vulture,vulture,682.0,1647.0,1287.0,https://pypi.org/project/vulture,2021-01-16 17:49:50.000000,360.0,94870.0,95659.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062000,50498.0,2.0,,,,,,,,,,,,,,,,
111,pyarmor,https://github.com/dashingsoft/pyarmor,,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",security,26,False,dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000000,2021-12-09 02:11:29.000000,2021-12-08 00:14:19.000000,155.0,609.0,1269.0,2021-12-09 02:11:29.000000,7.1.2,232.0,17.0,11.0,,pyarmor,3317.0,332.0,322.0,https://pypi.org/project/pyarmor,2021-12-09 02:11:29.000000,10.0,32687.0,32687.0,,,,2.0,,,18.0,,,,,,,,,,,,,
112,pympler,https://github.com/pympler/pympler,,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",profiling,26,True,pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000000,2021-10-23 22:36:46.000000,2021-10-23 22:00:52.000000,69.0,48.0,840.0,2016-03-31 11:48:42.000000,0.4.3,15.0,29.0,35.0,conda-forge/pympler,pympler,468.0,478.0,,https://pypi.org/project/pympler,2020-10-14 20:27:50.000000,478.0,454930.0,457987.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935000,174272.0,2.0,,,,,,,,,,,,,,,,
113,pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,,py.test fixture for benchmarking code.,testing,26,True,ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000000,2021-12-07 14:05:38.000000,2021-06-14 13:01:06.000000,86.0,78.0,829.0,2021-04-17 19:47:26.000000,3.4.1,41.0,34.0,76.0,conda-forge/pytest-benchmark,pytest-benchmark,986.0,3110.0,2380.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000000,730.0,218436.0,234312.0,https://anaconda.org/conda-forge/pytest-benchmark,2021-04-18 21:19:04.860000,1095507.0,3.0,['pytest'],,,,,,,1.0,,,,,,,,
114,pytest-sugar,https://github.com/Teemu/pytest-sugar,,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",testing,26,False,Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000000,2020-10-24 19:01:48.000000,2020-10-24 18:04:51.000000,55.0,68.0,807.0,2020-07-06 18:40:33.000000,0.9.4,25.0,36.0,35.0,conda-forge/pytest-sugar,pytest-sugar,344.0,13253.0,8673.0,https://pypi.org/project/pytest-sugar,2020-07-06 18:40:33.000000,4580.0,319526.0,321819.0,https://anaconda.org/conda-forge/pytest-sugar,2020-09-18 13:41:24.029000,119274.0,3.0,['pytest'],,,,,,,,,,,,,,,
115,typeguard,https://github.com/agronholm/typeguard,,Run-time type checker for Python.,debugging,26,True,agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000000,2021-12-06 23:25:47.000000,2021-11-27 12:26:28.000000,67.0,143.0,770.0,2021-11-22 23:00:15.000000,2.13.2,44.0,19.0,33.0,conda-forge/typeguard,typeguard,263.0,158.0,,https://pypi.org/project/typeguard,2021-11-22 23:00:15.000000,158.0,4857549.0,4859422.0,https://anaconda.org/conda-forge/typeguard,2021-10-11 07:35:51.312000,65560.0,3.0,,,,,,,,,,,,,,,,
116,pdoc3,https://github.com/pdoc3/pdoc,,Auto-generate API documentation for Python projects.,documentation,26,True,pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000000,2021-11-08 07:00:59.000000,2021-09-24 14:45:57.000000,118.0,184.0,752.0,2021-08-03 14:51:19.000000,0.10.0,34.0,56.0,87.0,,pdoc3,569.0,1257.0,1167.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000000,90.0,113105.0,113105.0,,,,2.0,,,,,,,,,,,,,,,,
117,pytest-watch,https://github.com/joeyespo/pytest-watch,,Local continuous test runner with pytest and watchdog.,testing,26,False,joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000000,2021-12-08 10:01:20.000000,2019-06-15 20:36:43.000000,49.0,42.0,609.0,2018-05-20 19:52:16.000000,4.2.0,17.0,16.0,39.0,conda-forge/pytest-watch,pytest-watch,183.0,3955.0,3173.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000000,782.0,135364.0,136489.0,https://anaconda.org/conda-forge/pytest-watch,2021-08-21 18:28:52.305000,52891.0,3.0,['pytest'],,,,,,,,,,,,,,,
118,setuptools_scm,https://github.com/pypa/setuptools_scm,,the blessed package to manage your versions by scm tags.,build-tools,26,True,pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000000,2021-12-08 23:25:03.000000,2021-10-12 06:04:37.000000,148.0,288.0,528.0,2021-09-11 19:20:03.000000,6.3.2,47.0,92.0,81.0,conda-forge/setuptools_scm,setuptools_scm,,694.0,,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000000,694.0,9972057.0,9984082.0,https://anaconda.org/conda-forge/setuptools_scm,2021-09-11 22:03:30.037000,829780.0,3.0,,,,,,,,,,,,,,,,
119,python-coloredlogs,https://github.com/xolox/python-coloredlogs,,Colored terminal output for Python's logging module.,logging,26,True,xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000000,2021-06-11 10:22:42.000000,2021-06-11 10:22:09.000000,37.0,49.0,438.0,2021-06-11 10:22:42.000000,15.0.1,63.0,16.0,25.0,,coloredlogs,273.0,11774.0,9678.0,https://pypi.org/project/coloredlogs,2021-06-11 10:22:42.000000,2096.0,1116748.0,1116748.0,,,,3.0,,,,,,,,,,,,,,,,
120,sphinx-autodoc-typehints,https://github.com/agronholm/sphinx-autodoc-typehints,,Type hints support for the Sphinx autodoc extension.,documentation,26,True,agronholm/sphinx-autodoc-typehints,https://github.com/agronholm/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000000,2021-11-28 19:51:42.000000,2021-10-08 05:38:23.000000,71.0,70.0,376.0,2020-10-12 20:37:53.000000,1.11.1,28.0,30.0,56.0,conda-forge/sphinx-autodoc-typehints,sphinx-autodoc-typehints,178.0,1380.0,,https://pypi.org/project/sphinx-autodoc-typehints,2020-10-12 20:37:53.000000,1380.0,186409.0,191504.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2021-04-15 04:06:00.666000,249676.0,2.0,['sphinx'],,,,,,,,,,,,,,,
