,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,conda_forge
33,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000000,2021-11-02 13:32:36.476000,2021-09-09 07:14:10.000000,462.0,406.0,10446.0,2020-09-20 07:56:32.000000,0.5.3,17.0,30.0,86.0,conda-forge/loguru,loguru,562.0,12731.0,12389.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000000,342.0,1130151.0,1139626.0,https://anaconda.org/conda-forge/loguru,2021-11-02 13:32:36.476000,322171.0,2.0,,,,,,,,,,,,,,,,
34,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000000,2021-12-05 19:44:48.000000,2021-12-05 19:44:48.000000,519.0,1266.0,6989.0,2021-11-30 23:21:06.000000,2.16.0,164.0,128.0,23.0,conda-forge/pre-commit,pre-commit,2117.0,2136.0,,https://pypi.org/project/pre-commit,2021-11-30 23:17:09.000000,2136.0,2126320.0,2157989.0,https://anaconda.org/conda-forge/pre-commit,2021-12-01 17:32:37.464000,874801.0,1.0,,,21784.0,,,,,,,,,,,,,
35,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000000,2021-12-07 23:28:04.000000,2021-12-07 23:28:04.000000,1557.0,749.0,4728.0,2021-10-16 08:31:36.000000,3.4.0,114.0,803.0,628.0,conda-forge/buildbot,buildbot,22386.0,1151.0,259.0,https://pypi.org/project/buildbot,2021-10-16 08:31:36.000000,892.0,29202.0,31265.0,https://anaconda.org/conda-forge/buildbot,2021-10-16 13:45:45.804000,46629.0,2.0,,,18718.0,,,,,,,,,,,,,
36,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,31,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000000,2021-11-23 14:13:20.000000,2021-11-23 14:13:20.000000,614.0,552.0,4457.0,2021-10-11 00:56:25.000000,2.8.0,13.0,129.0,113.0,conda-forge/pycodestyle,pycodestyle,,198655.0,177425.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000000,21230.0,10291540.0,10345764.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620000,3578805.0,1.0,,,,,,,,,,,,,,,,
37,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,31,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000000,2021-12-09 07:54:57.000000,2021-12-08 18:42:10.000000,801.0,3071.0,3717.0,2021-12-03 17:31:36.000000,2.12.2,122.0,430.0,765.0,conda-forge/pylint,pylint,,37734.0,,https://pypi.org/project/pylint,2021-12-03 17:31:36.000000,37734.0,4944027.0,4982519.0,https://anaconda.org/conda-forge/pylint,2021-12-03 20:37:10.043000,2463508.0,1.0,,,,,,,,,,,,,,,,
38,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,31,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000000,2021-11-19 00:37:39.705000,2019-10-16 17:48:40.000000,157.0,125.0,1412.0,2019-01-16 20:35:25.000000,1.4.3,41.0,76.0,56.0,conda-forge/logbook,logbook,1194.0,4879.0,2815.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000000,2064.0,607589.0,609243.0,https://anaconda.org/conda-forge/logbook,2021-11-19 00:37:39.705000,54490.0,2.0,,,278.0,,,,,,,,,,,,,
39,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,31,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000000,2021-10-25 05:23:45.000000,2016-03-04 01:16:26.000000,364.0,462.0,1344.0,2015-06-02 09:12:36.000000,1.3.7,14.0,95.0,447.0,conda-forge/nose,nose,1004.0,204268.0,117794.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000000,86474.0,2376751.0,2406323.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277000,1981344.0,2.0,,,,,,,,,,,,,,,,
40,python-json-logger,https://github.com/madzak/python-json-logger,,Json Formatter for the standard python logger.,logging,31,True,madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000000,2021-07-27 23:18:51.000000,2021-07-27 23:18:45.000000,163.0,46.0,1139.0,2021-07-27 23:09:33.000000,2.0.2,20.0,46.0,23.0,conda-forge/python-json-logger,python-json-logger,196.0,19771.0,18853.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000000,918.0,2475737.0,2494012.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855000,1023432.0,2.0,,,,,,,,,,,,,,,,
41,pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,,Pytest support for asyncio.,testing,31,True,pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000000,2021-10-27 20:54:21.000000,2021-10-15 23:55:22.000000,89.0,100.0,829.0,2021-10-15 23:29:49.000000,0.16.0,21.0,26.0,78.0,conda-forge/pytest-asyncio,pytest-asyncio,181.0,20155.0,18127.0,https://pypi.org/project/pytest-asyncio,2021-10-15 23:29:49.000000,2028.0,3502509.0,3515464.0,https://anaconda.org/conda-forge/pytest-asyncio,2021-10-18 14:13:21.673000,712536.0,2.0,['pytest'],,,,,,,,,,,,,,,
42,packaging,https://github.com/pypa/packaging,,Core utilities for Python packages.,packaging,31,True,pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000000,2021-12-06 08:53:59.000000,2021-11-18 00:38:55.000000,175.0,165.0,353.0,2021-11-18 00:41:06.000000,21.3,39.0,72.0,66.0,conda-forge/packaging,packaging,,313000.0,283800.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000000,29200.0,45208348.0,45378852.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153000,11252877.0,1.0,,,186.0,,,,,,,,,,,,,
43,Glances,https://github.com/nicolargo/glances,,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",profiling,30,True,nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000000,2021-12-05 15:28:00.000000,2021-12-05 15:20:04.000000,1261.0,1220.0,19597.0,2021-11-29 13:01:08.000000,3.2.4.2,62.0,151.0,204.0,conda-forge/glances,glances,4185.0,405.0,355.0,https://pypi.org/project/glances,2021-11-22 10:55:51.000000,50.0,132158.0,134317.0,https://anaconda.org/conda-forge/glances,2021-11-20 23:54:35.274000,148358.0,1.0,,,706.0,,,,,,,,,,,,,
44,numpydoc,https://github.com/numpy/numpydoc,,Numpy's Sphinx extensions.,documentation,30,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000000,2021-11-05 18:47:19.000000,2021-11-05 18:47:19.000000,6207.0,99.0,18942.0,2020-07-01 21:59:00.000000,1.1.0,13.0,68.0,58.0,conda-forge/numpydoc,numpydoc,,36486.0,29138.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000000,7348.0,135967.0,150978.0,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384000,885658.0,2.0,['sphinx'],,,,,,,,,,,,,,,
45,yapf,https://github.com/google/yapf,,A formatter for Python files.,formatters,30,True,google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000000,2021-11-08 10:33:00.000000,2021-11-08 10:32:15.000000,823.0,387.0,12191.0,2020-04-23 19:07:36.000000,0.30.0,67.0,132.0,333.0,conda-forge/yapf,yapf,,29993.0,26587.0,https://pypi.org/project/yapf,2020-04-23 19:07:36.000000,3406.0,873071.0,886735.0,https://anaconda.org/conda-forge/yapf,2021-04-19 00:01:27.357000,901883.0,3.0,,,,,,,,,,,,,,,,
46,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,30,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000000,2021-11-16 09:51:57.000000,2021-09-14 17:41:07.000000,781.0,197.0,5942.0,2021-07-07 17:05:04.000000,0.9.53,50.0,51.0,342.0,conda-forge/pyautogui,pyautogui,402.0,12232.0,11624.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000000,608.0,267010.0,269859.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687000,139612.0,2.0,,,,,,,,,,,,,,,,
47,pipreqs,https://github.com/bndr/pipreqs,,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,dependency-managers,30,True,bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000000,2021-11-19 04:01:25.000000,2021-10-23 09:17:21.000000,255.0,91.0,3865.0,2021-10-23 09:23:42.000000,0.4.11,39.0,51.0,94.0,conda-forge/pipreqs,pipreqs,311.0,8431.0,7903.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000000,528.0,90376.0,90737.0,https://anaconda.org/conda-forge/pipreqs,2019-11-14 14:53:43.131000,22776.0,3.0,,,,,,,,,,,,,,,,
48,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,30,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000000,2021-11-22 22:50:40.000000,2021-08-25 15:42:15.000000,215.0,168.0,3080.0,2021-01-20 07:45:20.000000,1.1.0,56.0,97.0,90.0,conda-forge/freezegun,freezegun,541.0,8352.0,,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000000,8352.0,1904013.0,1908266.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014000,293489.0,2.0,,,,,,,,,,,,,,,,
49,factory_boy,https://github.com/FactoryBoy/factory_boy,,A test fixtures replacement for Python.,testing,30,True,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000000,2021-10-26 21:47:41.376000,2021-10-19 08:01:13.000000,331.0,351.0,2703.0,2018-05-05 15:05:40.000000,2.11.1,36.0,117.0,157.0,conda-forge/factory_boy,factory_boy,892.0,4256.0,,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000000,4256.0,1059006.0,1060393.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376000,87388.0,2.0,,,,,,,,,,,,,,,,
50,wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,,The strictest and most opinionated python linter ever!.,linters,30,True,wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000000,2021-12-09 08:20:51.000000,2021-12-06 07:35:47.000000,312.0,904.0,1701.0,2021-06-21 19:33:18.000000,0.15.3,52.0,157.0,92.0,,wemake-python-styleguide,1942.0,858.0,844.0,https://pypi.org/project/wemake-python-styleguide,2021-06-21 16:28:55.000000,14.0,78208.0,78208.0,,,,2.0,,,,,,,,1.0,,,,,,,,
51,rope,https://github.com/python-rope/rope,,a python refactoring library.,refactoring,30,True,python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000000,2021-12-07 15:18:31.000000,2021-12-05 15:21:36.000000,147.0,161.0,1242.0,2021-11-22 15:09:58.000000,0.22.0,24.0,68.0,72.0,conda-forge/rope,rope,2253.0,36150.0,33218.0,https://pypi.org/project/rope,2021-11-22 15:09:58.000000,2932.0,289929.0,300741.0,https://anaconda.org/conda-forge/rope,2021-11-22 17:32:33.372000,605512.0,1.0,,,,,,,,,,,,,,,,
52,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,30,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000000,2021-12-07 15:46:27.788000,2021-12-07 11:40:13.000000,254.0,351.0,1195.0,2021-12-07 11:51:46.000000,3.7.1,47.0,104.0,34.0,conda-forge/twine,twine,,68076.0,50572.0,https://pypi.org/project/twine,2021-12-07 11:46:01.000000,17504.0,1341185.0,1347053.0,https://anaconda.org/conda-forge/twine,2021-12-07 15:46:27.788000,375610.0,2.0,,,,,,,,,,,,,,,,
53,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,30,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376000,2021-12-04 15:14:59.000000,2021-03-04 09:33:31.000000,83.0,59.0,1044.0,2021-02-22 07:34:12.000000,0.8.9,25.0,67.0,49.0,conda-forge/tabulate,tabulate,502.0,65672.0,57570.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000000,8102.0,16540232.0,16565497.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132000,1692801.0,2.0,,,,,,,,,,,,,,,,
54,pydocstyle,https://github.com/PyCQA/pydocstyle,,docstring style checker.,linters,30,True,PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000000,2021-11-23 15:22:39.000000,2021-10-10 13:58:44.000000,152.0,197.0,832.0,2021-05-17 20:37:45.000000,6.1.1,17.0,74.0,79.0,conda-forge/pydocstyle,pydocstyle,714.0,25097.0,21177.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000000,3920.0,1051415.0,1058747.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379000,476629.0,2.0,,,56.0,,,,,,,,,,,,,
55,pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,pytest plugin for distributed testing and loop-on-failures testing modes.,testing,30,True,pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000000,2021-12-06 21:58:19.000000,2021-12-06 21:58:17.000000,155.0,252.0,804.0,2021-09-21 12:25:02.000000,2.4.0,57.0,77.0,204.0,conda-forge/pytest-xdist,pytest-xdist,947.0,7342.0,,https://pypi.org/project/pytest-xdist,2021-09-21 12:25:02.000000,7342.0,2523887.0,2556657.0,https://anaconda.org/conda-forge/pytest-xdist,2021-09-21 18:12:10.477000,2130064.0,2.0,['pytest'],,,,,,,,,,,,,,,
56,alabaster,https://github.com/bitprophet/alabaster,,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",documentation,30,True,bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000000,2021-11-03 09:17:41.000000,2021-09-24 20:53:41.000000,175.0,54.0,631.0,2018-10-03 01:39:17.000000,0.7.12,24.0,28.0,85.0,conda-forge/alabaster,alabaster,351.0,70164.0,55266.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000000,14898.0,1985559.0,2036064.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017000,3282849.0,2.0,['sphinx'],,,,,,,,,,,,,,,
57,coveralls-python,https://github.com/TheKevJames/coveralls-python,,Show coverage stats online via coveralls.io.,testing,30,True,TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000000,2021-12-05 09:48:51.000000,2021-11-11 20:58:33.000000,185.0,143.0,465.0,2021-11-11 21:00:03.000000,3.3.1,42.0,63.0,5.0,,coveralls,444.0,36753.0,19745.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000000,17008.0,277428.0,277428.0,,,,2.0,['pytest'],,,,,,,,,,,,,,,
58,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,30,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580000,2021-10-08 03:15:32.000000,2021-10-07 22:22:38.000000,101.0,296.0,285.0,2021-08-09 20:48:33.000000,0.37.0,65.0,62.0,30.0,conda-forge/wheel,wheel,,62544.0,,https://pypi.org/project/wheel,2021-08-09 20:48:33.000000,62544.0,50624153.0,50988840.0,https://anaconda.org/conda-forge/wheel,2021-08-13 19:04:03.566000,23704666.0,2.0,,,,,,,,,,,,,,,,
59,typed_ast,https://github.com/python/typed_ast,,Modified fork of CPython's ast module that parses `# type:` comments.,ast,30,True,python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000000,2021-12-07 16:26:29.000000,2021-12-03 22:31:16.000000,51.0,82.0,192.0,2021-12-03 22:29:41.000000,1.5.1,31.0,24.0,6.0,,typed_ast,189.0,10362.0,,https://pypi.org/project/typed_ast,2021-12-03 22:29:41.000000,10362.0,7052702.0,7052702.0,,,,1.0,,,,,,,,,,,,,,,,
60,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,29,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000000,2021-09-09 11:02:01.000000,2021-09-09 11:02:01.000000,133.0,112.0,1499.0,2021-06-02 11:43:46.000000,0.13.9,41.0,49.0,57.0,conda-forge/ipdb,ipdb,352.0,46182.0,29284.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000000,16898.0,933775.0,937161.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798000,220100.0,1.0,,,,,,,,,,,,,,,,
61,progressbar2,https://github.com/WoLpH/python-progressbar,,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,logging,29,True,WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000000,2021-10-15 12:20:53.000000,2021-10-15 12:20:35.000000,100.0,187.0,732.0,2021-10-15 12:20:50.000000,3.55.0,98.0,40.0,7.0,conda-forge/progressbar2,progressbar2,892.0,15885.0,13689.0,https://pypi.org/project/progressbar2,2021-10-15 12:20:50.000000,2196.0,1330208.0,1336236.0,https://anaconda.org/conda-forge/progressbar2,2020-09-09 14:31:33.844000,371847.0,2.0,,,1633.0,,,,,,,,,,,,,
62,flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that don't belong in..,linters,29,True,PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000000,2021-11-29 22:51:30.414000,2021-11-29 19:53:28.000000,55.0,67.0,645.0,2021-11-29 19:56:14.000000,21.11.29,38.0,45.0,42.0,conda-forge/flake8-bugbear,flake8-bugbear,188.0,6966.0,5926.0,https://pypi.org/project/flake8-bugbear,2021-11-29 19:56:14.000000,1040.0,680587.0,699612.0,https://anaconda.org/conda-forge/flake8-bugbear,2021-11-29 22:51:30.414000,532708.0,2.0,['flake8'],,,,,,,,,,,,,,,
63,breathe,https://github.com/michaeljones/breathe,,ReStructuredText and Sphinx bridge to Doxygen.,documentation,29,True,michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000000,2021-12-08 22:47:53.000000,2021-11-30 17:26:32.000000,145.0,356.0,562.0,2021-09-14 23:59:31.000000,4.31.0,60.0,98.0,121.0,conda-forge/breathe,breathe,1570.0,7501.0,5493.0,https://pypi.org/project/breathe,2021-09-14 23:57:53.000000,2008.0,95228.0,99168.0,https://anaconda.org/conda-forge/breathe,2021-09-15 02:02:02.185000,243160.0,2.0,,,154.0,,,,,,,,,,,,,
64,pytest-html,https://github.com/pytest-dev/pytest-html,,Plugin for generating HTML reports for pytest results.,testing,29,True,pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000000,2021-12-02 12:20:18.000000,2021-01-23 03:26:17.000000,177.0,180.0,457.0,2020-12-13 15:24:58.000000,3.1.1,44.0,43.0,91.0,conda-forge/pytest-html,pytest-html,376.0,14992.0,14008.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000000,984.0,888554.0,892055.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698000,192562.0,2.0,['pytest'],,,,,,,,,,,,,,,
65,Nuitka,https://github.com/Nuitka/Nuitka,,"Nuitka is a Python compiler written in Python. It's fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",packaging,28,True,Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000000,2021-12-09 11:20:35.000000,2021-12-07 08:47:11.000000,348.0,900.0,6129.0,2021-12-02 18:06:01.000000,0.6.18,167.0,105.0,184.0,conda-forge/nuitka,nuitka,8482.0,54.0,,https://pypi.org/project/nuitka,2021-12-06 18:31:52.000000,54.0,14658.0,19421.0,https://anaconda.org/conda-forge/nuitka,2021-12-08 07:30:32.035000,323946.0,1.0,,,,,,,,,,,,,,,,
66,pudb,https://github.com/inducer/pudb,,Full-screen console debugger for Python.,debugging,28,True,inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000000,2021-12-07 01:40:21.000000,2021-12-07 01:40:21.000000,188.0,148.0,2262.0,2021-11-01 21:53:28.000000,2021.2.2,72.0,80.0,139.0,conda-forge/pudb,pudb,,4125.0,2699.0,https://pypi.org/project/pudb,2021-11-01 21:53:28.000000,1426.0,84022.0,85746.0,https://anaconda.org/conda-forge/pudb,2021-08-21 21:47:40.449000,112110.0,1.0,,,,,,,,,,,,,,,,
67,structlog,https://github.com/hynek/structlog,,Structured Logging for Python.,logging,28,True,hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000000,2021-12-09 00:10:43.000000,2021-12-08 09:45:50.000000,151.0,176.0,1832.0,2021-11-25 15:42:38.000000,21.4.0,26.0,82.0,27.0,conda-forge/structlog,structlog,,1206.0,,https://pypi.org/project/structlog,2021-11-25 15:36:28.000000,1206.0,1357656.0,1359993.0,https://anaconda.org/conda-forge/structlog,2021-11-29 03:24:33.105000,151940.0,2.0,,,,,,,,,,,,,,,,
68,scons,https://github.com/SCons/scons,,SCons - a software construction tool.,build-tools,28,True,SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579000,2021-12-08 16:10:39.000000,2021-12-03 21:39:29.000000,254.0,2660.0,1291.0,2021-08-05 19:31:22.000000,4.2.0,14.0,138.0,655.0,conda-forge/scons,scons,7657.0,50.0,,https://pypi.org/project/scons,2019-12-17 02:49:51.000000,50.0,108329.0,112686.0,https://anaconda.org/conda-forge/scons,2021-11-17 22:33:26.201000,247756.0,2.0,,,383.0,,,,,,,,,,,,,
69,pytest-mock,https://github.com/pytest-dev/pytest-mock,,Thin-wrapper around the mock package for easier use with pytest.,testing,28,True,pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000000,2021-12-06 21:57:52.000000,2021-12-06 21:57:50.000000,98.0,94.0,1231.0,2021-05-18 11:53:27.000000,3.6.1,52.0,54.0,12.0,conda-forge/pytest-mock,pytest-mock,,27559.0,21379.0,https://pypi.org/project/pytest-mock,2021-05-06 19:21:18.000000,6180.0,2720384.0,2740689.0,https://anaconda.org/conda-forge/pytest-mock,2021-05-07 01:15:17.653000,1319881.0,2.0,['pytest'],,,,,,,,,,,,,,,
70,doit,https://github.com/pydoit/doit,,task management & automation tool.,build-tools,28,True,pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000000,2021-12-08 09:36:46.000000,2021-12-08 09:34:19.000000,140.0,197.0,1133.0,2020-09-04 06:38:01.000000,0.33.1,43.0,61.0,64.0,conda-forge/doit,doit,1398.0,1293.0,827.0,https://pypi.org/project/doit,2020-09-04 06:38:01.000000,466.0,142719.0,144179.0,https://anaconda.org/conda-forge/doit,2021-11-19 15:16:09.445000,70110.0,2.0,,,,,,,,,,,,,,,,
71,mccabe,https://github.com/PyCQA/mccabe,,McCabe complexity checker for Python.,code-metrics,28,True,PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000000,2021-04-02 23:49:37.000000,2021-04-02 23:49:37.000000,42.0,34.0,444.0,2017-01-26 22:13:14.000000,0.6.1,11.0,21.0,6.0,conda-forge/mccabe,mccabe,142.0,263047.0,232037.0,https://pypi.org/project/mccabe,2017-01-26 22:13:14.000000,31010.0,9752788.0,9808515.0,https://anaconda.org/conda-forge/mccabe,2018-07-08 18:43:04.536000,3677983.0,1.0,,,,,,,,,,,,,,,,
72,ddt,https://github.com/datadriventests/ddt,,Data-Driven Tests for Python Unittest.,testing,28,True,datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000000,2021-10-26 05:16:28.000000,2021-10-04 22:40:52.000000,100.0,38.0,399.0,2021-10-04 22:43:34.000000,1.4.4,28.0,36.0,15.0,conda-forge/ddt,ddt,222.0,6350.0,3866.0,https://pypi.org/project/ddt,2021-10-04 22:43:34.000000,2484.0,156407.0,157559.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932000,65668.0,2.0,,,,,,,,,,,,,,,,
73,hacking,https://github.com/openstack/hacking,,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,linters,28,True,openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000000,2021-10-07 10:15:47.000000,2021-10-07 08:43:54.000000,66.0,,221.0,2021-04-21 10:37:50.000000,4.1.0,37.0,182.0,,,hacking,1053.0,8690.0,,https://pypi.org/project/hacking,2021-04-21 10:37:50.000000,8690.0,291146.0,291146.0,,,,2.0,['flake8'],,,,,,,,,,,,,,,
74,gast,https://github.com/serge-sans-paille/gast,,Python AST that abstracts the underlying Python version.,ast,28,True,serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000000,2021-11-15 08:20:52.503000,2021-11-13 21:38:20.000000,24.0,25.0,118.0,2021-11-13 21:39:31.000000,0.5.3,20.0,10.0,1.0,conda-forge/gast,gast,92.0,75289.0,71901.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000000,3388.0,5487165.0,5518370.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503000,1341826.0,2.0,,,,,,,,,,,,,,,,
75,PySnooper,https://github.com/cool-RR/PySnooper,,Never use print for debugging again.,debugging,27,True,cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000000,2021-09-14 17:19:37.000000,2021-09-11 09:46:36.000000,915.0,95.0,14811.0,2021-09-11 09:50:56.000000,1.0.0,55.0,26.0,18.0,conda-forge/pysnooper,pysnooper,300.0,574.0,528.0,https://pypi.org/project/pysnooper,2021-09-11 09:50:56.000000,46.0,50709.0,52089.0,https://anaconda.org/conda-forge/pysnooper,2021-05-19 12:14:49.747000,42807.0,2.0,,,,,,,,,,,,,,,,
