,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,conda_id,labels,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
18,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,33,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2021-02-17 16:35:36.000,2021-02-16 20:06:42.000,1577.0,3263.0,5565.0,2020-09-01 18:21:46.000,3.2.2,53.0,132.0,conda-forge/robotframework,,robotframework,188.0,12766.0,4806.0,3398.0,https://pypi.org/project/robotframework,2021-02-16 19:59:51.000,1408.0,273714.0,274756.0,https://anaconda.org/conda-forge/robotframework,2020-09-03 11:47:40.885,38361.0,1.0,499.0,,,,,,,,,
19,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2021-02-17 12:10:57.000,2021-02-14 04:54:30.000,449.0,1002.0,4956.0,2021-02-12 02:40:11.000,hypothesis-python-6.2.0,801.0,242.0,conda-forge/hypothesis,,hypothesis,50.0,10519.0,10377.0,7761.0,https://pypi.org/project/hypothesis,2021-02-12 02:39:56.000,2616.0,548532.0,612505.0,https://anaconda.org/conda-forge/hypothesis,2021-02-12 03:47:19.290,3518523.0,1.0,,,,,,,,,,
20,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,33,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2021-01-26 18:42:44.000,2021-01-07 18:35:38.000,592.0,522.0,4244.0,2020-05-11 20:02:52.000,2.6.0,11.0,124.0,conda-forge/pycodestyle,,pycodestyle,112.0,1199.0,141981.0,120751.0,https://pypi.org/project/pycodestyle,2020-05-11 20:02:52.000,21230.0,5275818.0,5314040.0,https://anaconda.org/conda-forge/pycodestyle,2020-05-12 17:42:46.576,2140462.0,1.0,,,,,,,,,,
21,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,33,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2021-02-05 05:36:26.000,2021-02-04 14:36:06.000,233.0,330.0,3692.0,2021-02-04 07:28:23.000,1.5.5,65.0,47.0,conda-forge/autopep8,,autopep8,82.0,2677.0,75577.0,65393.0,https://pypi.org/project/autopep8,2021-02-04 06:08:51.000,10184.0,757178.0,764318.0,https://anaconda.org/conda-forge/autopep8,2021-02-04 08:47:28.848,399851.0,2.0,,,,,,,,,,
22,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2021-02-15 21:54:34.000,2021-02-11 23:24:12.000,1477.0,456.0,3597.0,2018-10-05 13:20:49.000,0.4.2,23.0,103.0,conda-forge/sphinx_rtd_theme,['sphinx'],sphinx_rtd_theme,158.0,1191.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,23474.0,696707.0,715428.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-01-05 13:49:54.682,1010968.0,1.0,,,,,,,,,,
23,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,32,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-02-17 22:45:29.000,2021-02-17 22:45:29.000,647.0,363.0,22677.0,2021-02-15 21:13:14.000,9.11.0,112.0,75.0,conda-forge/rich,,rich,12.0,1677.0,2448.0,2448.0,https://pypi.org/project/rich,2021-01-27 20:56:26.000,0.0,546740.0,559526.0,https://anaconda.org/conda-forge/rich,2021-02-16 08:42:14.563,89503.0,1.0,,,,,,,,,,
24,numpydoc,https://github.com/numpy/numpydoc,,Numpy's Sphinx extensions.,documentation,32,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2021-02-08 13:26:30.000,2021-02-08 13:26:30.000,5252.0,90.0,16251.0,2020-07-01 21:59:00.000,1.1.0,13.0,65.0,conda-forge/numpydoc,['sphinx'],numpydoc,50.0,433.0,31100.0,23752.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000,7348.0,92633.0,107263.0,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384,716906.0,2.0,,,,,,,,,,
25,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,32,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2021-02-17 19:57:15.000,2021-02-13 19:58:00.000,1102.0,1742.0,13927.0,2020-10-23 20:54:00.000,1.1.4,132.0,254.0,conda-forge/poetry,,poetry,1032.0,1683.0,64.0,,https://pypi.org/project/poetry,2020-10-23 20:54:00.000,64.0,724222.0,873274.0,https://anaconda.org/conda-forge/poetry,2020-12-14 11:33:01.818,166842.0,2.0,5000575.0,1.0,,,,,,,,
26,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,32,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2021-02-18 11:23:56.000,2021-02-18 11:22:51.000,1401.0,902.0,5593.0,2021-02-04 20:15:50.000,6.2.8,185.0,101.0,conda-forge/mkdocs-material,['mkdocs'],mkdocs-material,9.0,3061.0,6882.0,5380.0,https://pypi.org/project/mkdocs-material,2021-02-14 16:42:18.000,1502.0,157298.0,158552.0,https://anaconda.org/conda-forge/mkdocs-material,2021-02-04 23:31:30.764,26339.0,2.0,,,,,,,,,,
27,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2021-02-17 16:29:51.000,2021-02-17 16:29:51.000,998.0,5990.0,4016.0,2020-11-12 17:08:48.000,4.9.2,100.0,347.0,conda-forge/conda,,conda,1862.0,15586.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,2104.0,16705.0,313583.0,https://anaconda.org/conda-forge/conda,2020-11-12 21:09:02.264,16031437.0,2.0,,,,,,,,,,
28,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2021-02-15 16:35:32.000,2021-02-01 09:38:03.000,878.0,1058.0,3806.0,2021-01-31 10:52:36.000,20.4.1,157.0,171.0,conda-forge/virtualenv,,virtualenv,52.0,,34422.0,,https://pypi.org/project/virtualenv,2021-02-01 09:17:59.000,34422.0,5930007.0,5943661.0,https://anaconda.org/conda-forge/virtualenv,2021-02-01 11:16:19.980,641769.0,2.0,,,,,,,,,,
29,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2021-02-15 11:55:51.000,2020-12-31 16:25:35.000,280.0,357.0,3163.0,2020-12-31 02:43:43.000,1.5.0,50.0,54.0,conda-forge/invoke,,invoke,303.0,3499.0,11598.0,6996.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000,4602.0,551179.0,555322.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830,240300.0,1.0,,,,,,,,,,
30,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,32,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2021-02-16 10:33:50.000,2021-02-11 16:44:36.000,307.0,363.0,2998.0,2020-12-13 02:48:28.000,1.7.0,31.0,130.0,conda-forge/bandit,,bandit,162.0,1166.0,8230.0,5876.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000,2354.0,485202.0,487321.0,https://anaconda.org/conda-forge/bandit,2020-10-11 11:23:21.028,44516.0,1.0,23.0,,,,,,,,,
31,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2021-01-29 17:51:06.000,2021-01-20 10:45:57.000,136.0,186.0,957.0,2021-01-20 10:46:34.000,2.11.1,40.0,62.0,conda-forge/pytest-cov,['pytest'],pytest-cov,91.0,797.0,121986.0,78592.0,https://pypi.org/project/pytest-cov,2021-01-20 10:46:34.000,43394.0,3493003.0,3530299.0,https://anaconda.org/conda-forge/pytest-cov,2021-01-20 18:33:16.518,2200504.0,1.0,,,,,,,,,,
32,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-02-16 01:35:01.000,2021-01-26 21:41:17.000,63.0,81.0,379.0,2020-12-10 15:10:14.000,0.8.1,24.0,37.0,conda-forge/parso,,parso,7.0,1065.0,120615.0,109251.0,https://pypi.org/project/parso,2020-12-10 15:10:14.000,11364.0,6490046.0,6575594.0,https://anaconda.org/conda-forge/parso,2020-12-10 16:40:55.258,3250839.0,1.0,,,,,,,,,,
33,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2021-02-08 23:37:38.000,2021-02-08 23:37:31.000,84.0,286.0,226.0,2020-12-13 18:09:07.000,0.36.2,64.0,60.0,conda-forge/wheel,,wheel,20.0,729.0,62544.0,,https://pypi.org/project/wheel,2020-12-13 18:09:07.000,62544.0,31385953.0,31664246.0,https://anaconda.org/conda-forge/wheel,2020-12-13 19:48:16.429,15306123.0,1.0,,,,,,,,,,
34,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2021-01-31 09:15:21.000,2020-12-19 16:17:53.000,362.0,305.0,8196.0,2020-09-20 07:56:32.000,0.5.3,17.0,28.0,conda-forge/loguru,,loguru,44.0,545.0,5711.0,5369.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,342.0,389655.0,394099.0,https://anaconda.org/conda-forge/loguru,2020-10-10 00:51:36.057,106672.0,2.0,,1.0,,,,,,,,
35,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,31,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2021-02-18 12:56:13.000,2021-02-13 07:12:18.000,1600.0,3586.0,7674.0,2021-01-13 13:13:08.000,4.2,27.0,391.0,conda-forge/pyinstaller,,pyinstaller,405.0,7682.0,14582.0,14582.0,https://pypi.org/project/pyinstaller,2021-01-13 13:12:03.000,0.0,203703.0,214856.0,https://anaconda.org/conda-forge/pyinstaller,2021-02-02 18:07:09.778,196564.0,1.0,674683.0,,,,,,,,,
36,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2021-02-17 23:41:10.000,2021-02-08 17:20:08.000,403.0,1022.0,5501.0,2021-02-06 21:24:48.000,2.10.1,156.0,114.0,conda-forge/pre-commit,,pre-commit,24.0,1944.0,2136.0,,https://pypi.org/project/pre-commit,2021-02-06 21:21:49.000,2136.0,1073278.0,1093788.0,https://anaconda.org/conda-forge/pre-commit,2021-02-08 14:08:45.124,368192.0,1.0,2279.0,,,,,,,,,
37,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,31,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-02-15 16:22:38.000,2021-02-09 05:41:05.000,411.0,585.0,4756.0,2020-12-30 17:05:11.000,5.5.0,90.0,139.0,conda-forge/pip-tools,,pip-tools,119.0,1469.0,3252.0,,https://pypi.org/project/pip-tools,2020-12-30 17:05:11.000,3252.0,660108.0,660859.0,https://anaconda.org/conda-forge/pip-tools,2020-12-30 18:26:40.157,7516.0,2.0,,,,,,,,,,
38,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-01-20 09:23:22.014,2021-01-20 07:44:52.000,192.0,166.0,2783.0,2021-01-20 07:45:20.000,1.1.0,56.0,94.0,conda-forge/freezegun,,freezegun,60.0,521.0,15595.0,7243.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,8352.0,1181182.0,1184234.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,180072.0,2.0,,,,,,,,,,
39,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-02-14 17:58:45.000,2020-10-21 09:03:20.000,123.0,102.0,1348.0,2020-10-01 14:13:50.000,0.13.4,37.0,44.0,conda-forge/ipdb,,ipdb,50.0,312.0,41625.0,24727.0,https://pypi.org/project/ipdb,2020-10-01 14:13:50.000,16898.0,591989.0,594551.0,https://anaconda.org/conda-forge/ipdb,2020-11-21 18:57:03.677,140911.0,1.0,,,,,,,,,,
40,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,31,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2021-02-13 03:56:28.078,2020-12-23 14:13:30.000,233.0,302.0,1085.0,2020-12-24 11:05:10.000,3.3.0,41.0,99.0,conda-forge/twine,,twine,40.0,941.0,52034.0,34530.0,https://pypi.org/project/twine,2020-12-24 11:05:10.000,17504.0,645012.0,648989.0,https://anaconda.org/conda-forge/twine,2021-02-13 03:56:28.078,214765.0,2.0,,,,,,,,,,
41,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,31,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-02-15 18:06:23.000,2021-01-05 16:04:38.000,135.0,322.0,985.0,2020-04-10 03:52:17.000,2.2.0,28.0,74.0,conda-forge/pyflakes,,pyflakes,92.0,504.0,104993.0,78495.0,https://pypi.org/project/pyflakes,2020-04-10 03:52:17.000,26498.0,3949342.0,3986087.0,https://anaconda.org/conda-forge/pyflakes,2020-04-10 13:58:22.845,2057773.0,2.0,,,,,,,,,,
42,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,31,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2021-02-18 14:19:23.000,2021-02-18 14:16:46.000,182.0,355.0,849.0,2021-02-15 13:17:51.000,0.20.2,125.0,86.0,conda-forge/sentry-sdk,,sentry-sdk,134.0,1196.0,10118.0,9132.0,https://pypi.org/project/sentry-sdk,2021-02-15 13:17:33.000,986.0,2098116.0,2100593.0,https://anaconda.org/conda-forge/sentry-sdk,2021-02-15 15:21:44.023,62819.0,2.0,4381.0,,,,,,,,,
43,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,30,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2021-02-15 09:58:41.000,2020-10-04 08:13:41.000,666.0,161.0,4808.0,2020-10-06 22:15:19.000,0.9.52,49.0,42.0,conda-forge/pyautogui,,pyautogui,295.0,361.0,6713.0,6105.0,https://pypi.org/project/pyautogui,2020-10-06 22:15:19.000,608.0,214320.0,217062.0,https://anaconda.org/conda-forge/pyautogui,2020-10-13 12:17:23.308,106975.0,2.0,,,,,,,,,,
