,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
38,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-05-01 22:31:14.000,2023-05-01 22:31:13,861.0,30.0,126.0,28.0,166.0,35.0,333.0,406.0,2023-03-14 15:11:10.051,0.40.0,72.0,71.0,36,True,,wheel,conda-forge/wheel,,242428.0,205764.0,https://pypi.org/project/wheel,2022-11-09 20:45:23.777,36664.0,169883154.0,170649115.0,https://anaconda.org/conda-forge/wheel,2023-03-14 16:43:24.949,62808861.0,1.0,,,,,,,,,,,,,,,,,,,
39,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2023-04-25 10:55:18.000,2023-04-25 10:55:17,1355.0,2.0,703.0,120.0,452.0,114.0,594.0,4830.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,35,True,,pycodestyle,conda-forge/pycodestyle,,343828.0,332289.0,https://pypi.org/project/pycodestyle,2022-11-23 18:29:05.901,11539.0,28452281.0,28527909.0,https://anaconda.org/conda-forge/pycodestyle,2022-11-24 16:23:10.571,6277141.0,1.0,,,,,,,,,,,,,,,,,,,
40,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-05-04 12:21:05.000,2023-05-04 03:05:30,8608.0,75.0,285.0,61.0,970.0,658.0,2717.0,1680.0,2023-03-21 16:25:11.000,4.5.2,32.0,148.0,35,True,,scons,conda-forge/scons,,59.0,,https://pypi.org/project/scons,2022-07-30 21:23:00.222,59.0,1434642.0,1440489.0,https://anaconda.org/conda-forge/scons,2023-03-22 07:57:20.421,430878.0,2.0,1266.0,,,,,,,,,,,,,,,,,,
41,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-04-18 05:10:40.000,2023-04-18 04:56:27,3136.0,25.0,165.0,26.0,344.0,71.0,224.0,1599.0,2023-01-17 02:39:01.107,1.7.0,81.0,77.0,35,True,,rope,conda-forge/rope,,64126.0,62483.0,https://pypi.org/project/rope,2023-01-17 02:39:01.107,1643.0,590231.0,605571.0,https://anaconda.org/conda-forge/rope,2023-01-29 10:36:21.444,1119824.0,1.0,,,,,,,,,,,,,,,,,,,
42,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-04-26 12:28:32.000,2023-02-28 17:40:55,262.0,21.0,202.0,26.0,82.0,5.0,89.0,1484.0,2023-02-21 17:39:43.000,2.0.7,10.0,63.0,35,True,,python-json-logger,conda-forge/python-json-logger,,47668.0,47668.0,https://pypi.org/project/python-json-logger,,,15118272.0,15165554.0,https://anaconda.org/conda-forge/python-json-logger,2023-02-22 15:29:12.361,3451618.0,2.0,,,,,,,,,,,,,,,,,,,
43,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-04-27 10:33:09.000,2023-04-27 10:33:09,1077.0,1.0,280.0,35.0,528.0,44.0,409.0,1415.0,2022-12-01 01:51:31.000,4.0.2,25.0,114.0,35,True,,twine,conda-forge/twine,,88687.0,88687.0,https://pypi.org/project/twine,,,3898466.0,3907650.0,https://anaconda.org/conda-forge/twine,2022-12-01 12:45:16.522,743955.0,2.0,,,,,,,,,,,,,,,,,,,
44,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-05-04 10:06:41.000,2023-05-04 10:03:03,14131.0,578.0,412.0,112.0,354.0,137.0,236.0,6331.0,2023-02-14 01:01:23.450,0.9.18,76.0,241.0,34,True,,pyre-check,,,47.0,,https://pypi.org/project/pyre-check,2022-11-08 21:43:56.374,47.0,56930.0,56930.0,,,,2.0,,,,,,,,,,,,,,,,,,,
45,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-04-18 11:41:01.000,2023-04-14 07:08:49,336.0,17.0,339.0,61.0,143.0,130.0,97.0,5103.0,2023-04-14 07:11:09.000,0.4.13,6.0,59.0,34,True,,pipreqs,conda-forge/pipreqs,,18531.0,18531.0,https://pypi.org/project/pipreqs,,,2318578.0,2319019.0,https://anaconda.org/conda-forge/pipreqs,2023-04-14 08:24:42.847,35287.0,2.0,,,,,,,,,,,,,,,,,,,
46,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a robust data generator for Python, capable of rapidly producing large volumes of synthetic data for..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-05-04 12:29:36.000,2023-05-04 12:29:29,2444.0,113.0,306.0,62.0,1009.0,6.0,309.0,3962.0,2023-04-30 12:40:02.000,9.0.0,45.0,115.0,34,True,,mimesis,conda-forge/mimesis,,1313.0,1313.0,https://pypi.org/project/mimesis,,,118496.0,121755.0,https://anaconda.org/conda-forge/mimesis,2023-04-30 13:20:15.821,110693.0,1.0,399.0,,,,,,,,,,,,,,,,,,
47,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-05-01 22:47:54.000,2023-05-01 22:47:53,1333.0,35.0,177.0,34.0,237.0,29.0,241.0,2538.0,2023-04-06 12:17:40.000,23.1.0,12.0,97.0,34,False,,structlog,conda-forge/structlog,,8204.0,8204.0,https://pypi.org/project/structlog,,,7648285.0,7651892.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,295788.0,2.0,,,,,,,,,,,,,,,,,,,
48,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-05-01 09:18:06.000,2023-05-01 09:18:03,2188.0,38.0,368.0,26.0,1585.0,113.0,958.0,2209.0,2022-09-27 22:22:25.120,0.17.0,55.0,180.0,34,True,,wemake-python-styleguide,,,14524.0,14473.0,https://pypi.org/project/wemake-python-styleguide,2022-09-27 22:22:25.120,51.0,297677.0,297677.0,,,,2.0,,,,,,,,,,,,,,,,,,,
49,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-04-25 08:38:46.000,2023-04-25 08:38:42,1360.0,19.0,161.0,35.0,252.0,52.0,305.0,1798.0,2023-02-15 20:46:15.689,1.9.0,121.0,87.0,34,True,,prospector,conda-forge/prospector,,4973.0,4208.0,https://pypi.org/project/prospector,2023-01-10 19:32:09.781,765.0,730410.0,731250.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,68068.0,1.0,,,,,,,,,,,,,,,,,,,
50,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-04-25 23:37:23.000,2023-04-25 23:37:22,556.0,1.0,169.0,27.0,289.0,56.0,447.0,1262.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,34,True,,pyflakes,conda-forge/pyflakes,,234019.0,220268.0,https://pypi.org/project/pyflakes,2022-11-24 16:55:02.246,13751.0,20536112.0,20609040.0,https://anaconda.org/conda-forge/pyflakes,2022-11-24 20:00:59.834,6053094.0,2.0,,,,,,,,,,,,,,,,,,,
51,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2023-05-04 03:47:22.000,2023-04-13 03:58:34,643.0,7.0,199.0,26.0,376.0,64.0,251.0,490.0,2023-04-12 16:11:39.000,23.1,18.0,88.0,34,False,,packaging,conda-forge/packaging,,695453.0,695453.0,https://pypi.org/project/packaging,,,150832703.0,151206685.0,https://anaconda.org/conda-forge/packaging,2023-04-12 22:06:30.481,31039194.0,2.0,706.0,,,,,,,,,,,,,,,,,,
52,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-04-30 05:16:28.000,2023-04-30 05:16:28,3091.0,54.0,2770.0,382.0,947.0,33.0,1566.0,31712.0,2023-04-06 03:59:00.000,2.3.17,73.0,418.0,33,True,,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,9537.0,9537.0,,,,2.0,,,,,,,,,,,,,,,,,,,
53,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-04-28 13:30:26.000,2021-09-14 17:41:07,402.0,,1034.0,181.0,148.0,425.0,221.0,8036.0,,,11.0,51.0,33,False,,pyautogui,conda-forge/pyautogui,,22965.0,22965.0,https://pypi.org/project/pyautogui,,,566543.0,569420.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,189914.0,2.0,,,,,,,,,,,,,,,,,,,
54,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-05-03 19:00:14.000,2023-04-22 12:17:10,558.0,20.0,285.0,72.0,428.0,127.0,428.0,6370.0,2023-03-12 06:23:00.522,1.2.0,52.0,91.0,33,True,,pipx,conda-forge/pipx,,1194.0,1180.0,https://pypi.org/project/pipx,2022-05-28 04:17:00.000,14.0,577571.0,578979.0,https://anaconda.org/conda-forge/pipx,2023-03-13 16:16:53.369,23763.0,2.0,504.0,,,,,,,,,,,,,,,,,,
55,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-05-04 14:01:12.000,2023-05-04 13:36:01,3941.0,393.0,229.0,44.0,38.0,11.0,1069.0,2185.0,2023-04-26 23:30:05.553,8.1.9,305.0,29.0,33,False,,pyarmor,,,826.0,803.0,https://pypi.org/project/pyarmor,2022-12-11 06:32:00.693,23.0,158539.0,158539.0,,,,2.0,,,,,,,,,,,,,,,,,,,
56,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-04-26 22:10:10.000,2023-04-26 22:10:10,549.0,16.0,123.0,35.0,222.0,13.0,124.0,1581.0,2022-10-05 18:54:14.310,3.10.0,58.0,64.0,33,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],66897.0,61857.0,https://pypi.org/project/pytest-mock,2022-10-05 18:54:14.310,5040.0,9991576.0,10016358.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,2032198.0,2.0,,,,,,,,,,,,,,,,,,,
57,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-04-30 09:57:08.000,2023-02-28 12:05:33,910.0,2.0,194.0,36.0,236.0,119.0,237.0,1426.0,,,19.0,82.0,33,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],249316.0,249316.0,https://pypi.org/project/pytest-cov,,,21913236.0,22009628.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,8289724.0,2.0,,,,,,,,,,,,,,,,,,,
58,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-03-12 13:12:02.000,2023-02-14 00:43:52,1110.0,6.0,91.0,23.0,106.0,9.0,104.0,538.0,2021-11-30 21:05:47.000,0.8.3,26.0,46.0,33,True,,parso,conda-forge/parso,,301986.0,295981.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,6005.0,17555145.0,17764041.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,13578258.0,2.0,,,,,,,,,,,,,,,,,,,
59,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-04-27 21:48:56.000,2022-12-09 01:08:31,462.0,,349.0,116.0,279.0,114.0,182.0,10206.0,2022-09-07 22:01:08.223,0.3.14,38.0,31.0,32,True,,py-spy,conda-forge/py-spy,,2600.0,2555.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,44.0,3007649.0,3018850.6666666665,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,434746.0,2.0,12016.0,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,830.6666666666666,405490.0,,
60,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-05-03 21:56:49.000,2023-05-03 07:16:40,631.0,23.0,711.0,121.0,711.0,40.0,968.0,8555.0,2023-05-03 11:23:01.502,1.33.0,97.0,32.0,32,True,,playwright,,,186.0,,https://pypi.org/project/playwright,2023-01-25 17:35:13.011,186.0,1298218.0,1298218.0,,,,2.0,,,,,,,,,,,,,,,,,,,
61,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-05-04 02:06:22.000,2023-05-04 02:05:32,2245.0,116.0,212.0,30.0,658.0,27.0,1012.0,4467.0,2023-04-19 09:22:41.000,2.5.3,100.0,109.0,32,True,,pdm,conda-forge/pdm,,123.0,123.0,https://pypi.org/project/pdm,,,159805.0,165574.0,https://anaconda.org/conda-forge/pdm,2023-04-26 07:37:42.637,115385.0,3.0,3.0,,,,,,,,,,,,,,,,,,
62,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-04-29 06:43:25.000,2023-04-27 22:28:39,5960.0,161.0,273.0,56.0,811.0,116.0,491.0,4197.0,2023-04-27 23:37:01.287,2023.4.27,171.0,92.0,32,True,,pytype,conda-forge/pytype,,131.0,,https://pypi.org/project/pytype,2023-01-31 21:44:41.768,131.0,253074.0,257415.0,https://anaconda.org/conda-forge/pytype,2023-04-28 02:52:17.508,156307.0,2.0,,,,,,,,,,,,,,,,,,,
63,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-04-30 21:28:12.000,2023-04-30 21:28:12,1201.0,4.0,216.0,48.0,265.0,157.0,167.0,2656.0,2022-11-03 17:20:34.545,2022.1.3,76.0,92.0,32,True,,pudb,conda-forge/pudb,,5487.0,4731.0,https://pypi.org/project/pudb,2022-11-03 17:20:34.545,756.0,209188.0,211761.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,211009.0,1.0,,,,,,,,,,,,,,,,,,,
64,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-04-11 09:56:01.000,2023-04-11 09:56:01,379.0,8.0,146.0,28.0,83.0,60.0,127.0,1695.0,2023-03-09 15:41:00.602,0.13.13,46.0,57.0,32,True,,ipdb,conda-forge/ipdb,,53257.0,44316.0,https://pypi.org/project/ipdb,2022-12-13 15:37:01.965,8941.0,2374246.0,2378576.0,https://anaconda.org/conda-forge/ipdb,2023-03-23 21:56:15.404,355115.0,1.0,,,,,,,,,,,,,,,,,,,
65,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-04-30 10:08:19.000,2023-04-30 10:08:19,610.0,1.0,129.0,22.0,87.0,50.0,128.0,1637.0,,,13.0,84.0,32,True,,tabulate,conda-forge/tabulate,,116616.0,116616.0,https://pypi.org/project/tabulate,,,45248568.0,45305327.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,4767777.0,2.0,,,,,,,,,,,,,,,,,,,
66,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-04-29 12:17:58.000,2023-04-04 06:58:55,1023.0,14.0,185.0,55.0,318.0,104.0,190.0,1158.0,2022-11-09 16:51:21.000,6.1.1,4.0,54.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2792.0,2792.0,https://pypi.org/project/pytest-bdd,,,708832.0,709932.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,52838.0,2.0,,,,,,,,,,,,,,,,,,,
67,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-04-25 20:45:24.000,2023-03-18 11:25:49,975.0,3.0,96.0,21.0,66.0,10.0,200.0,813.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,32,True,,progressbar2,conda-forge/progressbar2,,29388.0,27830.0,https://pypi.org/project/progressbar2,2022-11-01 15:41:03.059,1558.0,16053240.0,16064209.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,864431.0,2.0,1865.0,,,,,,,,,,,,,,,,,,
68,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-05-03 20:16:39.000,2023-05-03 20:16:39,460.0,47.0,200.0,23.0,315.0,115.0,209.0,585.0,2022-11-11 08:16:56.000,3.2.0,20.0,48.0,32,False,,pytest-html,conda-forge/pytest-html,['pytest'],32708.0,32708.0,https://pypi.org/project/pytest-html,,,3085738.0,3091422.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,409283.0,2.0,,,,,,,,,,,,,,,,,,,
69,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-05-01 21:02:37.000,2023-05-01 20:31:54,1005.0,87.0,304.0,56.0,232.0,20.0,90.0,10476.0,2023-02-21 20:39:02.812,1.7.0,13.0,32.0,31,True,,memray,conda-forge/memray,,155.0,143.0,https://pypi.org/project/memray,2023-01-17 23:09:01.475,12.0,79545.0,82215.0,https://anaconda.org/conda-forge/memray,2023-02-22 05:53:10.527,34710.0,2.0,,,,,,,,,,,,,,,,,,,
70,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2023-05-01 20:08:21.000,2023-05-01 08:18:20,10424.0,30.0,593.0,101.0,2550.0,263.0,2173.0,7005.0,2022-12-08 14:51:59.948,0.13.4,121.0,313.0,31,False,,xonsh,,,98.0,,https://pypi.org/project/xonsh,2022-12-08 14:51:59.948,98.0,6184.0,6271.0,,,,1.0,8526.0,,,,,,,,,,,,,,,,,,
71,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-05-03 16:54:49.000,2023-05-03 16:54:49,1879.0,18.0,499.0,104.0,895.0,123.0,808.0,6817.0,2023-04-07 16:47:19.000,6.13.0,62.0,186.0,31,True,,pip-tools,conda-forge/pip-tools,,,,https://pypi.org/project/pip-tools,,,8543945.0,8546248.0,https://anaconda.org/conda-forge/pip-tools,2023-04-07 19:35:02.377,85234.0,3.0,,,,,,,,,,,,,,,,,,,
72,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-04-24 17:33:21.000,2023-04-24 17:33:16,665.0,26.0,176.0,46.0,47.0,16.0,174.0,4372.0,2023-04-08 04:50:01.191,3.1.1,30.0,7.0,31,True,,alive-progress,conda-forge/alive-progress,,1964.0,1788.0,https://pypi.org/project/alive-progress,2023-01-02 21:20:40.562,176.0,268124.0,268917.0,https://anaconda.org/conda-forge/alive-progress,2023-04-08 05:54:08.845,30954.0,2.0,,,,,,,,,,,,,,,,,,,
73,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-03-18 18:37:44.000,2023-01-16 03:40:03,1483.0,,165.0,53.0,161.0,80.0,215.0,1586.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,31,True,,doit,conda-forge/doit,,1779.0,1488.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,291.0,397498.0,400429.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,190554.0,3.0,,,,,,,,,,,,,,,,,,,
74,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,,2011-03-29 15:28:56.000,2023-05-04 11:43:12.000,2023-03-19 13:02:50,678.0,6.0,174.0,34.0,155.0,41.0,134.0,1568.0,2022-06-25 15:42:15.000,1.7.0,45.0,89.0,31,False,,nodeenv,conda-forge/nodeenv,,44827.0,44827.0,https://pypi.org/project/nodeenv,,,10049735.0,10085851.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,2455916.0,2.0,,,,,,,,,,,,,,,,,,,
75,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-03-26 13:44:46.000,2023-03-26 13:44:46,538.0,11.0,101.0,31.0,80.0,20.0,145.0,1443.0,2023-03-26 06:25:00.948,6.0.1,56.0,56.0,31,True,,radon,conda-forge/radon,,4581.0,3947.0,https://pypi.org/project/radon,2021-08-08 13:25:20.000,634.0,437780.0,438638.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415,57502.0,2.0,,,,,,,,,,,,,,,,,,,
76,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-05-01 15:23:58.000,2023-05-01 15:23:56,565.0,17.0,90.0,11.0,155.0,52.0,285.0,1206.0,2023-01-19 23:00:14.000,0.20.0,15.0,36.0,31,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],7587.0,7587.0,https://pypi.org/project/mkdocstrings,,,362627.0,364566.0,https://anaconda.org/conda-forge/mkdocstrings,2023-04-07 10:32:53.843,60136.0,2.0,,,,,,,,,,,,,,,,,,,
77,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-04-29 21:25:10.082,2023-04-23 01:30:43,524.0,13.0,131.0,24.0,395.0,49.0,265.0,1058.0,2023-04-23 01:43:49.000,2023.04.22,25.0,86.0,31,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],3962.0,3962.0,https://pypi.org/project/nox,,,1049861.0,1052884.0,https://anaconda.org/conda-forge/nox,2023-04-29 21:25:10.082,166305.0,2.0,,,,,,,,,,,,,,,,,,,
78,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-02-10 09:37:04.000,2023-01-17 20:27:44,742.0,,188.0,20.0,313.0,111.0,222.0,1042.0,2023-01-17 20:31:11.783,6.3.0,22.0,89.0,31,True,,pydocstyle,conda-forge/pydocstyle,,57148.0,54362.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2786.0,3058464.0,3074915.0,https://anaconda.org/conda-forge/pydocstyle,2023-01-17 23:20:42.339,1349015.0,2.0,60.0,,,,,,,,,,,,,,,,,,
79,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-04-04 14:56:00.000,2023-04-04 14:55:55,306.0,23.0,89.0,8.0,192.0,47.0,142.0,932.0,2023-03-23 14:48:01.895,23.3.23,57.0,73.0,31,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],32171.0,31753.0,https://pypi.org/project/flake8-bugbear,2023-01-20 21:20:01.679,418.0,1816220.0,1831651.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-03-23 17:22:10.646,694405.0,2.0,,,,,,,,,,,,,,,,,,,
80,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-05-02 10:17:03.000,2023-05-02 10:17:02,2155.0,132.0,158.0,21.0,760.0,132.0,393.0,771.0,2022-02-06 14:17:08.000,0.5.1,13.0,73.0,31,True,,asv,conda-forge/asv,,923.0,923.0,https://pypi.org/project/asv,,,22389.0,31670.0,https://anaconda.org/conda-forge/asv,2022-11-04 11:34:14.554,705384.0,2.0,,,,,,,,,,,,,,,,,,,
