,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
81,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2023-04-30 12:05:23.000,2023-04-21 00:12:44,383.0,10.0,171.0,30.0,88.0,62.0,56.0,689.0,,,6.0,29.0,31,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],95356.0,95356.0,https://pypi.org/project/alabaster,,,6240549.0,6312777.0,https://anaconda.org/conda-forge/alabaster,2023-01-13 21:36:23.432,5922745.0,2.0,,,,,,,,,,,,,,,,,,-4.0,
82,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-05-03 22:39:04.000,2023-05-03 22:39:02,305.0,14.0,92.0,10.0,187.0,26.0,139.0,484.0,2023-04-13 18:32:10.000,1.23.0,35.0,52.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],35151.0,35151.0,https://pypi.org/project/sphinx-autodoc-typehints,,,1318431.0,1325823.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-01-25 17:54:59.740,487902.0,2.0,,,,,,,,,,,,,,,,,,,
83,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-04-25 15:44:10.000,2023-04-25 15:44:10,2953.0,38.0,250.0,70.0,216.0,134.0,218.0,7638.0,2023-04-20 20:02:50.000,1.5.21.2,142.0,39.0,30,True,,scalene,,,441.0,437.0,https://pypi.org/project/scalene,2023-01-06 20:40:06.239,4.0,14903.0,14903.0,,,,2.0,,,,,,,,,,,,,,,,,,,
84,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-05-04 13:25:56.000,2023-04-25 08:13:00,819.0,10.0,219.0,56.0,127.0,17.0,97.0,5285.0,2022-11-05 12:02:04.078,4.4.0,39.0,47.0,30,True,,pyinstrument,conda-forge/pyinstrument,,1562.0,1445.0,https://pypi.org/project/pyinstrument,2022-11-05 12:02:04.078,117.0,428849.0,431257.0,https://anaconda.org/conda-forge/pyinstrument,2022-11-05 17:20:23.957,192647.0,2.0,,,,,,,,,,,,,,,,,,,
85,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-05-02 22:29:17.000,2023-04-22 18:58:10,1447.0,4.0,1552.0,165.0,669.0,164.0,599.0,4354.0,,,18.0,114.0,30,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,,,3175040.0,3215759.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-02-12 11:49:57.271,3298258.0,2.0,,,,,,,,,,,,,,,,,,,
86,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-05-04 00:32:32.000,2023-05-01 20:03:23,1329.0,45.0,233.0,55.0,1105.0,148.0,877.0,2317.0,2023-05-01 20:11:20.000,2.1.135,100.0,113.0,30,True,,pex,,,,,https://pypi.org/project/pex,,,791572.0,903009.0,,,,2.0,2897381.0,,,,,,,,,,,,,,,,,,
87,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2023-04-21 13:18:12.000,2023-04-21 13:17:49,643.0,6.0,465.0,70.0,257.0,68.0,146.0,1656.0,,,10.0,91.0,30,True,,pyelftools,conda-forge/pyelftools,,5661.0,5113.0,https://pypi.org/project/pyelftools,2022-08-10 21:45:29.337,548.0,2439682.0,2441155.0,https://anaconda.org/conda-forge/pyelftools,2022-10-29 13:21:01.531,126730.0,2.0,,,,,,,,,,,,,,,,,,,
88,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,373.0,49.0,261.0,399.0,465.0,1359.0,,,1.0,95.0,30,False,,nose,conda-forge/nose,,141031.0,141031.0,https://pypi.org/project/nose,,,4918312.0,4950635.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2715181.0,2.0,,,,,,,,,,,,,,,,,,,
89,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2023-05-01 20:49:08.000,2023-05-01 20:49:07,515.0,125.0,86.0,18.0,85.0,10.0,246.0,1179.0,,,18.0,29.0,30,False,,typeguard,conda-forge/typeguard,,14367.0,14367.0,https://pypi.org/project/typeguard,,,8286636.0,8291378.0,https://anaconda.org/conda-forge/typeguard,2023-03-23 08:06:25.663,246614.0,2.0,,,,,,,,,,,,,,,,,,,
90,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2023-04-11 08:30:15.746,2023-04-10 09:23:04,514.0,8.0,122.0,20.0,132.0,31.0,81.0,1009.0,2023-04-10 09:07:08.837,3.7.0,29.0,53.0,30,False,,prettytable,conda-forge/prettytable,,43761.0,42767.0,https://pypi.org/project/prettytable,2023-01-09 20:56:32.595,994.0,8263386.0,8276417.0,https://anaconda.org/conda-forge/prettytable,2023-04-11 08:30:15.746,1081609.0,3.0,,,,,,,,,,,,,,,,,,,
91,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2023-05-01 21:11:17.000,2023-05-01 21:11:14,1111.0,13.0,128.0,23.0,307.0,51.0,215.0,747.0,,,5.0,74.0,30,False,,nose2,conda-forge/nose2,,23177.0,23177.0,https://pypi.org/project/nose2,,,556516.0,558045.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,91751.0,2.0,,,,,,,,,,,,,,,,,,,
92,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-05-01 22:14:39.000,2023-04-29 08:34:34,1482.0,82.0,178.0,23.0,374.0,95.0,373.0,711.0,2022-12-17 15:59:27.000,7.1.0,50.0,115.0,30,True,,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,,,16384230.0,16402905.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1606082.0,3.0,,,,,,,,,,,,,,,,,,,
93,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-03-23 01:07:33.000,2023-03-23 01:07:33,145.0,2.0,52.0,17.0,57.0,13.0,39.0,566.0,2022-01-24 01:14:49.000,0.7.0,13.0,22.0,30,True,,mccabe,conda-forge/mccabe,,377708.0,361776.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15932.0,27297425.0,27377244.0,https://anaconda.org/conda-forge/mccabe,2022-01-24 18:42:20.668,6625018.0,2.0,,,,,,,,,,,,,,,,,,,
94,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2023-05-01 07:46:35.000,2023-05-01 07:46:06,10069.0,44.0,5027.0,1095.0,349.0,52.0,4879.0,26885.0,2023-01-02 22:32:55.000,1.7,8.0,127.0,29,False,,sqlmap,,,,,https://pypi.org/project/sqlmap,,,7463.0,7463.0,,,,2.0,,,,,,,,,,,,,,,,,,,
95,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-04-27 01:14:35.000,2023-02-27 07:59:09,717.0,2.0,117.0,22.0,134.0,15.0,162.0,2503.0,2023-01-08 21:24:44.000,2.7,46.0,35.0,29,True,,vulture,conda-forge/vulture,,3964.0,3709.0,https://pypi.org/project/vulture,2023-01-09 21:18:34.095,255.0,363724.0,364570.0,https://anaconda.org/conda-forge/vulture,2023-01-09 08:50:44.861,68543.0,2.0,,,,,,,,,,,,,,,,,,,
96,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-04-26 18:02:53.000,2023-04-26 18:02:47,1151.0,9.0,111.0,33.0,261.0,109.0,266.0,1940.0,,,21.0,65.0,29,True,,flit,conda-forge/flit,,1386.0,1386.0,https://pypi.org/project/flit,,,136647.0,138710.0,https://anaconda.org/conda-forge/flit,2022-11-06 11:38:49.501,154779.0,3.0,,,,,,,,,,,,,,,,,,,
97,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-05-01 11:28:20.000,2023-05-01 11:28:11,909.0,36.0,165.0,27.0,221.0,15.0,303.0,1520.0,,,,44.0,29,True,,pdoc,,,1747.0,1747.0,https://pypi.org/project/pdoc,,,101882.0,101882.0,,,,2.0,,,,,,,,,,,,,,,,,,,
98,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2022-10-28 10:53:26.838,2019-10-16 17:48:40,1195.0,,152.0,35.0,151.0,49.0,126.0,1436.0,2016-07-28 10:37:00.000,1.0.0,2.0,76.0,29,False,,logbook,conda-forge/logbook,,4391.0,4391.0,https://pypi.org/project/logbook,,,2554758.0,2557295.0,https://anaconda.org/conda-forge/logbook,2022-10-28 10:53:26.838,126713.0,3.0,294.0,,,,,,,,,,,,,,,,,,
99,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,,2013-06-25 21:09:27.000,2023-05-03 14:12:17.000,2023-04-10 11:51:09,424.0,14.0,70.0,17.0,159.0,21.0,90.0,1060.0,2023-04-10 11:18:29.000,0.9.7,8.0,48.0,29,False,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],22041.0,22041.0,https://pypi.org/project/pytest-sugar,,,815934.0,818598.0,https://anaconda.org/conda-forge/pytest-sugar,2023-04-10 13:13:03.642,183624.0,2.0,3.0,,,,,,,,,,,,,,,,,,
100,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-02-08 04:25:59.000,2022-08-29 14:53:21,230.0,,81.0,12.0,46.0,1.0,73.0,799.0,2021-11-08 16:58:17.000,6.6.0,20.0,30.0,29,True,,colorlog,conda-forge/colorlog,,24459.0,24459.0,https://pypi.org/project/colorlog,,,6905421.0,6922403.0,https://anaconda.org/conda-forge/colorlog,2022-10-26 21:11:56.658,1443500.0,3.0,,,,,,,,,,,,,,,,,,,
101,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-04-27 23:05:05.000,2023-02-28 20:05:14,1758.0,2.0,176.0,21.0,349.0,155.0,391.0,670.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,29,False,breathe-doc/breathe,breathe,conda-forge/breathe,,9518.0,9518.0,https://pypi.org/project/breathe,,,365221.0,371116.0,https://anaconda.org/conda-forge/breathe,2023-03-01 13:19:31.767,464276.0,2.0,499.0,,,,,,,,,,,,,,,,,,
102,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2023-03-15 15:29:58.000,2022-11-08 15:07:52,1711.0,,172.0,55.0,274.0,134.0,229.0,560.0,2022-11-08 15:13:17.367,3.0.1,123.0,92.0,29,False,,zc.buildout,conda-forge/zc.buildout,,1064.0,,https://pypi.org/project/zc.buildout,2022-11-08 15:13:17.367,1064.0,77715.0,78919.0,https://anaconda.org/conda-forge/zc.buildout,2022-03-31 09:12:41.632,24094.0,3.0,,,,,,,,,,,,,,,,,,7.0,
103,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-04-26 01:47:44.000,2023-01-31 06:24:11,623.0,,116.0,17.0,182.0,60.0,163.0,552.0,2022-03-26 22:16:11.000,2.5.3,54.0,67.0,29,True,,pylint-django,conda-forge/pylint-django,['pylint'],26814.0,25641.0,https://pypi.org/project/pylint-django,2022-03-25 16:09:23.000,1173.0,985889.0,987659.0,https://anaconda.org/conda-forge/pylint-django,2022-04-07 12:02:14.331,142998.0,2.0,230.0,,,,,,,,,,,,,,,,,,
104,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-05-03 14:20:30.000,2023-05-03 14:19:26,474.0,1.0,184.0,8.0,225.0,14.0,146.0,518.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],31133.0,31133.0,https://pypi.org/project/coveralls,,,505238.0,517181.0,https://anaconda.org/conda-forge/coveralls,2022-08-03 01:11:21.846,907702.0,2.0,,,,,,,,,,,,,,,,,,,
105,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2023-04-27 15:13:09.000,2023-04-25 14:50:41,1065.0,3.0,66.0,33.0,6.0,,,227.0,2023-04-27 15:17:02.669,6.0.1,40.0,186.0,29,True,,hacking,,['flake8'],4397.0,,https://pypi.org/project/hacking,2022-10-06 09:48:04.927,4397.0,151284.0,151284.0,,,,2.0,,,,,,,,,,,,,,,,,,,
106,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-04-29 19:36:34.000,2023-04-29 19:35:43,97.0,4.0,27.0,12.0,44.0,1.0,29.0,127.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,29,True,,gast,conda-forge/gast,,117875.0,115938.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000,1937.0,12877116.0,12913050.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503,2156089.0,1.0,,,,,,,,,,,,,,,,,,,
107,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-03-04 03:11:05.000,2022-06-22 04:41:01,431.0,,469.0,165.0,151.0,137.0,167.0,9207.0,2022-06-22 04:50:45.000,0.15.1.0,9.0,40.0,28,True,,gdbgui,,,280.0,280.0,https://pypi.org/project/gdbgui,,,57171.0,57567.0,,,,2.0,13473.0,,,,,,,,,,,,,,,,,,
108,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-05-04 13:41:25.000,2023-05-03 13:30:53,2441.0,106.0,268.0,48.0,1202.0,470.0,838.0,4608.0,2023-04-06 14:24:04.000,2023.04.06,105.0,122.0,28,True,,,conda-forge/mamba,,,,,,,,145178.0,https://anaconda.org/conda-forge/mamba,2023-04-06 15:21:25.785,7258934.0,3.0,,,,,,,,,,,,,,,,,,,
109,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,105.0,3152.0,835.0,2373.0,3463.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,28,False,,coala-bears,,,121.0,12.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,109.0,1558.0,1559.0,,,,2.0,162.0,,,,,,,,,,,,,,,,,,
110,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-05-04 07:37:19.000,2023-05-04 07:37:19,2954.0,488.0,266.0,42.0,607.0,103.0,490.0,1700.0,2023-04-12 04:02:57.000,0.3.14,24.0,120.0,28,True,,briefcase,,,,,https://pypi.org/project/briefcase,,,5687.0,5689.0,,,,2.0,103.0,,,,,,,,,,,,,,,,,,
111,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-04-05 10:48:47.000,2023-02-26 17:29:13,584.0,14.0,123.0,30.0,303.0,49.0,115.0,1491.0,2022-12-08 19:08:48.000,2.3.5,18.0,41.0,28,True,,safety,conda-forge/safety,,14.0,14.0,https://pypi.org/project/safety,,,967923.0,977629.0,https://anaconda.org/conda-forge/safety,2022-12-09 10:33:04.329,61728.0,3.0,319963.0,,,,,,,,,,,,,,,,,,
112,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-05-03 18:58:46.000,2023-05-01 09:12:34,415.0,39.0,117.0,37.0,304.0,25.0,209.0,1137.0,2023-03-19 10:27:27.000,0.21.0,20.0,41.0,28,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,,,6331320.0,6353640.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-03-19 13:23:50.028,1606728.0,3.0,85.0,,,,,,,,,,,,,,,,,,
113,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2023-04-26 00:05:23.000,2023-04-26 00:05:22,586.0,27.0,73.0,14.0,152.0,34.0,69.0,759.0,2023-04-18 12:27:06.733,2.1.1,57.0,37.0,28,True,PyCQA/autoflake,autoflake,conda-forge/autoflake,,706.0,,https://pypi.org/project/autoflake,2023-01-31 16:04:02.641,706.0,1351965.0,1361537.0,https://anaconda.org/conda-forge/autoflake,2022-10-14 07:46:06.339,469038.0,2.0,,,,,,,,,,,,,,,,,,,
114,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2022-12-31 03:02:53.000,2022-12-31 03:02:53,264.0,,94.0,25.0,109.0,38.0,77.0,716.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,28,True,,astor,conda-forge/astor,,2164.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2164.0,6406312.0,6433413.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,1978383.0,2.0,,,,,,,,,,,,,,,,,,,
115,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-05-04 09:41:23.000,2023-04-24 23:57:41,627.0,10.0,101.0,24.0,152.0,20.0,59.0,703.0,2021-12-12 20:12:19.000,V2.0.3,9.0,42.0,28,False,,pyhamcrest,conda-forge/pyhamcrest,,33435.0,33435.0,https://pypi.org/project/pyhamcrest,,,1288197.0,1293758.0,https://anaconda.org/conda-forge/pyhamcrest,2022-09-21 07:33:07.620,467155.0,3.0,,,,,,,,,,,,,,,,,,,
116,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-04-25 13:29:34.000,2021-06-11 10:22:09,273.0,,41.0,9.0,36.0,30.0,51.0,504.0,,,7.0,15.0,28,False,,coloredlogs,anaconda/coloredlogs,,21243.0,21243.0,https://pypi.org/project/coloredlogs,,,6029261.0,6029397.0,https://anaconda.org/anaconda/coloredlogs,2023-03-17 13:09:02.979,9292.0,3.0,,,,,,,,,,,,,,,,,,,
117,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2022-12-08 14:26:52.000,2021-10-18 03:34:23,504.0,,41.0,6.0,61.0,71.0,95.0,476.0,2021-10-18 03:40:35.000,1.8.1,49.0,22.0,28,False,,darglint,conda-forge/darglint,,18398.0,18277.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,121.0,515320.0,516718.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449,61543.0,2.0,,,,,,,,,,,,,,,,,,,
118,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2023-04-03 15:58:18.000,2023-04-03 15:58:18,257.0,1.0,131.0,15.0,122.0,17.0,77.0,446.0,2022-12-19 20:46:55.580,0.13.3,27.0,35.0,28,False,,pep8-naming,conda-forge/pep8-naming,,48931.0,47058.0,https://pypi.org/project/pep8-naming,2022-12-19 20:46:55.580,1873.0,1855077.0,1858516.0,https://anaconda.org/conda-forge/pep8-naming,2022-12-20 00:48:27.815,299279.0,2.0,,,,,,,,,,,,,,,,,,,
119,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2023-05-04 13:48:36.000,2023-05-03 17:54:07,544.0,25.0,49.0,12.0,98.0,13.0,93.0,400.0,2023-05-03 17:54:16.000,1.6.5,9.0,26.0,28,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,,2793.0,2793.0,https://pypi.org/project/docformatter,,,336171.0,338059.0,https://anaconda.org/conda-forge/docformatter,2023-05-03 20:54:17.401,60436.0,3.0,,,,,,,,,,,,,,,,,,,
120,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-04-20 14:31:29.000,2023-04-20 14:31:29,255.0,2.0,25.0,15.0,31.0,4.0,5.0,380.0,2023-01-16 06:54:10.000,1.1.1,38.0,12.0,28,True,explosion/wasabi,wasabi,conda-forge/wasabi,,27747.0,27747.0,https://pypi.org/project/wasabi,,,4131287.0,4152044.0,https://anaconda.org/conda-forge/wasabi,2023-01-23 10:44:50.730,1058648.0,3.0,,,,,,,,,,,,,,,,,,,
121,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-05-03 18:59:59.000,2023-05-03 18:57:19,772.0,68.0,21.0,4.0,456.0,45.0,78.0,341.0,2023-03-29 18:53:41.000,0.33.1,50.0,15.0,28,True,,nitpick,,['flake8'],1232.0,1232.0,https://pypi.org/project/nitpick,,,95943.0,95943.0,,,,2.0,4.0,,,,,,,,,,,,,,,,,,
122,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-04-02 17:19:51.000,2022-12-27 17:54:48,436.0,,27.0,11.0,38.0,16.0,18.0,238.0,2022-10-29 15:21:26.062,1.2.0,31.0,9.0,28,True,,executing,conda-forge/executing,,68973.0,68847.0,https://pypi.org/project/executing,2022-10-29 15:21:26.062,126.0,9972838.0,10138693.0,https://anaconda.org/conda-forge/executing,2022-11-01 15:44:50.965,6800070.0,2.0,,,,,,,,,,,,,,,,,,,
123,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2022-10-29 20:43:34.047,2022-10-08 21:16:38,202.0,,55.0,20.0,106.0,1.0,86.0,217.0,2022-05-21 21:30:52.000,1.5.4,34.0,26.0,28,True,,typed_ast,conda-forge/typed-ast,,5526.0,,https://pypi.org/project/typed_ast,2022-05-21 21:30:52.000,5526.0,8544275.0,8633307.0,https://anaconda.org/conda-forge/typed-ast,2022-10-29 20:43:34.047,5965148.0,2.0,,,,,,,,,,,,,,,,,,,
124,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-04-20 07:24:40.000,2019-12-22 18:11:19,86.0,,46.0,8.0,33.0,24.0,21.0,195.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,28,False,,astunparse,conda-forge/astunparse,,72628.0,72214.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,414.0,7721012.0,7742176.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426,1502652.0,2.0,,,,,,,,,,,,,,,,,,,
