,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_dependent_project_count,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
19,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-12-12 13:04:58.000,2022-12-11 21:18:00,12584.0,190.0,538.0,69.0,2183.0,1298.0,6397.0,2022-12-11 21:19:34.875,6.61.0,1007.0,297.0,41,True,47.0,hypothesis,conda-forge/hypothesis,,17182.0,15210.0,https://pypi.org/project/hypothesis,2022-07-05 05:13:25.000,4011978.0,4102363.0,https://anaconda.org/conda-forge/hypothesis,2022-12-12 02:21:59.717,6959661.0,1.0,1972.0,,,,,,,,,,,,,,,,,,,,
20,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-12-15 03:28:43.000,2022-12-15 03:28:43,3972.0,60.0,502.0,42.0,880.0,1037.0,5423.0,2022-12-13 18:29:13.121,5.11.2,138.0,271.0,41,True,129.0,isort,conda-forge/isort,,309716.0,294597.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,25600156.0,25652437.0,https://anaconda.org/conda-forge/isort,2022-12-13 21:18:56.626,4025671.0,2.0,15119.0,,3.0,,,,,,,,,,,,,,,,,,
21,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-11-22 16:27:48.875,2022-11-21 22:23:46,8322.0,36.0,479.0,114.0,564.0,1282.0,5293.0,2022-11-21 22:34:01.796,0.18.2,32.0,156.0,41,True,45.0,jedi,conda-forge/jedi,,259336.0,251028.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,16790313.0,16966797.0,https://anaconda.org/conda-forge/jedi,2022-11-22 16:27:48.875,13059852.0,1.0,8308.0,,,,,,,,,,,,,,,,,,,,
22,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-12-14 21:16:21.000,2022-12-14 21:15:05,4694.0,188.0,2651.0,112.0,2114.0,1632.0,12039.0,2022-12-11 15:15:14.000,9.0.0b4,290.0,172.0,40,True,14.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],19545.0,19545.0,https://pypi.org/project/mkdocs-material,2022-11-08 14:44:39.000,1688258.0,1692607.0,https://anaconda.org/conda-forge/mkdocs-material,2022-11-30 21:39:55.369,187031.0,1.0,,,-1.0,,,,,,,,,,,,,,,,,,
23,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-12-13 02:22:39.000,2022-12-13 02:22:38,2327.0,59.0,663.0,82.0,978.0,1612.0,9336.0,2022-07-11 00:58:54.000,2.20.0,169.0,146.0,40,True,20.0,pre-commit,conda-forge/pre-commit,,71698.0,68250.0,https://pypi.org/project/pre-commit,2022-05-05 13:55:13.000,7542170.0,7600820.0,https://anaconda.org/conda-forge/pre-commit,2022-10-28 15:12:46.425,2198816.0,1.0,3448.0,231844.0,,,,,,,,,,,,,,,,,,,
24,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-12-15 14:14:40.000,2022-12-15 14:14:40,16147.0,113.0,1280.0,195.0,3391.0,7845.0,5047.0,2022-12-07 03:19:23.000,22.11.1,100.0,408.0,40,True,1031.0,conda,conda-forge/conda,,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,222891.0,683203.0,https://anaconda.org/conda-forge/conda,2022-12-07 23:51:39.020,34983752.0,1.0,1090.0,,,,,,,,,,,,,,,,,,,,
25,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-12-12 20:55:38.000,2022-12-07 03:01:44,622.0,32.0,970.0,160.0,1189.0,1173.0,4332.0,2022-12-05 22:47:06.493,20.17.1,197.0,241.0,40,True,76.0,virtualenv,conda-forge/virtualenv,,17756.0,,https://pypi.org/project/virtualenv,2022-07-27 21:53:47.000,42854621.0,42900410.0,https://anaconda.org/conda-forge/virtualenv,2022-12-10 21:22:07.054,3159455.0,2.0,17756.0,,,,,,,,,,,,,,,,,,,,
26,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-12-15 13:04:35.398,2022-12-15 02:56:57,429.0,107.0,452.0,40.0,1158.0,1398.0,3114.0,2022-12-15 03:12:09.435,4.0.11,150.0,258.0,40,True,76.0,tox,conda-forge/tox,['pytest'],87637.0,66746.0,https://pypi.org/project/tox,2022-06-29 23:24:55.000,6666483.0,6675984.0,https://anaconda.org/conda-forge/tox,2022-12-15 13:04:35.398,598584.0,1.0,20891.0,,,,,,,,,,,,,,,,,,,,
27,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-12-14 11:56:11.000,2022-12-12 04:51:50,2684.0,134.0,1852.0,184.0,2171.0,3986.0,22936.0,2022-12-12 01:33:01.951,1.3.1,156.0,417.0,39,True,658.0,poetry,conda-forge/poetry,,155.0,,https://pypi.org/project/poetry,2022-08-31 03:48:14.633,11067834.0,11345349.0,https://anaconda.org/conda-forge/poetry,2022-12-12 07:31:23.302,718829.0,2.0,155.0,14719404.0,,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-12-15 08:09:16.000,2022-12-14 15:12:04,1581.0,90.0,326.0,58.0,986.0,610.0,1383.0,2022-11-22 12:40:44.691,1.11.1,168.0,151.0,39,True,186.0,sentry-sdk,conda-forge/sentry-sdk,,26738.0,26738.0,https://pypi.org/project/sentry-sdk,2022-10-21 14:39:28.000,19421644.0,19427855.0,https://anaconda.org/conda-forge/sentry-sdk,2022-11-22 16:13:01.290,300095.0,1.0,,3832.0,,,,,,,,,,,,,,,,,,,
29,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-12-13 06:27:59.000,2022-12-13 06:27:57,1353.0,40.0,671.0,119.0,449.0,587.0,4739.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,38,True,116.0,pycodestyle,conda-forge/pycodestyle,,290392.0,279031.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,28635101.0,28705021.0,https://anaconda.org/conda-forge/pycodestyle,2022-11-24 16:23:10.571,5453823.0,1.0,11361.0,,,,,,,,,,,,,,,,,,,,
30,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-12-15 12:39:43.000,2022-12-15 12:02:39,1433.0,20.0,1699.0,161.0,640.0,571.0,4249.0,2022-11-04 19:24:09.941,1.1.1,37.0,112.0,38,True,220.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6054.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2022-10-13 20:24:36.386,3327101.0,3366428.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2022-12-12 17:56:57.173,2988890.0,2.0,6038.0,,,,,,,,,,,,,,,,,,,,
31,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2022-12-14 09:52:07.000,2022-12-14 09:52:06,620.0,45.0,209.0,26.0,355.0,230.0,445.0,2022-12-07 23:18:35.000,22.0,40.0,83.0,38,True,69.0,packaging,conda-forge/packaging,,547844.0,530342.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,132069412.0,132371191.0,https://anaconda.org/conda-forge/packaging,2022-12-08 20:23:39.118,23537526.0,1.0,17502.0,630.0,,,,,,,,,,,,,,,,,,,
32,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-12-12 13:20:15.000,2022-12-12 13:20:09,4531.0,123.0,1333.0,491.0,571.0,1343.0,21908.0,2022-10-29 09:42:17.000,3.3.0,90.0,166.0,37,True,239.0,glances,conda-forge/glances,,601.0,551.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,307032.0,309254.0,https://anaconda.org/conda-forge/glances,2022-11-03 21:02:41.924,179287.0,1.0,50.0,827.0,,,,,,,,,,,,,,,,,,,
33,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-12-14 13:29:28.000,2022-12-14 13:29:28,1849.0,92.0,552.0,105.0,857.0,777.0,6462.0,2022-12-14 10:24:34.762,6.12.0,108.0,185.0,37,True,118.0,pip-tools,conda-forge/pip-tools,,1867.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,8509970.0,8511968.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,63957.0,2.0,1867.0,,,,,,,,,,,,,,,,,,,,
34,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-12-03 03:56:16.000,2022-12-03 03:56:16,2805.0,31.0,278.0,66.0,214.0,347.0,4224.0,2022-10-28 21:13:03.171,2.0.0,71.0,57.0,37,True,103.0,autopep8,conda-forge/autopep8,,151705.0,146019.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,2916753.0,2928639.0,https://anaconda.org/conda-forge/autopep8,2022-10-29 13:49:35.758,927128.0,2.0,5686.0,,,,,,,,,,,,,,,,,,,,
35,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-12-15 12:33:22.000,2022-12-15 12:24:04,2883.0,247.0,160.0,26.0,287.0,205.0,1467.0,2022-12-15 12:27:02.007,1.6.0,79.0,73.0,37,True,81.0,rope,conda-forge/rope,,47316.0,45714.0,https://pypi.org/project/rope,2022-06-22 07:57:01.000,616559.0,630443.0,https://anaconda.org/conda-forge/rope,2022-11-25 09:09:24.765,944126.0,1.0,1602.0,,3.0,,,,,,,,,,,,,,,,,,
36,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-12-11 10:54:44.000,2022-12-03 16:10:49,908.0,11.0,188.0,34.0,229.0,225.0,1355.0,2022-09-28 18:41:46.166,4.0.0,44.0,81.0,37,True,123.0,pytest-cov,conda-forge/pytest-cov,['pytest'],190310.0,160635.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,16279334.0,16365467.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,6976789.0,1.0,29675.0,,,,,,,,,,,,,,,,,,,,
37,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-12-14 17:05:55.000,2022-12-14 17:05:54,1060.0,17.0,282.0,33.0,512.0,396.0,1347.0,2022-12-01 01:51:31.000,4.0.2,51.0,112.0,37,True,48.0,twine,conda-forge/twine,,88837.0,76159.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,3478364.0,3486720.0,https://anaconda.org/conda-forge/twine,2022-12-01 12:45:16.522,635057.0,1.0,12678.0,,,,,,,,,,,,,,,,,,,,
38,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-11-27 21:15:38.000,2022-11-27 21:15:37,553.0,13.0,170.0,27.0,286.0,434.0,1216.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,37,True,63.0,pyflakes,conda-forge/pyflakes,,191095.0,177456.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,19216887.0,19284148.0,https://anaconda.org/conda-forge/pyflakes,2022-11-24 20:00:59.834,5246403.0,1.0,13639.0,,,,,,,,,,,,,,,,,,,,
39,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-12-02 19:04:37.000,2022-12-02 18:45:46,676.0,22.0,563.0,119.0,88.0,613.0,13583.0,2022-01-29 13:50:01.000,0.6.0,18.0,41.0,36,True,62.0,loguru,conda-forge/loguru,,34775.0,33066.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,4026237.0,4044171.0,https://anaconda.org/conda-forge/loguru,2022-10-26 21:41:01.021,824986.0,2.0,1709.0,,,,,,,,,,,,,,,,,,,,
40,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-11-30 22:23:50.000,2022-11-30 22:23:50,1208.0,3.0,858.0,216.0,270.0,400.0,12956.0,2020-04-23 19:07:36.000,0.30.0,68.0,138.0,36,True,363.0,yapf,conda-forge/yapf,,46624.0,44535.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2430795.0,2446610.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1233588.0,3.0,2089.0,,,,,,,,,,,,,,,,,,,,
