,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,new_addition,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
192,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2022-06-15 13:13:51.000,2022-04-21 14:15:55,556.0,2.0,114.0,33.0,89.0,136.0,787.0,2020-07-03 08:11:24.000,2.5.1,22.0,30.0,28.0,22,True,pynsist,,,47.0,,https://pypi.org/project/pynsist,2022-03-21 11:44:22.000,47.0,1772.0,1772.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
193,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2022-01-21 18:17:35.000,2019-12-20 19:59:49,222.0,,143.0,15.0,65.0,28.0,776.0,2018-07-25 01:42:48.000,0.6.0,11.0,36.0,29.0,22,False,pycco,,,372.0,259.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,113.0,1232.0,1232.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
194,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2022-04-16 14:23:07.928,2021-12-15 17:43:12,1026.0,,38.0,14.0,21.0,50.0,674.0,2021-12-15 20:36:30.000,3.4.3,49.0,9.0,37.0,22,True,hunter,conda-forge/hunter,,111.0,90.0,https://pypi.org/project/hunter,2021-12-15 20:36:30.000,21.0,8186.0,8966.0,https://anaconda.org/conda-forge/hunter,2022-04-16 14:23:07.928,8586.0,3.0,,,,,,,,,,,,,,,,,,,,,
195,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2022-06-22 15:52:56.000,2022-06-15 19:15:16,1002.0,6.0,138.0,32.0,267.0,232.0,362.0,2022-03-22 08:29:10.000,3.3.1,38.0,52.0,65.0,22,True,,constructor,,12.0,12.0,,,,,96.0,https://anaconda.org/anaconda/constructor,2022-05-02 20:15:08.965,6903.0,3.0,226.0,,,,,,,,,,,,,,,,,,,,
196,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2022-05-18 08:38:23.000,2022-04-09 19:09:55,66.0,6.0,51.0,7.0,46.0,29.0,292.0,2022-04-09 19:12:33.000,0.12.0,17.0,14.0,21.0,22,True,pytest-docker,,['pytest'],29.0,,https://pypi.org/project/pytest-docker,2022-04-09 19:10:43.000,29.0,67722.0,67725.0,,,,3.0,87.0,,,,,,,,,,,,,,,,,,,,
197,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2022-02-12 20:34:18.000,2022-02-12 20:26:26,69.0,,23.0,7.0,11.0,43.0,246.0,2022-02-12 20:35:47.000,2.7.0,20.0,4.0,9.0,22,True,mkdocs-awesome-pages-plugin,,['mkdocs'],64.0,,https://pypi.org/project/mkdocs-awesome-pages-plugin,2022-02-12 20:34:18.000,64.0,63678.0,63678.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
198,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2022-06-14 00:12:45.000,2022-06-14 00:12:44,343.0,20.0,18.0,6.0,144.0,44.0,242.0,2022-04-17 13:58:01.000,2.2.3,34.0,9.0,1.0,22,True,add-trailing-comma,,,12.0,,https://pypi.org/project/add-trailing-comma,2022-04-17 13:58:01.000,12.0,18626.0,18626.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
199,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2022-05-03 07:49:02.000,2022-02-24 16:06:18,113.0,,18.0,5.0,14.0,27.0,212.0,2021-09-03 15:34:36.000,0.8.0,21.0,9.0,6.0,22,True,xenon,conda-forge/xenon,,434.0,365.0,https://pypi.org/project/xenon,2022-02-24 08:21:17.000,69.0,72694.0,72972.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,15576.0,3.0,,,,,,,,,,,,,,,,,,,,,
200,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2022-06-17 19:50:09.000,2021-09-24 20:54:11,522.0,,38.0,5.0,26.0,43.0,162.0,2021-12-15 14:41:21.229,0.1.0,33.0,10.0,33.0,22,True,releases,conda-forge/sphinx-releases,['sphinx'],823.0,457.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000,366.0,6954.0,7872.0,https://anaconda.org/conda-forge/sphinx-releases,2021-10-19 17:29:57.242,45029.0,3.0,,,,,,,,,,,,,,,,,,,,,
201,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2022-06-21 15:35:04.000,2021-10-14 20:29:54,188.0,,37.0,7.0,38.0,40.0,153.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,37.0,22,True,mkdocs-with-pdf,,['mkdocs'],147.0,147.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000,,12345.0,12345.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
202,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,2020-08-24 01:31:58,433.0,,120.0,75.0,25.0,20.0,2991.0,2017-06-28 06:10:16.000,0.1.3,4.0,18.0,17.0,21,False,profiling,,,53.0,48.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133,5.0,2918.0,2918.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
203,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2021-06-04 01:31:20.000,2017-03-13 17:42:17,340.0,,196.0,60.0,44.0,15.0,2626.0,,,13.0,20.0,40.0,21,False,pyrasite,,,45.0,39.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,6.0,31420.0,31420.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
204,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-11-27 17:41:04.999,2021-11-24 14:32:14,130.0,,77.0,28.0,10.0,38.0,2548.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,4.0,21,True,pretty_errors,conda-forge/pretty_errors,,39.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,39.0,15909.0,16167.0,https://anaconda.org/conda-forge/pretty_errors,2021-11-27 17:41:04.999,4906.0,3.0,,,,,,,,,,,,,,,,,,,,,
205,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2022-06-13 18:09:20.000,2022-06-13 18:08:22,92.0,8.0,50.0,35.0,21.0,25.0,1500.0,2020-12-02 20:41:20.000,20.12.2,3.0,35.0,8.0,21,True,xar,,,20.0,20.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,150.0,150.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
206,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2022-06-20 19:51:50.000,2022-04-01 00:24:27,690.0,11.0,16.0,3.0,378.0,73.0,260.0,2022-03-27 17:47:46.000,0.32.0,48.0,14.0,40.0,21,True,nitpick,,['flake8'],4.0,,https://pypi.org/project/nitpick,2022-03-27 17:47:42.000,4.0,11129.0,11129.0,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,
207,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2022-03-11 23:29:09.000,2021-10-05 01:31:10,72.0,,35.0,17.0,30.0,45.0,241.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,41.0,21,True,mkdocs-pdf-export-plugin,,['mkdocs'],245.0,241.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,4.0,16970.0,16970.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
208,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2022-02-10 13:58:38.706,2022-02-09 02:49:51,186.0,,15.0,6.0,68.0,30.0,133.0,2022-02-09 03:17:52.000,0.2.3,7.0,12.0,19.0,21,True,pandas-vet,conda-forge/pandas-vet,['flake8'],95.0,86.0,https://pypi.org/project/pandas-vet,2022-02-09 02:48:57.000,9.0,85984.0,86238.0,https://anaconda.org/conda-forge/pandas-vet,2022-02-10 13:58:38.706,9650.0,3.0,44.0,,,,,,,,,,,,,,,,,,,,
209,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2022-03-28 15:51:24.000,2022-03-11 03:24:05,55.0,,22.0,5.0,14.0,11.0,83.0,2022-03-11 03:32:21.000,3.0.0,12.0,8.0,7.0,21,True,flake8-bandit,,['flake8'],131.0,,https://pypi.org/project/flake8-bandit,2022-03-11 03:32:21.000,131.0,686130.0,686130.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
210,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2022-05-18 12:08:29.000,2022-05-18 12:07:17,415.0,2.0,74.0,41.0,48.0,33.0,1482.0,2021-11-11 16:04:25.000,0.9.3,39.0,10.0,20.0,20,True,birdseye,,,4.0,,https://pypi.org/project/birdseye,2022-05-18 12:08:29.000,4.0,1637.0,1637.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
211,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2022-05-26 16:10:15.000,2021-06-13 07:59:39,244.0,,63.0,15.0,39.0,31.0,787.0,2021-06-13 08:00:00.000,1.7.0,28.0,16.0,27.0,20,True,portray,,,17.0,,https://pypi.org/project/portray,2021-06-13 08:00:00.000,17.0,4418.0,4418.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
212,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2022-03-26 09:17:46.000,2022-03-26 09:17:40,420.0,1.0,26.0,16.0,12.0,23.0,768.0,2021-11-11 16:57:18.000,0.4.1,12.0,21.0,18.0,20,True,snoop,conda-forge/snoop,,12.0,,https://pypi.org/project/snoop,2021-11-11 16:57:18.000,12.0,27836.0,27899.0,https://anaconda.org/conda-forge/snoop,2021-11-11 19:47:40.294,505.0,3.0,,,,,,,,,,,,,,,,,,,,,
213,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2022-04-27 20:01:43.000,2021-09-08 10:38:28,98.0,,24.0,8.0,63.0,34.0,514.0,2021-09-29 08:43:45.000,0.8.0,12.0,7.0,8.0,20,True,python-devtools,conda-forge/python-devtools,,703.0,702.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000,1.0,452.0,729.0,https://anaconda.org/conda-forge/python-devtools,2021-09-29 17:13:46.247,3891.0,3.0,,,,,,,,,,,,,,,,,,,,,
214,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2022-04-13 09:53:07.670,2022-02-02 16:18:05,489.0,,19.0,9.0,44.0,15.0,327.0,2021-04-08 20:14:54.000,1.8.0,23.0,11.0,6.0,20,True,manhole,conda-forge/manhole,,140.0,102.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,38.0,10823.0,11194.0,https://anaconda.org/conda-forge/manhole,2022-04-13 09:53:07.670,4081.0,3.0,,,,,,,,,,,,,,,,,,,,,
215,Fixit,Instagram/Fixit,linters,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000,2022-06-20 20:24:03.000,2022-06-20 20:24:03,167.0,1.0,44.0,15.0,167.0,25.0,314.0,2021-07-31 16:17:24.000,0.1.4,6.0,30.0,32.0,20,True,fixit,,,22.0,20.0,https://pypi.org/project/fixit,2021-07-30 20:35:02.000,2.0,6251.0,6251.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
216,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2022-01-27 10:32:34.000,2022-01-27 10:32:34,98.0,,18.0,9.0,21.0,20.0,260.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,15.0,20,True,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],812.0,758.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,54.0,343600.0,349195.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,346915.0,3.0,,,,,,,,,,,,,,,,,,,,,
217,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2022-04-12 18:58:29.000,2022-04-12 18:50:47,399.0,23.0,36.0,7.0,67.0,26.0,220.0,2022-02-20 06:09:19.000,2.0.0,10.0,17.0,20.0,20,True,imhotep,,,16.0,11.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,5.0,33.0,33.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
218,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2022-01-18 16:47:45.000,2022-01-18 16:14:21,72.0,,17.0,4.0,24.0,11.0,163.0,2019-10-22 13:04:22.000,1.3.1,9.0,7.0,5.0,20,True,pytest-datadir,conda-forge/pytest-datadir,['pytest'],689.0,618.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000,71.0,121397.0,123136.0,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374,118312.0,3.0,,,,,,,,,,,,,,,,,,,,,
219,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2021-08-29 14:44:21.000,2021-03-21 11:36:52,70.0,,19.0,4.0,14.0,3.0,106.0,2019-12-31 16:44:58.000,0.2.1,10.0,14.0,9.0,20,False,dodgy,conda-forge/dodgy,,2074.0,1791.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,283.0,218119.0,218518.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579,27953.0,3.0,,,,,,,,,,,,,,,,,,,,,
220,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2022-06-15 18:11:15.000,2022-06-14 18:35:19,421.0,78.0,13.0,3.0,15.0,52.0,81.0,2022-05-26 10:10:25.000,0.19.3,41.0,10.0,28.0,20,True,griffe,conda-forge/griffe,,1.0,,https://pypi.org/project/griffe,2022-06-03 18:21:58.000,1.0,30649.0,36252.0,https://anaconda.org/conda-forge/griffe,2022-06-03 22:07:44.569,16811.0,3.0,,,,,,,,,,,,,,,,,,,,,
221,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2022-03-30 17:22:48.000,2022-03-07 18:48:36,240.0,,34.0,2.0,45.0,80.0,47.0,2022-03-07 18:48:43.000,0.16.1,26.0,23.0,16.0,20,False,pytkdocs,conda-forge/pytkdocs,,8.0,,https://pypi.org/project/pytkdocs,2022-03-07 18:48:43.000,8.0,121408.0,123529.0,https://anaconda.org/conda-forge/pytkdocs,2022-03-08 15:08:30.099,42432.0,3.0,,,,,,,,,,,,,,,,,,,,,
222,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2022-06-02 09:27:44.000,2022-05-19 16:03:51,482.0,1.0,324.0,76.0,120.0,199.0,4996.0,2019-02-14 00:27:42.000,1.1.5,7.0,49.0,128.0,19,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
223,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2021-11-13 17:38:32.433,2021-11-13 14:58:04,27.0,,117.0,28.0,4.0,3.0,1398.0,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,4.0,19,True,heartrate,conda-forge/heartrate,,43.0,40.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000,3.0,885.0,947.0,https://anaconda.org/conda-forge/heartrate,2021-11-13 17:38:32.433,751.0,3.0,,,,,,,,,,,,,,,,,,,,,
224,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2022-04-18 07:11:37.000,2022-03-11 18:31:51,368.0,,40.0,20.0,53.0,72.0,1097.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,54.0,19,True,pyflow,,,1.0,,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,225.0,349.0,,,,3.0,4223.0,,,,,,,,,,,,,,,,,,,,
225,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2020-07-19 15:23:26.710,2019-10-30 17:50:10,279.0,,47.0,1.0,,,248.0,,,13.0,10.0,,19,False,assertpy,conda-forge/assertpy,,92.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,92.0,329767.0,330037.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710,14889.0,3.0,,,,,,,,,,,,,,,,,,,,,
226,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,34.0,4.0,68.0,,228.0,2021-01-11 18:40:32.000,0.9.0,28.0,16.0,4.0,19,False,flakehell,,['flake8'],12.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000,12.0,47024.0,47025.0,,,,3.0,57.0,,,,,,,,,,,,,,,,,,,,
227,unimport,hakancelik96/unimport,refactoring,"A linter, formatter for finding and removing unused import statements.",,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2022-06-20 20:59:03.000,2022-06-16 18:40:51,419.0,5.0,12.0,3.0,137.0,69.0,137.0,2022-05-04 12:33:52.000,0.9.6,37.0,12.0,11.0,19,True,unimport,,,25.0,25.0,https://pypi.org/project/unimport,2022-05-04 12:33:52.000,,5152.0,5152.0,,,,3.0,,,,,,,,,,,,,,,,,,,,hakancelikdev/unimport,
228,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,sphinx builder that outputs markdown files.,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2022-01-08 15:31:25.000,2022-01-08 15:29:29,100.0,,32.0,7.0,24.0,16.0,133.0,2019-12-23 17:05:52.000,0.5.4,23.0,17.0,21.0,19,True,sphinx-markdown-builder,,['sphinx'],305.0,253.0,https://pypi.org/project/sphinx-markdown-builder,2022-01-08 15:31:25.000,52.0,22096.0,22096.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
229,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,15.0,4.0,13.0,3.0,102.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19.0,19,False,flake8-mypy,,['flake8'],1008.0,898.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,110.0,50396.0,50396.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
230,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2022-03-30 00:09:03.350,2022-03-29 09:51:38,121.0,19.0,8.0,2.0,56.0,69.0,97.0,2022-03-29 09:52:25.000,0.19.2,35.0,7.0,20.0,19,True,flake8-simplify,conda-forge/flake8-simplify,,32.0,,https://pypi.org/project/flake8-simplify,2022-03-29 09:52:25.000,32.0,265906.0,266277.0,https://anaconda.org/conda-forge/flake8-simplify,2022-03-30 00:09:03.350,6688.0,3.0,,,,,,,,,,,,,True,,,,,,,,
231,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2022-05-20 15:07:35.000,2022-05-20 15:07:35,219.0,4.0,8.0,2.0,8.0,16.0,94.0,2021-10-27 13:15:42.000,0.12.0,14.0,10.0,20.0,19,True,dlint,conda-forge/dlint,,43.0,,https://pypi.org/project/dlint,2021-10-27 13:15:42.000,43.0,177337.0,177385.0,https://anaconda.org/conda-forge/dlint,2021-11-09 20:19:38.085,340.0,3.0,,,,,,,,,,,,,,,,,,,,,
232,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2022-05-19 03:25:57.000,2022-05-19 03:25:57,154.0,4.0,23.0,5.0,23.0,12.0,88.0,2021-07-27 09:00:22.000,0.4.8,18.0,9.0,3.0,19,True,lazydocs,,,91.0,72.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,19.0,1950.0,1950.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
233,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2021-06-29 19:32:02.475,2019-08-07 13:44:00,69.0,,13.0,7.0,9.0,3.0,70.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,10.0,19,False,unify,conda-forge/unify,,554.0,518.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,36.0,78704.0,78743.0,https://anaconda.org/conda-forge/unify,2021-06-29 19:32:02.475,470.0,3.0,,,,,,,,,,,,,,,,,,,,,
234,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2021-03-10 19:35:23.000,2021-03-10 19:35:23,40.0,,9.0,5.0,8.0,5.0,60.0,,,5.0,7.0,5.0,19,False,pylint-flask,conda-forge/pylint-flask,['pylint'],6548.0,6193.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,355.0,298590.0,299384.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934,55612.0,3.0,,,,,,,,,,,,,,,,,,,,,
235,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2022-03-08 14:43:42.000,2022-03-08 14:42:57,26.0,,6.0,4.0,8.0,9.0,43.0,2022-03-08 14:43:59.000,0.3.2,9.0,7.0,3.0,19,False,mkdocs-git-revision-date-plugin,,['mkdocs'],644.0,621.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2022-03-08 14:42:31.000,23.0,27680.0,27680.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
