,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_dependent_project_count,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
40,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-01-20 08:28:26.000,2023-01-20 08:28:26,687.0,26.0,573.0,119.0,96.0,625.0,13934.0,2022-01-29 13:50:01.000,0.6.0,18.0,42.0,36,True,69.0,loguru,conda-forge/loguru,,38827.0,37118.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,3670173.0,3689339.0,https://anaconda.org/conda-forge/loguru,2022-10-26 21:41:01.021,900816.0,2.0,1709.0,,,,,,,,,,,,,,,,,,,,
41,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-01-26 04:36:44.000,2023-01-26 00:30:55,5701.0,297.0,729.0,86.0,490.0,3601.0,9603.0,2023-01-25 02:28:57.000,1.1.291,375.0,86.0,36,True,11.0,,,,445.0,436.0,,,,334772.0,,,,2.0,,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-01-25 02:23:36.376,9.0,334772.0,,,,,,,,
42,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-01-26 00:52:22.000,2023-01-11 11:25:49,23412.0,359.0,1619.0,203.0,5269.0,793.0,4977.0,2022-12-04 12:01:05.939,3.7.0,121.0,832.0,36,True,667.0,buildbot,conda-forge/buildbot,,770.0,313.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,30335.0,32584.0,https://anaconda.org/conda-forge/buildbot,2022-12-04 16:31:50.847,72375.0,2.0,457.0,,29076.0,,,,,,,,,,,,,,,,,,
43,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-01-25 14:31:05.000,2023-01-04 05:26:36,1209.0,2.0,858.0,217.0,275.0,401.0,13012.0,2020-04-23 19:07:36.000,0.30.0,68.0,139.0,35,True,366.0,yapf,conda-forge/yapf,,50168.0,48079.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2357416.0,2373520.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1272278.0,3.0,2089.0,,,,,,,,,,,,,,,,,,,,
44,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-12-11 10:54:44.000,2022-12-03 16:10:49,908.0,2.0,189.0,34.0,229.0,229.0,1376.0,2022-09-28 18:41:46.166,4.0.0,44.0,81.0,35,True,126.0,pytest-cov,conda-forge/pytest-cov,['pytest'],199207.0,169532.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,15508808.0,15597825.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,7299444.0,1.0,29675.0,-1.0,,,,,,,,,,,,,,,,,,,
45,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-01-16 22:34:10.000,2023-01-16 22:34:07,373.0,19.0,181.0,21.0,84.0,54.0,676.0,2023-01-13 06:44:02.021,0.7.13,26.0,30.0,35,True,60.0,alabaster,conda-forge/alabaster,['sphinx'],90984.0,83305.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,5736591.0,5805417.0,https://anaconda.org/conda-forge/alabaster,2023-01-13 21:36:23.432,5368463.0,2.0,7679.0,,,,,,,,,,,,,,,,,,,,
46,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-01-23 22:12:07.000,2023-01-23 22:12:00,830.0,23.0,124.0,26.0,145.0,324.0,378.0,2022-11-09 20:45:23.777,0.38.4,71.0,68.0,35,True,39.0,wheel,conda-forge/wheel,,35357.0,,https://pypi.org/project/wheel,2022-11-09 20:45:23.777,127320898.0,127993445.0,https://anaconda.org/conda-forge/wheel,2022-11-10 03:42:20.427,52458666.0,2.0,35357.0,,,,,,,,,,,,,,,,,,,,
47,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-01-07 18:07:38.000,2021-09-14 17:41:07,402.0,,985.0,176.0,144.0,217.0,7629.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,False,425.0,pyautogui,conda-forge/pyautogui,,20785.0,20174.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,541199.0,544083.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,178865.0,2.0,611.0,,,,,,,,,,,,,,,,,,,,
48,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-01-26 03:19:36.000,2023-01-26 03:17:49,13482.0,565.0,399.0,109.0,338.0,231.0,6208.0,2022-11-08 21:43:56.374,0.9.17,75.0,231.0,34,True,125.0,pyre-check,,,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,120140.0,120140.0,,,,2.0,33.0,,,,,,,,,,,,,,,,,,,,
49,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-01-09 22:21:11.000,2023-01-04 15:49:35,1290.0,1.0,486.0,61.0,352.0,438.0,4822.0,2022-03-04 07:43:44.000,1.7.4,35.0,160.0,34,True,183.0,bandit,conda-forge/bandit,,28918.0,27384.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,2590416.0,2595019.0,https://anaconda.org/conda-forge/bandit,2022-10-29 14:12:14.100,202065.0,1.0,1534.0,,589.0,,,,,,,,,,,,,,,,,,
50,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-11-27 04:07:20.000,2022-08-12 12:22:25,568.0,,235.0,32.0,214.0,173.0,3547.0,2022-08-12 12:25:03.405,1.2.2,59.0,106.0,34,True,109.0,freezegun,conda-forge/freezegun,,4479.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,5233026.0,5241119.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,663662.0,2.0,4479.0,,,,,,,,,,,,,,,,,,,,
51,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-01-17 03:28:13.000,2023-01-12 08:47:23,1293.0,48.0,171.0,30.0,229.0,233.0,2371.0,2022-11-24 07:49:29.000,22.3.0,30.0,94.0,34,False,23.0,structlog,conda-forge/structlog,,6954.0,6015.0,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,3081390.0,3084844.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,269471.0,2.0,939.0,,,,,,,,,,,,,,,,,,,,
52,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-01-25 02:05:44.000,2023-01-02 10:33:42,2150.0,5.0,355.0,24.0,1524.0,953.0,2122.0,2022-09-27 22:22:25.120,0.17.0,55.0,180.0,34,True,99.0,wemake-python-styleguide,,,11263.0,11232.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,230826.0,230826.0,,,,2.0,31.0,,,,,,,,,,,,,,,,,,,,
53,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-01-25 21:40:27.000,2023-01-17 08:04:53,1340.0,40.0,160.0,34.0,240.0,295.0,1753.0,2023-01-10 19:32:09.781,1.8.4,120.0,86.0,34,True,46.0,prospector,conda-forge/prospector,,4303.0,3631.0,https://pypi.org/project/prospector,2022-03-18 13:16:26.000,605676.0,606385.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,54639.0,1.0,672.0,,,,,,,,,,,,,,,,,,,,
54,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-01-24 22:06:57.000,2023-01-24 05:24:34,8512.0,137.0,281.0,60.0,940.0,2707.0,1614.0,2022-07-30 21:59:57.000,4.4.0,29.0,147.0,34,True,653.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,545558.0,551075.0,https://anaconda.org/conda-forge/scons,2022-10-28 08:26:20.087,384677.0,2.0,48.0,,1043.0,,,,,,,,,,,,,,,,,,
55,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-01-16 00:19:22.000,2022-12-16 11:06:01,533.0,10.0,120.0,33.0,206.0,120.0,1515.0,2022-10-05 18:54:14.310,3.10.0,58.0,64.0,34,True,12.0,pytest-mock,conda-forge/pytest-mock,['pytest'],39457.0,35082.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,7553512.0,7577553.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1875210.0,2.0,4375.0,,,,,,,,,,,,,,,,,,,,
56,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-01-25 20:05:30.000,2023-01-03 11:11:23,1008.0,72.0,187.0,53.0,308.0,188.0,1108.0,2022-11-09 16:51:21.000,6.1.1,95.0,53.0,34,True,122.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2486.0,2315.0,https://pypi.org/project/pytest-bdd,2022-07-07 14:31:17.000,565413.0,566595.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,52031.0,2.0,171.0,,,,,,,,,,,,,,,,,,,,
57,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-01-20 17:00:15.000,2023-01-19 23:01:41,1060.0,28.0,187.0,46.0,340.0,309.0,1067.0,2022-12-03 14:34:08.213,3.1.0,61.0,88.0,34,True,214.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4683.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,6807538.0,6859247.0,https://anaconda.org/conda-forge/pytest-xdist,2022-12-03 20:29:50.735,4033349.0,2.0,4683.0,-1.0,,,,,,,,,,,,,,,,,,,
58,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-01-23 14:40:59.000,2023-01-23 14:40:55,967.0,39.0,97.0,22.0,65.0,198.0,797.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,34,True,9.0,progressbar2,conda-forge/progressbar2,,26781.0,25269.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,15403896.0,15413132.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,690809.0,2.0,1512.0,-1.0,1753.0,,,,,,,,,,,,,,,,,,
59,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2023-01-25 15:00:05.000,2023-01-24 21:55:44,543.0,2.0,7519.0,35.0,260.0,125.0,22000.0,2022-10-08 14:12:04.684,1.5.0,23.0,75.0,33,True,69.0,numpydoc,conda-forge/numpydoc,['sphinx'],40309.0,35918.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,368723.0,390610.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1575929.0,2.0,4391.0,-1.0,,,,,,,,,,,,,,,,,,,
60,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-01-25 20:43:08.000,2023-01-25 15:52:48,605.0,26.0,675.0,115.0,682.0,874.0,7911.0,2023-01-25 17:35:13.011,1.30.0,91.0,30.0,33,True,30.0,playwright,,,3523.0,3447.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,1044950.0,1044950.0,,,,2.0,76.0,,,,,,,,,,,,,,,,,,,,
61,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-01-26 01:34:48.000,2023-01-26 01:34:31,2914.0,312.0,236.0,72.0,210.0,207.0,7215.0,2023-01-06 20:40:06.239,1.5.19,138.0,36.0,33,True,107.0,scalene,,,245.0,242.0,https://pypi.org/project/scalene,2022-04-29 20:48:31.000,13611.0,13611.0,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,
62,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-01-21 02:47:07.000,2023-01-10 17:10:21,1197.0,9.0,211.0,47.0,260.0,166.0,2579.0,2022-11-03 17:20:34.545,2022.1.3,76.0,91.0,33,True,154.0,pudb,conda-forge/pudb,,4547.0,3808.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,252099.0,254533.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,189898.0,1.0,739.0,,,,,,,,,,,,,,,,,,,,
63,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-01-13 02:43:21.000,2022-12-13 15:35:40,371.0,17.0,145.0,27.0,80.0,125.0,1658.0,2022-12-13 15:37:01.965,0.13.11,43.0,54.0,33,True,61.0,ipdb,conda-forge/ipdb,,46534.0,37740.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,1929794.0,1933958.0,https://anaconda.org/conda-forge/ipdb,2022-12-24 23:13:15.419,324817.0,1.0,8794.0,,,,,,,,,,,,,,,,,,,,
64,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-01-17 17:39:49.000,2022-08-20 08:31:04,665.0,,168.0,32.0,150.0,134.0,1530.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,33,True,39.0,nodeenv,conda-forge/nodeenv,,35450.0,34549.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,6977524.0,7008350.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1972891.0,2.0,901.0,,,,,,,,,,,,,,,,,,,,
65,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-01-11 11:11:32.000,2022-11-08 14:21:19,598.0,3.0,118.0,21.0,78.0,116.0,1522.0,2022-10-06 17:23:25.701,0.9.0,27.0,83.0,33,True,61.0,tabulate,conda-forge/tabulate,,6688.0,,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,40433079.0,40484628.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,4123980.0,2.0,6688.0,,,,,,,,,,,,,,,,,,,,
66,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-01-23 12:20:29.000,2022-11-29 21:40:01,241.0,5.0,197.0,27.0,73.0,49.0,1423.0,2022-07-11 14:10:01.875,2.0.4,24.0,56.0,33,True,39.0,python-json-logger,conda-forge/python-json-logger,,35294.0,34565.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,11485117.0,11515404.0,https://anaconda.org/conda-forge/python-json-logger,2022-12-21 20:54:44.914,2089862.0,2.0,729.0,-1.0,,,,,,,,,,,,,,,,,,,
67,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,387.0,47.0,261.0,463.0,1353.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,453.0,nose,conda-forge/nose,,179808.0,135207.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,5747585.0,5779842.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2580593.0,2.0,44601.0,,,,,,,,,,,,,,,,,,,,
68,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-01-17 23:20:42.339,2023-01-17 20:27:44,742.0,18.0,187.0,20.0,313.0,218.0,998.0,2023-01-17 20:31:11.783,6.3.0,22.0,89.0,33,True,103.0,pydocstyle,conda-forge/pydocstyle,,45137.0,42608.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2710690.0,2725210.0,https://anaconda.org/conda-forge/pydocstyle,2023-01-17 23:20:42.339,1132620.0,2.0,2529.0,,59.0,,,,,,,,,,,,,,,,,,
69,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-01-25 13:59:17.000,2023-01-25 13:59:17,1379.0,15.0,185.0,24.0,351.0,352.0,675.0,2022-12-17 16:09:02.919,7.1.0,79.0,113.0,33,True,106.0,setuptools_scm,conda-forge/setuptools_scm,,519.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,19410361.0,19427471.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1403061.0,3.0,519.0,,,,,,,,,,,,,,,,,,,,
70,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2023-01-25 16:15:09.000,2022-12-01 18:31:00,393.0,1.0,202.0,22.0,259.0,194.0,553.0,2022-11-11 08:16:56.000,3.2.0,45.0,47.0,33,True,137.0,pytest-html,conda-forge/pytest-html,['pytest'],28447.0,27764.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,3286555.0,3291685.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,348867.0,2.0,683.0,,,,,,,,,,,,,,,,,,,,
71,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2022-12-06 20:20:10.000,2022-12-06 20:20:10,1104.0,4.0,87.0,21.0,103.0,101.0,523.0,2021-11-30 21:05:47.000,0.8.3,26.0,46.0,33,True,8.0,parso,conda-forge/parso,,270921.0,265018.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,15595539.0,15788115.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,11747152.0,2.0,5903.0,,,,,,,,,,,,,,,,,,,,
72,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-01-23 13:17:32.000,2023-01-23 13:17:32,3028.0,96.0,2679.0,385.0,919.0,1529.0,30332.0,2023-01-15 09:45:04.000,2.3.11,67.0,408.0,32,True,27.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,8084.0,8084.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
73,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-01-12 02:15:59.000,2022-12-09 01:08:31,462.0,4.0,336.0,111.0,275.0,178.0,9622.0,2022-09-07 22:01:08.223,0.3.14,38.0,31.0,32,True,97.0,py-spy,conda-forge/py-spy,,336.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,1177471.0,1187330.0,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,361729.0,2.0,40.0,,11113.0,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,320.0,402948.0,,
74,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-01-02 01:24:09.927,2023-01-01 22:00:05,639.0,44.0,170.0,43.0,45.0,161.0,4103.0,2023-01-02 21:20:40.562,3.0.1,28.0,7.0,32,True,16.0,alive-progress,conda-forge/alive-progress,,1567.0,1458.0,https://pypi.org/project/alive-progress,2022-04-01 19:56:01.000,150572.0,151277.0,https://anaconda.org/conda-forge/alive-progress,2023-01-02 01:24:09.927,24703.0,2.0,109.0,,,,,,,,,,,,,,,,,,,,
75,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-01-21 01:32:16.000,2023-01-21 01:32:13,5790.0,158.0,261.0,56.0,780.0,472.0,4075.0,2023-01-18 00:01:11.215,2023.1.17,160.0,87.0,32,True,109.0,pytype,conda-forge/pytype,,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,282544.0,286979.0,https://anaconda.org/conda-forge/pytype,2023-01-11 08:09:29.294,141949.0,2.0,101.0,,,,,,,,,,,,,,,,,,,,
76,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-01-25 00:18:42.000,2023-01-23 14:43:26,2328.0,6.0,303.0,64.0,968.0,307.0,3865.0,2022-12-17 18:19:31.923,7.0.0,42.0,115.0,32,True,14.0,mimesis,conda-forge/mimesis,,1183.0,1122.0,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,84126.0,86617.0,https://anaconda.org/conda-forge/mimesis,2022-12-18 02:34:56.874,74620.0,2.0,61.0,,377.0,,,,,,,,,,,,,,,,,,
77,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-01-22 15:38:50.000,2023-01-20 02:34:57,2110.0,101.0,184.0,27.0,587.0,872.0,3771.0,2023-01-12 14:31:17.507,2.4.0,141.0,93.0,32,True,32.0,pdm,conda-forge/pdm,,56.0,54.0,https://pypi.org/project/pdm,2022-07-02 11:37:49.000,71687.0,76115.0,https://anaconda.org/conda-forge/pdm,2023-01-17 04:26:44.423,70855.0,2.0,2.0,,3.0,,,,,,,,,,,,,,,,,,
78,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-01-18 23:41:22.000,2023-01-18 23:08:21,1284.0,34.0,233.0,54.0,1055.0,836.0,2218.0,2023-01-18 23:45:01.979,2.1.121,208.0,113.0,32,True,145.0,pex,,,132.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,740780.0,827072.0,,,,2.0,132.0,,2157316.0,,,,,,,,,,,,,,,,,,
79,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-01-15 21:41:11.000,2023-01-15 21:41:11,867.0,41.0,162.0,25.0,189.0,290.0,1447.0,2023-01-06 22:04:00.729,12.3.1,94.0,46.0,32,True,15.0,pdoc,,,1224.0,1021.0,https://pypi.org/project/pdoc,2022-06-08 15:33:02.000,68236.0,68236.0,,,,2.0,203.0,,,,,,,,,,,,,,,,,,,,
80,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-01-25 21:15:11.000,2023-01-25 21:15:05,387.0,61.0,82.0,17.0,65.0,192.0,1089.0,2021-12-10 21:09:37.000,2.13.3,47.0,25.0,32,True,21.0,typeguard,conda-forge/typeguard,,11534.0,11149.0,https://pypi.org/project/typeguard,2021-12-10 21:09:37.000,5890482.0,5894534.0,https://anaconda.org/conda-forge/typeguard,2022-07-27 14:30:31.626,194516.0,2.0,385.0,,,,,,,,,,,,,,,,,,,,
81,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2023-01-23 18:10:22.000,2023-01-18 19:40:33,1756.0,28.0,176.0,21.0,344.0,387.0,647.0,2022-06-20 18:54:02.000,4.34.0,64.0,107.0,32,True,141.0,breathe,conda-forge/breathe,,9638.0,8608.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,230505.0,236214.0,https://anaconda.org/conda-forge/breathe,2022-06-21 01:45:19.926,426673.0,2.0,1030.0,,441.0,,,,,,,,,,,,,,,,,breathe-doc/breathe,
